,A,CueR
ecoli_00435,1.0097094683,-1.230184173
ecoli_00436,1.0152461452,-1.299407879
ecoli_00437,0.4895965487,-1.671007269
ecoli_00438,0.4542462286,-1.590531741
ecoli_00439,-1.3581795512000001,-0.564675255
ecoli_00440,-1.0813239046,-0.37890103
ecoli_00441,0.2677441396,-1.490561442
ecoli_00442,0.44056535020000004,-1.49951912
ecoli_00443,0.40266741240000004,-1.5550604799999999
ecoli_00444,0.2650463597,-1.6071221210000002
ecoli_00445,-0.8149143845,-0.24682635200000003
ecoli_00446,-1.3902508187,-0.307749847
ecoli_00447,-0.3522939554,-1.348394295
ecoli_00448,-0.041300086900000005,-1.3410490510000002
ecoli_00449,0.063648942,-0.7134569580000001
ecoli_00450,0.1453779278,-0.506581994
ecoli_00451,-0.4914496043,-1.343789858
ecoli_00452,-0.3461175544,-1.348657092
ecoli_00453,-0.6414857756,-0.535233795
ecoli_00454,0.550691468,-0.546096739
ecoli_00455,3.6252164451,-0.766991953
ecoli_00456,4.2316546366,-0.467518407
ecoli_00457,3.6596682587,-0.430095824
ecoli_00458,3.8805717923,-0.392678897
ecoli_00459,3.0995174307,-0.7142505760000001
ecoli_00460,3.1212644119,-0.5982258730000001
ecoli_00461,0.5341515290000001,-0.001225743
ecoli_00462,1.7113404413,0.142396146
ecoli_00463,0.9484133137,0.8732517870000001
ecoli_00464,1.3451757543,0.9090231780000001
ecoli_00465,0.044913849900000004,1.106459512
ecoli_00466,-1.4393565498,1.06289566
ecoli_00467,-1.4534275399,-1.2351007840000001
ecoli_00468,-1.654525733,-1.078536714
ecoli_00469,-1.0118941878,1.031307218
ecoli_00470,-1.2194224834,1.015618228
ecoli_00471,1.4050373009000001,0.017789934
ecoli_00472,1.3846767912,0.10083610700000001
ecoli_00473,0.8826758699,0.862122276
ecoli_00474,1.1915735212,0.8830874980000001
ecoli_00475,7.533913532,-0.8795531050000001
ecoli_00476,8.082781673,-0.619175021
ecoli_00477,-0.9665603343,-1.292041712
ecoli_00478,-1.2945655009,-1.561312997
ecoli_00479,-0.24620321450000002,0.624464896
ecoli_00480,-0.33751634550000004,0.68762755
ecoli_00481,1.5563092978,-0.206206996
ecoli_00482,2.2805997886,-0.049127571
ecoli_00483,2.1044282101,-0.49482169600000003
ecoli_00484,2.1219334702,-0.531843257
ecoli_00485,6.1339397161,0.026332106
ecoli_00486,6.2874136085,-0.024338027
ecoli_00487,-0.6365708915,0.16215542800000002
ecoli_00488,-0.4630341126,0.256025915
ecoli_00489,0.35125079610000004,0.204927673
ecoli_00490,0.5829905044,0.144525442
ecoli_00491,-3.5408809162,-2.19034
ecoli_00492,-3.2447360726,-1.7548292490000001
ecoli_00493,-1.7187418425,-1.116307981
ecoli_00494,-2.0346077143,-1.140610688
ecoli_00495,1.4851586515,0.795497474
ecoli_00496,1.548477937,0.784724814
ecoli_00497,-0.8032079511,0.8930657620000001
ecoli_00498,-1.2639509511,0.8333171500000001
ecoli_00499,2.1558069565,-0.11592089
ecoli_00500,1.8268346242,-0.093071914
ecoli_00501,4.6945439411,-1.350331596
ecoli_00502,4.7716603174,-0.940041003
ecoli_00503,-1.0952143214,0.00174584
ecoli_00504,-0.8473532173,-0.046761775000000005
ecoli_00505,-1.2433823169,0.004392914
ecoli_00506,-0.6647124765,0.031222873
ecoli_00507,3.9608555405,-0.528440942
ecoli_00508,3.7053726274,-0.6543184550000001
ecoli_00509,4.0743276977,-0.813896022
ecoli_00510,3.9215052511,-0.706232516
ecoli_00511,5.4460234135,-0.11228763
ecoli_00512,5.501992399,0.041520748
ecoli_00513,-1.1206562016,0.7563628280000001
ecoli_00514,-1.0294908242,0.651473912
ecoli_00515,-3.3428193987,-1.270540944
ecoli_00516,-2.934785592,-1.408011819
ecoli_00517,-2.0568799568,-1.4329711
ecoli_00518,-2.3991487312,-1.7228603470000001
ecoli_00519,3.5530129305,-0.8245180440000001
ecoli_00520,3.1249846654,-1.043744937
ecoli_00521,5.1553420819,-0.9362862150000001
ecoli_00522,4.6331139978,-1.114883485
ecoli_00523,4.4886924722,-1.268725839
ecoli_00524,0.6574733864,-1.147357627
ecoli_00525,1.0606604303,-1.400164742
ecoli_00526,1.1109904684,-1.090514902
ecoli_00527,1.2993052248999999,-1.039236188
ecoli_00528,-2.0136656832,-1.4546555190000001
ecoli_00529,-3.6313316278,-1.513572624
ecoli_00530,-3.2465332852,-1.82008609
ecoli_00531,-3.9515029266,-2.062038788
ecoli_00532,3.9752893251,-1.204453475
ecoli_00533,4.4420244945,-1.068845151
ecoli_00534,4.3063341265,-1.079558608
ecoli_00535,4.6017814534,-0.79836926
ecoli_00536,0.6383355291,-1.6717692830000002
ecoli_00537,1.2160609672,-1.66198519
ecoli_00538,1.1875051311,-1.7694825280000002
ecoli_00539,2.334836869,-1.645797911
ecoli_00540,-1.3138031394,-0.980145413
ecoli_00541,-1.4210976047,-0.9969954120000001
ecoli_00542,-2.843988726,-0.926467919
ecoli_00543,-2.6505624667000003,-0.748448047
ecoli_00544,-0.7315219287,-0.9842185940000001
ecoli_00545,-1.9524621240000002,-1.043223341
ecoli_00546,4.6002667836,-1.5344875880000002
ecoli_00547,4.2353776089,-1.41812701
ecoli_00548,4.2041887094,-1.5872823120000001
ecoli_00549,5.172286186,-1.490758556
ecoli_00550,4.1241593527,-1.489595673
ecoli_00551,4.8795972356,-1.372454527
ecoli_00552,0.41926736530000003,-2.132107353
ecoli_00553,3.3459930286,-1.8982557990000002
ecoli_00554,1.5041519555,-1.844507678
ecoli_00555,3.660220694,-1.605928253
ecoli_00556,3.948293526,-1.482197413
ecoli_00557,3.7394146321,-1.552997037
ecoli_00558,-0.1124913283,-1.822068424
ecoli_00559,0.3308896973,-1.676413541
ecoli_00560,-2.242678942,-1.107945643
ecoli_00561,-1.8421569499000001,-1.117974627
ecoli_00562,-0.5304870178000001,-0.6822495310000001
ecoli_00563,-0.7303613892,-0.544358599
ecoli_00564,-2.1945799301,-1.719270903
ecoli_00565,-1.9644550896,-1.639157298
ecoli_00566,5.3332991448,-1.001056351
ecoli_00567,5.4328116172,-0.924953393
ecoli_00568,0.2806870275,-1.332810577
ecoli_00569,0.5212352315000001,-1.565816356
ecoli_00570,0.9313145353000001,-1.325424127
ecoli_00571,0.7281419801,-1.224444186
ecoli_00572,1.6496802447999999,-1.410460582
ecoli_00573,4.169609001,-1.36905494
ecoli_00574,5.1112271314,-1.219511512
ecoli_00575,4.9522901021,-1.264364292
ecoli_00576,4.1950187453,-1.817913886
ecoli_00577,5.3519098285,-1.4626096560000001
ecoli_00578,5.5088704928,-1.163490345
ecoli_00579,6.4556622854,-1.009209707
ecoli_00580,-0.8585005628,-1.1876299399999999
ecoli_00581,-1.1087209836,-1.74433204
ecoli_00582,-1.2214270094,-1.4441622920000001
ecoli_00583,-1.25090342,-1.5112599580000001
ecoli_00584,3.7311705525,-0.8045464040000001
ecoli_00585,3.6547012928,-1.027962881
ecoli_00586,0.1513440044,-1.822559111
ecoli_00587,0.9470772692,-1.8339119460000002
ecoli_00588,1.4158336902,-1.582897443
ecoli_00589,1.2542348671,-1.551063957
ecoli_00590,-0.08774013680000001,-1.232460602
ecoli_00591,0.0505493823,-1.01042452
ecoli_00592,6.260596428,-0.9133406140000001
ecoli_00593,4.763970076,-1.084211844
ecoli_00594,2.1655722148,-1.6431339660000002
ecoli_00595,0.1670821338,-1.06183869
ecoli_00596,-1.1882246757,-1.166982912
ecoli_00597,-0.7861899252000001,-1.430605812
ecoli_00598,-0.4095865114,-0.857293548
ecoli_00599,-1.4821175643,-1.090820782
ecoli_00600,-3.1211819309,-1.582087353
ecoli_00601,-3.6065128044,-2.352628693
ecoli_00602,0.3067854971,-1.717284403
ecoli_00603,-1.0026795728,-2.137418945
ecoli_00604,-0.0163128397,-1.702866072
ecoli_00605,-0.6698042654,-1.776647954
ecoli_00606,-5.2136786217,-2.170846832
ecoli_00607,-3.531571242,-1.7495559250000001
ecoli_00608,-1.2047774003,-1.80928438
ecoli_00609,1.0981385246,-1.456714509
ecoli_00610,-2.560373724,-1.702342755
ecoli_00611,-3.1571213419,-1.53186881
ecoli_00612,-4.4790749314,-1.6877641570000002
ecoli_00613,-3.1601205039,-1.542531759
ecoli_00614,-3.1008302183,-1.7949912010000002
ecoli_00615,-3.3080808553,-2.246159247
ecoli_00616,-2.915498088,-1.473158215
ecoli_00617,-2.7883390351,-1.563220838
ecoli_00618,0.49732458370000004,-1.662769905
ecoli_00619,0.7368529354000001,-1.6886823290000001
ecoli_00620,1.5902652465,-0.39875870500000005
ecoli_00621,1.6552001426,-0.391051107
ecoli_00622,-0.33222230080000004,-0.375586866
ecoli_00623,-0.184851031,-0.139513182
ecoli_00624,1.1604755919,-0.192505427
ecoli_00625,1.5873479270000002,-0.287342484
ecoli_00626,-1.0138399819,-0.742257107
ecoli_00627,-0.6576292674,-0.528628479
ecoli_00628,2.876381884,0.041732112
ecoli_00629,3.647756919,-0.009058026
ecoli_00630,-1.7120455815,-0.30633518
ecoli_00631,-1.2753268241,-0.41369292
ecoli_00632,-0.5082808178,-0.530712176
ecoli_00633,-0.281068564,-0.49929856800000005
ecoli_00634,-0.7414674983,-0.7642572980000001
ecoli_00635,-0.7314471788,-0.49129162200000004
ecoli_00636,-0.39854980240000004,-0.09940512200000001
ecoli_00637,-0.3940046256,-0.088428562
ecoli_00638,-0.09145399280000001,-0.461004332
ecoli_00639,0.1246379407,-0.395356676
ecoli_00640,2.3554397568,-0.034457273000000004
ecoli_00641,3.1594730451,0.106596071
ecoli_00642,-0.2214060006,-0.43270168800000003
ecoli_00643,-0.9925661622,-0.33128528
ecoli_00644,-0.18518326470000002,-0.34578115800000003
ecoli_00645,0.1649218933,-0.385734679
ecoli_00646,-0.28510629260000003,-0.422204389
ecoli_00647,0.1512556291,-0.41771204300000003
ecoli_00648,0.18329004640000002,-0.602886508
ecoli_00649,0.06486372730000001,-0.49507383600000004
ecoli_00650,-1.6829016628,-0.40644334800000004
ecoli_00651,-0.2349313188,-0.5293039930000001
ecoli_00652,0.8372759821,0.124386009
ecoli_00653,0.3848236257,0.23244687300000003
ecoli_00654,-0.23959166380000002,-0.466290847
ecoli_00655,0.5587149731000001,-0.442876888
ecoli_00656,0.18553136180000002,-0.203364223
ecoli_00657,0.020866447200000002,-0.445685319
ecoli_00658,-0.554904935,-0.775108326
ecoli_00659,0.4929943282,-0.6344708920000001
ecoli_00660,0.8823998788,-0.108601234
ecoli_00661,1.9224897598,-0.022009346000000003
ecoli_00662,-0.5909302053000001,-0.5777377
ecoli_00663,-0.14037230150000002,-0.6967792700000001
ecoli_00664,2.0180388416,0.131913569
ecoli_00665,2.562428375,0.06480649100000001
ecoli_00666,-1.1876395458,-0.38217247400000004
ecoli_00667,2.1407762353,-0.17858785400000002
ecoli_00668,3.2843022844,0.107919575
ecoli_00669,-0.6877288078,-0.21716458200000002
ecoli_00670,-0.7547743531000001,-0.35876935400000004
ecoli_00671,-1.0449247083,-0.295762937
ecoli_00672,0.6255693347,-0.608831683
ecoli_00673,3.2667844279000002,0.050177144
ecoli_00674,-0.0081889059,-0.6632454630000001
ecoli_00675,-0.2381268168,-0.701190616
ecoli_00676,-0.0926286966,-0.6899851730000001
ecoli_00677,0.0326163421,-0.5841863340000001
ecoli_00678,-0.3513537809,-0.04530343
ecoli_00679,-0.7203386066,-0.041043006
ecoli_00680,0.25670390860000003,-0.38768525800000003
ecoli_00681,0.9762890878,-0.13071592
ecoli_00682,-1.1452220077,-0.33364773600000003
ecoli_00683,-1.1815427837999999,-0.31980368200000003
ecoli_00684,-0.0223485745,-0.45595083000000003
ecoli_00685,1.3842726779,-0.212597003
ecoli_00686,-0.0159055894,-0.9139340920000001
ecoli_00687,1.3008610090000001,-0.42606329800000003
ecoli_00688,-0.0295329215,-0.76915454
ecoli_00689,-0.5988123798,-0.666941014
ecoli_00690,-0.5291285458,0.190164465
ecoli_00691,-0.389036965,0.264063895
ecoli_00692,-0.15700908430000002,0.14962983400000002
ecoli_00693,1.418061539,0.208487836
ecoli_00694,0.8840088231000001,0.260984103
ecoli_00695,1.7289666220000002,0.19914319200000002
ecoli_00696,0.1830652455,0.133433879
ecoli_00697,-0.31668719430000003,0.10636835700000001
ecoli_00698,0.8810045286,-0.6959267490000001
ecoli_00699,1.466262041,-0.40859213800000005
ecoli_00700,-0.2120846179,-0.560252614
ecoli_00701,-0.2190043992,-0.578281946
ecoli_00702,0.7097638926000001,-0.22980050100000002
ecoli_00703,1.4160184983000002,-0.11936218600000001
ecoli_00704,-0.10364583370000001,-0.303700511
ecoli_00705,0.047539153300000005,-0.426748308
ecoli_00706,-0.7969161067,-0.711600063
ecoli_00707,-0.2523490252,-0.611705289
ecoli_00708,0.1421088264,-0.581066769
ecoli_00709,-0.3082072871,-0.5829936130000001
ecoli_00710,-0.19088043000000002,-0.575091325
ecoli_00711,0.7066743911000001,-0.285772236
ecoli_00712,-0.124097174,-0.290203366
ecoli_00713,0.10183814940000001,0.020362978
ecoli_00714,2.5011508448,0.33845054500000005
ecoli_00715,0.9163207329,0.299287668
ecoli_00716,2.5529509335,-0.447853119
ecoli_00717,2.4350076153,-1.4270990669999999
ecoli_00718,2.379218489,-1.480592885
ecoli_00719,2.7859497552,-1.216034535
ecoli_00720,2.5980457036,-1.6254658960000001
ecoli_00721,2.51348723,-1.445661058
ecoli_00722,2.0699062667,-0.40470685900000003
ecoli_00723,2.3849938651,0.145869612
ecoli_00724,2.5556994716,-0.342207317
ecoli_00725,2.5514871403,-1.021053178
ecoli_00727,2.7606067484,-0.629077643
ecoli_00728,2.1581041645,-0.318526505
ecoli_00729,3.0134911042,-1.26086265
ecoli_00730,2.374025477,-0.48744210400000004
ecoli_00731,2.6333315111,-1.649484194
ecoli_00732,2.2413315144,-1.55488845
ecoli_00733,3.5174543675,-0.31129315500000004
ecoli_00734,2.912263602,-1.025699911
ecoli_00735,3.5064396110000002,-0.424701306
ecoli_00736,3.0581678761,-1.020861889
ecoli_00737,3.5403189565,-0.31175272
ecoli_00738,3.2818372264,-0.8324442660000001
ecoli_00739,3.7216698094,-0.538911786
ecoli_00740,3.7083878861,-1.26086424
ecoli_00741,1.9150560942000001,-0.24300701100000002
ecoli_00742,3.4647417591,-0.102297338
ecoli_00743,2.7267837803,-0.7171188430000001
ecoli_00744,3.1674293541,-0.8071802530000001
ecoli_00745,2.5149743087000003,-1.072200031
ecoli_00746,3.0105302354,-0.887209702
ecoli_00747,2.3663600328,-0.9272767110000001
ecoli_00748,2.630513861,-1.107593843
ecoli_00749,1.4352480568,-0.460248961
ecoli_00750,1.9173079647,-0.358097745
ecoli_00751,1.8526308264,-0.336265003
ecoli_00752,1.5252665927,-0.168387633
ecoli_00753,2.2243452284,-1.33272521
ecoli_00754,2.1629373562,-1.461867221
ecoli_00755,2.9359048438,-1.300898759
ecoli_00756,3.3649131669,-1.3715259720000001
ecoli_00757,3.1343519539,-1.3736597
ecoli_00758,2.5525966257,-1.501859755
ecoli_00759,1.631700827,-0.16229401100000002
ecoli_00760,0.8671682253,0.517541684
ecoli_00761,2.8016012640000003,-1.483466914
ecoli_00762,2.5792875466,-1.402857383
ecoli_00763,2.5888650658,-1.639367833
ecoli_00764,3.2035377135,-1.276097198
ecoli_00765,2.5660954085,-1.4609071230000001
ecoli_00766,2.4109315831,-1.412505141
ecoli_00767,2.1826142891,-0.09345887400000001
ecoli_00768,1.3028487908,-0.19121700800000002
ecoli_00769,2.7279292354,-0.592466991
ecoli_00770,3.0035448109,-0.325896775
ecoli_00771,2.4829459113,-0.511564827
ecoli_00772,2.5335331176,-0.7422755320000001
ecoli_00773,2.7498772944,-0.61628253
ecoli_00774,2.5960624541,-0.5239349870000001
ecoli_00775,1.932276334,-0.750172943
ecoli_00776,1.9387637918,-0.680048881
ecoli_00777,0.9683055553000001,-1.7880454650000002
ecoli_00778,0.9636368271,-1.775766841
ecoli_00779,3.533014524,-1.013587304
ecoli_00780,3.6465046138,-0.9725163010000001
ecoli_00781,0.48582568660000003,-1.7527192120000001
ecoli_00782,0.6770629747,-1.753631575
ecoli_00783,0.3056232316,-1.540383495
ecoli_00784,1.5096796450999999,-1.170536609
ecoli_00785,0.3954965111,-1.614414534
ecoli_00786,0.42449445620000004,-1.46935872
ecoli_00787,0.1463740969,-1.004181406
ecoli_00788,0.6546018253,-1.166321858
ecoli_00789,0.8784693276000001,-1.707334949
ecoli_00790,0.9869289236000001,-1.698226849
ecoli_00791,0.8933486089,-1.417496507
ecoli_00792,0.8678798854,-0.850473746
ecoli_00793,1.116175516,-1.8465350360000001
ecoli_00794,1.3086333876,-1.617175218
ecoli_00795,0.5820822950000001,-0.9694462330000001
ecoli_00796,0.8207069642,-1.079502033
ecoli_00797,-1.1481354683,-0.20606415
ecoli_00798,-1.332913317,-0.505818351
ecoli_00799,-1.7559149956,-0.5443938930000001
ecoli_00800,-0.6018271464,-0.169683253
ecoli_00818,-2.1684907819,-0.060809787000000004
ecoli_00819,-2.0652231471,-0.378598933
ecoli_00820,0.4723095191,-0.36912596200000003
ecoli_00821,0.9842750429,-0.35205682600000004
ecoli_00822,-1.4241782077,-0.581490766
ecoli_00823,-1.3577825511000001,-0.338843848
ecoli_00824,-1.2362698972,-0.478799631
ecoli_00825,-1.1193886903,-0.312400657
ecoli_00826,-2.2824583778,-0.7427256680000001
ecoli_00827,-2.4028193349,-0.7655621760000001
ecoli_00828,-1.6536399994000002,-0.735600914
ecoli_00829,-1.8314152062,-0.9498807360000001
ecoli_00830,-1.9660191307,-0.39467038400000004
ecoli_00831,-1.8620631630000002,-0.368578748
ecoli_00832,-0.5010096034,0.21933059800000002
ecoli_00833,-1.090794293,0.035538879
ecoli_00834,0.0906576134,-0.8882623890000001
ecoli_00835,-0.1790933764,-0.676490396
ecoli_00836,-0.2758298301,-0.8250464460000001
ecoli_00837,0.0867556496,-0.908279021
ecoli_00838,0.5449268556,-0.7085413570000001
ecoli_00839,0.774233908,-0.420857464
ecoli_00840,0.7734687749,-0.22507375100000002
ecoli_00841,0.6983560258,-0.183574554
ecoli_00842,0.0998273038,-0.942249737
ecoli_00843,-0.2188158433,-0.920952069
ecoli_00844,-0.2157993269,-1.282868131
ecoli_00845,-0.1280778968,-1.019720046
