,A,GlcC,PdhR,ArcA,ihfB
ecoli_00052,1.7309261881,0.202320106,0.103512423,-0.30586483000000003,-0.8723242170000001
ecoli_00053,0.9436561404,0.42790611500000003,-0.068761445,-0.24486246900000003,-0.871424807
ecoli_00054,-0.53603594,-0.7772391160000001,-0.9391882020000001,-0.121007954,-0.185728995
ecoli_00055,-0.4184005269,-1.319054424,-1.457824235,-0.04399066,-0.34076356500000005
ecoli_00056,11.7083892581,1.894401513,-0.388006059,-0.048029848,0.647908585
ecoli_00057,11.2940779248,1.8696193170000002,-0.39242139600000003,-0.076148239,0.605473425
ecoli_00058,3.7504362696999998,1.3003575170000001,0.31977420500000003,-0.046794311000000005,0.018456405000000002
ecoli_00059,3.8087722470000003,1.118668494,0.42238204500000004,-0.08552493700000001,-0.006356255000000001
ecoli_00060,-1.5663568783000001,-0.351209924,0.062792558,0.12043444,0.164126605
ecoli_00061,-1.7750099736,-0.15192323300000002,-0.021043047000000002,0.131540097,0.15512309500000002
ecoli_00062,0.1411236301,1.28996139,1.9707059550000001,-0.350962926,0.644921705
ecoli_00063,0.8318544319000001,1.398324834,1.936045304,-0.34418755100000004,0.659472645
ecoli_00064,-0.070504386,-1.048471803,-0.201235614,1.828340046,0.277552005
ecoli_00065,-0.1251475705,-1.195896527,-0.139287985,1.957742426,0.08413458500000001
ecoli_00066,1.8227066931,-1.5396326180000002,-0.517795405,1.3682953260000001,0.009492215
ecoli_00067,1.0124567855,-1.660911888,-0.39214284200000005,1.419179516,-0.13246892500000002
ecoli_00068,-3.7672892937,-0.489918122,-0.09057951800000001,0.393576953,0.323090545
ecoli_00070,-0.9870042306000001,-1.024167015,-0.103345219,0.444636982,-0.0050519250000000005
ecoli_00071,-1.6386808788,-0.7449671870000001,-0.257543374,0.371492769,0.045105535
ecoli_00072,-0.5345568587,-0.762519354,-0.37063785600000004,0.331090588,-0.07972467500000001
ecoli_00073,-3.4938397943,-3.937336594,-1.44621782,0.7573820960000001,-0.17243101500000002
ecoli_00074,-4.1377571467,-4.455594322,-1.157033806,0.696397778,-0.170063665
ecoli_00075,-3.0239532328,-3.112921672,-2.865476355,0.37565932,0.631325145
ecoli_00077,-2.4147788008,-3.575933135,-2.943334047,0.476845821,0.5065485750000001
ecoli_00078,-3.3732333665,-3.445691211,-3.076467355,0.5289642950000001,0.906130685
ecoli_00079,-2.9257865051,-2.615513591,-1.7770054540000002,0.487748006,0.004072415
ecoli_00080,-2.9627584098,-0.592348961,-0.559075934,0.105543914,0.073518865
ecoli_00081,-1.5404342646,-0.255293351,0.621589324,0.32585684400000003,0.12347822500000001
ecoli_00082,10.8268750017,2.124343472,-0.525702854,0.075213946,-0.30622956500000004
ecoli_00083,10.6752405233,2.267445634,-0.538083434,0.040042087000000004,-0.352816565
ecoli_00084,2.7892491488999998,1.056528284,-0.11232684500000001,-0.27503787900000004,-0.26311180500000003
ecoli_00085,3.2784875302,0.878072147,-0.09817233,-0.23072129300000002,-0.088390225
ecoli_00086,8.0254412228,1.7168790660000002,-1.00686102,0.252433879,0.08919740500000001
ecoli_00087,7.785479323,1.6609999819999999,-0.9991410660000001,0.273945205,0.021087685000000002
ecoli_00088,1.3924054229,-1.034370252,0.260383686,0.519048295,0.279636635
ecoli_00089,1.7668305261000001,-0.7776204710000001,0.192564855,0.512524654,0.32569436500000004
ecoli_00090,0.1439652002,-0.187150804,-0.10144881600000001,0.126573136,-0.027273645000000003
ecoli_00091,0.4772459137,-0.187579558,-0.141349147,0.126137254,-0.13678458500000001
ecoli_00092,10.5792084466,1.667470674,-1.017922743,0.396646588,-0.018986005
ecoli_00093,4.8754954355999995,-0.091256295,-0.308965633,0.45351927500000005,-0.16863898500000002
ecoli_00094,13.8984529873,2.109109166,-1.75095554,1.5404025159999999,0.377391115
ecoli_00095,14.3557087264,2.1288021710000002,-1.774719565,1.449866066,0.29310171500000004
ecoli_00096,8.9192902088,1.087539384,-0.8199488580000001,0.685514203,0.34542376500000005
ecoli_00097,8.9565928623,0.8358025830000001,-0.42890291100000005,0.539784889,0.433644805
ecoli_00098,16.4279695696,1.130537242,-0.6087523020000001,1.181176256,0.154811065
ecoli_00099,16.6255274817,1.013295618,-0.51266319,1.097910146,0.184431905
ecoli_00100,1.0571969874,0.012142259,0.026276332000000003,-0.042422106,-0.25137586500000003
ecoli_00101,-1.009795883,-0.40600973,0.022425782000000002,-0.529459554,-0.868628418
ecoli_00102,-0.5141576968,-0.24646530100000003,0.212855711,-0.47372824700000005,-0.841749195
ecoli_00103,12.2672077322,0.32602371900000005,0.319954736,0.035597011000000005,-0.730282673
ecoli_00104,11.5267259981,0.282905835,0.38965814600000004,0.07509867,-0.70811133
ecoli_00105,12.8599359223,0.374761926,-0.032701140000000004,-0.19600093400000002,-0.120886425
ecoli_00106,8.591060018,1.093313879,-0.5084280800000001,-0.08909652200000001,-0.235195225
ecoli_00107,8.0920082538,0.9106842070000001,-0.405594972,-0.190341532,-0.226979175
ecoli_00108,5.1864303393,-3.695120464,-3.127014431,0.584096822,0.817711665
ecoli_00109,4.4120966272,-3.6936092240000002,-3.8436888590000002,0.7408784060000001,0.8890342950000001
ecoli_00110,5.5669533697,0.5478445160000001,-1.016586504,0.636325653,0.427391075
ecoli_00111,5.4675333866999996,0.30129440900000004,-0.895830247,0.7106710190000001,0.49290713500000005
ecoli_00112,5.2470931818,0.165465832,-0.829477012,0.7162020570000001,0.45579148500000005
ecoli_00113,-0.2407200199,-3.108253734,-3.958226429,0.18458875400000002,1.075854265
ecoli_00114,0.13653858,-3.603201839,-4.231994271,0.17830120100000002,0.8624663450000001
ecoli_00115,0.6066073188000001,-3.95472938,-4.5432915529999995,0.25819627,0.782298315
ecoli_00116,10.7668451635,-0.669120856,-0.736886252,1.391143806,0.7741806250000001
ecoli_00117,10.7705634647,-0.786650277,-0.863483387,1.365476696,0.780515025
ecoli_00118,10.1169220607,-0.78300401,-0.8450574620000001,1.362720846,0.668204965
ecoli_00119,5.619960777,-0.245483417,-0.89865973,1.358549616,0.9036337950000001
ecoli_00120,5.2038138957,-0.128090176,-0.92614951,1.3477543060000001,0.880205215
ecoli_00121,5.533770526,-0.062515109,-0.884908311,1.385312096,0.9120195050000001
ecoli_00122,2.5428726909,-1.699047133,-0.5202971160000001,0.928719166,0.895131325
ecoli_00123,1.7514052387999999,-1.477428095,-0.537574407,1.041311906,0.8307353350000001
ecoli_00124,2.1564657349,-1.8158629030000002,-0.510853515,0.9504081660000001,0.894754805
ecoli_00125,-2.1236233867,-3.653308886,-2.312111833,0.9075265760000001,0.6064907850000001
ecoli_00126,-1.2276775779,-1.702740595,0.6054965330000001,-0.055828563000000005,-0.26191363500000003
ecoli_00127,0.7217007990000001,-0.19258318400000002,0.47653446600000005,0.09422176900000001,-0.846024697
ecoli_00128,-2.1064779856,-0.7753034050000001,0.31308926200000003,-0.407977407,-0.775242359
ecoli_00129,-1.2300965896,-3.3685611619999998,-2.388974876,0.9552785760000001,0.6607472950000001
ecoli_00130,-2.7117577031,-3.082766207,-1.391385412,0.5717934290000001,-0.066971575
ecoli_00131,-3.1346792656,-3.611818592,-2.380753987,0.614706375,0.21387256500000001
ecoli_00132,0.4565287664,-0.9354407220000001,0.5160822420000001,0.328591383,-0.314610025
ecoli_00133,-1.5791316641000002,-2.572136219,-2.040921134,1.071597756,0.116353545
ecoli_00134,-1.8331502848,-2.062793879,-0.23655378900000001,0.330761637,-0.254239745
ecoli_00135,-1.9094558082000002,-1.160541689,0.515202438,-0.151671187,-0.295363645
ecoli_00136,-1.1828714626,-3.432248039,-2.280331935,0.032578979,-0.598037926
ecoli_00137,-2.5217913635,-1.030143394,-0.012643003000000002,0.143125367,-0.42064137500000004
ecoli_00138,-1.4251092625,-3.969931645,-5.02955347,1.327478846,-0.051506065000000004
ecoli_00139,-1.7211185701,-3.089847131,-2.982538775,0.7806890660000001,0.068028155
ecoli_00140,-1.0912421525,-1.235004311,0.312500951,-0.22797266500000002,-0.241751655
ecoli_00141,-2.6830380664,-3.255288364,-3.55566022,0.387994353,-0.179127275
ecoli_00142,7.2463831251,0.5345417090000001,-1.680577916,1.138140236,-0.346710805
ecoli_00143,3.0709161304,0.039297893,-0.7518898970000001,0.199903728,-0.342105245
ecoli_00144,5.3229097012,0.34289940100000005,-0.042397767,0.945881736,-0.589388949
ecoli_00145,-2.6245222425,-3.490041003,-1.207930679,-1.157955492,-0.050211675000000004
ecoli_00146,1.9491465311,-0.6841020710000001,0.130216027,0.17438198900000002,0.112337685
ecoli_00147,-2.379415036,-3.404292288,-2.02569111,0.268899551,0.8555401050000001
ecoli_00148,-2.8289386281,-3.669736902,-1.8397629850000001,0.24444047800000002,0.353007465
ecoli_00149,1.1802495618,-0.85861277,0.5207037290000001,0.127729871,0.5749310550000001
ecoli_00150,-3.3788970461,-3.735295946,-2.484053839,0.191632509,0.20948735500000001
ecoli_00151,-2.652838726,-1.932651312,0.48066751,0.368078151,0.125166975
ecoli_00152,6.0464654568,-0.5494629910000001,0.8242152650000001,0.430075117,-0.22523246500000002
ecoli_00153,-0.2636478996,-0.91403545,0.364211679,-0.032960972000000005,-0.522299721
ecoli_00154,-3.1776376968,-4.28395283,-3.558344767,0.8775486560000001,0.171467045
ecoli_00155,-2.8383144299,-1.234112311,0.595155249,-0.474772383,0.336416765
ecoli_00157,-1.2199166976,-3.063296688,-1.071632177,0.030757539,0.527257035
ecoli_00158,4.5968704613,-1.947607499,-0.888787671,-0.141775395,0.27466824500000003
ecoli_00159,-2.8840788644,-2.559802185,-0.459066719,0.5339402830000001,-0.35453504500000005
ecoli_00160,7.5264337824,-1.083203216,-0.262134138,0.08377153,-0.20853702500000001
ecoli_00169,-1.1266714978,-0.776633576,-0.749749218,-0.061878408,-1.114766093
ecoli_00170,-1.2752089382,-0.9697202770000001,-0.7010893140000001,-0.128401191,-1.198454692
ecoli_00171,-0.8389907397,-1.281754134,-0.768398315,0.18162740200000002,-0.531726669
ecoli_00172,-2.1767206646,-1.578652038,-0.9456379290000001,0.248907122,-0.262344285
ecoli_00173,4.4338511718,0.06285948300000001,-0.530903741,0.202924761,-0.713059603
ecoli_00174,4.5304198806,-0.23198905800000003,-0.276519326,0.21404984100000002,-0.552746132
ecoli_00175,11.6920639276,2.302648673,-1.810975086,2.510750616,0.8413076650000001
ecoli_00176,11.671067453100001,2.151941261,-1.892201043,2.531055996,0.716887895
ecoli_00177,-0.3133111514,-0.7116080610000001,0.671924407,1.198519576,0.23464762500000003
ecoli_00178,-0.21391605800000002,-0.847361503,0.421712148,1.214784426,0.036029945
ecoli_00179,-2.531596034,-0.670653967,0.996743311,0.261485721,-0.38924391500000005
ecoli_00180,-2.1225264855,-0.7250834580000001,0.9512901060000001,0.251424062,-0.49012625
ecoli_00181,-1.6159472012,-0.8407701630000001,-0.8382596470000001,-0.199984399,-1.2518318019999999
ecoli_00182,-1.2557091449,-1.139460415,-0.9668830110000001,-0.27336614800000003,-1.190588725
ecoli_00183,-3.3428416489,-3.987643978,-1.037477432,0.650216425,-0.11737177500000001
ecoli_00184,-3.5403889708,-3.754353332,-0.9851898990000001,0.44755403200000005,-0.23463296500000003
ecoli_00185,-1.8395448586,-1.167669737,-0.354140715,0.169901367,-0.88716264
ecoli_00186,-1.7113112376,-1.0369167479999999,-0.31635982,0.144579343,-1.056596459
ecoli_00187,5.3851955632,0.852356271,-1.113765848,0.895444466,-0.164828625
ecoli_00188,5.6513614625,0.9860391190000001,-0.9440158620000001,0.9108855960000001,-0.156698685
ecoli_00189,-1.5925493543,-0.94533195,0.97122368,-0.14113408800000002,-0.612021456
ecoli_00190,-2.0465391761,-1.148893537,1.050631621,-0.040525296,-0.6368662970000001
ecoli_00191,0.1333506541,-0.383596912,0.163569034,0.08367163100000001,-0.315836855
ecoli_00192,1.1074118858,0.310528193,0.872596408,0.19317804700000002,-0.11250578500000001
ecoli_00193,-1.9095045482000002,-0.8949809070000001,-0.536646482,0.13858604600000002,-0.197048255
ecoli_00194,-1.5443200797,-0.601029045,-0.620304387,0.18780670700000002,-0.016725155000000002
ecoli_00195,-2.3329356044000003,-1.396050671,-0.33453249100000004,-0.051773211000000006,-0.756265837
ecoli_00196,-3.8423063665,-1.075281977,0.061985462000000005,0.400081995,-0.246303875
ecoli_00197,-3.4728802313,-1.131429721,-0.026571177,0.385302005,-0.308254705
ecoli_00198,-2.5558879450000003,-1.461149025,-0.248702689,-0.046425999999999995,-0.753961313
ecoli_00199,-0.09983614460000001,-1.634351209,-0.527811268,0.45113119700000004,0.048335155000000005
ecoli_00200,-1.1659671402,-2.32388008,-0.94009765,0.5947166890000001,0.008906585
ecoli_00201,-1.9863181593,-2.866690208,-2.29715568,1.316309596,0.9312559250000001
ecoli_00202,-1.7443731264,-2.558901223,-2.16231755,1.314921426,0.8762793350000001
ecoli_00203,-0.7982476511000001,-1.589114283,0.26891713100000003,0.602912816,0.374492025
ecoli_00204,-0.8055587475,-0.646634636,0.037812604,0.47886219500000005,0.10842385500000001
ecoli_00205,-1.5401634316,-2.426588475,-2.461437255,1.010078936,0.8927779450000001
ecoli_00206,-1.7820218433,-2.917649269,-2.138384469,0.581776277,0.9751252050000001
ecoli_00207,-2.6161629365,-2.3096528320000003,-1.864297304,0.584642129,0.41649266500000004
ecoli_00208,-1.5255313682,-2.231475785,-1.7261591840000001,0.38959575100000005,0.42112533500000005
ecoli_00209,-0.8164644084,-0.80345086,-0.5507407430000001,0.916791876,0.077391735
ecoli_00210,-1.094678079,-0.5958615730000001,-0.422834837,0.9727493060000001,0.130486615
ecoli_00211,-1.5661887813000002,-0.695674278,-0.795913442,0.40225860500000005,0.172641955
ecoli_00212,-0.3685924799,-0.574651318,-0.7453301950000001,0.37994620900000003,0.207431095
ecoli_00213,-2.2692097967000002,-2.46000528,-2.263317002,1.101564286,0.7855035850000001
ecoli_00214,-2.2109704008,-2.5360508360000003,-2.324673142,0.9576076560000001,0.670479245
ecoli_00215,0.2837120996,-0.292410698,-0.41909880200000005,0.509436807,-0.104676025
ecoli_00216,0.3751725019,-0.392515123,-0.39352652400000004,0.59530664,-0.139979205
ecoli_00217,-0.5786703478,-2.774158827,-2.023556134,0.31018813300000003,0.183526605
ecoli_00218,-1.3074610399,-3.084378941,-2.566578347,0.597812501,0.5048975450000001
ecoli_00219,-0.4172710174,-0.6066688680000001,-0.5856428840000001,0.6471911260000001,-0.133531365
ecoli_00220,-0.9303516297000001,-0.690338725,-0.622365169,0.7488411960000001,-0.094717825
ecoli_00221,-0.7222088435,-1.066793906,-0.66611771,0.46656071800000004,0.292940975
ecoli_00222,-1.319395052,-0.751638592,-0.791099136,0.209286083,-0.073970795
ecoli_00223,0.4375932705,-0.20603420600000003,-0.496892702,1.057162046,0.5608763050000001
ecoli_00224,0.13227243830000002,-0.158510322,-0.617469516,1.017154226,0.493183935
ecoli_00225,-1.8174067017,-2.391199565,-2.689296058,1.222256766,0.7981991850000001
ecoli_00226,-2.0674332096,-2.665910826,-2.476333394,1.048374446,0.797997595
ecoli_00227,-1.3327681064,-0.42684126,-0.373094046,0.012904309000000001,-0.593982416
ecoli_00228,-1.7250666351000001,-0.493378817,-0.635333437,-0.003799583,-0.46387607100000006
ecoli_00229,-1.5838803684,-0.8456649860000001,-0.728702261,0.941336296,0.250692175
ecoli_00230,-1.7392938682999999,-0.8935694030000001,-0.998921644,0.8375840960000001,0.117195875
ecoli_00231,-1.5919184677,-0.795315532,-1.034767433,0.5460123210000001,-0.056704485000000006
ecoli_00232,-1.1882947081,-0.964268204,-0.9729484460000001,0.593318514,-0.07788523500000001
ecoli_00233,-0.0782296708,-0.206072586,-1.205482094,0.5135887640000001,-0.053282165000000006
ecoli_00234,0.6299267156,-0.105489626,-1.189910353,0.48645864400000005,-0.17460455500000002
ecoli_00235,1.7662032832999999,-0.5050172510000001,-1.647507902,0.514392266,0.330804415
ecoli_00236,2.4008045369,-0.160641435,-1.320851554,0.5490338840000001,0.34874165500000004
ecoli_00237,5.2192346316,0.610552596,-1.352098323,0.677961232,0.18153876500000002
ecoli_00238,5.5067658423,0.737868246,-1.258441252,0.664224993,0.07463568500000001
ecoli_00239,4.7779141505,0.5744238070000001,-1.099172056,0.12885385700000002,-0.048072745
ecoli_00240,4.5654814241,0.524524667,-1.031647847,0.213223601,-0.084592575
ecoli_00241,9.5266728739,1.22083321,-1.123379359,0.9302748660000001,0.168173235
ecoli_00242,7.7068121414,1.26303013,-0.73085081,0.895382886,0.40226726500000004
ecoli_00243,8.364279309,1.420055756,-0.666017803,0.8937969960000001,0.31857179500000005
ecoli_00244,6.4937674718,0.783580075,-0.7106436690000001,0.044506959000000006,-0.18964956500000002
ecoli_00245,6.6299670112,0.864406509,-0.739725607,0.047894689000000004,-0.254357585
ecoli_00246,6.3108358207,2.5161412590000003,-0.936467511,0.151444345,-0.26528265500000003
ecoli_00247,6.9323493267,2.4834717790000003,-0.9544426130000001,0.191225513,-0.279414645
ecoli_00248,7.8755201032,2.209990331,-1.019503323,0.539559451,-0.027787695
ecoli_00249,14.0083041913,-0.6421512140000001,-0.309376195,0.6120842820000001,0.353868815
ecoli_00250,14.0701458404,-0.5556954,-0.49927486,0.6312031330000001,0.41974093500000004
ecoli_00251,14.4801047752,-0.42626123200000005,-0.216828863,0.011886513000000001,-0.073725045
ecoli_00252,13.9542954649,-0.67225727,-0.186955578,0.053548302000000006,-0.208171285
ecoli_00253,13.8533048395,0.035675513,-0.15383191400000001,-0.012330541,-0.6507081960000001
ecoli_00254,13.6219695132,-0.022178868,-0.24937134400000002,0.17832696,-0.478276798
ecoli_00255,14.0630943699,1.568301769,-1.090220602,0.566358428,0.186856515
ecoli_00256,13.1861599224,1.822512356,-1.283426173,0.801237376,0.250459455
ecoli_00257,12.9086594297,1.6211936630000001,-0.9001692800000001,0.446671258,0.135640005
ecoli_00258,12.6890623366,1.5985625030000001,-0.953176121,0.43309867500000004,-0.011190665
ecoli_00259,6.2109996438,1.127237607,-1.005312544,1.432104296,0.428030885
ecoli_00260,5.7374547388,1.007186913,-1.074814698,1.232142026,0.205704095
ecoli_00261,12.4519328194,1.166016565,-0.487256972,0.438212184,-0.166460525
ecoli_00262,11.5465941647,1.394282712,-0.7282015770000001,0.50970426,-0.06146080500000001
ecoli_00263,0.9447965011,-1.236330959,-0.09160627,0.564737193,-0.145626785
ecoli_00264,0.6069882535000001,-1.897264282,-0.707630113,0.513067552,-0.116302715
ecoli_00265,-0.7472162118,-1.206729003,0.260449302,0.991366136,0.549578395
ecoli_00266,-1.1699330257,-1.4453359890000002,0.344960934,1.000446686,0.43058213500000003
ecoli_00267,-2.4289066591,-3.8286544840000003,-3.298160627,0.7605526960000001,0.190655385
ecoli_00268,-2.5051989465,-3.9711433190000003,-3.484022611,0.883820566,0.252124195
ecoli_00269,-2.3626282498,-2.315080076,0.45327316500000003,0.759366626,0.5006850850000001
ecoli_00270,-2.5731022424,-1.970284222,0.5422813470000001,0.757306236,0.521677585
ecoli_00271,-2.0054506215,-0.837271879,-0.252921928,-0.291655781,-0.189715765
ecoli_00272,-2.3779711556,-1.315147922,0.011021498000000001,-0.36664113200000004,-0.220002785
ecoli_00273,-0.7652041933,-0.7710486740000001,0.20791636400000002,0.5628257560000001,0.28719155500000004
ecoli_00274,-1.136040823,-0.718234495,0.079968838,0.5128759540000001,0.25688472500000004
ecoli_00275,-1.2343169523,-0.35307334100000004,0.06602191,0.816333446,0.346392305
ecoli_00276,-0.9471656791,-0.180533922,0.089638459,0.838034626,0.490369765
ecoli_00277,-2.6788305901,-1.509165185,0.249462549,-0.074172423,-0.32222528500000003
ecoli_00278,-2.5563937114,-1.8931489570000002,0.173526896,-0.09908335700000001,-0.262492545
ecoli_00279,-0.27108265470000004,-0.540275947,0.145992384,0.5844178910000001,-0.24330995500000002
ecoli_00280,0.2926382199,-0.277771789,0.378556371,0.808158746,-0.073045625
ecoli_00281,-2.116149293,-1.174656784,0.048979734000000004,0.15480885800000002,-1.271892759
ecoli_00282,-1.9527047239000002,-0.24281661100000002,-0.5600760060000001,0.55781359,-0.634524159
ecoli_00283,-1.504760276,-1.516298034,-0.15122301300000002,0.31652371500000004,0.254435625
ecoli_00284,-1.4242915578,-1.348910854,-0.080484764,0.34805157400000003,0.410888815
ecoli_00285,-2.9613006317,-1.875467434,-0.08212654,0.169371414,-0.48980773
ecoli_00286,-2.7501290921,-1.395255211,-0.32822497900000003,0.010136641,-0.5114058730000001
ecoli_00287,2.1315704891,0.794665861,1.20226276,0.33839259600000005,0.115925255
ecoli_00288,2.0461744541,0.973965281,1.173732087,0.271971768,0.059341995
ecoli_00289,-2.5874410842,-2.0658183,0.407193063,-0.21489506600000002,-0.316502855
ecoli_00290,-2.2925756692,-2.400635132,0.143653486,-0.033263391,-0.027274305000000002
ecoli_00291,-0.9454024792000001,-1.028216387,1.5172365939999999,0.428926898,0.21852216500000002
ecoli_00292,-1.0028803152,-1.110895179,1.069980192,0.450352065,0.089544445
ecoli_00293,-0.4573538143,-1.027424906,-0.030177858000000002,0.6083629190000001,0.25115724500000003
ecoli_00294,-0.460038288,-1.298297745,0.09151695200000001,0.553352198,0.231592915
ecoli_00295,-2.1991535232,-1.543273589,0.6866338350000001,-0.163675489,-0.39827128500000003
ecoli_00296,-1.6699486939,-1.551576754,0.7666301630000001,-0.11664080600000001,-0.361897055
ecoli_00297,-1.1558040105,-1.625667803,0.06831342600000001,0.5165691680000001,0.234477855
ecoli_00298,-0.9901336533,-1.283836693,0.22075549900000002,0.559982902,0.152283425
ecoli_00299,-0.5698017896,-0.51902822,-7.947651277,0.13690308,-0.068099535
ecoli_00300,-1.2240460409,-0.859672211,-7.6742505990000005,0.13527434200000002,-0.036035855000000006
ecoli_00301,-1.5285962893,-0.8443386810000001,0.22426493900000002,0.32555621300000004,-0.18176504500000001
ecoli_00302,-1.8677511212,-3.617091353,-3.136137764,0.554928426,0.269205825
ecoli_00303,0.0787346266,-0.692969869,-0.555176517,0.6222112750000001,0.148042285
ecoli_00304,-0.49383018630000003,-0.251726063,-0.429820965,0.385758567,-0.250908275
ecoli_00305,-1.6067778548,-3.431729904,-2.82769242,0.21714596200000003,0.48513176500000005
ecoli_00306,-1.5320012087000001,-3.954962029,-2.98840969,0.31143739,0.266281765
ecoli_00307,-1.9653881913000002,-3.308081025,-3.484742543,0.522454143,0.38202392500000004
ecoli_00308,-1.7349128577,-3.6996901810000002,-3.42756823,0.48432147600000003,0.421074335
ecoli_00309,-1.7674950449,-3.527243904,-3.494878684,0.7122535630000001,0.636740065
ecoli_00310,-2.1956302391,-3.249053852,-3.604571799,0.651048905,0.691051775
ecoli_00311,-2.8109464047,-3.494554077,-3.4599619710000002,1.115899716,0.695164695
