,A,Crp,GlpR
DDB2__PD-003_del-phoB_Fed-batch_21h__1,7.392159220096361,0.33369608246568383,-1.6827026282950763
DDB2__PD-003_del-phoB_Fed-batch_21h__2,8.255489159811098,0.2847021347030569,-2.0826080963668128
DDB2__PD-004_del-qseB_Batch_6h__1,0.7249860533832365,-0.12791638658763738,-0.602439177519706
DDB2__PD-004_del-qseB_Fed-batch_6h__1,5.951349612127699,0.0070327348853478355,-1.5977678630538408
DDB2__PD-004_del-qseB_Fed-batch_6h__2,4.988495418103851,0.14395110458813146,-1.2783602835390528
DDB2__PD-004_del-qseB_Fed-batch_15h__1,5.428329885674394,0.14349024146300948,-1.4603151277019677
DDB2__PD-004_del-qseB_Fed-batch_15h__2,5.718616285533474,0.3342680715119659,-1.423839549819867
DDB2__PD-004_del-qseC_Batch_6h__1,0.8177759190404359,-0.1054807241193494,-0.5837320260035659
DDB2__PD-004_del-qseC_Batch_6h__2,0.2060373759519166,-0.1890055363379357,-0.5293850935114541
DDB2__PD-004_del-qseC_Fed-batch_6h__1,6.349850706895199,-0.20126649289716705,-1.5587668495887677
DDB2__PD-004_del-qseC_Fed-batch_6h__2,4.880299562437627,0.007007073388662022,-1.3449648729096664
DDB2__PD-004_del-qseC_Fed-batch_15h__1,5.6851503136194514,0.24433059166856094,-1.4006423644661927
DDB2__PD-004_del-qseC_Fed-batch_15h__2,5.600069270377429,0.41673648908845706,-1.6919910838948775
DDB2__PD-005_del-qseF_Batch_6h__1,1.9682301459832103,-0.14804630641666705,-0.9186806552202516
DDB2__PD-005_del-qseF_Batch_6h__2,1.256893111064946,-0.2472769860054029,-0.4726186374150423
DDB2__PD-003_del-qseF_Batch_6h__1,2.27649640421907,-0.04129063094139518,-1.4205987686243802
DDB2__PD-003_del-qseF_Batch_6h__2,1.6307748802402062,-0.07120032371772211,-0.764782294335447
DDB2__PD-003_del-qseF_Fed-batch_6h__1,5.912856331802774,0.07928259588675246,-1.5361330749223336
DDB2__PD-003_del-qseF_Fed-batch_6h__2,5.818243564989305,0.09988668006863577,-1.6125511024412926
DDB2__PD-005_del-qseF_Fed-batch_6h__1,6.185593387654765,-0.054992720518960425,-1.345449611835693
DDB2__PD-005_del-qseF_Fed-batch_6h__2,5.470516837928057,0.10723371376415967,-1.3725288865626697
DDB2__PD-005_del-qseF_Fed-batch_6h__3,5.777228614450649,0.06774821772418349,-1.5529955993398217
DDB2__PD-005_del-qseF_Fed-batch_15h__1,6.469359341732172,0.1807957685003956,-1.3300225243306985
DDB2__PD-005_del-qseF_Fed-batch_15h__2,6.697241968385113,0.18100851105295668,-1.6604704134030843
DDB2__PD-003_del-qseF_Fed-batch_21h__1,8.638496183628225,0.3843825596880919,-1.8840945299892509
DDB2__PD-003_del-qseF_Fed-batch_21h__2,8.525237471666998,0.3283143161117117,-1.8356094159053056
DDB2__PD-005_MG1655-del-fhuA_Batch_6h__1,0.9910940830643312,-0.2055466339490284,-0.7351600150970716
DDB2__PD-005_MG1655-del-fhuA_Batch_6h__2,1.69107354362305,-0.12038482798851112,-1.0098799951669737
DDB2__PD-005_MG1655-del-fhuA_Batch_6h__3,2.2689682904630915,-0.24527694177792905,-1.1921367007571178
DDB2__PD-005_MG1655-del-fhuA_Fed-batch_6h__1,4.983950752808786,0.06456324456686602,-1.2112472658688862
DDB2__PD-005_MG1655-del-fhuA_Fed-batch_6h__2,5.065330367595343,0.04318616195255665,-1.6184607164942273
DDB2__PD-005_MG1655-del-fhuA_Fed-batch_15h__1,7.201540931807215,0.28437816260421656,-1.275751483639926
DDB2__PD-005_MG1655-del-fhuA_Fed-batch_15h__2,5.700485553591416,0.18788840247316507,-1.2675280902034096
DDB3__PD-009_del-arcA_Batch_6h__1,1.423944694169411,-0.15520693678349495,-0.7348013156733906
DDB3__PD-009_del-arcA_Batch_6h__2,0.6703222661202795,-0.11927548503423502,-0.8478764978254265
DDB3__PD-009_del-arcA_Fed-batch_6h__1,4.150312305218002,0.3211525795468209,-1.319921320706789
DDB3__PD-009_del-arcA_Fed-batch_6h__2,4.263222793046888,-0.17422284096607574,-1.6637964182356049
DDB3__PD-009_del-arcA_Fed-batch_15h__1,6.063632944598681,0.3068175092463843,-1.7319290630190858
DDB3__PD-009_del-arcA_Fed-batch_15h__2,5.296800412391333,0.3089395842630438,-1.6257031122802772
DDB3__PD-006_del-baeR_Batch_12h__1,3.055200172772226,-0.07288080968497113,-0.8528908006801714
DDB3__PD-006_del-baeR_Batch_12h__2,2.575901561929972,-0.1470714378044189,-1.3189781379110093
DDB3__PD-009_del-baeR_Batch_12h__1,2.297767369495725,0.0075413674833608715,-0.5623198533474962
DDB3__PD-009_del-baeR_Batch_12h__2,3.227193995111948,0.11000079547650364,-1.108304320295214
DDB3__PD-006_del-baeR_Fed-batch_12h__1,3.2096930522392664,-0.44075017642119896,-0.9674795406004586
DDB3__PD-006_del-baeR_Fed-batch_12h__2,3.587696108070128,-0.3079824279256762,-0.8410269029263393
DDB3__PD-009_del-baeR_Fed-batch_12h__1,9.488821265099546,0.17096182082460487,-2.0264924843876497
DDB3__PD-009_del-baeR_Fed-batch_12h__2,10.319027027644838,0.19735620347242036,-1.7861568142740225
DDB3__PD-009_del-baeR_Fed-batch_18h__1,9.198159896583729,0.17038086081004875,-1.9590829561754093
DDB3__PD-006_del-lsrB_Batch_6h__1,1.3523261973165768,-0.08679694138112204,-0.9440399876737278
DDB3__PD-006_del-lsrB_Batch_6h__2,1.430948611351177,-0.10651403429150186,-1.1036656416891202
DDB3__PD-006_del-lsrB_Fed-batch_6h__1,6.926084093962877,0.3346811913157435,-1.1953741872628283
DDB3__PD-006_del-lsrB_Fed-batch_6h__2,6.833217091197496,0.12320570534873987,-1.5527517261052806
DDB3__PD-006_del-lsrB_Fed-batch_6h__3,6.3835423811790415,0.1671224798447568,-1.717675816340921
DDB3__PD-006_del-lsrB_Fed-batch_15h__1,6.355714175963711,0.3507109925052916,-1.6434749350666822
DDB3__PD-006_del-lsrB_Fed-batch_15h__2,6.388982428829593,0.3958492591492941,-1.565540723731499
DDB3__PD-009_del-lsrK_Batch_6h__1,0.8766197069454589,-0.009831828811623922,-0.7979313651100863
DDB3__PD-009_del-lsrK_Batch_6h__2,1.467942107844629,-0.14523400895794936,-0.6201831673207039
DDB3__PD-009_del-lsrK_Fed-batch_6h__1,4.551407873809348,0.1244005654382363,-2.054170714504397
DDB3__PD-009_del-lsrK_Fed-batch_6h__2,3.05199945705528,0.0012933420484664284,-1.4018243866368651
DDB3__PD-009_del-lsrK_Fed-batch_15h__1,7.540708609596959,-0.04582048053983101,-1.646834968202865
DDB3__PD-009_del-lsrK_Fed-batch_15h__2,7.0104816294060335,0.2938071439648517,-1.3625052830144933
DDB3__PD-009_del-lsrK_Fed-batch_15h__3,7.382867014742644,0.18925140721970912,-1.5299483410681498
DDB3__PD-006_del-lsrR_Batch_6h__1,1.4563209302994593,-0.07682126355774699,-0.7771700624665643
DDB3__PD-006_del-lsrR_Batch_6h__2,1.2085086856028608,0.04568553531896491,-0.8046876258522344
DDB3__PD-006_del-lsrR_Fed-batch_6h__1,5.522837542904914,0.0695840261226941,-1.4517145591733174
DDB3__PD-006_del-lsrR_Fed-batch_6h__2,5.980859013059439,0.0951190132944717,-1.6794080785098346
DDB3__PD-006_del-lsrR_Fed-batch_15h__1,6.700404020800858,0.2481661791660663,-1.5667165775416567
DDB3__PD-006_del-lsrR_Fed-batch_15h__2,6.396025713032365,0.26532788482238345,-1.5619555705926669
DDB3__PD-006_del-lsrR_Fed-batch_15h__3,6.378102727560685,0.2652297453274688,-1.3957851868872346
DDB3__PD-009_del-luxS_Batch_6h__1,0.0891447838336068,0.0936775819929636,-0.2866629178060949
DDB3__PD-009_del-luxS_Batch_6h__2,2.0040974648257723,0.05667317704538455,-0.6777754123034052
DDB3__PD-009_del-luxS_Fed-batch_6h__1,3.206521088811221,0.0986771612261439,-1.1270068560892614
DDB3__PD-009_del-luxS_Fed-batch_6h__2,5.137981357047375,-0.035116893204003574,-1.4276765182816504
DDB3__PD-009_del-luxS_Fed-batch_15h__1,4.568504903491986,0.1404617131644894,-1.4928133550300782
DDB3__PD-009_del-luxS_Fed-batch_15h__2,5.1730275816241855,-0.03093854772714621,-1.4529256512619426
DDB3__PD-006_del-rpoS_Batch_9h__1,2.3364059445098744,0.3819945803438571,-0.5154304725330129
DDB3__PD-006_del-rpoS_Batch_9h__2,1.8733555001043252,0.44523928747676855,-0.6803823769730926
DDB3__PD-006_del-rpoS_Fed-batch_6h__1,8.53587553209109,0.510032299376153,-0.8589045572924165
DDB3__PD-006_del-rpoS_Fed-batch_6h__2,8.530590651781928,0.6186371495562994,-0.9135874889870824
DDB3__PD-006_del-rpoS_Fed-batch_6h__3,8.987138962378511,0.5649106237720964,-1.2738664782795217
DDB3__PD-006_del-rpoS_Fed-batch_15h__1,4.8429108485837045,0.3973577297010369,-1.1736680862633395
DDB3__PD-006_del-rpoS_Fed-batch_15h__2,4.466620920735327,0.4309841373011185,-1.2506237904330149
DDB3__PD-009_del-tnaA_Batch_6h__1,0.65801416776849,-0.1565078145665204,-0.7679208497818619
DDB3__PD-009_del-tnaA_Fed-batch_6h__1,4.89821374785902,-0.03326316906695581,-1.3404727755173624
DDB3__PD-009_del-tnaA_Fed-batch_15h__1,6.690455710994329,0.2480537405512209,-1.69567686210637
DDB3__PD-009_del-tnaA_Fed-batch_15h__2,5.957396226371299,0.2778554544661009,-1.4983967151055264
