,A,Fnr,NarL
misc__bw_delfadr__2,0.07028372570000001,-0.5991148660000001,0.0806304085
misc__nitr_031__1,1.204601532,-0.44621574300000005,0.3691834525
omics__wt_glu__1,-0.9760102191000001,0.683629718,0.4817487815
omics__wt_glu__2,-0.6851279135,0.7885854680000001,0.39338119250000003
omics__wt_gly__1,-0.7646953814,0.206760041,-0.050986039500000004
omics__wt_gly__2,0.1242820619,0.183314323,-0.0231099835
omics__wt_thr__1,1.9750972763,-0.542585261,0.5990756295
omics__wt_thr__2,1.5875435064999999,-0.607156115,0.5218365345
omics__bw_ac__1,-0.0025113536000000002,0.045715161000000004,-0.5340536035
omics__bw_ac__2,-0.8497999756,0.09762738400000001,-0.4149396495
omics__bw_fum__1,0.5837327962000001,-0.18848155800000002,-0.8381361135000001
omics__bw_fum__2,0.8330241927,-0.242270962,-0.9121125335
omics__bw_glc__1,0.2167269699,-0.234511247,-0.3513240925
omics__bw_glc__2,0.2188738741,-0.20882609800000002,-0.4675586545
omics__bw_pyr__1,-0.0909669099,0.087242941,-1.2049065185
omics__bw_pyr__2,-0.017390357500000002,0.022124095,-0.5649073275000001
ompr__wt_nacl__1,0.22826998950000002,-0.769651592,0.5331391285
ompr__wt_nacl__2,0.2064455556,-0.646367331,0.5641948175
ompr__bw_delompr_nacl__1,-0.3375106444,-1.035417797,0.0735496395
ompr__bw_delompr_nacl__2,-0.5178808088,-0.98364399,0.0569492185
minspan__wt_ade__1,1.2018921252,-0.57964238,0.4253597615
minspan__wt_glc__2,0.6526641521000001,-0.946672155,-0.1002218485
minspan__wt_glc__3,-0.21701546870000002,-0.70245124,-0.034828066500000004
minspan__wt_glc__4,0.34297423390000004,-0.6560544730000001,-0.12163705150000001
minspan__wt_glc_anaero__1,7.5516347044,-1.37524121,-0.1538379885
minspan__wt_glc_anaero__2,8.0097380165,-1.519285843,-0.3679211925
minspan__wt_trp__1,6.8437713122,-1.857965349,0.41213246950000004
minspan__bw_delcra_glc__2,3.077123111,-1.7740696470000001,0.3630780825
minspan__bw_delcra_trp__1,9.451014558,-1.679262271,0.6441685145
minspan__bw_delmntr__1,1.5595866083,-1.5296943330000001,-0.10895602950000001
minspan__bw_delnac_ade__1,3.0588344931,-0.241030033,0.0731933895
minspan__bw_delnac_glc__1,-0.2575633621,-0.724032275,-0.1866494685
cra_crp__wt_ac__1,-0.4619861169,0.563029258,0.10308692950000001
cra_crp__wt_ac__2,0.0874483098,0.5452901480000001,0.1824106645
cra_crp__wt_fru__1,-1.0434481061,0.5749984380000001,0.2525159455
cra_crp__wt_fru__2,-1.3935628189,0.562240048,0.17281035050000002
cra_crp__delcra_ac__1,1.0325689614,-0.350516384,0.09591121550000001
cra_crp__delcra_ac__2,0.8993165918,-0.297698038,-0.0514662735
cra_crp__delcra_fru__1,7.32551e-05,-0.48628780600000004,0.4381540525
cra_crp__delcra_fru__2,0.33802165100000003,-0.53814686,0.5490068335
cra_crp__delcra_glc__1,0.1898222175,-0.5029783950000001,0.2574579395
cra_crp__delcra_glc__2,0.489487306,-0.572787414,0.2698259865
rpoB__wt_031__1,0.6913917807000001,-0.43926326200000004,-0.34158132950000003
rpoB__wt_044__1,0.7476267459,-0.355462483,0.11219308750000001
rpoB__wt_lb__1,1.1888012871,-0.431275444,0.5881046485
rpoB__wt_lb__2,1.4855228246,-0.47569201600000005,0.4456274495
rpoB__rpoBE546V_031__1,1.2450061735,-0.21907488400000003,-0.1044784755
rpoB__rpoBE546V_044__1,0.6681441169,-0.29527451800000004,-0.08270643450000001
rpoB__rpoBE546V_lb__1,3.0756700781,-0.177257513,0.39067970550000003
rpoB__rpoBE546V_lb__2,3.0864840312,-0.18967989200000002,0.44091671450000003
rpoB__rpoBE546V_glc__1,0.4032148783,-0.139703868,-0.3587007085
rpoB__rpoBE672K_glc__1,0.2210439756,-0.21448740600000002,-0.8582225215
rpoB__rpoBE672K_glc__2,-0.6207109747,-0.21332366900000002,-0.6973849045
rpoB__rpoBE672K_lb__1,4.0852576137,-0.31724649200000005,0.1259900365
rpoB__rpoBE672K_lb__2,3.9839260112,-0.309938502,0.1534925995
crp__wt_fru__1,-1.3483729032,-0.222994296,-0.4725241865
crp__wt_glyc__1,0.48766387790000004,-0.174284776,-0.4338023085
crp__wt_glyc__2,0.1435407244,-0.089958595,-0.4517896045
crp__delar1_glyc__1,2.8431429667,-1.2857264019999999,0.7869022915
crp__delar1_glyc__2,5.1822097454,-1.501529713,1.0605303565
crp__delar1ar2_glyc__1,0.5479287123000001,-0.155629982,0.4460130265
crp__delar1ar2_glyc__2,0.5851943909,-0.114934488,0.4088875745
crp__delar1ar2_glyc__3,1.1566531525000001,-0.147109753,0.49741272750000004
crp__delar2_glyc__1,12.2813852049,-1.271483779,1.2369219455
crp__delar2_glyc__2,11.0632319997,-1.177351436,0.8874602845
crp__delar2_glyc__3,11.5251081202,-1.174853432,1.0767604395
crp__delcrp_fru__1,2.2796176381,-0.24670364600000003,0.5996688085
crp__delcrp_fru__2,1.9145497420000002,-0.217710901,0.5703166005
crp__delcrp_fru__3,1.9680038472999999,-0.34636329800000004,0.5036175315
crp__delcrp_glc__1,1.8591931544,-0.14795257,0.2273135155
crp__delcrp_glc__2,1.6481100668000002,-0.13383598800000002,0.3345255855
crp__delcrp_glc__3,1.8338729448,-0.24589322600000002,0.4058469045
crp__delcrp_glyc__1,0.7912749671,-0.17621799900000001,0.45000584450000003
crp__delcrp_glyc__2,0.532550826,-0.25661334,0.3381277485
crp__delcrp_glyc__3,0.4362089765,-0.279568501,0.4754143025
glu__glu_ale3__1,0.3122986118,-1.531208371,-0.44286999250000003
glu__glu_ale4__1,0.5396269468,-0.333096123,-0.24612490250000002
glu__glu_ale5__1,-0.2889155692,-0.77865494,-0.6606236855000001
glu__glu_ale6__1,-0.1557420243,-0.12059369700000001,-0.7887084075
glu__glu_ale8__1,0.7014926395000001,-1.378413375,0.2722742915
glu__glu_ale9__1,-0.3184109443,-0.7807343670000001,-0.2739036005
glu__glu_ale10__1,0.0032595746,-1.360002336,-0.7454388865
42c__wt_42c__1,1.8783128487,-1.014558191,-0.06704781850000001
42c__42c_ale1__1,7.0440082438,-1.871778225,0.1811508085
42c__42c_ale2__1,0.5439862178,-0.44312802300000004,-0.33061188150000004
42c__42c_ale3__1,1.1157268993,-0.17273049999999998,-0.1838051575
42c__42c_ale4__1,2.7549487745,-0.320755442,0.4484809985
42c__42c_ale5__1,0.8815593448,-0.527302844,0.3130631115
42c__42c_ale6__1,4.8065475133,-1.720490645,-0.0491828225
42c__42c_ale8__1,1.0226553665,-0.7990813750000001,-0.0929014225
42c__42c_ale9__1,1.1376933783,-0.447372739,-0.057507773500000005
42c__42c_ale10__1,0.9631236713,-0.9696312210000001,-0.0087915435
ssw__wt_ac__1,1.2524287441,-0.80825286,-0.8583090595
ssw__wt_glc__1,0.4321718157,-0.249604124,0.0038348415
ssw__wt_glyc__1,4.2771541934,-0.396644965,-0.7905101045
ssw__wt_xyl__1,0.6107815048,0.21574725800000003,-0.6531480725000001
ssw__glc_ale1__1,2.4500513648,-0.46381721600000003,-0.5733266405
ssw__glc_ale2__1,4.5726236847,-1.5070222580000001,-0.3617682765
ssw__glc_ale3__1,4.8295676851,-1.237537221,-0.3872335415
ssw__glyc_ale1__1,2.2643454171,-0.391325409,-0.0020606385000000002
ssw__glyc_ale2__1,4.0370823605,-1.29649857,-0.3970384555
ssw__xyl_ale1__1,6.6737090545,-0.9544926520000001,-0.6818209105
ssw__xyl_ale2__1,3.6502698194,-0.635754672,-0.3424025365
ssw__xyl_ale3__1,4.2263375193,-0.9828595450000001,-0.08376697150000001
ssw__glc_ac_ac2__1,6.0271483281,-2.294399248,-0.4176094645
ssw__glc_ac_glc1__1,1.5221357673,-0.356102436,-0.8176861595
ssw__glc_glyc_glc__1,3.8122365837,-1.465999144,-0.3219710435
ssw__glc_glyc_glyc__1,1.9955719594999999,-0.580660179,-0.3884504295
ssw__glc_xyl_glc__1,3.5865582772,-1.242127184,-1.3542981185
ssw__glc_xyl_xyl__1,-0.0829752388,-0.7752710380000001,-0.40380162550000004
ica__wt_glc__1,-1.135014888,-0.7268877690000001,-1.2482984155
ica__wt_glc__2,-1.2739659663,-0.769908319,-1.0586845325
ica__wt_glc__3,-0.7594290937,-0.5550889640000001,-0.7520441115000001
ica__wt_glc__4,-0.0751198077,-0.70189007,-0.8188419215
ica__arg_sbt__1,3.7623301134,-0.9857155870000001,-0.28634103850000003
ica__arg_sbt__2,2.505357505,-0.8052297820000001,-0.46801940750000004
ica__cytd_rib__1,0.49354933630000003,-0.643594239,-0.4358049355
ica__cytd_rib__2,0.8695873793000001,-0.6875447610000001,-0.6309743795
ica__gth__1,4.1515071903,-0.814034076,-0.7184819785000001
ica__gth__2,4.4625615757,-0.919774324,-0.7504386355
ica__leu_glcr__1,-0.5719832622000001,-0.538158396,-0.5791105415000001
ica__leu_glcr__2,-0.1776272491,-0.539788284,-0.6834166565
ica__met_glc__1,0.1011018278,-0.73392979,-0.9902756455
ica__met_glc__2,-0.328788505,-0.730469433,-1.2867556815
ica__no3_anaero__1,17.4243670301,-0.799681293,-0.3241168155
ica__no3_anaero__2,16.4375811598,-0.764805285,-0.5466204945
ica__phe_acgam__1,-0.5352943720000001,-0.558335586,-0.9350117725
ica__phe_acgam__2,0.035148523,-0.491804536,-1.1942437415
ica__thm_gal__1,2.9409201017,-0.620650347,-0.010120483500000001
ica__thm_gal__2,3.0491911121,-0.6047507440000001,0.0502045135
ica__tyr_glcn__1,0.34977819920000003,-0.603412708,-0.5662972535
ica__tyr_glcn__2,1.701335606,-0.601450473,-0.4109628755
ica__ura_pyr__1,-0.734726196,-0.589455429,-0.8255950735
ica__ura_pyr__2,-0.32528593650000004,-0.5449526920000001,-0.8005288575
ica__wt_glc__5,3.2694066057,-0.6705241160000001,-0.5925904435
ica__wt_glc__6,4.7092714055,-0.606799751,-0.5365248515000001
ica__bw_delpurR_cytd__1,0.7925035804,-0.719011072,-1.1503003825
ica__bw_delpurR_cytd__2,-0.6101816203,-0.696804961,-1.1125573585
ica__ade_glc__1,-0.3060042458,-0.670683031,-0.9379271885
ica__ade_glc__2,0.43094840770000004,-0.7218945370000001,-0.8743913925000001
ytf__wt_glc__1,-0.23160886490000002,-1.016246127,-0.1235732125
ytf__wt_glc__2,-1.1352002305,-1.308233625,-0.1596593185
ytf__delyafC__1,11.7644099736,-1.716427353,0.8482297725
ytf__delyafC__2,11.3038656711,-1.621011786,0.7273271895000001
ytf__delyeiE__1,9.144909223,-0.146112814,0.41058923350000004
ytf__delyeiE__2,9.8335685517,-0.43263766000000003,-0.0558596805
ytf__delyiaJ__1,7.022133714,-1.55639051,0.4325330855
ytf__delyiaJ__2,6.293140905,-0.8717574610000001,0.5352296385
ytf__delyieP__1,6.4898974301,-1.347170503,0.19399182650000002
ytf__delyieP__2,5.3124691127,-1.305195932,0.1367943195
ytf__wt_ph5__1,1.6266581955000001,-0.557043083,-0.21598817950000002
ytf__wt_ph5__2,1.242194444,-0.5606580010000001,-0.19248613750000002
ytf__wt_ph8__1,-1.2272547842,-0.5787427820000001,-0.3599539395
ytf__wt_ph8__2,0.5580328938,-0.39573632200000003,-0.2743148415
ytf__delybaO__1,9.5837994314,-1.65527256,0.4246207255
ytf__delybaO__2,8.9558371565,-1.4105320030000001,0.5214714285000001
ytf__delybaQ__1,-0.5237130076000001,-0.606795733,-0.2681458605
ytf__delybaQ__2,-0.57497906,-0.583630595,-0.21411547350000001
ytf__delybiH__1,0.6301411488,-0.978089003,-0.0217948335
ytf__delybiH__2,4.182049798,-1.476111577,0.2051017055
ytf__delydcI_ph5__1,0.9832399110000001,-0.604571167,-0.32284780550000003
ytf__delydcI_ph5__2,0.9702883559000001,-0.61283708,-0.4355703905
ytf__delydcI_ph8__1,0.5679337161,-0.49415536200000004,-0.2306572785
ytf__delydcI_ph8__2,-0.5741563903,-0.629762844,-0.3051913155
ytf__delyddM__1,1.0946837763,-0.522693497,0.11745116450000001
ytf__delyddM__2,0.2556932094,-0.42543202100000005,0.0758394365
ytf__delyheO__1,9.6644214985,-1.821853724,0.38703935850000004
ytf__delyheO__2,9.4483126194,-1.82958307,0.35883767850000003
fps__bw_glc__1,-0.9110549222000001,-0.6606700440000001,-0.7943733425
fps__bw_glc__2,-0.41798241890000004,-0.7722607140000001,-0.6581343165
fps__fps_thrA_ale1__1,-0.0265626006,-0.567476288,-0.2444576485
fps__fps_thrA_ale1__2,0.7137047112,-0.710008164,-0.22257904050000002
fps__fps_thrA_ale2__1,0.2920861796,-0.708427322,-0.3165566975
fps__fps_thrA_ale2__2,0.17926857240000002,-0.674129635,-0.23308080650000002
fps__fps_serB_ale1__1,0.0422810234,-0.747203834,-0.4218224655
fps__fps_serB_ale1__2,0.3677523585,-0.6559473680000001,-0.2425066065
fps__fps_serB_ale4__1,0.8447751959,-1.184646649,-0.7474121245
fps__fps_serB_ale4__2,0.2404089818,-1.019253874,-0.4772296525
fps__fps_ptsI_ale1__1,-0.308377138,-0.9269502930000001,-0.9798916595
fps__fps_ptsI_ale1__2,-0.48593913180000003,-0.8308143870000001,-0.9160638715
fps__fps_ptsI_ale3__1,-0.692461328,-0.8180644960000001,-1.0673735245
fps__fps_ptsI_ale3__2,-0.31506498790000004,-0.8140812820000001,-0.9897267365
pal__lyx_ale2_f6__1,1.3793163172,-0.499433516,-0.8733868395000001
pal__lyx_ale2__1,0.15884104940000002,-0.5389567430000001,-0.5212098915
pal__lyx_ale2__2,-0.034889773900000004,-0.523578816,-0.43257182250000004
pal__lyx_ale4__1,-0.9778916578,-0.7789653710000001,-1.2860029675
pal__lyx_ale4__2,0.4398385923,-0.754669546,-0.9581307365
pal__5drib_ale10_f18__1,4.6218843877,-0.858436865,-0.7201649965
pal__5drib_ale10_f18__2,4.0550538037,-0.753607601,-0.6814127945
pal__5drib_ale10__1,2.9045457666,-0.6081119500000001,-0.1758722205
pal__arab_ale14_f9__1,0.3683509795,-0.650729125,-0.0717088025
pal__arab_ale14_f9__2,0.8679665295000001,-0.579090658,0.0507746345
pal__arab_ale14__1,1.5701132792,-0.56126696,-0.3184885095
pal__arab_ale14__2,0.2720307448,-0.632727778,-0.6615002365
pal__arab_ale16__1,3.4422370527,-0.664846897,0.5829491045
pal__arab_ale16__2,4.1215324283,-0.686483075,0.5586155835000001
pal__tartr_ale26_f10__1,1.3525589194,-0.703734273,-0.8698164945
pal__tartr_ale26_f10__2,0.8917766804,-0.660902781,-0.6115317275000001
pal__tartr_ale26__1,-0.140259574,-0.7898414690000001,-0.7410600385
pal__tartr_ale26__2,1.076835415,-0.794304505,-0.7062647345
pal__tartr_ale28_f10__1,1.4491852905,-0.6169361680000001,-0.7938215305
pal__tartr_ale28_f10__2,2.1622102074,-0.6927632880000001,-0.9818579145
pal__tartr_ale28__1,-0.1770161025,-0.7137339220000001,-0.7693066325
pal__tartr_ale28__2,-0.039084968500000004,-0.652156995,-0.8011193075
efeU__delmenFentC_citr__1,0.6957334892,-1.164833993,-0.09384426450000001
efeU__delmenFentC_citr__2,1.0115010702,-1.284891394,-0.21179274550000002
efeU__delmenFentC__1,-0.162354252,-0.5161069770000001,0.19650876050000002
efeU__delmenFentC__2,-0.6548709138000001,-0.5080433480000001,0.15385049650000002
efeU__menFentC_ale39__1,4.2295016181,-2.10984967,0.1517904105
efeU__menFentC_ale39__2,4.8664977617,-2.096847789,0.3921516295
efeU__menFentC_ale29__1,3.7355996587,-2.366996998,-0.4200080485
efeU__menFentC_ale29__2,3.4126409350999998,-2.395424304,-0.5188053045000001
efeU__menFentC_ale30__1,0.2841357432,-0.5423336,-0.7710836915
efeU__menFentC_ale30__2,0.5110311405,-0.41125174000000003,-0.6546561955
efeU__menFentCubiC_ale36__1,0.0634520834,-0.459053835,0.10485902650000001
efeU__menFentCubiC_ale36__2,0.1372349463,-0.5276504510000001,-0.2659715915
efeU__menFentCubiC_ale37__1,-0.4856306805,-0.42921199800000004,-0.3369691675
efeU__menFentCubiC_ale37__2,-0.1035810962,-0.379678224,-0.2131863105
efeU__menFentCubiC_ale38__1,0.3141811478,-0.403674517,-0.19279054950000002
efeU__menFentCubiC_ale38__2,0.5903894402000001,-0.37325750100000005,-0.1314762605
misc2__salc_glc__1,1.3879221202,-0.22932395800000002,0.0488414235
misc2__salc_glc__2,1.7339084058,-0.033457264,-0.0588193295
misc2__dbcn_glc__1,-1.2480116097,-0.7301900130000001,-1.3161856565
misc2__dbcn_glc__2,-1.1688903164,-0.809273511,-0.9762902215
misc2__tyr_glc__1,-0.4420811872,-0.557564307,-0.2913766035
misc2__tyr_glc__2,-0.0865732828,-0.55390057,-0.2493271775
misc2__arg_cytd__1,1.8671165276,-1.103463808,-0.7299638995000001
misc2__arg_cytd__2,-0.2124478032,-0.7432087820000001,-0.7226907685
misc2__delyheO_pyr__1,5.3635472696,-0.7526202150000001,-0.1649925865
misc2__delyheO_pyr__2,2.0139822716,-0.41916110700000003,-0.3955289275
nquinone__delubiC__1,-0.6138743208,-0.609506733,-0.4614789295
nquinone__delubiC__2,-0.5240191948,-0.60441007,-0.2564717945
nquinone__ubiC_ale1__1,-0.0915438714,-0.43235832,-0.0561660795
nquinone__ubiC_ale1__2,-0.7384427514,-0.606702598,-0.0977709825
nquinone__ubiC_ale2__1,0.23222506410000002,-0.5499352390000001,0.0432040395
nquinone__ubiC_ale2__2,0.1795764617,-0.502872402,-0.0254979635
nquinone__ubiC_ale3__1,-0.5931689134,-0.582336814,-0.8959829055
nquinone__ubiC_ale3__2,-0.0899615633,-0.559977896,-0.9659653555000001
nquinone__ubiC_ale4__1,0.1220535078,-0.600151792,0.006563358500000001
nquinone__ubiC_ale4__2,-0.0144395109,-0.536388949,0.20412599850000002
nquinone__delpdhR__1,0.1983403856,-0.8817682130000001,-1.1638198045
nquinone__delpdhR__2,0.1208702183,-0.867665945,-1.2477763025
quinone__glu_ale4__1,0.9429691391,-0.7937296570000001,-0.6137973695
quinone__glu_ale4__2,6.4919317827,-1.334528925,0.0829422195
quinone__delmenF__1,-0.0069007821,-0.626396132,-0.0494158055
quinone__delmenF__2,-0.055891464700000004,-0.590486033,-0.0662774065
quinone__menF_ale5__1,1.2788550602,-1.5730570959999999,0.0309599235
quinone__menF_ale5__2,2.3786328796,-1.5773257790000001,-0.0016961125
quinone__menF_ale6__1,2.3202706454,-2.032580734,-0.043633226500000004
quinone__menF_ale6__2,2.3801887243,-2.029661312,0.0596387385
quinone__menF_ale7__1,6.6770438731,-2.266448492,0.2125941685
quinone__menF_ale7__2,5.7204661857,-2.358642473,0.2025237555
quinone__menF_ale8__1,9.1760973084,-2.30937575,0.3216119255
quinone__menF_ale8__2,5.0276641377,-0.821020288,0.3095147625
quinone__delmenFubiC__1,0.2849528338,-0.544667939,0.0021142935
quinone__delmenFubiC__2,-0.1921483259,-0.530756546,0.1372844705
quinone__menFubiC_ale1__1,13.6439110787,-2.548110757,0.7491145085
quinone__menFubiC_ale1__2,12.8015631383,-2.574525767,0.6345051145
quinone__menFubiC_ale2__1,15.0572714993,-2.5041279210000003,0.9392737995
quinone__menFubiC_ale2__2,15.1847725743,-2.445112978,1.0102653855
quinone__menFubiC_ale3__1,2.125109491,-0.505443239,-0.1866845735
quinone__menFubiC_ale3__2,1.7432564159,-0.5051048730000001,-0.20458765950000002
quinone__menFubiC_ale4__1,4.5426967186,-1.639778015,0.22164052750000002
quinone__menFubiC_ale4__2,4.0181852515,-1.525707863,0.12060501250000001
oxyR__wt_glc__1,0.2124646923,-0.8089780310000001,-1.1792619845
oxyR__wt_glc__2,0.2017066978,-0.6878140150000001,-1.2122088055
oxyR__wt_h2o2__1,0.36991743380000003,-0.770999387,-1.2092205445
oxyR__wt_h2o2__2,2.0460705071,-0.5165665970000001,-0.7819696075
oxyR__glu_ale4__1,3.7852468022,-0.49981868,-0.41918834250000003
oxyR__glu_ale4__2,4.1570091372,-1.053543247,-0.4418706255
oxyR__glu_ale4_h2o2__1,3.8331684068,-0.876172555,-0.3740276255
oxyR__glu_ale4_h2o2__2,3.9998799045,-1.004410894,-0.3782253115
oxyR__oxyR_ale17__1,5.2406222139,-0.9421467330000001,-0.7739573245
oxyR__oxyR_ale17__2,6.1175138882,-1.093086918,-0.8888965105000001
oxyR__oxyR_ale17_h2o2__1,5.011605029,-0.979628476,-0.9141537815
oxyR__oxyR_ale17_h2o2__2,4.6817964862,-0.589808277,-1.1604518145
oxyR__oxyR_ale18__1,0.8851027077,-1.166562635,-1.5072900635000002
oxyR__oxyR_ale18__2,2.9414337238,-0.672576971,-1.4919827405000001
oxyR__oxyR_ale18_h2o2__1,5.4083435533,-1.09189336,-0.9541385955
oxyR__oxyR_ale18_h2o2__2,5.6578770319,-1.139352826,-1.0521794555
oxyR__oxyR_ale19__1,0.4198138831,-1.045196496,-1.6118221615000001
oxyR__oxyR_ale19__2,4.8314304699,-0.7250733540000001,-1.4187666805
oxyR__oxyR_ale19_h2o2__1,0.5574859311,-0.735836771,-1.5853093894999999
oxyR__oxyR_ale19_h2o2__2,-0.4119180216,-0.803938064,-1.4801573155
oxyR__oxyR_ale20__1,6.37672747,-1.402755684,-1.0670861065
oxyR__oxyR_ale20__2,6.7844562599,-1.428067927,-0.9915333705
oxyR__oxyR_ale20_h2o2__1,4.9164269116,-1.098697508,-0.9357440225
oxyR__oxyR_ale20_h2o2__2,5.1427563817,-1.1274932340000001,-0.8875884925
svns_pgi__BmePgi24_15__1,0.9802460162000001,-0.5360552860000001,-0.3760668075
svns_pgi__BmePgi24_15__2,-0.0561731705,-0.536045576,-0.38049006350000003
svns_pgi__BmePgi24_26__1,1.1420555839,-0.524884001,-0.9001993245000001
svns_pgi__BmePgi24_26__2,0.045355648500000005,-0.48640995000000004,-0.7239035175
svns_pgi__BmePgi24_41__1,3.3809359417,-0.446965349,0.0858218905
svns_pgi__BmePgi24_41__2,0.29820558680000003,-0.467055863,-0.7092105915
svns_pgi__BmePgi24_52__1,3.0124152534,-0.494457847,-0.6891163765
svns_pgi__BmePgi24_52__2,0.3360594799,-0.541468839,-0.7073035485
svns_pgi__PaePgi2_34__1,-0.45458550900000005,-0.355877681,0.14320868650000002
svns_pgi__PaePgi2_34__2,-0.3204197963,-0.371652078,0.056953975500000004
svns_pgi__PaePgi2_63__1,1.1932388108,-0.330622578,-0.1039783605
svns_pgi__PaePgi2_63__2,0.6378807326,-0.390185284,-0.22807424850000002
svns_pgi__PaePgi24_54__1,3.9915777937,-0.8311115560000001,-0.10879174350000001
svns_pgi__PaePgi24_54__2,4.2864432164,-0.8662979580000001,-0.1511696985
svns_pgi__PaePgi24_90__1,5.3266909398,-0.770292729,-0.3593032335
svns_pgi__PaePgi24_90__2,4.5805728389,-0.7893792930000001,-0.42999641250000004
abx_media__m9_ctrl__1,0.1908561463,-0.893828944,-1.2446789615
abx_media__m9_ctrl__2,1.3465364183,-0.8991160770000001,-1.3104621935
abx_media__rpmi_ctrl__1,13.3957832023,-1.5575180670000002,-0.6316149025000001
abx_media__rpmi_ctrl__2,13.4363044023,-1.58392193,-0.3341771625
abx_media__camhb_ctrl__1,1.4719695483000002,-1.179529736,-2.6131021825
abx_media__camhb_ctrl__2,2.397639955,-1.261389653,-2.5333668405000003
abx_media__m9_mero__1,-0.09042762530000001,-0.9119070650000001,-2.3783633935
abx_media__m9_mero__2,-0.973057837,-1.133278434,-1.9206515735
abx_media__rpmi_mero__1,8.6540853258,-1.653565839,-1.4034768095
abx_media__rpmi_mero__2,9.470330606,-1.832894068,-1.0727006215000001
abx_media__camhb_mero__1,0.9150199952,-1.464487794,-2.9774129215
abx_media__camhb_mero__2,0.5928963576,-1.4166246660000001,-3.0560450505
abx_media__m9_trisulf__1,-0.3593615557,-0.46760251500000005,-1.8272529995
abx_media__m9_trisulf__2,-0.6035573517,-0.569228457,-1.6281453685
abx_media__rpmi_trisulf__1,1.098264671,-0.7884398340000001,-1.6446397755
abx_media__rpmi_trisulf__2,0.7753848014,-0.754359556,-1.6024175795
