,A,CymR
SRX1736088,0.030786343025237764,0.2737329753090725
SRX1736089,6.581997576809576,-2.2744490052229884
SRX1736090,6.915253191595148,-1.9958084624728496
SRX1736091,6.185680928694418,-1.7086457807260698
SRX1736092,0.17455930369510025,0.5698008466981186
SRX1736093,0.8193599375375601,0.17747479046265724
SRX1736094,0.3312270165721801,-0.5663335573683383
SRX1736095,4.643624532541316,-1.89497042085548
SRX1736096,6.465613115586065,-2.493137373686857
SRX1736097,5.64836700183352,-2.625729702890358
SRX7176371,0.2203585200194872,-0.09026656321850712
SRX7176372,0.5785309222176075,-0.044841613443858286
SRX7176373,-0.7988894422370926,0.13510817666236452
SRX7176374,0.12800478860073372,0.1418692774550907
SRX7176375,1.0220594928051858,0.2291828701086107
SRX7176376,0.7592556738779936,0.2583608131557229
