,A,flhD
rpoB__rpoBE546V_lb__2,-3.7777301746000003,-0.762233056
rpoB__rpoBE546V_glc__1,-4.0122799253,-0.26938833700000003
rpoB__rpoBE672K_glc__1,-0.8408959853,-0.900076388
rpoB__rpoBE672K_glc__2,-0.6400546088,-0.8111437810000001
rpoB__rpoBE672K_lb__1,-0.1477415692,-0.7128539580000001
rpoB__rpoBE672K_lb__2,-0.22941639200000002,-0.532445375
crp__wt_fru__1,0.5290598693,0.864345015
crp__wt_glyc__1,-0.3334469196,1.456978364
crp__wt_glyc__2,-0.2695923665,1.415658544
crp__delar1_glyc__1,-3.8432235418,-2.251953479
crp__delar1_glyc__2,-4.9402731126,-2.388129284
crp__delar1ar2_glyc__1,-2.9047229782,-1.561501683
crp__delar1ar2_glyc__2,-3.3516047188,-2.031664782
crp__delar1ar2_glyc__3,-3.455131086,-2.415498399
crp__delar2_glyc__1,2.0698485225,1.414329865
crp__delar2_glyc__2,2.1362421126,1.734843162
crp__delar2_glyc__3,2.3463200848,1.480120271
crp__delcrp_fru__1,-5.2268756524,-3.297986385
crp__delcrp_fru__2,-5.7631380463,-3.916488529
crp__delcrp_fru__3,-5.5782505602,-2.528279265
crp__delcrp_glc__1,-5.026068645,-3.493648318
crp__delcrp_glc__2,-4.919455807,-2.467526382
crp__delcrp_glc__3,-6.1817683359,-2.722754872
crp__delcrp_glyc__1,-4.067856739,-2.899493084
crp__delcrp_glyc__2,-4.2506933929,-2.6725856720000003
crp__delcrp_glyc__3,-4.0622163946,-2.082546713
glu__glu_ale3__1,5.5662285614,-0.652939683
glu__glu_ale4__1,2.9924913317,0.247950463
glu__glu_ale5__1,1.1347096605,1.449544518
glu__glu_ale6__1,3.273591782,0.657418391
glu__glu_ale8__1,7.3179209152,0.460553806
glu__glu_ale9__1,4.9931476578,-0.5133780370000001
glu__glu_ale10__1,5.1587142197,-0.777021065
42c__wt_42c__1,-0.4621052539,0.5328236780000001
42c__42c_ale1__1,2.2732559419,1.7774252540000002
42c__42c_ale2__1,1.6340014065,1.753271314
42c__42c_ale3__1,1.2259570229,2.489506627
42c__42c_ale4__1,4.1515943466,0.441467747
42c__42c_ale5__1,-0.0330457694,2.004502254
42c__42c_ale6__1,2.9318234534,-0.43257751600000005
42c__42c_ale8__1,1.8274881736,-1.080570669
42c__42c_ale9__1,-0.6660818054000001,2.3618647360000002
42c__42c_ale10__1,2.9128030488,0.541456201
ssw__wt_ac__1,-4.854833645,-0.083122765
ssw__wt_glc__1,1.1905494349,1.443749003
ssw__wt_glyc__1,1.5044315914,1.458514101
ssw__wt_xyl__1,-3.5151898612,0.239087033
ssw__glc_ale1__1,0.108084148,0.18071463000000001
ssw__glc_ale2__1,-1.8048332207,-0.8678545320000001
ssw__glc_ale3__1,-0.7589154856,-0.43032905200000005
ssw__glyc_ale1__1,-0.21138583200000002,-0.22017623600000003
ssw__glyc_ale2__1,0.42155868750000003,-0.6450267860000001
ssw__xyl_ale1__1,1.2118964956,1.12170526
ssw__xyl_ale2__1,-0.09434776460000001,1.807538405
ssw__xyl_ale3__1,-1.8839929726,-0.895736861
ssw__glc_ac_ac2__1,1.2352876009,-1.214357268
ssw__glc_ac_glc1__1,-2.2658892924,-1.077765353
ssw__glc_glyc_glc__1,-1.5991746569,-2.098721109
ssw__glc_glyc_glyc__1,0.48995344030000004,-1.41856405
ssw__glc_xyl_glc__1,0.3305227396,-0.8073933080000001
ssw__glc_xyl_xyl__1,-0.037266810500000004,0.245534157
ica__wt_glc__1,-3.3660674697,2.490295743
ica__wt_glc__2,-2.8356616172,2.452439383
ica__wt_glc__3,-3.2887819645,1.895192989
ica__wt_glc__4,-4.4016731249,1.9398067270000001
ica__arg_sbt__1,-0.7325664525000001,2.228382359
ica__arg_sbt__2,-1.4098729906,2.365644629
ica__cytd_rib__1,-2.9620551523,2.136301232
ica__cytd_rib__2,-2.5193570998,2.124113133
ica__gth__1,-3.8445753241,-1.235841635
ica__gth__2,-3.4114178801,-1.695064113
ica__leu_glcr__1,-3.1868203788000002,3.101601013
ica__leu_glcr__2,-3.4933709725,3.088069511
ica__met_glc__1,-3.3764706702,2.112304418
ica__met_glc__2,-3.7352380929,2.173916207
ica__no3_anaero__1,0.9855020674,0.23812283
ica__no3_anaero__2,1.4055764195,0.597006236
ica__phe_acgam__1,-2.8003108961,2.518213547
ica__phe_acgam__2,-2.9267051348,2.45811977
ica__thm_gal__1,-3.2930375458,2.983540182
ica__thm_gal__2,-3.4828635889,2.897956228
ica__tyr_glcn__1,-4.7669537425,2.668535432
ica__tyr_glcn__2,-4.3650715294,2.7200002850000002
ica__ura_pyr__1,-2.3076309387,2.408677533
ica__ura_pyr__2,-1.5874015349000001,2.485378561
ica__wt_glc__5,-3.5149377829,2.216084835
ica__wt_glc__6,-3.7605390086,2.3599868280000003
ica__bw_delpurR_cytd__1,-4.5085973836,2.542113171
ica__bw_delpurR_cytd__2,-6.2754713445,2.3832579799999998
ica__ade_glc__1,-5.8507266531,2.306738328
ica__ade_glc__2,-4.2405049188,2.701235821
ytf__wt_glc__1,0.6734043906,-0.179178581
ytf__wt_glc__2,-0.258984745,0.216635497
ytf__delyafC__1,-1.8847355251,0.646294314
ytf__delyafC__2,-2.5314957608,0.20717934300000002
ytf__delyeiE__1,-0.6500470084000001,0.714560587
ytf__delyeiE__2,-1.0086122113,0.18095771500000002
ytf__delyiaJ__1,-2.2094402836,0.039415546
ytf__delyiaJ__2,-2.7180499062,0.020599499
ytf__delyieP__1,-1.7088213716,0.301111616
ytf__delyieP__2,-0.9579751812,-0.175911601
ytf__wt_ph5__1,-2.3864306076,-0.672051729
ytf__wt_ph5__2,-3.2029062624,-0.338883902
ytf__wt_ph8__1,-1.7955475444000002,-0.042680769
ytf__wt_ph8__2,-1.4610064646,-0.107543019
ytf__delybaO__1,-1.4915336683,0.44578902400000003
ytf__delybaO__2,-0.6529971304000001,0.825620274
ytf__delybaQ__1,-0.2236695004,0.271855673
ytf__delybaQ__2,-0.6551670096000001,0.041616233
ytf__delybiH__1,-1.0139173265,-0.8676692410000001
ytf__delybiH__2,-1.5564606408000001,-0.29116599800000004
ytf__delydcI_ph5__1,-2.1700645329,-0.174889749
ytf__delydcI_ph5__2,-1.6582326612,-0.263204243
ytf__delydcI_ph8__1,-2.1193957308,-0.38624468
ytf__delydcI_ph8__2,-1.5471344224,-0.189350447
ytf__delyddM__1,-0.9644826158,-0.256412095
ytf__delyddM__2,-1.392248317,-0.36643869900000003
ytf__delyheO__1,-2.5781231525,0.31827007900000004
ytf__delyheO__2,-0.4124756388,0.6635284330000001
fps__bw_glc__1,-0.1666894441,0.477180152
fps__bw_glc__2,-0.7718688874,0.5877181810000001
fps__fps_thrA_ale1__1,0.8374977549,1.839629977
fps__fps_thrA_ale1__2,0.8119364427,2.006337586
fps__fps_thrA_ale2__1,1.998376047,1.941530786
fps__fps_thrA_ale2__2,1.6477203761,1.976282254
fps__fps_serB_ale1__1,-0.0239365754,2.867824534
fps__fps_serB_ale1__2,1.3579744008,2.725414106
fps__fps_serB_ale4__1,-5.5888569488,0.751301498
fps__fps_serB_ale4__2,-5.6369521607,1.0133175
fps__fps_ptsI_ale1__1,-0.4219310846,0.63521404
fps__fps_ptsI_ale1__2,0.3750861614,0.777167652
fps__fps_ptsI_ale3__1,1.3554117108,0.739475785
fps__fps_ptsI_ale3__2,1.1976953076,0.68866243
pal__lyx_ale2_f6__1,0.7255274258000001,0.36918714900000005
pal__lyx_ale2__1,1.5935202875,0.8753936130000001
pal__lyx_ale2__2,1.2906942586999999,1.105401543
pal__lyx_ale4__1,1.148018743,1.109517462
pal__lyx_ale4__2,1.3945668096000001,0.990241299
pal__5drib_ale10_f18__1,-0.9850466116000001,0.378035656
pal__5drib_ale10_f18__2,-1.2756059256,0.247100229
pal__5drib_ale10__1,-0.6912204588,0.40645072600000004
pal__arab_ale14_f9__1,-1.9558649277,0.5572064090000001
pal__arab_ale14_f9__2,-1.9728602806,0.479317125
pal__arab_ale14__1,2.3748205746,0.388648151
pal__arab_ale14__2,1.6033351305,0.537835476
pal__arab_ale16__1,-2.6299011342,0.866598602
pal__arab_ale16__2,-3.5749011138,0.867932514
pal__tartr_ale26_f10__1,-3.2097557217,-0.910311697
pal__tartr_ale26_f10__2,-4.06763119,-0.260346747
pal__tartr_ale26__1,-1.5003326934999999,-0.100335382
pal__tartr_ale26__2,-0.85277768,-0.012420493000000001
pal__tartr_ale28_f10__1,-3.1804013127,0.149885852
pal__tartr_ale28_f10__2,-4.2764129743,-0.22147469900000002
pal__tartr_ale28__1,0.9708156064000001,0.575068115
pal__tartr_ale28__2,0.45108753970000004,0.530433175
efeU__delmenFentC_citr__1,-0.5989363759,0.060402999000000006
efeU__delmenFentC_citr__2,-0.2680449635,-0.47311935400000005
efeU__delmenFentC__1,-3.3463611812,-0.636412612
efeU__delmenFentC__2,-3.2845624409,-0.7587817750000001
efeU__menFentC_ale39__1,-0.6515477759,-0.22288194700000002
efeU__menFentC_ale39__2,-1.1881379698,-0.238466383
efeU__menFentC_ale29__1,-4.5512541737,-1.2788957459999999
efeU__menFentC_ale29__2,-4.2880942023,-1.348244843
efeU__menFentC_ale30__1,-0.9508135281000001,0.9363966950000001
efeU__menFentC_ale30__2,-1.3087421327,0.283725402
efeU__menFentCubiC_ale36__1,-2.2807679527999998,-1.198277712
efeU__menFentCubiC_ale36__2,-3.3240148071,-0.77902878
efeU__menFentCubiC_ale37__1,-3.7232660773,-0.9361329690000001
efeU__menFentCubiC_ale37__2,-2.9883030229000003,-1.0344128
efeU__menFentCubiC_ale38__1,-0.8417778123,-0.175843991
efeU__menFentCubiC_ale38__2,-2.7988946274,-0.28644184300000003
misc2__salc_glc__1,-3.8624532751,0.30143253600000003
misc2__salc_glc__2,-3.3618432744,-0.06903392700000001
misc2__dbcn_glc__1,-0.3484692153,1.463437711
misc2__dbcn_glc__2,0.390881046,1.381185672
misc2__tyr_glc__1,-3.4259544739,2.116689324
misc2__tyr_glc__2,-3.4821911728,1.942793294
misc2__arg_cytd__1,-1.480837277,1.780998534
misc2__arg_cytd__2,-2.0963210623,1.557233082
misc2__delyheO_pyr__1,1.7547740247,0.5170173170000001
misc2__delyheO_pyr__2,0.8772623471000001,0.46639146400000003
nquinone__delubiC__1,-1.7311407843,2.081093682
nquinone__delubiC__2,-0.8047136469,2.067243949
nquinone__ubiC_ale1__1,0.7440815355,2.016187239
nquinone__ubiC_ale1__2,1.3227612591,2.130172704
nquinone__ubiC_ale2__1,1.6116283583,1.6017845400000001
nquinone__ubiC_ale2__2,1.7315000624999999,1.685121228
nquinone__ubiC_ale3__1,-1.2826006034,2.078965756
nquinone__ubiC_ale3__2,-1.1227957833,1.758260925
nquinone__ubiC_ale4__1,1.4243776587,1.745223253
nquinone__ubiC_ale4__2,1.4909943548,1.5883818729999999
nquinone__delpdhR__1,-4.0326927517,2.487520671
nquinone__delpdhR__2,-4.1501840896,2.742434285
quinone__glu_ale4__1,0.3722212976,1.283280991
quinone__glu_ale4__2,2.6594296375,0.628675192
quinone__delmenF__1,0.6103169628,0.49441161400000005
quinone__delmenF__2,-0.2872682621,0.34559976000000003
quinone__menF_ale5__1,-0.1864129584,-0.617665388
quinone__menF_ale5__2,-0.4516678284,-0.9428778360000001
quinone__menF_ale6__1,-1.6755839224,-0.341965565
quinone__menF_ale6__2,-0.7522415709,-0.376441118
quinone__menF_ale7__1,-2.1974759614,-0.176329813
quinone__menF_ale7__2,-1.6420813005000001,-0.163202068
quinone__menF_ale8__1,0.6653606656000001,0.037136844
quinone__menF_ale8__2,-1.0606819121,-0.201090442
quinone__delmenFubiC__1,-3.0651601418,-0.396171798
quinone__delmenFubiC__2,-2.4186504528,-0.138630319
quinone__menFubiC_ale1__1,0.31355839020000004,-0.7480392810000001
quinone__menFubiC_ale1__2,0.22984569400000002,-0.9295279080000001
quinone__menFubiC_ale2__1,-3.0651482292,-1.116040735
quinone__menFubiC_ale2__2,-1.9640016495000001,-0.725380417
quinone__menFubiC_ale3__1,0.7403223075,0.244913292
quinone__menFubiC_ale3__2,0.3128053538,0.777354618
quinone__menFubiC_ale4__1,-3.0030719464,-0.8971376040000001
quinone__menFubiC_ale4__2,-2.5529407746,-1.099791068
oxyR__wt_glc__1,-2.9409554284,2.244631237
oxyR__wt_glc__2,-3.3504502251,2.173552001
oxyR__wt_h2o2__1,-3.1296610855,2.170221132
oxyR__wt_h2o2__2,-2.8830518304,1.7986536640000002
oxyR__glu_ale4__1,3.564437153,0.924601918
oxyR__glu_ale4__2,3.7337993929,0.893076088
oxyR__glu_ale4_h2o2__1,3.1153279454,1.059471857
oxyR__glu_ale4_h2o2__2,2.7542116255,0.7125101410000001
oxyR__oxyR_ale17__1,1.7628441549,1.368485088
oxyR__oxyR_ale17__2,0.4960213364,1.10586138
oxyR__oxyR_ale17_h2o2__1,2.7507971155,1.713999958
oxyR__oxyR_ale17_h2o2__2,2.1331694453,1.526206519
oxyR__oxyR_ale18__1,-2.1448303029,2.001790782
oxyR__oxyR_ale18__2,-2.8894624722,2.136277352
oxyR__oxyR_ale18_h2o2__1,-0.0915704683,1.311755059
oxyR__oxyR_ale18_h2o2__2,-0.4438818043,1.517619146
oxyR__oxyR_ale19__1,-0.5680638794,2.06372208
oxyR__oxyR_ale19__2,-0.2688812828,1.91510892
oxyR__oxyR_ale19_h2o2__1,-1.3921884389999999,1.969568062
oxyR__oxyR_ale19_h2o2__2,-1.1691166891,1.911255718
oxyR__oxyR_ale20__1,-1.9066030693,0.9457226830000001
oxyR__oxyR_ale20__2,-3.6122872470000003,1.2245723640000001
oxyR__oxyR_ale20_h2o2__1,-0.5258409562,1.173734902
oxyR__oxyR_ale20_h2o2__2,-0.6219505065,0.988142504
svns_pgi__BmePgi24_15__1,-2.3906994636,0.21844016400000002
svns_pgi__BmePgi24_15__2,-2.1359869076,0.189098176
svns_pgi__BmePgi24_26__1,-1.9648664234000002,0.38370823800000003
svns_pgi__BmePgi24_26__2,-2.2636091174,0.21180419900000003
svns_pgi__BmePgi24_41__1,-4.0057060727,0.20384786600000002
svns_pgi__BmePgi24_41__2,-1.9893229572000002,0.37454479300000004
svns_pgi__BmePgi24_52__1,-1.6039873081,0.177850705
svns_pgi__BmePgi24_52__2,-1.6578759712000002,0.129183042
svns_pgi__PaePgi2_34__1,-4.0232991281,-1.751975115
svns_pgi__PaePgi2_34__2,-3.784757993,-1.5200819349999999
svns_pgi__PaePgi2_63__1,-3.1289207595,-1.6075423930000001
svns_pgi__PaePgi2_63__2,-3.5225442436,-1.6181470660000001
svns_pgi__PaePgi24_54__1,-3.757011454,-1.477112251
svns_pgi__PaePgi24_54__2,-3.9406243193,-1.850636112
svns_pgi__PaePgi24_90__1,-3.222907982,-1.906391237
svns_pgi__PaePgi24_90__2,-2.8150849632,-1.977305699
abx_media__m9_ctrl__1,-0.1150384601,-0.100565267
abx_media__m9_ctrl__2,0.8502762762,0.206925136
abx_media__rpmi_ctrl__1,-3.2194656128,2.0691477640000002
abx_media__rpmi_ctrl__2,-2.0410914157,1.94828184
abx_media__camhb_ctrl__1,-1.6763763433,0.8445057460000001
abx_media__camhb_ctrl__2,-1.7908844177,0.607450084
abx_media__m9_mero__1,0.2477740203,-0.844547954
abx_media__m9_mero__2,-0.5605178241000001,-0.09930185200000001
abx_media__rpmi_mero__1,-2.3459961678,1.971832153
abx_media__rpmi_mero__2,-2.1171695728,2.039810244
abx_media__camhb_mero__1,-1.0468510878,-1.56025038
abx_media__camhb_mero__2,-1.0616564633,-0.865575728
abx_media__m9_trisulf__1,-0.6379845255000001,-1.256438904
abx_media__m9_trisulf__2,-0.1216115572,-1.013137859
abx_media__rpmi_trisulf__1,-0.2399912385,-1.566168539
abx_media__rpmi_trisulf__2,-0.8119386323000001,-2.119980255
abx_media__camhb_trisulf__1,-0.7912515453000001,-2.443539889
abx_media__camhb_trisulf__2,-0.6233939789,-1.979469816
abx_media__m9_cef__1,-0.21393961590000002,0.260596748
abx_media__m9_cef__2,0.214763845,-0.027782823
abx_media__rpmi_cef__1,-1.7940943564,0.018353361000000002
abx_media__rpmi_cef__2,-1.8435370392000001,0.47742122200000003
abx_media__camhb_cef__1,-0.6764454169,-1.7800330500000001
abx_media__camhb_cef__2,-0.9262251636000001,-1.59875498
abx_media__m9_cipro__1,-0.3830723018,-0.682633892
abx_media__m9_cipro__2,-0.5737000859,-0.7594989980000001
abx_media__rpmi_cipro__1,-2.2075145609,-0.576686869
abx_media__rpmi_cipro__2,-2.579275029,-0.7895004750000001
abx_media__camhb_cipro__1,-0.2862498477,-1.762879713
abx_media__camhb_cipro__2,-1.0598529099,-1.586339112
hot_tale__42c_ale3_30c__1,-2.1429408579,2.237680585
hot_tale__42c_ale3_30c__2,-1.6780017935,2.306604151
hot_tale__42c_ale3_37c__1,-0.1290720893,2.395374984
hot_tale__42c_ale3_37c__2,0.3176112807,2.488447088
hot_tale__42c_ale3_44c__1,-4.1340714913,1.8608806420000001
hot_tale__42c_ale3_44c__2,-3.8290773779,1.369801592
hot_tale__hot_ale3_mid_30c__1,-0.1329782367,2.020853684
hot_tale__hot_ale3_mid_30c__2,-2.4267750837,2.478346114
hot_tale__hot_ale3_mid_37c__1,-1.0957140843,2.650846735
hot_tale__hot_ale3_mid_37c__2,-2.3866932993,2.6458565380000003
hot_tale__hot_ale3_mid_44c__1,0.9694316694,2.437296425
hot_tale__hot_ale3_mid_44c__2,1.7958706208000002,2.782620874
hot_tale__hot_ale3_30c__1,-2.3109952163,2.2926954950000002
hot_tale__hot_ale3_30c__2,-2.7919902985,2.218483095
hot_tale__hot_ale3_37c__1,-1.1665870995,2.156801522
hot_tale__hot_ale3_37c__2,-1.2558570829,2.114231912
hot_tale__hot_ale3_44c__1,2.0835051171,2.191115108
hot_tale__hot_ale3_44c__2,2.6908971939,2.135317868
hot_tale__hot_ale4_30c__1,-1.5922259691,1.3999055980000001
hot_tale__hot_ale4_30c__2,-1.2063915707,1.424411969
hot_tale__hot_ale4_37c__1,-1.3358587792,2.140272454
hot_tale__hot_ale4_37c__2,-1.5832081704,2.3395818840000002
hot_tale__hot_ale4_44c__1,3.4974596293,2.584985535
hot_tale__hot_ale4_44c__2,2.3200941476,2.557000468
hot_tale__hot_ale8_30c__1,-2.8131255959,1.9946975390000001
hot_tale__hot_ale8_30c__2,-2.0823986088,1.929778892
hot_tale__hot_ale8_37c__1,-2.314933463,2.247377594
hot_tale__hot_ale8_37c__2,-2.6573956883000003,2.169902969
hot_tale__hot_ale8_44c__1,1.8717975187,2.837937414
hot_tale__hot_ale8_44c__2,1.4230892993,2.875959558
hot_tale__hot_ale9_mid_30c__1,-1.7894082982000001,2.109467681
hot_tale__hot_ale9_mid_30c__2,-1.6877482508,2.014797493
hot_tale__hot_ale9_30c__1,-2.7777017038,2.243895559
hot_tale__hot_ale9_30c__2,-2.3065061107,2.236727546
hot_tale__hot_ale9_mid_37c__1,-1.6946866408,2.375350876
hot_tale__hot_ale9_mid_37c__2,-1.6242202857999999,2.338213343
hot_tale__hot_ale9_37c__1,-1.5624516206,2.388963054
hot_tale__hot_ale9_37c__2,-1.7318322675000002,2.402265634
hot_tale__hot_ale9_mid_44c__1,-2.530123702,2.041660846
hot_tale__hot_ale9_mid_44c__2,-2.9581293477,1.67586502
hot_tale__hot_ale9_44c__1,-0.2355811371,2.719363158
hot_tale__hot_ale9_44c__2,0.0349764408,2.7229248530000003
hot_tale__hot_ale10_30c__1,-2.2202861674,2.127534757
hot_tale__hot_ale10_30c__2,-2.1425675326,2.065115979
hot_tale__hot_ale10_37c__1,-2.3564818956,2.267783424
hot_tale__hot_ale10_37c__2,-2.4719257783,2.291156619
hot_tale__hot_ale10_44c__1,1.3929236774,2.701596198
hot_tale__hot_ale10_44c__2,1.5912798954,2.561485851
hot_tale__hot_ale16_30c__1,-2.1538492445,1.960722539
hot_tale__hot_ale16_30c__2,-1.6697949644999999,2.230470634
hot_tale__hot_ale16_37c__1,-2.6162615613,2.376829036
hot_tale__hot_ale16_37c__2,-2.3311622099,2.305078559
hot_tale__hot_ale16_44c__1,1.171138645,2.850365168
hot_tale__hot_ale16_44c__2,-0.0350592161,2.86078697
pdhr_ale__pdhR-13_51__1,-0.5741780764000001,2.015443062
pdhr_ale__pdhR-13_51__2,0.0300668825,2.058343997
pdhr_ale__pdhR-14_46__1,-4.1496811363,-4.851608785
pdhr_ale__pdhR-14_46__2,-4.2589061617,-4.8555074220000005
pdhr_ale__pdhR-15_51__1,-0.717090399,2.013723043
pdhr_ale__pdhR-15_51__2,-1.0425458599,2.022892078
pdhr_ale__pdhR-16_49__1,-3.2529307145,1.692624178
pdhr_ale__pdhR-16_49__2,-2.9838778108,1.039097896
tcs__del_atoC_LiAcet__1,-0.9947889516,-0.42385319400000004
tcs__del_atoC_LiAcet__2,-0.8720140568,-0.42841595800000004
tcs__del_atoC_LiCl__1,-0.5029271353,-0.073134009
tcs__del_atoC_LiCl__2,-0.1889994934,-0.21597180600000002
tcs__del_atoC_m9__1,-0.1587841194,-0.184987947
tcs__del_atoC_m9__2,-0.5155112811,-0.26514829900000003
tcs__del_baeR_etoh__1,0.5678956371,-3.571465031
tcs__del_baeR_etoh__2,1.3376476742,-3.161982464
tcs__del_baeR_lb__1,3.1286549817,-1.600290591
tcs__del_baeR_lb__2,3.0786204601,-1.221646087
tcs__del_btsR_01xlb__1,-5.5456125545,-2.087285561
tcs__del_btsR_01xlb__2,-6.4897117456,-2.381581365
tcs__del_btsR_lb__1,2.870013037,-0.193044408
tcs__del_btsR_lb__2,2.620524135,-0.800060893
tcs__del_btsR_pyruvate__1,-7.2453626006,-1.967362326
tcs__del_btsR_pyruvate__2,-6.2789550481,-2.205733366
tcs__del_cpxR_etoh__1,-0.7807696325,-3.257297788
tcs__del_cpxR_etoh__2,0.3087780999,-2.512450325
tcs__del_cpxR_lb__1,3.3557978804,-1.107315387
tcs__del_cpxR_lb__2,3.3415352882000002,-1.148526223
