,A,Fnr,ihfB,Fis,NarL,ArcA
oxidative__delsoxs_pq__1,-5.350245999780068,-0.1387633190000006,1.1351437949999994,-2.714209596000001,1.2055026184999995,2.3445910960000003
oxidative__delsoxs_pq__2,-4.827464450046739,-0.1421156520000011,1.020138574999999,-2.7465793770000007,1.1488311055000002,2.4052781759999995
nac_ntrc__wt_csn__1,-3.580407747249174,-0.1587119630000018,0.17254414499999982,-1.5895015720000003,-0.07344860249999917,0.6141077429999999
nac_ntrc__wt_csn__2,-3.707205754480378,-0.2040164890000007,0.2130251749999985,-1.4300714450000012,-0.10560864150000082,0.5605477890000009
nac_ntrc__wt_cytd__1,0.149600270779432,-0.2233020650000004,0.4575306549999994,-0.9788554050000008,0.09312365450000026,0.2795019770000007
nac_ntrc__wt_cytd__2,-0.5076921248831995,-0.14878209200000114,0.5979945149999981,-0.8969257170000002,0.11562003450000002,0.2860997730000001
nac_ntrc__wt_gln__1,-1.95041578418324,-0.1339289860000008,1.0409726349999993,-1.4643641969999999,0.3107882125000003,0.8913351259999995
nac_ntrc__wt_gln__2,-1.475235203436689,-0.07252378100000101,1.1155340849999984,-1.4610603710000003,0.4495536754999998,0.8662795560000003
nac_ntrc__bw_delnac_csn__1,-5.107203872491923,-0.17298681200000132,0.2154991849999988,-2.3213555800000005,0.2402466455000001,0.9463078960000004
nac_ntrc__bw_delnac_csn__2,-2.93296434178705,-0.2073357070000004,-0.16648385500000096,-2.619900343000001,0.15004977349999926,1.0584942260000003
nac_ntrc__bw_delnac_cytd__1,0.9264736563803676,-0.3990849310000009,0.4645455949999988,-0.9524061899999996,0.4465692275000004,0.9694913659999996
nac_ntrc__bw_delnac_cytd__2,1.3874220688401244,-0.4580705310000006,0.4230415649999984,-0.8370277440000021,0.4666444895000002,0.986668816
nac_ntrc__bw_delnac_gln__1,-0.0244111933117111,-0.3877521210000019,0.8464916449999986,-1.7310370420000003,0.6344954094999986,1.7790340160000009
nac_ntrc__bw_delnac_gln__2,0.5624992782072202,-0.3182893920000005,0.8042016749999998,-1.7629526340000012,0.6517965395000003,1.744133606
nac_ntrc__bw_delnac_nh4__1,1.496099263015191,-0.4074629840000004,-0.3020342150000008,-0.3255205800000009,0.049252151500000174,0.5325646529999997
nac_ntrc__bw_delnac_nh4__2,1.8030668735802364,-0.4319254960000016,-0.19284083500000013,-0.16732394500000147,0.09158619050000016,0.6136985270000004
misc__wt_no_te__1,-4.329604322929614,-0.5747228530000008,0.8689442749999987,-1.028454369000002,0.8055963485,0.9855235859999992
misc__wt_no_te__2,-2.958885541044916,-0.4345764080000016,0.5093796549999983,-0.4668171650000002,0.7341074955,0.6142791370000005
misc__bw_delcbl__1,1.5436416537442237,-0.5447975610000011,-0.3394036750000016,0.2943021399999992,0.035281455499999836,0.12568635999999955
misc__bw_delcbl__2,1.0073666269253212,-0.5101214760000019,-0.29720346500000083,0.4084237089999992,0.0774423845000003,0.035046911000000236
misc__bw_delfabr__1,1.6305095483033898,-0.5468835700000003,-0.6204796650000013,0.26380739499999883,-0.1645777104999997,-0.24226446099999954
misc__bw_delfabr__2,1.6940615379432498,-0.5969020620000016,-0.5922961330000014,0.2555564229999998,-0.3014689524999996,-0.2915463460000005
misc__bw_delfadr__1,-0.3636847687557225,-0.6318394690000009,-0.2622498450000013,0.15936749599999978,0.0227612465,0.6395106409999993
misc__bw_delfadr__2,-0.2394341226084164,-0.5991148660000007,-0.13650693500000166,0.04388489099999937,0.08063040849999936,0.657546914000001
misc__nitr_031__1,0.3019615055222218,-0.4462157430000016,0.036167394999999665,-0.3030652750000016,0.3691834524999997,1.4075302159999996
omics__wt_glu__1,2.367913797888415,0.6836297179999988,-0.13827825500000124,-0.2001802260000005,0.4817487815000003,-0.2732542719999991
omics__wt_glu__2,1.8484730487441257,0.7885854679999991,-0.2514746050000003,-0.18407190000000107,0.3933811924999997,-0.2679235089999992
omics__wt_gly__1,3.09039955262562,0.206760040999999,-0.872324217000001,-0.31930202400000063,-0.050986039499999684,-0.3058648300000009
omics__wt_gly__2,3.040415197399794,0.1833143229999994,-0.8714248070000004,-0.24256913600000016,-0.023109983499999487,-0.2448624689999992
omics__wt_thr__1,-1.596796911350809,-0.542585261000001,-0.1857289950000016,-1.8024398060000009,0.5990756294999997,-0.12100795399999953
omics__wt_thr__2,-0.2845728526311424,-0.6071561150000004,-0.3407635650000014,-1.6920839890000012,0.5218365345000002,-0.0439906600000004
omics__bw_ac__1,1.1611664780079474,0.045715160999998616,0.6479085849999997,-0.13950114900000088,-0.5340536034999994,-0.048029848000000534
omics__bw_ac__2,1.5367789188098309,0.09762738399999904,0.6054734249999996,-0.1516809170000002,-0.4149396495,-0.07614823900000013
omics__bw_fum__1,0.5204725833549767,-0.1884815580000012,0.018456404999998455,0.4263702889999994,-0.8381361135000001,-0.04679431099999931
omics__bw_fum__2,0.4523741376037754,-0.2422709619999992,-0.006356255000001809,0.4691988149999986,-0.9121125334999984,-0.08552493700000062
omics__bw_glc__1,-1.2940743784004665,-0.2345112470000004,0.16412660499999987,0.5650414029999986,-0.35132409249999963,0.12043444000000035
omics__bw_glc__2,-1.6841441153494514,-0.2088260980000012,0.15512309499999866,0.5145823929999995,-0.4675586545000003,0.13154009700000024
omics__bw_pyr__1,0.2370305383470508,0.08724294099999952,0.6449217049999998,-0.16732387900000134,-1.2049065184999996,-0.3509629260000011
omics__bw_pyr__2,0.5950537349181486,0.02212409499999879,0.6594726449999992,-0.09265063800000027,-0.5649073274999994,-0.34418755100000104
ompr__wt_nacl__1,-4.074348662725723,-0.7696515920000007,0.27755200499999866,-2.078280266000001,0.5331391284999993,1.8283400460000008
ompr__wt_nacl__2,-3.7099570276877314,-0.6463673310000004,0.08413458499999926,-2.249286269000001,0.5641948175000007,1.9577424259999996
ompr__bw_delompr_nacl__1,1.1216400130408308,-1.035417797000001,0.00949221499999986,-1.7365473490000012,0.07354963949999949,1.368295326
ompr__bw_delompr_nacl__2,0.3380589623987527,-0.9836439900000008,-0.1324689250000013,-1.7413529650000008,0.05694921849999979,1.4191795159999998
minspan__wt_ade__1,0.3059299416596005,-0.579642380000001,0.32309054499999945,0.5392401229999989,0.4253597615000002,0.3935769530000002
minspan__wt_glc__2,1.3619919385124404,-0.946672155,-0.005051925000001845,0.8971006629999998,-0.10022184849999947,0.4446369820000005
minspan__wt_glc__3,1.3648322387225802,-0.702451240000002,0.045105534999999364,0.8460113129999982,-0.03482806650000025,0.3714927689999996
minspan__wt_glc__4,1.171469770975466,-0.6560544730000011,-0.07972467500000135,0.7094246729999991,-0.12163705150000048,0.33109058800000035
minspan__wt_glc_anaero__1,-2.4009705379329507,-1.3752412100000004,-0.1724310150000008,0.5999504529999999,-0.1538379884999994,0.7573820960000006
minspan__wt_glc_anaero__2,-0.6305942475686008,-1.5192858430000022,-0.1700636650000007,0.380987296999999,-0.36792119249999894,0.6963977779999997
minspan__wt_trp__1,-0.1894509496198507,-1.8579653490000012,0.6313251449999981,-0.5448685820000012,0.4121324694999986,0.3756593200000005
minspan__bw_delcra_glc__2,1.2024626559574905,-1.774069647000001,0.5065485749999983,-0.851576605,0.3630780825000004,0.4768458209999995
minspan__bw_delcra_trp__1,-1.4527281729785662,-1.6792622710000007,0.9061306849999989,-0.23866376800000036,0.6441685144999987,0.5289642949999998
minspan__bw_delmntr__1,0.8110647560650005,-1.529694333000002,0.004072414999999553,-0.9277642360000016,-0.10895602949999984,0.4877480060000003
minspan__bw_delnac_ade__1,0.7593406011788008,-0.24103003300000125,0.07351886499999871,-0.022203478000001556,0.0731933895000001,0.10554391400000007
minspan__bw_delnac_glc__1,1.2402372677724005,-0.7240322750000008,0.1234782249999995,0.6175381929999997,-0.18664946849999972,0.3258568440000005
cra_crp__wt_ac__1,3.007229032836635,0.5630292579999985,-0.30622956500000065,-0.7998011500000004,0.10308692949999987,0.07521394599999986
cra_crp__wt_ac__2,3.154462285235331,0.5452901479999994,-0.35281656500000125,-0.7521902180000009,0.18241066449999987,0.04004208699999978
cra_crp__wt_fru__1,4.044720518376478,0.574998437999998,-0.2631118050000012,-0.928774670000001,0.2525159454999999,-0.2750378789999992
cra_crp__wt_fru__2,3.058791116225273,0.5622400479999996,-0.08839022500000128,-0.8183502740000019,0.17281035049999982,-0.23072129300000024
cra_crp__delcra_ac__1,-3.168352814314675,-0.3505163840000005,0.0891974049999984,-1.6911320540000023,0.09591121550000016,0.2524338789999998
cra_crp__delcra_ac__2,-2.4716620347071885,-0.29769803800000183,0.021087684999999468,-1.4973395620000003,-0.051466273499999986,0.2739452050000004
cra_crp__delcra_fru__1,-3.992994456444589,-0.4862878060000018,0.27963663499999925,-0.3717229190000016,0.4381540525000007,0.519048295000001
cra_crp__delcra_fru__2,-3.9007969293172304,-0.5381468600000012,0.3256943649999986,-0.3274177810000012,0.5490068335,0.5125246539999999
cra_crp__delcra_glc__1,1.0479077403319017,-0.5029783950000013,-0.027273645000001068,0.12884690899999818,0.2574579395000001,0.12657313600000109
cra_crp__delcra_glc__2,0.4663249834524673,-0.5727874140000004,-0.1367845850000009,0.1125112399999999,0.2698259865000017,0.12613725399999964
rpoB__wt_031__1,1.639419643716124,-0.4392632620000008,-0.01898600500000036,-0.5041465600000006,-0.3415813295000003,0.3966465879999994
rpoB__wt_044__1,0.7000424270936996,-0.35546248300000194,-0.16863898500000118,-0.16569129400000016,0.11219308750000057,0.4535192749999997
rpoB__wt_lb__1,5.810584303852745,-0.4312754440000006,0.3773911149999982,-1.5945388620000012,0.5881046484999999,1.5404025160000003
rpoB__wt_lb__2,5.816579188430816,-0.4756920160000018,0.2931017149999988,-1.5149685740000018,0.4456274494999999,1.4498660660000002
rpoB__rpoBE546V_031__1,-0.0618876215171958,-0.2190748840000012,0.3454237649999996,-0.4355692470000001,-0.10447847550000056,0.6855142030000003
rpoB__rpoBE546V_044__1,-0.3185426000052743,-0.29527451800000115,0.4336448049999984,-0.5181131410000006,-0.08270643449999948,0.5397848889999999
rpoB__rpoBE546V_lb__1,5.577802704017911,-0.1772575130000007,0.15481106499999875,-1.1742256630000014,0.3906797055000002,1.1811762560000003
rpoB__rpoBE546V_lb__2,5.978194072416004,-0.1896798920000009,0.1844319049999985,-1.334861689000002,0.44091671450000014,1.0979101460000005
rpoB__rpoBE546V_glc__1,1.5971179815712924,-0.13970386800000156,-0.2513758650000017,-0.018445820000000168,-0.3587007084999998,-0.04242210600000007
rpoB__rpoBE672K_glc__1,2.770195156012666,-0.2144874060000017,-0.8686284180000001,0.2500893559999984,-0.8582225215000001,-0.5294595540000007
rpoB__rpoBE672K_glc__2,2.629383004898123,-0.2133236690000011,-0.8417491950000002,0.33684567099999896,-0.6973849044999998,-0.4737282469999986
rpoB__rpoBE672K_lb__1,6.745136207629754,-0.31724649200000066,-0.7302826730000014,0.3932406629999985,0.12599003650000018,0.035597011000000116
rpoB__rpoBE672K_lb__2,5.876505404953961,-0.3099385020000014,-0.7081113300000013,0.4312921239999987,0.15349259949999985,0.07509867000000092
crp__wt_fru__1,3.661890591961386,-0.2229942960000013,-0.12088642500000013,-0.14729151400000084,-0.4725241865000003,-0.19600093400000065
crp__wt_glyc__1,3.0078145443444244,-0.17428477600000036,-0.23519522500000176,-0.07463161400000118,-0.4338023084999998,-0.08909652200000018
crp__wt_glyc__2,3.0071101111713805,-0.08995859500000059,-0.2269791750000003,-0.12495495400000145,-0.4517896045000001,-0.1903415319999997
crp__delar1_glyc__1,1.8719898923732592,-1.2857264020000017,0.8177116649999991,-2.31144513,0.7869022914999997,0.5840968219999993
crp__delar1_glyc__2,1.1021399038203874,-1.5015297130000018,0.8890342949999983,-2.0626468130000024,1.0605303565000002,0.7408784060000002
crp__delar1ar2_glyc__1,0.4333173089215889,-0.15562998200000067,0.4273910749999992,-0.7898878120000017,0.4460130265000002,0.6363256530000001
crp__delar1ar2_glyc__2,0.9501980494146416,-0.11493448800000115,0.4929071349999994,-0.7997238070000012,0.4088875744999987,0.7106710189999994
crp__delar1ar2_glyc__3,1.0147777162139016,-0.1471097530000005,0.4557914849999989,-0.7153701449999996,0.4974127275000004,0.7162020570000003
crp__delar2_glyc__1,4.364971478809782,-1.2714837790000022,1.0758542649999985,-1.3984592660000017,1.2369219454999998,0.184588754
crp__delar2_glyc__2,3.9894049505902514,-1.1773514360000004,0.8624663449999996,-1.0669157610000006,0.8874602844999986,0.17830120100000002
crp__delar2_glyc__3,3.6241539161561342,-1.1748534320000008,0.7822983149999985,-0.907967879000001,1.0767604395,0.2581962700000009
crp__delcrp_fru__1,0.5216779774782385,-0.24670364600000205,0.7741806249999996,-1.3935369910000013,0.5996688084999997,1.3911438060000003
crp__delcrp_fru__2,0.9194351757319866,-0.21771090100000198,0.7805150249999997,-1.2891608100000005,0.5703166005,1.3654766960000018
crp__delcrp_fru__3,0.2583556550025845,-0.34636329800000176,0.6682049649999993,-1.3024303570000004,0.5036175315000015,1.3627208460000002
crp__delcrp_glc__1,1.8961689381256916,-0.14795257000000106,0.9036337949999992,-1.361932554000001,0.2273135154999997,1.3585496159999997
crp__delcrp_glc__2,1.9183453790360907,-0.1338359880000013,0.8802052149999984,-1.3003734910000002,0.3345255854999998,1.3477543060000006
crp__delcrp_glc__3,1.875103333079459,-0.2458932260000015,0.9120195049999982,-1.1124511130000003,0.4058469044999997,1.385312095999998
crp__delcrp_glyc__1,-1.1806769123044645,-0.17621799900000035,0.8951313249999995,-1.1573392850000008,0.4500058444999997,0.9287191660000004
crp__delcrp_glyc__2,-1.8282432416269316,-0.25661334000000124,0.8307353349999982,-1.1598483830000017,0.3381277484999998,1.041311906000001
crp__delcrp_glyc__3,-1.8746672753784688,-0.2795685010000017,0.8947548049999998,-1.1433021230000016,0.4754143025000008,0.9504081660000008
glu__glu_ale3__1,-0.3190152727877583,-1.5312083710000015,0.6064907849999983,-2.4955190070000013,-0.4428699924999995,0.9075265760000004
glu__glu_ale4__1,3.932904962714309,-0.3330961230000007,-0.2619136350000009,-0.4643393660000008,-0.2461249024999992,-0.05582856300000039
glu__glu_ale5__1,3.486996094646193,-0.7786549400000009,-0.8460246970000007,-0.29722836100000016,-0.6606236855000001,0.09422176900000068
glu__glu_ale6__1,5.047487886665317,-0.12059369700000032,-0.7752423590000017,0.5807855329999985,-0.7887084074999997,-0.4079774069999989
glu__glu_ale8__1,-0.2901180425817661,-1.378413375000001,0.6607472949999984,-2.4643653909999994,0.2722742915000005,0.9552785759999995
glu__glu_ale9__1,3.536562661004621,-0.7807343670000009,-0.06697157500000017,-1.9674450509999997,-0.2739036004999997,0.5717934289999995
glu__glu_ale10__1,0.3467129244800014,-1.3600023360000009,0.21387256499999907,-2.206022964000001,-0.7454388865000006,0.6147063750000008
42c__wt_42c__1,3.920840271699494,-1.0145581910000008,-0.31461002500000035,-0.29624819500000044,-0.06704781849999986,0.3285913830000009
42c__42c_ale1__1,-0.2612755495376145,-1.8717782250000008,0.11635354499999905,-1.8396286730000009,0.1811508085,1.071597756000001
42c__42c_ale2__1,2.870907433839985,-0.4431280230000017,-0.2542397450000013,-0.5883783730000012,-0.3306118815000003,0.33076163700000016
42c__42c_ale3__1,1.240295068975833,-0.1727305000000019,-0.2953636450000001,-0.5663624230000011,-0.1838051574999993,-0.15167118699999982
42c__42c_ale4__1,1.9366044248271,-0.3207554420000012,-0.5980379260000017,-3.1244803500000007,0.4484809985,0.032578979000000174
42c__42c_ale5__1,2.5305704170520538,-0.5273028440000012,-0.4206413750000007,0.6678193929999985,0.3130631115,0.14312536699999967
42c__42c_ale6__1,2.296900962610672,-1.720490645,-0.051506065000001655,-1.4614581280000003,-0.049182822499999716,1.327478846
42c__42c_ale8__1,-1.27470562990652,-0.7990813750000001,0.06802815499999859,-2.5209504390000017,-0.09290142249999978,0.7806890660000008
42c__42c_ale9__1,2.554370944304924,-0.4473727390000004,-0.2417516550000016,0.4329414269999994,-0.05750777349999936,-0.2279726649999993
42c__42c_ale10__1,2.176714523785708,-0.9696312210000002,-0.1791272750000008,-2.646074774000001,-0.008791543499998333,0.3879943529999999
ssw__wt_ac__1,-2.997880323377592,-0.8082528600000014,-0.34671080500000073,-0.6837130830000007,-0.8583090594999998,1.138140236
ssw__wt_glc__1,2.1105251888689747,-0.2496041240000011,-0.34210524500000083,0.16561754499999992,0.0038348415000015726,0.19990372800000067
ssw__wt_glyc__1,3.113600382772863,-0.3966449650000019,-0.5893889490000017,-0.052110411000001015,-0.7905101045,0.9458817360000004
ssw__wt_xyl__1,-4.488460919295367,0.2157472579999986,-0.05021167500000168,-0.9775047200000008,-0.6531480724999996,-1.1579554919999993
ssw__glc_ale1__1,-1.764140921787912,-0.4638172160000007,0.1123376849999982,0.10941778399999967,-0.5733266404999995,0.17438198900000046
ssw__glc_ale2__1,-2.090855373679596,-1.507022258000001,0.8555401049999993,-0.6341459030000021,-0.3617682765000003,0.2688995510000005
ssw__glc_ale3__1,-0.7436555203481309,-1.2375372210000002,0.35300746499999924,-0.2543736050000014,-0.38723354150000056,0.2444404779999996
ssw__glyc_ale1__1,-0.6185215316139344,-0.391325409000002,0.5749310549999986,-0.023893105000000855,-0.0020606384999997123,0.12772987099999966
ssw__glyc_ale2__1,-0.7567675876600084,-1.296498570000001,0.2094873549999985,-0.2522029460000006,-0.3970384554999997,0.19163250899999973
ssw__xyl_ale1__1,-5.022088346873574,-0.9544926520000008,0.12516697499999907,-0.057073938000000275,-0.6818209104999999,0.36807815100000063
ssw__xyl_ale2__1,-0.3260178687586664,-0.6357546720000009,-0.2252324650000013,-0.11372753600000075,-0.34240253650000074,0.43007511699999945
ssw__xyl_ale3__1,-0.8128214294698809,-0.9828595450000002,-0.5222997210000013,-0.03808591700000008,-0.08376697150000023,-0.0329609719999997
ssw__glc_ac_ac2__1,-2.1048112517745854,-2.2943992480000013,0.1714670449999982,-0.5954938130000009,-0.4176094644999999,0.8775486560000001
ssw__glc_ac_glc1__1,-5.486393484152254,-0.3561024360000005,0.3364167649999992,-0.4388554940000001,-0.8176861595,-0.4747723829999994
ssw__glc_glyc_glc__1,-1.470856709378554,-1.4659991440000013,0.5272570349999999,-1.5615152730000013,-0.3219710434999996,0.030757538999999667
ssw__glc_glyc_glyc__1,0.449692222612126,-0.5806601790000006,0.2746682449999991,-1.4876865580000018,-0.38845042949999975,-0.1417753949999998
ssw__glc_xyl_glc__1,-1.457907404994793,-1.242127184000001,-0.35453504500000044,0.21667573999999945,-1.3542981185,0.5339402829999997
ssw__glc_xyl_xyl__1,1.5184390149818106,-0.7752710380000014,-0.20853702500000185,0.14731154099999874,-0.4038016254999999,0.08377152999999993
ica__wt_glc__1,1.3275453372822688,-0.7268877690000011,-1.1147660930000018,0.4571685509999988,-1.2482984155,-0.061878408000000114
ica__wt_glc__2,0.768346023541234,-0.7699083190000007,-1.1984546920000003,0.5828397529999982,-1.0586845324999992,-0.12840119100000005
ica__wt_glc__3,-0.6387500161187659,-0.5550889640000012,-0.5317266690000011,0.4980067929999983,-0.7520441115000001,0.18162740200000016
ica__wt_glc__4,-2.8796069499371004,-0.701890070000001,-0.2623442850000011,0.5324316929999995,-0.8188419215000007,0.2489071220000003
ica__arg_sbt__1,0.2008033043514409,-0.9857155870000014,-0.7130596030000014,-1.0936268270000014,-0.2863410384999998,0.20292476100000026
ica__arg_sbt__2,1.499784072483146,-0.8052297820000014,-0.5527461320000011,-0.9447637960000002,-0.468019407499999,0.2140498409999996
ica__cytd_rib__1,-0.1706367812800529,-0.6435942390000005,0.8413076649999987,-2.781006023000001,-0.4358049355000002,2.510750616000001
ica__cytd_rib__2,-1.0829062857488114,-0.6875447610000016,0.7168878949999993,-2.6496167559999995,-0.6309743794999996,2.531055996000001
ica__gth__1,-7.738836451151805,-0.8140340760000004,0.23464762499999914,-1.0089227420000009,-0.7184819784999998,1.1985195760000007
ica__gth__2,-7.061246707985423,-0.9197743240000024,0.03602994499999923,-0.9580309230000008,-0.7504386355000001,1.2147844259999996
ica__leu_glcr__1,0.1701614800881576,-0.5381583960000018,-0.3892439150000016,-0.4094906590000011,-0.5791105414999995,0.2614857209999997
ica__leu_glcr__2,0.5155315485867851,-0.5397882840000019,-0.4901262500000012,-0.3982603000000005,-0.6834166564999995,0.2514240619999999
ica__met_glc__1,1.230878968978193,-0.7339297900000012,-1.2518318020000017,0.38817372199999933,-0.9902756455000016,-0.19998439899999987
ica__met_glc__2,1.165623367004781,-0.7304694330000014,-1.1905887250000011,0.3217354979999989,-1.2867556815000007,-0.27336614799999914
ica__no3_anaero__1,-3.625650321306551,-0.7996812930000008,-0.11737177500000052,0.05514540799999956,-0.32411681550000004,0.650216425
ica__no3_anaero__2,-5.069682016349567,-0.7648052850000013,-0.2346329650000012,0.1543930059999994,-0.5466204944999999,0.4475540319999993
ica__phe_acgam__1,-0.2488690810653039,-0.5583355860000019,-0.8871626400000014,0.3200103199999997,-0.9350117724999992,0.16990136699999958
ica__phe_acgam__2,-0.3548782135857161,-0.4918045360000018,-1.0565964590000014,0.3562240489999997,-1.1942437415000002,0.1445793430000002
ica__thm_gal__1,0.2239040533907561,-0.6206503470000015,-0.16482862500000015,-0.5221733170000018,-0.010120483499999722,0.8954444660000007
ica__thm_gal__2,0.2608418914214848,-0.6047507440000004,-0.15669868500000028,-0.4938137890000007,0.05020451349999977,0.9108855959999982
ica__tyr_glcn__1,0.5398520725104903,-0.6034127080000005,-0.6120214560000008,0.3616126519999998,-0.5662972534999984,-0.14113408799999938
ica__tyr_glcn__2,0.1349523047589759,-0.6014504730000017,-0.636866297000001,0.21399730699999964,-0.4109628755000001,-0.04052529600000021
ica__ura_pyr__1,-0.675482197541582,-0.5894554290000009,-0.3158368550000006,0.21633920799999906,-0.8255950734999997,0.08367163099999964
ica__ura_pyr__2,0.286526729053944,-0.5449526920000007,-0.11250578500000152,-0.18397434300000093,-0.8005288574999998,0.193178047
ica__wt_glc__5,-0.4648980173209712,-0.6705241160000011,-0.19704825500000034,0.8016348429999987,-0.5925904434999998,0.13858604600000035
ica__wt_glc__6,-0.4604525265243645,-0.6067997510000005,-0.016725155000001383,0.7919535229999983,-0.5365248515000003,0.187806707
ica__bw_delpurR_cytd__1,-0.7579932373691892,-0.7190110720000007,-0.7562658370000008,0.9439376829999996,-1.150300382499999,-0.05177321100000043
ica__bw_delpurR_cytd__2,-2.399134185270709,-0.6968049610000016,-0.24630387500000064,1.2289198029999984,-1.1125573584999984,0.4000819950000008
ica__ade_glc__1,-2.091206635865097,-0.6706830310000012,-0.3082547050000013,1.1668415129999996,-0.9379271884999998,0.3853020049999998
ica__ade_glc__2,-0.7759364255586153,-0.7218945370000007,-0.7539613130000014,0.6319906129999993,-0.8743913924999998,-0.0464260000000003
ytf__wt_glc__1,0.1491889540676421,-1.0162461270000005,0.048335154999998416,-0.4530353740000006,-0.12357321249999932,0.4511311970000005
ytf__wt_glc__2,0.7252500135558125,-1.3082336250000015,0.008906584999998302,-0.5500377170000004,-0.15965931849999834,0.5947166890000002
ytf__delyafC__1,-4.269842622640276,-1.7164273530000018,0.9312559249999984,-0.4890785900000001,0.8482297725000008,1.316309596
ytf__delyafC__2,-4.576469242119504,-1.6210117860000004,0.8762793349999995,-0.43103005200000055,0.7273271894999986,1.3149214259999995
ytf__delyeiE__1,-6.444537322549138,-0.1461128140000003,0.37449202499999856,0.3302955429999983,0.4105892334999988,0.6029128159999999
ytf__delyeiE__2,-3.557170272183568,-0.4326376600000009,0.10842385499999983,0.4534645609999988,-0.05585968050000023,0.4788621949999996
ytf__delyiaJ__1,-2.2872937567014326,-1.55639051,0.8927779449999989,-0.6626442340000018,0.43253308550000025,1.010078936000001
ytf__delyiaJ__2,-4.4922285268202,-0.8717574610000014,0.9751252049999994,-1.1087733330000018,0.5352296384999997,0.5817762769999995
ytf__delyieP__1,-1.9401870992490475,-1.347170503000001,0.4164926649999998,-0.8512304420000003,0.19399182650000046,0.5846421290000006
ytf__delyieP__2,-1.4635302501417715,-1.305195932000002,0.4211253349999993,-0.8299327920000009,0.13679431949999987,0.3895957509999999
