,A,LexA
ml_abx__ctrl__3,-0.5248161499,-0.005707401700000001
ml_abx__ctrl__4,-0.1837912344,-0.0511797419
ml_abx__ctrl__5,1.2408736153,-0.10540537850000001
ml_abx__ctrl__6,0.9976078049,-0.0853284826
ml_abx__dox__1,1.9574790321000002,-0.3031606036
ml_abx__dox__2,2.4444628361,-0.2931029115
ml_abx__dox__3,4.4837540524,0.06350387660000001
ml_abx__glob__1,-0.6909144229,0.2766599486
ml_abx__glob__2,-0.6065667570000001,0.08065594420000001
ml_abx__glob__3,0.5641892356,0.1936216943
ml_abx__lvx__1,15.95825275,3.0061209588
ml_abx__lvx__2,17.2865620376,2.468846814
ml_abx__lvx__3,18.3937309139,2.4412910975
ml_abx__mec__1,-0.5263775593,0.3733315229
ml_abx__mec__2,0.0236722367,-0.15388074940000002
ml_abx__mec__3,0.7299220373,-0.2751724338
ml_abx__mem__1,-0.8890939785,0.2414064393
ml_abx__mem__2,-0.09031228420000001,-0.2716960701
ml_abx__mem__3,1.5386127385,-0.081690657
ml_abx__nit__1,9.1185793211,1.159283364
ml_abx__nit__2,10.0817391035,1.0736435925
ml_abx__nit__3,11.7927977796,1.3903398888
ml_abx__ntx__1,0.7121474965,-1.0894956774
ml_abx__ntx__2,2.0785765059,-0.38359997830000003
ml_abx__nor__1,16.6719627445,2.9648474183999998
ml_abx__nor__2,17.2181861777,2.750064543
ml_abx__nor__3,18.413531117,2.5113197768
ml_abx__pb__1,0.1886733132,0.5367760621000001
ml_abx__pb__2,0.1892293561,0.2198350528
ml_abx__pb__3,0.3037276384,0.30501315
ml_abx__tmp__1,11.5810594859,1.9039488075
ml_abx__tmp__2,17.2864113573,2.2144377
ml_abx__tmp__3,18.7209213595,2.2381269436
mut_abx__del_mutS_000nor__1,1.0055656538,-0.0266664814
mut_abx__del_mutS_000nor__2,-0.3432012928,-0.11814763190000001
mut_abx__del_mutS_000nor__3,-0.6623643610000001,0.14481411330000002
mut_abx__del_mutS_125nor__1,4.9643867141,1.4109928258
mut_abx__del_mutS_125nor__2,4.9046887915,0.8708376367
mut_abx__del_mutS_125nor__3,6.7967085332,1.4774907556999999
mut_abx__del_mutS_250nor__1,7.396553374,2.1076915946
mut_abx__del_mutS_250nor__2,5.9910207208,2.2039401037
mut_abx__del_mutS_250nor__3,8.0362338363,1.7611857046
mut_abx__del_mutS_375nor__1,9.4325862906,2.5713197988000003
mut_abx__del_mutS_375nor__2,7.8478227165,2.4894374228
mut_abx__del_mutS_375nor__3,9.5585936131,2.6410624315
mut_abx__del_mutS_500nor__1,10.4001046171,2.667580084
mut_abx__del_mutS_500nor__2,10.4521373418,2.7471738745
mut_abx__del_mutS_500nor__3,10.0567592202,3.181905511
mut_abx__del_mutS_625nor__1,9.0243217674,3.4201512045999998
mut_abx__del_mutS_625nor__2,11.2302031535,2.7936177372
mut_abx__del_mutS_625nor__3,11.29519797,2.9420598352000003
mut_abx__del_mutS_750nor__1,10.6123791126,2.9104674167
mut_abx__del_mutS_750nor__2,10.6695494285,2.9103615452
mut_abx__del_mutS_750nor__3,10.8508360835,2.8891788147
mut_abx__del_mutS_875nor__1,12.6899990694,2.8171066062000003
mut_abx__del_mutS_875nor__2,11.7276016519,2.9362094134000003
mut_abx__del_mutS_875nor__3,12.1413154184,3.1107969578
nit_yeaG__wt_Nminus__1,-0.1908240381,0.0496720918
nit_yeaG__wt_Nminus__2,0.1908240381,-0.0496720918
nit_yeaG__wt_Nplus__1,-6.3001084326,-2.2816973559
nit_yeaG__wt_Nplus__2,-5.3125939306,-2.3317191645
nit_yeaG__del_yeaG_Nminus_24h__1,6.2096184109,1.1260606488
nit_yeaG__del_yeaG_Nminus_24h__2,4.0559700136,0.20898179290000002
nit_yeaG__del_yeaG_Nminus_24h__3,5.5981972128,1.2689012757
nit_yeaG__del_yeaG_Nminus__1,-0.08987601640000001,0.3478939286
nit_yeaG__del_yeaG_Nminus__2,-0.46761581690000004,0.0149469818
nit_yeaG__del_yeaG_Nplus__1,-6.1184542077,-2.2314467571
nit_yeaG__del_yeaG_Nplus__2,-5.4135427333,-2.5359451093
opex__amp__1,-0.9663100920000001,-0.0237434797
opex__amp__2,-0.1483640286,0.1243723998
opex__amp__3,-0.2183826006,-0.06407191870000001
opex__bak_amp__1,-0.4080086845,-0.2005537003
opex__bak_amp__2,0.1741806125,0.2423070163
opex__bak_amp__3,-0.2022570199,0.0546770805
opex__bak_kan__1,-0.2904854306,0.0194008854
opex__bak_kan__2,-0.38256962980000003,-0.14096002
opex__bak_kan__3,0.349647688,0.3173541956
opex__bak_nor__1,10.2229162779,2.046329868
opex__bak_nor__2,9.1405095389,1.9301092825000001
opex__bak_nor__3,11.8618709699,2.4291092193
opex__bak_rif__1,-0.2895663426,-0.0725316162
opex__bak_rif__2,-0.41632385390000004,0.45971203600000005
opex__bak_rif__3,-0.9724662177000001,-0.0360288413
opex__chx_amp__1,8.5880317859,1.5850324283
opex__chx_amp__2,6.7115732074,1.5370669507999999
opex__chx_amp__3,8.4202829379,1.4731032581
opex__chx_kan__1,0.3836865722,-0.0313617338
opex__chx_kan__2,0.3704745518,-0.1100266354
opex__chx_kan__3,0.498867504,-0.025175369700000002
opex__chx_nor__1,8.496506626,1.7460690087000001
opex__chx_nor__2,10.6389213024,2.0753652112
opex__chx_nor__3,8.3075370973,1.6699833257
opex__chx_rif__1,0.110179304,-0.0534348149
opex__chx_rif__2,-0.0268579198,0.0653702594
opex__chx_rif__3,-0.1463814691,-0.2369080145
opex__ctrl__1,0.7842052907,0.09616194210000001
opex__ctrl__2,-0.1635097916,0.0107648988
opex__ctrl__3,-0.6206954991,-0.1069268409
opex__etoh_amp__1,1.2567886832,-0.0062903201
opex__etoh_amp__2,1.0565083969,-0.2547789472
opex__etoh_amp__3,1.1160702529,-0.16297262880000002
opex__etoh_kan__1,1.2413931008,-0.26331705250000004
opex__etoh_kan__2,1.5912856299,0.0205769688
opex__etoh_kan__3,1.7618332575000002,-0.2958529305
opex__etoh_nor__1,4.2213545225,0.4677279767
opex__etoh_nor__2,3.776594928,0.5078881856
opex__etoh_nor__3,3.4910443417,0.6024027933
opex__etoh_rif__1,0.8998691528,-0.1713577225
opex__etoh_rif__2,0.47239230190000003,-0.2086087448
opex__etoh_rif__3,-0.2187470731,-0.1313215518
opex__glual_amp__1,4.2762071991,0.29064710850000003
opex__glual_amp__2,2.9795574812,0.5202270498
opex__glual_amp__3,3.5987645576,0.3204207545
opex__glual_kan__1,4.4337706738,0.5807316599
opex__glual_kan__2,4.5750159594,0.6796889317
opex__glual_kan__3,4.4074441398,0.5587504193
opex__glual_nor__1,8.6435552221,1.5325843975
opex__glual_nor__2,8.9231688197,1.4729398938
opex__glual_nor__3,8.2424908687,1.3077377309
opex__glual_rif__1,1.5270039803,0.38402149290000004
opex__glual_rif__2,1.2486915467,0.46740417640000004
opex__glual_rif__3,1.4319697064999999,0.5537109463000001
opex__h2o2_amp__1,0.595348222,-0.1301912646
opex__h2o2_amp__2,0.5251722333000001,-0.1434898014
opex__h2o2_amp__3,1.0544392184,-0.126316488
opex__h2o2_kan__1,1.3755025795,0.1294541851
opex__h2o2_kan__2,0.9347627594000001,0.1933995132
opex__h2o2_kan__3,0.6300702216,0.1577911927
opex__h2o2_nor__1,8.7354799675,1.6928254825
opex__h2o2_nor__2,9.1282675427,1.7003629958
opex__h2o2_nor__3,6.307522627,1.5906819418
opex__h2o2_rif__1,-0.2767543051,-0.178514575
opex__h2o2_rif__2,-0.5229482043,0.07803689300000001
opex__h2o2_rif__3,-0.38875746780000003,0.148037944
opex__ippoh_amp__1,-0.2330705511,-0.2505114564
opex__ippoh_amp__2,-0.1506970386,-0.3873262812
opex__ippoh_amp__3,-0.7801385421,-0.16317654480000002
opex__ippoh_kan__1,-0.42195194220000004,-0.4851037012
opex__ippoh_kan__2,-1.3461117894,-0.42322681830000003
opex__ippoh_kan__3,-0.0120598934,-0.3247266019
opex__ippoh_nor__1,1.8248388788,-0.0364486489
opex__ippoh_nor__2,1.751714039,0.22812582520000002
opex__ippoh_nor__3,-0.1209781969,0.1018621744
opex__ippoh_rif__1,-0.9393780706,-0.6265481357
opex__ippoh_rif__2,-0.3971207961,-0.49002832220000003
opex__ippoh_rif__3,-0.9224010986000001,-0.7887362014
opex__kan__1,-0.12627040450000002,0.047096323700000005
opex__kan__2,-0.1007547669,0.040571804600000004
opex__kan__3,0.27406662200000004,0.1813954875
opex__nor__1,10.3434343824,2.0145522514
opex__nor__2,9.5421900733,2.0127111542
opex__nor__3,10.0579838288,1.9923529384
opex__paa_amp__1,0.18975075430000002,-0.0887585234
opex__paa_amp__2,-0.4788905855,-0.0951686014
opex__paa_amp__3,-0.6379045538,-0.09324041570000001
opex__paa_kan__1,-0.5619355845,0.2996695927
opex__paa_kan__2,-0.2212047158,0.260326538
opex__paa_kan__3,0.16200882020000001,-0.0160256742
opex__paa_nor__1,0.052341072200000005,0.0455406879
opex__paa_nor__2,0.18008950070000002,0.2902438992
opex__paa_nor__3,0.3051989726,0.130335092
opex__paa_rif__1,-0.8465686535,-0.0011296778
opex__paa_rif__2,-0.9257732628,0.1175855001
opex__paa_rif__3,-0.122624569,0.0384200762
opex__phenol_amp__1,-0.2689958778,0.14898974510000002
opex__phenol_amp__2,-0.5482984581,0.1706218284
opex__phenol_amp__3,-0.4976889614,-0.07578442070000001
opex__phenol_kan__1,-0.2359650411,0.1722038007
opex__phenol_kan__2,-0.49576171090000004,0.3613050291
opex__phenol_kan__3,-0.0685877557,-0.0438138911
opex__phenol_nor__1,7.6282016028,1.5856946728999999
opex__phenol_nor__2,6.5045601462,1.4245072018
opex__phenol_nor__3,8.4174535934,1.8820797285
opex__phenol_rif__1,0.9551831104,0.2131118601
opex__phenol_rif__2,-1.1557359684,0.0728773702
opex__phenol_rif__3,-0.34320025800000004,0.21505539680000002
opex__pvpi_amp__1,0.47289817030000003,0.117952334
opex__pvpi_amp__2,0.0163824805,0.1402436628
opex__pvpi_amp__3,-0.3040505579,-0.2343350182
opex__pvpi_kan__1,-0.20835869110000002,0.013249163100000001
opex__pvpi_kan__2,0.22218317170000002,0.2748353186
opex__pvpi_kan__3,0.1947468278,0.1519520814
opex__pvpi_nor__1,11.4623877042,2.3085271185
opex__pvpi_nor__2,12.3585560341,2.2494874958
opex__pvpi_nor__3,11.7455522065,2.2975416269
opex__pvpi_rif__1,-0.7364477839,0.1900715791
opex__pvpi_rif__2,-0.7570080173,0.1326340466
opex__pvpi_rif__3,-0.45056770090000003,0.2358140733
opex__rif__1,-1.0627020052,0.0401986826
opex__rif__2,-1.2660285624,0.1354695646
opex__rif__3,-1.1089813415,-0.0298273525
opex__naocl_amp__1,-0.47040609310000003,0.5287328819
opex__naocl_amp__2,0.0383416488,0.2808783106
opex__naocl_amp__3,0.0391860987,0.3346538645
opex__naocl_kan__1,0.1958591307,0.243397875
opex__naocl_kan__2,-0.5324235425,0.1997546087
opex__naocl_kan__3,-0.4817208262,0.0389884531
opex__naocl_nor__1,12.8870452516,2.5450821438
opex__naocl_nor__2,13.5163360244,2.6999669978
opex__naocl_nor__3,13.3676441205,2.638335919
opex__naocl_rif__1,-0.2900642028,0.3630866615
opex__naocl_rif__2,-0.8166359634,0.3253548371
opex__naocl_rif__3,-0.2522248166,0.4765791442
phage_lysogen__wt_ctrl__1,-0.6018560012,-0.1811412164
phage_lysogen__wt_ctrl__2,0.1136985689,-0.2055242421
phage_lysogen__wt_ctrl__3,0.4881574323,0.3866654585
phage_lysogen__O104_H4__1,7.0113143355,1.0359058457
phage_lysogen__O104_H4__2,8.1268849415,1.3645351883
phage_lysogen__O104_H4__3,9.3749950358,1.9180635654
phage_lysogen__O157_H7_PA8__1,7.5704416563,1.1112187414
phage_lysogen__O157_H7_PA8__2,9.0731715079,1.5440794995
phage_lysogen__O157_H7_PA8__3,10.1675267763,2.0834297273
phage_resist__ygbE_oe__1,1.0382283379,1.6562903974
phage_resist__wt__1,-0.6099191737,0.7191397774
phage_resist__wt__2,-0.21115951900000002,-0.4058474747
phage_resist__wt__3,0.357548301,-0.1942779011
phage_resist__wt__4,0.46353039170000004,-0.1190144015
phage_resist__ygbE_oe__2,-0.6396758752,-0.5270040499
phage_resist__ygbE_oe__3,-0.4764981547,-0.5828800831000001
phage_resist__ygbE_oe__4,-0.3033007439,-0.4827621468
phage_resist__yahA_oe__1,0.9361487756,-0.3223915553
phage_resist__yahA_oe__2,1.2509981466,-0.3148548799
phage_resist__yahA_oe__3,1.2409980692,-0.2706873094
phage_resist__yrfF_ko__1,0.1034671385,-0.4018556378
phage_resist__yrfF_ko__2,-0.41805936400000004,-0.1952403328
phage_resist__yrfF_ko__3,0.6015248558,-0.2046331355
pollution__wt_ctrl__1,0.0607888901,-0.1091048136
pollution__wt_ctrl__2,0.6625296575,0.13884943560000002
pollution__wt_ctrl__3,-0.7233185476,-0.029744622000000002
pollution__wt_urban__1,0.2923746582,0.0821577416
pollution__wt_urban__2,0.7250740045,0.1308148556
pollution__wt_urban__3,1.3273585335,0.22762922940000002
pollution__wt_diesel__1,-0.2465193501,-0.2350448366
pollution__wt_diesel__2,-0.38410310010000004,0.08307723830000001
pollution__wt_diesel__3,-0.9516981969,-0.2596616767
pollution__evo_diesel__1,-0.2866292258,-0.1744472683
pollution__evo_diesel__2,0.8676858168,0.1940618885
pollution__evo_diesel__3,-0.5244801063,-0.1049496758
ppGpp__wt_relAtrunc_00m__1,0.6005205238,0.1083760366
ppGpp__wt_relAtrunc_00m__2,0.2909836624,-0.0036130161
ppGpp__mut_delrelA_10m__1,1.4132708128,0.5194135849
ppGpp__mut_delrelA_05m__1,1.4586294092,0.21468386450000002
ppGpp__mut_delrelA_10m__2,1.4229840889,0.3366010401
ppGpp__mut_delrelA_10m__3,1.1069605462,0.4337356016
ppGpp__mut_delrelA_00m__1,1.4371496648,0.16888397500000002
ppGpp__mut_delrelA_00m__2,1.4400031364,0.20090764500000002
ppGpp__mut_delrelA_05m__2,1.5800679834,0.3949407589
ppGpp__mut_delrelA_05m__3,1.6014493495000002,0.3361934782
ppGpp__mut_delrelA_00m__3,1.425589393,0.13913296120000002
ppGpp__wt_delrelA_10m__1,-0.20231061620000002,0.7897392229
ppGpp__wt_delrelA_05m__1,-0.5104327898000001,0.5471574759
ppGpp__wt_delrelA_05m__2,-0.39450345480000004,0.5571288209
ppGpp__wt_delrelA_10m__2,-0.108506141,0.8775211606000001
ppGpp__wt_delrelA_10m__3,-0.2842263789,0.9073413083
ppGpp__wt_delrelA_00m__1,-0.07218545330000001,-0.013967521200000001
ppGpp__wt_delrelA_00m__2,0.1225390107,0.043837952400000005
ppGpp__wt_delrelA_05m__3,-0.7079980769,0.7096146315
ppGpp__wt_delrelA_00m__3,-0.0503535574,-0.029870431200000002
ppGpp__mut_relAtrunc_10m__1,2.0537892698,0.3010078941
ppGpp__mut_relAtrunc_05m__1,1.8235567208,0.0826312431
ppGpp__mut_relAtrunc_05m__2,1.7523966215,0.1448694639
ppGpp__wt_relAtrunc_10m__1,0.5428356573,-0.0067654622
ppGpp__wt_relAtrunc_10m__2,0.5644700571,0.0696725644
ppGpp__wt_relAtrunc_10m__3,0.24954829,0.027229500700000003
ppGpp__mut_relAtrunc_00m__1,1.9057747025,0.2573715626
ppGpp__wt_relAtrunc_00m__3,0.12619758420000002,-0.041007178400000004
ppGpp__wt_relAtrunc_05m__1,0.25864415760000004,-0.0355543507
ppGpp__wt_relAtrunc_05m__2,0.6399091037,-0.0861169458
ppGpp__wt_relAtrunc_05m__3,0.3116548517,-0.0297001995
ppGpp__mut_relAtrunc_00m__2,1.5146764098999999,0.2142976388
ppGpp__mut_relAtrunc_00m__3,1.7578926626,0.2398648001
ppGpp__mut_relAtrunc_10m__2,1.7251095198000002,0.1622052871
ppGpp__mut_relAtrunc_05m__3,1.558222047,0.1702011161
ppGpp__mut_relAtrunc_10m__3,1.7522594084,0.24437774040000002
pressure__high_pressure__1,-0.9293853882,-0.5671390392
pressure__high_pressure__2,-0.3588945414,-0.49657899590000004
pressure__low_pressure__1,-0.1988894822,-0.041903197
pressure__low_pressure__2,0.1988894822,0.041903197
quantum_dots__ctrl__1,0.0920518362,-0.0365874611
quantum_dots__ctrl__2,-0.0920518362,0.0365874611
quantum_dots__cdte_light__1,0.0509111692,0.2351113795
quantum_dots__cdte_light__2,0.5085793699,0.3800446034
quantum_dots__cdte_dark__1,-0.3365099254,0.013142397600000001
quantum_dots__cdte_dark__2,-0.49059260120000003,0.0195401635
quantum_dots__cdse_light__1,-0.220599903,-0.0629730468
quantum_dots__cdse_light__2,-0.1291143167,0.034705611000000004
quantum_dots__cdse_dark__1,-0.7955327443,-0.0089608293
quantum_dots__cdse_dark__2,-0.775700987,-0.0555107581
raman__wt__1,-0.5594491991,-0.3458665321
raman__del_cyaA__1,-0.3376045212,-1.0122508248
raman__del_cyaA_01mM__1,-0.2948952903,-0.8282470173
raman__del_cyaA_05mM__1,-0.43014222160000004,-0.5907565002
raman__del_cyaA_1mM__1,-0.5971004185000001,-0.3496861945
raman__wt__2,0.1406815269,0.10745315080000001
raman__del_cyaA__2,-0.1023688512,-0.8613120263
raman__del_cyaA_01mM__2,0.1761976649,-0.6098748272
raman__del_cyaA_05mM__2,-0.6920170425000001,-0.6589384624
raman__del_cyaA_1mM__2,-0.6535387662000001,-0.7798131434000001
raman__wt__3,0.4187676723,0.2384133813
raman__del_cyaA__3,0.2947031804,-0.8416027651
raman__del_cyaA_01mM__3,0.3914406481,-0.5918641345
raman__del_cyaA_05mM__3,-0.4149467034,-0.6743342664
raman__del_cyaA_1mM__3,-0.9316842156,-1.1623792669
rand_barrel__mut_nanE__1,0.7803461408,-0.1387957833
rand_barrel__mut_nanE__2,0.0510187792,-0.015276652500000001
rand_barrel__mut_nanE__3,3.6994232718,1.1409002896
rand_barrel__mut_pdxJ_1__1,0.5927211676,-0.1534000364
rand_barrel__mut_pdxJ_1__2,0.5926148987000001,-0.2413848154
rand_barrel__mut_pdxJ_1__3,2.978620485,0.9807923808000001
rand_barrel__mut_pdxJ_2__1,0.2823329844,-0.2140439965
rand_barrel__mut_pdxJ_2__2,0.3789762807,-0.1649241351
rand_barrel__mut_pdxJ_3__1,0.7706938222,-0.08503304440000001
rand_barrel__mut_pdxJ_3__2,0.0298338988,-0.0040171545
rand_barrel__del_serB__1,0.2943836651,0.0383884984
rand_barrel__del_serB__2,-0.2943836651,-0.0383884984
rockhopper__CV104_pHDB3__1,1.6432004875000001,0.11747403440000001
rockhopper__CV104_pHDB3__2,1.5374755055,0.037644698000000004
rockhopper__CV104_pHDB3__3,1.902408338,0.044528480700000005
rockhopper__CV104_pLCV1__1,1.6943572025,0.0014707091
rockhopper__CV104_pLCV1__2,1.5015506104,-0.0442622583
rockhopper__CV104_pLCV1__3,1.694202952,0.2162738897
rockhopper__wt_lb__1,1.7324772797999999,0.4131246001
rockhopper__wt_lb__2,1.9156666289,0.271410378
rockhopper__wt_lb__3,1.7886221687,0.4738396187
rockhopper__wt_lb_aMG__1,0.7438951287000001,0.3848375143
rockhopper__wt_lb_aMG__2,0.9341105468,-0.07473848550000001
rockhopper__wt_lb_aMG__3,1.0668418662,0.2070684481
rockhopper__del_sgrR_lb_aMG__1,0.5216078845000001,-0.10355477410000001
rockhopper__del_sgrR_lb_aMG__2,0.8369285213000001,0.32788562920000003
rockhopper__del_sgrR_lb_aMG__3,0.8617133129000001,0.3245936099
rockhopper__del_sgrS_glyc_aMG__1,1.5068991923000001,0.3657429468
rockhopper__del_sgrS_glyc_aMG__2,2.173785557,0.4372396418
rockhopper__del_sgrS_glyc_aMG__3,1.6444028655,0.684278536
rockhopper__del_sgrS_glyc__1,0.9410988534,-0.4221637781
rockhopper__del_sgrS_glyc__2,1.818985497,-0.3726139037
rockhopper__del_sgrS_glyc__3,1.4088726139,-0.29564179420000003
rockhopper__wt_lb_aMG__4,0.5922230308,0.5938025512
rockhopper__wt_lb_aMG__5,0.8094279712,0.22410236790000002
rockhopper__wt_lb_aMG__6,0.5396658841,0.1875182501
rockhopper__wt_glyc_aMG__1,1.1003633594,0.1534305624
rockhopper__wt_glyc_aMG__2,1.6688484406000001,0.13777798400000002
rockhopper__wt_glyc_aMG__3,2.1613169306,0.23146979980000001
rockhopper__wt_glyc__1,1.0952381492,-0.21354401350000002
rockhopper__wt_glyc__2,0.8024342636,-0.2905224471
rockhopper__wt_glyc__3,1.740806241,-0.3134018411
rockhopper__CV108_glyc_aMG__1,0.44627323290000004,-0.0201230962
rockhopper__CV108_glyc_aMG__2,0.6566274769,-0.4878901798
rockhopper__CV108_glyc_aMG__3,0.2690743875,0.160495265
rockhopper__wt_glyc__4,-0.8727639885,0.1081152306
rockhopper__wt_glyc__5,-0.012867332300000001,0.0263558508
rockhopper__wt_glyc__6,-0.5244783979000001,-0.0385338836
rockhopper__wt_glyc_aMG__4,-0.4471160891,0.31155585410000003
rockhopper__wt_glyc_aMG__5,-0.1446658897,0.2077450358
rockhopper__wt_glyc_aMG__6,0.146192242,-0.0592915194
rockhopper__wt_glyc__7,-0.0214616872,0.22939382290000002
rockhopper__wt_glyc__8,-0.17303759470000002,-0.0783085315
rockhopper__wt_glyc__9,-0.1705589637,0.09237353520000001
rockhopper__wt_glyc__10,-0.44590062410000003,0.10572290570000001
rockhopper__wt_glyc__11,-0.669696566,0.2611866227
rockhopper__wt_glyc__12,-0.7477134996,0.111162749
rpoD__wt__1,-0.5467342389000001,-0.18120854520000002
rpoD__wt__2,0.23168938420000001,0.0630124254
rpoD__rpoD_mut__1,-4.8752794037000005,0.0849629168
rpoD__rpoD_mut__2,-4.0059396737,0.0945080606
rpoD__rpoD_mut__3,-4.6303488223,0.2904842393
rpoD__wt__3,0.3150448547,0.1181961198
rpoN_peptide__ctrl__1,0.179375736,0.0153468441
rpoN_peptide__ctrl__2,0.327705169,0.0036043065
rpoN_peptide__ctrl__3,-0.5070809051,-0.018951150700000002
rpoN_peptide__nminus__1,0.0793488861,-0.020811795
rpoN_peptide__nminus__2,0.10540319220000001,-0.021255561000000003
rpoN_peptide__nminus__3,-0.6361216702,0.0727583262
rpoN_peptide__nplus__1,-4.7524123242,-1.8298547114
rpoN_peptide__nplus__2,-4.7761121623000005,-1.8503666739
rpoN_peptide__nplus__3,-4.8931061069,-1.8880873722
rpoN_peptide__s54_wt__1,0.0493829774,-0.1752155394
rpoN_peptide__s54_wt__2,0.2398862431,-0.0959595988
rpoN_peptide__s54_wt__3,0.1486202988,-0.15626693900000002
rsd__wt_ee__1,-0.27680923220000003,-0.0269381599
rsd__wt_ee__2,0.27680923220000003,0.0269381599
rsd__del_rsd_ee__1,-0.12079477890000001,0.1544342078
rsd__del_rsd_ee__2,0.1135678633,-0.0763466274
rsd__del_ssrS_ee__1,1.1512544789,0.8310613795
rsd__del_ssrS_ee__2,1.02313456,0.7675300916000001
rsd__del_rsd_ssrS_ee__1,0.5095329128,1.1104826903
rsd__del_rsd_ssrS_ee__2,0.595642748,1.2408546894999999
rsd__del_rpoS_ee__1,0.2693435117,0.8777824543
rsd__del_rpoS_ee__2,0.4718365384,0.9473725162000001
rsd__wt_me__1,-0.5078256706000001,-0.13429757650000002
rsd__wt_me__2,-0.6794590054,-0.18818240790000001
rsd__del_rpoS_me__1,-1.3864357002,0.33109656390000003
rsd__del_rpoS_me__2,-1.5851728801,0.44563808600000004
rsd__wt_ts__1,-0.0527411036,-1.2079027461
rsd__wt_ts__2,-0.0779537311,-1.040269618
rsd__del_rsd_ssrS_ts__1,0.9713262034000001,-0.10321278090000001
rsd__del_rsd_ssrS_ts__2,1.1953218501,0.0087183862
rsd__del_rpoS_ts__1,0.6046921885000001,0.0028791648000000003
rsd__del_rpoS_ts__2,0.8255049755,0.09566404760000001
rsd__wt_s__1,1.9786354202,-1.1303940499
rsd__wt_s__2,1.9627466754,-1.2000434151000001
rsd__del_rsd_s__1,1.8666655751,-1.0967690176
rsd__del_rsd_s__2,1.8786239534,-1.1596457199999999
rsd__del_rsd_ssrS_s__1,2.632489042,-0.7788490324
rsd__del_rsd_ssrS_s__2,2.4006423485,-0.6841084048
rsd__del_rsd_ls__1,0.2410808275,-0.9820722044
rsd__del_rsd_ls__2,-0.32048413610000004,-1.0254433153
rsd__del_ssrS_ls__1,1.6738088588000002,-1.0053406458
rsd__del_ssrS_ls__2,1.7457281307999999,-1.280908203
rsd__del_rsd_ssrS_ls__1,4.5211806629,0.5597252221
rsd__del_rsd_ssrS_ls__2,5.0598709728,0.2767137559
rsd__del_rpoS_ls__1,3.0821357371,0.2840803004
rsd__del_rpoS_ls__2,2.0413984064,0.7280597979
sdsR_ryeA__wt_3h__1,-0.49904757380000003,-0.2560537954
sdsR_ryeA__wt_8h__1,0.0281136472,-1.1545684576
sdsR_ryeA__wt_3h__2,0.49904757380000003,0.2560537954
sdsR_ryeA__wt_8h__2,0.3845019155,-0.9103233874000001
starve_series__t00_growth1__1,0.012079594,-0.2010475234
starve_series__t00_growth1__2,-0.10381676220000001,-0.2487779371
starve_series__t00_growth1__3,-0.050616056900000005,0.0155809893
starve_series__t00_growth1__4,0.1423532251,0.43424447120000004
starve_series__t01_starve__1,-0.059405568400000004,0.3637039668
starve_series__t01_starve__2,-0.20644735660000002,-0.1433854346
starve_series__t02_starve__1,1.4269581688000001,0.3912057364
starve_series__t02_starve__2,1.0850520979,0.517911808
starve_series__t03_starve__1,1.3889374637,0.6599945501000001
starve_series__t03_starve__2,0.8175476799,0.5960414110000001
starve_series__t04_starve__1,2.0321353051,0.6392580875
starve_series__t04_starve__2,1.3595583202000001,0.7733765946000001
starve_series__t05_starve__1,1.8237679077000002,0.8265683125000001
starve_series__t05_starve__2,1.0446280676,1.0338227697
starve_series__t06_starve__1,1.7672757933,0.8842529023000001
starve_series__t06_starve__2,2.0875719894,1.2107755427
starve_series__t07_starve__1,1.9217599832,1.0069674663
starve_series__t07_starve__2,2.1235311364,1.0200856847
starve_series__t08_starve__1,2.3102035549,1.0617419163
starve_series__t08_starve__2,1.9172900027000002,1.1428466515
starve_series__t09_starve__1,2.3842117191,1.178783023
starve_series__t09_starve__2,2.0955243145,1.2731542404
starve_series__t10_starve__1,2.5039622434,1.3809535598
starve_series__t10_starve__2,2.0012942347,1.7017268795
starve_series__t11_starve__1,1.6456463048,1.7125516665
starve_series__t11_starve__2,2.0035714297,1.7359122006
starve_series__t12_starve__1,2.7460866996,1.5015957553
starve_series__t12_starve__2,2.8419707273,1.5584557196
starve_series__t14_starve__1,1.9935311429,1.3478372618
starve_series__t14_starve__2,1.9957546887,1.6457022259
starve_series__t16_starve__1,2.5393923782,1.3553677467
starve_series__t16_starve__2,2.4955742507,1.4740893902
starve_series__t17_starve__1,2.6106137778000003,1.194205204
starve_series__t17_starve__2,2.3836216637,1.3305756782
starve_series__t18_starve__1,3.0095795924,1.2663864281000001
starve_series__t18_starve__2,2.8755919185,1.5470837634999999
starve_series__t20_starve__1,1.0597661039,0.23119522650000002
starve_series__t20_starve__2,1.2430083648,0.2421441129
starve_series__t21_growth2__1,0.5175133738000001,-0.14317489800000002
starve_series__t21_growth2__2,0.497727882,-0.38926729990000003
starve_series__t22_growth2__1,0.48953841000000003,-0.4506497244
starve_series__t22_growth2__2,0.3595618873,-0.3192197142
starve_series__t23_growth2__1,0.2603735621,-0.0514202038
starve_series__t23_growth2__2,0.5412272127000001,-0.18285727840000002
starve_series__t25_growth2__1,0.705691611,-0.4292460186
starve_series__t25_growth2__2,0.7862321010000001,-0.36827931880000003
starve_series__t26_growth2__1,0.9124344944,-0.0688162834
starve_series__t26_growth2__2,0.8637638541,-0.0905229384
starve_series__t27_growth2__1,0.7147890313,-0.0681361406
starve_series__t27_growth2__2,1.0269359752,-0.007317032100000001
