,A,LexA
abx_mega__cro_h2o__3,-3.5991331697,-0.6333914708
abx_mega__gen_h2o__2,3.1764525734,-0.4701641546
abx_mega__phos_h2o__4,-2.2020619503,-1.4739084575999999
abx_mega__metro_dmso__2,2.8414701486,0.5861512747000001
abx_mega__ery_h2o__2,0.0824337472,-0.5571932071
abx_mega__sacet_h2o__1,-3.256902313,-2.9085156724
abx_mega__nal_naoh__5,3.097740875,0.7807742173000001
abx_mega__bacit_h2o__4,-5.4555568435,-0.6997537746
abx_mega__cip_naoh__3,6.7629142878,1.0406411593
abx_mega__ethanol-8__1,-1.3185645303,-0.5230718904
abx_mega__h2o-8a__1,-0.8845059132,-0.593772023
abx_mega__ery_h2o__3,-1.439340734,-0.7771059692000001
abx_mega__flavo_dmso__2,-2.8288619645,-0.7451805055
abx_mega__rif_dmso__4,-2.2071615461,-0.5297658644000001
abx_mega__novo_h2o__5,4.2017488657,-0.6088479142000001
abx_mega__teix_dmso__5,-4.4887286562,-0.8216864051
abx_mega__naoh-2__1,-3.283449289,-1.6937042682999999
abx_mega__novo_h2o__6,4.9493116457,-0.6718370020000001
abx_mega__ctx_h2o__3,-3.3711813933,-0.0661519807
abx_mega__rach_dmso__3,6.463827744,1.0152425441
abx_mega__valin_dmso__2,-6.5129915059,-0.5063658747
abx_mega__amyc-d_dmso__6,1.0004234255,-0.087585536
abx_mega__dox_dmso__2,-2.3780070463,-0.393487024
abx_mega__teix_dmso__6,-6.0453172044,-1.236480217
abx_mega__naoh-6__2,-1.7540196361,-0.3090679521
abx_mega__inh_h2o__2,-0.5573116887,-0.9580897774
abx_mega__chl_h2o__3,-3.8254653686,-2.5769778904000002
abx_mega__nal_naoh__6,2.9996001582,0.7346793315
abx_mega__chl_dmso__2,-3.5488299248,-1.3011087217
abx_mega__rach_dmso__4,6.0757036768,0.8406841732
abx_mega__teix_dmso__7,-3.3111769607,-0.7289153163000001
abx_mega__ceru_ethanol__1,1.6037858335,-0.2162465116
abx_mega__dmso-7__1,-4.0983521508,-0.7501755706000001
abx_mega__naoh-6__3,-1.6529400482,-0.19017826640000002
abx_mega__phos_ethanol__2,-1.328335537,-0.4640143886
abx_mega__metro_dmso__3,2.9303275147,0.6387102104
abx_mega__van_dmso__4,2.056422489,0.20998713530000002
abx_mega__h2o-10__1,-2.1543462075,-0.987617524
abx_mega__h2o-10__2,-2.2484864249,-0.7620950787
abx_mega__dmso-6__3,-1.830164015,-0.6964015992
abx_mega__mem_dmso__1,-2.2371860397,-0.36901442840000004
abx_mega__ethanol-8__2,-0.9912761744,-0.4373989655
abx_mega__chl_h2o__4,-3.3322457584,-2.4653949977
abx_mega__van_h2o__1,-6.0264117256,-0.4577604823
abx_mega__dcs_h2o__1,-3.4799881641,-1.0352176333
abx_mega__rif_dmso__5,-1.7827801616,-0.18483111630000001
abx_mega__dox_dmso__3,-2.6889985946,-0.7996319224
abx_mega__mem_dmso__2,-2.1973322047,-0.6894603271
abx_mega__lvx_dmso__2,1.9023761948,0.2929767848
abx_mega__tet_h2o__2,-1.7194017635,-1.1354507509
abx_mega__phos_h2o__5,-1.4572663928,-1.7375413645000002
abx_mega__monac_dmso__1,2.8347353378999998,0.7543367696000001
abx_mega__str_h2o__3,-4.4685059641,-1.5306559098
abx_mega__zeocin_h2o__2,-3.632841059,-1.2609185959
abx_mega__amyc-d_dmso__7,0.9455849201000001,-0.2960062633
abx_mega__fidax_dmso__1,-2.6079424948,-0.6531243673
abx_mega__h2o-1a__1,-0.3268618032,-0.0248614968
abx_mega__dox_dmso__4,-1.2938266801,-0.3813844656
abx_mega__lzd_dmso__2,-1.5853211377,-0.7155828513
abx_mega__tet_h2o__3,-3.2486735492,-0.8422762472
abx_mega__dmso-1__2,-3.5045546022,-0.8988270308
abx_mega__sxt_dmso__2,-0.6725505135000001,-0.44159392670000003
abx_mega__tric_ethanol__2,0.1704317058,-0.8134280931000001
abx_mega__teix_dmso__8,-3.2205403733,-0.4271436435
abx_mega__ramo_h2o__2,-5.0574878403,-0.9819114566
abx_mega__inh_h2o__3,-1.5138917543,-0.1869146011
abx_mega__cst_h2o__3,-1.9506433168,0.1464389126
abx_mega__dmso-9__1,-2.3199960694,-0.34603515030000004
abx_mega__ethanol-8__3,-0.5164046521,-0.096756299
abx_mega__monac_dmso__2,3.8605952720000003,0.7816178896
abx_mega__dmso-9__2,-1.7402615316,-0.41748080670000004
abx_mega__metro_dmso__4,1.2855051882000001,0.7086375810000001
abx_mega__ctx_h2o__4,-3.6242229447,-0.49743515860000004
abx_mega__zeocin_h2o__3,-5.4047652556,-1.345512921
abx_mega__bacit_h2o__5,-9.1090860792,-1.1171447384
abx_mega__reta_dmso__1,-3.4923338789000002,-1.2726965199
abx_mega__ery_h2o__4,-1.1492400053,-1.6809685755000001
abx_mega__ceru_ethanol__2,2.3767102038,-0.6679037666000001
abx_mega__fidax_dmso__2,-2.3506846373,-0.5363930341
abx_mega__novo_dmso__1,4.5650375698,-0.9029079182
abx_mega__naoh-6__4,-1.5600321478999999,-0.3594398616
abx_mega__amyc-d_dmso__8,0.4733481013,0.2409545303
abx_mega__chl_dmso__3,0.5327551948,-0.5906048941
abx_mega__nal_naoh__7,-2.6378481443,-0.4501316669
abx_mega__teix_dmso__9,-4.6328427171,-0.9022569852000001
abx_mega__ery_dmso__3,0.6246372953,-0.6429939720000001
abx_mega__tmp_dmso__3,-0.0059597922,-0.33169297340000004
abx_mega__sxt_dmso__3,-2.8593907445,-1.7629578060000002
abx_mega__polmyx_h2o__4,-2.3541269556,-1.1367657311000001
abx_mega__mem_dmso__3,-2.9180964146,-0.49761529590000003
abx_mega__nal_naoh__8,2.8631618424000003,-0.8094477494000001
abx_mega__pen_h2o__3,-5.4086938162,-0.2747198477
abx_mega__van_dmso__5,0.9221161034,0.2793538698
abx_mega__zeocin_h2o__4,-2.8931581452,-1.16522354
abx_mega__h2o-6__2,-2.2279292112,-0.5035410064
abx_mega__tet_h2o__4,-2.5710892084,-0.6233304940000001
abx_mega__nor_naoh__4,4.0357721203,0.9654172780000001
abx_mega__cip_naoh__4,3.1508909518,0.5702479530000001
abx_mega__tmp_dmso__4,-0.9027577366,-0.47480227680000003
abx_mega__reta_dmso__2,-2.6466743684000003,-1.2938332867
abx_mega__mem_dmso__4,-2.4501970093,-0.6398214146
abx_mega__dox_dmso__5,-3.6752229472,-1.4250999836
abx_mega__tmp_dmso__5,-2.4399608639,-0.5969783758
abx_mega__flavo_dmso__3,-3.2563919447,-0.5458892820000001
abx_mega__tmp_dmso__6,-2.9892148508,-0.6865004551
abx_mega__ceru_ethanol__3,1.6442418258,-0.1540273459
abx_mega__teix_dmso__10,-2.5503063855,-0.16121176
abx_mega__novo_h2o__7,8.2579457342,-1.5060468208
abx_mega__fidax_dmso__3,-0.9578573561,-0.1296503486
abx_mega__h2o-1a__2,0.8566450905,0.0061137808
abx_mega__dcs_h2o__2,-2.5504986852,-0.5002767827
abx_mega__cst_h2o__4,-2.574465219,0.0794725028
abx_mega__van_h2o__2,-6.4898278333,-0.7405979136
abx_mega__pen_h2o__4,-5.9775298776,-0.6417829684
abx_mega__h2o-8b__2,-2.1909043915,-0.7678383286
abx_mega__reta_dmso__3,-1.1549141435,-1.3351778934
abx_mega__dmso-7__2,-4.5156991810000005,-0.8999267830000001
abx_mega__rfp_h2o__2,0.1970731617,-0.8331553121
abx_mega__rif_dmso__6,-2.4783978345,-0.3354222803
abx_mega__sxt_dmso__4,-2.3478430035,-1.2008757935
abx_mega__cip_naoh__5,2.9566921701,0.9300406103000001
abx_mega__dmso-9__3,-2.5563325039,-0.5886329206
abx_mega__mem_dmso__5,-1.6639419163,-0.2162611233
abx_mega__tric_h2o__2,-0.8146566915,-0.5146140047000001
abx_mega__phos_h2o__6,-3.211972985,-0.31410027360000004
abx_mega__h2o-7__2,-1.1758372612,-0.1289079624
abx_mega__h2o-10__3,-2.1646477414,-0.8696639364000001
abx_mega__h2o-8a__2,-1.421978419,-0.5142044147
abx_mega__thio_dmso__3,-2.5356542860999998,-1.4177974908
abx_mega__lzd_dmso__3,-0.900468255,-0.9727789462
abx_mega__monac_dmso__3,2.2863980394,0.5629359425
abx_mega__polmyx_h2o__5,-3.2750663455,-0.5937820308
abx_mega__naoh-6__5,-1.000301088,-0.2404594707
abx_mega__teix_dmso__11,-4.5828866829,-0.3574987094
abx_mega__van_h2o__3,-6.8723269988,-0.8204712466
abx_mega__teix_dmso__12,-5.0669524406,-0.9835395237000001
abx_mega__dox_dmso__6,-3.622320267,-2.2256836041
abx_mega__teix_dmso__13,-8.8674190896,-1.4288582538
abx_mega__h2o-7__3,-2.5686642706000002,-0.3318585787
abx_mega__str_h2o__4,-4.1497531418,-1.9452321264
abx_mega__tec_h2o__3,-5.4640107967,-2.2852334666
abx_mega__phos_h2o__7,-3.0791590807,-0.30319241150000004
abx_mega__chl_h2o__5,0.1207431085,-0.7129759932
abx_mega__polmyx_h2o__6,-3.0497859128,-1.5293128274
abx_mega__teix_dmso__14,-5.0468735417,-0.4799210003
abx_mega__rif_dmso__7,0.3141091348,-0.3315427372
abx_mega__ramo_h2o__3,-4.6850735477,-0.5996225849
abx_mega__fidax_dmso__4,-1.6237981157,-0.24704832040000002
abx_mega__teix_dmso__15,-3.6899297916,-0.546102576
abx_mega__thio_dmso__4,-2.4399954053,-1.3394368101
abx_mega__rif_dmso__8,-4.4649558432,-0.4591895751
abx_mega__reta_dmso__4,-1.8513659661,-0.9514629495
abx_mega__inh_h2o__4,-1.4640185593,-1.0424294423
abx_mega__novo_dmso__2,4.2209092406,-1.1807209852
abx_mega__dcs_h2o__3,-2.7577900243,-0.8417798737000001
abx_mega__h2o-8b__3,-1.6944025688000002,-0.2395657246
abx_mega__valin_dmso__3,-3.9217770133,-0.5329624306
abx_mega__h2o-2__1,-2.3474734848,-1.7744748068
abx_mega__cro_h2o__4,-3.238138104,-0.7686649786
abx_mega__dcs_h2o__4,-3.4126382458,-0.9216615248000001
abx_mega__str_h2o__5,-3.0020740727,-1.2861042654000001
abx_mega__h2o-8a__3,-2.1274650135,-0.6855590993
abx_mega__dox_dmso__7,-1.1004765715,-0.47166792750000003
abx_mega__doxo_dmso__2,3.9839885716000003,0.6583931611
abx_mega__teix_dmso__16,-8.7090111289,-1.4302501485
abx_mega__rfp_h2o__3,-0.5033230353,-1.1479007721
abx_mega__ethanol-10__3,-1.0664181498,-0.7567337419
abx_mega__naoh-2__2,-2.063661275,-1.8230371496000002
abx_mega__van_h2o__4,-7.4527360258,-0.7067819584
abx_mega__sacet_h2o__2,-1.5154950966,-2.6246179311
abx_mega__monac_dmso__4,4.7367104807,1.3413863664
abx_mega__h2o-2__2,-1.1920248976,-1.9942936123
abx_mega__zeocin_h2o__5,1.5662142497,0.0137844143
abx_mega__nor_naoh__5,2.9498353033,0.7110111155000001
abx_mega__naoh-9__2,-1.7092829043000002,-0.2579409233
abx_mega__dmso-7__3,-4.5463571217,-1.5443042691
abx_mega__van_h2o__5,-7.1468106969,-0.7507946999
abx_mega__flavo_dmso__4,-2.1347435619,-0.4622778362
abx_mega__novo_dmso__3,4.04177883,-1.1025052509
abx_mega__polmyx_h2o__7,-1.6973220748000002,-0.4796256468
abx_mega__teix_dmso__17,-4.7328643075,-0.8560667892
abx_mega__doxo_dmso__3,4.9435271515,0.6663130679
abx_mega__mem_dmso__6,-2.9571305779,-0.4540189094
abx_mega__h2o-1a__3,-0.5297832873,0.018747716
abx_mega__bacit_dmso__3,-4.5258476886,-0.2685095689
abx_mega__dox_dmso__8,-2.9374586136,-2.1121105141
abx_mega__teix_dmso__18,-4.1861786519,-0.7283880098000001
abx_mega__h2o-6__3,-1.2352424772,-0.35635820430000004
abx_mega__pen_h2o__5,-4.0197430972,-0.2502531264
abx_mega__lzd_dmso__4,0.061320525,-0.4969718528
abx_mega__daro__1,-3.9758880625,-1.3496869545
abx_mega__solv__1,-2.8400732274,-1.3627845981
abx_mega__daro__2,-4.452779087,-1.2625726779
abx_mega__daro__3,-4.3427112076,-1.1389049379
abx_mega__solv__2,-2.2842011634,-1.5112490374
abx_mega__solv__3,-4.6635247568,-1.2647770922000001
abx_mega__dmso-4__1,-6.4464831279,-1.3588371111
abx_mega__kirr_dmso__1,-1.1897729538,-1.0982612494
abx_mega__kirr_dmso__2,-1.054691877,-0.8920917593000001
abx_mega__kirr_dmso__3,-1.8334711897,-0.7460888811
abx_mega__dmso-4__2,-6.8677372872,-0.9900010631
abx_mega__dmso-4__3,-6.2923983485,-1.1603269057
ackA_pta__dnaA46_del_ackA__1,1.304974655,0.015429449900000001
ackA_pta__dnaA46_del_ackA__2,0.5089361598000001,-0.013925118600000001
ackA_pta__dnaA46_del_ackA__3,1.2708761527,-0.23939264300000002
ackA_pta__dnaA46_del_pta__1,0.8278769537,0.5929547019
ackA_pta__dnaA46_del_pta__2,2.1746421076,-0.3616773687
ackA_pta__dnaA46_del_pta__3,2.8833613233,0.5346615322
ackA_pta__dnaA46__1,2.7185779039,0.6247219747
ackA_pta__dnaA46__2,3.7777280444,-0.0018350278
ackA_pta__dnaA46__3,2.9606915654,0.7818554152
ackA_pta__del_ackA__1,-2.2579463193000002,-0.2824579659
ackA_pta__del_ackA__2,-2.893917601,-0.025669961600000003
ackA_pta__del_ackA__3,-1.6328073129,-0.3181565475
ackA_pta__del_pta__1,0.07265518010000001,-0.3422166854
ackA_pta__del_pta__2,-2.0430206482,-0.7150535603
ackA_pta__del_pta__3,-1.5728387601,-0.2787859616
ackA_pta__wt__1,-0.42984650700000004,-0.1555619844
ackA_pta__wt__2,0.39374887010000004,0.1322116998
ackA_pta__wt__3,0.036097637,0.0233502846
anticancer__5fu__1,15.5586637869,1.2710676738
anticancer__5fu__2,15.3737005125,1.3175000506
anticancer__cap__1,0.1381511147,-0.2707344305
anticancer__cap__2,0.2906209186,-0.281939708
anticancer__cap__3,0.137526811,-0.3804049168
anticancer__wt__1,0.17948574420000002,-0.1566144848
anticancer__wt__2,0.0786033891,0.20495996330000002
anticancer__wt__3,-0.2580891333,-0.048345478500000004
anticancer__5fu__3,15.4218129279,1.1526455162
bio_pln__aero_pln__1,0.0073260201,0.0832509585
bio_pln__aero_pln__2,-0.0073260201,-0.0832509585
bio_pln__anaero_pln__1,0.5478904691,-0.1478350091
bio_pln__anaero_pln__2,1.5276729804,-0.1091975564
biocide__bzcl_12h__1,-0.17881263690000002,-0.2509258773
biocide__bzcl_12h__2,-0.5838273190000001,-0.5122306687
biocide__bzcl_12h__3,-0.5427030284000001,-0.3734012786
biocide__etoh_12h__1,-0.016822630800000002,-0.2937757634
biocide__etoh_12h__2,-0.1967009929,-0.4256241919
biocide__etoh_12h__3,-0.298995196,-0.2845857108
biocide__gluald_12h__1,1.9181061611999999,-0.1010746473
biocide__gluald_12h__2,1.6953287613999999,0.024643627600000002
biocide__gluald_12h__3,2.1023843564,0.1333122428
biocide__h2o2_12h__1,0.0372236056,-0.3260122204
biocide__h2o2_12h__2,0.4933683419,-0.0853500978
biocide__h2o2_12h__3,0.5644160156,-0.3102653106
biocide__2ppoh_12h__1,-0.504810163,-0.44964349670000003
biocide__2ppoh_12h__2,-0.8367709655000001,-0.6479245677000001
biocide__2ppoh_12h__3,-1.0764222851,-0.6973172917
biocide__paa_12h__1,-0.5090941392,-0.3275651694
biocide__paa_12h__2,-0.8563567628000001,-0.24603063260000002
biocide__paa_12h__3,0.015166860800000001,-0.2539458215
biocide__phe_12h__1,-1.0944655502,-0.1404647536
biocide__phe_12h__2,-1.017861391,-0.1246899976
biocide__phe_12h__3,-1.1949032205,-0.28994880170000004
biocide__pvp-i_12h__1,-1.1414078895,-0.5581387250000001
biocide__pvp-i_12h__2,-0.128853737,-0.1632964074
biocide__pvp-i_12h__3,-0.3971591444,-0.5674822412
biocide__bleach_12h__1,-1.0251998974,-0.4278406973
biocide__bleach_12h__2,-0.7127879866,-0.4609065848
biocide__bleach_12h__3,-0.969502517,-0.3422171627
biocide__chx_12h__1,-0.0911472529,-0.36586939999999996
biocide__chx_12h__2,-0.5183865111,-0.48495003670000003
biocide__chx_12h__3,-0.5057312863,-0.4885351665
biocide__bzcl_30m__1,-0.0873787322,0.3637792494
biocide__bzcl_30m__2,0.046405686700000004,0.20230482230000002
biocide__bzcl_30m__3,-0.9544186866000001,0.20050124230000002
biocide__phe_30m__1,-0.1139181581,-0.2129439216
biocide__phe_30m__2,0.6673363005,0.1193168429
biocide__phe_30m__3,0.3552001696,0.3266757112
biocide__pvp-i_30m__1,-0.2062314369,0.0768404204
biocide__pvp-i_30m__2,-1.153542217,0.1790739275
biocide__pvp-i_30m__3,-0.20352555400000003,0.086252804
biocide__ctrl_12h__1,0.4929188592,-0.2685454148
biocide__ctrl_12h__2,0.4218949818,0.0150147273
biocide__ctrl_12h__3,-0.2045142004,0.0058250702
biocide__ctrl_30m__1,-0.1831097998,0.13403902680000002
biocide__ctrl_30m__2,0.1040501099,-0.17149064860000002
biocide__ctrl_30m__3,0.07905968990000001,0.0374516219
clpP__wt__1,0.4137526315,-0.0444865111
clpP__wt_DPTA__1,4.8967531341,1.993602133
clpP__wt__2,-0.3799726806,-0.0382929408
clpP__wt_DPTA__2,5.6692694192,2.0271834629
clpP__wt__3,-0.0337799509,0.08277945190000001
clpP__wt_DPTA__3,4.4161366404,2.0832679397
clpP__delclpP__1,-0.5457091632000001,-0.1933138016
clpP__delclpP_DPTA__1,6.7625954139,2.3294403515
clpP__delclpP__2,-0.0327616238,-0.1231638057
clpP__delclpP_DPTA__2,6.1907597609,2.1398403943
clpP__delclpP__3,-0.32211210290000003,0.0158523174
clpP__delclpP_DPTA__3,6.428661646,2.1827148397
colombos2__delydcR__1,0.4225536998,-0.007906546700000001
colombos2__delydcR__2,-0.048598604100000005,0.0680216158
colombos2__delydcR__3,0.9293660856,0.4299570412
colombos2__delyjiR__1,-0.2855275741,0.007594700100000001
colombos2__delyjiR__2,-0.6585438293,0.332281482
colombos2__delyjiR__3,-0.4534817282,0.2296589174
colombos2__wt__1,-0.1417624916,0.0821119577
colombos2__wt__2,0.2748091881,-0.1299449439
colombos2__wt__3,-0.1330466965,0.047832986200000004
crp_k100__ar1_ar2__1,-5.5919485031,-0.7824030637
crp_k100__ar1_ar2__2,-5.1331110738,-0.39363101570000003
crp_k100__ar1_ar2__3,-5.6066426114,-0.4863706103
crp_k100__wt__1,0.0455235587,0.1514698932
crp_k100__wt__2,0.09323918910000001,0.135381822
crp_k100__wt__3,-0.1387627478,-0.28685171530000003
crp_k100__K100Q__1,0.048432562900000004,-0.24454191600000003
crp_k100__K100Q__2,-0.13871224540000002,-0.269630193
crp_k100__K100R__1,-0.0705055374,-0.41398665900000003
crp_k100__K100R__2,-0.0582515647,0.5288552373000001
crp_k100__K100R__3,-0.5810929071000001,-0.48187886
csrA__wt_t00__1,-0.19726737700000002,-0.0504681219
csrA__wt_t02_30__1,-3.6683287821,-1.8963323628
csrA__wt_t05__1,-3.1340309789,-3.4439320351
csrA__wt_t10__1,-2.2379107017,-3.0974039816
csrA__wt_t15__1,-1.4120611613,-2.1780181519
csrA__delcsrA_t00__1,0.2329582856,-0.0202355839
csrA__delcsrA_t02_30__1,-4.8248952853,-2.6139523555
csrA__delcsrA_t05__1,-4.3389316944,-3.6873092406
csrA__delcsrA_t10__1,-3.3012408139,-3.3913940186
csrA__delcsrA_t15__1,-1.2243400137,-2.4982327712
csrA__wt_t00__2,0.19726737700000002,0.0504681219
csrA__wt_t02_30__2,-4.5659883243,-1.8323201529
csrA__wt_t05__2,-3.6666823551,-3.4904757412
csrA__wt_t10__2,-2.021717719,-3.1963814169
csrA__wt_t15__2,-1.3077628319,-2.1554513963
csrA__delcsrA_t00__2,0.37894828810000003,-0.0977401739
csrA__delcsrA_t02_30__2,-5.0819912196,-2.7099006812
csrA__delcsrA_t05__2,-3.7526456161,-3.6437037542
csrA__delcsrA_t10__2,-3.042666714,-2.9591954737
csrA__delcsrA_t15__2,-2.0514103965,-1.8800901676000001
cstr_pfr__str_0005m__1,0.2792261359,0.1357563869
cstr_pfr__str_0010m__1,0.4276793378,0.0912772102
cstr_pfr__str_0025m__1,0.1463445635,0.1639402469
cstr_pfr__str_0045m__1,0.0775777804,0.1780994029
cstr_pfr__str_0075m__1,-0.9593895508,-0.0133912289
