,A,YgbI
hot_tale__hot_ale9_mid_44c__2,2.2404246688000002,0.5991965565
hot_tale__hot_ale9_44c__1,1.5730454238,0.3967597735
hot_tale__hot_ale9_44c__2,1.6110972542000002,0.1274856975
hot_tale__hot_ale10_30c__1,-0.4142398594,-0.6841813375
hot_tale__hot_ale10_30c__2,-0.43474807270000004,-0.6152402515000001
hot_tale__hot_ale10_37c__1,-0.7221055155,-0.4447748885
hot_tale__hot_ale10_37c__2,0.0730475889,-0.4338500015
hot_tale__hot_ale10_44c__1,1.6504726749,0.2083222355
hot_tale__hot_ale10_44c__2,2.2857659946,0.7291816895000001
hot_tale__hot_ale16_30c__1,-1.1401658826,-0.6433473675
hot_tale__hot_ale16_30c__2,-0.9727329194000001,-0.6124217555
hot_tale__hot_ale16_37c__1,-0.4556833558,-0.5747037645
hot_tale__hot_ale16_37c__2,-0.0594943189,-0.4161840525
hot_tale__hot_ale16_44c__1,1.0878206393,0.6589904155
hot_tale__hot_ale16_44c__2,1.7391500719000001,0.40808458350000004
pdhr_ale__pdhR-13_51__1,-0.7685577621,-0.0556254475
pdhr_ale__pdhR-13_51__2,-1.0375295235,-0.0132771185
pdhr_ale__pdhR-14_46__1,-0.710348194,0.1085369515
pdhr_ale__pdhR-14_46__2,-0.4979786396,0.1863887625
pdhr_ale__pdhR-15_51__1,-0.6510226399,-0.015211117500000001
pdhr_ale__pdhR-15_51__2,-0.3943856227,-0.13817155450000002
pdhr_ale__pdhR-16_49__1,-0.5495649485,-0.0162298395
pdhr_ale__pdhR-16_49__2,-0.0688461493,-0.24506309950000002
tcs__del_atoC_LiAcet__1,-0.47776013040000004,-0.4099866415
tcs__del_atoC_LiAcet__2,-0.48505005970000004,-0.3068022575
tcs__del_atoC_LiCl__1,-0.33978442210000004,-0.5123370565
tcs__del_atoC_LiCl__2,-0.2370271442,-0.4920816905
tcs__del_atoC_m9__1,-0.3416201515,-0.1288180345
tcs__del_atoC_m9__2,-0.49579254600000006,-0.2376944715
tcs__del_baeR_etoh__1,3.2849396383,1.5926229505
tcs__del_baeR_etoh__2,4.155163195,1.7610641144999999
tcs__del_baeR_lb__1,3.4789090395,0.0072806145
tcs__del_baeR_lb__2,3.6482293398,-0.1090990605
tcs__del_btsR_01xlb__1,5.2371306612,-0.1736135435
tcs__del_btsR_01xlb__2,5.5515915855,0.0127355105
tcs__del_btsR_lb__1,4.9296586076,0.40629994350000004
tcs__del_btsR_lb__2,5.3227021974,0.4127830185
tcs__del_btsR_pyruvate__1,5.6445175501,-0.2009477205
tcs__del_btsR_pyruvate__2,5.7616594012,-0.3394698365
tcs__del_cpxR_etoh__1,4.2258636324,1.7073020395
tcs__del_cpxR_etoh__2,3.8671834251,1.6518856905
tcs__del_cpxR_lb__1,3.4949749328,0.2593118775
tcs__del_cpxR_lb__2,3.3863255711,0.023846092500000002
tcs__del_cusR_CuSO4__1,3.3806349347999998,-0.32109642250000003
tcs__del_cusR_CuSO4__2,3.8583042447,0.12154743450000001
tcs__del_cusR_lb__1,2.9199982316,0.0822040055
tcs__del_cusR_lb__2,3.1743456299,0.0919807535
tcs__del_kdpE_01-kcl__1,1.6279799565,-0.26243949850000003
tcs__del_kdpE_01-kcl__2,1.5551193874,-0.5760080935
tcs__del_kdpE_115-kcl__1,1.4576447097,-0.6222390225000001
tcs__del_kdpE_115-kcl__2,1.231285774,-0.8297766465
tcs__del_phoB_m9__1,-0.3000159942,-0.1563750075
tcs__del_phoB_m9__2,-0.3040483553,-0.2010308765
tcs__del_phoB_m9p__1,-0.4987158688,-0.0415880365
tcs__del_phoB_m9p__2,-0.6601090740000001,-0.0087512195
tcs__del_rcsB_etoh__1,7.4551069381,2.0424990545
tcs__del_rcsB_etoh__2,7.2832486349,1.9896589745000002
tcs__del_rcsB_lb__1,3.3450931218,0.3814455365
tcs__del_rcsB_lb__2,3.6490683033,0.4767181635
tcs__del_zraR_lb__1,3.4429773945,-0.2980567145
tcs__del_zraR_lb__2,3.2976682921,-0.2950906875
tcs__del_zraR_zncl2__1,3.2787169899,0.3358674215
tcs__del_zraR_zncl2__2,2.9119610365,0.2009385495
tcs__wt_01-kcl__1,1.7342361611000001,-0.3711871685
tcs__wt_01-kcl__2,1.5012507999,-0.4267355635
tcs__wt_01xlb__1,6.0780051517,0.1212335345
tcs__wt_01xlb__2,5.7151392286,0.20737916350000002
tcs__wt_115-kcl__1,1.5901975325,-0.6542444425
tcs__wt_115-kcl__2,1.3899841814,-0.5037802025
tcs__wt_CuSO4__1,3.2126413615000002,0.3185368505
tcs__wt_CuSO4__2,3.3464781047,0.35964822350000003
tcs__wt_etoh__1,5.9271882221,1.6471634115
tcs__wt_etoh__2,5.9016742234,1.7330560255
tcs__wt_lb__1,2.4887304698,0.1545115235
tcs__wt_lb__2,2.5750790903,0.014017950500000001
tcs__wt_LiAcet__1,-0.7960708196,-0.7077630465
tcs__wt_LiAcet__2,-0.8063338428,-0.34498350450000004
tcs__wt_LiCl__1,-0.2007693245,-0.1708141595
tcs__wt_LiCl__2,-0.2936178464,-0.3029984895
tcs__wt_m9p__1,-0.3300833976,0.4145963485
tcs__wt_m9p__2,-0.7081311384,0.3387696385
tcs__wt_pyr__1,6.7139123927,-0.048526334500000004
tcs__wt_pyr__2,6.2359572687,-0.18726976550000002
tcs__wt_zncl2__1,2.4090416379,-0.062432994500000005
tcs__wt_zncl2__2,2.1331530504,0.0768508715
ros_tale__1_112_0pq__1,0.2280144681,-0.3115449925
ros_tale__1_112_0pq__2,-0.6723861321,-0.6192332525
ros_tale__1_112_250pq__1,-0.3385352582,0.0575609295
ros_tale__1_112_250pq__2,-0.2130282699,-0.16753867050000001
ros_tale__1_112_750pq__1,-0.8962252414,-0.035610774500000004
ros_tale__1_112_750pq__2,-0.3192822481,0.2929760805
ros_tale__1_112_750pq__3,-0.4432202207,-0.07760494650000001
ros_tale__3_76_0pq__1,1.6211494586000001,-0.1570954655
ros_tale__3_76_0pq__2,1.3607741723,-0.0030158515
ros_tale__3_76_0pq__3,1.5587902673,0.2151567875
ros_tale__3_76_0pq__4,1.4239064652,0.1736763735
ros_tale__3_76_250pq__1,0.8944424981,-0.8549130895
ros_tale__3_76_250pq__2,0.0572685719,-0.7421332745
ros_tale__3_76_750pq__1,-0.6786257859,-0.9994762265
ros_tale__3_76_750pq__2,-0.8010048257,-1.0173419965
ros_tale__7_103_0pq__1,-0.2568189381,0.2318388265
ros_tale__7_103_0pq__2,-0.2020822468,0.31297450050000003
ros_tale__7_103_0pq__3,0.0218424809,-0.0022355845000000003
ros_tale__7_103_0pq__4,-0.2412191848,0.2724322305
ros_tale__7_103_250pq__1,0.25519489500000003,-1.0141549145
ros_tale__7_103_250pq__2,1.0962882673,-0.7231916615
ros_tale__7_103_750pq__1,0.9330665548,-0.6839020655
ros_tale__7_103_750pq__2,0.5406674327000001,-0.6370606005
ros_tale__9_77_0pq__1,1.5246381719,-0.0001442785
ros_tale__9_77_0pq__2,1.5169918765000001,-0.3584246385
ros_tale__9_77_250pq__1,1.1243336156,-0.1542719035
ros_tale__9_77_250pq__2,1.1233980935,-0.0842771845
ros_tale__9_77_750pq__1,0.9279087718000001,-0.3008592435
ros_tale__9_77_750pq__2,0.9111879375,0.0087802235
ros_tale__11_83_0pq__1,-0.0786537164,-0.3388149305
ros_tale__11_83_0pq__2,0.018463718900000002,-0.4496497075
ros_tale__11_83_250pq__1,-0.1806583943,-0.4401842455
ros_tale__11_83_250pq__2,0.1270398924,-0.5175225675
ros_tale__11_83_750pq__1,-0.3046757932,-0.3590067905
ros_tale__11_83_750pq__2,0.3878556315,-0.3009067005
ros_tale__13_87_0pq__1,0.7382304030000001,-0.3049080035
ros_tale__13_87_0pq__2,0.7563353354,-0.20364414150000001
ros_tale__13_87_250pq__1,1.1739185302,-0.3362391435
ros_tale__13_87_250pq__2,1.0911941289,-0.2336123265
ros_tale__13_87_750pq__1,1.5430215912,-0.2829459475
ros_tale__13_87_750pq__2,1.5497322237,-0.3737515625
ros_tale__14_27_0pq__1,0.1000599648,-0.5634281975000001
ros_tale__14_27_0pq__2,0.13900290810000002,-0.4579555205
ros_tale__14_27_250pq__1,1.1113827671,-0.2894792425
ros_tale__14_27_250pq__2,0.2264361842,-0.3225060315
ros_tale__14_27_750pq__1,2.0030785732,-0.2681906845
ros_tale__14_27_750pq__2,1.4104174424,0.1281387165
ros_tale__16_28_250pq__1,0.17318372880000002,-0.3465277205
ros_tale__16_28_250pq__2,0.2284745487,-0.28023471850000004
ros_tale__16_32_0pq__1,0.5229954048000001,0.15970042950000002
ros_tale__16_32_0pq__2,1.0130401078,0.3179824485
ros_tale__16_32_0pq__3,-0.1127103447,-0.3629753175
ros_tale__16_32_0pq__4,0.1071682696,-0.7926649465000001
ros_tale__16_32_250pq__1,-0.1510852762,-0.32881093850000004
ros_tale__16_32_250pq__2,0.4103320536,-0.49897769350000004
ros_tale__16_32_750pq__1,0.15586668780000001,-0.3034997245
ros_tale__16_32_750pq__2,0.1266298664,-0.1144217585
ros_tale__17_104_0pq__1,0.7952753599,-0.3520298315
ros_tale__17_104_0pq__2,1.5228442766999999,-0.5549984335
ros_tale__17_104_250pq__1,1.3409033933,-0.9947457675
ros_tale__17_104_250pq__2,1.3504046996,-0.4506449625
ros_tale__17_104_250pq__3,1.2912744927,0.2070228435
ros_tale__17_104_250pq__4,1.7652860992,-0.1864067785
ros_tale__17_104_750pq__1,0.4056784158,-0.2505246645
ros_tale__17_104_750pq__2,0.23423667010000002,-0.2977437075
ros_tale__18_24_250pq__1,0.1377461482,-0.07155892650000001
ros_tale__18_24_250pq__2,0.1541584008,-0.1149278165
ros_tale__18_36_0pq__1,-0.24606576130000002,0.2509751275
ros_tale__18_36_0pq__2,0.0813044389,0.47128233750000004
ros_tale__18_36_0pq__3,-0.45210931060000004,-0.7514420625
ros_tale__18_36_0pq__4,-0.0475501321,-0.5778914585
ros_tale__18_36_250pq__1,-0.1866061664,-0.7385089145
ros_tale__18_36_250pq__2,-0.7057210993,-0.5177375175
ros_tale__18_36_750pq__1,1.6115060393,-0.0334134255
ros_tale__18_36_750pq__2,1.6277002484,-0.1677062395
ros_tale__19_91_0pq__1,0.9765650790000001,0.0492380975
ros_tale__19_91_0pq__2,-0.0961481201,-0.0377623585
ros_tale__19_91_250pq__1,0.1575231365,-0.0648918845
ros_tale__19_91_250pq__2,0.23185261070000002,-0.0211040785
ros_tale__19_91_750pq__1,-0.6878089412,-0.3464544405
ros_tale__19_91_750pq__2,-0.0920956091,-0.0912127575
ros_tale__19_91_750pq__3,0.0084139704,0.2849636505
ros_tale__19_91_750pq__4,-0.0274354308,0.2039187915
ros_tale__21_97_0pq__1,0.0311097047,-0.7227059035000001
ros_tale__21_97_0pq__2,-0.6074371099,-0.5996959225
ros_tale__21_97_250pq__1,-0.9543236536,-0.7076424365
ros_tale__21_97_250pq__2,-0.5507245741,-0.5652067495
ros_tale__21_97_750pq__1,-0.4283199381,-0.4522874625
ros_tale__21_97_750pq__2,-0.6924129765,-0.5922163035
ros_tale__25_111_0pq__1,-1.0956873624,-0.9498171795
ros_tale__25_111_0pq__2,-0.7848286615000001,-0.5020567065
ros_tale__25_111_250pq__1,-1.139984964,-0.4638094775
ros_tale__25_111_250pq__2,-1.0291725124,-0.3469045175
ros_tale__25_111_750pq__1,-0.6049279567,-0.5114703255
ros_tale__25_111_750pq__2,-0.2368147115,-0.3806642295
ros_tale__29_119_0pq__1,-0.1439577719,-0.3675501675
ros_tale__29_119_0pq__2,0.0391180163,-0.2486689255
ros_tale__29_119_250pq__1,0.1662542223,-0.8128130095
ros_tale__29_119_250pq__2,-0.0384652063,-1.1249903375
ros_tale__29_119_750pq__1,0.2623271438,-0.5267039525
ros_tale__29_119_750pq__2,-0.5757612425,-0.6584123615
ros_tale__ALE4_0pq__1,-0.148820222,-0.8723463345
ros_tale__ALE4_0pq__2,0.30955308270000004,-0.8510668015
ros_tale__ALE4_250pq__1,1.4777161816,0.24554275450000002
ros_tale__ALE4_250pq__2,1.0755375682,0.0759835315
pcoli__atASMT_325G__1,-0.16086139230000002,0.3659459355
pcoli__atASMT_325G__2,-0.037251635400000004,0.5643534235000001
pcoli__bpTDC__1,1.2620826363,0.5626132405000001
pcoli__bpTDC__2,0.7854712975,0.6542843865
pcoli__BRCA__1,0.6814199194,0.22713004350000002
pcoli__BRCA__2,0.5593953172,0.2571552015
pcoli__BRCActrl__1,0.9094384447,0.9971272795
pcoli__BRCActrl__2,1.0014541178,1.0779008335
pcoli__BRCAswap__1,0.6972213212,0.07506294150000001
pcoli__BRCAswap__2,1.0117806277,0.2908409185
pcoli__btAANAT__1,0.7715608583,0.25489483350000003
pcoli__btAANAT__2,0.677445033,0.3942730145
pcoli__btASMT__1,0.9688456757,-0.28662310950000003
pcoli__btASMT__2,0.8726635588,-0.2018954215
pcoli__CC1__1,1.0964880458,0.5301394325000001
pcoli__CC1__2,1.405896568,-0.012252328500000001
pcoli__ccCOMT__1,0.3942684716,0.2247314765
pcoli__ccCOMT__2,0.2606377118,0.1858343365
pcoli__ckDDC__1,1.1079881166,0.7707242185000001
pcoli__ckDDC__2,1.1520903958,1.0444022165
pcoli__CNTF_belt__1,1.1242110042,0.1237847665
pcoli__CNTF_belt__2,0.9071409088,-0.46782186750000004
pcoli__cobPNMT__1,0.9112237042,0.09959868150000001
pcoli__cobPNMT__2,0.8798409879,0.0779690765
pcoli__cvPhhB__1,0.48897595200000005,0.4913106555
pcoli__cvPhhB__2,0.4946017595,0.7838035315
pcoli__ggAANAT__1,0.2994540995,0.1548503835
pcoli__ggAANAT__2,0.6604147364,0.2442548955
pcoli__ggTPH__1,0.5334461544,0.2727630005
pcoli__ggTPH__2,0.024312773000000003,0.3430523755
pcoli__hsAANAT__1,1.8498554928000002,0.8476300145000001
pcoli__hsAANAT__2,1.7010618759,0.2853827465
pcoli__hsASMT__1,0.7774994304,0.46834169750000004
pcoli__hsASMT__2,0.6561189398,0.5205392505
pcoli__hsPNMT_mb__1,0.7558217463,0.2999363195
pcoli__hsPNMT_mb__2,0.5975233480000001,0.4256321925
pcoli__hsTPH__1,0.2385967408,0.2042808005
pcoli__hsTPH__2,0.0773538249,0.5710791605000001
pcoli__hsTPH_E2K__1,0.7256642739,0.8261483925
pcoli__hsTPH_E2K__2,1.1871671449,1.1228627885
pcoli__hsTPH_E2K_N91I_P99C__1,0.3964137055,0.1324294445
pcoli__hsTPH_E2K_N91I_P99C__2,0.1156919992,0.38737005750000003
pcoli__hsTPH_N158trunc__1,0.339382145,1.4958585305
pcoli__hsTPH_N158trunc__2,0.7142192178,1.4322778135
pcoli__hsTPH_N174trunc__1,0.3834202165,0.4206466555
pcoli__hsTPH_N174trunc__2,0.9005575779,0.9898154685
pcoli__hsTPH_Ntermtrunc__1,1.4904810929,1.2374372815
pcoli__hsTPH_Ntermtrunc__2,0.6653620872,0.6035146865000001
pcoli__hsTPH1__1,1.2425770206,0.1510995615
pcoli__hsTPH1__2,0.9426782295,0.0700046265
pcoli__MBP__1,0.29111624480000003,0.2999610095
pcoli__MBP__2,0.8125770179,0.6524627155
pcoli__msCOMT__1,0.2582865224,0.5263453595
pcoli__msCOMT__2,0.2034754806,0.4345632205
pcoli__ocAANAT__1,0.5343496038000001,0.09039844450000001
pcoli__ocAANAT__2,0.5451021034,-0.011925656500000001
pcoli__osTDC_K374H__1,1.041013424,0.0031904865
pcoli__osTDC_K374H__2,1.1639632057,0.1024146385
pcoli__osTDC_K374L__1,0.44328883550000003,0.3353545835
pcoli__osTDC_K374L__2,0.5872701126000001,0.6592686405
pcoli__osTDC_K374Q__1,0.6902511004,0.3404665865
pcoli__osTDC_K374Q__2,0.9606246644,0.1761835575
pcoli__osTDC_L360V__1,0.6610825094,0.2970541125
pcoli__osTDC_L360V__2,0.8572844882,0.7159311295
pcoli__pmTPH__1,0.36372987560000003,0.1042886085
pcoli__pmTPH__2,0.4181135546,0.6818461135
pcoli__RFC__1,0.23301848760000002,0.0748918655
pcoli__RFC__2,0.6955090457,0.1661573305
pcoli__RFCctrl__1,1.6744707268,0.5359602655
pcoli__RFCctrl__2,1.2475418497,0.5272003025
pcoli__RFCnopause__1,1.1603417169,0.7026916815
pcoli__RFCnopause__2,1.594782,0.9773318115
pcoli__RFCpluspause__1,1.9034341021999999,1.2384051455
pcoli__RFCpluspause__2,2.4400605351999998,1.1677717875
pcoli__rnCOMT_sol__1,1.0136346908,0.6822629235000001
pcoli__rnCOMT_sol__2,1.1613464495,0.4871187435
pcoli__rnPNMT__1,1.0146165467,0.4745804145
pcoli__rnPNMT__2,0.410160493,0.6780955325
pcoli__rnTDC__1,0.7778825944000001,0.33710853550000003
pcoli__rnTDC__2,0.4478500125,0.1917764625
pcoli__rnTDC_trunc__1,0.6595317604000001,0.43155589250000004
pcoli__rnTDC_trunc__2,0.6421954911000001,0.7756545415
pcoli__saCOMT_T2A__1,-0.1252171551,0.5499138095
pcoli__saCOMT_T2A__2,0.2167723617,0.31939162050000003
pcoli__sfCOMT__1,0.7175312143,0.1190660645
pcoli__sfCOMT__2,0.9028404718,-0.0130383365
pcoli__sgAANAT_D63G__1,0.7580017941,0.5459969375
pcoli__sgAANAT_D63G__2,0.926620459,-0.1572719595
pcoli__ssDDC__1,0.4616335834,0.4081150215
pcoli__ssDDC__2,0.6260574881000001,0.6693065765
pcoli__TP53B__1,0.4857602535,0.4011539125
pcoli__TP53B__2,0.29484154760000003,0.7927965955
pcoli__WT__1,1.4834181493,0.9600472135
pcoli__WT__2,1.0208760041,0.8817948015
cck__glu_ale4__1,-0.5358632293,0.1101851955
cck__glu_ale4__2,0.7139865289,-0.2572402225
cck__cck_ale1__1,0.6760717383,-0.5342597475
cck__cck_ale1__2,0.5848904239,-0.4654020605
cck__cck_ale2__1,0.4750372785,-0.3363933845
cck__cck_ale2__2,0.9208353614,-0.5038280485000001
cck_pgi__gmos_delpgi__1,1.6795626638,0.2880236255
cck_pgi__gmos_delpgi__2,1.3716950793,0.49916689350000004
cck_pgi__pgi_ale1__1,1.456048781,0.0534654075
cck_pgi__pgi_ale1__2,1.2544107053,-0.0849911505
cck_pgi__pgi_ale2__1,1.6363007352,0.19948741350000002
cck_pgi__pgi_ale3__1,0.3644777997,0.0689355485
cck_pgi__pgi_ale3__2,0.44927439950000003,-0.0698642725
cck_pgi__pgi_ale4__1,-0.1535561942,-0.0935000835
cck_pgi__pgi_ale4__2,0.5509319018000001,-0.34447543150000004
cck_pgi__pgi_ale4__3,0.8000357761,-0.1424993855
cck_pgi__pgi_ale5__1,1.1195508493,-0.0601806155
cck_pgi__pgi_ale5__2,1.8615376204,0.1676103985
cck_pgi__pgi_ale6__1,1.6298261261,0.11394989850000001
cck_pgi__pgi_ale6__2,1.5228654746,-0.11640007050000001
cck_pgi__pgi_ale7__1,1.3972032211,0.2659624855
cck_pgi__pgi_ale7__2,2.1537169163,0.034849661500000004
cck_pgi__pgi_ale8__1,0.36899293240000003,-0.2662424945
cck_pgi__pgi_ale8__2,0.9913388207,-0.06250438950000001
cck_sdh__gmos_delsdhCB__1,0.9979569076,0.1264328425
cck_sdh__gmos_delsdhCB__2,1.1584735745,0.1753286415
cck_sdh__sdh_ale1__1,1.3579262936,-0.0300350155
cck_sdh__sdh_ale1__2,0.8437492391,-0.2454320215
cck_sdh__sdh_ale2__1,0.5650106155,-0.15208736750000001
cck_sdh__sdh_ale3__1,0.2919699196,-0.2259383405
cck_sdh__sdh_ale3__2,0.6833065175,-0.17334784250000002
cck_sdh__sdh_ale3__3,1.0465250502,-0.22819057650000002
cck_pts__gmos_delptsHIcrr__1,2.2794043679,0.6160405895000001
cck_pts__gmos_delptsHIcrr__2,2.9363375876,-0.014761182500000001
cck_pts__pts_ale1__1,0.3314746156,-0.0842077735
cck_pts__pts_ale1__2,0.17729280520000001,-0.0842366925
cck_pts__pts_ale2__1,-0.1249690245,-0.4974149805
cck_pts__pts_ale2__2,0.1454658891,-0.46301856950000003
cck_pts__pts_ale3__1,0.6647196021,-0.7187608785
cck_pts__pts_ale3__2,0.4792908945,-0.45104147050000004
cck_pts__pts_ale4__1,0.33069299550000003,-0.27852696450000003
cck_pts__pts_ale4__2,0.1120356421,-0.2386125925
cck_gnd__gmos_delgnd__1,0.1211332774,-0.2102478315
cck_gnd__gmos_delgnd__2,1.0355491543,-0.5554074155000001
cck_gnd__gnd_ale1__1,0.44335232360000004,-0.4459387395
cck_gnd__gnd_ale1__2,0.017081577100000002,-0.5288311385
cck_gnd__gnd_ale2__1,-0.1670767702,-0.49995894550000003
cck_gnd__gnd_ale2__2,0.4950532005,-0.38705343950000004
cck_gnd__gnd_ale3__1,-0.50519099,-0.4514141735
cck_gnd__gnd_ale3__2,0.3266761851,-0.4684616975
cck_tpiA__gmos_deltpiA__1,2.1670153917,0.9124810505000001
cck_tpiA__gmos_deltpiA__2,2.4489801578,0.9521885065000001
cck_tpiA__tpiA_ale1__1,0.3244282436,0.13320919550000002
cck_tpiA__tpiA_ale1__2,0.8304344063,0.3014065825
cck_tpiA__tpiA_ale2__1,0.49777004280000003,0.2322634855
cck_tpiA__tpiA_ale2__2,0.7731014034,-0.1497550675
cck_tpiA__tpiA_ale3__1,0.9579910352000001,0.4108051625
cck_tpiA__tpiA_ale3__2,0.8183335416,0.3705891965
cck_tpiA__tpiA_ale4__1,0.9773577944,0.0055485655
cck_tpiA__tpiA_ale4__2,1.0162964472,-0.3474969545
acid_tale__acid_ale1_pH7__1,1.0534041269,-0.4265443605
acid_tale__acid_ale1_pH7__2,0.6178048930000001,-0.7138322015
acid_tale__acid_ale1_pH5__1,0.6378949563,-0.6225388775
acid_tale__acid_ale1_pH5__2,0.5181264606,-0.5841511895
acid_tale__acid_ale2_pH7__1,1.1284296081,-0.4952514355
acid_tale__acid_ale2_pH7__2,1.324499087,-0.5912064485
acid_tale__acid_ale2_pH5__1,0.9544333959,-0.5543074855
acid_tale__acid_ale2_pH5__2,1.1254591911,-0.3381669035
acid_tale__low_Mg_ale_pH7__1,0.7664224355,-0.5025928185
acid_tale__low_Mg_ale_pH7__2,1.0515223762,-0.44671845250000003
acid_tale__low_Mg_ale_pH5__1,0.1390965416,-0.3486664525
acid_tale__low_Mg_ale_pH5__2,0.0089659153,-0.3257645155
acid_tale__MES_ale_pH7__1,0.7609721864,-0.7001736335000001
acid_tale__MES_ale_pH7__2,0.9820862539,-0.6088060025
acid_tale__MES_ale_pH5__1,1.0597782507,-0.5240352455
acid_tale__MES_ale_pH5__2,0.7471081474,-0.3519649865
acid_tale__gmos_pH7__1,0.7272602135,-0.44675429450000004
acid_tale__gmos_pH7__2,1.1124120121,-0.6113160865
acid_tale__gmos_pH5__1,1.2739890324,-0.3301816085
acid_tale__gmos_pH5__2,0.6219441839000001,-0.1438435635
adnB__wt_adn__1,0.460625779,0.31485258050000003
adnB__wt_adn__2,0.3667852032,-0.4152543135
adnB__delydhB_adn__1,1.1074770424,0.1664576265
adnB__delydhB_adn__2,0.5106185874,0.5312470135
ytf2__wt_glc__1,0.0911443311,0.4071294515
ytf2__wt_glc__2,-0.1842889911,0.3270950615
ytf2__ybcM_glc__1,0.7473067084,-0.1104311315
ytf2__ybcM_glc__2,0.541779615,0.1382724685
ytf2__ydhB_glc__1,0.8451560917000001,-0.2743274005
ytf2__ydhB_glc__2,0.44789579960000003,0.0520847205
ytf2__yfeC_glc__1,0.7870329557,0.07346554150000001
ytf2__yfeC_glc__2,0.9216307606,-0.3376389005
ytf2__yciT_glc__1,0.0153696786,0.22619005150000002
ytf2__yciT_glc__2,0.0940099668,0.1617533375
ytf2__ydiZ_glc__1,-0.1041935895,0.3511072075
ytf2__ydiZ_glc__2,-0.2669141241,0.32370938450000003
ytf2__ynfL_glc__1,-0.0948929124,0.3234814985
ytf2__ynfL_glc__2,-0.1361206928,0.4416078355
misc2__dellon_glc__1,0.696436483,0.5879089395
misc2__dellon_glc__2,0.8880844864,0.5594888465
ytf3__wt_glc2__1,-0.31902734520000003,-0.1081483345
ytf3__wt_glc2__2,-0.5410311749,0.2089412695
ytf3__wt_pH7_lactate__1,-0.0953980718,-0.1280562415
ytf3__wt_pH7_lactate__2,-0.31086369070000003,-0.1083828025
ytf3__wt_pH55_lactate__1,-0.1149231904,-0.2248708245
ytf3__wt_pH55_lactate__2,0.2813551899,0.059689267500000004
ytf3__wt_pH55_HCl__1,-0.1757195513,0.1574845095
ytf3__wt_pH55_HCl__2,-0.4574088452,0.1078680675
ytf3__dyieP_pH7__1,0.5330286812,0.0039023045000000003
ytf3__dyieP_pH7__2,0.3416572051,0.0305006115
ytf3__dyieP_pH55__1,0.5463481818,-0.5649203315
ytf3__dyieP_pH55__2,0.22924719710000002,0.09668549550000001
