,A,ihfB,Fnr,Fis,ArcA,NarL
abx_mega__nor_naoh__1,0.4588894315,-1.0812140072,-0.0313845657,-0.7529405576,-0.6750352942000001,-0.0818044565
abx_mega__teix_dmso__2,-0.42820439990000003,-0.026524093000000002,-0.4150383489,0.40104904210000003,-0.7443126348,0.2538442496
abx_mega__nal_naoh__3,-0.5555474856,-1.0022560843,0.2272209504,-0.5866514008,-0.46151863260000003,-0.32002223220000003
abx_mega__novo_h2o__2,2.2988226618,-1.7171008209,0.16806743940000002,0.1670368142,-0.6557503914,-1.4231800896
abx_mega__dmso-10__2,1.2347435398,-0.8705550239000001,0.40832126950000003,-0.18329488400000002,-0.6482476939,0.371962511
abx_mega__phos_h2o__3,0.7904466520000001,-0.6341559143000001,0.0877333852,-0.44714341750000003,-0.4793409832,0.040928029000000005
abx_mega__dmso-6__2,-1.9463920001,0.5477587571,-0.1654402185,-1.1044765928,-0.5675396422,0.3072546497
abx_mega__rfp_ethanol__1,2.6152090868,-1.3179166312000001,-0.12067474560000001,2.01999203,-0.034679769900000004,0.3371132867
abx_mega__dmso-5__3,-2.292835308,-0.09633023900000001,0.1613415464,-0.11737753790000001,-0.3525345714,0.3899857407
abx_mega__amyc-d_dmso__1,-10.528682216,0.6487792296,0.257224454,1.1007515523,-0.0338108436,-1.9056921008
abx_mega__sxt_dmso__1,4.8892460256,-1.398343179,0.047755995,-0.1059151671,-0.4064062229,1.3605355026
abx_mega__dmso-1__1,0.0296443451,-0.0548211138,-0.1308553567,-0.1809852853,-0.40150323260000004,-0.1621879518
abx_mega__pen_h2o__1,2.6704698854,-0.4764255264,-0.3609283863,-0.4078044901,-0.4034077274,-0.4011629601
abx_mega__dmso-10__3,1.6583004884,-0.9915859493,0.20815252,-0.4056936109,-0.7157018740000001,0.6602530221
abx_mega__nal_naoh__4,2.2347286613,-1.1529412139,0.0028938907,-0.2755809595,-0.7166546285000001,-0.3741219792
abx_mega__cip_naoh__1,1.7361180762,-1.0626874924,0.11078089020000001,-0.0218445443,-0.5501377366,-0.3082369024
abx_mega__pen_h2o__2,1.9738914007,-0.9260874235000001,-0.2836689398,-0.3603364043,-0.3916451892,-0.3006640419
abx_mega__ery_dmso__2,-4.0416499455,-1.3048554744,0.0804674744,0.5386924691,-0.7050130261,-1.1971011775
abx_mega__dmso-2__2,1.0427650621,2.186138402,-0.2221077391,-1.1777016044,0.5643015045,1.5801977473000002
abx_mega__van_dmso__2,-11.1711156818,0.9100277827000001,0.6605546913,0.4569554622,0.7962936861000001,-0.884127384
abx_mega__h2o-1b__1,1.5119418068,-0.8877531976,0.030807355300000002,0.62288687,-0.2826643938,-0.452432223
abx_mega__ery_h2o__1,-1.5205088361999999,-1.5251338072,0.1635488437,2.3050038891,-0.9324801713,-1.3563246039
abx_mega__bacit_h2o__1,5.6204228529,-1.4504833334,-0.4774994905,-0.034645267800000004,-0.7154435960000001,-0.6817547788
abx_mega__chl_h2o__2,-2.6301236644,-1.2200697843000001,0.0987552064,1.6454385256,-1.0549187552000001,-1.3195528967999999
abx_mega__str_h2o__2,0.5410382089,1.7775761065,0.2741965069,-0.862049083,1.2063663425,1.3047365667
abx_mega__rfp_ethanol__2,3.0686064862,-1.2855187251,0.12295077100000001,1.5046348551,0.24705451250000002,0.0825550003
abx_mega__polmyx_h2o__2,5.6298847167,-0.8769879084000001,-0.3737381984,-0.7560279758,-0.8248140526000001,-0.2047876144
abx_mega__tric_h2o__1,-0.6984597556000001,-1.2793691829,1.3424886167,-0.9570480503000001,0.0642004802,0.6570030657
abx_mega__cip_naoh__2,0.0875041071,-1.080054735,0.09932130680000001,-0.2310521848,-0.6773202813,-0.0042746708
abx_mega__novo_h2o__3,4.9856802878,-1.4207421173,0.0559133562,0.0384749824,-0.7345571464,-1.6268601596
abx_mega__bacit_dmso__1,-2.0097354908,-0.36320266970000004,-0.2242105774,-0.27164175360000004,-0.6457091890000001,-0.2149626757
abx_mega__gen_h2o__1,-17.8493879659,3.0734252999,0.41129122560000003,-0.9889467527,0.9416705114,-0.0023401669
abx_mega__bacit_dmso__2,-1.1250479923,-0.1474923579,-0.2049744387,-0.7642554466,-0.5853874625000001,-0.1358000564
abx_mega__chl_dmso__1,-5.3481830565,-0.8603384773,0.1866328231,-0.2785421886,-0.9406118542,-1.2077453185
abx_mega__bacit_h2o__2,1.395900662,0.0810143052,-0.8589924069,0.37938326920000004,-0.28599873,-0.4745572525
abx_mega__lvx_dmso__1,3.3402681954,-0.8766338815,-0.18501779240000002,0.0592087638,-0.6848857907,0.7236428398
abx_mega__bacit_h2o__3,5.0314272444,-1.0401998064,-0.3986390476,0.2957838322,-0.619184327,-0.4942506949
abx_mega__nor_naoh__2,1.6225549962999999,-1.1131732022,-0.11461450370000001,-0.9272936324000001,-0.7077585323000001,-0.1796711266
abx_mega__amyc-d_dmso__2,-11.8131907482,1.1241333731,0.1534325597,1.1044165911,-0.3164502813,-0.23408638040000002
abx_mega__polmyx_h2o__3,1.8027795666,1.0533152899,0.4256416268,-1.0044740437,0.6378008244000001,1.4636209179000002
abx_mega__naoh-6__1,-0.3751980172,-0.2205498512,0.1918842788,-0.3681309666,-0.2497476536,-0.0738028359
abx_mega__cst_h2o__2,-0.847885301,-0.9253991697,0.2575678173,0.49882963830000004,-0.3739455369,-0.2211989576
abx_mega__h2o-1b__2,2.318269564,-0.6949207847000001,0.7809611414000001,0.566920077,-0.4412101766,-0.32526084780000003
abx_mega__rfp_h2o__1,-0.0023885416,0.3662144094,-1.0905972262999999,2.0234284253,-0.5310190811000001,0.9832435012
abx_mega__tet_h2o__1,-2.7864520202,-0.9221896544,0.0295461953,-0.22959920490000002,-0.45421179570000003,-1.741102497
abx_mega__flavo_dmso__1,2.8811872385,-0.3053163494,-0.9098451584,-0.0980294456,-0.305938729,0.3338762417
abx_mega__zeocin_h2o__1,4.0744780879,-1.4155199507,0.11093211330000001,-0.459732,-0.6137315737,0.356397116
abx_mega__nor_naoh__3,0.950153298,-1.0599211097,-0.2660034833,-0.3283958898,-0.7445127357,-0.2272100971
abx_mega__rach_dmso__2,5.0490631551,-1.4386345449,0.1360391327,0.5310775656,-0.440766099,1.7463769081
abx_mega__thio_dmso__2,-2.7915480677,-0.2803295697,0.3253789217,1.8115914355,-0.1313631139,-0.3890854292
abx_mega__amyc-d_dmso__3,-11.9540590386,0.6293734383,0.33467356740000004,1.6412196845,0.2026076278,-1.6884538489
abx_mega__rif_dmso__2,-1.4019736016,-0.2010869699,-0.7654036895,0.5688580452,-0.7345121231,0.6145146939
abx_mega__amyc-d_dmso__4,-11.7647058207,1.2525770415,0.0720316185,1.2367111817,-0.33577681130000003,-0.335661769
abx_mega__teix_dmso__3,2.3747100891,-0.2896248806,-0.1127364899,0.5325024357,-0.3764485198,-0.1154299023
abx_mega__valin_dmso__1,1.125139721,-0.5997892775,-0.1452747475,-0.4511907362,-0.9055701749,0.0956653423
abx_mega__teix_dmso__4,-0.29969803230000003,0.1237988565,-0.2103049645,0.277694506,-0.7128745584,0.23881420290000002
abx_mega__ethanol-10__1,5.3020773827,-1.5734086149,0.6194313426,-1.0363960574,-0.3365434024,0.6441814068
abx_mega__inh_h2o__1,6.4281725683,-1.8638919299,-0.0340580552,-0.5469996683,-0.9118016409,0.44933268930000003
abx_mega__rif_dmso__3,0.23834346080000002,0.6829585180000001,-1.5589165824,2.0394370277,-0.2723243866,1.197837956
abx_mega__van_dmso__3,-7.1142926118,0.9236742301,0.2389667466,0.6814291384000001,0.7195692725,-0.7705163065
abx_mega__doxo_dmso__1,9.9357966551,-1.7925095215,-0.1301723133,-0.0301321781,-0.7211493992,0.42316666420000004
abx_mega__tmp_dmso__1,2.1831291045,-1.0856227286,0.0567992999,-0.1249819187,-1.1035471096,0.37644281350000003
abx_mega__ethanol-10__2,7.5957056401,-1.5969538419,0.4463184544,-0.5284590883,-0.8090334449000001,0.3676884166
abx_mega__tmp_dmso__2,0.6736402267,-1.1365814194000001,-0.011770757000000001,-0.1497972132,-1.0282208658,0.3141558765
abx_mega__amyc-d_dmso__5,-14.8464031483,0.9335471945,0.4703427457,2.0380877735,0.1033229876,-0.7713514634
abx_mega__novo_h2o__4,3.1957459663,-0.9001345086,0.7891519738,0.0052233307,-0.989631354,-1.9558634060000002
abx_mega__cro_h2o__2,5.230287688,-1.5787237146000002,0.0823465979,0.4784042827,-0.6898793059,1.2346799578
abx_mega__cro_h2o__3,5.4374172024,-1.5363409356000002,-0.21446519260000002,-0.1817873103,-0.9385224537,0.5304175659
abx_mega__gen_h2o__2,-18.5221592632,3.3245249795,0.5545946817,-1.6733663526,1.0977147786,-0.48062680010000003
abx_mega__phos_h2o__4,2.750668347,1.3672523569,-0.1556899832,-1.4923286758,0.36099427310000004,1.4968619098
abx_mega__metro_dmso__2,-0.0323738433,-0.2511288672,0.40866825960000003,0.0575286216,-0.600790616,-0.2002604006
abx_mega__ery_h2o__2,-1.2189343696,-1.2241393744,-0.0307498051,2.0216415702,-0.5144488377,-1.8801459853
abx_mega__sacet_h2o__1,2.0639725861000002,2.2712715973,1.8984960352,-1.5202731443,1.4841765936,1.5862913974000001
abx_mega__nal_naoh__5,-0.7758085945000001,-1.1236160881,0.11935505780000001,-0.37419296630000004,-0.7392321765000001,-0.2314427329
abx_mega__bacit_h2o__4,-0.301734647,0.16848949670000002,-0.7716038602,0.6656975378000001,-0.2944956992,-0.6522742559
abx_mega__cip_naoh__3,1.3894743592,-1.2601444012,-0.1062377801,-0.285459375,-0.8669199153,-0.49739226270000003
abx_mega__ethanol-8__1,4.4400322217,-1.4558741109,-0.0429042057,-0.5478844172,-0.5948867843,0.6304378737
abx_mega__h2o-8a__1,4.927356275,-1.5760854295,-0.1697118587,-0.9426291372000001,-0.5244472115000001,-0.1934353014
abx_mega__ery_h2o__3,-0.5249486432,-1.4715961776,-0.046749594000000005,2.365706667,-0.786795397,-1.5593456345
abx_mega__flavo_dmso__2,5.5204475023,-1.5589412839999999,0.060263538500000005,0.44815050570000003,-0.5681068862,1.3837328354
abx_mega__rif_dmso__4,0.0110166837,0.3994912939,-1.4686879149,2.2319022165,-0.6737367768,1.0818833664
abx_mega__novo_h2o__5,2.6183382341,-0.9678017240000001,0.2258676651,0.9714924580000001,-0.9874018292000001,-1.3957788496
abx_mega__teix_dmso__5,4.3601653407,-0.9608040567,-0.0180107938,-0.3183097434,-0.704628555,0.2339403894
abx_mega__naoh-2__1,1.3868450948,1.2447894583,0.12440957970000001,0.4595702441,0.6390051229,1.5570266128
abx_mega__novo_h2o__6,3.7941412573,-1.191436742,0.7205527484,0.3188663069,-1.119492052,-2.0014040988
abx_mega__ctx_h2o__3,6.0241071667,-1.9337324817,-0.064859922,-0.29555656550000003,-0.5892935844,0.6053981366
abx_mega__rach_dmso__3,5.3572800633,-1.1366547883,-0.0946227506,0.3466464765,-0.7488069058,1.604092458
abx_mega__valin_dmso__2,-0.2332594761,-0.7399595053,-0.1504039911,-0.1199930824,-0.9849220242000001,0.6228761494
abx_mega__amyc-d_dmso__6,-12.3532157084,0.923138631,1.0932260792,1.8591924979,0.0536946161,-0.8243217897
abx_mega__dox_dmso__2,-0.6194236471,-0.6534829936000001,-0.3495048284,-0.8229845064,-0.4765596486,-0.6210031891000001
abx_mega__teix_dmso__6,5.6093818513,-1.1495585992,-0.19216870800000002,-0.0098665728,-0.9315031237,0.46369876390000003
abx_mega__naoh-6__2,-0.2114595624,-0.3206835072,0.2508705046,-0.22942625560000002,-0.306814501,0.0115520281
abx_mega__inh_h2o__2,0.7418004133,-0.8808770448000001,1.0236963855,-0.6399566405,-0.14971446900000002,-1.044426633
abx_mega__chl_h2o__3,2.4474395665,-2.0232756272,0.8645055481,0.4801023406,-1.7867935451,-0.46185970600000004
abx_mega__nal_naoh__6,-0.0660337773,-1.1867332256,0.1051428429,-0.30825317760000004,-0.5907873538,-0.3703789377
abx_mega__chl_dmso__2,-5.5618156715,-0.9006154946,0.2708431966,-0.5175083398,-0.8765617776,-1.1513063757
abx_mega__rach_dmso__4,3.6987626913,-1.631366638,0.2606390819,-0.2185033082,-0.5076306448,1.4684025725
abx_mega__teix_dmso__7,4.2294969403,-1.033868219,0.3504676022,-0.2470005291,-0.9455588033000001,0.3922415131
abx_mega__ceru_ethanol__1,1.2344655275,-0.7600665551,1.4535275098,-1.695413108,-0.0546648603,0.6149460887
abx_mega__dmso-7__1,2.3429548906,-0.4911206664,0.0944210472,-0.0019591802,-0.7995883998000001,1.2176890491
abx_mega__naoh-6__3,-0.36616595430000004,-0.30821672310000003,0.2067024995,-0.41536759040000004,-0.2305797444,0.0786879999
abx_mega__phos_ethanol__2,2.7492288836,-1.1953659872,0.5219782296000001,-0.2445014006,-0.2681092712,0.4392596675
abx_mega__metro_dmso__3,0.0494665221,-0.137280135,0.5121052174,-0.24004343990000002,-0.6702235864,-0.2137913818
abx_mega__van_dmso__4,-6.8474252367,1.2171043994,0.28659288180000003,0.13992067500000002,0.8816852332,-0.9419717976
abx_mega__h2o-10__1,7.0016630721,-1.5275886062000001,0.2130377387,-0.722319177,-0.8235027764,0.1814334535
abx_mega__h2o-10__2,6.5049697529,-1.9308061206,0.1522575818,-0.4136282455,-0.4419145841,0.48796528650000004
abx_mega__dmso-6__3,-1.7310348808,0.33441959600000004,-0.35454569550000004,-0.5687207573,-0.7824784504000001,0.3898016124
abx_mega__mem_dmso__1,5.5580683546,-1.6562199957,-0.3062884087,0.483350804,-0.8957583694000001,0.9646124930000001
abx_mega__ethanol-8__2,3.975769074,-0.9106399612,-0.0252304237,-1.2496100656,-0.46520850020000004,0.3186268997
abx_mega__chl_h2o__4,2.5994962926,-1.9080504914,0.7271274121,0.5186651994,-1.9027115429,-0.6661033798
abx_mega__van_h2o__1,0.6538532689000001,-0.9515812199,-0.903332961,0.9782994344,-0.5633653791000001,-0.5742892551000001
abx_mega__dcs_h2o__1,3.6213299945,-1.2671154485,0.6936041281,0.2113714276,-0.4577927678,0.2068721395
abx_mega__rif_dmso__5,0.7176290503,-0.0163777134,-0.7666040526,0.5784329789,-0.5244412812,0.8425442237
abx_mega__dox_dmso__3,2.8660750062,-1.1819124107,0.2468405504,0.3899879865,-0.4069620828,0.10017048020000001
abx_mega__mem_dmso__2,5.5138354706,-0.8976499983,-0.4892115863,-0.12475402370000001,-0.6797229178,0.6332738483
abx_mega__lvx_dmso__2,3.6010140745,-0.7905816784,-0.129152751,-0.440646719,-0.7931955938,-0.0869541332
abx_mega__tet_h2o__2,-7.0045165371,-0.8527907562,0.2983443387,0.9389394508000001,-0.7313918552,-0.46924192730000003
abx_mega__phos_h2o__5,1.8129137193,1.3728449627,0.12871355610000002,-0.7376719052,0.5205305132,1.6275674107
abx_mega__monac_dmso__1,2.2335095573,0.5807675425000001,1.4088048351,0.3206533466,1.2752649621,0.0717431857
abx_mega__str_h2o__3,8.8514757728,-1.8941859509,0.08708125080000001,-0.8841602868,-0.8681426453000001,0.1418999508
abx_mega__zeocin_h2o__2,-1.4379354189,0.3180122541,-0.42460153910000004,-1.0325870926,0.0039227364,1.3045613756
abx_mega__amyc-d_dmso__7,-12.9995161536,0.8686363537,0.9037219768,1.9019208756000001,0.1272974469,-1.2192577822
abx_mega__fidax_dmso__1,2.5693230682,-0.8441132099,0.35278275610000004,-0.0131461132,-1.0048620916,0.5364471703
abx_mega__h2o-1a__1,-0.054947289600000004,0.0625105212,-0.1301828894,-0.1145241468,-0.0255081624,-0.0076170702
abx_mega__dox_dmso__4,0.587328179,-0.8835196625,0.1499766492,-0.7914818317000001,-0.37877042,-0.27625373140000004
abx_mega__lzd_dmso__2,3.7369556453,-1.2250992002,0.8640746426,0.4437090339,-0.8464666129,-1.0222917741
abx_mega__tet_h2o__3,-1.2733710605,-1.2535987095,-0.014793680600000001,-0.1042384143,-0.3984785491,-1.5087092232
abx_mega__dmso-1__2,0.1540475751,-0.15609256470000002,-0.0468660871,0.0120616401,-0.302497715,-0.5589211898
abx_mega__sxt_dmso__2,4.3943885103,-0.5219061525,0.1322961821,0.0576059274,-0.6099977714,0.068627529
abx_mega__tric_ethanol__2,2.7746004577,-0.6248932219000001,0.619159111,-1.0213243068,-0.068855287,0.23941269040000002
abx_mega__teix_dmso__8,1.5126051146,-0.8532571789000001,-0.0780351353,0.5841235968,-0.5813589195000001,-0.3793496945
abx_mega__ramo_h2o__2,4.5010025007,-0.8440673101,-0.5733023752,-0.0187767106,-0.4586027053,0.09514280300000001
abx_mega__inh_h2o__3,3.3924342654,-1.6423178196000001,0.3346755523,-0.35451390790000004,-0.8332605673,0.3216977505
abx_mega__cst_h2o__3,1.5360551088,-0.7419004346,0.6157335293,1.1103280613,-0.7600289733000001,-0.3478318655
abx_mega__dmso-9__1,2.5333106414,-1.0228097095,-0.029816820400000003,-1.0845554723,-0.3639876078,0.1757205838
abx_mega__ethanol-8__3,4.131669955,-0.8209870645,-0.1057688244,-0.8564956914,-0.6349855048,0.36504344
abx_mega__monac_dmso__2,-1.8443220377,0.5544799185,1.4863412037,0.1351663382,1.262363916,-0.3366484642
abx_mega__dmso-9__2,1.8432193112,-0.6908904131,-0.0200467158,-0.6193977612,-0.5589086929,0.1457238569
abx_mega__metro_dmso__4,-2.3690020734,0.11122089040000001,0.6682181821000001,-0.0234824324,-0.11194467350000001,-0.173456255
abx_mega__ctx_h2o__4,5.5288502887,-2.1413952496,0.1093383753,-0.182629971,-0.576840738,0.9764181073
abx_mega__zeocin_h2o__3,-2.7950339695,0.6797201304,-0.42024945410000003,-0.9708737299,0.38963961950000003,1.219990166
abx_mega__bacit_h2o__5,-2.5218596711,-0.0813581815,-1.0686406259,0.6080896798000001,-0.3241111343,-0.4873407738
abx_mega__reta_dmso__1,0.8734559974,-0.8155494813,0.2624442987,0.8490393866,-0.25701469,-0.14538301080000002
abx_mega__ery_h2o__4,-8.7601679505,-1.0687696929,0.1838410419,1.7872922632,-1.3601739322,-0.4901782139
abx_mega__ceru_ethanol__2,2.7038334475,0.3147754193,1.4458719120999999,-0.6958508876,-0.0437337862,-0.08747928320000001
abx_mega__fidax_dmso__2,2.7090002328000002,-0.7102352016,0.061060066100000004,-0.16191133970000002,-0.8291054388,0.5088590205
abx_mega__novo_dmso__1,3.041363389,-0.8855864517,0.8339819837,1.2088581859,-0.51258285,-0.8191870707000001
abx_mega__naoh-6__4,0.5246979322,-0.3273901919,0.2749615761,-0.16045119600000002,-0.37249924100000004,0.3838430101
abx_mega__amyc-d_dmso__8,-11.7453089343,1.1375522752,0.1675077619,1.2692086651,-0.230511501,0.1386459591
abx_mega__chl_dmso__3,-4.5371770414,-0.8341317912,0.2359552994,0.096913566,-0.8200548711000001,-1.2035076039
abx_mega__nal_naoh__7,1.8100318329,-0.7477767726,-0.1143720156,-0.5299322348000001,-0.4406184697,-0.32990943310000004
abx_mega__teix_dmso__9,4.3470394461,-1.2438504318999999,0.19924687600000002,-0.1474155264,-1.0535215027,0.350365087
abx_mega__ery_dmso__3,-0.0006809085,-1.3600939619,-0.1930182149,-0.31032173890000003,-0.6204594402,-0.8914052882
abx_mega__tmp_dmso__3,2.3921026957000002,-1.2032978044,0.021624803,-0.2070586725,-1.0780453714,0.3805848848
abx_mega__sxt_dmso__3,6.2641827322,-1.5183364254,0.1404174962,0.7467306572,-0.2826101176,0.8127445483
abx_mega__polmyx_h2o__4,2.4243470754,0.8265102893,0.7190717129,-0.0470006762,0.3674181562,1.162897535
abx_mega__mem_dmso__3,3.0939533345,-0.8085937780000001,-0.106792127,-0.5280203292,-0.5328863570000001,0.12293057980000001
abx_mega__nal_naoh__8,2.0591806094,0.6144673881,-0.5226446066,-0.23178273600000002,-0.4055443481,1.0434381186
abx_mega__pen_h2o__3,2.859574775,-0.7307318690000001,-0.9448240483,-0.19347923590000002,-0.6397645289,-0.3811294766
abx_mega__van_dmso__5,-6.6498204024,1.0924749437,0.3519942873,0.6331787659,0.7842886771,-0.7681838617000001
abx_mega__zeocin_h2o__4,-0.5579185289,0.6265042858000001,-0.3420308308,-0.6381908614,0.0852071991,1.4810631343
abx_mega__h2o-6__2,-0.5335984827,-0.1930641951,0.2237971175,-0.12259243630000001,-0.18555417640000002,0.12666160140000002
abx_mega__tet_h2o__4,-2.5747366984999998,-1.1221989695,-0.09366302650000001,0.5383172481,-0.3648115819,-1.2428560724
abx_mega__nor_naoh__4,1.1166367215,-0.8893847205000001,0.1884711132,0.010780811500000001,-0.5856403514,-0.2609186745
abx_mega__cip_naoh__4,-0.9389849497,-1.1343377475,0.1897163396,-0.31651521790000003,-0.6155918729000001,-0.0755452092
abx_mega__tmp_dmso__4,1.9860993087,-1.2139028339,0.46955750020000003,0.49990663900000004,-0.8278137878,0.2225884108
