,A,PyrR
USA300_LAC_U01-Set004_R10LB_0.6ug/mLVancomycin_1,-21.27354725,7.4833027632
USA300_LAC_U01-Set004_R10LB_0.8ug/mLVancomycin_1,-17.17945629,7.9847715757
USA300_LAC_U01-Set004_R10LB_Control_2,-21.59443957,7.735270881
USA300_LAC_U01-Set004_R10LB_0.6ug/mLVancomycin_2,-21.05997277,7.398020638
USA300_LAC_U01-Set004_R10LB_0.8ug/mLVancomycin_2,-18.28925254,7.9161209553
USA300_TCH1516_U01-Set003_CAMHB_Control_2,7.416501581,8.3292837027
USA300_TCH1516_U01-Set003_CAMHB_0.45ug/mLVancomycin_2,7.566477767,7.9869752401
USA300_TCH1516_U01-Set003_CAMHB_0.65ug/mLVancomycin_2,6.458693942,8.7023819982
USA300_TCH1516_U01-Set003_CAMHB_0.7ug/mLVancomycin_2,4.434871343,8.8452121631
USA300_TCH1516_U01-Set003_CAMHB_Control_3,7.12650569,8.0829056766
USA300_TCH1516_U01-Set003_CAMHB_0.45ug/mLVancomycin_3,7.73578311,7.3901761226
USA300_TCH1516_U01-Set003_CAMHB_0.65ug/mLVancomycin_3,6.139067547,8.19730049
USA300_TCH1516_U01-Set003_CAMHB_0.7ug/mLVancomycin_3,4.537035349,8.3940844119
USA300_LAC_ICA-Set001_R10LB_Control_1,-22.91721227,6.3597879324
USA300_LAC_ICA-Set001_R10LB_Control_2,-22.2758754,6.377690602
USA300_LAC_ICA-Set001_R10LB_1.5mMIle_1,-21.97462113,6.039712938
USA300_LAC_ICA-Set001_R10LB_1.5mMIle_2,-21.15051128,6.0933133465000004
USA300_LAC_ICA-Set001_R10LB_4percentNaCl_1,-21.03710986,6.3306898152
USA300_LAC_ICA-Set001_R10LB_4percentNaCl_2,-21.67580907,5.7675519625
USA300_LAC_ICA-Set001_R10LB_5.5pH_1,-20.39211318,7.1005217298
USA300_LAC_ICA-Set001_R10LB_5.5pH_2,-20.37894009,6.9174352409
USA300_TCH1516_BK-Set001_THB_Control_1,-7.958666481,7.7732544421
USA300_TCH1516_BK-Set001_THB_Control_2,-4.58618953,9.1792851654
USA300_TCH1516_BK-Set001_THB_0.25ug/mLLinezolid_1,-11.74242442,8.2487335634
USA300_TCH1516_BK-Set001_THB_0.25ug/mLLinezolid_2,-11.53615239,8.8530510005
USA300_TCH1516_BK-Set001_THB_2.5ug/mLNafcillin_1,3.268179802,9.932983748
USA300_TCH1516_BK-Set001_THB_2.5ug/mLNafcillin_2,-5.687515326,8.4801991933
USA300_TCH1516_BK-Set001_THB_0.5ug/mLVancomycin_1,-11.57465051,7.320318127
USA300_TCH1516_BK-Set001_THB_0.5ug/mLVancomycin_2,-9.766929806,7.8634402927
USA300_LAC_ICA-Set002_CAMHB_25mMNaCHO3_1,-4.334890667,9.5602056188
USA300_LAC_ICA-Set002_CAMHB_25mMNaCHO3_2,-6.373459008,9.3879830969
USA300_LAC_ICA-Set002_CAMHB_2gLglucose_1,-5.529778728,7.9478416258
USA300_LAC_ICA-Set002_CAMHB_2gLglucose_2,-3.0753416,8.3705465808
USA300_LAC_ICA-Set002_CAMHB_Control_1,-0.19347778200000001,10.9453757519
USA300_LAC_ICA-Set002_CAMHB_Control_2,3.342407665,10.5812714328
USA300_LAC_ICA-Set002_R10LB_25ugmLadenine_1,-18.6896546,7.4664582594
USA300_LAC_ICA-Set002_R10LB_25ugmLadenine_2,-22.4019553,7.4112472784
USA300_LAC_ICA-Set002_R10LB_25ugmLguanine_1,-3.6250698630000002,9.9347403474
USA300_LAC_ICA-Set002_R10LB_25ugmLguanine_2,-4.291862889,10.0207971154
USA300_SNFM1_ICA-Set002_CAMHB_Control_1,-3.6041639080000003,10.4308717317
USA300_SNFM1_ICA-Set002_CAMHB_Control_2,-0.808680374,9.9465614117
USA300_SNFM1_ICA-Set002_R10LB_Control_1,-6.889817995,9.9226514003
USA300_SNFM1_ICA-Set002_R10LB_Control_2,-8.020821032,9.8516312969
USA300_SNFR19_ICA-Set002_CAMHB_Control_1,-14.93526959,8.6737290692
USA300_SNFR19_ICA-Set002_CAMHB_Control_2,-13.30645905,8.9914970722
USA300_SNFR19_ICA-Set002_R10LB_Control_1,-12.1199679,8.789992628
USA300_SNFR19_ICA-Set002_R10LB_Control_2,-11.29370373,8.9879551351
USA300_TCH1516_ICA-Set002_CAMHB_Control_1,-1.7588080590000001,10.7169692882
USA300_TCH1516_ICA-Set002_CAMHB_Control_2,1.7588080590000001,10.7189631249
USA300_TCH1516_ICA-Set002_R10LB_Control_1,-8.494436248,8.771495785599999
USA300_TCH1516_ICA-Set002_R10LB_Control_2,-5.386858236,9.6434063867
USA300_LAC_ICA-Set002_R10LBnoGlu_1gLmaltose_2,-2.141529857,10.1283329933
USA300_LAC_ICA-Set002_CAMHB_0.0195ug/mLMupirocin_1,-18.06269743,7.7808432697
USA300_LAC_ICA-Set002_R10LBnoGlu_1gLmaltose_1,-2.312765444,10.1575084708
USA300_LAC_ICA-Set002_CAMHB_0.0195ug/mLMupirocin_2,-17.08552556,7.7402644439
USA300_TCH1516_ICA-Set003_250nMParaquat_1,4.292649318,8.7481915523
USA300_TCH1516_ICA-Set003_250nMParaquat_2,4.9223876,9.409955051
USA300_TCH1516_ICA-Set003_2gLGalactose_1,4.498909431,9.6408802031
USA300_TCH1516_ICA-Set003_2gLGalactose_2,4.211895761,9.4639042863
USA300_TCH1516_ICA-Set003_2gLPyruvate_1,-0.528613428,7.4028372387
USA300_TCH1516_ICA-Set003_2gLPyruvate_2,-2.012501803,6.9606711922
USA300_TCH1516_ICA-Set003_Control_1,3.447941631,9.8362634877
USA300_TCH1516_ICA-Set003_Control_2,3.113737176,9.7209060206
USA300_TCH1516_ICA-Set003_StationaryPhase_1,6.219797116,10.2538823198
USA300_TCH1516_ICA-Set003_StationaryPhase_2,5.767651847,10.1198715603
