,A,CsgD,RpoS,CpxR,BtsR,FliZ
omics__wt_glu__2,-0.8930073428281992,0.014139412999999657,0.043958795,1.237183525999999,-0.11945458750000082,1.1510341975000005
omics__wt_gly__1,-2.2047621228898784,-0.5275816800000008,-0.016657597000000024,0.8329352329999988,-0.3997597665000008,0.7552429835000001
omics__wt_gly__2,-2.4255780249590866,-0.8220901390000009,-0.015329333000000387,0.8644454469999996,-0.5585283145000002,0.5501307025000002
omics__wt_thr__1,-4.490041744424039,-1.096230363000001,-0.27653058900000005,1.4414006530000003,-0.16470919850000065,1.0339362845000002
omics__wt_thr__2,-4.3094522139979885,-0.7301206100000002,-0.3382411019999996,1.424536454,-0.3027200595000004,1.1341204635000004
omics__bw_ac__1,-2.725224914643192,-0.16482524900000062,1.014675532,0.28175522899999983,1.6220064174999989,2.0972930665000002
omics__bw_ac__2,-2.43900501133932,-0.33159411600000066,0.9779118219999994,0.18871575600000054,1.4272188124999987,2.2616698835
omics__bw_fum__1,-5.548940534529331,-2.083663326000001,0.7274200319999995,-0.18006717500000047,1.4606617034999996,3.5078887705
omics__bw_fum__2,-5.885581401797938,-2.0315734190000008,0.7373106620000005,-0.03133615099999965,1.281621134499999,3.2427790975000006
omics__bw_glc__1,0.318053495632605,0.2839314309999992,0.3882324019999999,-0.05962031700000025,0.12334551749999978,0.8449404514999999
omics__bw_glc__2,0.2125332574755692,0.3345697190000001,0.39518415200000057,-0.05159600200000014,0.0979981814999995,0.8526082915000002
omics__bw_pyr__1,-3.608915232506415,-1.1113217580000008,1.0398495719999996,0.06354272799999983,1.7395990015000002,0.5572991685000002
omics__bw_pyr__2,-4.107647521653815,-0.8038042800000005,1.1488143320000006,0.03154883799999908,1.7183728515,1.0259083734999999
ompr__wt_nacl__1,-8.593967020284135,-1.9859207670000003,1.6465871120000006,0.4702779589999988,-1.1563843635000004,1.3184003295000002
ompr__wt_nacl__2,-8.651030830296367,-2.0451169600000005,1.759748342,0.595664833999999,-1.6205879505000005,0.9939089384999996
ompr__bw_delompr_nacl__1,-14.784684969482,-6.009046678000001,0.7287601719999994,0.25057528500000004,-1.4762248445000004,2.0060834594999997
ompr__bw_delompr_nacl__2,-15.32719321402138,-6.009046678000001,0.5739272920000005,0.3172897099999989,-1.566019568500001,1.7740441545000003
minspan__wt_ade__1,-2.749188270310086,-0.6233766040000006,-0.41096649500000026,-0.3030168849999999,-0.4595413875000007,1.2541238005000004
minspan__wt_glc__2,3.0760279829166173,1.1609458959999994,0.11574757800000054,-0.36628151499999984,-0.6389207845000007,4.3815072635000005
minspan__wt_glc__3,3.064096498171261,1.2121841389999997,0.02785716100000002,-0.399056936,-0.2417250525000005,4.554246175499999
minspan__wt_glc__4,3.11755197208068,0.9855438339999996,0.04818290200000064,-0.19743255100000034,-0.2506862585000009,4.5180164875000015
minspan__wt_glc_anaero__1,0.8321780344856528,0.13831454599999926,-0.27702965699999993,-0.5197233610000005,-0.4027397935000003,5.3340936845
minspan__wt_glc_anaero__2,0.7683197463297011,-0.3801165960000006,-0.08955874199999947,-0.12398103200000055,-0.4398564315000009,5.023899622500001
minspan__wt_trp__1,-0.7903663696247379,-0.6607995300000002,0.016084042999999326,-0.2162847720000016,1.0207633204999995,4.8530707655
minspan__bw_delcra_glc__2,0.2580122958578917,0.42921792099999934,0.268831166,-0.001049202000000804,0.2677688174999995,1.1910176015000005
minspan__bw_delcra_trp__1,0.4656237638195062,0.2823307039999996,0.03030116299999896,-0.35165597900000023,0.6516471904999994,1.3416767905000002
minspan__bw_delmntr__1,-3.482281309321753,-1.2729974850000003,0.12121000099999968,-0.23384402600000165,0.8749943084999998,6.3040545975
minspan__bw_delnac_ade__1,-0.7021228145319622,0.363416419,0.08339037800000071,-0.8379328600000004,0.2636337624999996,1.9550858975
minspan__bw_delnac_glc__1,5.2711266398740335,2.1001946329999988,0.41288737200000014,-0.5596798390000002,-0.04713846150000034,4.1933784014999995
cra_crp__wt_ac__1,-2.801815687788079,0.2539872319999992,0.34391979199999945,0.9140202239999996,0.9081226344999996,2.0863480225
cra_crp__wt_ac__2,-2.6834494795902124,0.20981448599999908,0.2228516109999994,0.8884851660000006,0.7592637794999995,2.2137390515
cra_crp__wt_fru__1,-2.361528466956585,-0.2199848720000004,0.32115443200000016,1.1341513560000005,0.4895837204999998,3.0051012785000006
cra_crp__wt_fru__2,-1.612947592768715,0.05216474099999946,0.2865428439999995,1.0825676909999995,0.4599132784999993,2.9457264435000012
cra_crp__delcra_ac__1,-4.251129586443578,-0.2701729560000006,0.5809128020000003,0.2633023829999992,2.0558524395,0.08114764450000013
cra_crp__delcra_ac__2,-4.1210439440829205,-0.6776476590000007,0.6237719419999994,0.1941985639999988,2.045469345499999,0.12816781350000014
cra_crp__delcra_fru__1,3.372690838288869,1.452455724,0.4457110719999999,0.10536876399999963,-0.4885821255000007,0.4770984125000002
cra_crp__delcra_fru__2,2.841040856415707,1.3113892669999991,0.527806022,0.08491888400000036,-0.3647369625000003,0.9094384725000002
cra_crp__delcra_glc__1,1.679127220196432,0.7493367780000009,-0.06741425999999963,-0.20316713600000025,-0.2236883895000004,0.6681787854999999
cra_crp__delcra_glc__2,1.6895992086624665,0.7735473399999986,-0.00946141200000028,0.001045006000000015,-0.02379773750000069,0.4221365595000002
rpoB__wt_031__1,-2.5672102700254777,-0.415668268000001,0.4189900820000005,-0.0881102070000015,0.6884255334999994,-0.0717035694999999
rpoB__wt_044__1,0.5630202672045754,0.33963071199999906,-0.0027066280000003213,0.18025788299999945,-0.5611728505000002,-0.1423367044999999
rpoB__wt_lb__1,-7.413545672743586,-1.6431092340000006,0.5912388619999991,0.1812719989999998,0.8679233384999989,-0.1963407324999995
rpoB__wt_lb__2,-6.741363295409254,-1.5937278750000008,0.5552148619999997,0.12299757899999975,0.9859388434999996,-0.40409104049999994
rpoB__rpoBE546V_031__1,-1.6619486439038185,-0.3358176020000005,1.0753228020000003,-0.006805957000000973,-0.25185500350000023,-0.2067885734999999
rpoB__rpoBE546V_044__1,-1.999440546861558,0.13516701399999942,1.0465195620000003,0.08366097600000089,-0.10282893350000057,0.18565785450000005
rpoB__rpoBE546V_lb__1,-9.179253247302173,-2.0616719880000005,0.6638522620000007,-0.1912389430000001,0.6989152315,-1.1840552505
rpoB__rpoBE546V_lb__2,-8.30497477758894,-2.160692036000001,0.6135239919999993,-0.19221227700000032,0.5134001774999994,-0.7583225675
rpoB__rpoBE546V_glc__1,-3.505597457431468,-1.8740810660000005,0.12999292800000006,-0.4553603750000006,-0.10821354650000092,-0.5579261015000001
rpoB__rpoBE672K_glc__1,-7.786271140152943,-3.458976245000001,-0.9269440880000008,-1.013562137000001,-0.2746976275000001,-0.9710645665000001
rpoB__rpoBE672K_glc__2,-8.31985484999826,-3.3453605690000017,-0.9221537669999992,-0.9952300150000006,-0.14427052150000108,-1.3668724365
rpoB__rpoBE672K_lb__1,-9.026273915133112,-3.796281602000001,-0.9664375940000004,-1.0593134480000002,0.7063598974999987,-1.9124584375
rpoB__rpoBE672K_lb__2,-9.531038530500256,-4.108626977000002,-0.8909124800000008,-0.905674349,0.8392628874999994,-1.6813022565
crp__wt_fru__1,-4.050127318436992,-1.3461865110000009,-0.08924797200000079,-0.3217010880000002,1.2133425615000002,3.0828900655
crp__wt_glyc__1,-5.394289737354865,-1.8486322270000004,0.382196532,-0.4651945660000001,1.1866154444999992,4.1592213895
crp__wt_glyc__2,-4.358295458041006,-1.7542890470000003,0.29671736199999893,-0.6120343730000002,1.2558234094999996,4.2036952715
crp__delar1_glyc__1,-1.1887840566282837,-0.551910211,0.457625371999999,0.4912308969999994,-0.5929306125,-0.21203657550000002
crp__delar1_glyc__2,-3.0322836012472005,-0.8503923790000005,0.3320905520000004,0.6718286339999988,-0.4582642315000012,-0.016764282499999617
crp__delar1ar2_glyc__1,2.347768298598488,0.7058146289999998,0.19362971600000026,0.21348961300000013,-0.9652364135000004,0.0396532525000004
crp__delar1ar2_glyc__2,2.4158018214114456,0.8588621219999997,0.33613993200000003,0.262500897999999,-1.1123398735000007,-0.3215081724999997
crp__delar1ar2_glyc__3,3.0780057951051667,1.0959175209999987,0.2143648299999992,0.26276246699999994,-0.9171026865000008,0.007580906499999873
crp__delar2_glyc__1,3.604253296143369,1.2332599279999992,1.187215512,0.2358484000000001,-0.06491308250000039,4.797669577500002
crp__delar2_glyc__2,3.818293209722876,1.3343725259999992,1.0412096020000003,0.2514501979999988,-0.11518641850000046,4.7755386925
crp__delar2_glyc__3,2.558067707281402,0.9316017489999996,1.0004265120000009,0.23161323200000086,0.15650306349999887,4.6683172545
crp__delcrp_fru__1,1.1079859699636023,1.2219755099999992,1.4035451519999995,0.4703877120000009,-0.8444706505000004,0.3131223325000003
crp__delcrp_fru__2,1.4566837808774975,0.9429565099999992,1.3121425020000004,0.5585201160000004,-1.5259258865000005,0.8349664615000001
crp__delcrp_fru__3,1.75210068767953,1.218921689,1.3327748219999993,0.4309364119999993,-0.7401474195000004,0.6571297524999999
crp__delcrp_glc__1,1.3038583567465876,1.090391746999999,1.2202025120000002,0.4773843820000003,-1.2638495925000006,0.1476371255000002
crp__delcrp_glc__2,0.8687937446905312,1.1477606189999996,1.232196922,0.4978502429999985,-0.9971175795000008,0.02773427649999993
crp__delcrp_glc__3,1.4901826571668924,0.9847408099999989,1.218558562,0.5282161520000006,-1.3583613045000005,-0.13939277049999976
crp__delcrp_glyc__1,2.592641296624517,1.4000046289999997,1.4730303219999996,0.39621902299999867,-1.2575624225000004,-0.42160214450000005
crp__delcrp_glyc__2,2.53190563645727,1.4021126030000008,1.491695502000001,0.4577779999999994,-1.1100478935000004,0.3144922115000002
crp__delcrp_glyc__3,2.248480910148629,1.6009688759999978,1.4256353120000007,0.3608085709999997,-1.2891182895000002,0.4606783614999999
glu__glu_ale3__1,-7.930748175195393,-3.2179243930000005,0.7930836120000002,-0.3773450460000003,-1.5996277295000003,2.5352766335000005
glu__glu_ale4__1,-7.92589216991604,-3.4488662460000006,-0.2613450630000003,-0.6650056679999999,-0.4926388605000005,3.9573553185
glu__glu_ale5__1,-8.036217102466093,-3.2399054080000007,-0.923966688,-0.7392019890000006,0.2342417214999992,5.1222717875
glu__glu_ale6__1,-6.740061927422367,-3.8778762820000017,-1.0723884590000008,-1.228548538,-0.8971973705000007,2.4543408625000005
glu__glu_ale8__1,-6.80284607245356,-2.7959610610000007,0.8990942620000002,-0.07749206000000086,-0.7515890785000003,4.746845778500001
glu__glu_ale9__1,-8.202060199360096,-3.4780452730000007,-0.267016099000001,-0.3186936100000004,-0.500563539499999,2.0248335165
glu__glu_ale10__1,-7.799986864070205,-2.9707386640000006,-0.0609958190000004,-0.5078915770000005,-1.3820435655000003,4.2520938505000005
42c__wt_42c__1,-3.2778641559695205,-0.8372606980000006,-0.2815316019999994,0.04235050399999984,0.2558501094999999,-0.8665179694999998
42c__42c_ale1__1,-7.158432889637262,-2.2694417050000006,-0.4853856130000001,-0.08140992999999952,1.5124655654999994,5.8174084575
42c__42c_ale2__1,-4.289109199728602,-2.192958238000001,-0.28717722000000023,-0.2993300960000003,-0.11911776550000043,5.3387393125
42c__42c_ale3__1,-3.2453813797537565,-1.7507923720000005,-0.5307598339999995,-0.16394340200000102,-0.16877623250000084,4.9630866115000005
42c__42c_ale4__1,-9.225607651733648,-3.2473090570000003,-0.06679679299999998,0.379172831,0.052677027499999696,3.9972084685
42c__42c_ale5__1,-4.12456818580278,-1.7950855790000009,-0.4238999000000003,-0.5727183949999999,-0.09922526950000066,4.6761670575
42c__42c_ale6__1,-10.785221678013064,-5.798302105,-1.6790261920000005,0.3501597489999995,0.01728518249999933,0.6404688255000002
42c__42c_ale8__1,-10.370159825369376,-3.673409818000001,-0.6158962060000004,0.5503156459999996,0.3179956794999992,0.3683441955000002
42c__42c_ale9__1,-4.361562681997077,-2.239743463000001,-0.5299862819999994,-0.2170998950000005,0.4849534254999997,5.6739275225000005
42c__42c_ale10__1,-8.828312229401519,-3.760223850000001,-0.5234000390000002,0.5084994829999996,0.2982023984999991,4.6544471844999995
ssw__wt_ac__1,-0.1067929921954892,1.2567479240000001,1.2230336019999992,-0.10001132200000028,0.8788910865000004,0.36663045149999984
ssw__wt_glc__1,4.879455418084562,2.260456904,-0.6345283510000002,-0.36318077100000057,-0.6717551725000002,3.725633443500001
ssw__wt_glyc__1,-6.433202180012428,-1.843085265000001,-0.13753819100000084,-0.719950688,1.2541738324999994,0.9330735595
ssw__wt_xyl__1,-1.785593943800058,-0.2112486140000005,0.2429983199999999,-1.174384379,1.0909405965000003,-0.15999174849999998
ssw__glc_ale1__1,-4.83702948502618,-1.4291808860000008,0.7432752320000002,-0.6727073389999987,0.22689968149999906,-0.5656171794999998
ssw__glc_ale2__1,-2.9081022693603016,-1.0852061850000003,0.426754171999999,-0.574474489,-0.5880107595000004,-0.8554596884999999
ssw__glc_ale3__1,-6.624731892665713,-2.4983948550000004,-0.5801338450000006,-0.6221487129999996,0.9706694364999996,-2.1896761165000003
ssw__glyc_ale1__1,-4.270994908333995,-1.5880760810000003,0.2539637250000002,-0.33934005799999944,0.5297178194999992,-0.5797748994999998
ssw__glyc_ale2__1,-4.866736317725461,-1.4019930760000008,-0.7526172219999996,-0.6629369270000005,0.7650633884999989,-0.5692611894999997
ssw__xyl_ale1__1,-4.181899962527141,-1.7238342270000002,0.07102489999999939,-1.0568479990000004,-0.2677057894999999,4.6835979645
ssw__xyl_ale2__1,-6.396421539359343,-2.7343368420000003,0.11657292900000014,-0.6113435970000003,0.10303725849999967,5.551170580499999
ssw__xyl_ale3__1,-4.915336361960782,-1.5540003850000002,-0.2888721400000005,-0.5419173439999998,0.04289462649999986,1.1594914845000002
ssw__glc_ac_ac2__1,-7.078601251261672,-2.2297381350000007,-0.9307193809999994,-0.9939558750000002,0.9126131964999996,-0.27418160150000004
ssw__glc_ac_glc1__1,-3.1774012652992343,-1.2774295300000011,-0.209421098,-1.419592047000001,-0.3794988585000008,1.3787361164999998
ssw__glc_glyc_glc__1,-3.558435840103632,-1.3132631280000011,0.5182240819999997,-0.5577164370000016,-0.6795947265000004,-0.32180141949999985
ssw__glc_glyc_glyc__1,-5.219408796875273,-2.1558621580000006,0.4607958520000004,-0.7676497070000003,0.034370261499999444,0.8967422384999999
ssw__glc_xyl_glc__1,-8.293905168919009,-3.4470923780000007,-0.6348894549999997,-0.5886135189999999,-0.2045153795000001,-0.5950591704999999
ssw__glc_xyl_xyl__1,-6.322082006483617,-2.9176976790000007,-0.2640025520000009,-0.9350712320000004,0.4431746374999994,-1.0817489105
ica__wt_glc__1,-2.455313255105696,-1.3459176590000013,-0.7602189819999996,-0.7688033560000003,0.4488267934999994,6.1669126775
ica__wt_glc__2,-2.65955073938842,-1.5261490190000009,-0.8536889090000006,-0.7857402710000017,0.3405093684999993,6.265191691499998
ica__wt_glc__3,-3.5398580195522182,-1.2190005160000013,0.049913985999999966,-0.4796212600000001,-0.21079927250000008,5.6536483915
ica__wt_glc__4,-0.3519408574467339,0.12199192499999968,0.09081191900000007,-0.5672737640000003,-0.3014883165000004,6.0562814365
ica__arg_sbt__1,-3.637821765918888,-1.6092990900000004,0.5891611220000001,-0.3142978040000006,1.0260161025,5.9665554385
ica__arg_sbt__2,-3.6774446864591503,-1.2292877580000008,0.3881980019999993,-0.3614628010000001,0.9953518115000001,6.0066817355
ica__cytd_rib__1,-4.919208782187718,-1.3300860200000004,0.765180341999999,-0.1575187850000006,0.5528845004999994,7.1670466815
ica__cytd_rib__2,-4.668634305415103,-0.8111334880000003,0.6480234419999995,-0.1751804020000005,0.5937951824999992,7.0568887815000005
ica__gth__1,1.2886054502725472,0.9868203459999992,0.8912684019999997,0.14429520399999873,-0.9550871905000003,1.5501604154999995
ica__gth__2,0.7216215553884358,0.4046276539999996,1.0063285620000002,0.12843688699999944,-1.3816337355000003,1.1826361005
ica__leu_glcr__1,-2.169516656394471,-0.6044806670000007,-0.2369398530000009,-0.6865956830000002,0.8409880444999995,6.607469386499998
ica__leu_glcr__2,-2.608496468694837,-0.7029001760000009,-0.3034178609999998,-0.6907604840000001,0.9995847174999994,6.5862655585
ica__met_glc__1,-5.659505085119042,-2.3338715670000005,-1.022815705000001,-1.049996104,0.08433313050000013,5.6087098955
ica__met_glc__2,-6.007125228730278,-2.680452217000001,-1.102207818,-1.0960093569999998,0.008164904499999182,5.601418006499999
ica__no3_anaero__1,-3.1968517111920165,-0.9412287040000012,-0.1954281790000003,-0.334290405,-0.8607018515000004,3.0703254155
ica__no3_anaero__2,-2.3612612803178927,-0.9611276140000014,-0.12172514500000098,-0.2699431760000017,-0.6444788895000002,2.8770384125
ica__phe_acgam__1,-3.45544032371649,-1.5458860870000004,-0.4922668249999997,-0.8230421510000001,0.1880132014999996,5.5731782925000015
ica__phe_acgam__2,-4.341729052717786,-1.9065943470000004,-0.5852651299999998,-0.9343981029999996,0.23544608149999924,5.598629852500001
ica__thm_gal__1,-0.4313752506414978,0.6538108879999998,0.6066152819999999,-0.2144420150000004,0.9190443544999995,6.2784109005
ica__thm_gal__2,-1.0949582103277724,0.4543772490000002,0.668510972,-0.17771774700000087,1.0038869754999995,6.2026037275000006
ica__tyr_glcn__1,-4.785364741743292,-2.2856752380000005,-0.5756726790000002,-0.8420201860000001,0.4709818334999989,6.6878752295
ica__tyr_glcn__2,-4.38231011112553,-2.1915635240000007,-0.5077214810000008,-0.7380973890000001,0.5880085104999999,6.622192792500001
ica__ura_pyr__1,-1.470030937154305,0.10965339099999928,0.20881733899999946,-0.5114708829999994,0.9896623744999989,6.069734669500001
ica__ura_pyr__2,-1.72582385789741,-0.02553767700000087,0.4469161219999993,-0.4768279990000002,1.5342898915000005,5.859044859500001
ica__wt_glc__5,-1.8125934674677,-0.809132549000001,-0.443233116,-0.5089311240000001,0.05221476349999943,5.961330161499999
ica__wt_glc__6,-0.9598628310920944,-0.5384142750000009,-0.3440205879999993,-0.4703625070000008,-0.1883448465000006,5.9373745735000005
ica__bw_delpurR_cytd__1,-4.939598001911981,-1.7158658750000004,-1.10661481,-0.7971133620000009,0.016049203499998832,5.8886808854999995
ica__bw_delpurR_cytd__2,-4.057339411884207,-1.1816537570000003,-0.40072797000000016,-0.8056899479999995,0.2724366984999991,5.467736190499999
ica__ade_glc__1,-3.3432575679040712,-1.2607218410000005,-0.4128361290000005,-0.663226345,-0.18008265150000113,5.5311636645
ica__ade_glc__2,-5.224045903686657,-1.7130136160000005,-1.293643015999999,-1.0200041020000006,0.19895358949999944,5.916674062500001
ytf__wt_glc__1,1.9547993925420195,0.5024858009999997,0.3419649420000006,0.11603962599999915,-0.17824113850000067,0.7988317645
ytf__wt_glc__2,2.089610119280157,0.5898567380000008,0.6804132620000001,0.3661071109999998,-0.06909623950000032,1.1603687675000005
ytf__delyafC__1,-0.9713926435072288,-0.5257996460000003,0.5565448419999992,0.11510076100000075,0.8709713514999997,0.7678407195000001
ytf__delyafC__2,-1.354654251783633,-0.6921840220000002,0.6846965419999993,0.12215718499999895,0.7630248894999996,0.7913504124999999
ytf__delyeiE__1,0.3326831848111899,0.2001177659999991,0.24851932099999985,-0.0164444390000007,0.5444553465000004,0.5775477475000002
ytf__delyeiE__2,1.589070971550968,0.6847568309999987,0.07231935399999934,-0.10683157899999962,-0.0055801505000001575,0.042220806500000034
ytf__delyiaJ__1,0.7007664887256899,0.1557320769999997,0.6024993319999989,0.2525872790000001,0.5785845404999996,0.4760628384999999
ytf__delyiaJ__2,1.2334006433163982,0.3819082829999996,0.775933062,0.32036506999999936,0.5453803454999999,0.9899565295000006
ytf__delyieP__1,-2.010338260881926,-0.7720910650000006,0.6228551420000006,0.21932070999999986,0.2368365834999988,0.23222274749999985
ytf__delyieP__2,-1.3303151799485304,-0.6295913550000014,0.7701409819999991,0.6311852689999995,0.0064921054999995675,0.6627407065000002
ytf__wt_ph5__1,-0.0387796572400595,0.005986810999999648,0.4666802919999995,-0.12323564100000173,-0.1532433665000008,-0.20416924749999987
ytf__wt_ph5__2,0.0993493149437336,0.15931240699999893,0.4907947220000004,-0.10666200100000013,-0.13503524950000045,0.5288535345
ytf__wt_ph8__1,1.178255602721144,0.2842889619999989,0.4135751320000001,-0.11077808000000113,0.09315567649999944,0.3008049315000001
ytf__wt_ph8__2,1.087182553027567,0.2888502009999989,0.42222096199999903,-0.0071240140000004,-0.016917715500000874,0.3060866135000002
