,A,GlcC,ArcA,ihfB,PdhR
kan_efg__wt__1,0.41647689190000003,0.0868361,-0.11984394920000001,-0.0172169932,0.21838909780000001
kan_efg__wt__2,-0.41647689190000003,-0.0868361,0.11984394920000001,0.0172169932,-0.21838909780000001
lrp__wt_min_log__1,0.27064802860000003,0.0953175205,-0.0676967451,-0.093145789,0.0381163923
lrp__wt_min_log__2,-0.27064802860000003,-0.0953175205,0.0676967451,0.093145789,-0.0381163923
lrp__wt_min_trans__1,3.1160722856,0.0650095869,0.1233067759,0.1545839931,-0.2377635457
lrp__wt_min_trans__2,5.2992954322,-0.6278762265,0.20364527300000002,0.5016686799,0.017877099100000002
lrp__wt_min_stat__1,-3.0958123303,-0.44325087280000003,1.6182345706999999,0.2930838522,-2.5736084088
lrp__wt_min_stat__2,-1.6842327053,-0.39849990630000004,1.594982006,0.4443584974,-2.2105156668
lrp__wt_liv_log__1,-1.2867735993,-0.4466111666,0.0672035128,0.1499765312,0.4838367602
lrp__wt_liv_log__2,-1.0545218094,-0.29721010810000004,-0.0222688136,0.0832177955,0.2075991261
lrp__wt_liv_trans__1,-4.4065387707,-2.0687525693,0.0424268426,0.1494158533,-0.17641870310000002
lrp__wt_liv_trans__2,-3.6672448335,-1.7883779423,-0.3133300406,0.0520250297,-0.0481857944
lrp__wt_liv_stat__1,-4.4512287291,-0.41958864230000004,1.5958580575,-0.5083392594,-2.9279517938
lrp__wt_liv_stat__2,-2.5836389924,-0.48419666600000005,1.7177042546,-0.1052962085,-2.4988127231
lrp__wt_rich_log__1,-8.8512296744,-1.6429020644999999,-1.0287892827,-1.060972326,2.1673554024
lrp__wt_rich_log__2,-8.8768525866,-1.5995174125,-1.0047560455,-1.0260900458,2.1606768841
lrp__wt_rich_trans__1,-0.9454278243,-2.8590213786,0.3254800541,0.5162780332,-2.3856707714
lrp__wt_rich_trans__2,-5.3779151991,-3.4302126741,0.1120321633,-0.1665471899,-2.2386958793
lrp__wt_rich_stat__1,10.2055805555,-1.9635493577,0.4894026192,-0.25053451520000003,-1.8391763783
lrp__wt_rich_stat__2,9.139230944,-0.3597509931,0.6397665666,-0.2176500094,-2.1333657584
lrp__dellrp_min_log__1,-1.5047967073000001,-0.4119559906,-0.0407208341,-0.1135008517,-0.2595809441
lrp__dellrp_min_log__2,-1.0707529425,-0.5745913469,-0.014845037,-0.1418917681,-0.033250292
lrp__dellrp_min_trans__1,0.8762065721000001,-2.4978702893999998,0.5397192637,0.8887595407000001,0.2033357349
lrp__dellrp_min_trans__2,5.6785409163,-1.156574547,0.48378118270000003,0.9354712413,0.3201501442
lrp__dellrp_min_stat__1,-2.2527017214000002,-1.1212484923,1.3182395307,-0.114380222,-2.2656263836
lrp__dellrp_min_stat__2,-2.1538550557,-1.3844299789,1.3320724377,-0.4618928782,-2.261559559
lrp__dellrp_liv_log__1,0.5023879709,-0.5454635517,0.4198393247,-0.1224464358,0.0589547733
lrp__dellrp_liv_log__2,-1.0170631464,-0.8886067281000001,0.5218605334,0.2983490954,-0.1938711418
lrp__dellrp_liv_trans__1,-1.9994558734,-2.4472072262,-0.12638412400000001,-0.24434000990000002,-0.7052430446
lrp__dellrp_liv_trans__2,-0.6965940253,-3.0505981804,-0.1359480794,0.0135024936,-0.9460967235000001
lrp__dellrp_liv_stat__1,-5.1014460296,-0.9167332496,1.2536283473,-0.0888189655,-1.893464644
lrp__dellrp_liv_stat__2,-4.5673766931,-0.8047829086,1.4218786994000001,0.0958785737,-1.8699150123
lrp__dellrp_rich_log__1,-9.1238123613,-1.913448666,-0.7977188794000001,-1.0485301634,2.2563992238
lrp__dellrp_rich_log__2,-8.5340312466,-1.8248941545,-0.7443303324,-0.9506783407,2.2285232058
lrp__dellrp_rich_trans__1,-4.9236846567,-2.9821061428,0.7261719226000001,0.0092334253,-2.2365152565
lrp__dellrp_rich_trans__2,-6.181999615,-3.7085009909,0.8865826679000001,0.24535617110000002,-2.2195866643
lrp__dellrp_rich_stat__1,-7.2648457002,-3.1286139075,-0.9243434027,0.047163355000000004,0.3374656408
lrp__dellrp_rich_stat__2,-7.0969657669,-3.0014129726,-0.4780419603,0.5261040576,0.3317472213
mazF_circuit__t0__1,0.61159316,-0.0826564447,-0.0418893319,0.1562382721,-0.0302060457
mazF_circuit__t2__1,2.3956339602,0.9894200723000001,0.3591658249,0.6331112553,-0.3671143953
mazF_circuit__t4__1,0.9323646276,1.2844684645,-0.8304810236,0.6614788326000001,0.0778278535
mazF_circuit__t6__1,0.46355764200000005,1.6815193302,-0.9492480625,0.24987335840000002,0.8129450082
mazF_circuit__t8__1,-0.5758172503,2.3826028314,-0.7195329218000001,0.0917625044,0.4747803356
mazF_circuit__t0__2,-0.61159316,0.0826564447,0.0418893319,-0.1562382721,0.0302060457
mazF_circuit__t2__2,-0.1238303441,0.4756601481,0.36484522820000004,0.0567651034,0.1695179899
mazF_circuit__t4__2,1.2540377647,0.930767027,-0.2926059744,0.7709594122000001,0.22959542900000002
mazF_circuit__t6__2,1.0144798145,1.5210895248,-0.96780511,-0.0509849852,0.1320666098
mazF_circuit__t8__2,0.8237730455000001,2.7642857676,-0.8880264464000001,0.0225987589,0.2528359551
mazF_ribo__emptyvec_mrna_5m__1,-0.1282620442,-0.1317005234,-0.0702595117,-0.0052523366,0.0757607705
mazF_ribo__emptyvec_mrna_5m__2,0.1282620442,0.1317005234,0.0702595117,0.0052523366,-0.0757607705
mazF_ribo__mazF_mrna_5m__1,-3.7858297558,0.16747008770000002,0.9398787361000001,0.570603653,1.7401411908000002
mazF_ribo__mazF_mrna_5m__2,-3.8755977956,-0.016576142800000002,0.8303069123,0.6901759176000001,1.587468528
mazF_ribo__emptyvec_total_5m__1,-1.1143994296,-0.0422535905,0.946656288,1.5424410397,0.4754744534
mazF_ribo__emptyvec_total_5m__2,-1.3070724321,-0.0930896549,1.1842926666,1.5776798909,0.5676763015
mazF_ribo__mazF_total_60m__1,-10.5210938451,0.2887052841,2.0597493091,2.225918038,1.4427717624
mazF_ribo__mazF_total_60m__2,-10.622055437,0.2859558709,1.9871094608000002,1.9230280871,1.2798281791
mercury__ctrl_t00__1,-0.29707037340000003,0.0076200406,-0.0109633621,-0.1894888166,0.39686181670000004
mercury__ctrl_t10__1,-0.1671389299,-0.463621759,0.1915417136,-0.0070085912,-0.07803555820000001
mercury__ctrl_t30__1,-0.25090544470000004,-1.7036348222000002,0.4382787508,0.1387935465,-0.39048998560000003
mercury__ctrl_t60__1,-0.3198696804,-1.9877715329,0.8004866388,1.1480823992,-0.8554215231000001
mercury__hg_t10__1,-0.3669314885,2.2084332275,1.9152520917,0.553251837,1.3650708748
mercury__hg_t30__1,2.3563390618,2.1948000765,1.1996490032,2.2675264486,0.2384508477
mercury__hg_t60__1,4.1269024423,1.7747300295000001,1.8380215310999999,2.6073396528,0.1610490842
mercury__pma_t10__1,1.3737446013999999,1.8955330359,2.6258083189,1.1005582828,1.3522758518
mercury__pma_t30__1,0.8244545117000001,2.2641872663,3.0698813737,1.4531342244,1.6405017519
mercury__pma_t60__1,-2.1827181208,-2.0170443474,0.1445234506,0.3869285342,0.3078560722
mercury__ctrl_t00__2,0.0737156715,-0.0376802033,-0.054104921800000004,0.06269682730000001,-0.16088072920000002
mercury__ctrl_t10__2,0.3122777383,-0.6345248803,0.2699377164,0.0100486958,0.0349874108
mercury__ctrl_t30__2,-0.5224197028,-2.2444017269,0.555827049,0.5188256616,-0.9400603804000001
mercury__ctrl_t60__2,-0.9479242368,-2.1983975496,0.6926915157,1.1551031202,-1.4454948992
mercury__hg_t10__2,0.15218248380000002,2.1775165216,1.4906963293,0.9031231929,1.1892960151
mercury__hg_t30__2,2.6955121042,2.0100793252,1.3683929035,2.3014184749,0.1503615063
mercury__hg_t60__2,1.3090014091,-0.2796367896,0.494319569,0.8161729794,0.5777034435
mercury__pma_t10__2,1.4984690730999999,1.9341165681999999,2.6405668813,1.18477867,1.2854335982
mercury__pma_t30__2,1.2728511562,2.2635185921,3.0132033942,1.4069757974,1.6569324841
mercury__pma_t60__2,-0.1522052029,-1.2833461982,0.6155141427,0.4216682631,-0.6942970291
mercury__ctrl_t00__3,0.2233547018,0.0300601628,0.0650682839,0.1267919893,-0.23598108750000002
mercury__ctrl_t10__3,0.1756011845,-0.4612323266,0.131948695,0.0051995689,0.2548740076
mercury__ctrl_t30__3,-0.1076778875,-1.7953493002,0.718830944,0.8339415168000001,-0.1395641419
mercury__ctrl_t60__3,-1.113617311,-2.1021380591,0.5866470260000001,0.9644064039,-0.6469528902
mercury__hg_t10__3,-0.3262728848,2.393656371,2.694957389,-0.8350756355000001,1.4473563895
mercury__hg_t30__3,1.9325660497000001,2.4273560912,0.9684479897,1.9415273842,0.2556197557
mercury__hg_t60__3,2.8013757675,0.7798345023000001,1.3434742516,1.9147132720000002,0.6086057268
mercury__pma_t10__3,1.4037072077000001,2.0468008556,2.7551351866,1.1322130394,1.3898936714
mercury__pma_t30__3,1.0336209774,2.2645338782,3.1088214481,1.5095176118,1.7228941997
mercury__pma_t60__3,-0.6664363317,-1.4325616,0.6884983213,0.6635232554,-0.6893373199
ml_abx__az_lolcde__1,0.4729831096,0.3560486641,-0.20198363290000002,0.48992119580000004,0.3403229515
ml_abx__az_lolcde__2,0.12132346170000001,0.46854299120000004,-0.3189827836,0.3120800843,0.3915712766
ml_abx__az_lolcde__3,-0.3955935881,0.4953114758,-0.12733909570000002,0.1877009152,0.2308050267
ml_abx__b01__1,0.3785640558,0.9202274501000001,-0.0382179776,0.0630767935,0.8605299099
ml_abx__b01__2,0.5291811882,0.9415169862,-0.0983834053,0.0691725602,0.9684173920000001
ml_abx__b01__3,-0.2017587479,0.3292992685,-0.5537662898,-0.1545204794,0.4827026914
ml_abx__cro__1,-0.009280582,0.442907386,0.3127793779,0.1929939407,0.1732745343
ml_abx__cro__2,-0.3274908955,0.0665721619,-0.1031121172,0.0693341213,-0.2566173531
ml_abx__cro__3,-0.4051033919,-0.4468213636,-0.2769198177,-0.4425272645,-0.0343322134
ml_abx__chl__1,-0.1256437933,0.42809127880000003,-0.7942616282,-1.2325982184,1.0453832475
ml_abx__chl__2,-0.0135205681,0.8527257405,-0.4111183861,-0.9705946505,0.6198660807
ml_abx__chl__3,-0.41476913,0.7053722474,-0.6512181101,-1.0401167738,1.8920049581
ml_abx__cip__1,0.22001134630000002,0.044533556,-0.2328406334,-0.1261411765,-0.6692508822000001
ml_abx__cip__2,-0.3285457417,-0.34108613990000003,-0.4891983387,-0.1977983036,-0.6271680469
ml_abx__cip__3,-0.21822401230000002,-0.36803476500000004,-0.9858200194000001,-0.5428522547,-0.4293652328
ml_abx__clr__1,-0.6810228889000001,2.5797226665,-1.1611403616,-0.7008032636,2.3410628898
ml_abx__clr__2,-1.1367096683,1.139196683,-0.4653461236,-0.9762081964,1.2696485381
ml_abx__clr__3,-1.006718719,0.7545950245,-0.8506758078000001,-1.2619941227,1.6174211904
ml_abx__cst__1,0.0085229541,0.2585022621,0.028131279000000002,0.2438998293,0.009991314900000001
ml_abx__cst__2,0.0222438067,-0.0880140034,-0.1056551542,0.26576712140000003,-0.2975427373
ml_abx__cst__3,-0.2443488858,0.0360435032,-0.37157694010000003,0.0780191361,-0.0255581953
ml_abx__ctrl__1,-0.0003504056,0.3776596226,0.15086632020000001,0.1598698194,0.0545075514
ml_abx__ctrl__2,-0.0867358617,0.6015247644,0.222737346,0.10642429290000001,0.18437428520000002
ml_abx__ctrl__3,0.3690370452,-0.009467001000000001,0.110231593,0.0510856679,0.0758122179
ml_abx__ctrl__4,0.0411332591,-0.4989822627,0.1137296101,0.1552387405,-0.24578536720000002
ml_abx__ctrl__5,-0.5447838042,-0.2347102003,-0.2725888385,-0.26248649690000003,-0.0111798789
ml_abx__ctrl__6,0.2216997672,-0.23602492300000003,-0.3249760309,-0.2101320238,-0.057728808400000005
ml_abx__dox__1,-0.8460482658,1.5328111753,-1.0704172995,-0.9780117109,1.7740929615
ml_abx__dox__2,-0.2890656018,0.5967466264,-0.7081142331,-1.1075124308,0.5888021990000001
ml_abx__dox__3,-0.8427543752000001,0.6906753556,-0.6930128134,-0.8407783841,1.5965650479
ml_abx__glob__1,0.34558113560000003,0.0089048874,-0.0883783216,0.4302949447,0.0897383695
ml_abx__glob__2,0.21759638250000002,-0.24206138470000002,-0.099391956,0.45006282140000003,-0.0582572873
ml_abx__glob__3,-0.3937202093,-0.1526347969,-0.6044773846,-0.0423093921,-0.03212868
ml_abx__lvx__1,0.1684652841,0.032746781100000004,0.1316656856,-0.0001481002,-0.3508788585
ml_abx__lvx__2,0.2379249626,0.09703662240000001,-0.3193606792,-0.0816094765,-0.747285936
ml_abx__lvx__3,-0.0493647522,-0.4028210755,-0.6585030624,-0.5324568165,-0.5492478126
ml_abx__mec__1,-0.3421163215,0.1802101208,0.1392440415,0.0603716803,-0.09654940740000001
ml_abx__mec__2,-0.4856388017,0.3362890206,-0.0994532634,-0.0438065497,-0.4970532331
ml_abx__mec__3,-0.4279719253,-0.4448639459,-0.480013075,-0.148872566,-0.2276838418
ml_abx__mem__1,0.2841408278,0.54189273,0.1603490528,0.0852196846,0.0911997737
ml_abx__mem__2,-0.4402480939,0.39867167870000003,0.1481114442,0.2616348697,-0.33893120130000004
ml_abx__mem__3,-0.35423926240000003,-0.1570308922,-0.2173357595,-0.22487712710000002,-0.11367065280000001
ml_abx__nit__1,1.1333563333,1.9197137684,-1.7811438781,-0.6054230973,2.5981571736999998
ml_abx__nit__2,0.1023669673,1.6659109613,-2.1307990097,-0.8637874091000001,3.1227554582
ml_abx__nit__3,-0.1109973477,1.3383354695,-2.1228927186,-0.9109242801,3.5345653592
ml_abx__ntx__1,0.3092175582,4.9033719648,-2.2152411398,-1.2585341307,-0.4924227559
ml_abx__ntx__2,1.2077289986,4.6852206493,-1.7852927123,-0.8879509193,-0.4851805389
ml_abx__nor__1,0.7122127612,-0.3718399583,0.0597515543,-0.0597636964,-0.6452947792
ml_abx__nor__2,-0.4162091933,0.1810559243,-0.43789696110000004,-0.28464656250000003,-0.5682205491
ml_abx__nor__3,-0.1048786943,-0.3471950703,-0.8230746571,-0.5346203111,-0.1471499078
ml_abx__pb__1,0.6126994889,0.861422389,-0.12524527800000002,0.6518911327,0.9299397129
ml_abx__pb__2,0.1947796815,0.6071211073,0.0012504047000000001,0.6072186340000001,0.5519122225
ml_abx__pb__3,0.47296948660000004,0.0655423048,-0.38562192500000003,0.3657176294,0.4903983322
ml_abx__tmp__1,-0.2614176394,0.5176518454,-0.30334683100000004,-0.02917652,-0.20054957880000002
ml_abx__tmp__2,-0.3830903698,0.7298276669,-0.3516716362,-0.23585785620000002,0.0635710635
ml_abx__tmp__3,-0.5132842143,0.47713299530000003,-0.6353873038,-0.5612001768,0.6206579268
mut_abx__del_mutS_000nor__1,1.1799499517,-0.16734558060000002,-0.0732650834,0.060368359,-0.012904764400000001
mut_abx__del_mutS_000nor__2,-0.5199888993,-0.1011177415,0.1451301475,0.0980568742,-0.44336306270000003
mut_abx__del_mutS_000nor__3,-0.6599610524,0.268463322,-0.0718650641,-0.15842523320000002,0.4562678271
mut_abx__del_mutS_125nor__1,0.7398971921,-0.2043992724,0.1429632599,0.4819642736,0.014598533700000001
mut_abx__del_mutS_125nor__2,1.7194355173,-0.28371551500000003,-0.0811107971,0.2029865342,-0.1033193978
mut_abx__del_mutS_125nor__3,1.6982260610000002,-0.3239113583,-0.0296220658,0.3828531532,0.1465334391
mut_abx__del_mutS_250nor__1,1.5346839617999999,-0.3158160397,0.0344344757,0.4431344042,-0.0870006747
mut_abx__del_mutS_250nor__2,1.3791670415000001,-0.3746470511,0.11639725370000001,0.3142653859,-0.1842068467
mut_abx__del_mutS_250nor__3,2.2101378623,-0.5214035597000001,-0.0099816008,0.353931784,-0.1664554214
mut_abx__del_mutS_375nor__1,0.6833437608,-0.3314304334,0.027381407000000003,0.9571972367,1.4082884879
mut_abx__del_mutS_375nor__2,-0.921427422,-0.3300162088,-0.0021052977,0.8032238378000001,1.0366530775
mut_abx__del_mutS_375nor__3,0.2974457893,-0.1916086344,0.007675045100000001,0.7668903689000001,1.1848865572
mut_abx__del_mutS_500nor__1,0.5975010886000001,-0.0329651855,-0.0219615704,0.5037775474,1.8471434594
mut_abx__del_mutS_500nor__2,0.4479712161,-0.1360196433,-0.0384265959,0.7364907105,1.9363835625
mut_abx__del_mutS_500nor__3,0.7461099841000001,-0.2640849909,0.0027122553,0.6726571582,1.1363415876
mut_abx__del_mutS_625nor__1,-0.11561747680000001,0.2782883922,0.0488622045,0.5152526936,1.0133936989
mut_abx__del_mutS_625nor__2,-0.39568628380000004,0.4766900122,-0.0521707852,0.1153497319,1.4183284265
mut_abx__del_mutS_625nor__3,-0.6367438447,0.564036977,0.0536458234,0.7243962992,1.1141573242
mut_abx__del_mutS_750nor__1,-0.5742038837,0.9215297701,0.2102355732,0.7593061593,1.2388409156
mut_abx__del_mutS_750nor__2,-0.9294970046000001,0.5815955542,0.0696474088,0.5242804382,2.6080166701
mut_abx__del_mutS_750nor__3,-0.3568897869,0.7278526809,0.27220808020000004,0.9815566684,1.2139056288
mut_abx__del_mutS_875nor__1,-1.5324761736,0.46172559020000004,-0.0391154083,-0.0001521814,2.5750382561
mut_abx__del_mutS_875nor__2,-0.6817949545,0.9217225116000001,0.1597704819,0.5757985535,1.4129092219000001
mut_abx__del_mutS_875nor__3,-0.5132424506000001,0.6534198907000001,0.0795000183,0.3371318185,2.4666804321
nit_yeaG__wt_Nminus__1,-0.6944988555,-0.0662677062,-0.1884936433,-0.5007759714,-0.8014095194
nit_yeaG__wt_Nminus__2,0.6944988555,0.0662677062,0.1884936433,0.5007759714,0.8014095194
nit_yeaG__wt_Nplus__1,-8.2743420212,-3.3345900856,-1.7190140109,-1.6563278604,0.7626309981
nit_yeaG__wt_Nplus__2,-6.6966751576,-2.4105445994,-1.2072022831,-0.2461351782,1.6628194622999999
nit_yeaG__del_yeaG_Nminus_24h__1,-1.8056171658,-3.2585827031,-0.6177819627000001,-3.9178110457,-2.2249954695
nit_yeaG__del_yeaG_Nminus_24h__2,0.1938579934,-1.3944268777,0.26971364000000003,-0.7681829775,-0.2977628129
nit_yeaG__del_yeaG_Nminus_24h__3,-1.5319676815999999,-1.8857189510999999,-0.22090745590000002,-1.7039632644,0.17691055420000001
nit_yeaG__del_yeaG_Nminus__1,-0.8291847528,0.39773611480000004,0.3425865314,-0.041942860900000004,-0.8906147341
nit_yeaG__del_yeaG_Nminus__2,-0.3325810366,0.13818446480000002,0.5901344861,0.3862513167,0.5191965461
nit_yeaG__del_yeaG_Nplus__1,-8.5429220112,-3.0462690684,-1.6983132169,-1.6309964514000002,0.894311697
nit_yeaG__del_yeaG_Nplus__2,-7.2299107949,-2.6580259375,-1.3588102909,-0.5621866136,1.4279887647
opex__amp__1,0.4067963745,0.527489526,0.23653916330000002,-0.084812413,-0.0257490597
opex__amp__2,0.7435547116,-0.3020544229,0.085487013,0.0775940907,0.0353631046
opex__amp__3,0.8933840181,0.1331784652,0.41686511940000004,-0.042322507700000005,-0.8446108908000001
opex__bak_amp__1,0.4980302756,0.5321852912,1.0194685422,-0.0140114466,-0.7368474471
opex__bak_amp__2,0.359445375,0.1524791019,0.4204358036,-0.4642097563,0.202369767
opex__bak_amp__3,0.3427618774,-0.0497651973,0.4085579958,-0.4784035855,-0.0089423305
opex__bak_kan__1,0.064986393,0.3279849559,0.27011051210000003,-0.42735156090000004,0.1989015074
opex__bak_kan__2,0.6507938221,0.4101286088,0.8941414236,-0.0779423119,-0.7918068588
opex__bak_kan__3,0.6065490904,0.13798815620000002,0.0156877098,-0.6195760006000001,0.2337067593
opex__bak_nor__1,0.6950730265,0.5055149297,0.5051920776000001,-0.3433876866,0.0063614326
opex__bak_nor__2,0.4243345128,0.252244572,0.5877604111,-0.1475112025,-0.0448387555
opex__bak_nor__3,0.4246359088,0.3044787835,0.30915803750000004,-0.6298423437,0.0816296686
opex__bak_rif__1,1.1809397251,0.7430774680000001,0.9327927276,0.6338068189,-0.6439476191
opex__bak_rif__2,1.1269230212,0.9485880477,0.4536204331,0.4391318018,-0.4875475373
opex__bak_rif__3,0.8070676568,0.8310563486,0.5602036195,0.7244082714000001,-0.5479571959
opex__chx_amp__1,0.3412922189,0.10750881670000001,0.0909256163,-0.4053078899,0.134644022
opex__chx_amp__2,0.1665848524,0.5955540175,0.0884640688,-0.18836252520000002,-0.1047444611
opex__chx_amp__3,0.5624286510000001,-0.0624310426,0.1923271449,-0.1237769883,-0.009731784
opex__chx_kan__1,0.4425693768,0.4416932733,0.48588744580000004,-0.0138349886,-0.4840424069
opex__chx_kan__2,0.7687502505,-0.1284058921,0.27600203360000003,-0.036975938800000004,-0.024002403300000003
opex__chx_kan__3,0.7045042323,-0.2153175477,0.21350687470000002,0.0442349812,-0.0056122943
opex__chx_nor__1,0.1591036257,0.11302410260000001,0.1951776101,-0.19253076600000002,-0.012174082800000001
opex__chx_nor__2,0.624055753,-0.4680563388,0.199062456,-0.1601288682,0.1344414172
opex__chx_nor__3,0.4427409268,0.1770984078,0.4182409442,-0.1776042005,-1.0644103524
opex__chx_rif__1,0.2619143029,-0.036986517100000005,0.22426504860000002,-0.1861179916,-0.0903012103
opex__chx_rif__2,0.6760497469,-0.0308302101,0.1504918488,-0.06887362200000001,-0.0792651489
opex__chx_rif__3,0.6597276614,-0.127892413,0.2183913043,0.1082056015,-0.0008538568
opex__ctrl__1,-0.1965637687,0.0249556313,-0.0092459692,-0.0224441747,-0.0041322763
opex__ctrl__2,0.0455557521,0.1826914945,0.116360898,0.021606741000000002,0.0118752009
opex__ctrl__3,0.15100801660000002,-0.2076471258,-0.1071149289,0.0008374337000000001,-0.0077429246
opex__etoh_amp__1,-1.3431293129,-0.8076950213,-0.039059609200000005,-0.22302032330000002,-0.4005971238
opex__etoh_amp__2,-1.1404471466000001,-0.5811400188,-0.054930333500000005,-0.3310885398,-0.5803671972000001
opex__etoh_amp__3,-0.40901240440000003,-0.2721875221,0.21852969390000002,-0.1373778639,-0.1223986225
opex__etoh_kan__1,-1.3006751187,-1.2120177999,-0.1943326615,-0.3089271984,-0.4360415818
opex__etoh_kan__2,-0.3832815416,-0.7208526373,-0.0943830518,-0.3751403875,-0.29523829300000004
opex__etoh_kan__3,-1.1808130948,-0.7379783032,-0.2434598614,-0.35927630110000003,-0.2194632646
opex__etoh_nor__1,-0.7539492147,-0.7978715096000001,-0.2931934637,-0.2831652334,-0.3734671319
opex__etoh_nor__2,-0.9438145801000001,-0.35643916940000003,-0.212712759,-0.30565209730000004,-0.2372760677
opex__etoh_nor__3,-0.6942228472,0.4629295996,0.1472130576,-0.1649472242,-0.11395800260000001
opex__etoh_rif__1,-1.4795099063000001,-1.2744409489000001,-0.23707851400000002,-0.28876107500000003,-0.2130031376
opex__etoh_rif__2,-1.3850256678,-1.4439957704,-0.2859039242,-0.1683449834,-0.6860743659
opex__etoh_rif__3,-1.5819784358,-0.4061361128,-0.337610083,-0.2314229684,-0.35173288410000003
