,A,NanR
ecoli_00433,-0.34744052750000004,0.35882876
ecoli_00434,-0.19558588740000002,0.28306778400000004
ecoli_00435,-2.9109239543000003,0.357664523
ecoli_00436,-2.1849598343,0.20773022800000002
ecoli_00437,-1.4127364559,-0.170759881
ecoli_00438,-1.4272892103,-0.17140476100000002
ecoli_00439,0.1984770119,0.318977977
ecoli_00440,-0.1425225937,0.24297032000000002
ecoli_00441,-2.7110706171,0.025782379
ecoli_00442,-2.6128442735,0.11018809500000001
ecoli_00443,-1.532336267,0.034193491
ecoli_00444,-1.5564117977,-0.08029525400000001
ecoli_00445,-0.117768064,0.32037543100000004
ecoli_00446,0.0112072903,0.6014940440000001
ecoli_00447,0.1740350664,-0.34607950200000004
ecoli_00448,-0.6575351488,-0.400507047
ecoli_00449,1.7764759766,-0.275151207
ecoli_00450,1.5993794941,-0.164739877
ecoli_00451,-0.6518859109,-0.10036647700000001
ecoli_00452,-0.7152989093000001,-0.274471571
ecoli_00453,1.0113708961,-0.235260246
ecoli_00454,0.9441290571000001,-0.45950303800000003
ecoli_00455,-1.6652314481000001,0.21678681100000002
ecoli_00456,-2.2136990072,0.25797941900000004
ecoli_00457,-1.0658999716,0.236870357
ecoli_00458,-1.4597651709,0.19785829800000002
ecoli_00459,-0.9707136273,0.35525697900000003
ecoli_00460,-1.201819096,0.264007853
ecoli_00461,11.7350074286,1.510286662
ecoli_00462,11.4137733408,1.6618271230000001
ecoli_00463,17.7852793117,0.058411042
ecoli_00464,17.7831999657,0.101235034
ecoli_00465,8.1023819969,-1.243311533
ecoli_00466,7.8642113516,-1.178526558
ecoli_00467,15.0430363027,0.6931839080000001
ecoli_00468,14.9872471462,0.602493193
ecoli_00469,8.1549002487,-1.438564881
ecoli_00470,8.1503895536,-1.488516938
ecoli_00471,8.5854092522,1.367213764
ecoli_00472,8.7253146624,1.3967363430000002
ecoli_00473,19.3293905515,0.34482381900000003
ecoli_00474,19.4727817389,0.42007520800000003
ecoli_00475,8.872585805,0.423969976
ecoli_00476,8.5279442958,0.497534142
ecoli_00477,16.7523597551,0.5385927620000001
ecoli_00478,17.0457738878,0.568099294
ecoli_00479,1.5668374104,-0.16107916600000002
ecoli_00480,1.0348688077000001,-0.122660028
ecoli_00481,-0.7224495684000001,0.284445948
ecoli_00482,-0.9436359063,0.26225700700000004
ecoli_00483,0.027621754300000002,0.16886610200000002
ecoli_00484,0.0915062831,0.13522130400000001
ecoli_00485,-0.5021643608,-0.85615945
ecoli_00486,-0.8196736401,-0.8839978810000001
ecoli_00487,12.1793067257,1.617329355
ecoli_00488,12.4130802714,1.6472097300000001
ecoli_00489,10.5507704328,0.16749750800000002
ecoli_00490,10.7072747855,0.145149886
ecoli_00491,9.1151506255,-0.049710276000000005
ecoli_00492,9.1292410914,-0.091085623
ecoli_00493,9.3660459475,0.265120446
ecoli_00494,9.2916537828,0.336629689
ecoli_00495,1.9728886647000001,-0.106998878
ecoli_00496,1.5655931147,-0.02829323
ecoli_00497,8.6002827887,-1.5030867250000002
ecoli_00498,8.6520778443,-1.408782311
ecoli_00499,-0.8103515157000001,0.173928668
ecoli_00500,-1.2221044891,0.215318683
ecoli_00501,13.3953059704,0.391815681
ecoli_00502,14.041098745,0.296849052
ecoli_00503,11.8682250544,0.924654598
ecoli_00504,11.9212413185,1.013804885
ecoli_00505,8.4176529245,0.196339643
ecoli_00506,7.8721281325,0.173402096
ecoli_00507,-0.9175925227,0.010436019000000001
ecoli_00508,-0.8939526454000001,0.012912249
ecoli_00509,-1.2143448692,0.264769089
ecoli_00510,-0.6226249134,0.236718372
ecoli_00511,-0.7304315418,-0.8022942630000001
ecoli_00512,-0.678729464,-0.661616537
ecoli_00513,9.814715101600001,-1.5333075850000002
ecoli_00514,9.8461357917,-1.372581441
ecoli_00515,7.4033466863,0.12479131700000001
ecoli_00516,7.4677769406,0.013773698000000001
ecoli_00517,-0.0735107881,-0.593165897
ecoli_00518,-0.46996859480000003,-0.5300023030000001
ecoli_00519,-2.200862631,0.184849228
ecoli_00520,-1.5346979971999999,0.039221733
ecoli_00521,-1.1899217901,0.13163887400000002
ecoli_00522,-1.2335218356,0.086442613
ecoli_00523,-1.9184821553,-0.176248703
ecoli_00524,2.5088264643000002,-0.281834994
ecoli_00525,2.5171881923,-0.28327238600000004
ecoli_00526,2.7010217925,-0.261257907
ecoli_00527,2.7942793849000003,-0.262577671
ecoli_00528,-1.1237563755,-0.827879201
ecoli_00529,-1.8917485947000001,-1.127709835
ecoli_00530,-3.3718599254,-0.975704479
ecoli_00531,-3.224688329,-1.290673711
ecoli_00532,3.5353911890000003,-0.421696463
ecoli_00533,3.7590373497,-0.477798125
ecoli_00534,3.4281739076,-0.541473415
ecoli_00535,3.7882945391,-0.49489567700000003
ecoli_00536,-0.8475457951,-0.43701909800000005
ecoli_00537,-0.7367498044,-0.447713517
ecoli_00538,-1.4986762869,-0.462487066
ecoli_00539,-1.5977957061999999,-0.48531595800000005
ecoli_00540,-2.4293347755,-0.690198073
ecoli_00541,-2.352970189,-0.7116935520000001
ecoli_00542,-3.0269101325,-0.649052723
ecoli_00543,-2.3589830775,-0.467340774
ecoli_00544,-2.8497315951,-0.701157805
ecoli_00545,-3.2564626908,-0.627348521
ecoli_00546,-1.5997472582999999,0.11669879999999999
ecoli_00547,-2.0613748925,0.076660295
ecoli_00548,-2.1692366754,0.10415168100000001
ecoli_00549,-2.299448087,0.20541819600000003
ecoli_00550,-1.9972353465000001,0.245449203
ecoli_00551,-1.9558926895000002,0.285649394
ecoli_00552,-0.7124478062,-0.415636477
ecoli_00553,-0.6186783122,-0.642171575
ecoli_00554,-1.0171550369,-0.438764772
ecoli_00555,-1.5190720470999999,-0.40588590500000005
ecoli_00556,-0.6589874680000001,-0.19808022800000002
ecoli_00557,-1.0876133072,-0.281980783
ecoli_00558,-0.0129064105,-0.7941910520000001
ecoli_00559,0.1906248037,-0.608968111
ecoli_00560,-0.8549987705000001,-0.2320023
ecoli_00561,-1.412182075,-0.007004038000000001
ecoli_00562,0.43525230330000003,0.208633432
ecoli_00563,0.1705730642,0.069928845
ecoli_00564,-0.1660049485,0.175810282
ecoli_00565,-0.0894630171,0.1786128
ecoli_00566,0.5223766083,0.220630134
ecoli_00567,-0.0063336021,0.130917565
ecoli_00568,1.1309107157,-0.285170164
ecoli_00569,1.0603085948,-0.137744215
ecoli_00570,1.3452248249,0.058090308
ecoli_00571,1.4353730367,0.138533297
ecoli_00572,0.0800746756,-0.146865129
ecoli_00573,0.3419446412,0.18595033800000002
ecoli_00574,-0.9568475119000001,-0.300643017
ecoli_00575,-0.7831740915000001,-0.279248799
ecoli_00576,-2.6223336816,0.186403655
ecoli_00577,-2.4346916499,0.6109860890000001
ecoli_00578,-2.153961086,0.710426663
ecoli_00579,-4.1131676444,0.7085179650000001
ecoli_00580,-2.5044683375,0.221583932
ecoli_00581,-1.1035115465,0.167479719
ecoli_00582,1.3748276943,0.25940619200000004
ecoli_00583,1.1549070915,0.24802164000000002
ecoli_00584,0.4357896128,-0.13835370600000002
ecoli_00585,0.3288911909,-0.040665021
ecoli_00586,2.0829956468,-0.552819947
ecoli_00587,2.2485952578,-0.586580125
ecoli_00588,1.6603083716,-0.032709613000000005
ecoli_00589,1.1947673605,-0.06395866
ecoli_00590,0.5679302618000001,-0.35152649700000005
ecoli_00591,1.0441926548,-0.43273798300000005
ecoli_00592,-2.609880445,-0.21319873800000003
ecoli_00593,-1.8372980866000002,-0.144179581
ecoli_00594,-3.2690186919,0.141180629
ecoli_00595,-2.5442205178,-0.019536898
ecoli_00596,-2.8594914703,-0.003143149
ecoli_00597,-2.5385440213,-0.13447699999999999
ecoli_00598,-2.5147947089000002,0.398681883
ecoli_00599,-1.5694895943,-0.142669485
ecoli_00600,-1.641557641,-1.025848936
ecoli_00601,0.3448244841,-1.0581472060000001
ecoli_00602,-0.2485628363,-0.786369423
ecoli_00603,0.3221658018,-0.8890756660000001
ecoli_00604,-0.6882356461,-0.404620079
ecoli_00605,-0.1547524773,-0.8007015980000001
ecoli_00606,-1.0720901843,-1.083496993
ecoli_00607,-1.5894417237,-0.5338121330000001
ecoli_00608,-1.5994251999,-0.727295833
ecoli_00609,-1.5162982361,-0.35886248200000004
ecoli_00610,-1.8222791193,-0.28751794
ecoli_00611,-1.4621278722,-0.493501481
ecoli_00612,-2.3439108646999998,-0.645092466
ecoli_00613,-2.6213283271,-0.32174402300000005
ecoli_00614,-3.1862512971,-0.16260713200000002
ecoli_00615,-3.9003912072,-0.530505417
ecoli_00616,-3.5913109166,0.007390273
ecoli_00617,-3.4675823352,-0.058002042000000004
ecoli_00618,0.12272945760000001,-0.34985045200000003
ecoli_00619,0.7456326151,-0.25875781000000003
ecoli_00620,3.2551444039,0.7380442730000001
ecoli_00621,2.9720084262,0.690668189
ecoli_00622,-0.0028492846000000003,0.47069833200000005
ecoli_00623,-0.0931852947,0.44141316500000005
ecoli_00624,0.7217815357,0.6614350710000001
ecoli_00625,0.5429942349,0.663857087
ecoli_00626,1.6272942672,0.407448374
ecoli_00627,1.3922722958,0.276910789
ecoli_00628,1.2113626968,1.030934338
ecoli_00629,1.398258572,0.8270469540000001
ecoli_00630,1.6705834986,0.294329238
ecoli_00631,1.7514467492999999,0.222820185
ecoli_00632,1.102089815,0.436048099
ecoli_00633,1.1625187419,0.366743207
ecoli_00634,1.6654274688,0.42876773900000004
ecoli_00635,1.4802588086,0.323036109
ecoli_00636,1.9919366533,0.368864419
ecoli_00637,1.7079104272,0.6403429970000001
ecoli_00638,0.1257813247,0.404399808
ecoli_00639,0.20048902770000002,0.346530622
ecoli_00640,2.1707397468,0.555326023
ecoli_00641,1.8754647296,0.676012339
ecoli_00642,1.0702969684,0.39838963200000005
ecoli_00643,1.8590841494,0.47301609200000005
ecoli_00644,0.8225614967,0.29560284800000003
ecoli_00645,0.6625245916,0.234605322
ecoli_00646,-0.0430050851,0.34961900900000004
ecoli_00647,0.028768650700000002,0.554448594
ecoli_00648,-0.0369526653,0.444459586
ecoli_00649,0.0820033056,0.290498254
ecoli_00650,0.4824423671,0.293211062
ecoli_00651,0.1453495009,0.366115077
ecoli_00652,2.1167591069,0.7593120080000001
ecoli_00653,2.0063116896,0.7014791
ecoli_00654,1.2513004339,0.39176884300000003
ecoli_00655,1.1664809829,0.543634838
ecoli_00656,0.1738660163,0.292642014
ecoli_00657,-0.0344931109,0.312016201
ecoli_00658,-0.2288225057,0.094980374
ecoli_00659,-0.5973400953,0.37663445300000004
ecoli_00660,1.0481575335,0.9180962610000001
ecoli_00661,0.5753824781,1.072784626
ecoli_00662,0.5094767024,0.27077231300000004
ecoli_00663,-0.0130764125,0.13253644
ecoli_00664,0.39113997500000003,1.070106681
ecoli_00665,0.0821264791,1.152263394
ecoli_00666,0.9360615388,0.268518215
ecoli_00667,0.7554005903000001,0.6751450130000001
ecoli_00668,2.367315278,0.759640736
ecoli_00669,2.1056341717000002,0.486915097
ecoli_00670,1.3931376309,0.30250513700000004
ecoli_00671,1.6234438399000002,0.348373684
ecoli_00672,-0.4110460173,0.311929624
ecoli_00673,0.3781540865,0.687744605
ecoli_00674,2.3744869537,0.22824908200000002
ecoli_00675,2.2851367774,0.187629959
ecoli_00676,0.3420712716,0.263482296
ecoli_00677,0.1510397791,0.37609839100000003
ecoli_00678,1.5015153958,0.566074932
ecoli_00679,2.0158660379,0.43379466200000005
ecoli_00680,2.5290583027,0.5101957060000001
ecoli_00681,3.3637505441,0.682196145
ecoli_00682,1.4580464917,0.24053584700000002
ecoli_00683,1.5930311498,0.330750215
ecoli_00684,0.0630925885,0.25639975800000003
ecoli_00685,0.3169262842,0.692468492
ecoli_00686,0.9858841722,0.19309484500000001
ecoli_00687,1.2314455424,0.6047055330000001
ecoli_00688,-0.5261577309000001,0.319448165
ecoli_00689,-0.6685050988,0.368242966
ecoli_00690,2.6155191981,0.21270399
ecoli_00691,1.9590077315,0.270152061
ecoli_00692,2.0914380605,0.43166172700000005
ecoli_00693,1.8435241099000002,0.7943349820000001
ecoli_00694,1.3093909896,0.767416442
ecoli_00695,1.8691870823999999,0.668998595
ecoli_00696,2.407366464,0.501832483
ecoli_00697,2.657431502,0.231994146
ecoli_00698,2.8216383912,0.322523322
ecoli_00699,2.1767447008,0.6108674270000001
ecoli_00700,0.7218025469,0.36323768
ecoli_00701,1.2227245318,0.367501373
ecoli_00702,0.9960320990000001,0.7099663940000001
ecoli_00703,0.6300125264,0.914435112
ecoli_00704,-0.4299487339,0.529540816
ecoli_00705,-0.4223680905,0.48252185000000003
ecoli_00706,0.2917424999,0.209663925
ecoli_00707,0.0353267298,0.10670296500000001
ecoli_00708,-0.1646319564,0.293831116
ecoli_00709,0.1681233503,0.48875975200000005
ecoli_00710,1.3959760386,0.35201508600000003
ecoli_00711,1.1770669878,0.605888284
ecoli_00712,0.142666232,0.534477522
ecoli_00713,0.1962917164,0.522913347
ecoli_00714,1.3626965483,1.027224012
ecoli_00715,0.9942457767,0.9163722400000001
ecoli_00716,-0.8834093942000001,-0.40693799900000005
ecoli_00717,-0.19139112900000002,-0.416668692
ecoli_00718,-0.8137832028,-0.46970818400000003
ecoli_00719,-0.8676163601,-0.750405258
ecoli_00720,-0.45232770240000003,-0.68040362
ecoli_00721,-0.8460946709,-0.49760312
ecoli_00722,1.0175817664,0.25460293700000003
ecoli_00723,2.0411032048,0.20814294200000003
ecoli_00724,0.5174509007,0.214720334
ecoli_00725,0.5282822101,0.064589009
ecoli_00727,2.0632369426,0.029190293000000003
ecoli_00728,1.0090999527,-0.13308092
ecoli_00729,0.4562610177,-0.211791476
ecoli_00730,0.3409030858,-0.609716724
ecoli_00731,0.8942715276000001,-0.796311828
ecoli_00732,0.8228261638000001,-0.6711740190000001
ecoli_00733,1.2294274362,0.09508957400000001
ecoli_00734,1.0512337636,-0.048520497
ecoli_00735,2.1665562418,-0.255926661
ecoli_00736,1.7546016271,-0.33392013400000004
ecoli_00737,1.9630873923,-0.26896375100000003
ecoli_00738,2.1184555106,-0.276212713
ecoli_00739,2.5865524723,-0.48285963400000004
ecoli_00740,2.2556467137,-0.543391461
ecoli_00741,-0.1628735942,0.543328217
ecoli_00742,-0.30631734050000003,0.907158871
ecoli_00743,0.4890621889,-0.21400811600000003
ecoli_00744,-0.3967154245,-0.45984523
ecoli_00745,-0.0638731024,-0.345598717
ecoli_00746,-0.7447719503,-0.24951054400000003
ecoli_00747,0.0178256086,-0.311258498
ecoli_00748,-0.18003595190000002,-0.42856445800000004
ecoli_00749,2.4388577274,0.627960311
ecoli_00750,1.4729896393000002,0.637941478
ecoli_00751,-0.5944241829,-0.42369064900000003
ecoli_00752,-0.7014162108,-0.5389156970000001
ecoli_00753,-0.2358502265,-0.559053488
ecoli_00754,-0.5553152719000001,-0.614914527
ecoli_00755,-3.3965848787,-1.2614095760000001
ecoli_00756,-2.8807213362,-1.102436873
ecoli_00757,-0.5729473315,-0.5834187740000001
ecoli_00758,0.6351710105,-0.562851584
ecoli_00759,-0.5719454869,0.346909151
ecoli_00760,-0.3259805052,0.074106735
ecoli_00761,-1.2319289737,-0.406944344
ecoli_00762,-0.9757647918000001,-0.5464326110000001
ecoli_00763,-0.8177088183000001,-0.439332834
ecoli_00764,-0.2918707063,-0.45557519300000004
ecoli_00765,-1.4163729743,-0.437601762
ecoli_00766,-1.2060101341,-0.44307742600000005
ecoli_00767,3.3164093784,0.620689697
ecoli_00768,4.724592059,0.33269346
ecoli_00769,1.4055939177,-0.214499916
ecoli_00770,1.9980502492,-0.030783488
ecoli_00771,3.1160667134,-0.262964458
ecoli_00772,3.7891488469,-0.30214720100000003
ecoli_00773,1.395806521,-0.131469937
ecoli_00774,1.3967217038,-0.33861176200000004
ecoli_00775,3.0504995444,-0.19461620100000002
ecoli_00776,2.8633626797,-0.22449906900000002
ecoli_00777,0.9005688930000001,-0.6432184160000001
ecoli_00778,1.2005372612,-0.652911676
ecoli_00779,-2.5808806034,0.26193440500000004
ecoli_00780,-2.6582239895,0.11327111000000001
ecoli_00781,0.8881898838000001,-0.551648231
ecoli_00782,0.7456676995,-0.68168395
ecoli_00783,-0.9872299566,-0.205078581
ecoli_00784,-0.7903494046,0.40266755800000004
ecoli_00785,1.5783120605,-0.476266069
ecoli_00786,1.5820988963,-0.593047369
ecoli_00787,-1.6695739104,0.12047252100000001
ecoli_00788,-1.8407907556,-0.06582839800000001
ecoli_00789,0.7975132770000001,-0.478670676
ecoli_00790,0.8253066758000001,-0.5523412440000001
ecoli_00791,-1.4690816045,0.073015469
ecoli_00792,-1.3477217611,0.178149666
ecoli_00793,0.7101694929,-0.506281117
ecoli_00794,0.6998952819,-0.57141253
ecoli_00795,-0.8121136101,0.142697354
ecoli_00796,-1.4591171659,0.07422790900000001
ecoli_00797,0.3441653819,-0.5917897430000001
ecoli_00798,-2.4240407789000002,0.055479056000000006
ecoli_00799,0.5278373323000001,-0.767296607
ecoli_00800,-0.7787428818000001,-0.392824942
ecoli_00818,-0.6758434121,0.272042571
ecoli_00819,-0.3426177104,0.187429974
ecoli_00820,0.7929622,0.247464925
ecoli_00821,0.35441289740000004,0.39394527900000004
ecoli_00822,0.9525119002,-0.049898258
ecoli_00823,0.12578285050000002,0.00343101
ecoli_00824,-0.4964121802,0.04904565
ecoli_00825,0.1093576247,-0.095962827
ecoli_00826,-0.7183470608,-0.008227823
ecoli_00827,-0.5420670382,-0.111227324
ecoli_00828,-0.6693873409000001,-0.041630452000000005
ecoli_00829,-0.5938232262,0.12113051300000001
ecoli_00830,-0.009020812100000001,0.078725735
ecoli_00831,-0.5129492937,0.26065982
ecoli_00832,-1.3858681160000001,1.045346098
ecoli_00833,-0.6916078143000001,0.7181894670000001
ecoli_00834,0.4706506251,0.059176221
ecoli_00835,0.26392718,0.206998237
ecoli_00836,0.1051426086,0.1461853
ecoli_00837,0.2722429571,-0.107809818
ecoli_00838,-0.2642307642,0.075745033
ecoli_00839,-0.2373176568,0.203099682
ecoli_00840,-0.6167038472,0.17088574
ecoli_00841,-0.4201752228,0.19693104
ecoli_00842,0.33454377550000003,-0.092696318
ecoli_00843,0.2533179389,0.091109249
ecoli_00844,0.144216313,0.036190691000000004
ecoli_00845,0.13929338200000002,0.161823557
