,A,CcpN
SRX3269806,0.9977031225172646,-0.7969341395061633
SRX3269807,17.579126615412033,-1.6918792174172816
SRX3269808,23.67775895240705,-1.0533447884058529
SRX3269809,23.16156061741338,-0.6129348596651534
SRX3269810,20.97105913871697,-0.5113303740186677
SRX3269811,21.34491650409766,-0.4390474664746575
SRX2529102,0.7883798927113317,-0.2089283478954327
SRX2529103,-0.7883798927113334,0.2089283478954318
SRX2529104,3.355883238765869,-0.23532773920237915
SRX2529105,2.2062213610693084,-0.20567895259800292
ERX1981712,8.261665287852269,-1.5090251720713368
ERX1981713,8.162880558432954,-1.2245327360063012
ERX1981714,7.358512562975867,-1.025165829574136
ERX1981715,0.055495745969537776,-0.1161961521378858
ERX1981716,-0.6016240929479821,0.06864866801953085
ERX1981717,0.5461283469784537,0.047547484118354966
ERX2274784,-2.2669870209364085,-0.30361410429924
ERX2274785,-2.097325654918617,-0.2337504235104557
ERX2274786,-1.255759580012433,-0.24481657247421215
ERX2274787,-2.0273602787361127,0.6356979823562979
ERX2274788,-1.4549784620476967,0.5563150788982849
ERX2274789,-2.727909132145524,0.26089581432440223
ERX2274790,-2.3021119345171352,-0.1250176931568836
ERX2274791,-0.7753889299351941,-0.09228083473220128
ERX2274792,-1.0268064710895828,-0.14092384880452524
ERX2274793,-0.4713468993694146,0.4130672849137813
ERX2274794,-1.4267807925021632,0.4857769935852137
ERX2274795,-1.255097171363701,0.40425820224315423
ERX2274796,0.2223544697846852,-0.04377464174260748
ERX2274797,-0.3032492064203932,-0.1350089547596962
ERX2274798,0.08089473663570836,0.1787835965023028
ERX2274799,-0.8827745285835448,0.4473078241262627
ERX2274800,-2.6102026040559587,0.5968596664148578
ERX2274801,-1.7852242549942363,0.502076033946115
ERX1819430,-1.1316060357354605,-0.2178344782127235
ERX1819431,-1.7004330406085264,-0.2766841292850684
ERX1819432,-2.266236365715442,-0.29062168488515105
ERX1819433,-1.6007460036779626,-0.1476985596428717
ERX1819434,-0.8813559939971498,-0.15696466559214972
ERX1819435,-2.2384579730265104,-0.3562976570274463
ERX1819436,-1.1669412750751371,-0.02624005113149241
ERX1819437,-1.5053658686209612,-0.38114580444336177
ERX1819438,0.5116118947284211,0.12774685292291554
ERX1819439,-2.45397091777739,-0.3153706478886855
ERX1819440,0.2249196259461802,-0.044877739286329536
ERX1819441,-1.7010187919526742,-0.396828939685693
ERX1819442,0.3697440992687311,0.029217812669233286
ERX1819443,-1.859686212389751,-0.0037052627827991453
ERX1819444,0.23915610841429624,0.0634097976891752
ERX1819445,-1.4644073342146102,-0.0031064361711488075
ERX3440914,-1.2606760856171408,-0.09295239240247176
ERX3440915,0.3323496367425772,-0.9073489114468032
ERX3440916,0.54693102282587,-0.818930659966453
ERX3440917,-0.027057093807619063,-0.27437021445128273
ERX3440918,-14.31116476336704,-0.8313160972088767
ERX3440919,-14.056146362121813,-1.3445861396504972
ERX3440920,-14.624500110517008,-1.2180693654475758
ERX3440921,-1.6484330605041633,-1.9799313173044009
ERX3440922,-1.8130745947344749,-1.896719442330169
ERX3440923,-1.0479040817620104,-2.129121975494157
ERX3440924,-1.2553389880480643,-1.6211640200582744
ERX3440925,0.2434665303551165,0.0513444608819853
ERX3440926,-1.489433627899801,-1.3211327145025322
ERX3440927,-1.7213851425918465,-1.1822812222114152
ERX3440928,-0.6711847380741974,-1.2636542893800389
ERX3440929,-0.284987294565333,-1.0115382216547513
ERX3440930,-0.6133996237985255,-1.4056890571700222
ERX3440931,-2.2359790818581335,-1.926864368561219
ERX3440932,-1.267475476617084,-1.663219913921265
ERX3440933,-2.0483584963161623,-2.4229668051780955
ERX3440934,-2.7017883041711683,-1.336346856308765
ERX3440935,-2.966797590395552,-1.2446800389783306
ERX3440936,1.0172095552620188,0.04160793152048825
ERX3440937,-2.757242557562977,-1.274374687000435
ERX3440938,0.8234318078549185,-1.0156442273058044
ERX3440939,0.8559674035567023,-0.4645555398027277
ERX3440940,1.9071092275008048,-0.6409267172599211
ERX3440941,-0.5912657235050831,-0.438372993766242
ERX3440942,0.8287590671246029,-0.6307261371943866
ERX3440943,-0.3337095725667751,-0.2666468886877684
SRX5347612,0.3405332447136055,-0.44616998462823343
SRX5347613,0.14477756127940694,-0.010883352625945086
SRX5347614,-0.4853108059930109,0.4570533372541794
SRX5347615,-0.6084362383272076,-0.4506049917472099
SRX5347616,-0.5168743393015398,0.012278625267494904
SRX5347617,-1.0467723198434935,0.3869625392935534
SRX5347618,-1.0923541915404034,-0.10036819212122072
SRX5347619,0.6090981343670638,0.1082433228918811
SRX5347620,0.3016870237914286,0.2320139019534784
SRX5347621,-0.35404120658246074,-0.0374802021403422
SRX5347622,-0.9037703377002412,-0.07586118654813756
SRX5347623,0.20743664385517044,0.4212516832712341
SRX8170783,-0.6080364330130587,0.017135635634508258
SRX8170784,0.17046111733844393,-0.061746477064925635
SRX8170785,0.4375753156745989,0.04461084143041827
SRX8170786,-4.061632606550757,0.33405113339042103
SRX8170787,-2.7137256788388187,0.03635963240304818
SRX8170788,-2.695046715593767,0.18450645072290064
SRX5177009,11.280326141772921,-0.09655593500654992
SRX5177010,11.141681005735002,0.2509537962075781
SRX5177011,5.0644802511748255,0.7426617938323661
SRX5177012,6.107725944812379,0.605994123176905
SRX7354731,0.0453072950173517,0.024307113245649603
SRX7354732,-0.045307295017346864,-0.024307113245649603
SRX7354733,4.855858420402918,-0.5879432999540279
SRX7354734,4.578050645664077,-0.3263886224631394
SRX7354735,0.4207434481226311,1.4196026077563768
SRX7354736,1.2543277587732953,1.2947255504484099
SRX7354737,1.2399972922842757,1.6279564201293164
SRX7354738,1.0682409244954376,1.583738434656504
SRX2508581,-0.48471381252933793,0.15021357811472758
SRX2508582,-0.014732983194791929,-0.18688106257275727
SRX2508583,-0.2891016160944875,0.13039800890402375
SRX2508584,0.2889289974142833,0.23259410227578134
SRX2508585,0.0465896897806871,-0.04801043352038903
SRX2508586,-0.3870063094577808,-0.1533300544113736
SRX2508587,-0.6422456517150428,0.11134571473958133
SRX2508588,-0.10460085262131916,0.2494854966127677
SRX2508589,0.4381241227486495,-0.10220314459433676
SRX2508590,-0.44307397647645297,-0.15551134712533174
SRX2508591,0.4692040403752664,-0.026934967984763247
SRX2508592,-0.1887154949465205,0.2790667260138271
SRX1736086,8.454535151868974,0.29780942367473
SRX1736087,-7.45606187304699,-0.3075341247598589
SRX1736088,-0.9984732788219676,0.009724701085125352
SRX1736089,-0.90720794063761,-2.682689495944646
SRX1736090,-20.43863292872951,-2.447792697156343
SRX1736091,-4.9077013075832845,-2.5448746227121752
SRX1736092,-0.1771521006699523,0.01142426165105448
SRX1736093,-1.7503977053625457,-0.20932239274234374
SRX1736094,10.035892024354725,-0.04677452972976415
SRX1736095,-5.315822603489789,-2.14608924543922
SRX1736096,-11.977853560455447,-2.149405160629815
SRX1736097,3.1451664525915763,-1.9169329258788383
SRX7176371,-0.18251484296255124,0.01204139827941031
SRX7176372,-0.19324736409230645,0.03904313492031264
SRX7176373,0.3757622070548554,-0.05108453319972472
SRX7176374,-0.2989094142114773,0.16345397977688858
SRX7176375,-0.15971121648867584,0.13652528714244294
SRX7176376,-0.7497632454447241,-0.058999368584489176
