,A,Crp,GntR
oxidative__delsoxs_pq__1,0.1679176896614587,0.5134629630000003,-0.047177572000000716
oxidative__delsoxs_pq__2,-0.1430094386322366,0.5104807529999995,-0.2030207940000004
nac_ntrc__wt_csn__1,-0.8012783389222292,-0.0727968299999997,-0.1455578330000007
nac_ntrc__wt_csn__2,-0.6086238148927855,-0.09324395099999984,-0.15621314100000028
nac_ntrc__wt_cytd__1,-1.4366648336025147,-0.043119613,-0.05901671500000116
nac_ntrc__wt_cytd__2,-0.9130033253599305,-0.07348926000000056,-0.14258855600000064
nac_ntrc__wt_gln__1,-1.5088715862174862,0.16383650300000066,0.20974990900000007
nac_ntrc__wt_gln__2,-0.8111345499427328,0.11651884599999995,0.1163462079999995
nac_ntrc__bw_delnac_csn__1,-0.3381259446855079,0.16921202300000004,-0.5048937660000004
nac_ntrc__bw_delnac_csn__2,-0.9307527082306202,0.03216219000000109,-0.1528367830000006
nac_ntrc__bw_delnac_cytd__1,-0.7958198578755369,0.2936758630000007,-0.6436763930000007
nac_ntrc__bw_delnac_cytd__2,-1.0397281074615417,0.2286386530000009,-0.6856336640000009
nac_ntrc__bw_delnac_gln__1,-1.83295906414336,0.5051051429999998,-0.4815316050000016
nac_ntrc__bw_delnac_gln__2,-1.012459532875034,0.563775123000001,-0.5978791830000008
nac_ntrc__bw_delnac_nh4__1,1.0622121772887223,0.3391651030000009,-0.6084837040000011
nac_ntrc__bw_delnac_nh4__2,0.9555521679115528,0.3602350630000011,-0.9322539390000006
misc__wt_no_te__1,-0.5401817509434246,0.3221691629999999,-0.5605838100000016
misc__wt_no_te__2,-0.60471791410038,0.3159875930000009,-0.5444406010000007
misc__bw_delcbl__1,-0.7194589876397156,0.30577407300000026,-0.8701726969999992
misc__bw_delcbl__2,-0.6337662360493418,0.3225694130000001,-0.7915707030000005
misc__bw_delfabr__1,-0.3305327376895601,0.1944652930000004,-0.695147093000001
misc__bw_delfabr__2,-0.3814359233598184,0.13385438500000113,-0.9199436130000008
misc__bw_delfadr__1,-0.7417005639486456,0.325118883,-0.562539256
misc__bw_delfadr__2,-1.679508087942385,0.3434663330000003,-0.7012895680000009
misc__nitr_031__1,-0.7163569812247728,0.2155988630000003,-0.398228541
omics__wt_glu__1,-1.0537345563465186,0.3481259330000004,0.5855434099999979
omics__wt_glu__2,-1.0525887561760698,0.31989882300000083,0.6008595729999993
omics__wt_gly__1,-1.3556424422307458,0.3121818130000005,0.21345203899999987
omics__wt_gly__2,-1.4501570827735,0.3489800729999999,0.11941267399999946
omics__wt_thr__1,1.3264529584239713,0.8835606830000007,0.9939946640000006
omics__wt_thr__2,0.697385305939164,1.127551423,1.014186028999999
omics__bw_ac__1,2.872044818715294,0.4643589929999994,0.06919531599999917
omics__bw_ac__2,1.9272527741074963,0.4618822229999999,0.20817369599999933
omics__bw_fum__1,1.5058567302362362,0.446647853,-0.2571414610000007
omics__bw_fum__2,1.3820867319931074,0.4952586530000005,-0.2714481469999992
omics__bw_glc__1,-0.5581084253299239,0.31995135300000044,-0.410538669000001
omics__bw_glc__2,-0.6223808862107276,0.3609335930000004,-0.3091241460000003
omics__bw_pyr__1,2.0476398390591086,0.8061810030000007,-0.08333735700000043
omics__bw_pyr__2,0.4924110925884106,0.7644674929999997,0.06358392699999893
ompr__wt_nacl__1,-1.022307081225751,-0.6865814769999989,-0.14386895099999994
ompr__wt_nacl__2,-0.72197128595753,-0.620927,-0.03490808400000134
ompr__bw_delompr_nacl__1,-2.2643882445768337,-1.0462482019999992,-0.4210008950000015
ompr__bw_delompr_nacl__2,-2.2278367602550584,-1.071490686999999,-0.3474446059999998
minspan__wt_ade__1,0.8507328385623318,-0.09169608400000052,-0.7697380770000004
minspan__wt_glc__2,-0.326344738775599,-0.17147671399999884,-0.8823607510000002
minspan__wt_glc__3,-0.06496134741653,-0.2165117989999992,-0.9159911590000008
minspan__wt_glc__4,-0.4120477384116748,-0.23779414300000035,-0.6323687520000005
minspan__wt_glc_anaero__1,0.0878878101457038,0.09730802400000016,-0.3641786970000007
minspan__wt_glc_anaero__2,-1.2843316271658716,0.0007891440000005191,-0.08022456600000005
minspan__wt_trp__1,3.214611144968693,0.379309933,-0.471290143000001
minspan__bw_delcra_glc__2,1.9908750442081915,0.2077464830000011,-0.438403859000001
minspan__bw_delcra_trp__1,3.671440838766934,0.245706203000001,-0.5839842550000016
minspan__bw_delmntr__1,3.116051044763952,0.3950805430000006,-0.365226583000001
minspan__bw_delnac_ade__1,-0.4287727414380861,0.005806081999999435,-0.6864727280000009
minspan__bw_delnac_glc__1,-0.1904386160165064,0.19238992300000035,-1.054837322000001
cra_crp__wt_ac__1,2.08340988966839,0.7848307329999997,0.6136996849999985
cra_crp__wt_ac__2,0.9081856923571414,0.774460393,0.4579443509999992
cra_crp__wt_fru__1,0.9614332851278462,0.3134937529999995,0.463370609
cra_crp__wt_fru__2,1.0359007665794455,0.3732440629999996,0.839898730999999
cra_crp__delcra_ac__1,2.348752941389803,0.20535391299999967,-0.16509860000000032
cra_crp__delcra_ac__2,1.6778492096820197,0.15922527300000056,-0.16846765700000074
cra_crp__delcra_fru__1,-0.928620969587022,0.12650519299999985,-0.5587724500000011
cra_crp__delcra_fru__2,-1.491631741424169,0.1631474930000003,-0.5826795040000006
cra_crp__delcra_glc__1,-0.9175754555366408,0.046791002000000866,-0.648357733000001
cra_crp__delcra_glc__2,-0.5481613486204594,-0.014761103999999747,-0.7191487740000007
rpoB__wt_031__1,2.352160228389698,0.271760703,-0.030981246000000517
rpoB__wt_044__1,-0.4333177136564202,0.2048586730000004,-0.4490131760000001
rpoB__wt_lb__1,3.719326117292515,0.2472729529999995,-0.6033045040000014
rpoB__wt_lb__2,4.889793846532748,0.2041545229999997,-0.4706877490000005
rpoB__rpoBE546V_031__1,0.9735292081903412,0.4571714629999999,-0.4703301910000004
rpoB__rpoBE546V_044__1,1.7225902071030703,0.37625628299999997,-0.016594538000000547
rpoB__rpoBE546V_lb__1,3.9593475803578912,0.1174804819999995,-0.3984011230000011
rpoB__rpoBE546V_lb__2,3.642686509807679,0.1254229630000001,-0.3302996570000003
rpoB__rpoBE546V_glc__1,0.9648557259206756,-0.004082425000000001,-0.31407489600000016
rpoB__rpoBE672K_glc__1,-0.6044271136574418,-0.6662891799999997,-0.9640899990000014
rpoB__rpoBE672K_glc__2,0.0150006749106805,-0.5708984560000001,-0.9320208140000004
rpoB__rpoBE672K_lb__1,5.058987283223917,-0.2288451829999989,-0.6487972659999999
rpoB__rpoBE672K_lb__2,4.738382521327211,-0.18410035800000024,-0.7060561870000006
crp__wt_fru__1,1.1958026629320242,-0.13483747499999946,-0.44193239400000106
crp__wt_glyc__1,1.9040638986654317,-0.06971342199999953,-0.6817580770000005
crp__wt_glyc__2,1.880815210479818,0.000271048000000107,-0.6476103090000009
crp__delar1_glyc__1,-1.2312255986160034,0.7684826630000003,0.18598848099999896
crp__delar1_glyc__2,-0.9905792964544068,0.9809746629999996,0.15093388900000004
crp__delar1ar2_glyc__1,-1.5855696275038884,0.2916550830000002,-0.3365918980000009
crp__delar1ar2_glyc__2,-0.9470969369734302,0.2567226429999998,-0.40824742700000094
crp__delar1ar2_glyc__3,-0.556066338060564,0.37124749300000026,-0.5164448159999999
crp__delar2_glyc__1,2.502125612441028,1.4298253029999994,-0.28037613300000075
crp__delar2_glyc__2,3.0182772942526985,1.3004454830000007,-0.23843833000000106
crp__delar2_glyc__3,2.4716602628024957,1.2369035230000005,-0.11889551400000098
crp__delcrp_fru__1,-2.0845697057796984,-9.852476477,-0.2645519540000008
crp__delcrp_fru__2,-1.3908838564241932,-9.107951936000001,-0.3629662460000001
crp__delcrp_fru__3,-2.004051739224433,-9.852476477,-0.3281580590000006
crp__delcrp_glc__1,-2.4199423843528702,-9.025871704,-0.4774241909999999
crp__delcrp_glc__2,-2.266585973961713,-9.566616581,-0.4780392670000007
crp__delcrp_glc__3,-2.970438538949692,-9.852476477,-0.4652530390000012
crp__delcrp_glyc__1,-1.5519648595600366,-9.852476477,-0.6539249320000007
crp__delcrp_glyc__2,-1.9669688071778195,-9.852476477,-0.5901065440000011
crp__delcrp_glyc__3,-1.2735709392882035,-9.852476477,-0.4959563720000002
glu__glu_ale3__1,0.7999337283312414,1.4385551630000002,0.021575632999999428
glu__glu_ale4__1,1.33415841733107,0.1237046330000009,-0.4924747590000012
glu__glu_ale5__1,1.024244581157956,0.23737495299999975,-0.9401613140000008
glu__glu_ale6__1,0.5962045755965288,-0.2669721739999993,-0.9390156240000014
glu__glu_ale8__1,0.6712876461438078,1.5517659029999995,0.18594659099999775
glu__glu_ale9__1,1.369829148030599,0.736260553000001,0.16158350999999893
glu__glu_ale10__1,1.0131750781724345,1.2484999630000004,0.004909888999999446
42c__wt_42c__1,0.8099822545841607,-0.02289376299999901,-0.5918919290000009
42c__42c_ale1__1,3.224830570126941,0.578078713,-0.02174034900000077
42c__42c_ale2__1,1.573724788147172,-0.001157444000000396,-0.9167023910000004
42c__42c_ale3__1,0.8706065679442895,-0.16365086199999898,-0.4921257380000004
42c__42c_ale4__1,0.0145106895740847,0.18829674300000046,0.10696995699999956
42c__42c_ale5__1,-0.1653235800739368,-0.2550904079999992,-0.5494947900000016
42c__42c_ale6__1,1.2140680093373044,0.5847098129999999,0.48439298999999897
42c__42c_ale8__1,0.7159963715953556,0.898060053,0.37672936999999773
42c__42c_ale9__1,0.8546475079930218,0.2344509129999999,-0.490152085000001
42c__42c_ale10__1,1.491599679235297,0.5824345429999997,0.03010111099999868
ssw__wt_ac__1,1.250126145027022,0.155824183,-0.5540815150000009
ssw__wt_glc__1,-0.7094614077765441,0.08995910700000033,-0.8096439810000007
ssw__wt_glyc__1,0.994772107637314,0.2646295629999997,0.6241803039999994
ssw__wt_xyl__1,2.197975320729201,0.6151089029999994,0.0683316379999992
ssw__glc_ale1__1,3.2712758762962597,0.31199771300000023,-0.29367381900000034
ssw__glc_ale2__1,2.090973911415719,0.5353218630000001,-0.4314097900000009
ssw__glc_ale3__1,1.7772390697154348,0.4454840030000007,-0.10675455700000036
ssw__glyc_ale1__1,3.328779258860174,0.2988789030000003,0.09518040399999884
ssw__glyc_ale2__1,1.1863254635674725,0.3021156230000006,-0.1328482960000006
ssw__xyl_ale1__1,1.1691183680201709,-0.2147884219999998,-0.4527667030000009
ssw__xyl_ale2__1,2.538600084828848,0.026451148999999674,-0.1003138390000009
ssw__xyl_ale3__1,0.3535789523403935,-0.3138359289999997,-0.4525808920000003
ssw__glc_ac_ac2__1,2.580330119767973,0.5069351229999999,-0.6656854170000006
ssw__glc_ac_glc1__1,0.0189317755675996,-0.42053636400000016,-0.5800691419999993
ssw__glc_glyc_glc__1,1.1703967505779698,0.565682133000001,-0.16278316500000134
ssw__glc_glyc_glyc__1,2.3010944199747656,0.3070424930000009,-0.6420670190000006
ssw__glc_xyl_glc__1,0.4863280570256132,0.029020071999999782,-0.8053064380000006
ssw__glc_xyl_xyl__1,0.8827562701552103,-0.2438474470000003,-0.6986794660000006
ica__wt_glc__1,1.9937142691636356,-0.02120516499999958,-1.155125269000001
ica__wt_glc__2,2.0224314217743538,-0.013075077999999962,-1.1536715780000009
ica__wt_glc__3,0.991003247885054,0.0930502690000008,-0.7924892259999998
ica__wt_glc__4,0.7295519859978485,0.399858493,-0.8779266159999999
ica__arg_sbt__1,2.240304105924015,0.17296083299999945,-0.995776578000001
ica__arg_sbt__2,2.73589450017785,0.4931735029999995,-0.7848679500000015
ica__cytd_rib__1,6.892838998232121,0.5032386530000004,-0.3928229130000007
ica__cytd_rib__2,6.123910859790124,0.4864851229999996,-0.4166584350000013
ica__gth__1,0.035970093706331,-0.3447319570000005,-0.2701734620000007
ica__gth__2,0.0792019851931785,-0.5509396859999995,-0.21156112200000088
ica__leu_glcr__1,3.649538216441127,1.0260792930000004,-1.0044539530000005
ica__leu_glcr__2,3.099916421021356,0.964590953,-0.9793027650000008
ica__met_glc__1,2.368303122229687,-0.0020434050000002198,-1.1089656530000012
ica__met_glc__2,2.0514562891326737,-0.06998528999999998,-1.2718604330000003
ica__no3_anaero__1,-0.7723298321565693,0.16601552300000044,-0.5853773820000008
ica__no3_anaero__2,-0.5658762812668745,0.1659366630000001,-0.6613646870000007
ica__phe_acgam__1,1.940555613620593,0.08710832000000046,-1.009941629000001
ica__phe_acgam__2,2.168312260664757,0.07371453200000032,-1.0944911600000014
ica__thm_gal__1,2.932120501922161,0.41909228299999945,-0.849366615000001
ica__thm_gal__2,2.7368077417229184,0.4125785030000007,-0.6598406760000001
ica__tyr_glcn__1,22.944528852020454,0.211699823,-1.0829603220000008
ica__tyr_glcn__2,23.19967835299799,0.2492893929999997,-1.126606810000001
ica__ura_pyr__1,2.070560828691915,0.8236668229999999,-0.6836973430000004
ica__ura_pyr__2,2.1519450308618424,1.104333543000001,-0.711656542000001
ica__wt_glc__5,2.200738210747322,0.3105034530000008,-0.8172695160000005
ica__wt_glc__6,1.649533786779925,0.3376528430000008,-0.8572609680000012
ica__bw_delpurR_cytd__1,2.157722844110392,-0.14178576699999998,-1.044056007000001
ica__bw_delpurR_cytd__2,1.3949342750699534,0.2554834630000009,-1.016813836
ica__ade_glc__1,0.8778308633576033,0.27079068299999953,-0.9623601070000004
ica__ade_glc__2,2.6333069200209143,-0.10748262699999957,-1.0423736340000014
ytf__wt_glc__1,0.5455708210405592,0.34000217300000024,-0.4932589109999999
ytf__wt_glc__2,0.6682445049404124,0.487174103000001,-0.2695025730000005
ytf__delyafC__1,1.7624753805098743,0.518280163,-0.208504756
ytf__delyafC__2,2.300616828152757,0.558626223000001,-0.258698796
ytf__delyeiE__1,-0.0470936639792303,0.4528218430000006,-0.5054191340000012
ytf__delyeiE__2,-0.1545774148938666,0.3693801830000005,-0.5910660450000016
ytf__delyiaJ__1,1.4058808502349849,0.4900788630000008,-0.3284428069999992
ytf__delyiaJ__2,1.0037193890574645,0.4743345229999996,-0.26896796599999995
ytf__delyieP__1,1.027910609277872,0.8306116230000011,0.010406564000000174
ytf__delyieP__2,0.5626815472041538,0.7498248230000009,0.014791079000000098
ytf__wt_ph5__1,0.1492190045929946,0.3985759630000008,-0.5764400240000009
ytf__wt_ph5__2,-0.0840965735522094,0.4747397030000009,-0.5943885070000006
ytf__wt_ph8__1,-0.929434468225187,0.2756429229999995,-0.7279063220000008
ytf__wt_ph8__2,0.2524054183089494,0.2681548629999995,-0.4972994110000002
ytf__delybaO__1,2.865787845080909,0.5823761830000009,-0.11576198700000084
ytf__delybaO__2,1.7419563815275163,0.6367440230000003,-0.14352594199999924
ytf__delybaQ__1,-0.2820836805269316,0.3329404930000006,-0.4563908800000016
ytf__delybaQ__2,-0.5588738473102974,0.3236855130000009,-0.5516589930000011
ytf__delybiH__1,1.560577875441538,0.6363319829999998,-0.26500789200000074
ytf__delybiH__2,1.561055737820233,0.5546718429999995,-0.043009768000001
ytf__delydcI_ph5__1,0.2977775660370624,0.36809995299999976,-0.7833533610000005
ytf__delydcI_ph5__2,-0.1261474859691665,0.4226014830000011,-0.5844030090000008
ytf__delydcI_ph8__1,0.1732778616056937,0.3631957630000002,-0.6105448800000008
ytf__delydcI_ph8__2,-0.4558942474779828,0.3071113430000008,-0.8157123430000004
ytf__delyddM__1,-0.4957722993510419,0.8218948030000011,-0.466923265000001
ytf__delyddM__2,-0.8470537145694602,0.8320546029999996,-0.4042418660000005
ytf__delyheO__1,2.583471745838775,0.5961686430000004,-0.39023717300000094
ytf__delyheO__2,2.631830446766084,0.6336565129999999,-0.33770110300000056
fps__bw_glc__1,0.3811924355976108,0.23073483299999964,-0.5373783430000003
fps__bw_glc__2,0.1115997443558954,0.16040873300000058,-0.7629342130000003
fps__fps_thrA_ale1__1,-0.6870789081969226,0.3327312029999998,-0.6687371370000008
fps__fps_thrA_ale1__2,-0.2015792775663345,0.3516250830000001,-0.6679192080000007
fps__fps_thrA_ale2__1,-0.3234152615349627,0.22966762300000101,-0.7181632800000015
fps__fps_thrA_ale2__2,-0.3476478199661769,0.28896753300000105,-0.6999498469999992
fps__fps_serB_ale1__1,-1.0685278981486988,0.2630278130000008,-0.6843870300000008
fps__fps_serB_ale1__2,-1.4126051445786398,0.3896577630000007,-0.6981851550000009
fps__fps_serB_ale4__1,-2.5645569790450047,0.20591431300000096,-0.6359374310000003
fps__fps_serB_ale4__2,-3.058199873744083,0.3602136930000004,-0.36939810400000095
fps__fps_ptsI_ale1__1,2.532323504671613,0.045779202000000296,-0.9002794169999992
fps__fps_ptsI_ale1__2,3.296923595345837,0.14486478300000094,-0.9923985709999998
fps__fps_ptsI_ale3__1,1.794588619412625,0.2525903130000007,-0.8096525870000004
fps__fps_ptsI_ale3__2,2.3265033296116853,0.22323634299999995,-0.8766848660000006
pal__lyx_ale2_f6__1,2.236952537857456,0.3334221829999997,-0.36808766100000057
pal__lyx_ale2__1,2.837169521171189,0.2649081029999998,-0.40303228700000027
pal__lyx_ale2__2,3.0551789011134742,0.3071416530000004,-0.5146588950000011
pal__lyx_ale4__1,2.24364976294098,-0.057655872999999865,-0.9982473570000004
pal__lyx_ale4__2,2.217031739579104,-0.07060586499999921,-0.9802906710000006
pal__5drib_ale10_f18__1,3.58209157035314,-0.06913953699999986,-0.3500359209999999
pal__5drib_ale10_f18__2,2.6677540460220865,-0.022394786999999642,-0.2137977230000008
pal__5drib_ale10__1,4.762512561867233,0.4018362730000007,-0.0070080150000011434
pal__arab_ale14_f9__1,1.1113927944234785,0.24554710299999985,-0.2804809500000012
pal__arab_ale14_f9__2,1.366540357421751,0.4127220729999994,-0.21160240900000105
pal__arab_ale14__1,0.8178172300646694,0.3767839330000005,-0.7445385200000016
pal__arab_ale14__2,0.5217622250540628,0.3756092130000006,-0.7632181400000011
pal__arab_ale16__1,3.368385785975221,0.02985453700000029,0.00990413400000012
pal__arab_ale16__2,3.1208260401559067,0.10976642500000013,0.08415065699999946
pal__tartr_ale26_f10__1,2.3960568485680462,0.3119472930000011,-0.3954056400000008
pal__tartr_ale26_f10__2,3.216207352730807,0.19927317299999991,-0.2756785090000013
pal__tartr_ale26__1,1.3072776422735073,0.3850793330000002,-0.5632857500000004
pal__tartr_ale26__2,1.893395715547946,0.334463263,-0.5240699600000012
pal__tartr_ale28_f10__1,3.921019102023111,-0.003712276999999986,-0.3122031880000007
pal__tartr_ale28_f10__2,2.6970960963086044,-0.0986905509999989,-0.3849129730000005
pal__tartr_ale28__1,1.664924950248977,0.27296854300000106,-0.7631193000000014
pal__tartr_ale28__2,1.3959624016824634,0.2684948929999997,-0.6191220940000006
efeU__delmenFentC_citr__1,-0.1655632850092828,0.4221979430000005,-0.9637891880000008
efeU__delmenFentC_citr__2,0.2604520282074966,0.5677252629999998,-0.692412634000001
efeU__delmenFentC__1,0.4624891707465082,0.6961985229999996,-0.6905942090000003
efeU__delmenFentC__2,-0.0624656025235796,0.7362106530000005,-0.6190022950000014
efeU__menFentC_ale39__1,1.9427427849530805,0.5420487930000011,-0.5365306790000011
efeU__menFentC_ale39__2,2.5182035778472343,0.5730386230000004,-0.7332050610000005
efeU__menFentC_ale29__1,2.1789686676881685,0.9115027730000004,-0.6330090690000008
efeU__menFentC_ale29__2,2.3360835980119283,0.9432762930000004,-0.5086159910000001
efeU__menFentC_ale30__1,0.9007020013298992,0.10668520800000003,-0.8425230669999992
efeU__menFentC_ale30__2,0.7974971596763377,0.06397155600000026,-0.8166191960000004
efeU__menFentCubiC_ale36__1,-0.0788835543899057,0.8218575829999999,-0.7015493200000016
efeU__menFentCubiC_ale36__2,0.2207964387441869,0.6481697730000011,-0.790157305000001
efeU__menFentCubiC_ale37__1,-0.7303450160864117,0.8430776529999999,-0.8016001470000003
efeU__menFentCubiC_ale37__2,-0.4645206005701163,0.8884085729999995,-0.7751389440000009
efeU__menFentCubiC_ale38__1,0.9065567459059012,0.3484389429999997,-0.7695767220000009
efeU__menFentCubiC_ale38__2,0.4117477137511722,0.30990829299999945,-0.7629044160000005
misc2__salc_glc__1,1.2021376192201405,-0.03094168600000025,-0.2763619540000013
misc2__salc_glc__2,0.9555335475076012,-0.041858421999998896,0.07007352699999903
misc2__dbcn_glc__1,-0.4350980984920554,-0.41418928399999894,-1.109353436
misc2__dbcn_glc__2,-0.4122870145638984,-0.32218037899999885,-0.9097579610000004
misc2__tyr_glc__1,2.3432563532759523,0.4823384130000008,-0.923051033000001
misc2__tyr_glc__2,2.7707577955455736,0.5197261330000007,-0.6467384580000006
misc2__arg_cytd__1,1.166970618200189,0.10509646700000096,-1.0228638870000006
misc2__arg_cytd__2,1.5110481948972667,0.09710128400000073,-0.9644833870000004
misc2__delyheO_pyr__1,2.053270428835928,1.0004127829999998,-0.6405975150000014
misc2__delyheO_pyr__2,2.034337243312689,1.0134814930000005,-0.5190080990000006
misc2__dellon_glc__1,-1.9222905375994697,0.4872481129999997,-0.31766511700000066
misc2__dellon_glc__2,-2.0358446749665564,0.2154419530000009,-0.3561900280000003
nquinone__delubiC__1,1.1340661359712971,0.4464799330000009,-1.0575464530000005
nquinone__delubiC__2,0.7072565883663031,0.6182852329999999,-0.8407631620000009
nquinone__ubiC_ale1__1,-0.0620203226124345,0.4621411030000005,-0.5790622890000003
nquinone__ubiC_ale1__2,0.1911168883223138,0.5186398529999998,-0.7226755290000009
nquinone__ubiC_ale2__1,-0.02625619550548,0.4747234030000005,-0.936857281
nquinone__ubiC_ale2__2,0.2241343537779135,0.4297995330000006,-0.8626957400000004
nquinone__ubiC_ale3__1,0.736673710582434,0.026469302000000642,-1.3220050750000016
nquinone__ubiC_ale3__2,-0.1128404802577782,0.09906102300000086,-1.0787533950000014
nquinone__ubiC_ale4__1,0.2976786616841856,0.493212583,-0.8283809650000009
nquinone__ubiC_ale4__2,-0.1427667421303212,0.5086079229999996,-0.7157138710000002
nquinone__delpdhR__1,1.08574021120443,0.3856681930000008,-1.0412906900000012
nquinone__delpdhR__2,0.427519539648315,0.36299017299999997,-1.0721298260000005
quinone__glu_ale4__1,1.1604098333698083,0.3684261329999998,-0.9557335090000008
quinone__glu_ale4__2,1.2362112893143884,0.7361257729999995,-0.925888124000001
quinone__delmenF__1,0.2926290054596733,0.5532796730000005,-0.7986639220000002
quinone__delmenF__2,0.3395608307725558,0.4243016730000004,-0.7049064610000002
quinone__menF_ale5__1,1.0294119592631636,0.9045305230000018,-0.2056082540000004
quinone__menF_ale5__2,1.923432595375198,0.9292543930000008,-0.3913318479999992
quinone__menF_ale6__1,1.628083651608779,0.928937233000001,-0.4116327480000006
quinone__menF_ale6__2,1.13352977102131,0.9358953230000004,-0.3817730859999999
quinone__menF_ale7__1,2.1093690408114605,0.8647486830000002,-0.4991821200000004
quinone__menF_ale7__2,2.326921624152979,0.8297670830000001,-0.5012401220000005
quinone__menF_ale8__1,3.618527612235376,1.0002332430000005,-0.5847086270000004
quinone__menF_ale8__2,2.9444476093379,0.9954071830000012,-0.38170336200000055
quinone__delmenFubiC__1,-0.0823154383036351,0.5032428030000009,-0.4933353530000009
quinone__delmenFubiC__2,-0.7291958526281497,0.5733612729999997,-0.6238362020000006
quinone__menFubiC_ale1__1,2.96092465308341,0.6889852029999997,-0.4169239710000001
quinone__menFubiC_ale1__2,2.6106902790044746,0.6891632330000004,-0.5232924400000014
quinone__menFubiC_ale2__1,0.8554706016452325,0.5664049030000005,-0.5659294490000013
quinone__menFubiC_ale2__2,0.2265592653109815,0.587592463,-0.4256745380000009
quinone__menFubiC_ale3__1,0.9254586941111208,0.1084791789999997,-1.0292859040000009
quinone__menFubiC_ale3__2,1.0559227439960208,0.1436014399999994,-0.9478903100000008
quinone__menFubiC_ale4__1,2.9730906505522574,1.042582673,-0.31871752000000164
quinone__menFubiC_ale4__2,2.7038879461590875,1.0279896629999996,-0.3740089880000008
oxyR__wt_glc__1,1.472797212157757,0.09382866099999987,-0.9748900650000004
oxyR__wt_glc__2,0.949693348841869,0.13043923000000035,-0.9064058650000008
oxyR__wt_h2o2__1,0.9995351734459222,0.05757602200000101,-0.957301515000001
oxyR__wt_h2o2__2,0.6077191259578621,0.4618741830000008,-0.756243091
oxyR__glu_ale4__1,-0.300272582465276,0.7723290729999999,-0.5392103110000006
oxyR__glu_ale4__2,0.028686958411831,0.49579595299999996,-0.552129356
oxyR__glu_ale4_h2o2__1,0.4198540267734252,0.6213283730000008,-0.35430010100000064
oxyR__glu_ale4_h2o2__2,-0.4282990411970466,0.4863484329999999,-0.3617290440000014
oxyR__oxyR_ale17__1,0.8149721379117695,0.13801763000000022,-0.5154058859999999
oxyR__oxyR_ale17__2,0.7556049389027645,0.15520324300000074,-0.5999640019999992
oxyR__oxyR_ale17_h2o2__1,0.7876809922482999,0.21122745300000112,-0.5344283190000008
oxyR__oxyR_ale17_h2o2__2,-0.4527225551837673,0.156206473000001,-0.6441067280000006
oxyR__oxyR_ale18__1,2.1780594766943797,-0.2332659079999999,-1.3091062140000007
oxyR__oxyR_ale18__2,1.8720997835129125,-0.08594182799999928,-1.0714972790000008
oxyR__oxyR_ale18_h2o2__1,0.6261411975204212,0.027939159000000657,-0.7587578300000013
oxyR__oxyR_ale18_h2o2__2,0.9494279551819867,0.09512536300000107,-0.7890496110000003
oxyR__oxyR_ale19__1,1.1446251345407985,-0.1866830670000006,-1.3147839030000004
oxyR__oxyR_ale19__2,1.4738130285339974,-0.08065952299999958,-1.0920274250000004
oxyR__oxyR_ale19_h2o2__1,0.7402600003517703,-0.3216936859999997,-1.2655894169999993
oxyR__oxyR_ale19_h2o2__2,1.147971695328097,-0.22926116100000016,-1.2766908430000008
