,A,Nac
time_course__lb_4hr__2,0.19072326720000002,0.029021270300000002
time_course__lb_4hr__3,0.0134497635,0.0269947456
time_course__lb_8hr__1,-2.2053620899,-1.0331268402
time_course__lb_8hr__2,-2.2954612789,-1.4413953739
time_course__lb_8hr__3,-2.5271043349999998,-1.306498114
time_course__lb_24hr__1,0.2742863729,-0.1328202463
time_course__lb_24hr__2,-0.38777513350000004,-0.4069938502
time_course__lb_24hr__3,-0.1189269985,-0.0196937322
time_course__lb_72hr__1,2.0071003276,-0.3430053669
time_course__lb_72hr__2,1.8904238451,-0.4245264691
time_course__lb_72hr__3,1.4141803358,-0.8800846993
time_course__lb_144hr__1,2.0951702258,-0.2920079258
time_course__lb_144hr__2,1.1381963822,-0.1646402227
time_course__lb_144hr__3,0.4041086721,-0.10273774520000001
time_course__lb_192hr__1,1.2270876367,-0.49615008520000004
time_course__lb_192hr__2,0.9900960109,-0.4395340686
time_course__lb_192hr__3,-0.0563048694,-0.8612318704
triclosan__wt__1,-0.58251896,-0.6280582647
triclosan__wt__2,-0.1237597099,-0.2451268261
triclosan__wt__3,0.7062786699,0.8731850908000001
triclosan__evo_amx_tcs__1,-0.9289058805,0.2581449905
triclosan__evo_amx_tcs__2,0.3963065643,0.0195057668
triclosan__evo_amx_tcs__3,-1.025558334,-0.6704281286
triclosan__evo_chl_tcs__1,-0.0517269501,-0.33402977030000003
triclosan__evo_chl_tcs__2,-0.9688040265000001,-0.9781446624000001
triclosan__evo_chl_tcs__3,-0.8224721531,-0.9528258299000001
triclosan__evo_tet_tcs__1,-2.4889765658,-1.804614847
triclosan__evo_tet_tcs__2,-1.2987813975,-0.8810526626
truHMM__48C_15m__1,1.5248766597999999,-0.6010824157
truHMM__48C_15m__2,1.0114439064,-0.6301044311
truHMM__48C_15m__3,0.052638471900000004,-1.7461180304
truHMM__48C_30m__1,2.9095572736,-0.47823567250000004
truHMM__48C_30m__2,2.8756223929,-0.34823952210000003
truHMM__48C_60m__1,4.2712638399,-0.0981411539
truHMM__48C_60m__2,4.156198921,-0.1009050356
truHMM__phos_0h__1,0.018720448100000002,0.0161119854
truHMM__phos_0h__2,-0.018720448100000002,-0.0161119854
truHMM__phos_2h__1,1.6570380542,0.6205386722
truHMM__phos_2h__2,1.6136352968,0.6214222273000001
truHMM__phos_4h__1,2.814510973,1.3619027134000001
truHMM__phos_4h__2,2.7424417883,1.1755529614
truHMM__phos_4h__3,3.6033878181,-0.09620500030000001
control__wt_glc__1,-0.0073339523,-0.122012726
control__wt_glc__2,0.0073339523,0.122012726
fur__wt_dpd__1,-0.5177070164,-1.69991428
fur__wt_dpd__2,-0.790022124,-1.9387699550000002
fur__wt_fe__1,0.48340242850000004,0.523530873
fur__wt_fe__2,0.40078820740000004,0.257487532
fur__delfur_dpd__1,0.5623307839,-1.602536528
fur__delfur_dpd__2,0.5386800192,-1.724549783
fur__delfur_fe2__1,0.8886003824,-0.7173395530000001
fur__delfur_fe2__2,0.8641430590000001,-0.808297919
acid__wt_ph5__1,-1.0367509441,-0.741450971
acid__wt_ph5__2,-0.9159269830000001,-0.525057889
acid__delgadx_ph5__1,-0.6952302421000001,-0.54736522
acid__delgadw_ph5__1,-0.6051303656,-0.607067223
acid__delgadw_ph5__2,-0.5189516458,-0.511348461
acid__delgade_ph5__1,-0.7214143935,-0.392057808
acid__delgade_ph5__2,-0.8791432732000001,-0.574728315
oxidative__wt_pq__1,-0.21670756160000001,-1.44188698
oxidative__wt_pq__2,-0.4756119802,-1.467999853
oxidative__deloxyr_pq__1,-1.3534351225,-1.5416115910000001
oxidative__deloxyr_pq__2,-0.8313099492,-1.328150785
oxidative__delsoxr_pq__1,-0.0192684173,-2.395016924
oxidative__delsoxr_pq__2,0.08505482660000001,-1.948205151
oxidative__delsoxs_pq__1,0.554206226,-1.627599484
oxidative__delsoxs_pq__2,0.5081116246,-1.268693053
nac_ntrc__wt_csn__1,16.4251995819,7.520987127
nac_ntrc__wt_csn__2,16.5578886192,7.504085217
nac_ntrc__wt_cytd__1,16.5603242788,7.005102877
nac_ntrc__wt_cytd__2,16.8777647266,7.055380747
nac_ntrc__wt_gln__1,20.8544248177,7.640281807
nac_ntrc__wt_gln__2,20.5419426566,7.552225147
nac_ntrc__bw_delnac_csn__1,-5.1176994793,-4.725505623
nac_ntrc__bw_delnac_csn__2,-6.2476189259,-4.725505623
nac_ntrc__bw_delnac_cytd__1,-4.353921991,-4.570227487
nac_ntrc__bw_delnac_cytd__2,-3.8057168377,-4.725505623
nac_ntrc__bw_delnac_gln__1,-4.3986320479,-4.725505623
nac_ntrc__bw_delnac_gln__2,-3.7165035058,-4.025620359
nac_ntrc__bw_delnac_nh4__1,-2.5818541010000002,-4.725505623
nac_ntrc__bw_delnac_nh4__2,-2.6977248006,-4.725505623
misc__wt_no_te__1,0.41170677780000003,-1.3961649600000001
misc__wt_no_te__2,-0.2630685605,-1.23681461
misc__bw_delcbl__1,-0.245126268,-0.757840182
misc__bw_delcbl__2,-0.2165880694,-0.5660527710000001
misc__bw_delfabr__1,-0.7824842528,-0.9718758310000001
misc__bw_delfabr__2,-0.5497782377,-0.794775156
misc__bw_delfadr__1,-0.6210496713,-1.680478966
misc__bw_delfadr__2,-0.0271578806,-1.264995389
misc__nitr_031__1,12.388908439,6.552016787
omics__wt_glu__1,0.6233221653000001,-0.899102147
omics__wt_glu__2,0.4099364444,-0.792330761
omics__wt_gly__1,1.8503559093000002,2.542336378
omics__wt_gly__2,1.6377682481,2.498725851
omics__wt_thr__1,1.3803738287,1.311510065
omics__wt_thr__2,1.3017869217,1.556613354
omics__bw_ac__1,3.7202630672,-2.000452962
omics__bw_ac__2,4.5524004686,-1.525135401
omics__bw_fum__1,2.7015643356,-1.8242871040000002
omics__bw_fum__2,2.4836526607,-1.969805032
omics__bw_glc__1,-0.346688155,-0.506795945
omics__bw_glc__2,-0.6555735995,-0.437756199
omics__bw_pyr__1,2.8218616994,-1.7601444370000001
omics__bw_pyr__2,3.9993957026,-1.31210616
ompr__wt_nacl__1,0.9457809135,-1.49281383
ompr__wt_nacl__2,0.6941580392000001,-1.181235928
ompr__bw_delompr_nacl__1,1.6782572149,-1.595691583
ompr__bw_delompr_nacl__2,1.1597307847,-1.530409774
minspan__wt_ade__1,-0.4285457972,-0.956261935
minspan__wt_glc__1,0.3182466799,-1.083873052
minspan__wt_glc__2,0.24415796180000002,-0.9017149630000001
minspan__wt_glc__3,0.0117899971,-1.241777547
minspan__wt_glc_anaero__1,-1.9958917348,-2.0951654570000002
minspan__wt_glc_anaero__2,-3.2452277734,-1.911124331
minspan__wt_trp__1,2.0196574664,-0.084408861
minspan__bw_delcra_glc__1,-0.552498421,-0.35977291100000003
minspan__bw_delcra_trp__1,1.0286579566,0.575442271
minspan__bw_delmntr__1,-0.9030105492,0.048987219000000005
minspan__bw_delnac_ade__1,-1.6720962637999999,-4.725505623
minspan__bw_delnac_glc__1,-1.3087326035,-4.430515828
cra_crp__wt_ac__1,5.4521275921,-1.6374726750000002
cra_crp__wt_ac__2,5.7805066285,-1.352660093
cra_crp__wt_fru__1,3.4460589746,-1.37473244
cra_crp__wt_fru__2,3.9426914367,-1.174600821
cra_crp__delcra_ac__1,3.6887223437000003,-1.638441996
cra_crp__delcra_ac__2,3.6444822514,-1.96445885
cra_crp__delcra_fru__1,-0.9711598284,-0.9699533260000001
cra_crp__delcra_fru__2,-0.7763122009000001,-1.078082742
cra_crp__delcra_glc__1,-0.8620441868000001,-1.068559011
cra_crp__delcra_glc__2,-1.3950360241,-1.005362379
rpoB__wt_031__1,9.1543758797,4.863024772
rpoB__wt_044__1,5.8733057063,5.019825411
rpoB__wt_lb__1,8.3045062125,-2.23039253
rpoB__wt_lb__2,8.2611160257,-2.187601614
rpoB__rpoBE546V_031__1,11.991960048,6.050529497
rpoB__rpoBE546V_044__1,12.2296252843,5.991430347
rpoB__rpoBE546V_lb__1,5.766764408,-2.644579213
rpoB__rpoBE546V_lb__2,5.9643548147,-2.57741294
rpoB__rpoBE546V_glc__1,-0.2223737295,-0.01704733
rpoB__rpoBE672K_glc__1,-0.1009987573,-0.162803771
rpoB__rpoBE672K_glc__2,-0.4340341917,-0.062835234
rpoB__rpoBE672K_lb__1,0.49261594300000006,-4.273104867
rpoB__rpoBE672K_lb__2,0.7619065576,-3.294696074
crp__wt_fru__1,2.5711606965,-1.419126774
crp__wt_glyc__1,2.9844248485,-2.331375942
crp__wt_glyc__2,3.4184426727,-1.8351906480000002
crp__delar1_glyc__1,-1.1586765553,-1.111878346
crp__delar1_glyc__2,-0.2926170435,-0.8678945680000001
crp__delar1ar2_glyc__1,0.23315359160000002,-2.018645712
crp__delar1ar2_glyc__2,0.3018589859,-2.08533772
crp__delar1ar2_glyc__3,0.3480030599,-2.057777957
crp__delar2_glyc__1,5.5707472706,-1.25134123
crp__delar2_glyc__2,5.3877946773,-1.502031525
crp__delar2_glyc__3,4.8664553632,-1.415299276
crp__delcrp_fru__1,-0.7761764492000001,-1.214525928
crp__delcrp_fru__2,-1.1088719141,-1.770729264
crp__delcrp_fru__3,-1.3586089374,-1.398485756
crp__delcrp_glc__1,-1.9802953138000001,-1.770199173
crp__delcrp_glc__2,-1.8722246618,-1.94036139
crp__delcrp_glc__3,-1.4900924285000001,-1.531417795
crp__delcrp_glyc__1,-1.4396030428,-1.899223153
crp__delcrp_glyc__2,-1.8265160604,-2.037462752
crp__delcrp_glyc__3,-2.2164952177,-2.379560199
glu__glu_ale3__1,-4.5842233568,-2.00322572
glu__glu_ale4__1,-4.1209518067,-2.776772561
glu__glu_ale5__1,-0.7037715804,-1.822011142
glu__glu_ale6__1,-1.9028746609,-1.691231525
glu__glu_ale8__1,-4.6009882206,-2.192874935
glu__glu_ale9__1,-3.6586422302,-2.229247024
glu__glu_ale10__1,-3.7179691027,-1.778692268
42c__wt_42c__1,-1.538933812,-1.6272171850000001
42c__42c_ale1__1,-3.2079887517,-1.966118301
42c__42c_ale2__1,-3.2063587387,-2.434200137
42c__42c_ale3__1,-2.4272605107,-1.388438963
42c__42c_ale4__1,-3.3930285904,-1.445537732
42c__42c_ale5__1,-2.0657436881,-2.2187326450000002
42c__42c_ale6__1,-4.5658175622,-2.336357608
42c__42c_ale8__1,-4.6797387138,-1.972562557
42c__42c_ale9__1,-2.4847376106,-1.6342439450000001
42c__42c_ale10__1,-2.9552069954,-1.891036626
ssw__wt_ac__1,3.5225715424,-1.611062371
ssw__wt_glc__1,-0.0042094278,-1.440486776
ssw__wt_glyc__1,3.1103469726,-0.865227956
ssw__wt_xyl__1,0.5242979625,-1.020020557
ssw__glc_ale1__1,-0.0647650593,-1.550488041
ssw__glc_ale2__1,-1.0039133081,-1.301002387
ssw__glc_ale3__1,-3.0552663215,-0.15318652500000002
ssw__glyc_ale1__1,-1.2182775989,-1.61000612
ssw__glyc_ale2__1,-2.3945204092,-0.21536180700000002
ssw__xyl_ale1__1,-0.4209068607,-1.057384247
ssw__xyl_ale2__1,-1.1246720126,-1.370628079
ssw__xyl_ale3__1,-1.8751189435,-0.424110835
ssw__glc_ac_ac2__1,-0.7064675722,0.036478666
ssw__glc_ac_glc1__1,-2.0645698816999998,-1.197447021
ssw__glc_glyc_glc__1,-1.4180797281,-1.4471025690000001
ssw__glc_glyc_glyc__1,0.2965478418,-2.347733326
ssw__glc_xyl_glc__1,-2.092404949,-2.089136542
ssw__glc_xyl_xyl__1,-0.7421108288,-2.203921866
ica__wt_glc__1,0.0912968493,-0.9555554380000001
ica__wt_glc__2,0.2407077126,-0.895923216
ica__wt_glc__3,-1.4719664171,-2.363106781
ica__wt_glc__4,-0.8561740672,-2.299437015
ica__arg_sbt__1,2.9595459949,-2.018927597
ica__arg_sbt__2,2.7882763495000003,-2.280914596
ica__cytd_rib__1,11.105115624,-1.728662433
ica__cytd_rib__2,11.1820961399,-1.3950074030000001
ica__gth__1,0.0294473838,-1.420016803
ica__gth__2,-0.3812878259,-1.513061271
ica__leu_glcr__1,1.6273509603,-2.194850953
ica__leu_glcr__2,1.3791252092000001,-2.554223932
ica__met_glc__1,0.4444841463,-1.7982902260000002
ica__met_glc__2,0.1973845918,-1.820060655
ica__no3_anaero__1,-2.4258642885,-1.06351416
ica__no3_anaero__2,-2.175064051,-1.054864589
ica__phe_acgam__1,-0.5482060597,-2.462168076
ica__phe_acgam__2,-0.7791507117,-2.191386078
ica__thm_gal__1,3.4527866132,-1.9128767770000001
ica__thm_gal__2,2.9624318666000002,-2.233467799
ica__tyr_glcn__1,0.2472953163,-2.585959623
ica__tyr_glcn__2,-0.1420170713,-2.44707641
ica__ura_pyr__1,1.9656328442,-2.070522785
ica__ura_pyr__2,2.5224380583,-2.122693874
ica__wt_glc__5,-0.9975431162,-2.257621052
ica__wt_glc__6,-0.9384716919,-2.247697062
ica__bw_delpurR_cytd__1,-1.2013706411,-2.312968621
ica__bw_delpurR_cytd__2,-0.7530162867,-2.6943289310000003
ica__ade_glc__1,-0.6694080396000001,-2.346077737
ica__ade_glc__2,-0.724529529,-2.023073819
ytf__wt_glc__1,0.1917384865,0.1695049
ytf__wt_glc__2,0.0697260048,0.13060047
ytf__delyafC__1,1.5917494166,1.6565648190000002
ytf__delyafC__2,1.523316829,1.061693217
ytf__delyeiE__1,1.3643279833,1.029775412
ytf__delyeiE__2,0.8786124584,-0.941805195
ytf__delyiaJ__1,0.8807318294,0.008804778000000001
ytf__delyiaJ__2,1.3737757589,-0.19748837600000002
ytf__delyieP__1,-0.2483012756,0.142214169
ytf__delyieP__2,0.40304622370000004,0.30161080500000004
ytf__wt_ph5__1,0.4242989231,0.331631799
ytf__wt_ph5__2,0.4352576636,0.35297229900000004
ytf__wt_ph8__1,0.6913198003000001,-1.544666002
ytf__wt_ph8__2,-0.0631058905,-1.8064700390000001
ytf__delybaO__1,2.2339512646,0.905745647
ytf__delybaO__2,1.6090230679,0.903975583
ytf__delybaQ__1,0.1572314671,-0.735885247
ytf__delybaQ__2,0.0713957777,-0.84652233
ytf__delybiH__1,0.20491882960000002,-0.157392484
ytf__delybiH__2,0.3776666019,-0.14598782200000002
ytf__delydcI_ph5__1,0.34582605120000004,1.081453561
ytf__delydcI_ph5__2,0.11979086180000001,1.022221057
ytf__delydcI_ph8__1,-0.4806829683,-2.070954701
ytf__delydcI_ph8__2,-0.3310409646,-2.07481487
ytf__delyddM__1,-0.37766655730000004,-1.219589188
ytf__delyddM__2,-0.7065052377000001,-1.413693311
ytf__delyheO__1,1.8127310378,0.32833632500000004
ytf__delyheO__2,0.9441221923,0.155887739
fps__bw_glc__1,0.5552906952000001,-1.358233387
fps__bw_glc__2,0.3700217263,-0.978424822
fps__fps_thrA_ale1__1,0.3650759267,-1.68342813
fps__fps_thrA_ale1__2,0.11851649380000001,-1.05207019
fps__fps_thrA_ale2__1,0.2801874667,-2.162587055
fps__fps_thrA_ale2__2,-0.0637990262,-1.695667234
fps__fps_serB_ale1__1,1.1105379635000001,-2.020706613
fps__fps_serB_ale1__2,0.9979721267,-1.634012821
fps__fps_serB_ale4__1,0.5735587216,-1.573260123
fps__fps_serB_ale4__2,0.7867388084,-1.2293238610000001
fps__fps_ptsI_ale1__1,5.7467910556,-1.786929587
fps__fps_ptsI_ale1__2,5.6580090701,-1.7341974420000001
fps__fps_ptsI_ale3__1,5.0063404338,-1.9826086630000002
fps__fps_ptsI_ale3__2,4.9600239075,-2.023838102
pal__lyx_ale2_f6__1,7.2960986677,-1.492832946
pal__lyx_ale2__1,6.2550958662,-1.883665835
pal__lyx_ale2__2,5.7782363461,-1.8062686810000002
pal__lyx_ale4__1,4.8635501472,-2.056574272
pal__lyx_ale4__2,4.6906142828,-2.019620365
pal__5drib_ale10_f18__1,4.8454564763,-0.45378550100000004
pal__5drib_ale10_f18__2,4.5523345447,-0.636143758
pal__5drib_ale10__1,-0.0924472232,-0.411496925
pal__arab_ale14_f9__1,2.6170939124,-1.494909044
pal__arab_ale14_f9__2,2.9940677177,-1.354573366
pal__arab_ale14__1,1.033407262,-1.6270685550000001
pal__arab_ale14__2,1.2410673831,-2.132434197
pal__arab_ale16__1,0.7478943087000001,0.24337127200000003
pal__arab_ale16__2,1.9475399429,-0.26574851
pal__tartr_ale26_f10__1,5.5412499947,-0.9086823350000001
pal__tartr_ale26_f10__2,6.6345357093,-1.356490184
pal__tartr_ale26__1,5.186576456,-1.908421378
pal__tartr_ale26__2,4.7388147359,-1.5716821470000002
pal__tartr_ale28_f10__1,6.2944265433,-1.423394303
pal__tartr_ale28_f10__2,5.8663576931,-0.980608439
pal__tartr_ale28__1,3.7442581063,-1.4071498
pal__tartr_ale28__2,2.5483534981,-1.894256133
efeU__delmenFentC_citr__1,-0.3564796941,-0.145784447
efeU__delmenFentC_citr__2,-0.5553498328,-0.22694596400000003
efeU__delmenFentC__1,0.9041210635,-1.8203770160000001
efeU__delmenFentC__2,0.6994622263,-1.4218572200000001
efeU__menFentC_ale39__1,-1.2437040219,-0.991280421
efeU__menFentC_ale39__2,-1.5144097000999999,-1.048821509
efeU__menFentC_ale29__1,-2.9147853631,-1.572485066
efeU__menFentC_ale29__2,-2.8580336711000003,-1.427926678
efeU__menFentC_ale30__1,-0.7914030211,-1.3257883719999999
efeU__menFentC_ale30__2,-1.6210906395,-1.911597016
efeU__menFentCubiC_ale36__1,0.0479613676,-1.62220082
efeU__menFentCubiC_ale36__2,0.1545468172,-1.7660818690000002
efeU__menFentCubiC_ale37__1,-0.0871871005,-1.285758096
efeU__menFentCubiC_ale37__2,-0.1372414659,-1.232647401
efeU__menFentCubiC_ale38__1,-1.2625307439,-1.477746548
efeU__menFentCubiC_ale38__2,-1.2878403864,-1.5138569849999999
misc2__salc_glc__1,-1.7202545943,-0.49971858900000005
misc2__salc_glc__2,-3.2911625917,-1.486988704
misc2__dbcn_glc__1,-2.9443686584,-2.770332727
misc2__dbcn_glc__2,-2.4267536699,-3.247913347
misc2__tyr_glc__1,-0.7917782135,-2.201766166
misc2__tyr_glc__2,-0.6899264842,-1.850828756
misc2__arg_cytd__1,-1.6289227472999999,-2.740672314
misc2__arg_cytd__2,-1.4506963358,-1.973612932
misc2__delyheO_pyr__1,2.8303637959,-1.396271108
misc2__delyheO_pyr__2,2.6756884233,-1.4403978830000002
nquinone__delubiC__1,-1.1805894428,-2.444293789
nquinone__delubiC__2,-1.422386172,-2.027146531
nquinone__ubiC_ale1__1,-0.1227579916,-1.656287287
nquinone__ubiC_ale1__2,0.1363354998,-1.4960252010000001
nquinone__ubiC_ale2__1,-0.1146114787,-1.5551476860000002
nquinone__ubiC_ale2__2,-0.2664698069,-1.866179959
nquinone__ubiC_ale3__1,-0.0340789919,-2.241205935
nquinone__ubiC_ale3__2,-0.06482147840000001,-2.6205333580000003
nquinone__ubiC_ale4__1,-0.1397510002,-1.919867666
nquinone__ubiC_ale4__2,0.0296824547,-1.520161489
nquinone__delpdhR__1,0.8206971584,0.9977503870000001
nquinone__delpdhR__2,0.7807732951,0.87347483
quinone__glu_ale4__1,-3.1401304167,-2.699766705
quinone__glu_ale4__2,-3.5518649625,-2.553309664
quinone__delmenF__1,-0.2033234409,-0.096285431
quinone__delmenF__2,-0.1863904281,-0.849898971
quinone__menF_ale5__1,-0.9840724032,-1.247637534
quinone__menF_ale5__2,-1.2085811795999999,-1.562727691
quinone__menF_ale6__1,-0.8748713968,-1.465059359
quinone__menF_ale6__2,-0.5095177712,-1.6547814230000002
quinone__menF_ale7__1,0.2892575094,-1.375778336
quinone__menF_ale7__2,0.1696915844,-1.3744260050000001
quinone__menF_ale8__1,-2.1542468456,-0.8407915130000001
quinone__menF_ale8__2,-1.3905210249,-0.517451584
quinone__delmenFubiC__1,-0.500183099,-1.553374985
quinone__delmenFubiC__2,-0.6728947667,-1.370391717
quinone__menFubiC_ale1__1,-1.089913742,-0.23697979100000002
quinone__menFubiC_ale1__2,-1.2922816485,-0.178362459
quinone__menFubiC_ale2__1,-0.9372623844,-1.4078763840000001
quinone__menFubiC_ale2__2,-0.6434169696,-1.592102074
quinone__menFubiC_ale3__1,-1.3437416691,-1.560968206
quinone__menFubiC_ale3__2,-1.2557717855,-1.455880616
quinone__menFubiC_ale4__1,-0.8824035253,-0.85131308
quinone__menFubiC_ale4__2,-1.1820303077,-1.227447348
oxyR__wt_glc__1,-1.1776393748,-1.4175156
oxyR__wt_glc__2,-1.1205569769000001,-1.5348472910000002
oxyR__wt_h2o2__1,-1.2004450064,-1.713738202
oxyR__wt_h2o2__2,-0.9129538188,-1.284468236
oxyR__glu_ale4__1,-2.8314526435,-2.024386201
oxyR__glu_ale4__2,-2.8543899556000003,-1.970096307
oxyR__glu_ale4_h2o2__1,-2.8520191863,-1.7201331990000002
oxyR__glu_ale4_h2o2__2,-2.9181682277,-1.448091929
oxyR__oxyR_ale17__1,-1.1886001172,-1.401006304
oxyR__oxyR_ale17__2,-1.7468152520000002,-1.6137084860000002
oxyR__oxyR_ale17_h2o2__1,-0.9621591691,-1.381374208
oxyR__oxyR_ale17_h2o2__2,-0.7789442949000001,-1.398573968
oxyR__oxyR_ale18__1,-2.2500178799,-2.413176006
oxyR__oxyR_ale18__2,-2.3525124697,-2.084699996
oxyR__oxyR_ale18_h2o2__1,-2.2406315289,-1.986988603
oxyR__oxyR_ale18_h2o2__2,-2.1949386781,-1.725412034
oxyR__oxyR_ale19__1,-1.8747502629000001,-2.021510088
oxyR__oxyR_ale19__2,-2.2445994714,-1.7762034720000002
oxyR__oxyR_ale19_h2o2__1,-1.6751882665000002,-1.825608662
oxyR__oxyR_ale19_h2o2__2,-1.8970532859,-1.8463277200000001
oxyR__oxyR_ale20__1,-1.4354344609,-1.240710627
oxyR__oxyR_ale20__2,-1.7512638225,-1.465169672
oxyR__oxyR_ale20_h2o2__1,-1.9632998874,-1.600083686
oxyR__oxyR_ale20_h2o2__2,-1.671983594,-1.5383975360000002
svns_pgi__BmePgi24_15__1,0.4807563392,-0.038276091000000005
svns_pgi__BmePgi24_15__2,0.8325485277,0.169640609
svns_pgi__BmePgi24_26__1,0.33190965,-1.043367143
svns_pgi__BmePgi24_26__2,0.2970183892,-0.9901545410000001
svns_pgi__BmePgi24_41__1,-0.0467624534,-0.277084475
svns_pgi__BmePgi24_41__2,-0.25758243340000003,-0.528506102
svns_pgi__BmePgi24_52__1,0.0421925571,-0.950716556
svns_pgi__BmePgi24_52__2,0.4306920296,-0.512665621
svns_pgi__PaePgi2_34__1,0.4359387987,-1.586117605
svns_pgi__PaePgi2_34__2,0.6131948185,-1.5147966670000002
svns_pgi__PaePgi2_63__1,0.7905721216,-1.203738435
svns_pgi__PaePgi2_63__2,0.9217490664,-1.065470334
svns_pgi__PaePgi24_54__1,-1.6919556609000002,-1.835310553
svns_pgi__PaePgi24_54__2,-1.685335886,-1.658484993
svns_pgi__PaePgi24_90__1,-1.4713709784,-1.5885701939999999
svns_pgi__PaePgi24_90__2,-1.1568794324,-1.422476577
abx_media__m9_ctrl__1,1.7467105088000001,-0.6578084550000001
abx_media__m9_ctrl__2,1.436991483,-1.131614761
abx_media__rpmi_ctrl__1,0.2381130451,-3.5989071089999998
abx_media__rpmi_ctrl__2,-0.2491792625,-3.440138096
abx_media__camhb_ctrl__1,0.5409254316000001,-3.044593221
abx_media__camhb_ctrl__2,0.7446730937,-3.43841523
abx_media__m9_mero__1,1.4239918076,-0.9565940270000001
abx_media__m9_mero__2,1.5210683973,-1.06957716
abx_media__rpmi_mero__1,0.5232760659,-3.336513214
abx_media__rpmi_mero__2,-0.1973069715,-4.003030846
abx_media__camhb_mero__1,1.2196726355,-2.81151666
abx_media__camhb_mero__2,1.070996087,-3.207312052
abx_media__m9_trisulf__1,0.4280074797,-1.292704918
abx_media__m9_trisulf__2,-0.056712770200000005,-0.9868490630000001
abx_media__rpmi_trisulf__1,-1.3385091732,-2.73106236
abx_media__rpmi_trisulf__2,-1.8743549811,-3.055437771
abx_media__camhb_trisulf__1,0.1425319548,-2.723295231
abx_media__camhb_trisulf__2,-0.0971951259,-2.59023387
abx_media__m9_cef__1,1.0680095207,0.079482283
abx_media__m9_cef__2,0.5690029742,-0.173825275
abx_media__rpmi_cef__1,-0.0128682858,-3.087214477
abx_media__rpmi_cef__2,0.1202967293,-2.853723419
abx_media__camhb_cef__1,-0.1178148244,-2.700986069
abx_media__camhb_cef__2,0.3008814144,-2.679645087
abx_media__m9_cipro__1,0.6947574221,-0.9634334360000001
abx_media__m9_cipro__2,0.2598165021,-1.266058354
abx_media__rpmi_cipro__1,0.23430610870000002,-2.713785296
abx_media__rpmi_cipro__2,-0.10443342550000001,-2.930085909
abx_media__camhb_cipro__1,-2.3378876563,-3.843229678
abx_media__camhb_cipro__2,-2.3514869202,-3.319483844
hot_tale__42c_ale3_30c__1,-0.5529716272,-1.172067267
hot_tale__42c_ale3_30c__2,-0.5573838679,-0.800300216
hot_tale__42c_ale3_37c__1,-0.8876922128,-1.467531117
hot_tale__42c_ale3_37c__2,-0.9733397699,-1.786098149
hot_tale__42c_ale3_44c__1,-0.3665505271,-0.866624414
hot_tale__42c_ale3_44c__2,-0.135305361,-0.6779199060000001
hot_tale__hot_ale3_mid_30c__1,-1.225850272,-1.698867554
hot_tale__hot_ale3_mid_30c__2,-0.4674721955,-1.3117745
hot_tale__hot_ale3_mid_37c__1,-1.72710485,-2.099983317
hot_tale__hot_ale3_mid_37c__2,-1.6984206681,-2.503323088
hot_tale__hot_ale3_mid_44c__1,-0.8889441704000001,-2.712819784
hot_tale__hot_ale3_mid_44c__2,-1.3947670168,-1.441163494
hot_tale__hot_ale3_30c__1,-0.19009013530000002,-1.157461306
hot_tale__hot_ale3_30c__2,-0.5258649704,-1.630167466
hot_tale__hot_ale3_37c__1,-1.2297062152,-2.270766988
hot_tale__hot_ale3_37c__2,-1.6936130870000001,-2.294426896
hot_tale__hot_ale3_44c__1,-1.5142843995000002,-2.029498701
hot_tale__hot_ale3_44c__2,-1.9655333356,-1.954691399
hot_tale__hot_ale4_30c__1,-1.3552883567,-0.6733416720000001
hot_tale__hot_ale4_30c__2,-1.463059447,-0.912971324
hot_tale__hot_ale4_37c__1,-1.1745796621,-1.892369649
hot_tale__hot_ale4_37c__2,-1.3084710332,-2.035568196
hot_tale__hot_ale4_44c__1,-1.1085662111,-1.413967031
hot_tale__hot_ale4_44c__2,-1.1427821501,-1.579513499
hot_tale__hot_ale8_30c__1,-2.2535760494,-0.687195074
hot_tale__hot_ale8_30c__2,-1.9032297573,-0.885523421
hot_tale__hot_ale8_37c__1,-1.8105557608,-1.654664217
hot_tale__hot_ale8_37c__2,-1.5712223694,-2.060972838
hot_tale__hot_ale8_44c__1,-0.784583652,-1.308829771
hot_tale__hot_ale8_44c__2,-1.1123502570000001,-1.5180469250000002
hot_tale__hot_ale9_mid_30c__1,-0.409278018,-1.27700576
hot_tale__hot_ale9_mid_30c__2,-0.4788210303,-1.252157314
hot_tale__hot_ale9_30c__1,-0.9195626044,-0.55070544
hot_tale__hot_ale9_30c__2,-0.42343359540000003,-0.384642574
hot_tale__hot_ale9_mid_37c__1,-0.8544380494,-2.35547837
hot_tale__hot_ale9_mid_37c__2,-0.5244716471,-1.8039827540000002
hot_tale__hot_ale9_37c__1,-1.0908948634,-1.910014387
hot_tale__hot_ale9_37c__2,-1.0105526324,-2.113326044
hot_tale__hot_ale9_mid_44c__1,0.04181365,-1.023491716
hot_tale__hot_ale9_mid_44c__2,-0.1755799664,-1.097068381
hot_tale__hot_ale9_44c__1,-0.7826877735000001,-1.637316272
hot_tale__hot_ale9_44c__2,-0.7589765556,-1.381040606
hot_tale__hot_ale10_30c__1,-1.4059253373,-1.76550753
hot_tale__hot_ale10_30c__2,-1.5497530813,-1.815522196
