,A,YieP
starve_series__t28_growth2__1,1.9566598086,0.0929797324
starve_series__t28_growth2__2,1.5108917695000001,0.1140084215
time_course__lb_4hr__1,0.2367849676,-0.020161829200000002
time_course__lb_4hr__2,-0.0807011916,0.0224004644
time_course__lb_4hr__3,-0.156083776,-0.0022386351
time_course__lb_8hr__1,-5.8014353988,-2.7925323499
time_course__lb_8hr__2,-5.9483470211,-2.6863981963
time_course__lb_8hr__3,-5.698174365,-2.9440936861
time_course__lb_24hr__1,-4.943086183,-3.1771801704
time_course__lb_24hr__2,-4.3271802029,-3.1164012498
time_course__lb_24hr__3,-5.2578850346,-2.9297721721
time_course__lb_72hr__1,-6.8318504415,-1.7238412046
time_course__lb_72hr__2,-6.5704031659,-2.1459246311
time_course__lb_72hr__3,-6.9036449589,-2.1304776903000002
time_course__lb_144hr__1,-5.5551720085,-2.7219107664
time_course__lb_144hr__2,-5.9163194386,-2.7302916811999998
time_course__lb_144hr__3,-5.6409631243,-2.8723537933000003
time_course__lb_192hr__1,-5.355278148,-2.8452556995
time_course__lb_192hr__2,-5.977771183,-2.735234389
time_course__lb_192hr__3,-6.121168449,-2.788847349
triclosan__wt__1,0.6476667571,0.19449080840000002
triclosan__wt__2,0.0609676591,-0.12352574120000001
triclosan__wt__3,-0.7086344162,-0.07096506720000001
triclosan__evo_amx_tcs__1,-4.4664314367,0.7996306396
triclosan__evo_amx_tcs__2,-2.7040225804,0.1399719615
triclosan__evo_amx_tcs__3,-2.6016633931,0.1784707881
triclosan__evo_chl_tcs__1,-2.4801064173,0.963347747
triclosan__evo_chl_tcs__2,-2.9743696093,0.293459148
triclosan__evo_chl_tcs__3,-2.6864929803,-0.2166443684
triclosan__evo_tet_tcs__1,-8.9200559696,1.0019828638
triclosan__evo_tet_tcs__2,-4.8237955584000005,0.0690417524
truHMM__48C_15m__1,-5.3836748359,-1.7165738706
truHMM__48C_15m__2,-5.1480410359,-1.6919109255
truHMM__48C_15m__3,-3.2639695693,-1.8655613161
truHMM__48C_30m__1,-1.3017948982,-3.371777895
truHMM__48C_30m__2,-1.2958890243,-3.391105889
truHMM__48C_60m__1,1.7614655108,-3.74894613
truHMM__48C_60m__2,1.7333571148,-3.7654714447
truHMM__phos_0h__1,-0.1038229006,0.038541736
truHMM__phos_0h__2,0.1038229006,-0.038541736
truHMM__phos_2h__1,3.7240421870000002,-1.7969507452
truHMM__phos_2h__2,3.7579399765,-1.7384729086
truHMM__phos_4h__1,-1.3910783032,-2.1233134917
truHMM__phos_4h__2,-1.7329372427,-2.1978050619
truHMM__phos_4h__3,-1.5919464332,-2.9156391693
control__wt_glc__1,-0.0043811404000000005,0.107011616
control__wt_glc__2,0.0043811404000000005,-0.107011616
fur__wt_dpd__1,2.0594052146,-0.551443479
fur__wt_dpd__2,2.0369367503,-0.6188794320000001
fur__wt_fe__1,-0.5252282249,-0.12578091
fur__wt_fe__2,-0.1532741919,-0.202425726
fur__delfur_dpd__1,2.0702168001,-0.434029153
fur__delfur_dpd__2,1.6453822628,-0.833844079
fur__delfur_fe2__1,1.7230331160999999,-0.691296706
fur__delfur_fe2__2,1.6052235432000002,-0.48687302800000004
acid__wt_ph5__1,0.4883625622,-0.023085868000000002
acid__wt_ph5__2,0.3999655633,0.062052272000000006
acid__delgadx_ph5__1,0.1016239689,-0.263189329
acid__delgadw_ph5__1,0.22679781140000002,0.10591292000000001
acid__delgadw_ph5__2,0.4717411419,0.045810532
acid__delgade_ph5__1,0.0993081309,0.13330725200000001
acid__delgade_ph5__2,0.24498055070000002,0.083632077
oxidative__wt_pq__1,2.4284025541,0.6011895730000001
oxidative__wt_pq__2,2.5823463514,0.635252849
oxidative__deloxyr_pq__1,2.3282921725,1.275208242
oxidative__deloxyr_pq__2,2.1916458966,1.098702124
oxidative__delsoxr_pq__1,2.5945979952,0.148814844
oxidative__delsoxr_pq__2,2.7843934050000003,0.0045729360000000005
oxidative__delsoxs_pq__1,3.0378043637,0.400380063
oxidative__delsoxs_pq__2,2.4935280883,0.356562767
nac_ntrc__wt_csn__1,1.4929210575,-0.274605382
nac_ntrc__wt_csn__2,1.5675899915,-0.32083185200000003
nac_ntrc__wt_cytd__1,-0.2938750469,0.030938212000000003
nac_ntrc__wt_cytd__2,0.3555424499,0.028014398000000003
nac_ntrc__wt_gln__1,1.1971351187,-0.017722861
nac_ntrc__wt_gln__2,1.0664047256,-0.07717744
nac_ntrc__bw_delnac_csn__1,2.4483262364,-0.73236714
nac_ntrc__bw_delnac_csn__2,2.219394252,-0.9336521720000001
nac_ntrc__bw_delnac_cytd__1,0.9351391043,-0.33399354800000003
nac_ntrc__bw_delnac_cytd__2,0.6234129036,-0.37345796200000003
nac_ntrc__bw_delnac_gln__1,0.6765238549,-0.18656742
nac_ntrc__bw_delnac_gln__2,0.8970608437,-0.26909244
nac_ntrc__bw_delnac_nh4__1,-0.9069539294000001,-0.041938115000000005
nac_ntrc__bw_delnac_nh4__2,-0.31304159,-0.16064587600000002
misc__wt_no_te__1,0.5201883538000001,-0.419402223
misc__wt_no_te__2,-0.047583316800000004,-0.278712672
misc__bw_delcbl__1,-0.803439648,-0.461959367
misc__bw_delcbl__2,-0.5521582831,-0.300429528
misc__bw_delfabr__1,-1.0965215616,-0.298907904
misc__bw_delfabr__2,-1.6081258481,-0.27233775400000004
misc__bw_delfadr__1,-0.6270471206,-0.270832558
misc__bw_delfadr__2,-0.7172991834,-0.164473631
misc__nitr_031__1,0.1604444102,-0.031309056
omics__wt_glu__1,-0.7519204806,-0.22062145200000002
omics__wt_glu__2,-0.9923727823,0.01541736
omics__wt_gly__1,-0.9383576537,-0.5173906060000001
omics__wt_gly__2,-0.6852986855000001,-0.507564254
omics__wt_thr__1,0.8447709152,0.8886018670000001
omics__wt_thr__2,0.36813440340000003,1.000233687
omics__bw_ac__1,1.5780681027,-0.324077938
omics__bw_ac__2,1.7598209637000002,-0.579356973
omics__bw_fum__1,0.407465236,-0.51500239
omics__bw_fum__2,0.8162781415,-0.52814379
omics__bw_glc__1,-0.2493607907,0.284598774
omics__bw_glc__2,0.1115296848,0.192414519
omics__bw_pyr__1,7.8172518857,-0.37420951500000005
omics__bw_pyr__2,7.2647731302,-0.307857107
ompr__wt_nacl__1,-0.0622075915,-0.052010262
ompr__wt_nacl__2,0.383396714,-0.093695789
ompr__bw_delompr_nacl__1,-0.3935891573,0.095136181
ompr__bw_delompr_nacl__2,-0.0955342482,0.12785274500000002
minspan__wt_ade__1,-1.1128084602,0.44750831
minspan__wt_glc__1,-0.0811559565,-0.159322882
minspan__wt_glc__2,-0.2918742916,-0.23483858700000002
minspan__wt_glc__3,0.0553576797,-0.310421722
minspan__wt_glc_anaero__1,3.0576310371,1.111524331
minspan__wt_glc_anaero__2,2.9033202840000003,1.310614246
minspan__wt_trp__1,2.6749903879,1.087888788
minspan__bw_delcra_glc__1,2.2353080988,1.009658198
minspan__bw_delcra_trp__1,2.9535860994,0.9945949190000001
minspan__bw_delmntr__1,1.1622516539,1.279989899
minspan__bw_delnac_ade__1,0.4173360841,0.5196080630000001
minspan__bw_delnac_glc__1,1.4597524745000001,0.022223394
cra_crp__wt_ac__1,0.7712211791,-0.7183635140000001
cra_crp__wt_ac__2,0.515967387,-0.9708666910000001
cra_crp__wt_fru__1,0.3261476628,-0.6479654850000001
cra_crp__wt_fru__2,0.4531792604,-0.497646652
cra_crp__delcra_ac__1,0.5974918552,-0.7759432900000001
cra_crp__delcra_ac__2,0.4398934788,-0.7258991020000001
cra_crp__delcra_fru__1,1.4825613806,-0.322878745
cra_crp__delcra_fru__2,1.606878881,-0.38737902700000004
cra_crp__delcra_glc__1,-0.402186015,-0.117046225
cra_crp__delcra_glc__2,-0.2396724143,0.012687382
rpoB__wt_031__1,2.4190352596,-0.272321097
rpoB__wt_044__1,0.3014954736,0.16584425800000002
rpoB__wt_lb__1,1.7956386690000001,-0.007430487
rpoB__wt_lb__2,1.6179991711000001,-0.18994290800000002
rpoB__rpoBE546V_031__1,2.4859051895,-0.445300205
rpoB__rpoBE546V_044__1,2.0708428263,-0.004478816
rpoB__rpoBE546V_lb__1,0.9053156616,-0.300087302
rpoB__rpoBE546V_lb__2,1.734543399,-0.352257731
rpoB__rpoBE546V_glc__1,-1.1318934476,-0.265589145
rpoB__rpoBE672K_glc__1,-2.6089196142,-0.49029373400000004
rpoB__rpoBE672K_glc__2,-2.5863779088000003,-0.6564413130000001
rpoB__rpoBE672K_lb__1,3.4194179558,-0.46181919200000004
rpoB__rpoBE672K_lb__2,3.0698821852,-0.39705994600000005
crp__wt_fru__1,0.9880687136,-0.628856199
crp__wt_glyc__1,0.7840213491,-0.8785895180000001
crp__wt_glyc__2,0.6048782168,-0.8720722320000001
crp__delar1_glyc__1,1.2754322617,0.042888192000000006
crp__delar1_glyc__2,1.3555405024,0.21602136600000002
crp__delar1ar2_glyc__1,1.5795461409,-1.469229146
crp__delar1ar2_glyc__2,1.3720740098,-1.536600229
crp__delar1ar2_glyc__3,1.3188431596,-1.610699861
crp__delar2_glyc__1,4.2155148511,-0.330356873
crp__delar2_glyc__2,3.9602243406,-0.55679405
crp__delar2_glyc__3,4.0357651988,-0.48179923900000005
crp__delcrp_fru__1,2.3774254238,-0.416146779
crp__delcrp_fru__2,2.3928987695,-0.441942153
crp__delcrp_fru__3,2.7686125924000002,-0.25660040900000003
crp__delcrp_glc__1,1.3254159686,-0.544630114
crp__delcrp_glc__2,1.2554355375,-0.38204218100000004
crp__delcrp_glc__3,1.7768352145000001,-0.28597326700000003
crp__delcrp_glyc__1,1.4719350554,-0.452614546
crp__delcrp_glyc__2,1.9441541475,-0.514448906
crp__delcrp_glyc__3,1.7190355151,-0.278100815
glu__glu_ale3__1,1.26095846,2.144937063
glu__glu_ale4__1,-1.0084223934,0.21494774800000002
glu__glu_ale5__1,-1.0935360666,0.006651511000000001
glu__glu_ale6__1,-1.559508062,-0.649330301
glu__glu_ale8__1,1.3419822527,2.163474052
glu__glu_ale9__1,1.8237645282,1.779946034
glu__glu_ale10__1,1.5563760009,2.094707907
42c__wt_42c__1,-0.6653767315,0.047299976
42c__42c_ale1__1,1.4286752431,1.358334411
42c__42c_ale2__1,1.7725344909,0.162887432
42c__42c_ale3__1,-0.37346121930000004,-0.295616205
42c__42c_ale4__1,2.556735545,1.047490006
42c__42c_ale5__1,-0.2568520519,-0.347590722
42c__42c_ale6__1,1.1993796883,2.076190398
42c__42c_ale8__1,1.1618968074,2.228751027
42c__42c_ale9__1,-0.4470970387,-0.154681074
42c__42c_ale10__1,1.258782775,2.216527516
ssw__wt_ac__1,1.1874384806,-0.664032085
ssw__wt_glc__1,-0.6934246167,-0.09489726300000001
ssw__wt_glyc__1,2.8617263981,1.076481905
ssw__wt_xyl__1,4.8193676032,0.914488308
ssw__glc_ale1__1,4.8194964152,0.227086685
ssw__glc_ale2__1,7.1062156679,1.492190814
ssw__glc_ale3__1,3.1766280692,1.440958444
ssw__glyc_ale1__1,5.4559931898,0.5849497730000001
ssw__glyc_ale2__1,2.3531510201,1.3018396
ssw__xyl_ale1__1,3.9006961513,-0.082211985
ssw__xyl_ale2__1,3.1649423301,-0.039977097
ssw__xyl_ale3__1,1.3446574222,-0.22867023
ssw__glc_ac_ac2__1,2.7427072268,1.411207483
ssw__glc_ac_glc1__1,1.9959532375000002,0.06123468
ssw__glc_glyc_glc__1,2.6026841627,1.177369711
ssw__glc_glyc_glyc__1,3.5999082891,-0.356993783
ssw__glc_xyl_glc__1,2.8039504898,0.526859651
ssw__glc_xyl_xyl__1,1.8892396728,-0.9785110870000001
ica__wt_glc__1,-1.9967602864,-0.32524930700000004
ica__wt_glc__2,-1.3528790437,-0.359070588
ica__wt_glc__3,-0.8074351496000001,-0.23606918100000002
ica__wt_glc__4,-0.1501375165,-0.07082408200000001
ica__arg_sbt__1,0.0401882948,-0.20804043600000002
ica__arg_sbt__2,0.1198920728,-0.323167496
ica__cytd_rib__1,2.5390734381,-0.035188986000000005
ica__cytd_rib__2,2.4808698884,0.004848277000000001
ica__gth__1,2.3310931957,-0.5435753870000001
ica__gth__2,1.9994178733,-0.577444293
ica__leu_glcr__1,-0.650593045,0.006463402
ica__leu_glcr__2,-0.7228650912,0.056873653
ica__met_glc__1,-2.2559333893,-0.43256714700000004
ica__met_glc__2,-2.2843988157,-0.42703351700000003
ica__no3_anaero__1,2.8465975568,0.53794803
ica__no3_anaero__2,2.9571698328,0.506698573
ica__phe_acgam__1,-0.9140203567,-0.37689863100000004
ica__phe_acgam__2,-0.7872203710000001,-0.42434908600000004
ica__thm_gal__1,0.1883087106,-0.8066088170000001
ica__thm_gal__2,0.11603360010000001,-0.6930563660000001
ica__tyr_glcn__1,-0.1321499293,-0.13530815200000001
ica__tyr_glcn__2,0.1803015895,-0.208747964
ica__ura_pyr__1,3.1654555958,-0.34221895
ica__ura_pyr__2,3.8424186824,-0.623169131
ica__wt_glc__5,-0.28774718120000004,-0.10188765
ica__wt_glc__6,-0.0155216697,-0.095067336
ica__bw_delpurR_cytd__1,-0.39901391420000004,-0.422223039
ica__bw_delpurR_cytd__2,-1.1825880422,0.100761738
ica__ade_glc__1,-0.7529990459,0.011578362
ica__ade_glc__2,0.0798681181,-0.409675235
ytf__wt_glc__1,-0.2465462925,0.6887087820000001
ytf__wt_glc__2,0.5270876280000001,0.7974627750000001
ytf__delyafC__1,2.1770486596,0.755805809
ytf__delyafC__2,2.2033519968,0.8939956630000001
ytf__delyeiE__1,1.3581090731,-0.19459505200000002
ytf__delyeiE__2,0.7376483414,-0.212285301
ytf__delyiaJ__1,1.712631849,1.052120795
ytf__delyiaJ__2,2.3983906866,0.839266363
ytf__delyieP__1,11.5986895082,-6.549693526
ytf__delyieP__2,10.9762454288,-6.069631235
ytf__wt_ph5__1,-0.2297408091,0.264974666
ytf__wt_ph5__2,0.197042295,0.332252908
ytf__wt_ph8__1,-0.7866548701,-0.209938956
ytf__wt_ph8__2,-0.48298228670000004,-0.023607156
ytf__delybaO__1,1.7210519221,0.988527722
ytf__delybaO__2,1.2230025987,1.177988464
ytf__delybaQ__1,-0.2535121247,-0.17468054700000002
ytf__delybaQ__2,-0.3394841817,-0.10488167100000001
ytf__delybiH__1,-0.196098344,1.060158945
ytf__delybiH__2,0.0773064336,1.248424809
ytf__delydcI_ph5__1,-0.5159705956,0.183256361
ytf__delydcI_ph5__2,-0.7700527573,0.14067400500000002
ytf__delydcI_ph8__1,0.25947100900000003,-0.13918750100000002
ytf__delydcI_ph8__2,-0.7156763464,-0.159848878
ytf__delyddM__1,0.3879269279,0.277438909
ytf__delyddM__2,0.2538091383,0.25587321500000004
ytf__delyheO__1,2.9114694235,0.687570906
ytf__delyheO__2,2.5465013391999998,1.112739806
fps__bw_glc__1,-0.4902320404,-0.192344915
fps__bw_glc__2,-0.2697759393,-0.21977252900000002
fps__fps_thrA_ale1__1,-0.4271621098,-0.083374843
fps__fps_thrA_ale1__2,-0.3291621383,-0.135712584
fps__fps_thrA_ale2__1,-0.0089158578,-0.13304369900000002
fps__fps_thrA_ale2__2,0.1332833403,-0.261613394
fps__fps_serB_ale1__1,0.3063733117,-0.24749289700000002
fps__fps_serB_ale1__2,0.336457907,-0.043366435
fps__fps_serB_ale4__1,1.3964395182,-0.176232561
fps__fps_serB_ale4__2,1.2613306531,-0.167306791
fps__fps_ptsI_ale1__1,1.2111791853,-0.6778830450000001
fps__fps_ptsI_ale1__2,1.2661886976,-0.446017048
fps__fps_ptsI_ale3__1,0.8495801927000001,-0.784635476
fps__fps_ptsI_ale3__2,1.0400491756,-0.850601354
pal__lyx_ale2_f6__1,1.9919604028000002,-0.681558913
pal__lyx_ale2__1,2.488820162,-0.8833829150000001
pal__lyx_ale2__2,2.3949443659,-1.070967044
pal__lyx_ale4__1,1.8442521798,-1.508602671
pal__lyx_ale4__2,2.4395205429,-1.6277474490000001
pal__5drib_ale10_f18__1,2.885635947,-1.1532487
pal__5drib_ale10_f18__2,2.356484519,-1.219802376
pal__5drib_ale10__1,2.1656811864,-0.7857986760000001
pal__arab_ale14_f9__1,4.0988278572,-0.58277376
pal__arab_ale14_f9__2,4.5983276757,-0.499896608
pal__arab_ale14__1,3.0914295451,0.142624414
pal__arab_ale14__2,2.9895296688,0.21103226700000002
pal__arab_ale16__1,4.6901058921,-0.588668803
pal__arab_ale16__2,4.9889980817,-0.690032375
pal__tartr_ale26_f10__1,1.0122380712,-0.711732597
pal__tartr_ale26_f10__2,0.73673407,-0.63353156
pal__tartr_ale26__1,0.9033499718,-0.805715929
pal__tartr_ale26__2,0.179645635,-0.56242675
pal__tartr_ale28_f10__1,2.0699822867,-0.653187732
pal__tartr_ale28_f10__2,1.9272534531,-0.6780820780000001
pal__tartr_ale28__1,0.8176869769,-0.645128877
pal__tartr_ale28__2,0.3164283498,-0.5043186820000001
efeU__delmenFentC_citr__1,0.5531612166000001,0.30124024800000004
efeU__delmenFentC_citr__2,0.27289818590000003,0.763159353
efeU__delmenFentC__1,1.20021243,-0.07203559600000001
efeU__delmenFentC__2,1.461429439,-0.13791732
efeU__menFentC_ale39__1,1.161096227,1.147273399
efeU__menFentC_ale39__2,1.2825122947,1.216685358
efeU__menFentC_ale29__1,-0.6344242767,2.125694817
efeU__menFentC_ale29__2,-0.7849044772,2.231945581
efeU__menFentC_ale30__1,0.6884636430000001,-0.42742925600000004
efeU__menFentC_ale30__2,-0.7664193242,-0.32395317700000004
efeU__menFentCubiC_ale36__1,0.5666550334,-0.572755974
efeU__menFentCubiC_ale36__2,1.499250037,-0.42764511200000005
efeU__menFentCubiC_ale37__1,0.9859989967,-0.069676243
efeU__menFentCubiC_ale37__2,1.2151754913000001,-0.003443629
efeU__menFentCubiC_ale38__1,3.029831602,0.33866237600000004
efeU__menFentCubiC_ale38__2,2.9069846124,0.34476899
misc2__salc_glc__1,0.16060387750000002,0.514579317
misc2__salc_glc__2,0.42561359400000004,0.480581452
misc2__dbcn_glc__1,0.4726521239,-0.43076742300000004
misc2__dbcn_glc__2,0.9021958417,-0.510333039
misc2__tyr_glc__1,1.0995412194,-0.003664342
misc2__tyr_glc__2,0.4459021275,0.073496832
misc2__arg_cytd__1,-0.3245248562,0.024263051
misc2__arg_cytd__2,-0.38605403380000003,-0.08440887700000001
misc2__delyheO_pyr__1,5.9245917707,-0.227926218
misc2__delyheO_pyr__2,5.8931823117,-0.325084462
nquinone__delubiC__1,0.9866658339000001,0.002426983
nquinone__delubiC__2,1.8831634958,0.14764555000000001
nquinone__ubiC_ale1__1,1.040112339,-0.295660674
nquinone__ubiC_ale1__2,1.1794499869,-0.230167685
nquinone__ubiC_ale2__1,1.101415438,-0.132614913
nquinone__ubiC_ale2__2,1.5497045833,-0.376822042
nquinone__ubiC_ale3__1,0.8874045666,-0.703911444
nquinone__ubiC_ale3__2,0.4955692003,-0.7672328420000001
nquinone__ubiC_ale4__1,1.5503267954000002,-0.433728151
nquinone__ubiC_ale4__2,1.1915366551,-0.198151201
nquinone__delpdhR__1,0.4834832113,-0.463662206
nquinone__delpdhR__2,0.44812652140000003,-0.60972591
quinone__glu_ale4__1,0.8234198503,-0.090144763
quinone__glu_ale4__2,1.068194403,0.5171413690000001
quinone__delmenF__1,-0.3804424255,-0.122400618
quinone__delmenF__2,0.0381000591,-0.11445376
quinone__menF_ale5__1,0.2895303034,1.42133989
quinone__menF_ale5__2,0.31044642850000004,1.383497283
quinone__menF_ale6__1,0.2435032236,1.5138251870000001
quinone__menF_ale6__2,0.1707832641,1.593054164
quinone__menF_ale7__1,0.2154322458,1.531123188
quinone__menF_ale7__2,0.3920201146,1.425788751
quinone__menF_ale8__1,1.7489125073,1.998432353
quinone__menF_ale8__2,1.6743076446,1.169957664
quinone__delmenFubiC__1,0.6834775266,-0.166073264
quinone__delmenFubiC__2,0.6477975653,0.041441575
quinone__menFubiC_ale1__1,2.4636060577,1.4607366
quinone__menFubiC_ale1__2,2.2517794312,1.556681936
quinone__menFubiC_ale2__1,1.6758958545,1.319305248
quinone__menFubiC_ale2__2,1.7066290488,1.221654469
quinone__menFubiC_ale3__1,2.0471330914,-0.9637417570000001
quinone__menFubiC_ale3__2,2.0109098354,-0.8264413450000001
quinone__menFubiC_ale4__1,1.0670175458,1.498984794
quinone__menFubiC_ale4__2,0.6585055983,1.442734879
oxyR__wt_glc__1,-0.1477882741,-0.40373846
oxyR__wt_glc__2,0.38069129630000004,-0.440842746
oxyR__wt_h2o2__1,-0.23891502750000002,-0.303906002
oxyR__wt_h2o2__2,0.49622814470000004,-0.053320367
oxyR__glu_ale4__1,0.8569216302,0.037004848
oxyR__glu_ale4__2,1.1361198557,0.15175983
oxyR__glu_ale4_h2o2__1,0.9370151214,0.39837075800000005
oxyR__glu_ale4_h2o2__2,2.0099422075,0.359906327
oxyR__oxyR_ale17__1,1.4589088362,-0.004032959
oxyR__oxyR_ale17__2,1.8878093907,-0.008989976
oxyR__oxyR_ale17_h2o2__1,1.0246393489,-0.11545206300000001
oxyR__oxyR_ale17_h2o2__2,0.724221491,-0.225828834
oxyR__oxyR_ale18__1,-0.13109015970000001,-0.5469863180000001
oxyR__oxyR_ale18__2,0.1234697517,-0.728083534
oxyR__oxyR_ale18_h2o2__1,1.8127132904,0.018632743
oxyR__oxyR_ale18_h2o2__2,1.1485796846,-0.045540242
oxyR__oxyR_ale19__1,0.157784624,-0.7879587760000001
oxyR__oxyR_ale19__2,0.4874006105,-0.603960869
oxyR__oxyR_ale19_h2o2__1,-0.31883293620000003,-0.743670994
oxyR__oxyR_ale19_h2o2__2,-0.5967744318,-0.76230737
oxyR__oxyR_ale20__1,2.1480620342,-0.21393187
oxyR__oxyR_ale20__2,2.4523923055,-0.15667471300000002
oxyR__oxyR_ale20_h2o2__1,1.0118352516,-0.112566888
oxyR__oxyR_ale20_h2o2__2,0.9277253062,-0.16536503900000002
svns_pgi__BmePgi24_15__1,0.09109316270000001,-0.262449425
svns_pgi__BmePgi24_15__2,0.2749569457,-0.29352519200000005
svns_pgi__BmePgi24_26__1,0.082488141,-0.34053151200000004
svns_pgi__BmePgi24_26__2,-0.12036440890000001,-0.222395795
svns_pgi__BmePgi24_41__1,1.8720513226,-0.292968385
svns_pgi__BmePgi24_41__2,0.25023591030000003,-0.537586036
svns_pgi__BmePgi24_52__1,0.4153247504,-0.32820271100000004
svns_pgi__BmePgi24_52__2,-0.0549383233,-0.45627235800000004
svns_pgi__PaePgi2_34__1,1.8934294526,-1.1007146620000001
svns_pgi__PaePgi2_34__2,1.6319546026,-1.126206137
svns_pgi__PaePgi2_63__1,0.9859818439,-0.989294007
svns_pgi__PaePgi2_63__2,1.1242284708,-0.9946511840000001
svns_pgi__PaePgi24_54__1,-0.3636737037,-0.6571139570000001
svns_pgi__PaePgi24_54__2,-0.2723391823,-0.8472124550000001
svns_pgi__PaePgi24_90__1,-0.1756351635,-0.7950434190000001
svns_pgi__PaePgi24_90__2,-0.0945047322,-0.719904737
abx_media__m9_ctrl__1,-0.3859822948,0.6399046420000001
abx_media__m9_ctrl__2,-0.1870839776,0.98951686
abx_media__rpmi_ctrl__1,2.9703055015,0.9309414020000001
abx_media__rpmi_ctrl__2,2.5788447684999998,1.172590633
abx_media__camhb_ctrl__1,2.4410258423,-0.6762067110000001
abx_media__camhb_ctrl__2,1.8944663696,-1.334223355
abx_media__m9_mero__1,0.6606886364,1.020773893
abx_media__m9_mero__2,-1.0338938913,0.440226416
abx_media__rpmi_mero__1,2.2318318459,0.660371785
abx_media__rpmi_mero__2,2.1958092987,0.792903287
abx_media__camhb_mero__1,1.4722130832,-1.172045539
abx_media__camhb_mero__2,1.1584843557,-1.171938844
abx_media__m9_trisulf__1,-1.9490197114,0.5183189450000001
abx_media__m9_trisulf__2,-1.277294933,0.5838823940000001
abx_media__rpmi_trisulf__1,-0.250663501,-0.042480073
abx_media__rpmi_trisulf__2,-0.1619168246,0.027915457
abx_media__camhb_trisulf__1,0.11090606430000001,0.016641048000000002
abx_media__camhb_trisulf__2,-0.2949403084,-0.053960489
abx_media__m9_cef__1,-1.6205257919,0.345778003
abx_media__m9_cef__2,-1.2571757677,0.5179272580000001
abx_media__rpmi_cef__1,3.1487250824,0.8107159190000001
abx_media__rpmi_cef__2,3.1028512306,0.9107268060000001
abx_media__camhb_cef__1,1.4611573558,-0.43863147
abx_media__camhb_cef__2,1.3556105305,-0.39906265500000004
abx_media__m9_cipro__1,-1.286914453,0.817969214
abx_media__m9_cipro__2,-1.0193599603,0.9258359740000001
abx_media__rpmi_cipro__1,2.3507676188,-0.12070886700000001
abx_media__rpmi_cipro__2,-0.3306079118,0.039849319
abx_media__camhb_cipro__1,0.1838239729,-0.79384689
abx_media__camhb_cipro__2,-0.018471557200000002,-0.631963124
hot_tale__42c_ale3_30c__1,-1.594745727,-0.25660624400000004
hot_tale__42c_ale3_30c__2,-2.3199814043,-0.130169019
hot_tale__42c_ale3_37c__1,-0.8432731577,0.135134827
hot_tale__42c_ale3_37c__2,-1.0380599994,0.005191404
hot_tale__42c_ale3_44c__1,3.2073214818,-0.40419232400000005
hot_tale__42c_ale3_44c__2,3.3273981806,-0.50581096
hot_tale__hot_ale3_mid_30c__1,-1.5486906579,0.216239384
hot_tale__hot_ale3_mid_30c__2,-1.8549884443,-0.309887171
hot_tale__hot_ale3_mid_37c__1,-1.5657755314,-0.049791483000000004
hot_tale__hot_ale3_mid_37c__2,-0.7065056095000001,-0.38466929800000005
hot_tale__hot_ale3_mid_44c__1,2.8456469138,-0.02778191
hot_tale__hot_ale3_mid_44c__2,1.9719029121,0.0006287980000000001
hot_tale__hot_ale3_30c__1,-1.3937483654,-0.270416323
hot_tale__hot_ale3_30c__2,-1.0424653332,-0.29179048900000004
hot_tale__hot_ale3_37c__1,0.009406454,-0.505863834
hot_tale__hot_ale3_37c__2,-0.8427826727000001,-0.545730332
hot_tale__hot_ale3_44c__1,1.357966937,0.19926695
hot_tale__hot_ale3_44c__2,1.0159936212,-0.342959665
hot_tale__hot_ale4_30c__1,-1.4868390760999999,-0.18346804800000002
hot_tale__hot_ale4_30c__2,-1.7537052413,-0.09699967300000001
hot_tale__hot_ale4_37c__1,-1.1464300954,-0.37846746000000003
hot_tale__hot_ale4_37c__2,-0.6732681724,-0.368271379
hot_tale__hot_ale4_44c__1,1.1927763379,-0.09176018200000001
hot_tale__hot_ale4_44c__2,1.3716474813000001,-0.020067057000000003
hot_tale__hot_ale8_30c__1,-3.0508411639,0.180199265
hot_tale__hot_ale8_30c__2,-3.357382464,0.140936583
hot_tale__hot_ale8_37c__1,-1.9191009017,-0.027707206
hot_tale__hot_ale8_37c__2,-2.0147849492,-0.17027066300000002
hot_tale__hot_ale8_44c__1,0.1789009464,0.064910629
hot_tale__hot_ale8_44c__2,0.1942337421,0.156572142
hot_tale__hot_ale9_mid_30c__1,-0.8694337956,-0.036792908
hot_tale__hot_ale9_mid_30c__2,-1.4452598281,-0.029355235
hot_tale__hot_ale9_30c__1,-1.2239484311,-0.511222213
hot_tale__hot_ale9_30c__2,-1.1432099285,-0.483854946
hot_tale__hot_ale9_mid_37c__1,-0.44073961100000003,-0.407194369
hot_tale__hot_ale9_mid_37c__2,-0.6048870266,-0.292015051
hot_tale__hot_ale9_37c__1,-0.5892784265000001,-0.416916811
hot_tale__hot_ale9_37c__2,-0.864920439,-0.41602206900000005
hot_tale__hot_ale9_mid_44c__1,1.4856260911999999,0.024842246000000002
hot_tale__hot_ale9_mid_44c__2,2.6352298055,-0.328797021
hot_tale__hot_ale9_44c__1,2.0828752252,-0.33710038000000003
hot_tale__hot_ale9_44c__2,2.0612996337,-0.367830419
hot_tale__hot_ale10_30c__1,-1.0895495709,-0.369718033
hot_tale__hot_ale10_30c__2,-1.0363745241,-0.06782378700000001
