,A,YcjW
misc__bw_delcbl__1,0.0018928380000000002,-0.3200389155
misc__bw_delcbl__2,0.0671968228,-0.3552413875
misc__bw_delfabr__1,0.6475461497,-0.3983730595
misc__bw_delfabr__2,0.6734556019,-0.3985915225
misc__bw_delfadr__1,0.4537987824,-0.3523022565
misc__bw_delfadr__2,0.43189060100000004,-0.1253570215
misc__nitr_031__1,1.1379337137,-0.4184879345
omics__wt_glu__1,0.2816358579,0.0821025345
omics__wt_glu__2,0.28072510440000004,-0.1197620325
omics__wt_gly__1,0.7067493417,-0.4673410765
omics__wt_gly__2,0.6196078968000001,-0.41093938150000003
omics__wt_thr__1,6.0524480533,-0.4943752945
omics__wt_thr__2,5.1479440772,-0.3346017385
omics__bw_ac__1,1.0984713965,0.0152381515
omics__bw_ac__2,0.6512397975,0.2599900295
omics__bw_fum__1,0.9867698665,0.1891187015
omics__bw_fum__2,0.7257729781000001,0.15822584350000002
omics__bw_glc__1,0.1587206673,0.0163797655
omics__bw_glc__2,0.0411601338,-0.0652218005
omics__bw_pyr__1,0.1552429334,0.7016269295
omics__bw_pyr__2,0.33845436170000004,0.5246886815
ompr__wt_nacl__1,2.1121342077,-2.2575776305
ompr__wt_nacl__2,2.0950361045,-2.0542253405
ompr__bw_delompr_nacl__1,2.4944179129,-2.3274975685
ompr__bw_delompr_nacl__2,2.2282148945,-1.8372433665
minspan__wt_ade__1,0.7428861105,0.4848221915
minspan__wt_glc__2,0.4292584931,0.2538124565
minspan__wt_glc__3,0.8540021254,0.0128223295
minspan__wt_glc__4,-0.3308846391,0.26499281550000003
minspan__wt_glc_anaero__1,1.6700008239000002,0.45714005550000003
minspan__wt_glc_anaero__2,0.5814983064,-0.2925059305
minspan__wt_trp__1,1.5421416903,0.0045560235
minspan__bw_delcra_glc__2,1.1992117983,0.0762218555
minspan__bw_delcra_trp__1,1.6246818787000001,-0.1312167615
minspan__bw_delmntr__1,1.1263674145,0.1750127195
minspan__bw_delnac_ade__1,1.2990386101,-0.8916158115
minspan__bw_delnac_glc__1,1.0403221,0.5343617795
cra_crp__wt_ac__1,1.0890985006,-0.14932560050000002
cra_crp__wt_ac__2,1.0234788935,-0.48915656550000003
cra_crp__wt_fru__1,1.1572946161,-0.4695460715
cra_crp__wt_fru__2,0.9042754944,-0.013013271500000001
cra_crp__delcra_ac__1,-0.23892226100000002,0.3745308775
cra_crp__delcra_ac__2,0.2652742417,0.4477462305
cra_crp__delcra_fru__1,0.8908496741,-0.2129272235
cra_crp__delcra_fru__2,0.4934269969,-0.1437041815
cra_crp__delcra_glc__1,0.0736008971,-0.27707145650000004
cra_crp__delcra_glc__2,-0.1404555776,-0.3514942435
rpoB__wt_031__1,1.1944131607,-0.5822412165
rpoB__wt_044__1,0.8631714267,-0.7361620835
rpoB__wt_lb__1,3.5049181459,-0.2567276255
rpoB__wt_lb__2,2.872720233,-0.2315055925
rpoB__rpoBE546V_031__1,0.3852032748,-0.6945864795000001
rpoB__rpoBE546V_044__1,0.5959306516,-0.8707034405
rpoB__rpoBE546V_lb__1,3.3846417422,0.21106030750000002
rpoB__rpoBE546V_lb__2,2.7413727968,0.0675231295
rpoB__rpoBE546V_glc__1,-0.5333725853,0.16345350150000001
rpoB__rpoBE672K_glc__1,0.4477429088,-1.4404762535
rpoB__rpoBE672K_glc__2,0.8650026310000001,-1.0261939205
rpoB__rpoBE672K_lb__1,1.5417783597999999,-0.3138198585
rpoB__rpoBE672K_lb__2,1.2442004817,-0.3321341525
crp__wt_fru__1,-0.1305117939,0.0270550085
crp__wt_glyc__1,0.7050597746,0.0508236355
crp__wt_glyc__2,0.3378927505,0.15666931550000002
crp__delar1_glyc__1,-0.504519279,0.2243828485
crp__delar1_glyc__2,0.2401719893,0.1997793515
crp__delar1ar2_glyc__1,-0.1852588092,0.6275299955
crp__delar1ar2_glyc__2,0.0439902967,0.5959455415
crp__delar1ar2_glyc__3,-0.08075851390000001,0.7656054435
crp__delar2_glyc__1,2.0172810074,0.0227878945
crp__delar2_glyc__2,1.9737836478,0.1531598545
crp__delar2_glyc__3,2.1673722469,0.17385575550000001
crp__delcrp_fru__1,0.5785694807,0.0293381035
crp__delcrp_fru__2,0.5013470405,-0.5227759995
crp__delcrp_fru__3,0.67958902,-0.1775504125
crp__delcrp_glc__1,-0.13991583100000002,-0.1259360495
crp__delcrp_glc__2,-0.27188203850000003,-0.23090963650000002
crp__delcrp_glc__3,0.2125952716,-0.0329744965
crp__delcrp_glyc__1,0.10182399190000001,0.0957675405
crp__delcrp_glyc__2,0.7046733496,-0.14613639250000002
crp__delcrp_glyc__3,0.5078410925,-0.3977349965
glu__glu_ale3__1,1.0073113319,-2.5883843275
glu__glu_ale4__1,0.5141828855,-0.9940172015000001
glu__glu_ale5__1,-0.34008714300000004,-0.6017581015
glu__glu_ale6__1,0.1903455285,-0.7337766295
glu__glu_ale8__1,1.4496407032,-1.2989350255
glu__glu_ale9__1,1.1123825258,-1.6248271365
glu__glu_ale10__1,0.483474216,-2.4976644085
42c__wt_42c__1,-0.16212218990000002,0.1391636915
42c__42c_ale1__1,1.177268606,-1.3927069185
42c__42c_ale2__1,0.27163877540000003,-1.1591194275
42c__42c_ale3__1,0.7771666051,0.1795480625
42c__42c_ale4__1,0.9173317639,-1.1412841125
42c__42c_ale5__1,0.4017896814,0.5399385705
42c__42c_ale6__1,1.3201666942,-1.1145317005
42c__42c_ale8__1,0.6600353296,-0.9966102565
42c__42c_ale9__1,0.6568278896,0.45236710350000003
42c__42c_ale10__1,0.8040117245,-0.2928160455
ssw__wt_ac__1,1.0813327621,0.20636761750000002
ssw__wt_glc__1,-0.2891727595,0.6477318995
ssw__wt_glyc__1,1.4190799137,-0.5671136155000001
ssw__wt_xyl__1,0.7533466738,-0.8391219585
ssw__glc_ale1__1,0.9346110951000001,-0.47687815850000004
ssw__glc_ale2__1,-0.42103257190000004,-1.1693728755000001
ssw__glc_ale3__1,0.37796653680000003,-0.5567561915
ssw__glyc_ale1__1,-0.2768132192,0.0042655995
ssw__glyc_ale2__1,-0.17900962880000001,-0.43996860050000003
ssw__xyl_ale1__1,3.2662427288,-1.4339727205
ssw__xyl_ale2__1,0.8632830376,-0.5166124275
ssw__xyl_ale3__1,1.775528084,-0.6212462815
ssw__glc_ac_ac2__1,1.0855343656,-0.9071330875
ssw__glc_ac_glc1__1,1.8083118307000001,-0.6865923195
ssw__glc_glyc_glc__1,0.34986919600000005,-2.0261435775
ssw__glc_glyc_glyc__1,1.2180437568,-2.0694806135
ssw__glc_xyl_glc__1,0.2799911258,-1.7462560995
ssw__glc_xyl_xyl__1,0.41516920890000003,-0.24821122850000002
ica__wt_glc__1,0.1565811251,-0.1634682705
ica__wt_glc__2,0.5933567740000001,-0.0559469895
ica__wt_glc__3,0.35974154,-0.1826566775
ica__wt_glc__4,0.1392389225,-0.1718457115
ica__arg_sbt__1,4.2871042551,-1.2609195945
ica__arg_sbt__2,1.8118687141,-1.0751179035
ica__cytd_rib__1,2.079611669,-0.7557859395000001
ica__cytd_rib__2,3.1306793729,-0.5869700755
ica__gth__1,1.240175205,-1.0916677065
ica__gth__2,1.6858153376,-1.3913113815
ica__leu_glcr__1,1.1597764617,-0.1600522955
ica__leu_glcr__2,1.3784848648999999,-0.20070740850000002
ica__met_glc__1,0.6037070099,-0.2125352285
ica__met_glc__2,1.0516462441,-0.3285581325
ica__no3_anaero__1,0.27329218450000003,-0.0227573275
ica__no3_anaero__2,0.3879228846,0.1324605355
ica__phe_acgam__1,0.3379563816,-0.1964104515
ica__phe_acgam__2,0.2428895157,-0.3189546995
ica__thm_gal__1,1.3175438436,-0.0707280745
ica__thm_gal__2,1.8906117687,-0.0891290935
ica__tyr_glcn__1,0.5933413877,-0.0229646395
ica__tyr_glcn__2,0.7321808508000001,0.1458320395
ica__ura_pyr__1,0.35719563600000004,0.1755039715
ica__ura_pyr__2,0.2729214775,0.24906759350000002
ica__wt_glc__5,0.3044808328,0.1523840025
ica__wt_glc__6,0.17733833840000002,0.2428877925
ica__bw_delpurR_cytd__1,1.0245682445,-0.2633488115
ica__bw_delpurR_cytd__2,1.4165826412,0.0648653165
ica__ade_glc__1,1.0165082397,-0.0653212625
ica__ade_glc__2,0.9365111620000001,0.0401380655
ytf__wt_glc__1,0.21709122590000002,-0.8801220285
ytf__wt_glc__2,0.10788389870000001,-0.2798986395
ytf__delyafC__1,0.36453558700000005,0.0497116495
ytf__delyafC__2,0.8617958915,0.0678000665
ytf__delyeiE__1,0.5944435301000001,0.6034122165
ytf__delyeiE__2,-0.4706632552,0.3308438715
ytf__delyiaJ__1,0.5175647856,0.3211756065
ytf__delyiaJ__2,1.2972439579000001,0.28478224350000003
ytf__delyieP__1,0.6975974409,0.4172003245
ytf__delyieP__2,0.6342453528,0.12291722050000001
ytf__wt_ph5__1,-0.2279674511,0.28554353050000003
ytf__wt_ph5__2,0.10254905900000001,0.1117581785
ytf__wt_ph8__1,0.2203824804,0.3440070585
ytf__wt_ph8__2,0.42300879420000004,0.1711176505
ytf__delybaO__1,0.8566463629000001,0.1868641145
ytf__delybaO__2,0.5185167406,0.6447224415
ytf__delybaQ__1,-0.0556570237,0.2294147695
ytf__delybaQ__2,-0.3619617167,0.0263310705
ytf__delybiH__1,0.6717480221000001,-0.9850351415
ytf__delybiH__2,0.6516645819,-0.1695343855
ytf__delydcI_ph5__1,-0.24556458490000002,0.1534535755
ytf__delydcI_ph5__2,-0.6474168848,0.2266114665
ytf__delydcI_ph8__1,0.2399241159,0.2590857005
ytf__delydcI_ph8__2,-0.1496438517,-0.1108884675
ytf__delyddM__1,-0.3497635867,0.1375131365
ytf__delyddM__2,-0.47591733420000004,0.0243302595
ytf__delyheO__1,0.4636969776,-0.2301854525
ytf__delyheO__2,0.6877404218000001,0.0319876885
fps__bw_glc__1,0.0829524069,0.2109047875
fps__bw_glc__2,0.0398426221,0.0919703385
fps__fps_thrA_ale1__1,0.3266919982,0.26781431850000004
fps__fps_thrA_ale1__2,-0.2493560641,0.0468301625
fps__fps_thrA_ale2__1,0.35987287360000003,0.1351407115
fps__fps_thrA_ale2__2,0.2691605116,0.2734880715
fps__fps_serB_ale1__1,0.1163763859,0.0339155955
fps__fps_serB_ale1__2,0.0763554049,0.2564748215
fps__fps_serB_ale4__1,0.0529270747,-0.3847887045
fps__fps_serB_ale4__2,0.6806977571,-0.1118579325
fps__fps_ptsI_ale1__1,1.0350507653,0.0084264035
fps__fps_ptsI_ale1__2,1.1121806596,-0.0988542225
fps__fps_ptsI_ale3__1,0.6728922937,0.10043205150000001
fps__fps_ptsI_ale3__2,0.7027741097,-0.1389630805
pal__lyx_ale2_f6__1,0.5952237370000001,-0.0882654875
pal__lyx_ale2__1,0.8552665513000001,0.33273005450000004
pal__lyx_ale2__2,1.0072295149,0.1952534725
pal__lyx_ale4__1,0.6569967927,0.2772825225
pal__lyx_ale4__2,0.5323503818,-0.026374810500000002
pal__5drib_ale10_f18__1,1.980916152,0.22816195150000002
pal__5drib_ale10_f18__2,2.1162845835,0.40765893750000004
pal__5drib_ale10__1,0.3641503497,0.3762402835
pal__arab_ale14_f9__1,1.112515686,0.4520313965
pal__arab_ale14_f9__2,0.6502107208,0.4124085655
pal__arab_ale14__1,0.114706129,0.27101661650000003
pal__arab_ale14__2,0.0530314152,0.1251719155
pal__arab_ale16__1,0.2446589519,0.7020183835
pal__arab_ale16__2,0.8312243306,0.9405198535
pal__tartr_ale26_f10__1,1.1163586779,0.0648197575
pal__tartr_ale26_f10__2,1.2952528633,-0.2650163795
pal__tartr_ale26__1,0.98449262,0.1098704715
pal__tartr_ale26__2,0.7211674196000001,-0.030639897500000002
pal__tartr_ale28_f10__1,1.2447981102,-0.2326751065
pal__tartr_ale28_f10__2,1.8490592217000001,-0.3170434285
pal__tartr_ale28__1,1.2417319559,0.12061308250000001
pal__tartr_ale28__2,0.9110493295000001,0.26521808150000004
efeU__delmenFentC_citr__1,0.5547430694000001,-0.7444806425
efeU__delmenFentC_citr__2,0.6307398041,-1.2944760125
efeU__delmenFentC__1,0.8519427313,-0.0018231375
efeU__delmenFentC__2,0.6882481637,-0.0618452585
efeU__menFentC_ale39__1,1.2289535833,-0.8934135515
efeU__menFentC_ale39__2,1.2702578878,-0.7358005765000001
efeU__menFentC_ale29__1,1.4821394401,-2.4631076255
efeU__menFentC_ale29__2,2.9824482243,-2.2396491485
efeU__menFentC_ale30__1,1.8982572463,0.1019771305
efeU__menFentC_ale30__2,1.1365251484,0.1455641625
efeU__menFentCubiC_ale36__1,0.8145458630000001,0.6197589735
efeU__menFentCubiC_ale36__2,0.7036103556000001,0.4463723395
efeU__menFentCubiC_ale37__1,0.4703168492,0.35043786050000003
efeU__menFentCubiC_ale37__2,0.5654309653,0.47541139050000003
efeU__menFentCubiC_ale38__1,0.2874663782,0.2828824495
efeU__menFentCubiC_ale38__2,1.0303981189,0.18190517250000002
misc2__salc_glc__1,-0.052835003900000004,-0.1470016745
misc2__salc_glc__2,0.24981925670000002,-0.4694245825
misc2__dbcn_glc__1,-0.3841001546,-1.4501375045
misc2__dbcn_glc__2,-0.2326957529,-1.1862134115
misc2__tyr_glc__1,0.47582661810000004,0.13279224450000002
misc2__tyr_glc__2,1.3508961027,0.3134356935
misc2__arg_cytd__1,0.4115074019,0.012161406500000001
misc2__arg_cytd__2,0.0527588705,0.17306044850000002
misc2__delyheO_pyr__1,0.6760973837,0.23302806950000002
misc2__delyheO_pyr__2,0.11791227,0.32983525350000004
nquinone__delubiC__1,0.0689496736,0.3674764575
nquinone__delubiC__2,0.0704132019,0.25014128750000003
nquinone__ubiC_ale1__1,0.33615986810000004,0.18676786650000002
nquinone__ubiC_ale1__2,0.4433134529,0.3918440795
nquinone__ubiC_ale2__1,0.0169353805,0.10136336750000001
nquinone__ubiC_ale2__2,0.4133516786,-0.0532217995
nquinone__ubiC_ale3__1,0.8898143422,-0.4281221965
nquinone__ubiC_ale3__2,0.8271035937000001,-0.3689627345
nquinone__ubiC_ale4__1,-0.1229455552,0.1531760285
nquinone__ubiC_ale4__2,0.3012741547,0.2627082925
nquinone__delpdhR__1,0.4977815511,0.1772564375
nquinone__delpdhR__2,0.6347434128,0.2076786425
quinone__glu_ale4__1,0.8922564965,-0.3992451495
quinone__glu_ale4__2,1.3411567087,-1.3562723195
quinone__delmenF__1,-0.4796693316,0.4638713875
quinone__delmenF__2,0.7834151318,0.2785734795
quinone__menF_ale5__1,0.3665431917,-0.7736397545
quinone__menF_ale5__2,0.4339182328,-0.9065258845
quinone__menF_ale6__1,1.8449328773,-0.8260339655000001
quinone__menF_ale6__2,0.1865134806,-0.8143995225
quinone__menF_ale7__1,2.5064253313,-0.7335786915
quinone__menF_ale7__2,2.3707292328,-0.5712169725
quinone__menF_ale8__1,2.3554703226,-0.7492432235
quinone__menF_ale8__2,2.8746430537,-0.4962819485
quinone__delmenFubiC__1,-0.5365045118,0.12312941150000001
quinone__delmenFubiC__2,0.7004829677000001,0.31394205550000004
quinone__menFubiC_ale1__1,1.7662359955,-0.9910994625
quinone__menFubiC_ale1__2,0.7109174715000001,-0.9277513515
quinone__menFubiC_ale2__1,1.1241386873,-0.7849040485000001
quinone__menFubiC_ale2__2,1.1647411433000001,-0.6880509655
quinone__menFubiC_ale3__1,0.3027233219,0.2311073435
quinone__menFubiC_ale3__2,-0.0108347102,0.4418249675
quinone__menFubiC_ale4__1,0.3980469126,-1.0892819975
quinone__menFubiC_ale4__2,0.8831999612,-1.0836010215
oxyR__wt_glc__1,0.0978461508,0.1824626605
oxyR__wt_glc__2,0.09218894400000001,-0.11101564850000001
oxyR__wt_h2o2__1,0.0613508703,-0.0275382365
oxyR__wt_h2o2__2,-0.1065393043,-0.0907137085
oxyR__glu_ale4__1,0.144630268,-0.0436681145
oxyR__glu_ale4__2,0.1440475604,-0.0900913165
oxyR__glu_ale4_h2o2__1,0.31463494470000003,0.018518312500000002
oxyR__glu_ale4_h2o2__2,0.127922868,-0.23723847850000002
oxyR__oxyR_ale17__1,0.7026314668,-0.3407244915
oxyR__oxyR_ale17__2,0.8234557264,-0.5478562385
oxyR__oxyR_ale17_h2o2__1,0.34395653270000004,-0.2783648675
oxyR__oxyR_ale17_h2o2__2,0.5248012389,-0.2220009915
oxyR__oxyR_ale18__1,-0.0867967594,-0.45125461850000004
oxyR__oxyR_ale18__2,0.2267228667,-0.17090852750000002
oxyR__oxyR_ale18_h2o2__1,0.7396188464,-0.5102159325
oxyR__oxyR_ale18_h2o2__2,0.8988627432,-0.48938396850000004
oxyR__oxyR_ale19__1,0.0228522126,-0.3171426375
oxyR__oxyR_ale19__2,0.1306724262,-0.2876217015
oxyR__oxyR_ale19_h2o2__1,-0.0356940579,-0.1951967855
oxyR__oxyR_ale19_h2o2__2,0.0569857259,-0.19883227650000002
oxyR__oxyR_ale20__1,0.6651618382000001,-0.5335369035
oxyR__oxyR_ale20__2,0.6512668173,-0.4182528015
oxyR__oxyR_ale20_h2o2__1,0.48478476480000005,-0.4793122815
oxyR__oxyR_ale20_h2o2__2,0.8942936694,-0.5294926315
svns_pgi__BmePgi24_15__1,-0.3599196652,0.3066114405
svns_pgi__BmePgi24_15__2,-0.45533517570000004,0.22131458650000002
svns_pgi__BmePgi24_26__1,0.22521367280000001,0.2877479405
svns_pgi__BmePgi24_26__2,-0.1215464161,0.3707211955
svns_pgi__BmePgi24_41__1,0.5609906942,0.1811536505
svns_pgi__BmePgi24_41__2,-0.0626600233,0.3593478955
svns_pgi__BmePgi24_52__1,-0.08770573720000001,0.0869271595
svns_pgi__BmePgi24_52__2,-0.4180252467,0.1275370895
svns_pgi__PaePgi2_34__1,-0.5132245333000001,0.7249113985000001
svns_pgi__PaePgi2_34__2,-0.43531403690000003,0.7366493965
svns_pgi__PaePgi2_63__1,-0.8710404545,0.5750431755000001
svns_pgi__PaePgi2_63__2,-0.48094488420000003,0.5513870435
svns_pgi__PaePgi24_54__1,-0.6960492024,0.8225600045
svns_pgi__PaePgi24_54__2,-0.6725867553,0.7410641345000001
svns_pgi__PaePgi24_90__1,0.0012121101,0.9209906715
svns_pgi__PaePgi24_90__2,-0.5594817564,0.8740941905
abx_media__m9_ctrl__1,0.3231975599,-2.0541361445
abx_media__m9_ctrl__2,0.5832819789,-1.8416665245
abx_media__rpmi_ctrl__1,2.7307506056,-0.9496406855
abx_media__rpmi_ctrl__2,2.1141577858,-0.8959522415000001
abx_media__camhb_ctrl__1,2.5482865384,-1.1845566295
abx_media__camhb_ctrl__2,2.0960829537,-1.3243637485
abx_media__m9_mero__1,1.1203881875,-1.7293363474999999
abx_media__m9_mero__2,1.0243178442,-1.9942086635
abx_media__rpmi_mero__1,2.6905712036000002,-1.2551071165
abx_media__rpmi_mero__2,2.3139088808,-0.7124396705
abx_media__camhb_mero__1,3.2619174322,-1.5464863035
abx_media__camhb_mero__2,3.4231145302,-1.8329158435
abx_media__m9_trisulf__1,0.3038961807,-2.3810217385
abx_media__m9_trisulf__2,0.18735600160000002,-1.6889731445
abx_media__rpmi_trisulf__1,2.2090127565,-2.2539622575
abx_media__rpmi_trisulf__2,2.110763563,-2.0886135715
abx_media__camhb_trisulf__1,1.7291647143,-1.5174406265
abx_media__camhb_trisulf__2,1.8358786415,-1.4595835015
abx_media__m9_cef__1,0.475061345,-1.4586662725
abx_media__m9_cef__2,0.6566437719,-1.8110148085
abx_media__rpmi_cef__1,2.0247718045,-2.0161368745
abx_media__rpmi_cef__2,2.181166491,-2.1995431905
abx_media__camhb_cef__1,2.5182043375000003,-1.4037363565
abx_media__camhb_cef__2,2.3230300056,-1.5771931635
abx_media__m9_cipro__1,0.9348719160000001,-2.9787808955
abx_media__m9_cipro__2,0.7033767355,-3.0273242955
abx_media__rpmi_cipro__1,1.7872013551,-2.1437236845
abx_media__rpmi_cipro__2,2.4926193409,-1.7019856574999999
abx_media__camhb_cipro__1,2.1807428343,-1.3808121795
abx_media__camhb_cipro__2,2.0787738204,-1.6646177545
hot_tale__42c_ale3_30c__1,0.3063416624,0.0468338275
hot_tale__42c_ale3_30c__2,0.8280620799,-0.024235905500000002
hot_tale__42c_ale3_37c__1,0.0386662258,0.2500704125
hot_tale__42c_ale3_37c__2,-0.12729776,0.3966878655
hot_tale__42c_ale3_44c__1,1.3643864735,1.1711437955
hot_tale__42c_ale3_44c__2,1.4796572086,1.2725951005
hot_tale__hot_ale3_mid_30c__1,1.3893324733,0.3338325465
hot_tale__hot_ale3_mid_30c__2,0.4094145145,0.31412276850000004
hot_tale__hot_ale3_mid_37c__1,0.1087262786,0.5762161595
hot_tale__hot_ale3_mid_37c__2,-0.3192310144,0.49724867850000004
hot_tale__hot_ale3_mid_44c__1,0.913093708,0.6913212815
hot_tale__hot_ale3_mid_44c__2,1.3222919407,0.8780422645
hot_tale__hot_ale3_30c__1,0.7464503055,0.1364424025
hot_tale__hot_ale3_30c__2,-0.0259198796,0.0876178165
hot_tale__hot_ale3_37c__1,-0.5285386406,-0.0781213955
hot_tale__hot_ale3_37c__2,-0.28894070790000004,0.1823722465
hot_tale__hot_ale3_44c__1,1.1384017772,0.0838353605
hot_tale__hot_ale3_44c__2,1.3846228022,0.3541226045
hot_tale__hot_ale4_30c__1,0.44863118430000004,-0.28230233450000003
hot_tale__hot_ale4_30c__2,0.4943840195,-0.29266782950000003
hot_tale__hot_ale4_37c__1,0.11853070600000001,0.0915403025
hot_tale__hot_ale4_37c__2,0.46494674340000003,0.2735998865
hot_tale__hot_ale4_44c__1,0.8771427271000001,0.8798895285
hot_tale__hot_ale4_44c__2,0.35816809920000003,0.8473958565
hot_tale__hot_ale8_30c__1,0.6612896956000001,-0.3048470425
hot_tale__hot_ale8_30c__2,-0.015321153,-0.36099893250000004
hot_tale__hot_ale8_37c__1,0.0458267879,0.0723618735
hot_tale__hot_ale8_37c__2,0.0329247042,-0.0819033775
hot_tale__hot_ale8_44c__1,0.9676599374,0.6984665415
hot_tale__hot_ale8_44c__2,1.2498587172,0.5514600605000001
hot_tale__hot_ale9_mid_30c__1,0.09294967550000001,-0.1941335325
hot_tale__hot_ale9_mid_30c__2,-0.1001390462,0.1391737305
hot_tale__hot_ale9_30c__1,20.2267421837,-1.9643236965000002
hot_tale__hot_ale9_30c__2,20.2570214306,-2.2776419625
hot_tale__hot_ale9_mid_37c__1,-0.026217332000000003,0.4491117255
hot_tale__hot_ale9_mid_37c__2,-0.094872361,0.48963571850000004
hot_tale__hot_ale9_37c__1,13.250820922900001,-1.8298088995000001
hot_tale__hot_ale9_37c__2,13.338318879,-2.1030477205
hot_tale__hot_ale9_mid_44c__1,0.8499458510000001,1.1282605294999999
hot_tale__hot_ale9_mid_44c__2,1.0820978796,0.9561318245
hot_tale__hot_ale9_44c__1,9.1401064796,-1.3787361075
hot_tale__hot_ale9_44c__2,9.4554779284,-1.0121677345
hot_tale__hot_ale10_30c__1,-0.9883792576,0.1668644015
hot_tale__hot_ale10_30c__2,0.2514208113,-0.21290506550000002
hot_tale__hot_ale10_37c__1,0.1021769997,0.2584121285
hot_tale__hot_ale10_37c__2,-0.2691601323,0.3620716505
hot_tale__hot_ale10_44c__1,2.5333786745999998,0.7553187435000001
hot_tale__hot_ale10_44c__2,2.6986891371,0.9591847665000001
hot_tale__hot_ale16_30c__1,-0.1941117209,0.0473207335
hot_tale__hot_ale16_30c__2,0.47619749980000003,0.0395409945
hot_tale__hot_ale16_37c__1,0.3321544587,0.2470047475
hot_tale__hot_ale16_37c__2,0.6689142101000001,0.3024661965
hot_tale__hot_ale16_44c__1,1.7010117142,0.9348122455000001
hot_tale__hot_ale16_44c__2,1.8518426526,1.0958465355
pdhr_ale__pdhR-13_51__1,0.4701403551,-0.0314148825
pdhr_ale__pdhR-13_51__2,0.1281739478,-0.15602863050000002
pdhr_ale__pdhR-14_46__1,0.456017954,-0.13368667550000002
pdhr_ale__pdhR-14_46__2,0.0666553964,-0.0023698165
pdhr_ale__pdhR-15_51__1,0.8044170822000001,0.0718101805
pdhr_ale__pdhR-15_51__2,1.2859836574,0.19943067550000002
pdhr_ale__pdhR-16_49__1,0.5955926261,0.1283159575
pdhr_ale__pdhR-16_49__2,0.0820626514,-0.3336059145
tcs__del_atoC_LiAcet__1,0.5256354228,-1.1916236655
tcs__del_atoC_LiAcet__2,0.5340969287,-1.1721298595
tcs__del_atoC_LiCl__1,0.7975405398000001,-1.1927125785000001
tcs__del_atoC_LiCl__2,0.5841812636,-1.0507649625
tcs__del_atoC_m9__1,0.9611420897,-0.8413265405
tcs__del_atoC_m9__2,1.0764899139,-0.6880125905000001
tcs__del_baeR_etoh__1,4.0114792615,-1.9003294375
tcs__del_baeR_etoh__2,4.1024716468,-2.4323651185
tcs__del_baeR_lb__1,4.435588443,-1.7327336335
tcs__del_baeR_lb__2,4.3297433419,-1.3916223645
tcs__del_btsR_01xlb__1,2.0551921013,-2.4025126115
tcs__del_btsR_01xlb__2,2.0155335209,-2.5838243135
tcs__del_btsR_lb__1,7.9184185769,-0.6383886355
tcs__del_btsR_lb__2,7.5481262897,-0.9942873975000001
