,A,MraZ,LexA,PdhR
abx_mega__dmso-7__3,2.3230120533,-1.2396913362,-1.5443042691,-0.4325936584
abx_mega__van_h2o__5,0.40206473,0.16434445350000002,-0.7507946999,-0.3871520861
abx_mega__flavo_dmso__4,1.6171655612,-1.2027528062,-0.4622778362,0.45754503300000005
abx_mega__novo_dmso__3,8.980703582,0.1229469994,-1.1025052509,0.3303249291
abx_mega__polmyx_h2o__7,2.1218609774,-0.4338485134,-0.4796256468,0.0648946327
abx_mega__teix_dmso__17,0.9276796964,-0.820467214,-0.8560667892,-0.4032191774
abx_mega__doxo_dmso__3,-1.5956771917,-1.6132971976000001,0.6663130679,-1.6830977376
abx_mega__mem_dmso__6,1.7211082512,0.1374133356,-0.4540189094,-0.9645224433
abx_mega__h2o-1a__3,0.36838490020000003,0.0745595648,0.018747716,0.2444574468
abx_mega__bacit_dmso__3,-2.2787034775,0.3195140017,-0.2685095689,-1.1656631432
abx_mega__dox_dmso__8,1.9857358397,0.8380548421,-2.1121105141,1.6855257431
abx_mega__teix_dmso__18,0.0372250339,0.1722583853,-0.7283880098000001,-1.5526443466000002
abx_mega__h2o-6__3,-0.6733394259000001,0.1802171052,-0.35635820430000004,-0.5542680600000001
abx_mega__pen_h2o__5,1.4823902048,0.0312424626,-0.2502531264,-1.5642115208
abx_mega__lzd_dmso__4,-2.1423585927,-0.2358129405,-0.4969718528,-0.007052149000000001
abx_mega__daro__1,1.621510516,-0.6675046217,-1.3496869545,-1.2529040953
abx_mega__solv__1,3.6068196261,-0.3165691654,-1.3627845981,2.4311615595
abx_mega__daro__2,3.0548030721,-0.8800465458000001,-1.2625726779,-1.2878903488
abx_mega__daro__3,4.2004137486,-0.34175454250000004,-1.1389049379,-0.5471201156000001
abx_mega__solv__2,2.2270825322,-0.6320145525,-1.5112490374,2.640295569
abx_mega__solv__3,3.3545989025000003,-0.5153838687,-1.2647770922000001,-1.2277657191
abx_mega__dmso-4__1,-2.1156844368,0.6306973577,-1.3588371111,-1.4489325645
abx_mega__kirr_dmso__1,-6.1184951099,0.4585081333,-1.0982612494,-0.2997358518
abx_mega__kirr_dmso__2,-5.0421402853,0.410651207,-0.8920917593000001,0.9242851224
abx_mega__kirr_dmso__3,-9.3338814574,0.5569711514,-0.7460888811,2.4811667341
abx_mega__dmso-4__2,-1.8013387454,0.7272598891000001,-0.9900010631,-1.3849181407
abx_mega__dmso-4__3,-2.3933950881,0.44376218240000004,-1.1603269057,-1.5027356445
ackA_pta__dnaA46_del_ackA__1,-1.6473826613,-0.021720166000000003,0.015429449900000001,0.9484828073
ackA_pta__dnaA46_del_ackA__2,-2.4680208798,-0.09645184450000001,-0.013925118600000001,1.2674379748
ackA_pta__dnaA46_del_ackA__3,0.6074600741,-0.6267503247,-0.23939264300000002,1.2847366578
ackA_pta__dnaA46_del_pta__1,-2.7528036576,0.3174454411,0.5929547019,0.8454935032
ackA_pta__dnaA46_del_pta__2,-2.9582784476,-0.2564329338,-0.3616773687,0.5883583627
ackA_pta__dnaA46_del_pta__3,-2.0684475471,0.2356724207,0.5346615322,0.7014167331000001
ackA_pta__dnaA46__1,0.1709999693,-0.0064661487,0.6247219747,0.051499249100000005
ackA_pta__dnaA46__2,0.859994523,-0.765165694,-0.0018350278,0.3657764405
ackA_pta__dnaA46__3,-0.0630578628,0.1533117238,0.7818554152,0.164972939
ackA_pta__del_ackA__1,-0.4828189312,0.2503042829,-0.2824579659,0.6418990062000001
ackA_pta__del_ackA__2,-1.7652967891,0.1551555536,-0.025669961600000003,0.6244775627
ackA_pta__del_ackA__3,-0.9017849355,0.020051901900000002,-0.3181565475,0.8638865186
ackA_pta__del_pta__1,-0.9944333103,-0.2626998514,-0.3422166854,0.1756232516
ackA_pta__del_pta__2,-2.738322361,-0.3008104166,-0.7150535603,0.6896762443000001
ackA_pta__del_pta__3,-1.4328585714,-0.0718452956,-0.2787859616,0.6307089147
ackA_pta__wt__1,1.1270631808,0.17595619740000001,-0.1555619844,0.0050811928
ackA_pta__wt__2,-0.5019576277,-0.0021419071000000002,0.1322116998,-0.083710136
ackA_pta__wt__3,-0.6251055531,-0.17381429040000002,0.0233502846,0.0786289433
anticancer__5fu__1,-2.2022212231,-0.7531781437,1.2710676738,0.8676297146
anticancer__5fu__2,-1.725651424,-0.34403106240000003,1.3175000506,0.5116125916
anticancer__cap__1,0.5480173984,0.33755659320000003,-0.2707344305,0.2663298783
anticancer__cap__2,0.7765087758,0.3560451626,-0.281939708,0.7050807880000001
anticancer__cap__3,1.3343576926,0.3428515567,-0.3804049168,0.6256474018
anticancer__wt__1,-1.2139309296,-0.2782328781,-0.1566144848,-0.1288097414
anticancer__wt__2,-0.40258400240000003,-0.038032719300000004,0.20495996330000002,-0.0788158421
anticancer__wt__3,1.616514932,0.3162655974,-0.048345478500000004,0.20762558350000002
anticancer__5fu__3,0.1290542921,-0.6207491275,1.1526455162,1.1998775921
bio_pln__aero_pln__1,-0.20606062700000002,-0.10868145550000001,0.0832509585,0.2289145145
bio_pln__aero_pln__2,0.20606062700000002,0.10868145550000001,-0.0832509585,-0.2289145145
bio_pln__anaero_pln__1,-0.256352988,-0.5003699526000001,-0.1478350091,1.1055213994
bio_pln__anaero_pln__2,1.1705382469,-0.5538003652,-0.1091975564,1.3109836002
biocide__bzcl_12h__1,0.7551664821,0.41852023180000003,-0.2509258773,-0.8051359477000001
biocide__bzcl_12h__2,2.2285466941,0.6644824851000001,-0.5122306687,-1.2311814372
biocide__bzcl_12h__3,1.0719304688,0.5493161722000001,-0.3734012786,-1.1912737659000001
biocide__etoh_12h__1,1.7211330323,1.1565716388,-0.2937757634,-0.6809967843
biocide__etoh_12h__2,1.9758322402,0.9579687179,-0.4256241919,-0.3329951255
biocide__etoh_12h__3,1.8177048723,1.0261662612,-0.2845857108,-0.9164459368000001
biocide__gluald_12h__1,0.6640907353000001,0.8075837398,-0.1010746473,-0.5665100711000001
biocide__gluald_12h__2,1.389868267,0.9541778544,0.024643627600000002,-0.617787054
biocide__gluald_12h__3,1.181755103,0.9182650276000001,0.1333122428,-0.7810297583
biocide__h2o2_12h__1,0.9194365918,0.6020583674000001,-0.3260122204,-0.8826170125
biocide__h2o2_12h__2,1.4806663272,0.8605942805000001,-0.0853500978,-0.9341644155000001
biocide__h2o2_12h__3,0.8572009717,0.5548999447,-0.3102653106,-0.1105030409
biocide__2ppoh_12h__1,0.9338345317000001,1.289805078,-0.44964349670000003,-0.2907525412
biocide__2ppoh_12h__2,1.0060092724,1.1611726598,-0.6479245677000001,-0.23431072400000003
biocide__2ppoh_12h__3,0.8515667754,1.3044809776,-0.6973172917,-0.34637535480000003
biocide__paa_12h__1,-0.6183118172000001,0.39011913340000004,-0.3275651694,-0.0422346043
biocide__paa_12h__2,0.7686770084,0.7792697182,-0.24603063260000002,-0.0390514607
biocide__paa_12h__3,0.6560070497,0.4175682894,-0.2539458215,-0.07608491490000001
biocide__phe_12h__1,0.8773206440000001,0.44178542270000004,-0.1404647536,-0.4207120152
biocide__phe_12h__2,1.1052089193,0.44992319410000003,-0.1246899976,-0.4274238024
biocide__phe_12h__3,0.0549264441,0.3393054727,-0.28994880170000004,-0.2551089637
biocide__pvp-i_12h__1,-0.23601219010000002,0.1122433267,-0.5581387250000001,-0.47139472520000003
biocide__pvp-i_12h__2,0.2873887395,0.20375709900000002,-0.1632964074,-0.47448876780000004
biocide__pvp-i_12h__3,1.2268815541,-0.0543118392,-0.5674822412,-0.2950678144
biocide__bleach_12h__1,0.6324344495,0.2572586115,-0.4278406973,-0.4273476215
biocide__bleach_12h__2,0.7463658273,0.262616408,-0.4609065848,-0.0283280812
biocide__bleach_12h__3,1.0131633395,0.36335112150000004,-0.3422171627,-0.0584551081
biocide__chx_12h__1,1.1734781768,0.4136127546,-0.36586939999999996,-0.2837902861
biocide__chx_12h__2,1.0964475461,0.0721635947,-0.48495003670000003,-0.9023643910000001
biocide__chx_12h__3,1.5720028694,0.2703195348,-0.4885351665,-0.8401864626000001
biocide__bzcl_30m__1,3.024236375,0.19436729930000002,0.3637792494,-0.4171498819
biocide__bzcl_30m__2,3.8675864661,0.2444480061,0.20230482230000002,-0.4309988131
biocide__bzcl_30m__3,2.4645423529,0.4998547726,0.20050124230000002,-0.6980238871000001
biocide__phe_30m__1,0.7175817052,-0.1442951046,-0.2129439216,-0.3742015785
biocide__phe_30m__2,0.1391339993,0.44208881200000005,0.1193168429,-0.7512336192
biocide__phe_30m__3,0.2555276286,0.0287529441,0.3266757112,-0.4266956136
biocide__pvp-i_30m__1,1.0481530445,0.0398012349,0.0768404204,-0.6393380710000001
biocide__pvp-i_30m__2,1.5234188185000002,0.0773046696,0.1790739275,-0.6679222774
biocide__pvp-i_30m__3,1.8442236843000002,0.051310325000000004,0.086252804,-0.4872932339
biocide__ctrl_12h__1,1.7705718467,0.8932712046,-0.2685454148,-0.8472219903
biocide__ctrl_12h__2,1.3290785489,0.6318804142000001,0.0150147273,-0.0220747341
biocide__ctrl_12h__3,1.4757406124,0.8772480274000001,0.0058250702,-1.0029078823
biocide__ctrl_30m__1,-0.2429806639,0.15740699930000002,0.13403902680000002,0.0685430224
biocide__ctrl_30m__2,0.16926572380000002,-0.337927275,-0.17149064860000002,0.1043086621
biocide__ctrl_30m__3,0.07371494020000001,0.1805202756,0.0374516219,-0.17285168450000002
clpP__wt__1,-0.3122756733,-0.1099277547,-0.0444865111,-0.1095196388
clpP__wt_DPTA__1,4.4697696987,1.133338644,1.993602133,2.3212131487
clpP__wt__2,-0.300097294,0.0024164075,-0.0382929408,0.2360880173
clpP__wt_DPTA__2,2.7965470557,0.9932303091,2.0271834629,2.3553656076
clpP__wt__3,0.6123729672,0.10751134720000001,0.08277945190000001,-0.1265683785
clpP__wt_DPTA__3,4.5710351276,1.1073832798,2.0832679397,2.5320492136
clpP__delclpP__1,-1.1410466086,-0.5060268839000001,-0.1933138016,-0.6923686761000001
clpP__delclpP_DPTA__1,3.5968583886000003,0.7095507314,2.3294403515,2.0537940365
clpP__delclpP__2,-0.7354881240000001,-0.2088544332,-0.1231638057,-0.1291364353
clpP__delclpP_DPTA__2,2.2226438252,0.5235701852,2.1398403943,1.9840214192
clpP__delclpP__3,-0.5627785959,-0.221357407,0.0158523174,-0.5602061941
clpP__delclpP_DPTA__3,3.3791638568,0.3076236515,2.1827148397,1.8550166787
colombos2__delydcR__1,2.61719816,-0.0139436608,-0.007906546700000001,-0.21195578780000002
colombos2__delydcR__2,1.8013986371000001,0.508206554,0.0680216158,0.327124377
colombos2__delydcR__3,2.2530536989,0.27605399999999997,0.4299570412,-0.12047321670000001
colombos2__delyjiR__1,-1.0540478602,0.029105823200000002,0.007594700100000001,-1.5700361876
colombos2__delyjiR__2,-0.1253524851,0.3142790674,0.332281482,0.0497514639
colombos2__delyjiR__3,-0.5290222765,0.3521948233,0.2296589174,0.5527353097000001
colombos2__wt__1,-2.8137808632,-0.1138210453,0.0821119577,-0.22778408460000002
colombos2__wt__2,0.5691093404,-0.18845972830000002,-0.1299449439,-0.1591448539
colombos2__wt__3,2.2446715228,0.3022807736,0.047832986200000004,0.38692893850000004
crp_k100__ar1_ar2__1,3.5686511750000003,-0.3353208461,-0.7824030637,1.4030829904
crp_k100__ar1_ar2__2,4.3917535214,-0.332895573,-0.39363101570000003,1.5650687668
crp_k100__ar1_ar2__3,2.2947895211000002,-0.20101501670000002,-0.4863706103,1.2482974135
crp_k100__wt__1,-0.9432292183000001,-0.1022180137,0.1514698932,-0.2240427173
crp_k100__wt__2,0.5787738915,0.0061901549000000005,0.135381822,0.10243615
crp_k100__wt__3,0.36445532680000003,0.0960278588,-0.28685171530000003,0.12160656730000001
crp_k100__K100Q__1,1.2365569719,0.47674963740000004,-0.24454191600000003,0.7629553657
crp_k100__K100Q__2,0.2102905713,0.391213488,-0.269630193,0.6814967393
crp_k100__K100R__1,-1.9641119457,-0.048862891900000004,-0.41398665900000003,0.16496625080000002
crp_k100__K100R__2,-0.4298952346,0.0703009341,0.5288552373000001,-0.17636309930000002
crp_k100__K100R__3,-1.672333509,-0.268146296,-0.48187886,0.3815607589
csrA__wt_t00__1,0.1574272854,-0.20080927140000002,-0.0504681219,1.0548497563
csrA__wt_t02_30__1,3.730182573,-3.2249235852,-1.8963323628,-4.8066691379
csrA__wt_t05__1,2.0947646742,-4.2726536478,-3.4439320351,-4.8362836336
csrA__wt_t10__1,-7.9721672585,-2.6920551562,-3.0974039816,-3.0574361463
csrA__wt_t15__1,-6.7801118182,-2.3071051628,-2.1780181519,-2.0634936135
csrA__delcsrA_t00__1,1.2986925166,0.3199279324,-0.0202355839,-0.1158782928
csrA__delcsrA_t02_30__1,6.1145840613,-3.3653643924,-2.6139523555,-4.1631960693
csrA__delcsrA_t05__1,3.1142721702,-3.8238691026,-3.6873092406,-3.9815479125
csrA__delcsrA_t10__1,-6.8064533755,-3.0837263322,-3.3913940186,-2.4035591286
csrA__delcsrA_t15__1,-4.6479612454,-2.7652653289,-2.4982327712,-1.7811302653
csrA__wt_t00__2,-0.1574272854,0.20080927140000002,0.0504681219,-1.0548497563
csrA__wt_t02_30__2,4.491006295,-3.1861053772,-1.8323201529,-4.7632823406
csrA__wt_t05__2,2.7607795569,-4.3686157622,-3.4904757412,-4.1559703276
csrA__wt_t10__2,-8.2530946829,-2.8116917957,-3.1963814169,-2.7294894993
csrA__wt_t15__2,-6.4764282149,-1.9422387118,-2.1554513963,-1.7841937843
csrA__delcsrA_t00__2,1.4387723129,0.0698596288,-0.0977401739,1.2950549942
csrA__delcsrA_t02_30__2,6.6710145462,-3.6362491701,-2.7099006812,-4.0087070582
csrA__delcsrA_t05__2,2.3295269677,-4.271878302,-3.6437037542,-3.8448274471
csrA__delcsrA_t10__2,-6.2439261045,-2.8786989297,-2.9591954737,-2.9597124972
csrA__delcsrA_t15__2,-4.1264185568,-2.0062368991,-1.8800901676000001,-1.4356521495
cstr_pfr__str_0005m__1,-0.1195137824,0.24644205190000001,0.1357563869,0.4719757108
cstr_pfr__str_0010m__1,-0.0349145752,0.0165381125,0.0912772102,0.32200694220000003
cstr_pfr__str_0025m__1,-0.4580090523,0.1495684157,0.1639402469,0.24798378540000002
cstr_pfr__str_0045m__1,-0.22667606010000002,0.2346698855,0.1780994029,0.09197997670000001
cstr_pfr__str_0075m__1,-0.1468451497,0.2285985567,-0.0133912289,-0.0776232475
cstr_pfr__str_0120m__1,0.2394742111,0.1426674268,0.0718581919,-0.0841233265
cstr_pfr__str_0210m__1,0.037230402100000004,0.2224947543,0.050988883000000006,-0.0082234976
cstr_pfr__str_0330m__1,-0.9755833189,0.1406655164,0.018499374500000002,-0.012646208400000001
cstr_pfr__str_1500m__1,-1.0839338459,0.2157062804,0.08097941310000001,0.0440286988
cstr_pfr__str_1560m__1,0.3926855676,0.31567348,0.2756761735,0.1161494366
cstr_pfr__str_1680m__1,0.0633458295,0.1085894097,0.1623759868,0.1242922466
cstr_pfr__str_ref1__1,-0.084237211,0.030470920500000002,-0.0167738892,0.015718507700000002
cstr_pfr__str_ref2__1,-0.3257148304,0.0060710386,0.1976579931,-0.0985724671
cstr_pfr__str_ref3__1,0.0064494201000000004,0.0828128467,0.010762740100000001,-0.019152889200000002
cstr_pfr__pfr_P5_0005m__1,0.5144322291,0.18867346670000001,0.2757582671,-0.8237990038
cstr_pfr__pfr_P5_0010m__1,0.5586215609,0.0808183631,0.20200720900000002,-0.9690523615000001
cstr_pfr__pfr_P5_0025m__1,0.2859799343,0.1766491992,0.3409843088,-0.8890017387
cstr_pfr__pfr_P3_0025m__1,-0.2651220096,0.1171232749,0.1790822849,-0.4348806556
cstr_pfr__pfr_P1_0025m__1,-0.5264142429,-0.0525519593,0.0786041226,0.0779093356
cstr_pfr__pfr_P5_0045m__1,0.1089681648,0.0464305906,0.2707528012,-0.8943765461000001
cstr_pfr__pfr_P5_0120m__1,-0.1833201617,-0.0035508172,0.2426506366,-1.0993712756
cstr_pfr__pfr_P3_0120m__1,0.18629898920000001,0.1325751483,0.016918085700000002,-0.7128919952
cstr_pfr__pfr_P1_0120m__1,0.5142474196,-0.0545385405,0.4724985122,-0.592242008
cstr_pfr__pfr_P5_0210m__1,-0.47668932210000003,0.2208092204,0.228396327,-1.0087825413
cstr_pfr__pfr_P5_1500m__1,0.9645988006,0.23009174710000002,0.3264057227,-0.7434636102000001
cstr_pfr__pfr_P3_1680m__1,1.008247833,0.24653403980000002,0.1869692714,-0.5294855544
cstr_pfr__pfr_P5_1680m__1,1.0678912191,0.2444664799,0.3519676316,-0.7388776223
cstr_pfr__pfr_P1_1680m__1,0.1689003675,0.1501219225,0.20018654460000002,-0.1215629936
cstr_pfr__str_0005m__2,-0.4011604205,-0.0083523862,-0.0400727353,0.3445432358
cstr_pfr__str_0010m__2,-0.32049389040000004,-0.1143584108,-0.0743724037,0.3842352154
cstr_pfr__str_0025m__2,-0.44863532510000004,0.015829805500000002,-0.0434133707,0.3759733456
cstr_pfr__str_0045m__2,-0.8898062036000001,0.0852713348,0.1319974828,0.1821169289
cstr_pfr__str_0075m__2,-0.4524462535,0.1517050807,0.0650407777,-0.028530346600000003
cstr_pfr__str_0120m__2,0.3827604938,0.17142843630000001,-0.0198414931,-0.1510041053
cstr_pfr__str_0210m__2,0.16557502030000001,0.175692016,-0.0685581681,0.0705032005
cstr_pfr__str_0330m__2,-0.07904640360000001,0.1431174761,-0.0380606463,0.0298840433
cstr_pfr__str_1500m__2,1.1896662052,0.601461017,0.1358309502,0.054226282300000005
cstr_pfr__str_1560m__2,-0.010433082100000001,0.299013205,0.1243012785,0.0863307475
cstr_pfr__str_1680m__2,-0.0289598428,0.14915505240000002,0.08070467120000001,0.0583232642
cstr_pfr__str_ref1__2,0.084237211,-0.030470920500000002,0.0167738892,-0.015718507700000002
cstr_pfr__str_ref2__2,-0.0120204703,0.0614958036,0.0183003485,-0.0459851753
cstr_pfr__str_ref3__2,0.1946060036,0.1409324147,-0.0082501185,-0.1894164077
cstr_pfr__pfr_P5_0005m__2,-0.18811295990000002,0.1507807009,0.0631955564,-0.7282884184
cstr_pfr__pfr_P5_0010m__2,-0.0046198038,0.1400705586,0.14129122700000002,-0.9321809266000001
cstr_pfr__pfr_P5_0025m__2,0.26795916740000003,0.3585704913,0.2144158296,-0.6604621129
cstr_pfr__pfr_P3_0025m__2,-0.8115061237000001,-0.051767756000000005,0.0859244659,-0.3424343258
cstr_pfr__pfr_P1_0025m__2,-0.40008694640000003,0.0032012084000000002,-0.053795074000000005,0.1243208333
cstr_pfr__pfr_P5_0045m__2,-0.0039187968,0.5493553833,0.36916192010000004,-0.8413462124000001
cstr_pfr__pfr_P5_0120m__2,0.2980832365,0.23758121940000002,0.1409218546,-0.9848368024
cstr_pfr__pfr_P3_0120m__2,-0.25007282000000003,0.227338899,0.0596294527,-0.765204579
cstr_pfr__pfr_P1_0120m__2,-0.07518957230000001,0.0923745111,0.053531371300000005,-0.3637861839
cstr_pfr__pfr_P5_0210m__2,3.0284978631,0.9975588955,0.5041451992,-0.8581742405
cstr_pfr__pfr_P5_1500m__2,0.8307092014,0.3118123687,0.3698714053,-0.5974367328
cstr_pfr__pfr_P3_1680m__2,1.1380415146,0.25903360400000003,0.3311231664,-0.6551835012
cstr_pfr__pfr_P5_1680m__2,0.598950828,0.1612211079,0.20232213370000002,-0.43175651140000004
cstr_pfr__pfr_P1_1680m__2,0.30018000640000003,0.17884960760000002,0.1329753138,-0.1337111046
darobactin__daro_30m__1,-1.8509848688,-0.038221413100000004,0.49367208770000004,-0.0941027989
darobactin__daro_30m__2,-1.3962321447,0.2394648761,0.3444689087,0.0469415346
darobactin__solv_1h__1,-1.4823738974,-0.27210752850000003,0.4105669529,-1.2572752575
darobactin__solv_1h__2,-2.1547875131,-0.3644095061,0.1810783498,-1.0757136009
darobactin__daro_1h__1,-2.7613409052,-0.3047770094,0.2890053724,-1.3918288955
darobactin__solv_1h__3,0.3627961581,-0.1916370573,0.5619994260000001,-1.422986448
darobactin__daro_1h__2,-2.3400998585,-0.305791242,-0.1857998675,-1.2957888699
darobactin__daro_1h__3,-1.7052466028,-0.191780852,0.43798703,-1.3753914259
darobactin__daro_30m__3,-1.9616764959,-0.1211060506,0.2999589677,-0.1891367377
darobactin__solv_30m__1,-1.065394864,0.1850843281,0.4127935961,0.0895839408
darobactin__solv_15m__1,0.1570359479,0.15084925230000001,0.1335141106,-0.1046924466
darobactin__solv_15m__2,-0.14631037430000002,-0.0613948687,0.028950476000000003,0.2007840289
darobactin__daro_15m__1,-1.5422774994,-0.2323736961,-0.2761305336,0.0077211162
darobactin__solv_15m__3,-0.0107255736,-0.0894543836,-0.16246458660000002,-0.0960915823
darobactin__daro_15m__2,-0.1573039346,0.3769303096,-0.28408610700000003,-0.14358598320000002
darobactin__daro_15m__3,0.7067044744000001,0.8336119462,0.45624276220000004,-0.0486152872
darobactin__solv_30m__2,-0.8773710627,-0.0141356061,0.0933319377,-0.16916676490000002
darobactin__solv_30m__3,-1.4426804422,-0.2163242064,0.1004950762,0.4319771328
ddp__pNT3_aroP__1,0.09491457910000001,0.6848014864,0.5242790384,0.3718810863
ddp__pNT3_aroP__2,2.8082587889,0.7351517863,0.9668686940000001,-0.129081847
ddp__pNT3_bamC__1,1.7555122057,-0.6913931586000001,-0.08124162780000001,3.7222887304
ddp__pNT3_bamC__2,3.9668686746,-0.9239150308,0.004438536,3.5908897286
ddp__pNT3_cusA__1,3.7005044331,-0.2535899712,0.7823174854,3.6601598396
ddp__pNT3_cusA__2,5.4208662596,-0.3837693991,0.5523174912000001,3.875609307
ddp__pNT3_hemX__1,4.262304596,1.0037843861,0.8406119206,0.4314060999
ddp__pNT3_hemX__2,4.8084489825,1.1528020216,1.1037152316,-0.0551042111
ddp__pNT3_empty__1,-1.3020844738,-0.0142232658,-0.1498909557,0.0745896904
ddp__pNT3_empty__2,1.3020844738,0.0142232658,0.1498909557,-0.0745896904
ddp__pNT3_topA__1,-0.34070435450000003,-0.42819282010000004,-0.185326032,2.9761985322
ddp__pNT3_topA__2,1.0298842613,-0.18727152300000002,0.3390137891,3.0552447574
ddp__pNT3_yicR__1,0.5165443307,-0.0031171009,1.7863834505,0.5280677121
ddp__pNT3_yicR__2,1.4182113255,0.10478416400000001,2.0829291666,0.4307788312
ddp__pNT3_yqjD__1,-0.9899938463000001,-0.06345739930000001,0.7116427967000001,0.141391398
ddp__pNT3_yqjD__2,0.31979030140000003,-0.0129921668,0.9986577734000001,-0.39119015360000003
ecomics__del_gabT__1,-0.1658341176,0.053141665500000004,-0.0061142744,0.0798526205
ecomics__del_gabT__2,0.1658341176,-0.053141665500000004,0.0061142744,-0.0798526205
ecomics__del_putP__1,0.8710344221,0.26347030390000004,-0.018149662400000002,0.2797163097
ecomics__del_putP__2,1.1145935736,-0.1780673434,-0.06053672,1.3646800627
ecomics__del_entF__1,-0.18162448180000001,-0.3409259873,-0.15486668920000002,1.9862175488
ecomics__del_entF__2,0.4737624086,0.2364560421,-0.3122698141,1.369127864
ecomics__del_entF__3,1.2589901949,0.0563792133,-0.2232850717,1.3773654183000001
ecomics__del_cysA__1,-1.3554312511,-0.2924345151,0.1655080324,1.8767446634
ecomics__del_cysA__2,-0.48339183480000003,-0.1454105212,-0.1646334848,2.181460877
