,A,RpoH
SRX5694384,-0.9273674959,-0.2380673439
SRX5694385,10.6610278062,0.5962093252
SRX5694386,-16.0897761615,-0.939243271
SRX5694387,0.9094006213,0.1808673993
SRX5694388,3.4969642626,0.1021343425
SRX5694389,3.1919415043,-0.1719837743
SRX5694390,-1.8653360721,0.2352579081
SRX5694391,-0.6976729933,0.0244928469
SRX5694392,0.1245574296,-0.4996400447
SRX5694393,0.3204289879,-0.2368501923
SRX5694394,-1.6378319306,0.151526555
SRX5694395,0.8104725445000001,0.1253234789
SRX5694396,-4.8926746108,0.9560244045
SRX5694397,2.3590607128,-0.3895271357
SRX5694398,0.9412056689,-0.2041383277
SRX5694399,-3.2987707148,-0.9200546336000001
SRX5694400,1.1544138169,-0.5119804374
SRX5694401,1.3597212436000001,-0.5228986821
SRX5694402,-15.6725639031,-1.0609994327
SRX5694403,2.5705970822,-0.5529756731000001
SRX5694404,0.2079166715,0.3497363482
SRX5694405,-2.5205280928000002,-0.8437150792
SRX5694406,1.8735346758,-0.33071347570000004
SRX5694407,-3.4879639907,-0.6347769227
SRX5694408,2.9768633733,-0.1794951594
SRX5694409,-17.9832138155,-0.3669536698
SRX5694410,2.2214485271,-0.6850036561
SRX5694411,-4.8004973818,1.2069047966
SRX5694412,5.8180702213,-0.592747848
SRX5694413,-1.5906553635,-1.0571952486
SRX5694414,4.5522080659,0.1646731934
SRX5694415,-0.36061468080000003,0.3937033924
SRX5694416,0.4776005123,-0.08440660330000001
SRX5694417,-1.6943952243,-0.6402277771
SRX5694418,-8.4606888413,-0.4618395549
SRX5694419,-6.2760742287,-1.0883807846
SRX5694420,-0.4913256126,-0.1482660424
SRX5694421,-0.0793229274,-0.1337948082
SRX5694422,0.3398648564,-0.8576034063
SRX5694423,-0.2772133344,0.602160804
SRX5694424,1.5154150667000001,0.37692444880000003
SRX5694425,0.0749938555,0.08163204360000001
SRX5694426,1.4455944760000001,1.3357060728
SRX5694427,2.7673386852,0.080656014
SRX5694428,0.4675913192,-0.8577395643
SRX5694429,-8.0809311423,1.7773774537
SRX5694430,2.5566185946,0.16290523810000002
SRX5694431,-0.20650560410000002,-0.1782822957
SRX5694432,-0.1760686626,-0.36480434230000003
SRX5694433,-5.623981014,-1.3759727729
SRX5694434,-1.6195544960000001,-0.070984738
SRX5694435,-12.4810925047,-1.0822134863
SRX5694436,-19.2544439445,0.9391606563
SRX5694437,-0.12962752660000001,-0.5597663869
SRX5694438,-0.2342201941,0.0862158137
SRX5694439,-5.6079009956,-0.3848103433
SRX5694440,-0.5929198537,-0.24656222800000002
SRX5694441,-8.8004260137,0.09701032500000001
SRX5694442,0.9831775726,0.0708556568
SRX5694443,6.2546627301,-0.0137091745
SRX5694444,0.028009262400000002,0.060500280600000005
SRX5694445,-9.3736951976,-0.5034122546
SRX5694446,-1.275181672,0.0655212241
SRX5694447,3.9776017604,-0.21501141640000002
SRX5694448,2.1659976692,0.3755060878
SRX5694449,3.9627261567,0.0456264242
SRX5694450,3.361144543,-0.9736794218
SRX5694451,5.1507499203,0.14740268580000002
SRX5694452,-4.1279612245,0.9953998429
SRX5694453,-1.3195167791,-0.8053867138
SRX5694454,-1.1388136198,-0.2847227683
SRX5694455,-3.8433167017,-0.7044400821
SRX5694456,4.4232592928,0.280142536
SRX5694457,-3.5967555972,0.128236355
SRX5694459,-4.5642518537,0.4387814721
SRX5694460,-15.412815094,-1.7208329604000001
SRX5694461,2.6682722139,-0.30084330070000004
SRX5694462,-4.5971168063,0.0243695256
SRX5694463,3.1672794086,0.0367175477
SRX5694464,2.606842281,-0.45428895350000004
SRX5694465,2.5385002026,0.1913391426
SRX5694466,1.4370456069,-0.33295631410000004
SRX5694467,0.754087344,0.5360761904
SRX5694468,-9.7497072879,0.5422595486
SRX5694469,2.2775040234,0.0750907579
SRX5694470,-1.6413162161,-0.22575703130000002
SRX5694471,4.6310804093,-0.0953740978
SRX5694472,1.8263220035,1.2736372455
SRX5694474,3.2347534783,0.051538418
SRX5694475,7.3343027896,0.3859548591
SRX5694476,0.9839853220000001,0.1431351855
SRX5694477,-13.3069167099,-1.643314503
SRX5694478,0.1587560858,-0.588246163
SRX5694479,-9.4577763553,-1.1296912872
SRX5694480,-4.7901598651,-0.6692492781
SRX5694481,3.736321448,-0.25741529220000003
SRX5694482,0.9333659507000001,-0.6396991449
SRX5694483,4.3137064532,-0.23991494530000002
SRX5694484,2.0823084129,-0.3017282933
SRX5694485,-0.3762086624,0.0734328135
SRX5694486,-0.6595466077000001,-0.4516690062
SRX5694487,3.6105285445,-0.38611281480000004
SRX5694488,0.8374424965,-0.2743340367
SRX5694489,2.7430905487,-0.2126327993
SRX5694491,-7.4716919479,-0.7731532217
SRX5694492,-6.9874185515,-0.51096827
SRX5694493,-7.0954885249,0.8919430308
SRX5694494,-0.6105225443,0.2363196119
SRX5694495,0.3909525124,-0.23786267800000002
SRX5694496,0.5886719252,-0.3050406728
SRX5694497,3.0464194358,0.1345128
SRX5694498,1.6381906157000001,-0.14785174580000002
SRX5694499,5.0103594983,-1.218194425
SRX5694500,2.3616800187,-0.5732333701
SRX5694501,3.3708900921,-0.6892441031000001
SRX5694502,2.5506875274,-1.1151694336
SRX5694503,3.8925187208,-0.9186240759000001
SRX5694504,-0.47252248150000004,-0.4451029206
SRX5694505,-16.6052633337,0.1520429053
SRX5694506,2.894669262,0.041437556300000004
SRX5694507,0.6151958514,-0.3182739587
SRX5694508,-4.3227544247,-0.39820102970000004
SRX5694509,3.9013895496,0.1656189674
SRX5694510,2.2334150153,0.0562947216
SRX5694511,-0.0750633874,0.5786360169
SRX5694512,-8.1498413578,-0.913505615
SRX5694513,-4.9976001382,-0.9438883982
SRX5694514,-14.7288863428,-1.4985052271
SRX5694515,11.1945141556,0.9290496774
SRX5694516,-6.5262478172,-0.5775437707000001
SRX5694517,3.5933387622,0.1865597664
SRX5694518,4.5515556493,0.151857119
SRX5694519,2.2548528565,-0.0447513789
SRX5694520,2.9347983205,-1.006942498
SRX5694521,4.4268807834,-0.8790603429
SRX5694522,-0.7117448574,0.2337440087
SRX5694523,3.5231236212,-0.357635215
SRX5694524,2.9956111376,-0.4761831979
SRX5694525,-0.6495599811,-0.8448347051
SRX5694526,1.4744805115,-0.2845502727
SRX5694527,0.7140199823000001,-0.5353800012000001
SRX5694528,-9.8542166011,-1.3301997096
SRX5694529,-1.5339116216000002,-0.40416290200000005
SRX5694530,3.8840241691,-1.4956306675
SRX5694532,3.0399302289,-0.0895798636
SRX5694533,0.250077838,-0.41758625990000003
SRX5694534,-8.2910221423,1.6389497615000002
SRX5694535,1.9582385205000001,-1.1902212224
SRX5694536,1.6898827214,-0.3250452551
SRX5694537,5.4651072608,0.291174936
SRX5694538,4.1365996454,0.29941592110000004
SRX5694539,0.8038265231,-0.6364138919
SRX5694540,2.0922027355,-0.5738608159
SRX5694541,1.5548412546,-0.40645628300000003
SRX5694543,-5.2456769706,-0.40088765200000004
SRX5694544,-1.8855848272,0.14512070030000002
SRX5694545,-0.2307151479,0.10941949840000001
SRX5694546,1.4526341549000001,0.0100218944
SRX5694547,1.981375616,0.077153814
SRX5694548,1.1637157038,0.3101636346
SRX5694550,-2.405646639,-0.09315899080000001
SRX5694551,1.2285457119,-1.4069151119
SRX5694552,2.4759946699,-0.5848098453
SRX5694553,-0.1267327834,-0.5042304236
SRX5694554,3.423539948,-0.5094442882
SRX5694555,-3.7405550279,-0.4230355631
SRX6072760,-1.3397237997,-0.8126851997000001
SRX6072761,-0.3822914009,-0.24112513770000002
SRX6072762,-0.0068418591,-0.7527999991000001
SRX6072763,1.4652769835,-0.22869133300000002
SRX6072764,-0.3766658328,-0.7959643459
SRX6072765,0.1592077205,-0.2773731075
SRX6376491,-6.1044906622,-0.8750229012
SRX6376492,-16.4222066305,-0.5678988882
SRX6376493,-16.8362184475,-0.2947341953
SRX6376494,-18.465188537,-0.2543599337
SRX6376495,-6.276477528,-0.8308622819
SRX6376496,-4.6201192266,-0.5695352956
SRX2723951,0.5485854137,0.6713347237
SRX2723952,0.528015297,1.0783530115
SRX2723953,2.5323334608,0.9729759478000001
SRX2723954,5.3918847864,1.6348393762
SRX2723955,0.3061635514,0.42633459760000003
SRX2723956,2.0527031055,0.9610395365000001
SRX2723957,2.0724078276,0.3530319474
SRX2723958,0.7577941903000001,0.8184919030000001
SRX2723959,2.1099623387,0.45340785780000004
SRX2723960,0.2503329219,0.071708984
SRX2723961,2.1319804963,0.8913682479
SRX2723962,1.2435233835,0.15670210780000002
SRX2723963,-5.6691709388,-0.369340769
SRX2723964,-4.150107038,-0.1387560148
SRX2723965,0.7332332781,-0.047686365800000005
SRX2723966,2.3528657085,0.0520411576
SRX2723967,0.0007770240000000001,-0.14752143610000001
SRX2723968,-2.3536427325,0.0954802785
SRX6977206,3.2910266499,0.18876774600000001
SRX6977207,2.2591259049,0.0707040668
SRX6977208,-3.298345818,0.15131931340000002
SRX6977209,-4.4384085802,-0.036459234800000004
SRX6977210,-4.0365268931,-0.1331843819
SRX6977211,0.0569083201,0.1926353426
SRX6977212,-0.3951573712,-0.022288631200000002
SRX6977213,0.33824905110000003,-0.17034671140000002
SRX6977214,4.3857946679,0.045063471
SRX1153733,-0.22526716160000002,-0.0531533838
SRX1153734,0.22526716160000002,0.0531533838
SRX1153735,-3.6552109531,0.1530674018
SRX1153736,-1.1704104351,0.0798302088
SRX5204053,3.0797778696,0.083297751
SRX5204054,-0.0875633198,0.5513403268
SRX5204055,3.0883024876,0.4313885887
SRX5204056,3.2049012139,0.49437801880000004
SRX5204057,4.1131267704,0.42869117090000003
SRX5204058,4.1394296654,0.4884672627
SRX5204059,2.6287377627,0.2576044135
SRX5204060,2.6530848369,0.12943198520000002
SRX5204061,3.0668294491,0.2588843196
SRX5204062,3.8803628971,0.025610968
SRX5204063,3.8944855429,0.3143001478
SRX5204064,3.5493968760000003,0.31848092100000003
SRX5204065,6.1997310949,0.6859942836
SRX5204066,6.12738344,0.7911637169
SRX5204067,5.7136184561,0.7315129037
SRX5204068,2.8940908664,-0.1470212235
SRX5204069,2.5344605998,-0.0041120485
SRX5204070,3.4523917366,-0.04419105
SRX5204071,3.3799133829,0.7580865457
SRX5204072,2.8113849661,0.4596520839
SRX5204073,2.751648599,0.6932126304
SRX5204074,1.4301730378,0.1822320778
SRX5204075,2.6733237769000002,0.3375394969
SRX5204076,3.0768120974,0.49097773170000003
SRX5204077,3.3543562002,0.1533617931
SRX5204078,4.109893242,0.11932496490000001
SRX5204079,3.3548138017999998,0.0744610463
SRX5204080,2.7369166463,0.6016307218
SRX5204081,1.7741050725,0.48769608900000005
SRX5204082,2.1575272048,0.2947684278
SRX5204083,6.3072490754,0.8700050094
SRX5204084,5.9309305826,0.6772816085000001
SRX5204085,6.6015865591,0.6180347361
SRX5204086,4.3303153252,0.4473399174
SRX5204087,4.7805545355,0.6456460122000001
SRX5204088,4.7603180605,0.6281532436
SRX5204089,5.4919224722,0.5456573020000001
SRX5204090,5.1614936298,0.31539185540000003
SRX5204091,5.3988765243,0.41181472620000004
SRX5204092,2.1041669525,-0.062377932600000005
SRX5204093,2.4058209092,0.1416260903
SRX5204094,2.8907641586,0.0806878602
SRX5204095,0.2440474547,0.0967965175
SRX5204096,-0.1051328804,-0.1540876304
SRX5204097,-0.1389145743,0.0572911129
SRX683459,0.4619817117,-0.0163248732
SRX683460,-5.1371004296,1.667964784
SRX683461,-0.044384937400000005,-0.1032086076
SRX683462,-4.9861364742,1.4169878226
SRX683463,-0.41759677440000004,0.1195334807
SRX683464,-4.0307923346,1.6693374852
SRX683465,4.012383395,-0.2306439072
SRX683466,-4.8530913584,1.6377074568999999
SRX683467,3.3877946441,-0.1562317102
SRX683468,-6.9408227459,1.3870500061
SRX683469,2.4870463982,-0.054638331000000005
SRX683470,-6.3015335157,1.4084831464
SRX322077,-2.6625309756,0.005863047000000001
SRX322078,-1.7036510429,0.1236416557
SRX322079,-0.9365666960000001,0.0177845568
SRX322080,-2.7077827918,-0.0640100734
SRX322081,0.30872260160000004,0.1447987677
SRX322082,0.22050419640000002,-0.0714594653
SRX322083,0.017135191,-0.042585508700000003
SRX322084,-0.6403386266000001,-0.10478912800000001
SRX322085,0.6232034356,0.1473746367
SRX2708592,4.0449536726,-1.3777973332
SRX2708593,3.0791659806,-1.4773479154
SRX2708594,2.7863370085,-1.0376550699
SRX2708595,1.0088296533,0.0121889444
SRX2708596,-0.9752554038000001,0.024063688200000002
SRX2708597,-0.0335742495,-0.0362526326
SRX2708598,0.3575196013,-0.3227925902
SRX2708600,0.9249714059,0.2015648165
SRX2708601,1.2881877328,0.19025391530000002
SRX2708602,4.6228964577,0.24093521310000002
SRX2708603,2.3482675002,-0.2079714896
SRX3073814,-1.0749243427,-0.15401426170000002
SRX3073815,7.2983486742,-1.6770012759
SRX3073816,6.5718623491,-2.2802184489
SRX3073817,-1.2410640905,-2.022406194
SRX3073818,-3.6378780201,-1.4324881459
SRX3073819,1.5316287583000001,-0.1284417775
SRX3073820,6.3346384964,-2.3206443761
SRX3073821,3.0115323248,-2.9133666436
SRX3073822,-0.7356899846,-2.2885731084
SRX3073823,-1.5598176536000001,-1.9825442354
SRX3073824,1.0749243427,0.15401426170000002
SRX3073825,8.9701818729,-1.56975766
SRX3073826,7.9672669486,-2.2896105654
SRX3073827,-0.9360124467000001,-2.3039807889
SRX3073828,-2.7610265139,-1.756327039
SRX3073829,1.0857722454,-0.0613870909
SRX3073830,5.8622554853,-2.4824356578
SRX3073831,3.0395109116,-2.7915694681
SRX3073832,-1.1516967886,-2.4624678232
SRX3073833,-2.0081620749,-1.8000880869
SRX2391456,0.4258369261,-0.058383942300000005
SRX2391457,-0.9450595810000001,-0.12871399
SRX2391458,-0.2791098583,-0.038215857
SRX2391459,-0.10923464020000001,-0.023647642400000002
SRX2391460,-0.6019360785,-0.0526297764
SRX2391461,-0.2025274285,-0.0846694482
SRX2391462,-0.5065513638,-0.0713800941
SRX2391463,-1.561764133,-0.0220097983
SRX2391464,-1.3716900729,0.057130405200000005
SRX2391465,-0.1836979448,0.1236441667
SRX2391466,-0.1850550003,0.0828659986
SRX2391467,-0.06597620280000001,-0.0197742825
SRX2391468,0.42217310890000004,0.0208300656
SRX2391469,0.0665140054,-0.0221557
SRX2391470,0.47838177,0.5155296776
SRX2391471,-0.4968437767,0.31638013200000004
SRX2391472,-0.0587574329,0.468378913
SRX2391473,-0.07932349720000001,0.2301059982
SRX2391474,-0.2791726986,-0.0053728029
SRX2391475,-0.1783786517,0.49833966
SRX2391476,-0.32004326850000003,0.4171799584
SRX2391477,0.38178454310000004,0.0489384515
SRX2391478,2.3281047697,0.7006868963
SRX2391479,-1.2905307327,0.41307770720000003
SRX2391480,0.7288120289000001,0.6177323955
SRX2391481,0.0808757004,0.40736130610000004
SRX2391482,0.4564898745,0.5924872773000001
SRX2391483,0.0089380521,0.1499828712
SRX2391484,-0.4825495268,-0.2086451409
SRX2391485,-0.8377680631000001,-0.1402149489
SRX2391486,-0.2399918705,-0.1002038142
SRX2391487,-0.7135411504,-0.0647891668
SRX2391488,-0.11748041890000001,-0.0508059277
SRX2391489,-0.0448687465,-0.0897254511
SRX2391490,-0.1354030202,-0.0643048866
SRX2391491,-0.0369998332,-0.0149035495
SRX2391492,-0.7201713401000001,0.0584244804
SRX2391493,0.144899399,0.034938328000000005
SRX2391494,-0.8534692984000001,0.09221849330000001
SRX2391495,0.06597620280000001,0.0197742825
SRX2391496,0.0224779074,-0.059648176000000004
SRX2391497,-0.0889509821,-0.19477361910000002
SRX2391498,-0.800157517,0.4411982706
SRX2391499,-1.0474265128,0.3132681761
SRX2391500,-0.6709834919000001,0.3436478113
SRX2391501,-0.2615235557,-0.0087828998
SRX2391502,-0.28861372750000003,-0.1766708288
SRX2391503,-0.6646692747,0.17924535090000002
SRX2391505,0.018957088100000002,0.39012519100000004
SRX2391506,0.1099377812,0.0454113904
SRX2391507,0.4096817413,-0.0046490247000000005
SRX2391508,-0.8446680919,0.7158102234
SRX2391510,0.4287769388,0.6708412827
SRX2391512,0.5104142838,0.6742533642
SRX2391513,0.17882350230000002,0.3716944468
SRX2391514,-0.1393869634,0.1211421691
SRX5632598,7.5617992943,1.1518671554
SRX5632599,4.9134479698,1.0840219086
SRX5632600,4.2659159735,0.8828671465
SRX5632601,4.112529427,0.6848148285
SRX5632602,8.7435352091,1.5249955168
SRX5632603,6.2322498653,0.9735916133
SRX5632604,8.0507142883,1.3330477617
SRX5632605,8.9791727084,1.5470660205
SRX5632606,7.2479407428,0.9525521489000001
SRX5632607,4.2543485874,0.5485467023
SRX5632608,0.0062385315,0.1792420171
SRX5632609,0.3715930632,-0.1023482852
SRX5632610,1.7906315485,0.8710434434000001
SRX5632611,-0.3778315948,-0.076893732
SRX5632612,1.6254651676,0.8713966586
SRX5632613,1.2527396835,1.1437447845
SRX5632614,1.3866057867000001,0.1411326733
SRX5632615,3.9625541508,0.1471452053
ERX2874132,-7.9222834216999996,-0.6632676537000001
ERX2874133,-6.9805256242,-0.7577552336000001
ERX2874134,-10.9167151442,-0.4956258995
ERX2874135,-11.5664877413,-0.5690055027
ERX2874136,-6.1949640653,-0.3053419201
ERX2874137,-4.9472595206,-0.402027534
ERX2874138,-4.5220069719,0.28668310880000003
ERX2874139,-7.3443238191,0.1367043016
ERX2874140,1.3908166864,0.0313551477
ERX2874141,-1.3908166864,-0.0313551477
ERX2874142,-13.3724690964,0.07159606
ERX2874143,-15.6799459297,-0.020050373
ERX2874144,0.697937213,0.3317104308
ERX2874145,-0.4830396255,0.14989789650000002
ERX2874146,-3.9455531568,-0.0033253308000000003
ERX2874147,-6.2273523495,-0.2070812121
SRX1300292,2.2499019713,0.021382250000000002
SRX1300293,-2.2499019713,-0.021382250000000002
SRX1300299,1.2143570596,0.0621222528
SRX1300300,-0.1728084214,-0.111230806
SRX1300304,-3.8125769759,-0.4188601785
SRX1300305,-0.1783722658,-0.006227551400000001
SRX1300306,-2.8865783518,-0.1307222496
SRX1300310,-6.271245537,-0.3507468936
SRX1300311,-6.0486801598,-0.3084253768
SRX7291195,1.8455372749,-0.0919008297
SRX7291196,2.0533632569,-0.4926689447
SRX7291197,1.8413342296000001,-0.2879982153
SRX7291198,-1.3784807143,-0.2388547972
SRX7291199,2.4167754289,0.043533416400000004
SRX7291200,-1.0382947146000001,0.1953213808
SRX7291201,1.8627559170999999,-0.3276881031
SRX7291202,3.4879493859,-0.2557150595
SRX7291203,2.4411662646,-0.2953879963
SRX7291204,0.47161051740000004,-0.14631855800000002
SRX7291205,-1.7261128718,-0.0124592982
SRX7291206,-1.2464391152,-0.25719798380000003
SRX2436955,-2.7342503289,0.4641802105
SRX2436956,-3.2295991896,-0.3642585728
SRX2436957,-3.2478939965,-0.3265962872
SRX2436958,-3.9557408453000003,-0.3276631474
SRX2436959,-1.9604683485,-0.0972753558
SRX2436960,-0.2766440698,0.1182961627
SRX2436961,-2.8431040758,-0.1389461781
SRX2436962,-3.5008105481,0.4699478623
SRX2436963,-3.1436671236000002,-0.291292799
SRX2436964,-7.5796999569,0.614414429
SRX2436965,-14.3178255618,0.6692749026
SRX2436966,-1.9497047551,0.35234203750000004
SRX2436967,-2.7928741764,-0.19911724390000002
SRX2436969,-3.5962844416,-0.2068442721
SRX2436970,-1.9988905586,0.24599051660000001
SRX2436971,-3.2134808262,-0.1798013484
SRX2437029,-4.0100438305,0.4482815169
SRX2437030,-2.5783431039,0.4619686014
SRX2437031,3.6658565916,0.5552144439
SRX2437032,2.4190196874,0.3133216947
SRX2437033,-0.1881375431,-0.47765543260000004
SRX2437034,-14.452079251,0.4321833331
SRX2437035,-4.4033039475,-0.3593543958
SRX2437036,-4.4627616163,-0.5214160296
SRX2437037,-6.2663545617,0.376674971
SRX2437038,-3.197916874,0.013955432
SRX2437039,1.4583519802,0.46115499120000003
SRX2437040,-4.7188917153,-0.42321291600000005
SRX2437041,-2.6878197295,0.4082864485
SRX2437042,0.019704686000000003,-0.2392540961
SRX2437043,-6.4183363889,0.28278794290000003
SRX2437044,1.3256245115,-0.0173691741
SRX4705203,-0.1030654128,1.2611712989
SRX4705204,2.6408577531,-0.2490217381
SRX4705205,2.7448000474,-0.270691505
SRX4705206,3.7223090564,-0.1548730206
SRX4705207,7.1455795037,0.6826904810000001
SRX4705208,4.7317247810000005,0.9554048464
SRX4705209,4.9919660246,0.5114734327
SRX4705210,2.7172529964,-0.1470693806
SRX4705211,4.2491039358,-0.2308147694
SRX4705212,5.383435335,-0.10774559510000001
SRX4705213,1.3699803788,0.1274806176
SRX4705214,2.0475122076,0.039649275000000005
SRX4705215,-2.0101775999,-0.0749091452
SRX4705216,1.3084149131,0.10618756480000001
SRX4705217,-1.663078309,-0.0376140302
SRX4705218,-1.0526515906,-0.160794282
SRX4705219,5.0005668443,0.6785403064000001
SRX4705220,5.4476200358,0.7958012459
SRX4705221,1.5678569541,-0.43790073760000003
SRX4705222,5.4214388899,0.3528294878
SRX4705223,0.5447971221,0.8683196039000001
SRX4705224,0.6422434465,1.4696870528
