,A,ZraR
ssw__wt_ac__1,1.4074577630038696,0.9168922975
ssw__wt_glc__1,4.014331223627693,-0.44270378549999995
ssw__wt_glyc__1,4.155395695299548,1.9314587185000005
ssw__wt_xyl__1,1.9452882442826,1.1817088035000003
ssw__glc_ale1__1,3.0108467821768405,1.0166816235000002
ssw__glc_ale2__1,0.7177030186476349,0.7404301935000004
ssw__glc_ale3__1,3.2215365171445733,0.7381298925000004
ssw__glyc_ale1__1,3.653340803085557,1.1394452375000004
ssw__glyc_ale2__1,3.5602793641615977,0.8565388855000005
ssw__xyl_ale1__1,3.3744600004950462,1.4756931115
ssw__xyl_ale2__1,2.7691591654888827,1.1125436965
ssw__xyl_ale3__1,2.7273844002135523,1.2447273405000003
ssw__glc_ac_ac2__1,3.697342793403628,0.4030326275
ssw__glc_ac_glc1__1,1.295356993652086,0.7317533585000002
ssw__glc_glyc_glc__1,2.770287074234297,0.16682527250000012
ssw__glc_glyc_glyc__1,3.211924313028309,1.1707111305
ssw__glc_xyl_glc__1,2.2552485059447096,0.21408447450000034
ssw__glc_xyl_xyl__1,1.1558633215869023,-0.0788909284999999
ica__wt_glc__1,-0.5234325909443771,-0.3202986914999997
ica__wt_glc__2,-0.4189129901650305,-0.4213143434999997
ica__wt_glc__3,-0.8445579804106117,-0.014587060499999803
ica__wt_glc__4,-1.1946882455547672,0.01661637150000006
ica__arg_sbt__1,-0.2323028063982984,0.6352271245000001
ica__arg_sbt__2,-0.4852759854904793,0.19306410050000045
ica__cytd_rib__1,-0.3822361120746482,0.6305057135000003
ica__cytd_rib__2,-0.775488670754582,0.6100557085000005
ica__gth__1,0.6488571763281292,0.24963881550000044
ica__gth__2,0.9271416105016118,-0.06667380749999996
ica__leu_glcr__1,-1.1750466295215445,-0.3994991944999997
ica__leu_glcr__2,-1.0548694238784693,-0.3066806584999999
ica__met_glc__1,0.1401468434804082,-1.0129332555
ica__met_glc__2,0.2916268507049209,-0.32442373449999984
ica__no3_anaero__1,3.7128932915524815,0.1926492405000002
ica__no3_anaero__2,4.510215774548584,0.26109134050000016
ica__phe_acgam__1,-0.4285743912500757,-0.2365855364999998
ica__phe_acgam__2,-0.6082007285417931,-0.17372653249999992
ica__thm_gal__1,0.1719610424334643,0.2632169585000006
ica__thm_gal__2,-0.3152003223191685,0.4396307165
ica__tyr_glcn__1,-0.3495467281233814,-0.4708348744999995
ica__tyr_glcn__2,0.1323141833279541,-0.3675969424999996
ica__ura_pyr__1,0.2272520523244218,0.049602807500000345
ica__ura_pyr__2,2.3125303404220805,-0.1983675374999998
ica__wt_glc__5,-0.018055727898988,-0.21942290249999985
ica__wt_glc__6,0.6950758964308869,-0.025531159499999845
ica__bw_delpurR_cytd__1,1.4358892139760604,-0.3827643424999998
ica__bw_delpurR_cytd__2,0.0261493223071018,0.34963269050000045
ica__ade_glc__1,-0.1030485986823839,0.35562897350000044
ica__ade_glc__2,2.6493870310555985,-1.0660956744999996
ytf__wt_glc__1,0.8261932890486345,0.15132779050000034
ytf__wt_glc__2,0.3554552863497216,0.2237101115
ytf__delyafC__1,8.941255851042042,0.8103945145
ytf__delyafC__2,8.848758169662242,1.1185656865000002
ytf__delyeiE__1,6.922929759718311,0.3537389165000002
ytf__delyeiE__2,6.853556102921609,0.02002288150000009
ytf__delyiaJ__1,6.911818904297191,0.4582003865000002
ytf__delyiaJ__2,5.016148497459842,0.5432186615000001
ytf__delyieP__1,3.2018016382987367,0.7095995505000001
ytf__delyieP__2,2.2542581289289805,0.6214403885000004
ytf__wt_ph5__1,0.6304158045374518,-0.10410936250000002
ytf__wt_ph5__2,0.1193229416370957,0.36986825050000016
ytf__wt_ph8__1,0.3020513341003412,0.3926991655000003
ytf__wt_ph8__2,-0.3631224460599264,0.21702126050000012
ytf__delybaO__1,7.199319439022922,0.7532146985000003
ytf__delybaO__2,6.011387087022485,0.9006560695000001
ytf__delybaQ__1,-0.2528947904865437,0.008469796500000015
ytf__delybaQ__2,-0.7523812718335406,-0.039455272499999694
ytf__delybiH__1,0.6632258253424789,0.1368135745000001
ytf__delybiH__2,2.8111039550644814,0.9476855755000004
ytf__delydcI_ph5__1,-0.4653436208019398,0.4224337655000001
ytf__delydcI_ph5__2,-0.4488312254831039,0.21747963750000032
ytf__delydcI_ph8__1,-0.0402188136597401,0.29783382650000023
ytf__delydcI_ph8__2,-0.0325213062746025,-0.4350742994999997
ytf__delyddM__1,3.6450231699836366,0.4309584405000004
ytf__delyddM__2,3.285916773631348,0.25831391250000024
ytf__delyheO__1,7.90786034354065,0.7291162165
ytf__delyheO__2,7.040945892475207,0.7543262795000003
fps__bw_glc__1,0.1829223289926684,-0.0896270324999997
fps__bw_glc__2,0.7279283417317044,-0.4079287684999997
fps__fps_thrA_ale1__1,-0.1537036770036129,0.2806935645000004
fps__fps_thrA_ale1__2,-0.5766421559733171,-0.10189354250000003
fps__fps_thrA_ale2__1,0.0735088731157569,0.12916024050000008
fps__fps_thrA_ale2__2,0.8211518581900528,-0.21922879549999985
fps__fps_serB_ale1__1,-0.4521943713025558,0.06155796449999995
fps__fps_serB_ale1__2,-0.5992881168502414,0.18432613050000013
fps__fps_serB_ale4__1,-0.7771685733172273,0.2903571815000001
fps__fps_serB_ale4__2,-1.2159920733098226,0.03533474750000032
fps__fps_ptsI_ale1__1,-0.8573604218727959,0.2400098605000003
fps__fps_ptsI_ale1__2,-1.405952611030817,0.07048265350000005
fps__fps_ptsI_ale3__1,-0.2271147039060654,-0.1292363274999997
fps__fps_ptsI_ale3__2,-0.2126428478855649,-0.12049756149999967
pal__lyx_ale2_f6__1,-0.5911847054361822,0.9405079815
pal__lyx_ale2__1,-0.9867913873792548,0.7121573205000002
pal__lyx_ale2__2,-0.5050088850828645,1.0013793705000005
pal__lyx_ale4__1,0.3143921854040599,0.14371070350000004
pal__lyx_ale4__2,-1.2473998270865283,0.0909273035
pal__5drib_ale10_f18__1,0.0431875168312087,1.2602464465
pal__5drib_ale10_f18__2,0.8224664861219502,1.5845299005000002
pal__5drib_ale10__1,0.1004450210096703,1.5417686055000002
pal__arab_ale14_f9__1,0.4373814453654269,0.7788927035
pal__arab_ale14_f9__2,0.3661214997301423,0.6571185695000001
pal__arab_ale14__1,0.1564994703450156,0.2297023675000003
pal__arab_ale14__2,-0.1020608307860505,0.4040341425
pal__arab_ale16__1,-0.7535547808021649,1.1018853025000004
pal__arab_ale16__2,1.2896032588877826,1.1718680445
pal__tartr_ale26_f10__1,-0.0184773195775194,1.4337770805
pal__tartr_ale26_f10__2,-1.176480839701425,1.6560886045000005
pal__tartr_ale26__1,-0.7366568331198661,1.2940659075000005
pal__tartr_ale26__2,0.6692158168902812,1.4153519175000002
pal__tartr_ale28_f10__1,-1.991161363997312,0.8638151385000006
pal__tartr_ale28_f10__2,0.8663821414918422,0.6763207795000001
pal__tartr_ale28__1,-0.5095845843217446,0.6542133445
pal__tartr_ale28__2,0.2056167186946877,0.7826152365000003
efeU__delmenFentC_citr__1,-0.7202723459123486,-0.08722826750000001
efeU__delmenFentC_citr__2,-0.5282874322779885,-0.5008924064999998
efeU__delmenFentC__1,-1.2405940030952445,0.3892483265000002
efeU__delmenFentC__2,-1.0513138884250763,0.3763499615000003
efeU__menFentC_ale39__1,0.1830012862328663,0.39839607850000025
efeU__menFentC_ale39__2,0.6457430506459441,0.2325924725000004
efeU__menFentC_ale29__1,0.0416202523545004,0.5350805595000003
efeU__menFentC_ale29__2,0.1432553166329362,0.6444307865000001
efeU__menFentC_ale30__1,0.4056085365348756,0.21976463950000014
efeU__menFentC_ale30__2,-0.1320053342260554,0.026498540500000445
efeU__menFentCubiC_ale36__1,-0.1896071654669198,-0.1138274254999998
efeU__menFentCubiC_ale36__2,0.1484452676217812,0.02175927950000034
efeU__menFentCubiC_ale37__1,0.0318273719811142,0.5846606955000002
efeU__menFentCubiC_ale37__2,-0.0421827372258813,0.1907917085000004
efeU__menFentCubiC_ale38__1,1.6234104135845284,0.7842129975000001
efeU__menFentCubiC_ale38__2,1.269043611846518,0.8447236825000002
misc2__salc_glc__1,3.3254050091520693,0.09916196650000007
misc2__salc_glc__2,2.86516195025387,0.3596215665
misc2__dbcn_glc__1,1.809268539151681,-1.3060457904999998
misc2__dbcn_glc__2,0.2019444956375509,-0.7479352555000001
misc2__tyr_glc__1,-0.8710337901744911,0.4183367555000004
misc2__tyr_glc__2,-0.2454685465932304,0.36207268350000055
misc2__arg_cytd__1,0.7256461700227336,-0.21232999449999967
misc2__arg_cytd__2,0.4667125156357889,-0.2187788824999997
misc2__delyheO_pyr__1,0.988880456048125,0.4887559175000002
misc2__delyheO_pyr__2,1.5603784232848446,0.24419225550000026
misc2__dellon_glc__1,0.8285722223765116,2.5059288765
misc2__dellon_glc__2,1.675411057932113,2.5819079995
nquinone__delubiC__1,0.0396966416283189,-0.12273441849999987
nquinone__delubiC__2,-0.1576537227694666,-0.28881328449999977
nquinone__ubiC_ale1__1,0.8168012832793936,0.23813749750000035
nquinone__ubiC_ale1__2,0.6655869185629155,-0.1499625404999998
nquinone__ubiC_ale2__1,0.3942698940344779,0.5522110675
nquinone__ubiC_ale2__2,0.5805821431046524,0.12449610750000015
nquinone__ubiC_ale3__1,0.482936558793489,-0.11979516649999987
nquinone__ubiC_ale3__2,0.5164589838365002,-0.4224440304999999
nquinone__ubiC_ale4__1,0.5050657056584622,0.010605581500000127
nquinone__ubiC_ale4__2,0.4866594447380849,0.19020684750000028
nquinone__delpdhR__1,-0.5388273270795062,-0.7073524984999999
nquinone__delpdhR__2,-0.3349168923243047,-0.3997929094999999
quinone__glu_ale4__1,-1.611779440656376,-0.3118387394999997
quinone__glu_ale4__2,-0.7422091364334547,0.21075893750000008
quinone__delmenF__1,-0.7472491139164129,0.00998443650000036
quinone__delmenF__2,-0.5620549257449934,0.1132165245000003
quinone__menF_ale5__1,-1.6496962722231303e-05,0.20047483450000006
quinone__menF_ale5__2,0.482993632187717,0.7403356575000002
quinone__menF_ale6__1,0.4765897131493163,0.36149725450000014
quinone__menF_ale6__2,0.4254626604151907,0.19657384949999998
quinone__menF_ale7__1,0.9973834588278958,0.9569780925
quinone__menF_ale7__2,1.0867331813341607,1.0191114205000005
quinone__menF_ale8__1,1.284996754124411,0.6625656165000002
quinone__menF_ale8__2,0.9719802407855338,0.3306103505000002
quinone__delmenFubiC__1,0.1585824416023872,0.5723277715000004
quinone__delmenFubiC__2,0.1301537584900595,0.33695850350000045
quinone__menFubiC_ale1__1,1.8556404111956697,0.8341187295000001
quinone__menFubiC_ale1__2,2.40655586216245,0.8977082175
quinone__menFubiC_ale2__1,1.8239649411405632,0.5102364265000001
quinone__menFubiC_ale2__2,2.6483311114354287,0.6817921155
quinone__menFubiC_ale3__1,-0.5187529320735053,0.0888943095000001
quinone__menFubiC_ale3__2,-0.6824798255130178,-0.12471734949999955
quinone__menFubiC_ale4__1,1.153489171760328,0.6354820335000002
quinone__menFubiC_ale4__2,0.5315333231372231,0.6376515045000001
oxyR__wt_glc__1,-0.4127483166109807,1.4360146434999999
oxyR__wt_glc__2,0.0138874826267445,1.4371827315
oxyR__wt_h2o2__1,0.0972748867541433,1.4759827865000004
oxyR__wt_h2o2__2,-0.0876031587469164,1.5804461364999995
oxyR__glu_ale4__1,-0.0542613224713865,2.1064853575
oxyR__glu_ale4__2,0.5744845634498847,1.8903518835000008
oxyR__glu_ale4_h2o2__1,0.8576511233057614,2.1756912275
oxyR__glu_ale4_h2o2__2,0.6470242109554479,2.0076928305000004
oxyR__oxyR_ale17__1,0.7572116962796082,1.9782175775
oxyR__oxyR_ale17__2,0.5700179528308695,1.9797130105000007
oxyR__oxyR_ale17_h2o2__1,0.3634172636201137,2.0239952285
oxyR__oxyR_ale17_h2o2__2,0.924605559521007,1.6838746495000003
oxyR__oxyR_ale18__1,0.5271156475191248,1.4983279895000003
oxyR__oxyR_ale18__2,0.5698803611353833,1.3431692855
oxyR__oxyR_ale18_h2o2__1,0.7824230926990415,1.8902026805000005
oxyR__oxyR_ale18_h2o2__2,0.6342546760301859,1.8725501125000004
oxyR__oxyR_ale19__1,0.6839768303527974,1.3962840235000002
oxyR__oxyR_ale19__2,1.1490134023998535,1.6219931255000002
oxyR__oxyR_ale19_h2o2__1,-0.038122755502618,1.6430358485000016
oxyR__oxyR_ale19_h2o2__2,0.2376519421875558,1.3776526734999999
oxyR__oxyR_ale20__1,2.4576465770857667,1.7928674925000003
oxyR__oxyR_ale20__2,2.287426050473922,1.8297954575
oxyR__oxyR_ale20_h2o2__1,1.1227834302950128,1.6041786945000005
oxyR__oxyR_ale20_h2o2__2,2.2382292760652214,1.8570822205
svns_pgi__BmePgi24_15__1,-0.1507926492450784,1.6740058645000002
svns_pgi__BmePgi24_15__2,-0.0771137067988476,1.7043059425
svns_pgi__BmePgi24_26__1,0.2403128216898671,1.5647121395000003
svns_pgi__BmePgi24_26__2,0.1634350810671275,1.7896941035
svns_pgi__BmePgi24_41__1,0.6970762560373795,1.8915443165000003
svns_pgi__BmePgi24_41__2,0.0820043017316721,1.5613306975000003
svns_pgi__BmePgi24_52__1,0.5043410948291167,1.5902884585000003
svns_pgi__BmePgi24_52__2,0.0874889136082873,1.652058493500001
svns_pgi__PaePgi2_34__1,0.290657612827538,1.8460814855000005
svns_pgi__PaePgi2_34__2,0.1959618787172461,1.7949832464999995
svns_pgi__PaePgi2_63__1,0.6333123910762507,1.9682001944999998
svns_pgi__PaePgi2_63__2,-0.0211449501822133,1.7706783935000003
svns_pgi__PaePgi24_54__1,0.998494795057337,2.0387415515000002
svns_pgi__PaePgi24_54__2,0.989613579528232,2.0562107425
svns_pgi__PaePgi24_90__1,1.105486890701482,1.8668346845
svns_pgi__PaePgi24_90__2,0.987324730131163,2.1187200835
abx_media__m9_ctrl__1,-0.2447612637102584,0.8019621645000004
abx_media__m9_ctrl__2,0.9217250724794268,0.6774090095000003
abx_media__rpmi_ctrl__1,3.6584091745820166,1.1318773725
abx_media__rpmi_ctrl__2,3.772583915735377,1.4910088155000003
abx_media__camhb_ctrl__1,1.7413580698567412,0.07870969950000006
abx_media__camhb_ctrl__2,2.471151419225505,0.44201431950000014
abx_media__m9_mero__1,1.840987193385536,0.3687657245000002
abx_media__m9_mero__2,1.1326441459213603,0.7135238595000001
abx_media__rpmi_mero__1,2.819267441442109,0.7990291565000001
abx_media__rpmi_mero__2,3.0845443654153377,1.1185537065000002
abx_media__camhb_mero__1,3.234795251705405,-0.1828688425
abx_media__camhb_mero__2,2.620905351080773,0.22984025650000015
abx_media__m9_trisulf__1,0.4220931049930491,0.8615072235000003
abx_media__m9_trisulf__2,0.6694211062955766,0.6651345575000001
abx_media__rpmi_trisulf__1,2.943615689554096,0.5539214035
abx_media__rpmi_trisulf__2,2.6514624964700158,0.9112576005000004
abx_media__camhb_trisulf__1,2.7459023415495256,1.3155958955
abx_media__camhb_trisulf__2,1.58536412482075,1.1165653365000003
abx_media__m9_cef__1,1.0966185113447715,0.7469363585000006
abx_media__m9_cef__2,1.323575826977916,0.5281644015000002
abx_media__rpmi_cef__1,3.081482580316601,1.4931637175000003
abx_media__rpmi_cef__2,3.0015355552224388,1.3339383255
abx_media__camhb_cef__1,1.6368753916761254,0.8177512485000005
abx_media__camhb_cef__2,0.8699899371244759,0.7193563335
abx_media__m9_cipro__1,0.9411952945431892,0.9733516155000004
abx_media__m9_cipro__2,1.026896802057783,0.7284703155000001
abx_media__rpmi_cipro__1,3.0823888305736067,1.5114358485
abx_media__rpmi_cipro__2,3.716787561333161,1.6855531845000002
abx_media__camhb_cipro__1,0.9061249121321752,0.6395705255000004
abx_media__camhb_cipro__2,0.9455919878930064,0.8236882065000001
hot_tale__42c_ale3_30c__1,-0.7776647147917378,-0.9615564044999998
hot_tale__42c_ale3_30c__2,0.5467184690788316,-0.08904003749999978
hot_tale__42c_ale3_37c__1,0.8271899588582271,-0.1903655654999996
hot_tale__42c_ale3_37c__2,-0.1495874031376123,-0.02157556249999981
hot_tale__42c_ale3_44c__1,-0.4177866011234461,1.0956796085000002
hot_tale__42c_ale3_44c__2,-0.6647410121604047,1.3350368325000002
hot_tale__hot_ale3_mid_30c__1,0.3439237663786985,-0.2858271964999997
hot_tale__hot_ale3_mid_30c__2,1.4210484738537903,-0.4883976074999998
hot_tale__hot_ale3_mid_37c__1,-0.2260647503642754,-0.25225349549999976
hot_tale__hot_ale3_mid_37c__2,0.2190160043932861,-0.3954028274999999
hot_tale__hot_ale3_mid_44c__1,-3.483912240295442,2.7385727075
hot_tale__hot_ale3_mid_44c__2,0.4140626290000646,0.5414260945000002
hot_tale__hot_ale3_30c__1,1.0238572274990243,-0.040594023499999736
hot_tale__hot_ale3_30c__2,-0.0714054437256968,-0.2132769284999996
hot_tale__hot_ale3_37c__1,0.0182158748894843,-0.0822806964999998
hot_tale__hot_ale3_37c__2,0.3094566709362086,0.37905952050000025
hot_tale__hot_ale3_44c__1,1.3825170968075655,0.5737010955000001
hot_tale__hot_ale3_44c__2,0.6892645933775795,0.7754023575
hot_tale__hot_ale4_30c__1,0.5470193570974902,-0.9883429425
hot_tale__hot_ale4_30c__2,0.9471206477687918,-0.6165331004999999
hot_tale__hot_ale4_37c__1,-0.0932113075850318,-0.15699784849999965
hot_tale__hot_ale4_37c__2,0.235781186899673,-0.2948079994999997
hot_tale__hot_ale4_44c__1,-0.8573577755856332,0.7673456385000006
hot_tale__hot_ale4_44c__2,-0.0520087867222922,0.6326973485000003
hot_tale__hot_ale8_30c__1,1.6346958967244305,-0.036484944499999734
hot_tale__hot_ale8_30c__2,0.233515604053833,-0.6171105304999998
hot_tale__hot_ale8_37c__1,0.0194667784989448,0.05343866450000023
hot_tale__hot_ale8_37c__2,0.5155832446477034,-0.06977560849999964
hot_tale__hot_ale8_44c__1,-0.1042231561722815,0.9339658955
hot_tale__hot_ale8_44c__2,-0.5033311037108116,1.1120306105000002
hot_tale__hot_ale9_mid_30c__1,-0.6250852182695427,-0.4899542484999999
hot_tale__hot_ale9_mid_30c__2,0.0771357329753149,-0.17555017649999982
hot_tale__hot_ale9_30c__1,0.1421525560624824,-0.9475705885
hot_tale__hot_ale9_30c__2,0.6422641842105435,-0.4516172584999998
hot_tale__hot_ale9_mid_37c__1,-0.3635002628411111,-0.1203266985
hot_tale__hot_ale9_mid_37c__2,-0.2170343738390205,-0.26404054249999964
hot_tale__hot_ale9_37c__1,-0.1848536068441015,-0.28495802150000005
hot_tale__hot_ale9_37c__2,0.0279959968111899,-0.4918608155
hot_tale__hot_ale9_mid_44c__1,-0.7404213075348676,0.7612833255000004
hot_tale__hot_ale9_mid_44c__2,-0.5824520229992558,0.7026910155000001
hot_tale__hot_ale9_44c__1,-0.850622025510751,0.8740687795000001
hot_tale__hot_ale9_44c__2,-0.4959592647738591,1.0802002535000006
