,A,Cbl,CysB
SRX5694379,1.6584608131,-1.7719562682,-1.7211134954
SRX5694380,6.0113132202,1.5294211613000002,-0.37396120310000003
SRX5694381,4.7692565693,1.6961021113,1.4563579745
SRX5694382,4.1940135967,0.1239539771,0.1331344112
SRX5694383,-0.8411766803,-0.6894870017,-0.7439747981
SRX5694384,-0.3752200747,-0.9425046068,0.355487881
SRX5694385,1.6822286864,-1.4559450613,-0.2727169399
SRX5694386,3.9916057574,0.49150337580000003,0.313498056
SRX5694387,-0.319503103,-1.1959890957,-0.0335179569
SRX5694388,3.4336203795999998,-0.48246097800000004,-0.2553793156
SRX5694389,1.8619256918,-0.7971277732000001,-1.1182911977
SRX5694390,0.47142129330000004,-0.3003759084,-0.3777109308
SRX5694391,1.8417628047,1.6490798885,0.5885746629
SRX5694392,0.577480595,-0.45263278,-0.6039758748
SRX5694393,-1.6298304190000001,-0.7997646494,0.3263004036
SRX5694394,0.16211567970000001,-0.0204258773,-0.0631746285
SRX5694395,2.2353044814,0.3159206391,0.3396433238
SRX5694396,3.0029884401,-1.155426645,-1.0674187221
SRX5694397,0.8041021091,-0.9926894105,-0.5919787753
SRX5694398,1.0787094611999999,-0.7259478872,-0.4019106163
SRX5694399,0.7177040226,-0.3828328532,-0.09877907100000001
SRX5694400,0.2544297132,-0.4942947516,-0.9548896814000001
SRX5694401,-0.3753639988,-0.8724693961000001,-0.1088969386
SRX5694402,3.1113449721,0.6720711503,0.4250156237
SRX5694403,-1.0620527474,-0.6036638891,-1.0019284258
SRX5694404,-1.1154975055,-0.4733148098,0.015886521900000002
SRX5694405,2.2398972703,0.4738756052,-0.49090667520000003
SRX5694406,-0.5711188147,-0.5466365487,-0.6110751355
SRX5694407,-0.7213161476000001,-0.8112783328000001,-0.5645200174
SRX5694408,-0.6024925135,-0.7890306519,-0.5614898653
SRX5694409,2.9688157726,-0.26700797800000003,0.734166348
SRX5694410,2.4694629613,-0.23543735640000002,1.5346901707
SRX5694411,1.3409230765,-1.6091181938,-0.3382364861
SRX5694412,0.7484653012,-0.9773568207000001,-1.1691348269
SRX5694413,7.7683659075,1.1174881741,0.44584478860000004
SRX5694414,4.7551582068,1.0800012241,1.5258665423000002
SRX5694415,0.4784354173,0.0720868356,-0.24681711010000001
SRX5694416,-0.2481318035,0.013818005900000001,-0.0256824327
SRX5694417,1.0063366911,-0.2982946978,0.33854818210000004
SRX5694418,0.0346743937,-1.151665927,-0.6370983732000001
SRX5694419,0.4004503421,-1.30429389,-0.6114977356
SRX5694420,-0.7197040261000001,0.09795817,-0.5410998578
SRX5694421,1.2403574549,0.056643954600000004,-0.8850529497
SRX5694422,1.1563313029,-0.3991594718,-0.7208220179
SRX5694423,-0.8801513774,-0.5615743304,-0.7512511667
SRX5694424,2.1890902115,-0.396456164,-0.9811139298
SRX5694425,0.133619878,-0.7453897146,-0.0969980676
SRX5694426,0.0511734291,0.2309355063,-0.3065874301
SRX5694427,0.7844386756,-0.2949658176,-0.26116884430000004
SRX5694428,0.3658269484,-0.0863873445,0.0336716047
SRX5694429,1.8039254307,-1.3178380812000001,-1.0943027239
SRX5694430,0.4573151002,-0.3848226524,-0.1130868497
SRX5694431,4.1248615342,0.4460238734,-0.009836242700000001
SRX5694432,0.0776237075,-0.9352143417000001,-0.6555187719000001
SRX5694433,7.4060208674,1.3069216758,0.8196556917000001
SRX5694434,8.1094491491,0.6148632838,-1.0838742291
SRX5694435,0.6306780938000001,-1.076341794,-0.9980355654
SRX5694436,3.8921524956,-0.9509332295,0.9280609037
SRX5694437,3.3426858559,0.30243699830000004,0.8331836103
SRX5694438,-0.18626078100000001,-0.2228715839,-0.2583710287
SRX5694439,3.1252026062000002,-0.9484251459,-0.9599692625
SRX5694440,-2.0278632307,-0.590417983,0.3624662853
SRX5694441,4.4552673012,0.10982332830000001,0.30206317120000004
SRX5694442,3.5805512879,0.179255771,-0.1680874004
SRX5694443,-0.3202612831,-0.1662599176,-0.3856136643
SRX5694444,-1.191204014,-0.4481817474,-0.6642520362000001
SRX5694445,-0.7349167558,0.6065248633,-0.4761366415
SRX5694446,0.5973902142,-0.7449327731000001,-0.029525075300000002
SRX5694447,1.4840143248,-0.3759054415,-1.1622265794
SRX5694448,0.626163966,-0.26097221260000003,1.1713591411
SRX5694449,-0.075684254,-0.48029091630000004,-0.3050483391
SRX5694450,0.9015371309,-0.42685703140000003,0.073507822
SRX5694451,0.0488567415,-0.1952663487,-0.4990312609
SRX5694452,1.8070883623,-1.2356721605,-1.3863472325
SRX5694453,6.4582075482,1.4127445952,0.8845898667000001
SRX5694454,-0.2484720313,-0.3204753037,0.39374488760000004
SRX5694455,-0.2008379441,-1.528516226,-0.6827985419
SRX5694456,0.7307457846000001,-0.6309603444,-0.20750297250000002
SRX5694457,1.0374199068,-0.23377809100000002,0.3990597967
SRX5694459,-1.0509692414,-0.1949085458,0.3221607636
SRX5694460,2.7821523006,-0.8870556035,-0.2584217915
SRX5694461,-0.2639914642,-0.7262025867,-0.6319391957
SRX5694462,-0.0043402762,-0.9661251898000001,-0.8566400294000001
SRX5694463,0.1071271181,1.5789550491000002,-0.3693616977
SRX5694464,0.0635075774,-0.8013077758,-0.39716516090000004
SRX5694465,-0.1201695592,0.9166898117000001,-1.1305747277
SRX5694466,2.8802375918000003,-0.3965503073,0.0139185952
SRX5694467,-0.6415253521000001,-0.1811265124,-0.2760106483
SRX5694468,4.4962696298000004,-1.084658115,-0.9195280148
SRX5694469,1.0324445911,0.5788186917,-0.0475853914
SRX5694470,0.6240561731000001,0.176211686,0.043133412100000004
SRX5694471,-1.3651180853,-0.8857465679000001,-0.1972095194
SRX5694472,-0.3297235181,-0.4731052757,-0.11720673990000001
SRX5694474,0.26073014,-1.187687167,-1.1165938508
SRX5694475,-0.5756559406,0.7000668971,-0.7744488045
SRX5694476,-0.1201476531,-1.1354913222,0.023057506300000002
SRX5694477,1.7551181502,-1.5910156809,-0.7192602786000001
SRX5694478,1.5989480509,-0.8358807332,-0.6070386587000001
SRX5694479,7.3369261519,1.5614036432,0.1251835966
SRX5694480,4.2890379375,1.1928429585,-0.1481568332
SRX5694481,1.4650748035,-0.38138216220000004,-1.1414715885
SRX5694482,-0.1560456667,-0.8263343104,0.0674274507
SRX5694483,-0.25428341190000003,0.1254586702,-0.5617954888000001
SRX5694484,-1.0559275056,0.0681240954,-0.5066710308
SRX5694485,-0.5420549076,-0.0706592241,0.2463675539
SRX5694486,-0.7695106502,-0.5505023432,0.4436240925
SRX5694487,0.6137781558000001,-0.9565098383,-0.6585668466
SRX5694488,0.6148899762000001,-0.6777963915,-0.48804832530000003
SRX5694489,0.3547733696,-0.9159042086,-0.10813331150000001
SRX5694491,0.5226630583,-1.8553476236000002,-1.067025673
SRX5694492,0.3566375476,-1.5873932231999999,-0.1809023776
SRX5694493,1.5181789237,-0.4858307734,-1.2770552596
SRX5694494,0.0994403209,-0.23450821730000002,-0.6935577146
SRX5694495,-0.5408390397,-0.6438671712,0.4048152954
SRX5694496,-0.9978291492,-0.36008353120000003,0.0028979594
SRX5694497,-0.3670506182,-1.8424977364,-1.4831172856000001
SRX5694498,-0.4743121998,0.3564761631,-0.3471064104
SRX5694499,-1.356558144,-0.7329366094,1.0492209369
SRX5694500,1.5439178292,-0.9394673932000001,-1.3248779418
SRX5694501,-0.10515018870000001,-0.1585360989,-1.105822446
SRX5694502,0.1417738439,-0.5713452819,1.8503397406
SRX5694503,0.5987012192,-0.9464562421,-0.3600800341
SRX5694504,-0.8370219285,-0.6140151391,0.4566213569
SRX5694505,2.3641218727,-0.523088079,0.1362099715
SRX5694506,-0.4256504226,-1.2853276325,1.2625715853
SRX5694507,-0.4028332993,-0.6701023974,-0.0212442932
SRX5694508,1.8213149005,0.4406780812,0.34482037
SRX5694509,0.2302029153,-0.8235851217,-0.702639019
SRX5694510,-0.1982932199,0.388257958,-0.2269101456
SRX5694511,-0.4065750132,-0.3693467226,-0.2620643801
SRX5694512,0.9349557860000001,-2.2253292106,-1.2735737898
SRX5694513,5.7303189524,1.27516175,-0.2764901946
SRX5694514,2.9720804088,-1.0684670055,-0.6441031127
SRX5694515,3.8272871428,-0.8317339004000001,-0.023869502900000002
SRX5694516,3.4910574502,-1.3838751453,-0.8463670390000001
SRX5694517,-1.6284820356,-0.67531588,-0.0982132369
SRX5694518,0.2223302533,0.020153126900000002,-0.6342050514
SRX5694519,1.5411185111,1.5440693747,-0.24080271250000002
SRX5694520,-1.458125758,-1.1277162307,1.4225361504
SRX5694521,0.3661166287,-0.39590288020000003,-0.1583932233
SRX5694522,-0.8119903695,-0.3924719655,-0.2768056445
SRX5694523,-0.2302250858,-0.49282756390000004,-0.8717643855
SRX5694524,0.6908234899,-1.3929668651,-0.5175478086
SRX5694525,0.0245422585,-0.4277369412,0.0192889474
SRX5694526,0.8932098281,-0.3870499718,-1.1561021035
SRX5694527,1.7249777566,-1.5312339144,-1.7559367101
SRX5694528,7.19627421,1.3954792907,0.2005308744
SRX5694529,0.9480186353000001,0.022275099700000002,0.0801631356
SRX5694530,-1.9711262161,0.7016807904,1.1220050939
SRX5694532,-0.6080790649000001,-1.2809262277,-0.8412698405
SRX5694533,1.3432893055,0.0198655669,1.3053961246
SRX5694534,1.9348948669000001,-1.4335201789,-0.8190247363000001
SRX5694535,2.1635871303,0.6573759571000001,1.2822737685
SRX5694536,0.3888535893,-0.8596284399,-0.5067831028
SRX5694537,-0.7088789022,-0.2269865137,-0.3069223514
SRX5694538,-0.1429086042,-0.38755057270000004,-0.013604828900000001
SRX5694539,1.1132608529,-0.9165476176,-0.7189233265
SRX5694540,-1.0862718851,-1.3245515089,-1.1849391992
SRX5694541,1.6232630789,-0.5749919641,-0.45647705590000004
SRX5694543,3.1698215603,-1.3566658579,-1.19683389
SRX5694544,0.3737315158,-1.5932387069,-0.7088174530000001
SRX5694545,0.5792750194,-0.9812354364,-0.5631455142
SRX5694546,-0.547652377,0.0311253875,-1.5432736871000001
SRX5694547,-0.1575572265,0.3796611583,-0.0537323227
SRX5694548,-0.37592436960000003,-0.19002969190000002,-0.0174509794
SRX5694550,7.3309354191,0.7169424003,0.0140519209
SRX5694551,-0.1498881834,-0.24710235190000002,0.8645132145000001
SRX5694552,-0.1651339709,-0.2996319945,-0.5792872758000001
SRX5694553,-0.8295001022,-1.0362409098,0.17316688130000002
SRX5694554,-0.45007947000000004,-0.1169991162,-0.5280813432
SRX5694555,0.3384115509,-0.8636111158,0.0049421306000000005
SRX6072760,-0.0345733942,-1.6139154958000002,-0.8793596005000001
SRX6072761,1.8053631012,-0.5105655146,-1.3044219432
SRX6072762,0.3128217889,-1.3817110638,-0.5471725992
SRX6072763,1.2353553011,-0.2741715605,-0.6068654668
SRX6072764,1.6159184199,-1.5789750519,-1.3645041087
SRX6072765,0.7504022586,-1.068747591,-0.5987026861
SRX6376491,5.8258609969,0.9321927521000001,0.0418053653
SRX6376492,2.9211693004,-1.3201572203,0.035086371000000005
SRX6376493,2.4233267529,-1.3875353160000001,-0.0615724216
SRX6376494,4.8139105385,3.9613167742,0.22558810910000002
SRX6376495,6.7594357936,1.3392371382000001,-0.1740080391
SRX6376496,5.1351123586,0.7601966458,-0.08842459280000001
SRX2723951,-0.3816979723,0.20418561540000002,-0.1691854143
SRX2723952,-0.657905976,0.17652011650000002,0.055853412000000005
SRX2723953,-0.2506703167,-0.1565292685,-0.7252408232
SRX2723954,-1.0161975692,0.3956418527,0.7573335417
SRX2723955,-0.1310393052,-0.044970994800000004,-0.2872618678
SRX2723956,-0.40881233450000004,0.4503674829,0.6063203431
SRX2723957,0.1056428209,-0.17263245030000002,0.06721075900000001
SRX2723958,0.3499900298,-1.019773324,-0.7644116255000001
SRX2723959,-0.39761765930000004,0.3698872392,0.005016142800000001
SRX2723960,-0.40840143910000004,-0.7807605757,0.0538511777
SRX2723961,-1.2683863692,0.208938392,0.6874065451
SRX2723962,-0.9328070644,-0.2051807388,0.039024713100000004
SRX2723963,0.2664600636,0.1834121762,-0.2808660536
SRX2723964,-0.7122672432,0.08324642830000001,-0.2728891564
SRX2723965,-0.7668306898,0.17392903780000002,0.1561691312
SRX2723966,0.0695038322,-0.6031476459,-0.035767858300000004
SRX2723967,0.0134205398,0.2528836185,-0.0944042647
SRX2723968,-0.08292437200000001,0.3502640274,0.1301721229
SRX6977206,1.0040723579,1.127334268,-0.6974507129
SRX6977207,1.3087630098,0.9491109640000001,-0.5448459528
SRX6977208,2.0452696552,1.0225272446,0.483113985
SRX6977209,2.5593465979000003,1.096343564,0.5752903942
SRX6977210,2.0599210145,0.8799550460000001,0.4974868888
SRX6977211,-0.1403348896,0.1962310565,-0.1081448735
SRX6977212,0.047101336300000005,-0.21900820110000002,0.1976450043
SRX6977213,0.09323355330000001,0.0227771447,-0.08950013080000001
SRX6977214,2.6148023169,1.082135997,-0.9199484726
SRX1153733,0.4405135449,0.1393528655,0.1349477861
SRX1153734,-0.4405135449,-0.1393528655,-0.1349477861
SRX1153735,1.6853042733999999,0.0702729066,0.2593908607
SRX1153736,-2.0522201113,0.0416417279,0.3105430212
SRX5204053,-1.3770288388,0.3049908382,-0.37439962730000004
SRX5204054,-2.1027431654,-0.9480062269,-0.17985610870000002
SRX5204055,-1.4436279009000001,-0.0289239332,-0.2993054966
SRX5204056,-0.7150393532,-0.09049260490000001,-0.0878795546
SRX5204057,-0.7139564706,-0.0329677485,-0.051991943900000004
SRX5204058,-0.2198926264,-0.3120515814,-0.2289963398
SRX5204059,-0.3150128337,-0.4782270112,0.22373496410000002
SRX5204060,-0.7501871116000001,-0.3569082053,0.0389299031
SRX5204061,-1.1587733572,-0.6262815365000001,0.061983239200000005
SRX5204062,-1.1111315246,-0.34447750600000004,-0.028699389800000003
SRX5204063,-1.1550694759,-0.3130508778,-0.0611103615
SRX5204064,-0.5648586954,-0.27483787930000003,-0.0936369839
SRX5204065,-1.6302732198,-0.6172218484,-0.2665482601
SRX5204066,-1.4089963597000001,-0.3439124287,-0.3305328495
SRX5204067,-0.5813217001000001,0.0758733981,-0.1797816267
SRX5204068,-0.7781933955,-0.15364239400000002,0.1954326734
SRX5204069,-0.4020249064,-0.0102307714,-0.022245799700000003
SRX5204070,-0.7533239292,-0.1864352286,-0.0388553288
SRX5204071,-0.1819384395,0.3717534986,-0.0367185866
SRX5204072,-0.67095716,-0.0015995640000000002,-0.131318068
SRX5204073,-0.2422641264,0.2604699465,0.0354398653
SRX5204074,0.4134801796,-0.15012657710000002,-0.2673935935
SRX5204075,-0.0360700456,0.0518548613,-0.09829001150000001
SRX5204076,-0.5756466454,-0.34535563150000004,-0.25668612150000003
SRX5204077,-0.4864121026,-0.12323243240000001,-0.1146778553
SRX5204078,0.4708564678,-0.2503622034,-0.081003367
SRX5204079,-0.6174432375000001,-0.09511658440000001,-0.1035230437
SRX5204080,1.546984909,-0.1775361424,-0.0868573316
SRX5204081,2.1048258137,-0.459830377,-0.1279902743
SRX5204082,2.4208827863,-0.5640601123,-0.24316052230000001
SRX5204083,-1.7803765435,-0.9053766516,-0.430819924
SRX5204084,-1.3720636126999999,-0.4616497216,-0.3665920485
SRX5204085,-2.6239187273,-1.0026107688,-0.6012988451
SRX5204086,0.24622500220000001,-0.1990298878,-0.4042936789
SRX5204087,-1.5476007153,-0.5729649882,-0.2508612445
SRX5204088,-0.5954354903,-0.2292678195,-0.4444021011
SRX5204089,-0.6539815637,-0.3849605131,-0.059985501100000005
SRX5204090,-1.2886726191,-0.2172752829,-0.1600011203
SRX5204091,-0.8798889081,-0.34974839690000004,-0.21501123600000002
SRX5204092,-1.2053180217000001,-0.0612141347,-0.030480646900000002
SRX5204093,-1.2566552310999999,-0.37473002600000005,-0.2284696914
SRX5204094,-1.2896270203,-0.43943811390000004,-0.22106321810000001
SRX5204095,-0.7466949724,-0.0461422689,-0.050277185700000004
SRX5204096,-0.113750392,0.26593955350000004,0.10198052070000001
SRX5204097,0.8604453644000001,-0.2197972846,-0.051703335
SRX683459,-0.1067587276,0.1702702847,-0.030886260500000002
SRX683460,-0.6391841399,-1.842459624,-0.4795010803
SRX683461,0.8236351446,0.0893033002,-0.08020432970000001
SRX683462,1.4322196283,-2.0745461821,-0.5837883921
SRX683463,-0.7168764169,-0.25957358480000003,0.1110905903
SRX683464,-0.7733284844,-2.091894651,-0.4434052122
SRX683465,0.5206125725,0.6725803435000001,-0.0779613344
SRX683466,0.5001736085,-3.2757104195,-0.35158931920000003
SRX683467,1.6591758703,0.3951779019,0.1954471864
SRX683468,0.6811559307,-2.5225279091,-0.561959242
SRX683469,-0.3178416998,0.2481599894,-0.2658213667
SRX683470,1.4957219856,-2.0840973142,-0.4786503033
SRX322077,-1.1509391254,-0.7556159327,-0.9955711946
SRX322078,-0.4700986552,-0.3613190418,-0.3635731642
SRX322079,-0.7981578241,-0.9006007227,-0.2162976655
SRX322080,-0.3422025155,-0.1771284027,0.1058680072
SRX322081,-0.4782071076,0.6353816343,0.34766888490000003
SRX322082,-0.44567672010000003,0.0438374365,0.5043771586
SRX322083,-0.5832018082,-0.17746829420000002,0.2774193754
SRX322084,1.4550371264,0.5864646571000001,-0.25879975920000003
SRX322085,-0.8718353182,-0.4089963629,-0.0186196161
SRX2708592,-6.7891314952,-1.4968292866000001,0.2066704758
SRX2708593,-5.383054188,-1.0885172908,0.07304112460000001
SRX2708594,-5.7218072799,-1.0925897356,-0.1054631178
SRX2708595,-2.9120576783,-0.9788303270000001,-0.3817944373
SRX2708596,2.7545902679000003,0.40192835520000003,0.1118404563
SRX2708597,0.15746741050000002,0.5769019718,0.2699539811
SRX2708598,-1.197610941,-0.16042262070000002,0.6663562514
SRX2708600,0.018718643400000002,0.847295978,0.727018881
SRX2708601,-1.6247309405,-0.102850468,0.2365501133
SRX2708602,-5.2328518015,-2.0172147812,-1.2054007024
SRX2708603,-2.7263121729,-0.0070767191,0.08395674510000001
SRX3073814,0.3487687922,-0.10017421300000001,-0.0469176471
SRX3073815,2.0530990481,-0.7329907501,-1.2026708921
SRX3073816,5.2385616668,-1.3148917837,-2.0011835108
SRX3073817,6.3036219829,-0.46529482660000004,-2.5334094248
SRX3073818,6.2163527843,1.9110279964,-2.7721825045
SRX3073819,-0.7661992736000001,0.18020491,0.0115036379
SRX3073820,2.0483348119,-0.1422599434,-1.4539886115
SRX3073821,4.627643602,-0.7636822826,-2.4652839194
SRX3073822,5.0314268437,-0.9257421892000001,-3.047729897
SRX3073823,4.1820804272,0.9199751954000001,-2.9377837799
SRX3073824,-0.3487687922,0.10017421300000001,0.0469176471
SRX3073825,1.9864400906,-0.3630270016,-1.3125782502
SRX3073826,5.0963814578,-0.42832972880000003,-1.9496283621
SRX3073827,6.3595777131,-0.7966696481000001,-2.8698291746
SRX3073828,4.897678312,1.8629767797,-2.5336376619000003
SRX3073829,0.2236569199,0.23362522930000001,-0.0343962768
SRX3073830,2.8227768802,-0.4071997409,-1.9534702896
SRX3073831,4.8581636217,-0.8500754831,-2.1307778059
SRX3073832,5.3372611286,0.1227704404,-2.9994795754
