,A,Nac,TorR,Crp
misc__bw_delfabr__1,0.6571776890165718,-0.9718758310000002,-0.2702025829999997,0.1944652930000004
misc__bw_delfabr__2,0.9242608172616592,-0.7947751559999999,-0.18620989699999946,0.13385438500000113
misc__bw_delfadr__1,-0.1220603127149483,-1.680478966,-0.3918915969999999,0.325118883
misc__bw_delfadr__2,-0.7042211163105181,-1.264995389,-0.4011762249999995,0.3434663330000003
misc__nitr_031__1,-2.41154632732371,6.552016787,0.09266111699999956,0.2155988630000003
omics__wt_glu__1,-0.3824440841370969,-0.8991021470000002,0.1941465830000002,0.3481259330000004
omics__wt_glu__2,-0.4928879389213412,-0.7923307610000001,0.5722076380000001,0.31989882300000083
omics__wt_gly__1,0.0553326168305998,2.5423363780000003,0.4802152130000002,0.3121818130000005
omics__wt_gly__2,-0.04837992356422,2.498725851,0.1497513650000002,0.3489800729999999
omics__wt_thr__1,3.858114118011106,1.3115100649999991,0.5072884000000002,0.8835606830000007
omics__wt_thr__2,3.988715884953412,1.5566133540000004,0.548469323,1.127551423
omics__bw_ac__1,9.55311972032132,-2.000452962,0.4780232610000006,0.4643589929999994
omics__bw_ac__2,9.427022160664682,-1.525135401,0.4576830309999993,0.4618822229999999
omics__bw_fum__1,5.993988883607469,-1.824287104,0.387877821,0.446647853
omics__bw_fum__2,5.797885018154609,-1.9698050319999998,0.4162141930000001,0.4952586530000005
omics__bw_glc__1,-1.3472860652384284,-0.5067959450000004,0.3207781299999999,0.31995135300000044
omics__bw_glc__2,-1.302662445776522,-0.4377561990000007,0.4711030400000009,0.3609335930000004
omics__bw_pyr__1,4.182753517963174,-1.7601444369999997,0.6309103000000009,0.8061810030000007
omics__bw_pyr__2,3.754695205593308,-1.31210616,0.7364923870000002,0.7644674929999997
ompr__wt_nacl__1,-1.619962445439188,-1.4928138299999998,-0.6239519719999995,-0.6865814769999989
ompr__wt_nacl__2,-1.196418486203287,-1.181235928,-0.392252321,-0.620927
ompr__bw_delompr_nacl__1,-1.1848298165986215,-1.5956915830000002,-0.4493648099999996,-1.0462482019999992
ompr__bw_delompr_nacl__2,-1.8687246252020824,-1.5304097740000002,-0.739442736,-1.071490686999999
minspan__wt_ade__1,-0.0191626236351377,-0.956261935,-0.3378604750000003,-0.09169608400000052
minspan__wt_glc__2,0.0300157923661892,-1.083873052,-0.4491576549999996,-0.17147671399999884
minspan__wt_glc__3,0.3010199644712917,-0.9017149630000004,-0.317614506,-0.2165117989999992
minspan__wt_glc__4,-0.1493103960268424,-1.2417775470000003,-0.2991728809999996,-0.23779414300000035
minspan__wt_glc_anaero__1,0.6354647952979053,-2.095165457,-0.052645026999999615,0.09730802400000016
minspan__wt_glc_anaero__2,2.109024346837325,-1.911124331,-0.6918447059999995,0.0007891440000005191
minspan__wt_trp__1,10.617043416118907,-0.084408861,-0.37478719099999935,0.379309933
minspan__bw_delcra_glc__2,1.0803718382190102,-0.3597729110000003,0.0404598630000006,0.2077464830000011
minspan__bw_delcra_trp__1,7.104938852680243,0.575442271,-0.6757856520000001,0.245706203000001
minspan__bw_delmntr__1,3.6931754430529873,0.048987218999999804,0.20830851799999994,0.3950805430000006
minspan__bw_delnac_ade__1,-0.5908694959058622,-4.725505623,-0.7008140659999995,0.005806081999999435
minspan__bw_delnac_glc__1,0.0535516074390902,-4.430515828,-0.31563476999999995,0.19238992300000035
cra_crp__wt_ac__1,9.796730136293975,-1.6374726750000002,0.5242232480000002,0.7848307329999997
cra_crp__wt_ac__2,10.09241725882796,-1.3526600930000001,0.2362038490000007,0.774460393
cra_crp__wt_fru__1,5.851189122535424,-1.3747324399999998,0.11203222600000018,0.3134937529999995
cra_crp__wt_fru__2,6.14417917428405,-1.1746008210000003,0.3068790760000004,0.3732440629999996
cra_crp__delcra_ac__1,6.284703261762352,-1.6384419959999998,0.2759226850000003,0.20535391299999967
cra_crp__delcra_ac__2,6.735148030406175,-1.96445885,0.17844640599999995,0.15922527300000056
cra_crp__delcra_fru__1,-2.419120339243751,-0.9699533260000002,-0.07995867200000006,0.12650519299999985
cra_crp__delcra_fru__2,-1.912277615009005,-1.0780827420000003,0.094006641,0.1631474930000003
cra_crp__delcra_glc__1,-1.3180520580961326,-1.0685590109999998,-0.29150950199999937,0.046791002000000866
cra_crp__delcra_glc__2,-1.8826756510562368,-1.005362379,0.02376438100000033,-0.014761103999999747
rpoB__wt_031__1,8.831147433334934,4.863024771999999,0.10528329900000076,0.271760703
rpoB__wt_044__1,2.2067068316599823,5.019825410999999,-0.20972950999999984,0.2048586730000004
rpoB__wt_lb__1,12.663388565192578,-2.23039253,-0.2591616370000001,0.2472729529999995
rpoB__wt_lb__2,13.01746615035794,-2.187601614,-0.20930100100000004,0.2041545229999997
rpoB__rpoBE546V_031__1,6.945453276812229,6.050529496999999,0.014089229000000538,0.4571714629999999
rpoB__rpoBE546V_044__1,6.158191982568696,5.9914303470000005,-0.12758879499999942,0.37625628299999997
rpoB__rpoBE546V_lb__1,15.588588991672284,-2.644579213,0.20329556300000015,0.1174804819999995
rpoB__rpoBE546V_lb__2,14.534916005247451,-2.5774129400000003,-0.24463588400000005,0.1254229630000001
rpoB__rpoBE546V_glc__1,0.4294679936780698,-0.017047329999999583,0.265840474,-0.004082425000000001
rpoB__rpoBE672K_glc__1,0.1084999105207997,-0.1628037710000001,-0.878994917,-0.6662891799999997
rpoB__rpoBE672K_glc__2,0.1464347551708589,-0.06283523400000046,-0.3558035109999995,-0.5708984560000001
rpoB__rpoBE672K_lb__1,9.033763294141416,-4.273104867,-0.2692954039999993,-0.2288451829999989
rpoB__rpoBE672K_lb__2,8.300269268631427,-3.294696074,-0.18105563899999927,-0.18410035800000024
crp__wt_fru__1,7.113448283003746,-1.419126774,-0.3175158680000001,-0.13483747499999946
crp__wt_glyc__1,7.789361866725502,-2.3313759419999998,-0.08573147500000022,-0.06971342199999953
crp__wt_glyc__2,8.062503514675884,-1.835190648,-0.33945730700000004,0.000271048000000107
crp__delar1_glyc__1,-2.7647032303058565,-1.111878346,0.07912502300000046,0.7684826630000003
crp__delar1_glyc__2,-2.8073208179899023,-0.8678945680000001,0.13529689000000025,0.9809746629999996
crp__delar1ar2_glyc__1,-1.8108098600283693,-2.018645712,-0.23515569499999955,0.2916550830000002
crp__delar1ar2_glyc__2,-1.9454218454275949,-2.08533772,0.001877509999999916,0.2567226429999998
crp__delar1ar2_glyc__3,-1.2966772991939652,-2.057777957,-0.047890274999999434,0.37124749300000026
crp__delar2_glyc__1,14.540509380652406,-1.25134123,0.24956847500000026,1.4298253029999994
crp__delar2_glyc__2,15.103454935368456,-1.502031525,0.2445568370000002,1.3004454830000007
crp__delar2_glyc__3,14.532080165649802,-1.4152992760000005,-0.050547896999999516,1.2369035230000005
crp__delcrp_fru__1,-2.7066595187709748,-1.214525928,0.1564732950000005,-9.852476477
crp__delcrp_fru__2,-1.9132976666406976,-1.7707292640000003,0.08501209100000029,-9.107951936000001
crp__delcrp_fru__3,-2.000039903753894,-1.398485756,-0.3246425029999997,-9.852476477
crp__delcrp_glc__1,-2.5092848346074685,-1.7701991730000002,-0.1120437989999994,-9.025871704
crp__delcrp_glc__2,-2.300892368737345,-1.94036139,-0.1585208730000005,-9.566616581
crp__delcrp_glc__3,-3.3434969624597057,-1.5314177950000003,0.0647699269999995,-9.852476477
crp__delcrp_glyc__1,-2.228726738607946,-1.899223153,-0.1647290839999993,-9.852476477
crp__delcrp_glyc__2,-1.893125283524756,-2.037462752,-0.03619222000000022,-9.852476477
crp__delcrp_glyc__3,-2.7125032376490994,-2.379560199,0.06904627699999999,-9.852476477
glu__glu_ale3__1,-1.3392333548879047,-2.00322572,0.0876023410000002,1.4385551630000002
glu__glu_ale4__1,-1.7720608392579078,-2.776772561,-0.19638238300000044,0.1237046330000009
glu__glu_ale5__1,1.879703901417432,-1.8220111419999998,-0.2509309369999997,0.23737495299999975
glu__glu_ale6__1,-1.1317272197386887,-1.691231525,-0.6965968870000001,-0.2669721739999993
glu__glu_ale8__1,-2.724690883413996,-2.1928749350000003,0.2331024810000004,1.5517659029999995
glu__glu_ale9__1,-1.810423959447312,-2.229247024,0.16784045400000025,0.736260553000001
glu__glu_ale10__1,-1.7834969646501728,-1.7786922680000001,-0.15144999999999964,1.2484999630000004
42c__wt_42c__1,-0.639309132147148,-1.627217185,0.1785267380000004,-0.02289376299999901
42c__42c_ale1__1,3.993628482450977,-1.9661183010000003,-0.5558722809999983,0.578078713
42c__42c_ale2__1,0.227365993867027,-2.434200137,0.3641211790000005,-0.001157444000000396
42c__42c_ale3__1,-0.9285162130406116,-1.388438963,0.5276297800000007,-0.16365086199999898
42c__42c_ale4__1,-1.0632410400411028,-1.4455377319999998,0.6949269129999998,0.18829674300000046
42c__42c_ale5__1,-1.2852159234825502,-2.218732645,0.2564304860000002,-0.2550904079999992
42c__42c_ale6__1,-1.0774539054790897,-2.336357608,0.23486025199999985,0.5847098129999999
42c__42c_ale8__1,-1.9377328268940608,-1.972562557,0.7144332769999986,0.898060053
42c__42c_ale9__1,0.3692587757699989,-1.634243945,0.199440697,0.2344509129999999
42c__42c_ale10__1,-0.907899897757541,-1.891036626,0.4057560799999997,0.5824345429999997
ssw__wt_ac__1,9.032822268754526,-1.611062371,0.09164483099999997,0.155824183
ssw__wt_glc__1,-2.1748628324533845,-1.4404867760000002,-0.4807832320000003,0.08995910700000033
ssw__wt_glyc__1,5.907906235807635,-0.8652279559999999,-0.3695134470000001,0.2646295629999997
ssw__wt_xyl__1,0.3144805800055333,-1.020020557,-0.5250838670000002,0.6151089029999994
ssw__glc_ale1__1,5.253529681849779,-1.550488041,0.2591969810000005,0.31199771300000023
ssw__glc_ale2__1,-1.2830685365499932,-1.301002387,-0.04398448999999971,0.5353218630000001
ssw__glc_ale3__1,-1.723159812581409,-0.15318652499999974,-0.8879595759999983,0.4454840030000007
ssw__glyc_ale1__1,1.650289959800992,-1.61000612,0.3423321330000002,0.2988789030000003
ssw__glyc_ale2__1,-1.1187234457812347,-0.21536180699999985,-0.5112506159999999,0.3021156230000006
ssw__xyl_ale1__1,1.6045225644207886,-1.057384247,0.3210626200000002,-0.2147884219999998
ssw__xyl_ale2__1,3.815808295328684,-1.3706280790000005,-0.3449501640000001,0.026451148999999674
ssw__xyl_ale3__1,0.0198215544231978,-0.4241108349999996,0.286758163,-0.3138359289999997
ssw__glc_ac_ac2__1,-1.552771124017385,0.03647866599999983,-1.0436467379999996,0.5069351229999999
ssw__glc_ac_glc1__1,-0.8133675322680882,-1.197447021,0.056753967999999766,-0.42053636400000016
ssw__glc_glyc_glc__1,-1.0676752949328072,-1.447102569,-0.18882862300000006,0.565682133000001
ssw__glc_glyc_glyc__1,2.144963922904145,-2.3477333259999997,-0.13928943500000024,0.3070424930000009
ssw__glc_xyl_glc__1,0.0056840151083658,-2.0891365420000003,0.2688067399999996,0.029020071999999782
ssw__glc_xyl_xyl__1,3.280399716737738,-2.203921866,-0.5418564359999998,-0.2438474470000003
ica__wt_glc__1,1.6294924617467774,-0.9555554380000002,-0.34783099700000003,-0.02120516499999958
ica__wt_glc__2,0.9675725836290264,-0.8959232159999999,-0.2918654209999998,-0.013075077999999962
ica__wt_glc__3,0.5301448069197627,-2.363106781,-0.006752561999999962,0.0930502690000008
ica__wt_glc__4,0.2178717551704848,-2.299437015,0.21137295300000056,0.399858493
ica__arg_sbt__1,4.118294840562722,-2.018927597,-0.12526104400000015,0.17296083299999945
ica__arg_sbt__2,4.960064987642348,-2.280914596,-0.1549727799999996,0.4931735029999995
ica__cytd_rib__1,6.801444232502592,-1.7286624330000002,-0.11111730299999943,0.5032386530000004
ica__cytd_rib__2,6.630682230009555,-1.395007403,-0.1617046369999997,0.4864851229999996
ica__gth__1,-2.8699710426844014,-1.4200168030000002,-0.36472292099999937,-0.3447319570000005
ica__gth__2,-2.401831291704976,-1.5130612710000002,-0.5395609099999996,-0.5509396859999995
ica__leu_glcr__1,-0.9183610112133808,-2.194850953,0.16835854699999953,1.0260792930000004
ica__leu_glcr__2,-0.7707511177055487,-2.5542239319999998,-0.2450967989999997,0.964590953
ica__met_glc__1,0.7697544816910691,-1.7982902260000002,-0.2741675919999995,-0.0020434050000002198
ica__met_glc__2,1.053109653509996,-1.820060655,-0.6480026809999995,-0.06998528999999998
ica__no3_anaero__1,-1.5028113890071104,-1.06351416,-0.1498033009999995,0.16601552300000044
ica__no3_anaero__2,-1.9522180713629265,-1.054864589,-0.01245325599999969,0.1659366630000001
ica__phe_acgam__1,2.040523338777392,-2.4621680759999998,-0.27604466599999977,0.08710832000000046
ica__phe_acgam__2,2.1692318853181334,-2.1913860780000003,-0.21370092,0.07371453200000032
ica__thm_gal__1,6.7285992174594496,-1.912876777,0.0452531150000004,0.41909228299999945
ica__thm_gal__2,6.231923025770513,-2.233467799,-0.00554764299999988,0.4125785030000007
ica__tyr_glcn__1,0.9953387053406996,-2.585959623,-0.3154813750000001,0.211699823
ica__tyr_glcn__2,0.7172437263860988,-2.44707641,-0.1910629049999999,0.2492893929999997
ica__ura_pyr__1,3.4603786806444794,-2.070522785,0.14833475100000015,0.8236668229999999
ica__ura_pyr__2,4.914490723175768,-2.1226938740000003,-0.0067392680000004646,1.104333543000001
ica__wt_glc__5,-0.3469148109259339,-2.2576210519999997,0.04920572600000028,0.3105034530000008
ica__wt_glc__6,-0.2721269973451694,-2.2476970620000003,0.11249578700000028,0.3376528430000008
ica__bw_delpurR_cytd__1,-0.5217368628403932,-2.312968621,-0.0898268179999997,-0.14178576699999998
ica__bw_delpurR_cytd__2,-0.6945875531194315,-2.6943289310000003,0.265304306,0.2554834630000009
ica__ade_glc__1,-0.8268868822577843,-2.346077737,0.28379215500000043,0.27079068299999953
ica__ade_glc__2,-0.6197593357374973,-2.023073819,0.007889077999999827,-0.10748262699999957
ytf__wt_glc__1,-1.71697995608754,0.16950489999999974,-0.07344297700000002,0.34000217300000024
ytf__wt_glc__2,-0.1355644916978569,0.13060047000000008,0.2480040969999999,0.487174103000001
ytf__delyafC__1,1.5774106368589758,1.6565648190000006,0.14598277900000056,0.518280163
ytf__delyafC__2,1.2821333649275846,1.0616932170000002,0.218627959,0.558626223000001
ytf__delyeiE__1,0.5222029800190896,1.0297754120000002,0.1821714519999995,0.4528218430000006
ytf__delyeiE__2,-1.1804507159611135,-0.9418051950000002,0.07481191400000052,0.3693801830000005
ytf__delyiaJ__1,-0.6335506750095903,0.008804778000000013,-0.01985111699999997,0.4900788630000008
ytf__delyiaJ__2,-1.4860581144251117,-0.1974883759999999,0.31797186400000044,0.4743345229999996
ytf__delyieP__1,0.1162617737236595,0.14221416899999986,0.3739867720000003,0.8306116230000011
ytf__delyieP__2,-0.8429447079386919,0.3016108050000001,0.2260226300000001,0.7498248230000009
ytf__wt_ph5__1,-2.1022992457149656,0.33163179900000017,0.2682733740000005,0.3985759630000008
ytf__wt_ph5__2,-1.665399143588462,0.35297229900000016,0.0858695040000006,0.4747397030000009
ytf__wt_ph8__1,-0.3248200625036062,-1.5446660019999998,0.1497671519999999,0.2756429229999995
ytf__wt_ph8__2,-0.6155121902082309,-1.806470039,0.34529163200000035,0.2681548629999995
ytf__delybaO__1,2.722207015630732,0.9057456469999998,0.15362186300000058,0.5823761830000009
ytf__delybaO__2,3.4103097276607346,0.9039755830000002,0.190088469,0.6367440230000003
ytf__delybaQ__1,-0.649448370777018,-0.7358852470000001,0.17025874900000024,0.3329404930000006
ytf__delybaQ__2,-0.4749614430263112,-0.84652233,0.4099865830000001,0.3236855130000009
ytf__delybiH__1,-1.2866422073731256,-0.15739248400000072,0.10896396700000023,0.6363319829999998
ytf__delybiH__2,-0.2903189186623872,-0.1459878219999995,0.5125106720000003,0.5546718429999995
ytf__delydcI_ph5__1,-1.953550726965936,1.081453561,0.16770272300000055,0.36809995299999976
ytf__delydcI_ph5__2,-1.663188557891424,1.0222210570000003,0.1781788690000008,0.4226014830000011
ytf__delydcI_ph8__1,-0.9169682167985898,-2.070954701,0.14427837900000018,0.3631957630000002
ytf__delydcI_ph8__2,0.1745723574359574,-2.07481487,0.0767206060000003,0.3071113430000008
ytf__delyddM__1,-2.3259369608415774,-1.219589188,0.1698320569999998,0.8218948030000011
ytf__delyddM__2,-2.6250841707807573,-1.4136933110000005,0.14627601499999976,0.8320546029999996
ytf__delyheO__1,0.7565813129832388,0.32833632500000043,0.1331683219999995,0.5961686430000004
ytf__delyheO__2,0.9134354083406168,0.15588773899999975,0.205439814,0.6336565129999999
fps__bw_glc__1,0.5875463553849861,-1.3582333869999998,-0.22235811200000025,0.23073483299999964
fps__bw_glc__2,0.5830823272161176,-0.978424822,-0.04719912499999968,0.16040873300000058
fps__fps_thrA_ale1__1,-1.0626226253867976,-1.6834281299999998,-0.22888620599999945,0.3327312029999998
fps__fps_thrA_ale1__2,-0.659904006904748,-1.0520701900000002,-0.31160899699999955,0.3516250830000001
fps__fps_thrA_ale2__1,-0.7648236486145493,-2.162587055,-0.019453750999999464,0.22966762300000101
fps__fps_thrA_ale2__2,-1.00550064241199,-1.695667234,-0.06833900999999988,0.28896753300000105
fps__fps_serB_ale1__1,-0.7899503499762325,-2.020706613,-0.1439339549999996,0.2630278130000008
fps__fps_serB_ale1__2,-0.4419972429932011,-1.6340128210000002,-0.09964843599999984,0.3896577630000007
fps__fps_serB_ale4__1,-2.002756576585007,-1.5732601229999998,-0.04278656799999947,0.20591431300000096
fps__fps_serB_ale4__2,-2.526418117127483,-1.229323861,0.1423185810000005,0.3602136930000004
fps__fps_ptsI_ale1__1,7.076249967228721,-1.786929587,-0.2870354879999999,0.045779202000000296
fps__fps_ptsI_ale1__2,7.517667402957461,-1.7341974419999997,0.015147999999999941,0.14486478300000094
fps__fps_ptsI_ale3__1,7.670970150491206,-1.982608663,-0.00671252099999986,0.2525903130000007
fps__fps_ptsI_ale3__2,7.105369287600902,-2.023838102,-0.2541027419999997,0.22323634299999995
pal__lyx_ale2_f6__1,7.157996828313457,-1.492832946,0.00935165799999993,0.3334221829999997
pal__lyx_ale2__1,7.690981084299666,-1.883665835,0.032598216000000235,0.2649081029999998
pal__lyx_ale2__2,7.973133460164384,-1.806268681,0.0218217910000007,0.3071416530000004
pal__lyx_ale4__1,8.723492477717638,-2.0565742719999998,-0.14791869300000027,-0.057655872999999865
pal__lyx_ale4__2,8.398415209756747,-2.019620365,-0.16251594999999952,-0.07060586499999921
pal__5drib_ale10_f18__1,12.47390675764209,-0.4537855010000005,0.3692896330000002,-0.06913953699999986
pal__5drib_ale10_f18__2,11.877307873408022,-0.6361437580000002,0.6184066569999995,-0.022394786999999642
pal__5drib_ale10__1,10.923494309059214,-0.4114969249999998,0.3469249430000003,0.4018362730000007
pal__arab_ale14_f9__1,1.7339002115521496,-1.4949090440000001,0.12248666899999973,0.24554710299999985
pal__arab_ale14_f9__2,1.2707372490685749,-1.354573366,0.10369401900000064,0.4127220729999994
pal__arab_ale14__1,4.941639946393207,-1.627068555,-0.29646159599999944,0.3767839330000005
pal__arab_ale14__2,5.07863220886079,-2.1324341970000003,-0.23988494999999954,0.3756092130000006
pal__arab_ale16__1,6.2775759848874015,0.2433712720000001,0.4843270790000016,0.02985453700000029
pal__arab_ale16__2,6.429096976570462,-0.2657485099999999,0.4816553390000005,0.10976642500000013
pal__tartr_ale26_f10__1,8.104926628502769,-0.908682335,-0.23771982999999966,0.3119472930000011
pal__tartr_ale26_f10__2,8.031754748371808,-1.356490184,0.08669588800000039,0.19927317299999991
pal__tartr_ale26__1,7.822777891378951,-1.9084213780000001,0.02875360300000018,0.3850793330000002
pal__tartr_ale26__2,6.92641097631433,-1.5716821469999998,0.30486517599999985,0.334463263
pal__tartr_ale28_f10__1,6.649178305295483,-1.4233943030000002,-0.12060224499999972,-0.003712276999999986
pal__tartr_ale28_f10__2,5.563987112688381,-0.980608439,0.1799267880000004,-0.0986905509999989
pal__tartr_ale28__1,6.713343495683504,-1.4071498,0.3771333840000004,0.27296854300000106
pal__tartr_ale28__2,5.77341846140895,-1.8942561330000005,0.3427265880000005,0.2684948929999997
efeU__delmenFentC_citr__1,0.139330019255033,-0.1457844469999996,-0.2042316139999993,0.4221979430000005
efeU__delmenFentC_citr__2,-0.6301539234827407,-0.22694596400000044,-0.3208263859999993,0.5677252629999998
efeU__delmenFentC__1,-3.1129803335995345,-1.820377016,0.2044678960000006,0.6961985229999996
efeU__delmenFentC__2,-2.725273739245207,-1.42185722,0.3344333950000005,0.7362106530000005
efeU__menFentC_ale39__1,-0.1338717566063844,-0.991280421,-0.2537097299999997,0.5420487930000011
efeU__menFentC_ale39__2,-0.0913251050946268,-1.0488215090000002,-0.2475762859999993,0.5730386230000004
efeU__menFentC_ale29__1,-1.55996375179406,-1.572485066,-0.3525207290000001,0.9115027730000004
efeU__menFentC_ale29__2,-1.9803036828152931,-1.4279266780000002,-0.1513632729999994,0.9432762930000004
efeU__menFentC_ale30__1,-0.1725665039854065,-1.325788372,0.002938937000000585,0.10668520800000003
efeU__menFentC_ale30__2,-0.2103128447069766,-1.911597016,0.07060539699999957,0.06397155600000026
efeU__menFentCubiC_ale36__1,-2.344314540955049,-1.6222008199999998,0.278452959,0.8218575829999999
efeU__menFentCubiC_ale36__2,-1.914890872487435,-1.7660818690000002,0.09548871100000067,0.6481697730000011
efeU__menFentCubiC_ale37__1,-2.55298752839038,-1.285758096,0.4201478119999997,0.8430776529999999
efeU__menFentCubiC_ale37__2,-2.612497212432542,-1.232647401,0.2937702670000002,0.8884085729999995
efeU__menFentCubiC_ale38__1,-3.17267601848536,-1.4777465480000005,0.2574760700000001,0.3484389429999997
efeU__menFentCubiC_ale38__2,-2.185336544634932,-1.5138569850000003,0.0569669140000002,0.30990829299999945
misc2__salc_glc__1,-1.7530753640892789,-0.4997185890000004,0.5377311279999999,-0.03094168600000025
misc2__salc_glc__2,-1.5038047695389076,-1.4869887040000005,0.5881677080000003,-0.041858421999998896
misc2__dbcn_glc__1,0.1941034730661677,-2.770332727,-0.7075028029999997,-0.41418928399999894
misc2__dbcn_glc__2,0.121790194409079,-3.247913347,-0.4746515650000003,-0.32218037899999885
misc2__tyr_glc__1,-1.3865620353457435,-2.201766166,0.26041732799999995,0.4823384130000008
misc2__tyr_glc__2,-0.3675775707083941,-1.8508287560000003,0.22833787900000055,0.5197261330000007
misc2__arg_cytd__1,-0.5344934958819499,-2.7406723139999998,0.1158391710000002,0.10509646700000096
misc2__arg_cytd__2,-0.994384068247091,-1.973612932,0.009511168000000405,0.09710128400000073
misc2__delyheO_pyr__1,3.70353438827612,-1.396271108,0.2991865320000002,1.0004127829999998
misc2__delyheO_pyr__2,2.909864840348316,-1.4403978830000002,0.1791709500000005,1.0134814930000005
misc2__dellon_glc__1,-2.038667972537721,-1.3296871959999998,0.5450225340000001,0.4872481129999997
misc2__dellon_glc__2,-1.62267229726503,-1.054080899,0.5437473669999999,0.2154419530000009
nquinone__delubiC__1,-1.55797895107906,-2.444293789,0.21761300500000047,0.4464799330000009
