,A,MarA,MarR,Fis,Crp,Rob,AcrR,Cra,SoxS,CpxR
evo_metab__zwf_ale1__3,-0.0592670028,0.0254918652,0.0214407816,0.680223743,0.30292598800000003,-0.6228993684,0.2568018653,0.27027891930000003,0.6559070632,-0.4065506169
evo_metab__zwf_ale2__3,1.8243553894,0.6310021688,0.7429286663,0.8789431159000001,-0.5695966895,0.010453015900000001,0.6766335198,1.101532198,0.2344070977,-0.532395069
evo_metab__del_ppk__3,1.8892366579000002,0.44776403140000004,0.4034599853,0.9800089392,-0.5088220601,0.4094421032,0.4978781651,0.7309354211,-0.1172803942,-0.2328720968
evo_metab__ppk_ale1__3,1.7710106402,0.7239083508,0.6858541967,1.6211682894,-0.5568547845,0.4561253679,0.7840453318,0.7472775657,0.08127685650000001,-0.40044192710000004
evo_metab__ppk_ale2__3,1.4209839529,0.6761182436000001,0.4492628601,0.4227996136,-0.1075832786,0.1597433174,0.8730260404,0.8744017874000001,0.3046698561,-0.4818347753
evo_metab__ppk_ale3__3,0.6851246419,0.2699567871,0.1229407731,0.6111533806,-0.2548516616,0.4809485034,0.6188362854,0.745558492,-0.2163361714,-0.2546157579
evo_metab__del_dapF__3,0.0140811917,-0.20976724870000002,0.028318032200000003,-0.6977877481,-0.5224634022,-0.7020582740000001,0.3494506409,-0.047413801000000005,2.7434756226,-0.6566580883
evo_metab__dapF_ale1__3,1.1357527712,0.14957170320000002,0.0867796589,-0.6402862152000001,-0.6997337682,-0.7367765533,0.4369186875,-0.1801907724,4.393790183,-0.7421686731
evo_metab__dapF_ale3__3,1.1468075552,0.2851745435,0.41468052310000003,-0.058366774,-0.164303206,-0.8118714086000001,0.5816586063,0.1621832389,2.8375640516000002,-0.6787338459000001
evo_metab__del_entC__3,2.9260852595999998,0.766403481,0.4065557642,0.4816537571,-0.2838038458,-0.38888662970000004,0.17500418410000002,0.0343100946,0.3290416758,-0.37284269740000003
evo_metab__entC_ale1__3,1.5653655694,-0.0478694621,-0.0241710745,0.3647950216,-0.14120318680000002,0.2878830711,0.1556809756,0.3322543509,-0.3252164755,-0.42366776580000004
evo_metab__entC_ale2__3,0.3100546545,-0.1437382727,-0.0051452863,1.2040757313000001,-0.2275315786,0.1019517949,0.3856110051,0.8075245937000001,-0.9689201371,-0.6914863225
evo_metab__entC_ale3__2,0.6406682686,0.2104738259,0.3243406038,1.1202764922,-0.1971165942,0.0096929777,0.3197419067,0.8193045941,-0.6468867151000001,-0.7230838301
evo_metab__del_dgk__3,3.5994960069,1.0327974358,0.995830073,1.0180106172,-0.7030767083,0.171744917,0.4086230122,0.7120229640000001,-0.7571344069,-0.4130373771
evo_metab__dgk_ale1__3,1.0305080085,0.0167722501,0.318106414,1.2066855321,-0.3391076354,0.2033306947,0.5578414885,0.8730704559,-0.7880518144,-0.509219433
evo_metab__dgk_ale2__3,1.3381209533,0.1009055326,0.20131420090000002,0.6882293386,-0.8919006833,0.19828494330000002,0.48604324320000003,1.301894215,-0.5311689970000001,-0.8974718884
evo_metab__dgk_ale3__3,2.7921855513000002,1.2036076372,0.9960974956,0.13935533020000002,-0.8480468999,-0.0137575076,0.6466160413,0.42012269210000003,-0.0786313003,-0.4257217213
flag_reg__wt__1,0.4749624663,0.0329553635,0.06653737800000001,0.0730248436,-0.0552460372,-0.0965837697,0.0654801411,-0.1895340584,0.0274499799,0.020335840600000002
flag_reg__del_fliA__1,-1.3435740718,-0.36510788180000003,-0.39750234230000003,0.0643501076,0.2379487723,-0.21700877940000002,0.0003351747,0.153080733,-0.028457880100000003,-0.0184909293
flag_reg__del_flhC__1,-1.7064231883,-0.37369500980000003,-0.5546810672,1.0720314628,0.1666261772,-0.2775488734,0.1440268036,0.3677356986,-0.10729446720000001,-0.0492823468
flag_reg__del_flhD__1,-1.14552618,0.0133699953,-0.398624505,0.9546770033,0.3038599931,-0.1371354982,0.2600597977,0.20934616350000002,0.5318922715000001,-0.0604251336
flag_reg__wt__2,-0.4749624663,-0.0329553635,-0.06653737800000001,-0.0730248436,0.0552460372,0.0965837697,-0.0654801411,0.1895340584,-0.0274499799,-0.020335840600000002
flag_reg__del_fliA__2,-1.7231080156,-0.2817965739,-0.5612211184,0.2858839488,0.2803346536,-0.0993492478,0.11750447400000001,0.2349933388,-0.1256386401,0.0838556715
flag_reg__del_flhC__2,-0.3059906101,-0.2411526642,0.3662389549,-0.3191639852,-0.038816530200000005,-0.1121778957,0.1100863852,-0.30974919160000003,-0.2178036404,0.046098688900000004
flag_reg__del_flhD__2,-1.3909579678,-0.3857753861,-0.31948669100000004,0.7770957466,0.21736006800000002,-0.24049882500000003,0.11219523440000001,0.3322552634,-0.5366816416,-0.1668641971
flgM__27C__1,-1.687974465,-0.3131141868,-0.1917975526,0.6023896792,0.02870798,-0.20349650060000002,-1.1440399605,-0.9568080187,0.16719091290000002,0.1545497002
flgM__27C__2,-0.31201109860000004,-0.15587125000000002,-0.1610803345,0.9399468184,0.0422419746,-0.40578576920000003,-0.7588315365,-0.9676118753,-0.1729357963,0.0553338096
flgM__27C__3,-0.28154985120000003,-0.1738726939,-0.1978837773,0.9580009028,-0.0473495293,-0.4270340716,-1.2279890592,-1.0099299057,-0.2081320112,0.0788436764
flgM__32C__1,-0.0082180065,-0.1895460388,0.024801836900000002,0.5457587479,-0.1275263066,-0.1181471146,-0.7918750640000001,-0.4600895052,0.4324103133,0.0694455252
flgM__32C__2,-0.4728793129,-0.114537155,0.2800998227,0.5130037107000001,-0.1188682696,-0.08377990760000001,-0.2670302436,-0.46340290570000003,0.5378152136000001,0.1154743923
flgM__32C__3,-0.5976741926,-0.21813250110000001,0.3076759821,0.6993471295,-0.0775782685,-0.0529427274,-0.3821522136,-0.5932001555,0.7727120887000001,0.0859990135
flgM__37C__1,0.0104967566,0.0425266583,0.033184235,0.019990185,-0.0172228206,-0.0265198378,-0.0135278427,-0.0431349533,0.109002103,-0.0711654266
flgM__37C__2,0.1869331143,0.1065455919,0.1332011092,0.013572340300000001,-0.0153227698,-0.0189421423,0.0017118761,0.0100351717,0.049806562000000006,-0.016146395
flgM__37C__3,-0.1974298709,-0.1490722502,-0.16638534430000002,-0.0335625254,0.032545590400000005,0.0454619801,0.0118159666,0.0330997816,-0.15880866500000002,0.0873118216
flgM__42C__1,-0.6441768887,-0.3167293097,-0.3249254283,0.0142478612,0.1223491476,-0.1044553807,0.2944303157,0.7607520602000001,-0.0485789029,0.4685359932
flgM__42C__2,-0.9972050879000001,-0.2853150199,-0.3509760221,-0.2213432794,0.1974911759,-0.0312498919,0.4722303973,0.848878765,0.3745972415,0.6167929325
flgM__42C__3,0.9881109495,0.6758723753,0.7775667517,-0.5866124358,0.2034264775,0.2220030083,0.6877173786,0.5210592231,1.0382092302,0.5296781177000001
histone__untreated__1,0.2367112288,0.0383504774,-5.3504e-05,0.0883832858,-0.060392566700000004,0.1097622281,0.21665835560000002,-0.216800287,0.07283209880000001,-0.1105050858
histone__untreated__2,-0.8356271820000001,-0.160530994,0.1788440373,-0.222208977,0.0044704471,-0.1105663442,-0.37858706410000004,0.2673721395,-0.4454513264,0.2694673586
histone__untreated__3,0.5989159533,0.12218051660000001,-0.1787905333,0.1338256911,0.0559221196,0.0008041161,0.1619287084,-0.0505718525,0.3726192276,-0.1589622728
histone__10ug_H2A__1,0.7743640385,-0.0456992799,-0.5877984377000001,0.2707169634,-0.0294229657,-0.1223861001,0.21969288210000001,-0.1657855262,0.3358417336,-0.2038576902
histone__10ug_H2A__2,0.0121331274,0.0615079669,0.2507604043,-0.0203041477,-0.10860318570000001,-0.1098039294,0.04907649,0.0558414491,0.1013125477,-0.028602246100000003
histone__10ug_H2A__3,0.3322405693,-0.22063221870000002,-0.5139870924000001,0.2616089287,-0.1133642725,-0.0355702393,0.367403445,-0.149255529,0.3392036566,-0.2031477816
histone__50ug_H2A__1,1.2591509134,0.1281631456,0.0218464866,0.401276157,0.029688543100000003,0.0418987611,0.7040049185,-0.3121806988,0.44158364650000004,-0.2184015159
histone__50ug_H2A__2,1.2558381535,0.2043443623,-0.4035679037,0.5326771554,0.0276315887,0.09379492240000001,0.8848524711,-0.2982454419,0.5956551901,-0.1585762655
histone__50ug_H2A__3,1.4466788445,0.1395918186,-0.28430987280000003,0.3627152817,-0.0099621376,0.0431147006,0.8401602894,-0.2805224475,0.2740625711,-0.3233503708
histone__100ug_H2A__1,1.1745902813,0.273836628,-0.0966635814,0.2758458686,0.0895954796,0.1276685401,1.0064128455,-0.1825965015,0.5259592475,-0.023002259100000002
histone__100ug_H2A__2,1.109758492,0.20502309940000002,-0.1793699669,0.3746823043,0.10367688060000001,0.0961079974,0.8605472167,-0.1968644844,0.6466698901,-0.116712119
histone__100ug_H2A__3,0.9718754089,0.0128624815,-0.2453748588,0.22114017330000002,0.0034602426000000003,0.149577392,1.043430239,-0.13727567940000002,0.3838550162,-0.1368007856
hns__del_hns_spike__1,-1.6378718154,-0.0020929907,0.2371220325,0.0544761327,0.2075117463,0.8267680006,0.0613129054,0.11390770330000001,-0.5207096843,-0.2702563025
hns__del_hns_spike__2,-0.10948027240000001,0.7161408296,0.024890379100000002,-0.2892167136,0.009730694,0.5168924043,0.3966042146,0.1873961184,-0.4571458277,0.3272404
hns__del_hns__1,-1.7805418929,0.3771866801,0.4151076715,0.0579722669,0.2850669433,0.7542304950000001,0.0862747373,0.0168979536,-0.13870783750000001,-0.3281931207
hns__del_hns__2,-0.8228262759,-0.0186322698,-0.5911332089,-0.4665531661,0.1631970502,0.6271906736,0.048520785100000005,0.45957792270000003,-0.3379056861,-0.043753475
hns__wt_spike__1,-0.2482294223,0.8545960577,0.7525838472,0.44239441760000003,0.1392690724,0.5291299804,0.2700125758,-0.5553368521000001,-0.30987139,-0.6003882434000001
hns__wt_spike__2,-1.4914304529,-0.49681307360000004,-1.2462008346,-1.3861222248,0.5908241112,0.0020523354,-0.1348271445,1.5354335179,0.6875255569000001,0.7022607658000001
hns__wt__1,-1.1716347553,0.1769212632,0.5120726515,-0.0160536305,0.1104686965,0.4768012716,0.0933233244,-0.3400196666,-0.44808718740000003,-0.2739927064
hns__wt__2,1.1716347553,-0.1769212632,-0.5120726515,0.0160536305,-0.1104686965,-0.4768012716,-0.0933233244,0.3400196666,0.44808718740000003,0.2739927064
hns_stpA__evo100G4_delhns_delstpA__1,-0.8930784577,-0.9873962032,-0.9082900681,0.4686909125,-1.5681109031,-0.9963013304,-1.5842953186000002,-0.965519541,-0.1741845105,-0.5673553801
hns_stpA__evo100G4_delhns_delstpA__2,-0.4243886368,-0.7625468904,-0.5960927466,0.1449711787,-1.7787209304,-0.9645361518000001,-1.3652770126,-1.1416494558,-0.3694665992,-0.6060110909
hns_stpA__evo100G12_delhns_delstpA__1,0.9199713247,-0.2055362816,-0.10111383510000001,1.3782961321,-2.3286332422,-1.7217044859000001,-1.1212852388,-0.8614623277000001,-0.3079501395,-0.5661964137000001
hns_stpA__evo100G12_delhns_delstpA__2,1.098291021,-0.2670303261,-0.7768375318,1.4721652701,-2.0720734261000002,-1.7421292374,-1.1205660925,-1.1799050635000001,-0.6437105952000001,-0.6157655464
hns_stpA__delhns_delstpA_delrpoS__1,0.6032308274,-1.000223886,-0.3940080326,-0.058826803100000005,-2.2153905101,-1.5790061009,-1.5202116076999999,-0.8568152088000001,0.7632339032000001,-1.4712032196
hns_stpA__delhns_delstpA_delrpoS__2,1.2842284501,-0.223875485,-0.41400229980000003,2.003139303,-2.5455493469,-1.9907956444,-1.1560489048,-1.2488999172,0.6067171919000001,-1.2549382491
hns_stpA__wt__1,-0.5063701414,0.1291904387,0.0601252192,0.2868207166,0.0910120247,0.37482024210000003,-0.08606768570000001,0.3037840317,0.5403308130000001,0.2750056623
hns_stpA__wt__2,0.5063701414,-0.1291904387,-0.0601252192,-0.2868207166,-0.0910120247,-0.37482024210000003,0.08606768570000001,-0.3037840317,-0.5403308130000001,-0.2750056623
hns_stpA__delhns_delstpA__1,2.3614442683,0.023040064500000002,-0.5746061123,1.3011462374,-2.4304813555,-2.4419351521,-1.0645502961,-2.9306335603,-1.5623480451,-1.3111142374
hns_stpA__delhns_delstpA__2,1.938545599,0.1151885539,-0.4158459806,1.5140560712,-2.283345836,-2.1028178985,-1.089726751,-2.4810304921,-1.4340698205,-0.9998972656
hu__wt_log_pH7__1,4.7295843125,-0.3362334571,0.18109072010000002,0.9224140444000001,-2.5610024343999997,-0.35502558710000004,-0.6399218503,-1.1343475535,1.3920727178,-0.7302739534
hu__wt_log_pH7__2,4.319303996,0.5349959858000001,0.9898969253000001,1.2645704017,-1.7192127447,-0.3221773536,-0.3107558011,-0.745303582,1.618009977,-0.0082724754
hu__wt_log_pH7__3,4.3281727455,0.0943185825,0.4849913094,0.6514656069,-2.5656982779,-0.3486851385,-0.7264364054,-0.8684320375000001,1.9566343063,-0.6704213957
hu__wt_lag_pH7__1,-0.6168592011,-0.2906011096,-0.06846744340000001,0.2599690871,0.2181867704,-0.1689487077,-0.0787962829,-0.1286148301,-0.5044405596,-0.0668475587
hu__wt_lag_pH7__2,-0.4621002234,-0.3413025719,0.0648388151,-0.0199836324,-0.051637196,-0.3507560912,0.281686371,-0.8133276643,-0.40486629960000003,-0.2642575455
hu__wt_lag_pH7__3,1.0789594245,0.6319036814,0.0036286283,-0.23998545470000002,-0.1665495744,0.5197047989,-0.2028900882,0.9419424944,0.9093068592,0.3311051042
hu__delhupA_lag_pH7__1,-0.8866771465000001,-0.19862743360000001,-0.0460180082,0.1187457385,0.5013664708,0.0227047077,-0.2034239737,0.2687126539,-1.2094731877,0.3120586175
hu__delhupA_lag_pH7__2,1.1963263976,0.132950552,0.5046654417,0.9327793190000001,-0.0310669673,-0.5777707614,0.4615845837,-0.7678659126,-0.5712637942000001,0.2092973025
hu__delhupA_lag_pH7__3,1.3089418586,0.7975373068,-0.21448547410000002,-0.2498376408,-0.0959832862,0.4079176117,-0.3715193504,0.6197851686,0.5007027516,0.5062252284000001
hu__delhupB_lag_pH7__1,0.0379791742,0.09492099770000001,-0.12052161280000001,0.7348410063,0.1827632689,-0.1178391646,0.0180636393,-0.7257333649000001,-0.5869844275,0.027854673400000002
hu__delhupB_lag_pH7__2,-0.0655670591,-0.0310742874,0.1955428018,0.5334120243,-0.0362566025,-0.2952490055,0.2860633823,-0.9063900389,-0.6325160238,-0.040923303800000005
hu__delhupB_lag_pH7__3,1.4604138355,0.9075389058000001,-0.2416503284,-0.7344683120000001,-0.13451388420000002,0.2969883336,-0.41775691740000004,0.5474014037,0.5723355410000001,0.516745506
hu__delhupAhupB_lag_pH7__1,-0.4349244594,-0.4486298574,-0.3414592897,-0.3699780399,-0.3668404044,-0.7634256880000001,-1.3618230634000001,0.5672649508000001,-2.3392058711,1.4015121785
hu__delhupAhupB_lag_pH7__2,-0.2367376284,-0.2074802016,-0.11095156240000001,0.9189064052,-0.0648374225,-0.6608277826,-0.6817418734,-0.14745600050000002,-1.3395012253,1.2272195015
hu__delhupAhupB_lag_pH7__3,-0.0563322995,0.2820633212,0.7343048335,-0.5182375265,0.0483373318,-0.4441161455,-1.0161678654,0.798751953,-1.4215191063,1.6358587604000001
hu__hupAE34K_hupB_lag_pH7__1,-1.1865377320000001,-0.6097307952000001,-0.4354159647,-0.0689418056,-0.0097311396,0.1452127811,-0.2469222875,-0.048757564,-0.4265442807,-0.2496081364
hu__hupAE34K_hupB_lag_pH7__2,-0.0336611904,-0.0249887796,0.1541988531,0.3746936563,-0.3293122911,0.1001993656,0.0887167907,-0.5341879819,-0.3880784927,-0.43735545340000004
hu__hupAE34K_hupB_lag_pH7__3,1.0721596164,0.46481834720000004,0.13573163100000002,-0.7608564287,-0.3831059042,0.313860703,-0.129185883,0.3887646153,0.4017086868,0.1977786359
hu__hupAE34K_delhupB_lag_pH7__1,-0.9141281597,-0.5829374909,-0.1294496951,-0.0869920052,-0.0190652403,0.1478766122,-0.2464647713,0.021528378600000002,-1.3595389119,0.0423132393
hu__hupAE34K_delhupB_lag_pH7__2,-0.8416095549,-0.39017505480000003,0.185968084,0.022969023,0.10856884550000001,-0.1268699445,-0.1598402523,-0.46063201200000004,-1.0167980736,-0.1612054251
hu__hupAE34K_delhupB_lag_pH7__3,1.3548289968,0.6278165136,0.19261281060000002,-0.7389180066000001,-0.250826488,0.4392586133,-0.329033273,0.5577970553,0.33702334240000004,0.33599820890000004
hu__wt_lag_pH5__1,3.0931737989,2.0175654181,1.416451852,0.4791797057,-0.8913190701,-0.1626171865,-1.7555749577,-0.47915796060000004,-1.1028008521000001,-0.41099985990000004
hu__wt_lag_pH5__2,2.7172155365,1.8309931064,1.7750986028,0.2768522707,-1.4459433789,0.0215174842,-1.6323616186,-0.4242198553,-0.1626392362,-0.159389053
hu__wt_lag_pH5__3,4.5766311972,3.0688865422,1.9453976548,0.4107719428,-1.4845663116,-0.3329472154,-1.2520663338,-0.4408909259,0.7190664628,0.1127834006
hu__delhupA_lag_pH5__1,4.3748051866,2.4507441792,1.6967122943000001,0.2936627287,-1.0651718251,-0.3862871908,-1.1851751349,-0.7986508937,-0.7812578047000001,0.1994538541
hu__delhupA_lag_pH5__2,3.2863630612,2.2903956919,1.6881817541,0.3069653719,-0.7987644547,-0.06642494510000001,-1.5663091947,-0.23109035,-0.7483677639,-0.010091235300000001
hu__delhupA_lag_pH5__3,5.2903692817,3.432437819,2.2349632434,0.8933818621,-1.2519211603,-0.49386436780000004,-1.5731475095,-0.4984742653,0.3218538152,0.024226954800000002
hu__delhupAhupB_lag_pH5__1,4.4149489735,2.5892963538,1.8886141334,0.0821911966,-1.3554675684,-0.6605110478,-1.2267336850000001,-0.7412924465,-0.5966791353,1.4035816425
hu__delhupAhupB_lag_pH5__2,3.4233597841,2.5340896603000003,2.0913838923,0.2544607079,-1.3336062681,-0.3673923692,-1.5330527209,-0.32567890390000004,-0.4407331807,1.3557573147
hu__delhupAhupB_lag_pH5__3,5.6402078289,4.1020680209,2.8286647043,0.5337478762,-0.8925679957,-0.7676825862000001,-0.7986235752,-0.1433465964,0.3774787978,1.4101645373
hu__hupAE34K_hupB_lag_pH5__1,3.3774016302,2.2580639283,1.4880669341,0.392014586,-1.1430168893000001,-0.0933094725,-1.4677330305,-0.5727036634,-1.3255879176,-0.5530923867
hu__hupAE34K_hupB_lag_pH5__2,4.8828484473,3.2383920514,2.5745695282,0.7716121418,-1.4493752758,-0.1631366542,-1.4360480507,-0.06640882050000001,-0.24185731300000002,0.2206790538
hu__hupAE34K_hupB_lag_pH5__3,4.6188783825,3.2401526793,2.3800705311,0.574429488,-1.4050641086,-0.0451018324,-1.0951403517,-0.0988652604,0.11625766900000001,0.0176952592
hu__hupAE34K_delhupB_lag_pH5__1,5.1148388534,3.2158606937,2.5265200007,0.6561657774,-1.6123595908000001,-0.4131100171,-1.3328285687,-0.2921015008,-0.47535173210000004,0.2033751406
hu__hupAE34K_delhupB_lag_pH5__2,1.9954425212,1.7420464068000001,1.3031244305,0.10918116800000001,-1.226893919,0.2753624846,-2.115957312,-0.23103725800000002,-1.1880879867,-0.24692591460000002
hu__hupAE34K_delhupB_lag_pH5__3,5.1350721098,3.2623007904,2.3039283224,0.5678315908,-1.5448590486,-0.25973919570000004,-1.5871962714999999,-0.4034763851,-0.1752197811,0.06971141260000001
hyperpersistence__low_GFP__1,-4.2755785313,-1.9123781469,-0.7732285533000001,-1.2296048182,-0.1459188516,-0.8075690299,1.4201798852,-0.8134585722000001,0.4676395251,-0.0360408709
hyperpersistence__wt__1,-0.4162823758,-0.16123725120000001,-0.2195400992,-0.0819279125,-0.0579075359,-0.1260394437,-0.0921005729,-0.15458974220000002,-0.053153011300000004,-0.0481135783
hyperpersistence__high_GFP__1,-3.2946540675,-1.6121718456,-0.3834034206,-1.3519210233,-0.10275380890000001,-0.6452855527,1.6980906197999999,-1.0411310568,1.2343857514,0.1465458641
hyperpersistence__pth_mut__1,-0.5510093129,-0.5685088707,-0.4476228257,-0.12980234100000002,-0.0890509939,-0.2289868508,-0.2368496977,-0.1568155477,-0.1495894593,-0.5274741966000001
hyperpersistence__pth_mut__2,0.0698591179,-0.25912100250000003,0.1772166056,-0.2494201341,-0.4156744168,-0.3178158668,-0.2199253072,-0.2971344521,-0.5089120878,-0.7355926254
hyperpersistence__metG_mut__1,-1.8854845011,-0.2800994915,-0.4846336872,-0.0536076146,0.0988768356,0.29940883230000004,-0.10376650030000001,-0.1844494213,1.4199993736,-0.24600683380000002
hyperpersistence__metG_mut__2,-2.4453191909,-0.6183901998,-0.6999992291,-0.3022908939,-0.2628324997,-0.0675881042,-0.1449159551,-0.3766773225,0.5994841691,-0.5993404863
hyperpersistence__high_GFP__2,-3.1001147325,-1.2436012865000001,-0.4583047135,-1.2008574747,-0.2208033278,-0.29179415210000004,1.8173973227,-0.9073723469,1.5992011633,-0.0524247822
hyperpersistence__wt__2,0.4162823758,0.16123725120000001,0.2195400992,0.0819279125,0.0579075359,0.1260394437,0.0921005729,0.15458974220000002,0.053153011300000004,0.0481135783
hyperpersistence__low_GFP__2,-3.255880884,-1.4963874591000002,-0.5425929072,-1.2161106948,-0.2805843959,-0.4180759576,1.7737766127999999,-1.1203611161,0.5988115294,-0.1272979299
kan_efg__cpxAF218Y__1,-2.4102518296,-1.2245436454,-0.707521831,-0.7821384977,1.0841805474,0.3924865491,-0.1205210471,1.2763301475,0.9872582628000001,0.9734180148
