,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A,rep9_idx,rep9_A,rep10_idx,rep10_A,rep11_idx,rep11_A,rep12_idx,rep12_A,rep13_idx,rep13_A,rep14_idx,rep14_A,rep15_idx,rep15_A,rep16_idx,rep16_A,rep17_idx,rep17_A,rep18_idx,rep18_A,rep19_idx,rep19_A,rep20_idx,rep20_A,rep21_idx,rep21_A
10,WT_vs_Del_covR__THY_None_covS-T284A_late-exponential,3.1115803985,0.5463366334785478,4.0,70.0,3.6917369273,71.0,3.3899598013,72.0,2.9198334723,73.0,2.4447913931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,WT_vs_Del_dahA__THY_None_WT_mid-exponential,1.4802973661668753e-16,3.7537845045482148,6.0,74.0,0.834097164,75.0,5.3675048008,76.0,2.6285171591000003,86.0,-4.8679804822,88.0,-3.0975497122,90.0,-0.8645889295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,WT_vs_Del_dahA__THY_None_WT_early-stationary,7.611692614833334,1.7171698587409472,6.0,77.0,9.0334800382,78.0,8.978859763900001,79.0,9.4877266305,87.0,5.8977523409,89.0,6.2798663375,91.0,5.992470578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,WT_vs_Del_dahA__THY_None_Del_dahA_mid-exponential,-2.0371147787,0.29569087678928224,3.0,80.0,-2.2408497902,82.0,-2.1725279684,84.0,-1.6979665775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,WT_vs_Del_dahA__THY_None_Del_dahA_early-stationary,7.6136744974666675,0.6181956177368524,3.0,81.0,7.4906103338,83.0,7.0662671484,85.0,8.2841460102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,WT_vs_Del_fabT__THY_35°C_WT_mid-exponential_OD1.0,0.0,0.6246884035396607,3.0,92.0,0.3111830023,93.0,0.4079770003,94.0,-0.7191600026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,WT_vs_Del_fabT__THY_35°C_Del_fabT_mid-exponential_OD1.0,7.1662035155,1.8565510338320952,3.0,95.0,8.0756970635,96.0,8.3926461585,97.0,5.0302673245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,WT_vs_Del_fabT__THY_40°C_WT_mid-exponential_OD1.0,16.771854173199998,1.6399233039059682,3.0,98.0,14.9730812536,99.0,17.1587365545,100.0,18.1837447115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,WT_vs_Del_fabT__THY_40°C_Del_fabT_mid-exponential_OD1.0,14.580576166333332,2.8202925825707963,3.0,101.0,17.7502565789,102.0,12.3485151222,103.0,13.6429567979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,WT_vs_Del_fabT__THY_35°C_WT_stationary,5.308544182766666,0.1819182310878744,3.0,104.0,5.3652644645,105.0,5.455344968,106.0,5.1050231158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,WT_vs_Del_fabT__THY_35°C_Del_fabT_stationary,9.056708677400001,2.4234837557423448,3.0,107.0,10.6864923087,108.0,10.2118746022,109.0,6.2717591213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,WT_vs_Del_fabT__THY_40°C_WT_stationary,19.862056837733334,2.361806462488736,3.0,110.0,17.194245917,111.0,21.6860831349,112.0,20.7058414613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,WT_vs_Del_fabT__THY_40°C_Del_fabT_stationary,13.762754548733332,1.036796289995958,3.0,113.0,14.8743710863,114.0,12.8220072562,115.0,13.5918853037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
