,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A,rep9_idx,rep9_A,rep10_idx,rep10_A,rep11_idx,rep11_A,rep12_idx,rep12_A,rep13_idx,rep13_A,rep14_idx,rep14_A,rep15_idx,rep15_A,rep16_idx,rep16_A,rep17_idx,rep17_A,rep18_idx,rep18_A,rep19_idx,rep19_A,rep20_idx,rep20_A,rep21_idx,rep21_A
12,WT_vs_Del_dahA__THY_None_WT_early-stationary,-11.696606134016667,1.007771428242186,6.0,77.0,-11.5010523894,78.0,-11.3765044478,79.0,-10.7891527188,87.0,-12.1697115134,89.0,-13.482858455,91.0,-10.8603572797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,WT_vs_Del_dahA__THY_None_Del_dahA_mid-exponential,-2.2249800539333333,0.15457509722638885,3.0,80.0,-2.3718649296,82.0,-2.2393560974,84.0,-2.0637191348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,WT_vs_Del_dahA__THY_None_Del_dahA_early-stationary,-8.058869835366666,0.4786843346295151,3.0,81.0,-7.5998142104,83.0,-8.0217712386,85.0,-8.5550240571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,WT_vs_Del_fabT__THY_35°C_WT_mid-exponential_OD1.0,0.0,0.3262254999645328,3.0,92.0,-0.12882571210000002,93.0,0.3709679551,94.0,-0.242142243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,WT_vs_Del_fabT__THY_35°C_Del_fabT_mid-exponential_OD1.0,-2.2028530165,0.7437033970819886,3.0,95.0,-2.4510446474,96.0,-1.366791311,97.0,-2.7907230911000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,WT_vs_Del_fabT__THY_40°C_WT_mid-exponential_OD1.0,2.3947246647333333,3.1954194386672663,3.0,98.0,0.4985661463,99.0,6.0839975588,100.0,0.6016102891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,WT_vs_Del_fabT__THY_40°C_Del_fabT_mid-exponential_OD1.0,-2.9519685659,0.4343892542778264,3.0,101.0,-2.5884710146,102.0,-2.8343911451,103.0,-3.433043538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,WT_vs_Del_fabT__THY_35°C_WT_stationary,-5.4355435206,0.6070881171867011,3.0,104.0,-4.7588523583,105.0,-5.6153874135,106.0,-5.93239079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,WT_vs_Del_fabT__THY_35°C_Del_fabT_stationary,-3.147841209833333,0.6533547658524402,3.0,107.0,-2.5301455794,108.0,-3.0815736679,109.0,-3.8318043822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,WT_vs_Del_fabT__THY_40°C_WT_stationary,-4.0999213142,0.25064823291907645,3.0,110.0,-4.3855544250000005,111.0,-3.9166717132,112.0,-3.9975378044000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,WT_vs_Del_fabT__THY_40°C_Del_fabT_stationary,-2.4525402199666666,0.4535392661419323,3.0,113.0,-1.9307143626,114.0,-2.7518093329,115.0,-2.6750969643999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
