,A,SigB
USA300_LAC_U01-Set004_CAMHB_0.7ug/mLVancomycin_1,2.957575928,10.0679498698
USA300_LAC_U01-Set004_CAMHB_0.8ug/mLVancomycin_1,9.107655425,9.8352407729
USA300_LAC_U01-Set004_CAMHB_Control_2,-2.219255139,9.8376417847
USA300_LAC_U01-Set004_CAMHB_0.65ug/mLVancomycin_2,0.445123252,9.9481229422
USA300_LAC_U01-Set004_CAMHB_0.7ug/mLVancomycin_2,3.746492325,10.0927347693
USA300_LAC_U01-Set004_CAMHB_0.8ug/mLVancomycin_2,7.838590507,9.9886088725
USA300_LAC_U01-Set004_R10LB_Control_1,6.935228656,10.6992571235
USA300_LAC_U01-Set004_R10LB_0.6ug/mLVancomycin_1,0.7842532430000001,10.0779389764
USA300_LAC_U01-Set004_R10LB_0.8ug/mLVancomycin_1,-2.3497569719999998,9.9617596698
USA300_LAC_U01-Set004_R10LB_Control_2,7.445610537,10.5899564017
USA300_LAC_U01-Set004_R10LB_0.6ug/mLVancomycin_2,0.44062844700000003,10.1423173043
USA300_LAC_U01-Set004_R10LB_0.8ug/mLVancomycin_2,-2.354928489,9.976784253
USA300_TCH1516_U01-Set003_CAMHB_Control_2,-2.802842011,9.0582772288
USA300_TCH1516_U01-Set003_CAMHB_0.45ug/mLVancomycin_2,-6.830706137,8.6621859317
USA300_TCH1516_U01-Set003_CAMHB_0.65ug/mLVancomycin_2,4.754424602,9.367040702
USA300_TCH1516_U01-Set003_CAMHB_0.7ug/mLVancomycin_2,1.172803997,8.9634537618
USA300_TCH1516_U01-Set003_CAMHB_Control_3,0.554925785,9.1370063646
USA300_TCH1516_U01-Set003_CAMHB_0.45ug/mLVancomycin_3,-2.183620935,8.6699501629
USA300_TCH1516_U01-Set003_CAMHB_0.65ug/mLVancomycin_3,3.72589699,8.9559215068
USA300_TCH1516_U01-Set003_CAMHB_0.7ug/mLVancomycin_3,2.690835818,9.0642315295
USA300_LAC_ICA-Set001_R10LB_Control_1,8.622574875,9.992398368
USA300_LAC_ICA-Set001_R10LB_Control_2,8.687818848,10.0330744289
USA300_LAC_ICA-Set001_R10LB_1.5mMIle_1,9.169517486,10.1794394308
USA300_LAC_ICA-Set001_R10LB_1.5mMIle_2,9.985344619,10.1021295162
USA300_LAC_ICA-Set001_R10LB_4percentNaCl_1,8.332812181,10.4791206133
USA300_LAC_ICA-Set001_R10LB_4percentNaCl_2,8.81317775,10.5214542564
USA300_LAC_ICA-Set001_R10LB_5.5pH_1,15.42292105,10.449289673
USA300_LAC_ICA-Set001_R10LB_5.5pH_2,15.73476224,10.3948216452
USA300_TCH1516_BK-Set001_THB_Control_1,-11.91437713,9.0429743351
USA300_TCH1516_BK-Set001_THB_Control_2,-15.91624102,9.5103288095
USA300_TCH1516_BK-Set001_THB_0.25ug/mLLinezolid_1,-2.432938474,10.8603744718
USA300_TCH1516_BK-Set001_THB_0.25ug/mLLinezolid_2,-8.850772516,10.2747482536
USA300_TCH1516_BK-Set001_THB_2.5ug/mLNafcillin_1,-20.28880466,8.8021494467
USA300_TCH1516_BK-Set001_THB_2.5ug/mLNafcillin_2,-21.41811497,8.8842441143
USA300_TCH1516_BK-Set001_THB_0.5ug/mLVancomycin_1,-10.28203344,9.5381577231
USA300_TCH1516_BK-Set001_THB_0.5ug/mLVancomycin_2,-9.698288251,9.535191512899999
USA300_LAC_ICA-Set002_CAMHB_25mMNaCHO3_1,2.626436552,9.9712435419
USA300_LAC_ICA-Set002_CAMHB_25mMNaCHO3_2,2.771339107,9.953986292
USA300_LAC_ICA-Set002_CAMHB_2gLglucose_1,0.837223978,9.2779299304
USA300_LAC_ICA-Set002_CAMHB_2gLglucose_2,5.714351499,9.2482392209
USA300_LAC_ICA-Set002_CAMHB_Control_1,-2.805204407,8.912592158
USA300_LAC_ICA-Set002_CAMHB_Control_2,-3.355164839,9.324409689
USA300_LAC_ICA-Set002_R10LB_25ugmLadenine_1,-0.620700017,9.9714034515
USA300_LAC_ICA-Set002_R10LB_25ugmLadenine_2,-1.090579258,9.9862458877
USA300_LAC_ICA-Set002_R10LB_25ugmLguanine_1,-7.803303086,9.2291051331
USA300_LAC_ICA-Set002_R10LB_25ugmLguanine_2,-9.254470719,9.0936260038
USA300_SNFM1_ICA-Set002_CAMHB_Control_1,-0.915693712,8.9795826436
USA300_SNFM1_ICA-Set002_CAMHB_Control_2,1.869465619,9.0480194134
USA300_SNFM1_ICA-Set002_R10LB_Control_1,-3.725304659,9.2251356848
USA300_SNFM1_ICA-Set002_R10LB_Control_2,-4.70382085,9.2070730252
USA300_SNFR19_ICA-Set002_CAMHB_Control_1,4.822205834,9.5903948682
USA300_SNFR19_ICA-Set002_CAMHB_Control_2,4.515305109,9.4958612661
USA300_SNFR19_ICA-Set002_R10LB_Control_1,2.063504583,9.5256737443
USA300_SNFR19_ICA-Set002_R10LB_Control_2,1.935113821,9.6691642144
USA300_TCH1516_ICA-Set002_CAMHB_Control_1,0.32831137,8.9138968162
USA300_TCH1516_ICA-Set002_CAMHB_Control_2,-0.32831137,8.9196404695
USA300_TCH1516_ICA-Set002_R10LB_Control_1,25.48460931,10.3920525552
USA300_TCH1516_ICA-Set002_R10LB_Control_2,16.41826638,9.8236344465
USA300_LAC_ICA-Set002_R10LBnoGlu_1gLmaltose_2,4.758846567,9.9740597809
USA300_LAC_ICA-Set002_CAMHB_0.0195ug/mLMupirocin_1,7.168356083,10.0298390474
USA300_LAC_ICA-Set002_R10LBnoGlu_1gLmaltose_1,5.643122533,10.0435900965
USA300_LAC_ICA-Set002_CAMHB_0.0195ug/mLMupirocin_2,7.04260739,9.9278735314
USA300_TCH1516_ICA-Set003_250nMParaquat_1,-0.766374112,9.4905913117
USA300_TCH1516_ICA-Set003_250nMParaquat_2,5.733552735,9.9401272798
USA300_TCH1516_ICA-Set003_2gLGalactose_1,3.931357747,9.8946167768
USA300_TCH1516_ICA-Set003_2gLGalactose_2,3.696961791,9.882473063700001
USA300_TCH1516_ICA-Set003_2gLPyruvate_1,0.7407345860000001,9.7089525013
USA300_TCH1516_ICA-Set003_2gLPyruvate_2,6.004939906,9.743099308
USA300_TCH1516_ICA-Set003_Control_1,3.596419198,10.2864739627
USA300_TCH1516_ICA-Set003_Control_2,4.398073751,10.1061030279
USA300_TCH1516_ICA-Set003_StationaryPhase_1,-15.32243825,9.0749996864
USA300_TCH1516_ICA-Set003_StationaryPhase_2,-12.12995527,8.8983696943
