,A,SoxS
ompr__wt_nacl__2,1.4190954816999999,-0.956023947
ompr__bw_delompr_nacl__1,3.5988080523,0.5530135350000001
ompr__bw_delompr_nacl__2,3.8519626173,0.654944596
minspan__wt_ade__1,0.4289365777,0.743648135
minspan__wt_glc__2,-0.9780340203000001,-1.060961731
minspan__wt_glc__3,-0.5588268097,-0.744656453
minspan__wt_glc__4,-0.42501531600000003,-1.0453004
minspan__wt_glc_anaero__1,-5.117221123,-1.949046906
minspan__wt_glc_anaero__2,-5.4808551604,-0.962177809
minspan__wt_trp__1,-3.1613188271,-1.13406828
minspan__bw_delcra_glc__2,-1.8765375127000001,-0.42866952900000005
minspan__bw_delcra_trp__1,-4.1729537509,-0.8994331210000001
minspan__bw_delmntr__1,-2.5658539044,-0.9570665740000001
minspan__bw_delnac_ade__1,-0.4507619734,0.057751233000000006
minspan__bw_delnac_glc__1,-1.4552204492,-0.027139793000000002
cra_crp__wt_ac__1,-1.5452183546,2.05320139
cra_crp__wt_ac__2,-1.8302204527,2.042405007
cra_crp__wt_fru__1,-0.8537783315,2.612020897
cra_crp__wt_fru__2,-0.8761161227,2.497901501
cra_crp__delcra_ac__1,-2.7643065801,0.347477637
cra_crp__delcra_ac__2,-2.9513745607,0.27183308
cra_crp__delcra_fru__1,-0.9146775290000001,-0.05773806200000001
cra_crp__delcra_fru__2,-0.8228035078,0.191167373
cra_crp__delcra_glc__1,-0.81611962,-0.04736515
cra_crp__delcra_glc__2,-0.8887334376,-0.099984811
rpoB__wt_031__1,-1.7248405041,0.203157584
rpoB__wt_044__1,0.0132247088,-0.0061861320000000004
rpoB__wt_lb__1,0.1282303499,0.12996516500000002
rpoB__wt_lb__2,0.031319842800000004,-0.102687017
rpoB__rpoBE546V_031__1,-0.9292887879,0.555250906
rpoB__rpoBE546V_044__1,-0.5278011869,0.154559086
rpoB__rpoBE546V_lb__1,0.0962535182,0.160675806
rpoB__rpoBE546V_lb__2,0.2359124329,0.184397855
rpoB__rpoBE546V_glc__1,-1.3572087048,-0.10889591100000001
rpoB__rpoBE672K_glc__1,-1.048097304,-2.292857445
rpoB__rpoBE672K_glc__2,-1.2688928622,-1.601936958
rpoB__rpoBE672K_lb__1,-0.3561011551,0.22513496900000002
rpoB__rpoBE672K_lb__2,-0.0088271115,0.19683345800000002
crp__wt_fru__1,-1.323139569,-0.123947158
crp__wt_glyc__1,-2.6401810448000003,-0.713215865
crp__wt_glyc__2,-2.6392979895,-1.072966846
crp__delar1_glyc__1,-0.7652505885,-0.610346155
crp__delar1_glyc__2,-0.9744067663,-0.6206632790000001
crp__delar1ar2_glyc__1,0.16422306750000001,0.18244647700000002
crp__delar1ar2_glyc__2,0.1273356555,0.161561286
crp__delar1ar2_glyc__3,-0.1946763352,-0.29555948
crp__delar2_glyc__1,-4.0683547928,-0.5688346
crp__delar2_glyc__2,-4.1310540118,-0.61142778
crp__delar2_glyc__3,-4.4402832205,-0.594204935
crp__delcrp_fru__1,0.5785925333,-0.059510048
crp__delcrp_fru__2,0.6980310992000001,-0.18979469100000002
crp__delcrp_fru__3,0.3830576644,-0.11819513100000001
crp__delcrp_glc__1,1.2345566676,0.195293398
crp__delcrp_glc__2,1.0920589343,0.016156699
crp__delcrp_glc__3,1.3345766491,0.223152657
crp__delcrp_glyc__1,1.5988910010000001,0.841108882
crp__delcrp_glyc__2,1.6198874283,1.275436863
crp__delcrp_glyc__3,1.8643784382000002,1.02998458
glu__glu_ale3__1,-1.8318413473000001,-0.672522036
glu__glu_ale4__1,-0.8980093011,-0.43510125800000005
glu__glu_ale5__1,-0.8427659902,-0.13054300500000002
glu__glu_ale6__1,-1.9433949009,-0.816778242
glu__glu_ale8__1,-2.747064441,-0.18606683100000002
glu__glu_ale9__1,-1.5653823497000001,-1.182196269
glu__glu_ale10__1,-1.2812977437,-1.0900708510000001
42c__wt_42c__1,-1.6787626850000001,-0.626384641
42c__42c_ale1__1,-2.862814718,-0.8531927760000001
42c__42c_ale2__1,-1.3866598030000001,-0.145041061
42c__42c_ale3__1,-3.4132190068,-0.324134174
42c__42c_ale4__1,-1.2113187662,-0.059019992
42c__42c_ale5__1,-2.3365637146,-0.448992506
42c__42c_ale6__1,-2.0958609639,-0.552546799
42c__42c_ale8__1,-2.2922772964,0.253415844
42c__42c_ale9__1,-2.5122021993,-0.251180069
42c__42c_ale10__1,-2.8144617595,-0.67470451
ssw__wt_ac__1,-1.012636006,0.14593751800000002
ssw__wt_glc__1,-0.9632755201000001,0.377415107
ssw__wt_glyc__1,-5.0145636227,-2.186637452
ssw__wt_xyl__1,-4.3187957815,-0.9638044920000001
ssw__glc_ale1__1,-2.833133834,0.085653777
ssw__glc_ale2__1,-3.1296959151,-0.565678887
ssw__glc_ale3__1,-3.2904919799,-1.068430004
ssw__glyc_ale1__1,-4.7986572752,-1.6742674929999999
ssw__glyc_ale2__1,-3.9499067180000003,-1.7474454700000002
ssw__xyl_ale1__1,-4.5297197245,0.043453738000000006
ssw__xyl_ale2__1,-3.7658584571000002,-0.595219845
ssw__xyl_ale3__1,-3.8418050483,0.09019761800000001
ssw__glc_ac_ac2__1,-3.6628043466999998,-1.023372393
ssw__glc_ac_glc1__1,-3.8141854502,-0.16439724900000002
ssw__glc_glyc_glc__1,-2.7198088823,-0.8758399960000001
ssw__glc_glyc_glyc__1,-3.1757037503,-0.43920065100000005
ssw__glc_xyl_glc__1,-3.2364509249,-0.5108004150000001
ssw__glc_xyl_xyl__1,-3.0663511029,-0.6483983
ica__wt_glc__1,-2.1958606132,-0.8975580580000001
ica__wt_glc__2,-2.9181978148,-1.325189891
ica__wt_glc__3,-1.6784422478,-0.526801178
ica__wt_glc__4,-1.8447478814,-0.517782995
ica__arg_sbt__1,-4.4048677747,-1.328275896
ica__arg_sbt__2,-3.5686462517,-0.717006059
ica__cytd_rib__1,0.6518200831000001,2.2269132799999998
ica__cytd_rib__2,0.2915183252,2.216858025
ica__gth__1,1.2196767313,1.609417186
ica__gth__2,0.4598797351,0.951191969
ica__leu_glcr__1,-0.9635068042,0.8493961910000001
ica__leu_glcr__2,-1.1519370128,0.60131783
ica__met_glc__1,-2.6313381893,-1.119904127
ica__met_glc__2,-2.4054572567,-1.182167645
ica__no3_anaero__1,-3.0592303694,-0.721043148
ica__no3_anaero__2,-3.3516368681,-0.45177014800000004
ica__phe_acgam__1,-2.022347369,-0.48890036700000006
ica__phe_acgam__2,-2.3438948508,-0.69240742
ica__thm_gal__1,-1.2839584118,0.056845679
ica__thm_gal__2,-1.3008789552,-0.060179107
ica__tyr_glcn__1,-2.3224620205,-0.506899623
ica__tyr_glcn__2,-2.325599426,-0.742933248
ica__ura_pyr__1,-2.3957839449,-0.29421119
ica__ura_pyr__2,-3.2059364288,-0.456180377
ica__wt_glc__5,-3.3010795415,-0.729077123
ica__wt_glc__6,-2.9070982948,-0.6450500570000001
ica__bw_delpurR_cytd__1,-2.9673718636,-0.36766037300000004
ica__bw_delpurR_cytd__2,-2.1846536828,-0.162248371
ica__ade_glc__1,-2.3449471449,-0.217532779
ica__ade_glc__2,-2.3323209847,-0.15706848
ytf__wt_glc__1,-1.3723140877,-0.0785951
ytf__wt_glc__2,-1.7417921326,0.19842610200000002
ytf__delyafC__1,-4.012606515,-0.692324731
ytf__delyafC__2,-3.7960996019,-0.780039621
ytf__delyeiE__1,-3.4646618442,-1.089179975
ytf__delyeiE__2,-3.0067107371,-0.7019999090000001
ytf__delyiaJ__1,-3.2882426387,-0.463293844
ytf__delyiaJ__2,-2.9760909431,-0.6074641190000001
ytf__delyieP__1,-2.4931548065,0.5020111540000001
ytf__delyieP__2,-2.4815039019,0.820302737
ytf__wt_ph5__1,0.3964552884,1.391895024
ytf__wt_ph5__2,0.3719454163,1.6078995690000002
ytf__wt_ph8__1,-1.3791891396,0.250739669
ytf__wt_ph8__2,-0.8058598716,0.521357415
ytf__delybaO__1,-3.7693413136,-0.238073528
ytf__delybaO__2,-3.4473906514,0.183807473
ytf__delybaQ__1,-1.3374192184,-0.34532172
ytf__delybaQ__2,-1.4842047646,-0.13984248800000001
ytf__delybiH__1,-2.0189456289,-0.087387221
ytf__delybiH__2,-2.6573980224,0.18977901700000002
ytf__delydcI_ph5__1,0.4001193904,1.53056702
ytf__delydcI_ph5__2,0.6270270177,1.569000306
ytf__delydcI_ph8__1,-1.6128397805999999,0.36945724300000005
ytf__delydcI_ph8__2,-1.7147622783,0.30919692800000004
ytf__delyddM__1,-1.5495044405,-0.236660379
ytf__delyddM__2,-1.2822459273,-0.11312865700000001
ytf__delyheO__1,-3.8217451245,-1.026117585
ytf__delyheO__2,-3.5952212378,-0.42801311200000003
fps__bw_glc__1,-1.6083123908,-0.325513755
fps__bw_glc__2,-1.5950523147,-0.202678985
fps__fps_thrA_ale1__1,-2.3814341055,0.018423286
fps__fps_thrA_ale1__2,-2.6018967612,-0.099574705
fps__fps_thrA_ale2__1,-3.3875121206,-0.398026661
fps__fps_thrA_ale2__2,-3.2077224079,-0.067627908
fps__fps_serB_ale1__1,-1.4064022623999999,-0.173948441
fps__fps_serB_ale1__2,-1.1150307276,-0.247336355
fps__fps_serB_ale4__1,-0.6381718555,-0.489970846
fps__fps_serB_ale4__2,-0.6034625085,0.097399604
fps__fps_ptsI_ale1__1,-1.9058723219,0.07249222200000001
fps__fps_ptsI_ale1__2,-1.7679397006,0.104112647
fps__fps_ptsI_ale3__1,-2.9814379032,-0.5782640990000001
fps__fps_ptsI_ale3__2,-2.593329084,-0.156013347
pal__lyx_ale2_f6__1,-1.2654960538,0.217484946
pal__lyx_ale2__1,-1.4996443727,-0.025852657
pal__lyx_ale2__2,-1.9405958251,0.085432424
pal__lyx_ale4__1,-2.0346270216,-0.49916717400000005
pal__lyx_ale4__2,-2.0316875245,-0.576685766
pal__5drib_ale10_f18__1,-1.7214416453,2.11161442
pal__5drib_ale10_f18__2,-1.9226760563,2.091938995
pal__5drib_ale10__1,-4.2036791739,0.7249469230000001
pal__arab_ale14_f9__1,3.7140445577,3.034652568
pal__arab_ale14_f9__2,3.5707980675,2.773018394
pal__arab_ale14__1,2.507747523,2.6614776620000002
pal__arab_ale14__2,3.1583907235,2.868008699
pal__arab_ale16__1,-3.7202911084,0.01780333
pal__arab_ale16__2,-2.5676144674,1.320036929
pal__tartr_ale26_f10__1,-0.8582598298,0.715815682
pal__tartr_ale26_f10__2,0.1117819644,0.9630332300000001
pal__tartr_ale26__1,-1.3856218829,0.413811523
pal__tartr_ale26__2,-1.1173043683,1.026434471
pal__tartr_ale28_f10__1,-0.6604401117,0.503557579
pal__tartr_ale28_f10__2,1.2602533550000001,2.153267528
pal__tartr_ale28__1,0.500748701,1.756099944
pal__tartr_ale28__2,-0.23964259740000002,1.923930854
efeU__delmenFentC_citr__1,-1.6303443894,-1.150373124
efeU__delmenFentC_citr__2,-1.5049427089,-0.982389995
efeU__delmenFentC__1,-0.1240993729,0.7174456090000001
efeU__delmenFentC__2,-0.1330833132,0.693916363
efeU__menFentC_ale39__1,-3.2797911839,-1.520562889
efeU__menFentC_ale39__2,-3.4084611567,-1.556499642
efeU__menFentC_ale29__1,-3.5805942819,-1.797048571
efeU__menFentC_ale29__2,-3.4817194005,-1.5870448879999999
efeU__menFentC_ale30__1,-4.1276673016,-1.587686497
efeU__menFentC_ale30__2,-3.3648405695,-1.605263697
efeU__menFentCubiC_ale36__1,-2.5939060395,-1.431489022
efeU__menFentCubiC_ale36__2,-2.9620722577,-1.278567082
efeU__menFentCubiC_ale37__1,-2.5947422288,-1.088243625
efeU__menFentCubiC_ale37__2,-2.7975728606,-1.4626041220000001
efeU__menFentCubiC_ale38__1,-2.6313010071000003,-1.066820427
efeU__menFentCubiC_ale38__2,-2.8420154197,-1.286762796
misc2__salc_glc__1,5.8010720003,1.883896037
misc2__salc_glc__2,5.9206401334,2.057100648
misc2__dbcn_glc__1,-1.5234912076,-0.167692486
misc2__dbcn_glc__2,-1.2491813537,0.01578643
misc2__tyr_glc__1,-1.1429223999,-0.08538846900000001
misc2__tyr_glc__2,-1.5164677607,0.047058857
misc2__arg_cytd__1,-3.1299706235,-0.899251852
misc2__arg_cytd__2,-2.8946754964,-0.9592891040000001
misc2__delyheO_pyr__1,-2.9825285632,-0.30290234
misc2__delyheO_pyr__2,-3.0934383482,-0.320875167
nquinone__delubiC__1,-3.4025548291,-1.6958800850000002
nquinone__delubiC__2,-2.7539570267,-1.112122325
nquinone__ubiC_ale1__1,-2.5364703706,-1.422624156
nquinone__ubiC_ale1__2,-2.725192817,-1.361451548
nquinone__ubiC_ale2__1,-2.8582941506,-1.218232186
nquinone__ubiC_ale2__2,-2.5340599317,-1.251351217
nquinone__ubiC_ale3__1,-0.35726047,-0.325367114
nquinone__ubiC_ale3__2,-0.3339979645,-0.0023644480000000003
nquinone__ubiC_ale4__1,-2.7524811677,-1.630249483
nquinone__ubiC_ale4__2,-2.8280372796,-1.248806028
nquinone__delpdhR__1,-2.7676091029,-0.598662248
nquinone__delpdhR__2,-2.3608299763,-0.640313923
quinone__glu_ale4__1,-2.5396921811,-0.8160438590000001
quinone__glu_ale4__2,-3.8321662038,-1.545263667
quinone__delmenF__1,-1.5596001567000002,-0.43812906900000004
quinone__delmenF__2,-2.164548495,-0.558213739
quinone__menF_ale5__1,-2.4644383272,-0.922782859
quinone__menF_ale5__2,-2.5103267871,-1.051341602
quinone__menF_ale6__1,-2.9735386297,-0.835894168
quinone__menF_ale6__2,-2.7764291086,-1.146525435
quinone__menF_ale7__1,-3.4034211164,-1.187245246
quinone__menF_ale7__2,-3.4061792526,-1.449709515
quinone__menF_ale8__1,-4.0168233064,-1.471182528
quinone__menF_ale8__2,-3.5106369549,-1.068692546
quinone__delmenFubiC__1,-2.3481222994,-1.275016439
quinone__delmenFubiC__2,-2.1444731404,-1.204481572
quinone__menFubiC_ale1__1,-3.7681178963,-1.680174889
quinone__menFubiC_ale1__2,-3.5286564846,-1.419803285
quinone__menFubiC_ale2__1,-2.7463500821,-1.916199925
quinone__menFubiC_ale2__2,-3.0816278392,-1.5601783070000002
quinone__menFubiC_ale3__1,-3.2472256735,-1.834145681
quinone__menFubiC_ale3__2,-3.3891230415,-2.205905675
quinone__menFubiC_ale4__1,-2.6945832369,-1.336251684
quinone__menFubiC_ale4__2,-2.6428996084,-1.054484707
oxyR__wt_glc__1,-2.746739309,-0.7024235050000001
oxyR__wt_glc__2,-2.7184963656,-0.7294573670000001
oxyR__wt_h2o2__1,-3.1526996197,-0.595963643
oxyR__wt_h2o2__2,-2.4301128544,-0.25746030400000003
oxyR__glu_ale4__1,-3.2739442216,-0.18366374700000002
oxyR__glu_ale4__2,-3.6552847128,-0.8303996680000001
oxyR__glu_ale4_h2o2__1,-4.4284041953,-0.6371746020000001
oxyR__glu_ale4_h2o2__2,-4.3244951873,-0.8485519300000001
oxyR__oxyR_ale17__1,-4.7579559576,-1.239059584
oxyR__oxyR_ale17__2,-4.8644722293000004,-1.747314973
oxyR__oxyR_ale17_h2o2__1,-5.0509164716,-1.563687258
oxyR__oxyR_ale17_h2o2__2,-4.4913564688,-0.9964725170000001
oxyR__oxyR_ale18__1,-3.6062386049,-1.128867622
oxyR__oxyR_ale18__2,-3.6572591505,-1.207818745
oxyR__oxyR_ale18_h2o2__1,-5.1679427692,-1.386911393
oxyR__oxyR_ale18_h2o2__2,-5.1442847885,-1.3856999920000002
oxyR__oxyR_ale19__1,-4.3771255166,-1.312975283
oxyR__oxyR_ale19__2,-4.8193813339,-1.183804648
oxyR__oxyR_ale19_h2o2__1,-4.1480458508,-1.6863246699999999
oxyR__oxyR_ale19_h2o2__2,-3.8199710543,-1.165378872
oxyR__oxyR_ale20__1,-6.0017975045,-1.902059606
oxyR__oxyR_ale20__2,-5.8546673012,-1.619161134
oxyR__oxyR_ale20_h2o2__1,-5.3242643704,-1.5339593630000001
oxyR__oxyR_ale20_h2o2__2,-5.0971130634,-1.544487948
svns_pgi__BmePgi24_15__1,-2.6568487361,-0.9412312970000001
svns_pgi__BmePgi24_15__2,-2.3409734931,-0.568235958
svns_pgi__BmePgi24_26__1,-3.2206393996,-1.07855487
svns_pgi__BmePgi24_26__2,-2.6149413324,-0.920212604
svns_pgi__BmePgi24_41__1,-2.4331010027,-0.6069936850000001
svns_pgi__BmePgi24_41__2,-3.1017862414,-0.87766554
svns_pgi__BmePgi24_52__1,-3.6115582487999998,-1.317630015
svns_pgi__BmePgi24_52__2,-2.578678984,-0.862177949
svns_pgi__PaePgi2_34__1,-0.9720818323,-0.19909621200000002
svns_pgi__PaePgi2_34__2,-0.9979256550000001,0.043852902000000006
svns_pgi__PaePgi2_63__1,-1.7448986298,-0.41414350600000005
svns_pgi__PaePgi2_63__2,-1.7776807939000001,-0.523849107
svns_pgi__PaePgi24_54__1,-1.8778926058,0.23606759600000002
svns_pgi__PaePgi24_54__2,-1.932694377,0.368383452
svns_pgi__PaePgi24_90__1,-1.9812633463,-0.061768136
svns_pgi__PaePgi24_90__2,-2.1338147387,0.110219964
abx_media__m9_ctrl__1,-1.1162331855,-1.396103861
abx_media__m9_ctrl__2,-0.9831051627,-1.825928658
abx_media__rpmi_ctrl__1,-3.0414539398,-1.959157279
abx_media__rpmi_ctrl__2,-2.8204516063,-1.973972635
abx_media__camhb_ctrl__1,-2.0694867726,-1.774264492
abx_media__camhb_ctrl__2,-2.2185274815,-2.404779877
abx_media__m9_mero__1,-1.4096778729000001,-1.887645515
abx_media__m9_mero__2,-1.499376303,-2.9831491
abx_media__rpmi_mero__1,-2.5835025147,-2.297461683
abx_media__rpmi_mero__2,-2.0168184711,-0.470929229
abx_media__camhb_mero__1,-2.1068381377,-2.669646517
abx_media__camhb_mero__2,-2.381347442,-2.6689893700000002
abx_media__m9_trisulf__1,-1.342778051,-2.508886173
abx_media__m9_trisulf__2,-1.457519532,-1.479817793
abx_media__rpmi_trisulf__1,0.9868561264000001,-2.408568765
abx_media__rpmi_trisulf__2,1.7215070648,-2.031380114
abx_media__camhb_trisulf__1,-0.4803854859,-2.153819224
abx_media__camhb_trisulf__2,-0.23553408950000002,-2.540361909
abx_media__m9_cef__1,0.6695371473,-1.218753687
abx_media__m9_cef__2,0.4859320003,-1.9605054750000002
abx_media__rpmi_cef__1,-1.4204586901,-3.170465414
abx_media__rpmi_cef__2,-1.5282157927,-2.543532697
abx_media__camhb_cef__1,-1.1166234177,-2.596744498
abx_media__camhb_cef__2,-1.5170604383000001,-3.211003349
abx_media__m9_cipro__1,0.2197566473,-1.658866276
abx_media__m9_cipro__2,0.334969752,-0.691643352
abx_media__rpmi_cipro__1,-1.7087576426000002,-2.319119524
abx_media__rpmi_cipro__2,-1.0030247725,-1.893898733
abx_media__camhb_cipro__1,-0.5529842396,-3.149897555
abx_media__camhb_cipro__2,-0.724375991,-3.178449111
hot_tale__42c_ale3_30c__1,-2.1121896758,-0.53049711
hot_tale__42c_ale3_30c__2,-2.6669165145,-0.622215941
hot_tale__42c_ale3_37c__1,-2.4618777703,-0.494055114
hot_tale__42c_ale3_37c__2,-2.1509833795,0.056302308
hot_tale__42c_ale3_44c__1,-4.4507642688,0.750650559
hot_tale__42c_ale3_44c__2,-4.2363823121,0.808857609
hot_tale__hot_ale3_mid_30c__1,-0.31958541160000004,0.35779183600000003
hot_tale__hot_ale3_mid_30c__2,-0.6846921445,0.49078607
hot_tale__hot_ale3_mid_37c__1,-0.364389842,1.015051036
hot_tale__hot_ale3_mid_37c__2,-0.5265784157,0.7518452880000001
hot_tale__hot_ale3_mid_44c__1,-3.8714485636,0.8604872330000001
hot_tale__hot_ale3_mid_44c__2,-4.0790861159,1.404238541
hot_tale__hot_ale3_30c__1,-0.5487647723,0.376564443
hot_tale__hot_ale3_30c__2,0.0234522946,0.42282514200000004
hot_tale__hot_ale3_37c__1,0.0311348249,1.2743252090000001
hot_tale__hot_ale3_37c__2,-0.1206804405,1.038080763
hot_tale__hot_ale3_44c__1,-2.7018797943,1.713181043
hot_tale__hot_ale3_44c__2,-2.5560469682,1.9394616180000002
hot_tale__hot_ale4_30c__1,-0.8445640944,-0.359640265
hot_tale__hot_ale4_30c__2,-1.1022593876,-0.40841609
hot_tale__hot_ale4_37c__1,-1.6858625503,-0.212964015
hot_tale__hot_ale4_37c__2,-1.5822119392,-0.17050769200000002
hot_tale__hot_ale4_44c__1,-3.1071068156,0.7502221130000001
hot_tale__hot_ale4_44c__2,-3.3665752339,0.8657989530000001
hot_tale__hot_ale8_30c__1,-2.5480668694,-0.22643998
hot_tale__hot_ale8_30c__2,-1.7651569035999999,-0.226241558
hot_tale__hot_ale8_37c__1,-2.502290811,-0.196620855
hot_tale__hot_ale8_37c__2,-2.576181514,-0.075911425
hot_tale__hot_ale8_44c__1,-4.456701688,0.6364481620000001
hot_tale__hot_ale8_44c__2,-4.1709397869,0.401374328
hot_tale__hot_ale9_mid_30c__1,-2.2161006735,-0.493420434
hot_tale__hot_ale9_mid_30c__2,-2.154854822,-0.43304421200000004
hot_tale__hot_ale9_30c__1,-0.6681387617,0.179032075
hot_tale__hot_ale9_30c__2,-0.7954379375,0.091928377
hot_tale__hot_ale9_mid_37c__1,-2.2676434614,-0.230091762
hot_tale__hot_ale9_mid_37c__2,-2.064236601,0.036612011
hot_tale__hot_ale9_37c__1,-0.8847727164,0.87943942
hot_tale__hot_ale9_37c__2,-0.7280071937,0.911376065
hot_tale__hot_ale9_mid_44c__1,-3.8261823922,0.41482931900000003
hot_tale__hot_ale9_mid_44c__2,-3.3485407397999998,0.940903958
hot_tale__hot_ale9_44c__1,-2.9799514444,1.389613796
hot_tale__hot_ale9_44c__2,-2.6667106864,1.530863651
hot_tale__hot_ale10_30c__1,-1.3419675291,0.181007218
hot_tale__hot_ale10_30c__2,-1.5524514913,0.09662456900000001
hot_tale__hot_ale10_37c__1,-2.4985560698000002,0.11567049700000001
hot_tale__hot_ale10_37c__2,-2.3340524646,0.30074857800000004
hot_tale__hot_ale10_44c__1,-4.5556049381,0.528170275
hot_tale__hot_ale10_44c__2,-4.4012291613,1.047624989
hot_tale__hot_ale16_30c__1,-1.7608066044,-0.29536143
hot_tale__hot_ale16_30c__2,-1.6696266127000001,-0.15102794
hot_tale__hot_ale16_37c__1,-2.4719321234000002,-0.24957842600000002
hot_tale__hot_ale16_37c__2,-2.3619075297,-0.053224480000000005
hot_tale__hot_ale16_44c__1,-4.2866234084,0.653609316
hot_tale__hot_ale16_44c__2,-4.6104421364,0.46538815
pdhr_ale__pdhR-13_51__1,-3.2803335092,-0.895406883
pdhr_ale__pdhR-13_51__2,-4.3434536915,-1.3407155830000002
pdhr_ale__pdhR-14_46__1,-2.4257630609,-0.9597121180000001
pdhr_ale__pdhR-14_46__2,-2.4963433012,-1.580408699
pdhr_ale__pdhR-15_51__1,-4.0438137576,-1.217572311
pdhr_ale__pdhR-15_51__2,-4.211824246,-1.165646357
pdhr_ale__pdhR-16_49__1,-3.6131238381,-1.476517555
pdhr_ale__pdhR-16_49__2,-2.6969867685,-1.630390546
tcs__del_atoC_LiAcet__1,-3.0518037602,-1.8188057
tcs__del_atoC_LiAcet__2,-3.0158599565,-1.861917187
tcs__del_atoC_LiCl__1,-2.628757184,-1.233253425
tcs__del_atoC_LiCl__2,-3.0726222447,-1.544015119
tcs__del_atoC_m9__1,-2.7877050844999998,-1.607538651
tcs__del_atoC_m9__2,-2.7309408512,-1.270205529
tcs__del_baeR_etoh__1,0.1091042785,1.1396599570000001
tcs__del_baeR_etoh__2,0.5401761015000001,1.2638237509999999
tcs__del_baeR_lb__1,-2.6433503291,-1.19773174
tcs__del_baeR_lb__2,-2.802627082,-1.032455659
tcs__del_btsR_01xlb__1,-1.1471635882,-1.609173285
tcs__del_btsR_01xlb__2,-1.650397597,-3.098405376
tcs__del_btsR_lb__1,-2.9555140094,-1.563796825
tcs__del_btsR_lb__2,-2.9632786994,-1.552894492
tcs__del_btsR_pyruvate__1,-1.7642517312,-2.233318422
