,A,CreB
starve_series__t28_growth2__1,-0.5636057777,-0.014998603400000001
starve_series__t28_growth2__2,-0.7124394956,0.3021413804
time_course__lb_4hr__1,-0.3682593744,-0.0871651477
time_course__lb_4hr__2,0.1489553355,-0.0313389393
time_course__lb_4hr__3,0.2193040389,0.1185040871
time_course__lb_8hr__1,-1.4465276749,-0.16599832280000001
time_course__lb_8hr__2,-1.1523364063,-0.1672854628
time_course__lb_8hr__3,-0.9765865403,-0.1088382148
time_course__lb_24hr__1,-0.0600115374,-0.9700987627000001
time_course__lb_24hr__2,-2.1155485880000002,-0.7529628564
time_course__lb_24hr__3,-0.45797297280000004,-0.7379449732000001
time_course__lb_72hr__1,-0.9336240706000001,-0.37918624900000003
time_course__lb_72hr__2,-1.5389723017999999,-0.4379530614
time_course__lb_72hr__3,-1.6556747327,-0.6573133161
time_course__lb_144hr__1,-0.7753117295,-0.350361705
time_course__lb_144hr__2,-1.2653650884,-0.26603602260000003
time_course__lb_144hr__3,-1.6376489676000001,-0.3562343868
time_course__lb_192hr__1,-0.7567449256000001,-0.43297887820000003
time_course__lb_192hr__2,-0.055262720300000005,-0.1949157391
time_course__lb_192hr__3,-0.8255643573,-0.5048823736
triclosan__wt__1,-0.4669146059,-0.2221454823
triclosan__wt__2,-0.2987461032,-0.4329127292
triclosan__wt__3,0.7656607091000001,0.6550582115
triclosan__evo_amx_tcs__1,-0.2113809483,-0.39809797550000003
triclosan__evo_amx_tcs__2,0.9245021868000001,0.0770995954
triclosan__evo_amx_tcs__3,-0.8754684012,-0.1542004797
triclosan__evo_chl_tcs__1,-1.116394881,-0.37746462010000004
triclosan__evo_chl_tcs__2,-1.6616814018000001,-0.8652097239000001
triclosan__evo_chl_tcs__3,-1.3256601248,-0.6674211226
triclosan__evo_tet_tcs__1,-1.7666097883,-1.4321600938
triclosan__evo_tet_tcs__2,-1.4916909305,-0.4603320618
truHMM__48C_15m__1,1.935938115,-0.10375149210000001
truHMM__48C_15m__2,1.9183871694999999,0.1275287641
truHMM__48C_15m__3,1.8364698034,0.032633453300000004
truHMM__48C_30m__1,2.8268606007,0.4124320433
truHMM__48C_30m__2,2.5896423284,0.4654828948
truHMM__48C_60m__1,1.5761512986000001,0.5865858704
truHMM__48C_60m__2,1.5781545332,0.5864262871
truHMM__phos_0h__1,0.1092924653,0.0643057336
truHMM__phos_0h__2,-0.1092924653,-0.0643057336
truHMM__phos_2h__1,4.9772782881,-0.4232232756
truHMM__phos_2h__2,5.1144088209,-0.5735006237
truHMM__phos_4h__1,5.207680593,-0.3367046302
truHMM__phos_4h__2,5.0647302857,-0.5004716589
truHMM__phos_4h__3,5.5398675999,-0.7529893727
control__wt_glc__1,-0.042303964900000005,0.027349796000000003
control__wt_glc__2,0.042303964900000005,-0.027349796000000003
fur__wt_dpd__1,-1.0608154823,-0.511770048
fur__wt_dpd__2,-1.0681693951,-0.380181804
fur__wt_fe__1,0.2368992227,-0.18748978400000002
fur__wt_fe__2,0.4232253577,-0.107316148
fur__delfur_dpd__1,-1.150256575,-0.556028634
fur__delfur_dpd__2,-1.2941041232,-0.5229638630000001
fur__delfur_fe2__1,0.7299896091,-0.11705688800000001
fur__delfur_fe2__2,0.2269519609,-0.218000773
acid__wt_ph5__1,-0.7025496927,0.053185381000000004
acid__wt_ph5__2,-0.09722668670000001,0.084594189
acid__delgadx_ph5__1,-0.40095191020000004,0.096917552
acid__delgadw_ph5__1,-0.3116623705,0.06719950400000001
acid__delgadw_ph5__2,-0.3084189799,0.14607725600000002
acid__delgade_ph5__1,0.19277407570000002,0.25513617
acid__delgade_ph5__2,-0.035243722000000005,0.321972207
oxidative__wt_pq__1,1.8728546625,-0.33695831400000004
oxidative__wt_pq__2,1.6549502529,-0.50210475
oxidative__deloxyr_pq__1,2.0746710462,0.039052955
oxidative__deloxyr_pq__2,1.9570640178,-0.055859360000000004
oxidative__delsoxr_pq__1,1.1056704857,-0.426416436
oxidative__delsoxr_pq__2,1.228066726,-0.287293212
oxidative__delsoxs_pq__1,1.2430274974,-0.24281666000000002
oxidative__delsoxs_pq__2,1.5201936838,-0.180039406
nac_ntrc__wt_csn__1,-0.2068505968,0.12469279200000001
nac_ntrc__wt_csn__2,-0.3694022981,0.125302004
nac_ntrc__wt_cytd__1,-0.6966148328,0.10619717000000001
nac_ntrc__wt_cytd__2,-0.0604999554,0.15618352500000002
nac_ntrc__wt_gln__1,0.5883869262,0.311336192
nac_ntrc__wt_gln__2,0.7365636617,0.29453865100000004
nac_ntrc__bw_delnac_csn__1,-0.7597389588,-0.08350126100000001
nac_ntrc__bw_delnac_csn__2,-1.600089367,-0.06776466
nac_ntrc__bw_delnac_cytd__1,-0.7371900111,-0.046264908
nac_ntrc__bw_delnac_cytd__2,-0.7548444144,-0.032609709
nac_ntrc__bw_delnac_gln__1,0.6951651821,-0.12178627800000001
nac_ntrc__bw_delnac_gln__2,0.1241297492,0.010535890000000001
nac_ntrc__bw_delnac_nh4__1,0.13807158220000001,-0.159082672
nac_ntrc__bw_delnac_nh4__2,-0.42656791520000004,-0.211598792
misc__wt_no_te__1,0.5121839491,-0.068860906
misc__wt_no_te__2,-0.1118158321,-0.112410703
misc__bw_delcbl__1,-0.2172569038,0.32236541700000004
misc__bw_delcbl__2,-0.0421031424,0.126484088
misc__bw_delfabr__1,0.0091113581,-0.101908362
misc__bw_delfabr__2,-0.0591925005,-0.12905845800000001
misc__bw_delfadr__1,-0.5353436419000001,0.130101976
misc__bw_delfadr__2,0.1400718014,0.107414086
misc__nitr_031__1,0.9006100914,-0.06375067100000001
omics__wt_glu__1,0.11970432010000001,0.364256784
omics__wt_glu__2,-0.6258689141,0.12079342300000001
omics__wt_gly__1,0.3054706762,0.524094005
omics__wt_gly__2,0.4895358709,0.660045788
omics__wt_thr__1,1.139359535,-0.09720437
omics__wt_thr__2,0.7075560484,0.036677572000000006
omics__bw_ac__1,1.3278192837,0.13608295
omics__bw_ac__2,1.6892106329,0.201142222
omics__bw_fum__1,0.6992368592,-0.043907544
omics__bw_fum__2,0.3534014314,-0.183739742
omics__bw_glc__1,-0.0536850674,0.067222562
omics__bw_glc__2,0.0665349871,0.212293857
omics__bw_pyr__1,4.3361636125,-0.056304312
omics__bw_pyr__2,3.2986124422,0.363131605
ompr__wt_nacl__1,-1.4999277126,-0.85119003
ompr__wt_nacl__2,-1.8875278484,-0.776527148
ompr__bw_delompr_nacl__1,-1.9602041513000001,-0.668867922
ompr__bw_delompr_nacl__2,-1.2972986996,-0.6411127600000001
minspan__wt_ade__1,0.19627119410000002,-0.7651727610000001
minspan__wt_glc__1,1.0389039164,-0.38020465400000003
minspan__wt_glc__2,1.2877487214,-0.371705919
minspan__wt_glc__3,0.5192504508,-0.410457887
minspan__wt_glc_anaero__1,1.4203536023,-0.35714755200000003
minspan__wt_glc_anaero__2,1.5548831550000002,-0.35221333400000004
minspan__wt_trp__1,0.9326969424,-0.402285985
minspan__bw_delcra_glc__1,2.3019237205,-0.49034743100000006
minspan__bw_delcra_trp__1,2.2907903559,-0.7369531880000001
minspan__bw_delmntr__1,0.5387523222,-0.14533928200000001
minspan__bw_delnac_ade__1,1.355989686,-0.787287135
minspan__bw_delnac_glc__1,1.5634494996,-0.535446033
cra_crp__wt_ac__1,0.44726894980000004,0.051478338000000005
cra_crp__wt_ac__2,0.5418105958,0.149536357
cra_crp__wt_fru__1,0.3318085362,0.3844488
cra_crp__wt_fru__2,0.3903295215,0.33343494500000004
cra_crp__delcra_ac__1,1.6237591671,-0.288405635
cra_crp__delcra_ac__2,1.5537028311999999,-0.193092026
cra_crp__delcra_fru__1,1.0067599526,0.012661096
cra_crp__delcra_fru__2,0.8414336041,0.04343549
cra_crp__delcra_glc__1,0.1373330986,0.008245493000000001
cra_crp__delcra_glc__2,0.44516473970000003,0.07488441400000001
rpoB__wt_031__1,1.0662008878,-0.30044394700000004
rpoB__wt_044__1,0.258311033,-0.057903084
rpoB__wt_lb__1,-1.2415397996,0.10091004
rpoB__wt_lb__2,-1.165604241,0.107746409
rpoB__rpoBE546V_031__1,0.4137534537,-0.488488554
rpoB__rpoBE546V_044__1,-0.0227254744,-0.188626761
rpoB__rpoBE546V_lb__1,-1.4720588531,0.194389422
rpoB__rpoBE546V_lb__2,-2.102957525,0.319500856
rpoB__rpoBE546V_glc__1,0.281427831,-0.0061627800000000005
rpoB__rpoBE672K_glc__1,-1.2645483164,-0.869020957
rpoB__rpoBE672K_glc__2,-0.5617345263,-1.014695613
rpoB__rpoBE672K_lb__1,-0.9702146752,-0.6695223680000001
rpoB__rpoBE672K_lb__2,-1.2924805355,-0.511106217
crp__wt_fru__1,-0.45471494560000003,-0.273269619
crp__wt_glyc__1,-0.1875232805,-0.373771868
crp__wt_glyc__2,-0.0226720418,-0.219375433
crp__delar1_glyc__1,-0.4697370744,-0.13381647400000002
crp__delar1_glyc__2,0.0381229436,0.11590007000000001
crp__delar1ar2_glyc__1,-0.4108539496,0.125509652
crp__delar1ar2_glyc__2,-0.3750460892,0.11667901900000001
crp__delar1ar2_glyc__3,-0.3684861391,0.253190289
crp__delar2_glyc__1,0.7355719357,0.26666926500000004
crp__delar2_glyc__2,0.43934175470000003,0.299944256
crp__delar2_glyc__3,0.6362402085000001,0.5025808190000001
crp__delcrp_fru__1,-0.12403874690000001,0.057627740000000004
crp__delcrp_fru__2,-0.5572552594,0.236280442
crp__delcrp_fru__3,-0.1683635692,0.150278978
crp__delcrp_glc__1,-0.5706320708,0.333727402
crp__delcrp_glc__2,-0.7933761895,0.20805483
crp__delcrp_glc__3,-0.7040179982,0.10711785700000001
crp__delcrp_glyc__1,-0.9034225495,0.076169716
crp__delcrp_glyc__2,-0.5437390095,-0.106793201
crp__delcrp_glyc__3,-0.4427841752,0.005841026
glu__glu_ale3__1,-0.4304906089,-0.7703064070000001
glu__glu_ale4__1,-1.6388748127000001,-0.9954012360000001
glu__glu_ale5__1,-0.5368524397000001,-0.551573785
glu__glu_ale6__1,-1.579611373,-0.905099049
glu__glu_ale8__1,-0.7649688625000001,-0.6824807580000001
glu__glu_ale9__1,-0.9835664584,-0.594395519
glu__glu_ale10__1,-0.0864963708,-0.69511883
42c__wt_42c__1,-0.8207424112,0.49032415700000004
42c__42c_ale1__1,-0.36515187390000003,-0.594031854
42c__42c_ale2__1,-1.412312854,-0.013025343
42c__42c_ale3__1,-1.3995409992,0.460009459
42c__42c_ale4__1,-1.2522421578,-0.09699006
42c__42c_ale5__1,-1.2857197193,0.07025309
42c__42c_ale6__1,-3.166869156,0.012465581000000002
42c__42c_ale8__1,-1.6150665461,-0.331748569
42c__42c_ale9__1,-2.191600154,-0.515583188
42c__42c_ale10__1,-0.7447684325,-0.19118146400000002
ssw__wt_ac__1,0.7925770903,-1.135167632
ssw__wt_glc__1,1.2623560777,-0.581458208
ssw__wt_glyc__1,-1.4978027901,-0.7999346140000001
ssw__wt_xyl__1,-0.1071067168,-0.824600361
ssw__glc_ale1__1,0.5776816199,-0.33871043100000003
ssw__glc_ale2__1,1.0094502424,-0.20987329300000002
ssw__glc_ale3__1,0.2675791884,-0.477268536
ssw__glyc_ale1__1,-0.1382803199,-0.37609053200000003
ssw__glyc_ale2__1,0.5846588604,-0.63576817
ssw__xyl_ale1__1,1.2083959926,-0.7056476230000001
ssw__xyl_ale2__1,1.3137396974,-0.44921229
ssw__xyl_ale3__1,1.7805672358,-0.18369257400000003
ssw__glc_ac_ac2__1,-0.2629807641,-1.080483072
ssw__glc_ac_glc1__1,1.1609705621,-0.371590695
ssw__glc_glyc_glc__1,0.976429575,-0.624980777
ssw__glc_glyc_glyc__1,1.6046616247,-0.583705669
ssw__glc_xyl_glc__1,0.8648257133,-0.855124737
ssw__glc_xyl_xyl__1,1.7453934544,-0.38622605200000004
ica__wt_glc__1,0.501000536,-0.57856339
ica__wt_glc__2,0.5495014420000001,-0.519153439
ica__wt_glc__3,0.285757766,-0.184922732
ica__wt_glc__4,1.3233236389,-0.596580395
ica__arg_sbt__1,0.0626192826,-0.837804553
ica__arg_sbt__2,-0.1371224801,-1.158136031
ica__cytd_rib__1,0.35674201910000003,-1.047799098
ica__cytd_rib__2,0.6651968282,-0.9538864300000001
ica__gth__1,-0.5175302887000001,-0.355880032
ica__gth__2,-1.038325296,-0.49319009700000005
ica__leu_glcr__1,0.9254243323,-0.9841583060000001
ica__leu_glcr__2,0.9636557288,-0.830233171
ica__met_glc__1,0.5684145626,-1.164109308
ica__met_glc__2,0.7580088124000001,-0.81838396
ica__no3_anaero__1,0.6103529506,-0.506209627
ica__no3_anaero__2,0.6260970898,-0.408867703
ica__phe_acgam__1,1.2865408148,-0.58090944
ica__phe_acgam__2,1.0416010678,-0.7879049340000001
ica__thm_gal__1,0.9423651891,-0.15874664800000002
ica__thm_gal__2,0.8758847758,-0.195647388
ica__tyr_glcn__1,0.8976033294,-0.766416952
ica__tyr_glcn__2,1.0295390159,-0.740616366
ica__ura_pyr__1,3.4264851081,-0.625259829
ica__ura_pyr__2,4.941061405,-0.716635821
ica__wt_glc__5,1.0763563435,-0.046027975000000006
ica__wt_glc__6,1.114113804,-0.11736805400000001
ica__bw_delpurR_cytd__1,0.9034445550000001,-0.17164706300000002
ica__bw_delpurR_cytd__2,1.1282358159,-0.09999659500000001
ica__ade_glc__1,1.1110415029,-0.026846149000000003
ica__ade_glc__2,1.0008119453,-0.039802163
ytf__wt_glc__1,1.0089154381,-0.397622823
ytf__wt_glc__2,1.3674886068,-0.17585598800000002
ytf__delyafC__1,1.2483690219,-0.263007056
ytf__delyafC__2,1.5659201295,-0.385603401
ytf__delyeiE__1,1.0273987473,0.270730174
ytf__delyeiE__2,1.1634588164,0.039329232000000006
ytf__delyiaJ__1,1.8065464648,-0.10201507800000001
ytf__delyiaJ__2,1.6133371985,-0.339001839
ytf__delyieP__1,1.4613170675,-0.300546712
ytf__delyieP__2,1.476465151,-0.085848265
ytf__wt_ph5__1,0.8341869019,-0.055709141000000004
ytf__wt_ph5__2,0.9712446397000001,-0.13070536600000002
ytf__wt_ph8__1,0.9933031174,-0.35662922
ytf__wt_ph8__2,-0.31937125720000004,-0.34792558500000004
ytf__delybaO__1,1.1117115967,-0.312498209
ytf__delybaO__2,1.2998007856,-0.265473646
ytf__delybaQ__1,1.2824524961,-0.291437021
ytf__delybaQ__2,1.5489004269,-0.22378477800000002
ytf__delybiH__1,0.8924158053000001,-0.749474788
ytf__delybiH__2,1.5750575327,-0.43414382100000004
ytf__delydcI_ph5__1,0.4882755181,-0.185170559
ytf__delydcI_ph5__2,0.4081654288,-0.281413511
ytf__delydcI_ph8__1,0.6765652951000001,-0.24905982000000002
ytf__delydcI_ph8__2,0.6300005387000001,-0.30183032400000004
ytf__delyddM__1,1.3962548482,-0.029069447
ytf__delyddM__2,1.4888092867,-0.047594522
ytf__delyheO__1,1.6744358991000001,-0.30786130100000003
ytf__delyheO__2,1.6365723781,-0.584329172
fps__bw_glc__1,1.903491426,-0.32624439
fps__bw_glc__2,1.8044159981,-0.5476380510000001
fps__fps_thrA_ale1__1,1.3224619444,-0.25444323
fps__fps_thrA_ale1__2,1.4308787855,-0.37998931700000005
fps__fps_thrA_ale2__1,2.2435604518,-0.735978295
fps__fps_thrA_ale2__2,2.4064484544,-0.43875115400000003
fps__fps_serB_ale1__1,1.5590644785999999,-0.384038965
fps__fps_serB_ale1__2,1.6960339205000001,-0.262320677
fps__fps_serB_ale4__1,1.2305542544,-0.7838227040000001
fps__fps_serB_ale4__2,1.1696720195,-0.560882097
fps__fps_ptsI_ale1__1,1.281056683,-0.737011155
fps__fps_ptsI_ale1__2,1.096318011,-0.556134134
fps__fps_ptsI_ale3__1,1.7829419537,-0.681740455
fps__fps_ptsI_ale3__2,1.5715854538,-0.811830158
pal__lyx_ale2_f6__1,0.34494875410000003,-0.46904242
pal__lyx_ale2__1,0.5026525709,-0.303833701
pal__lyx_ale2__2,0.7924921902000001,-0.276662624
pal__lyx_ale4__1,0.9551796675,-0.577316999
pal__lyx_ale4__2,0.5906925494,-0.7349018140000001
pal__5drib_ale10_f18__1,4.6598625069,-0.09048719100000001
pal__5drib_ale10_f18__2,4.419016497,-0.27993264700000003
pal__5drib_ale10__1,1.4232933284,-0.040364929
pal__arab_ale14_f9__1,1.1920252724,-0.59101777
pal__arab_ale14_f9__2,1.6392071581,-0.71432435
pal__arab_ale14__1,2.7344474691,-0.92292347
pal__arab_ale14__2,2.0384997634,-0.7100665690000001
pal__arab_ale16__1,0.6855434818,0.300085304
pal__arab_ale16__2,0.9244911694,0.056788284
pal__tartr_ale26_f10__1,-0.9296912771,-0.39398528
pal__tartr_ale26_f10__2,-0.3144743365,-0.36427630800000005
pal__tartr_ale26__1,-1.1695677795,-0.6718837590000001
pal__tartr_ale26__2,-0.3833166832,-0.7260454620000001
pal__tartr_ale28_f10__1,-0.5018862438,-0.94698425
pal__tartr_ale28_f10__2,-0.11620515420000001,-0.9269207930000001
pal__tartr_ale28__1,0.4186531589,-0.625959778
pal__tartr_ale28__2,1.1483264208,-0.9824582510000001
efeU__delmenFentC_citr__1,0.6340620906000001,-0.47291755100000005
efeU__delmenFentC_citr__2,-0.0305500231,-0.8378964090000001
efeU__delmenFentC__1,1.4826619725,-0.679541081
efeU__delmenFentC__2,1.1381118209,-0.530593654
efeU__menFentC_ale39__1,1.1802837973,-0.393651741
efeU__menFentC_ale39__2,1.2859269666,-0.45374931900000004
efeU__menFentC_ale29__1,0.6647522543000001,-0.787077597
efeU__menFentC_ale29__2,0.6045853613000001,-0.9298586560000001
efeU__menFentC_ale30__1,1.2051367989,-0.254666919
efeU__menFentC_ale30__2,0.46467709430000004,-0.198726019
efeU__menFentCubiC_ale36__1,0.8684766024,-0.09982815
efeU__menFentCubiC_ale36__2,0.7647921735000001,0.045382551
efeU__menFentCubiC_ale37__1,1.4581459747,-0.32386629100000003
efeU__menFentCubiC_ale37__2,1.2288433479,-0.332958931
efeU__menFentCubiC_ale38__1,1.0989308827,-0.17553443600000002
efeU__menFentCubiC_ale38__2,1.0571978622,-0.183910709
misc2__salc_glc__1,8.6530565321,-0.23441642000000001
misc2__salc_glc__2,7.7842748230000005,-0.030940801
misc2__dbcn_glc__1,-2.0124838378,-0.71174886
misc2__dbcn_glc__2,-1.4166544766,-0.254819567
misc2__tyr_glc__1,1.3861437524,-0.018917912000000002
misc2__tyr_glc__2,0.8511635134000001,-0.01658723
misc2__arg_cytd__1,0.3503840006,-0.101702705
misc2__arg_cytd__2,0.0109984729,-0.099429244
misc2__delyheO_pyr__1,3.2513741878999998,-0.40930776700000004
misc2__delyheO_pyr__2,3.2060735556,-0.32586892700000003
nquinone__delubiC__1,1.052794295,-0.130246365
nquinone__delubiC__2,1.31209018,-0.35365313200000004
nquinone__ubiC_ale1__1,0.9829291536,-0.11602314700000001
nquinone__ubiC_ale1__2,1.4707448520000002,0.039676538000000004
nquinone__ubiC_ale2__1,1.6157759399,-0.048712918
nquinone__ubiC_ale2__2,1.0151740162,-0.191475278
nquinone__ubiC_ale3__1,0.1486032118,-0.461467469
nquinone__ubiC_ale3__2,0.3358923159,-0.6263144730000001
nquinone__ubiC_ale4__1,1.48606403,-0.287361668
nquinone__ubiC_ale4__2,1.9349664566,0.060238493000000004
nquinone__delpdhR__1,1.6182399979,-0.655277432
nquinone__delpdhR__2,1.8423279328,-0.45460265200000005
quinone__glu_ale4__1,0.45601609130000004,-0.646451156
quinone__glu_ale4__2,-0.2014649903,-0.574422685
quinone__delmenF__1,1.0545060783,-0.436930865
quinone__delmenF__2,1.4206035981,-0.238750015
quinone__menF_ale5__1,1.2925858357,-0.478770122
quinone__menF_ale5__2,0.9033082213,-0.710840573
quinone__menF_ale6__1,0.9999641639000001,-0.58860417
quinone__menF_ale6__2,1.3397696989,-0.645658354
quinone__menF_ale7__1,1.1514777999999999,-0.5770226900000001
quinone__menF_ale7__2,1.1051183703,-0.624853369
quinone__menF_ale8__1,1.7250081555999999,-0.7624372610000001
quinone__menF_ale8__2,1.3699695574000001,-0.6179993960000001
quinone__delmenFubiC__1,1.3817764003000002,-0.16819904800000002
quinone__delmenFubiC__2,1.2939018066,-0.171732782
quinone__menFubiC_ale1__1,0.0072941999,-0.6434125270000001
quinone__menFubiC_ale1__2,0.5799428642000001,-0.681966921
quinone__menFubiC_ale2__1,0.27806645280000003,-0.818222718
quinone__menFubiC_ale2__2,0.0991651124,-0.71579998
quinone__menFubiC_ale3__1,0.7402487322,-0.25391287300000004
quinone__menFubiC_ale3__2,0.1492695826,-0.39714675
quinone__menFubiC_ale4__1,1.0492461284,-0.286877794
quinone__menFubiC_ale4__2,1.1866877291,-0.40553680400000003
oxyR__wt_glc__1,0.456589958,-0.28079088
oxyR__wt_glc__2,0.7729679565,-0.201614013
oxyR__wt_h2o2__1,0.4768623919,-0.31648051800000004
oxyR__wt_h2o2__2,0.9693537475,0.027509659000000002
oxyR__glu_ale4__1,0.3804670089,-0.23147862
oxyR__glu_ale4__2,0.5032583838,-0.324619398
oxyR__glu_ale4_h2o2__1,0.4304671042,-0.173327538
oxyR__glu_ale4_h2o2__2,0.6856620884,-0.22281798800000002
oxyR__oxyR_ale17__1,0.4457925526,0.044881087
oxyR__oxyR_ale17__2,-0.20096555030000002,0.104581879
oxyR__oxyR_ale17_h2o2__1,0.5664167079,0.18553390800000003
oxyR__oxyR_ale17_h2o2__2,0.11226133240000001,0.171335976
oxyR__oxyR_ale18__1,-0.45432774870000003,-0.10840318
oxyR__oxyR_ale18__2,0.1759556461,-0.108912278
oxyR__oxyR_ale18_h2o2__1,0.6907810160000001,0.1768244
oxyR__oxyR_ale18_h2o2__2,1.1238719215,0.08514482
oxyR__oxyR_ale19__1,-0.5832793409,-0.26671015400000003
oxyR__oxyR_ale19__2,-0.3239200406,0.11341142800000001
oxyR__oxyR_ale19_h2o2__1,-0.1485179373,-0.349269143
oxyR__oxyR_ale19_h2o2__2,-0.12918193520000001,-0.281310249
oxyR__oxyR_ale20__1,0.3474121739,-0.22402825
oxyR__oxyR_ale20__2,-0.2023590015,-0.309312335
oxyR__oxyR_ale20_h2o2__1,0.2000786252,0.07521485600000001
oxyR__oxyR_ale20_h2o2__2,0.24653854360000002,0.17018592400000002
svns_pgi__BmePgi24_15__1,0.6142902998,-0.200868968
svns_pgi__BmePgi24_15__2,0.5673591892000001,-0.163763446
svns_pgi__BmePgi24_26__1,1.0532065276,-0.23060259700000002
svns_pgi__BmePgi24_26__2,0.8579018413,-0.38594026000000003
svns_pgi__BmePgi24_41__1,1.5417852206,0.00588386
svns_pgi__BmePgi24_41__2,0.8352433963,-0.16443863
svns_pgi__BmePgi24_52__1,0.9047371350000001,-0.122418048
svns_pgi__BmePgi24_52__2,0.6847752805,-0.20305905900000001
svns_pgi__PaePgi2_34__1,0.13136017760000002,-0.11653929800000001
svns_pgi__PaePgi2_34__2,-0.2984483221,-0.261757472
svns_pgi__PaePgi2_63__1,0.25548807760000003,-0.260235227
svns_pgi__PaePgi2_63__2,0.3683379717,0.027317921000000002
svns_pgi__PaePgi24_54__1,-0.0610808309,0.129770026
svns_pgi__PaePgi24_54__2,0.5597993183000001,0.196544199
svns_pgi__PaePgi24_90__1,0.0433673916,-0.107781915
svns_pgi__PaePgi24_90__2,0.5867634423,-0.025135932000000003
abx_media__m9_ctrl__1,0.3817342648,-1.161893426
abx_media__m9_ctrl__2,0.0841220237,-0.872608519
abx_media__rpmi_ctrl__1,-0.5022452931,-2.37857828
abx_media__rpmi_ctrl__2,-2.4286567249,-1.975770495
abx_media__camhb_ctrl__1,0.5742632384,-1.605618875
abx_media__camhb_ctrl__2,0.4322365589,-1.413606554
abx_media__m9_mero__1,1.6385176164000002,-1.219567775
abx_media__m9_mero__2,1.0976673452,-1.081994124
abx_media__rpmi_mero__1,0.0244640878,-2.051029011
abx_media__rpmi_mero__2,-0.1306338886,-2.067940004
abx_media__camhb_mero__1,1.3147730578,-1.658163163
abx_media__camhb_mero__2,1.046257627,-1.648332049
abx_media__m9_trisulf__1,0.6926951324,-0.936461277
abx_media__m9_trisulf__2,-0.5124230363,-1.021408407
abx_media__rpmi_trisulf__1,0.7568258933,-1.234010755
abx_media__rpmi_trisulf__2,1.0276302865,-1.53952101
abx_media__camhb_trisulf__1,1.2374623035,-1.049154281
abx_media__camhb_trisulf__2,0.7901810731000001,-1.395848411
abx_media__m9_cef__1,0.119417192,-1.023967764
abx_media__m9_cef__2,-0.5166793999,-1.351842531
abx_media__rpmi_cef__1,0.0184417565,-1.5267031210000002
abx_media__rpmi_cef__2,0.3224480612,-1.795204468
abx_media__camhb_cef__1,0.4357754339,-0.7845497220000001
abx_media__camhb_cef__2,0.8315927796,-0.9974780240000001
abx_media__m9_cipro__1,-0.569645446,-1.20370676
abx_media__m9_cipro__2,-0.7254214447,-1.549971586
abx_media__rpmi_cipro__1,1.1978034012,-1.23444476
abx_media__rpmi_cipro__2,0.9318300499000001,-1.435188361
abx_media__camhb_cipro__1,0.6694570830000001,-1.326687937
abx_media__camhb_cipro__2,0.8640086684,-1.324409163
hot_tale__42c_ale3_30c__1,0.7454068801,-1.005795708
hot_tale__42c_ale3_30c__2,0.5935689929,-1.154199516
hot_tale__42c_ale3_37c__1,0.054021501000000006,-0.30748528
hot_tale__42c_ale3_37c__2,0.38169664410000004,-0.45846846
hot_tale__42c_ale3_44c__1,1.0632775887,0.5837299410000001
hot_tale__42c_ale3_44c__2,1.1136444131,0.500081415
hot_tale__hot_ale3_mid_30c__1,1.0493803903,-0.220299135
hot_tale__hot_ale3_mid_30c__2,0.9652286883000001,-0.705715294
hot_tale__hot_ale3_mid_37c__1,0.2759410489,-0.21459608100000002
hot_tale__hot_ale3_mid_37c__2,0.8318644671000001,-0.556875201
hot_tale__hot_ale3_mid_44c__1,1.5197514101,0.38452457
hot_tale__hot_ale3_mid_44c__2,0.6948397054000001,0.587666879
hot_tale__hot_ale3_30c__1,1.4326250864,-0.537441197
hot_tale__hot_ale3_30c__2,1.6432356209,-0.62643785
hot_tale__hot_ale3_37c__1,1.0159743315,-0.044948442000000005
hot_tale__hot_ale3_37c__2,0.9848042534,0.101538187
hot_tale__hot_ale3_44c__1,1.3218459753,0.666772275
hot_tale__hot_ale3_44c__2,1.2546426614000001,0.7403616040000001
hot_tale__hot_ale4_30c__1,0.46852854330000004,-0.9471739920000001
hot_tale__hot_ale4_30c__2,0.1341642372,-0.941460629
hot_tale__hot_ale4_37c__1,0.20583192600000003,-0.26515150200000004
hot_tale__hot_ale4_37c__2,0.342844168,-0.17604123200000002
hot_tale__hot_ale4_44c__1,0.36586566940000004,0.7636022680000001
hot_tale__hot_ale4_44c__2,0.5190969549000001,0.668444036
hot_tale__hot_ale8_30c__1,0.5031024177,-0.404624872
hot_tale__hot_ale8_30c__2,1.2387776913,-0.388026123
hot_tale__hot_ale8_37c__1,0.0996322723,0.30793177600000005
hot_tale__hot_ale8_37c__2,0.6552324183,0.12540597
hot_tale__hot_ale8_44c__1,0.5175841315,1.157793397
hot_tale__hot_ale8_44c__2,0.16241106160000002,1.040322548
hot_tale__hot_ale9_mid_30c__1,2.0258253596,-0.6762318340000001
hot_tale__hot_ale9_mid_30c__2,1.8437588719,-0.353664244
hot_tale__hot_ale9_30c__1,1.1650983494,-0.748469099
hot_tale__hot_ale9_30c__2,1.0955887075,-1.037964743
hot_tale__hot_ale9_mid_37c__1,0.6577369825,-0.301531123
hot_tale__hot_ale9_mid_37c__2,0.6886869793,-0.432040617
hot_tale__hot_ale9_37c__1,0.8904699258000001,-0.253310231
hot_tale__hot_ale9_37c__2,0.5880670579,-0.17176918700000002
hot_tale__hot_ale9_mid_44c__1,0.7716821967,0.648177666
hot_tale__hot_ale9_mid_44c__2,1.3028877748,0.6302886560000001
