,A,FleQ
Carbon:Citrate:2.0,-3.512404695548907,1.0331176314999997
Carbon:Citrate:3.0,-3.608244616370921,0.6034723765000001
Carbon:Ferulate:1.0,-0.9264876718809848,0.2131817864999998
Carbon:Ferulate:2.0,0.092417423309765,0.1396910454999993
Carbon:Ferulate:3.0,-0.7471425788904261,0.0760432514999998
Carbon:Glucose:1.0,-0.50038368658577,-0.1326308525000001
Carbon:Glucose:2.0,0.5003836865864573,0.1326308524999992
Carbon:Serine:1.0,-3.259180710092819,0.6376930654999997
Carbon:Serine:2.0,-4.655627159823886,0.4691324564999997
Carbon:Serine:3.0,-2.2632232041391016,0.4101264964999993
Carbon2:Glucose:1.0,0.0431261800338288,-0.0026531860000007
Carbon2:Glucose:2.0,0.4924420871571591,0.0160658209999997
Carbon2:Glucose:3.0,-0.535568266537881,-0.0134126350000007
Carbon2:Coumarate:1.0,0.4568688073241071,-0.0506874450000003
Carbon2:Coumarate:2.0,-1.3152329310875972,-0.0338945060000002
Carbon2:Coumarate:3.0,0.0664784104661704,-0.0556702780000009
Crc:Control:1.0,-1.2751613606554353,0.0105992785000008
Crc:Control:2.0,1.27516136018772,-0.010599278499999
Crc:Del_crc:1.0,-1.4969186347689691,-0.0647902664999993
Crc:Del_crc:2.0,-0.4884987163274834,-0.0091793915
Crc:Del_crcZ_crcY:1.0,-2.2206778708827373,0.0486100844999999
Crc:Del_crcZ_crcY:2.0,-4.865709503115587,-0.0472156444999996
FinR:Control:1.0,-0.3272705486263769,0.0236657643333337
FinR:Control:2.0,-0.2083666991430144,-0.0092093606666665
FinR:Control:3.0,0.5356372473265574,-0.0144564036666663
FinR:Del_finR:1.0,-2.193171756543661,-0.214384295666667
FinR:Del_finR:2.0,-3.54022310164628,-0.4298567516666667
FinR:Del_finR:3.0,-2.510413831603071,-0.1906784656666662
FleQ:Del_fleQ:1.0,-1.896128503353024,-6.707498140666667
FleQ:Del_fleQ:2.0,-2.1529696710956783,-6.938219902666667
FleQ:Del_fleQ:3.0,-1.509585508605789,-6.938219902666667
FleQ:OE_wspR:1.0,-1.3141573630157417,-0.7803840646666673
FleQ:OE_wspR:2.0,-1.9209164902812188,-0.7910112736666672
FleQ:Control:1.0,0.528778619363537,-0.0144552896666665
FleQ:OE_wspR:3.0,-1.650702499891406,-0.7641986826666667
FleQ:Control:2.0,-0.3402999627375416,0.0236653603333332
FleQ:Control:3.0,-0.1884786569291166,-0.0092100706666666
Fuel:Butanol:1.0,-8.1261972898645,0.6441771499999991
Fuel:Butanol:2.0,-7.52011373675455,0.6622961329999999
Fuel:Control:1.0,0.1639517414434281,0.0116371409999995
Fuel:Control:2.0,-0.1639517404151444,-0.0116371409999995
Fuel:Isopentanol:1.0,-0.3535504060088201,-0.9177265850000004
Fuel:Isopentanol:2.0,-1.629196153412229,-0.441415052
Glycolaldehyde:Glycolaldehyde:1.0,5.260854337763497,-0.3858406565000001
Glycolaldehyde:Control:1.0,-0.4792294384954095,-0.0807890315000001
Glycolaldehyde:Glycolaldehyde:2.0,3.91876528660544,-0.6470925584999998
Glycolaldehyde:Control:2.0,0.4792294384788201,0.0807890315000001
HNS_protein:Control_ex:1.0,0.8222283189618801,-0.0558073125000007
HNS_protein:Del_turB_ex:1.0,-7.544813127145513,-0.6426424574999992
HNS_protein:Del_turB_ex:2.0,-16.396990629816273,0.1273100454999998
HNS_protein:WT_pCAR1_ex:1.0,-14.225028765762366,-0.2454408704999995
HNS_protein:WT_pCAR1_Del_turA_ex:1.0,-15.682459379628858,-0.1879898294999993
HNS_protein:WT_pCAR1_Del_turA_st:1.0,-13.120067772299128,-0.0942473074999998
HNS_protein:WT_pCAR1_Del_turA_ex:2.0,-15.406338432591172,-0.2317055175
HNS_protein:WT_pCAR1_Del_turA_st:2.0,-12.457100673252848,-0.0516608825000002
HNS_protein:WT_pCAR1_ex:2.0,-14.296897499159057,-0.1448440145000002
HNS_protein:WT_pCAR1_Del_turB_ex:1.0,-13.347124556795862,0.0234967395000005
HNS_protein:WT_pCAR1_Del_turB_st:1.0,-11.907742111204112,0.0331323455000003
HNS_protein:WT_pCAR1_Del_turB_ex:2.0,-13.577249917835566,-0.0375536744999998
HNS_protein:WT_pCAR1_Del_pmr_ex:1.0,-16.318497821025275,-0.1505026054999998
HNS_protein:WT_pCAR1_Del_pmr_ex:2.0,-14.419952420007592,0.1304047975000006
HNS_protein:WT_pCAR1_Del_turB_st:2.0,-13.111354555968983,0.2764426375000006
HNS_protein:Control_ex:2.0,-0.8222283190361966,0.0558073125000007
HNS_protein:WT_Del_turA_ex:1.0,-10.20427365333601,-0.7118148474999995
HNS_protein:WT_Del_turA_ex:2.0,-7.953685582587806,-0.5510168414999992
Mobile_gene:2737_exp:1.0,0.5184766954838126,-0.1374411392499999
Mobile_gene:2737_exp:2.0,0.4267199319532497,0.0591348697500002
Mobile_gene:2737_exp:3.0,-0.3734618237918865,0.0689212467499995
Mobile_gene:2737_exp:4.0,-0.5717348029541772,0.00938502275
Mobile_gene:2737_reg:1.0,-2.363045094525373,-0.1850870332500003
Mobile_gene:2737_reg:2.0,-3.0193245303316223,-0.1840235232500005
Mobile_gene:2737_reg:3.0,-2.5355609834392228,-0.0861629492500002
Mobile_gene:2737_reg:4.0,-2.2379427809471086,-0.14204421225
Mobile_gene:3227_exp:1.0,2.390705952590376,0.1644721587499997
Mobile_gene:3227_exp:2.0,3.850341643212518,0.1115401867500001
Mobile_gene:3227_exp:3.0,3.4416737658366303,-0.0796846552500003
Mobile_gene:3227_exp:4.0,3.9102228091336726,0.0286271837500002
Mobile_gene:3227_reg:1.0,-2.9723003816274405,-0.1710325452500001
Mobile_gene:3227_reg:2.0,-4.5102802330829785,-0.1084582472499997
Mobile_gene:3227_reg:3.0,-4.333337986081512,-0.0344494842500004
Mobile_gene:3227_reg:4.0,-3.8490008865719534,-0.1411861652499997
Mobile_gene:mfsR_exp:1.0,-2.633299387008833,-0.4170849922500004
Mobile_gene:mfsR_exp:2.0,-3.1423009786799354,-1.0033411472500005
Mobile_gene2:Condition1:1.0,-1.33588440691725,-0.1009856285000001
Mobile_gene2:Condition1:2.0,-0.801798404377734,0.1486152724999989
Mobile_gene2:Condition2:1.0,0.286680864653033,-0.129482276500001
Mobile_gene2:Condition2:2.0,0.7295050585825475,-0.0273816245000002
Mobile_gene2:Condition2:3.0,-0.7313750327168068,0.1630619974999998
Mobile_gene2:Condition2:4.0,-0.2848108905406205,-0.0061980965000003
Muconate:CJ522_fructose:1.0,-4.752974303012086,-0.039000469666667
Muconate:CJ522_fructose:2.0,-2.610845082857292,0.018026169333333
Muconate:CJ522_fructose:3.0,-3.644740045303469,-0.219450442666667
Muconate:CJ522_fructose_glucose:1.0,-3.928414684821157,-0.2987258556666665
Muconate:CJ522_fructose_glucose:2.0,-3.946040984019016,-0.4788819356666671
Muconate:CJ522_fructose_glucose:3.0,-6.415728995828621,-0.2122811686666672
Muconate:CJ522_fructose_glucose_gluconate:1.0,-3.241914453345575,-0.2890209646666672
Muconate:CJ522_fructose_glucose_gluconate:2.0,-3.134931936589934,-0.3001038426666671
Muconate:CJ522_fructose_glucose_gluconate:3.0,-2.9549611699211686,-0.1481193616666667
Muconate:CJ522_glucose_gluconate:1.0,-4.4450353308366,0.0540239923333327
Muconate:CJ522_glucose_gluconate:2.0,-3.2275696208220923,0.0005006583333333
Muconate:CJ522_glucose_gluconate:3.0,-3.245636064151712,0.1957802083333328
Muconate:CJ522_gluconate:1.0,2.390198868792312,-0.1208065236666664
Muconate:CJ522_gluconate:2.0,4.509932404368755,-0.3715770136666672
Muconate:CJ522_gluconate:3.0,3.530118176363098,0.051171832333333
Muconate:CJ522_glucose:1.0,-4.77214802026935,-0.0508175996666668
Muconate:CJ522_glucose:2.0,-3.7210942810786687,-0.0830258666666665
Muconate:CJ522_glucose:3.0,-5.428252508032496,-0.1897903176666666
Muconate:GB032_fructose:1.0,1.1889257830405375,-0.2252655926666671
Muconate:GB032_fructose:2.0,3.103004991227593,-0.2921075296666666
Muconate:GB032_fructose:3.0,2.8327352296776764,-0.2624824736666671
Muconate:GB032_fructose_glucose:1.0,-3.8870306029130735,0.2841086483333335
Muconate:GB032_fructose_glucose:2.0,-2.604406568131572,-0.272942825666667
Muconate:GB032_fructose_glucose:3.0,-4.56548888710393,-0.0697719866666668
Muconate:GB032_fructose_glucose_gluconate:1.0,-4.931397286838067,-0.1211024246666667
Muconate:GB032_fructose_glucose_gluconate:2.0,-4.146137847952177,0.1700803923333333
Muconate:GB032_fructose_glucose_gluconate:3.0,-4.893484636827983,-0.1421197176666666
Muconate:GB032_glucose_gluconate:1.0,-1.028479708518364,-0.2087045436666672
Muconate:GB032_glucose_gluconate:2.0,-5.495838034552892,0.4161644593333333
Muconate:GB032_glucose_gluconate:3.0,-3.305259683455597,0.0033546753333331
Muconate:GB032_gluconate:1.0,-2.228588921573051,-0.1237604026666669
Muconate:GB032_gluconate:2.0,-2.659752407022026,0.0564623973333331
Muconate:GB032_gluconate:3.0,-3.309364641292273,0.1688720013333329
Muconate:GB032_glucose:1.0,-3.548994700434694,0.123453742333333
Muconate:GB032_glucose:2.0,-7.406415082319619,-0.064710006666667
Muconate:GB032_glucose:3.0,-3.3250247579566325,-0.0314611006666671
Muconate:GB045_fructose:1.0,0.6984057172320938,1.3145367673333324
Muconate:GB045_fructose:2.0,0.2102715091352214,1.4517065453333329
Muconate:GB045_fructose:3.0,-2.8410130869178105,1.2643058973333323
Muconate:GB045_fructose_glucose:1.0,-0.7724032553551227,1.2425206543333325
Muconate:GB045_fructose_glucose:2.0,-2.9249243413941217,1.0032191493333338
Muconate:GB045_fructose_glucose_gluconate:1.0,-1.998361077145562,1.5613599103333329
Muconate:GB045_fructose_glucose_gluconate:2.0,-0.4257921799195234,1.0726405913333332
Muconate:GB045_fructose_glucose_gluconate:3.0,-1.5563737778416515,1.4987055933333329
Muconate:GB045_glucose_gluconate:1.0,-6.104592877106615,1.1305367323333335
Muconate:GB045_glucose_gluconate:2.0,-4.68593379436679,1.2360804453333332
Muconate:GB045_glucose_gluconate:3.0,-5.065304523646799,1.3318302933333337
Muconate:GB045_gluconate:1.0,-3.252455694237932,1.2417567243333325
Muconate:GB045_gluconate:2.0,-1.89843269118318,1.4287745173333333
Muconate:GB045_gluconate:3.0,-2.7385472915729965,1.5325362343333326
Muconate:GB045_glucose:1.0,-6.5231794994617385,1.1932280283333323
Muconate:GB045_glucose:2.0,-6.779759142107469,1.3051201263333327
Muconate:GB045_glucose:3.0,-4.118280158462792,0.8995397503333331
Muconate:GB062_fructose:1.0,-4.06047587243803,-0.1309507126666664
Muconate:GB062_fructose:2.0,-4.293036692860307,-0.3179709736666671
Muconate:GB062_fructose:3.0,-1.6631480041843452,0.3171000803333328
Muconate:GB062_fructose_glucose:1.0,-4.093073981259698,-0.1684209406666665
Muconate:GB062_fructose_glucose:2.0,-2.924552500801564,-0.191106814666667
Muconate:GB062_fructose_glucose:3.0,-3.062854113984414,-0.2855299806666664
Muconate:GB062_fructose_glucose_gluconate:1.0,-3.903410498656922,-0.1194067836666672
Muconate:GB062_fructose_glucose_gluconate:2.0,-5.360189365423293,-0.0980520096666666
Muconate:GB062_fructose_glucose_gluconate:3.0,-2.9560996634261643,-0.3373595586666669
Muconate:GB062_glucose_gluconate:1.0,-3.7193633405790543,0.0519709183333327
Muconate:GB062_glucose_gluconate:2.0,-3.5486454652981627,-0.0231413766666666
Muconate:GB062_glucose_gluconate:3.0,-3.7424284258339098,-0.1860460926666665
Muconate:GB062_gluconate:1.0,0.40959444495378,-0.0931790806666672
Muconate:GB062_gluconate:2.0,2.601898599220628,-0.048380199666667
Muconate:GB062_gluconate:3.0,4.148079634972516,-0.0508360416666668
Muconate:GB062_glucose:1.0,-3.092928548737396,0.2132486803333328
Muconate:GB062_glucose:2.0,-2.895865512666411,0.0102303203333331
Muconate:GB062_glucose:3.0,-2.321960910328777,-0.0372325556666668
Muconate:KT2440_fructose:1.0,0.2693591164550524,0.586762390333333
Muconate:KT2440_fructose:2.0,-1.8799295233171265,0.5917439403333331
Muconate:KT2440_fructose:3.0,-0.8636569915302136,0.2439006343333334
Muconate:KT2440_fructose_glucose:1.0,-2.088180966057272,-0.7463188926666673
Muconate:KT2440_fructose_glucose:2.0,-2.7971106564433548,-0.3561144696666671
Muconate:KT2440_fructose_glucose:3.0,-1.6932600061359926,-0.6901478536666668
Muconate:KT2440_fructose_glucose_gluconate:1.0,0.575561432813265,-0.4128641936666666
Muconate:KT2440_fructose_glucose_gluconate:2.0,3.932973108697479,-0.270955070666667
Muconate:KT2440_fructose_glucose_gluconate:3.0,0.6511746733953083,-0.6129126206666671
Muconate:KT2440_glucose_gluconate:1.0,4.129725532418409,-0.6734712526666673
Muconate:KT2440_glucose_gluconate:2.0,5.814012164538889,0.1499725203333328
Muconate:KT2440_glucose_gluconate:3.0,1.890258369350741,-0.4316411636666668
Muconate:KT2440_gluconate:1.0,5.205045442888827,-0.0620336826666667
Muconate:KT2440_gluconate:2.0,10.042627156346445,-0.8394781926666672
Muconate:KT2440_gluconate:3.0,3.4050418076662443,-0.2780673126666668
Muconate:KT2440_glucose:1.0,0.5835103386485843,0.3561623233333328
Muconate:KT2440_glucose:2.0,-0.3397134451918607,-0.1797676956666665
Muconate:KT2440_glucose:3.0,-0.2437968947313017,-0.1763946276666672
Multistress:Control:1.0,0.2890958283681871,-0.0088966299999997
Multistress:Control:2.0,-0.0159878662921849,-0.0297280819999992
Multistress:Control:3.0,-0.2731079640856616,0.0386247120000007
Multistress:NaCl_7min:1.0,-1.925235382827146,-0.7906325359999995
Multistress:NaCl_60min:1.0,-1.0054758171048823,-1.9409522549999991
Multistress:NaCl_7min:2.0,-3.507178225821755,-0.6476044589999992
Multistress:NaCl_60min:2.0,0.5642199988412713,-1.9863703229999992
Multistress:NaCl_7min:3.0,-2.3542224058182537,-0.5243022649999993
Multistress:NaCl_60min:3.0,-0.8226606086652886,-2.216631949999999
Multistress:Imipenem_7min:1.0,0.2642581117065504,0.0787129820000007
Multistress:Imipenem_60min:1.0,-4.018669852649126,-0.8217995339999993
Multistress:Imipenem_7min:2.0,-1.6467216543456484,-0.616363677999999
Multistress:Imipenem_60min:2.0,-4.395013214871508,-0.1141022389999992
Multistress:Imipenem_7min:3.0,-1.2914591190379474,-0.523594941999999
Multistress:Imipenem_60min:3.0,-3.7328089326076377,0.2129507650000004
Multistress:H2O2_7min:1.0,1.7902562948947514,0.6731852060000003
Multistress:H2O2_60min:1.0,-2.046296692747484,0.8622150330000009
Multistress:H2O2_7min:2.0,-2.2316928117186547,-0.0113557669999995
Multistress:H2O2_60min:2.0,-1.6454171903367665,1.2178964820000011
Multistress:H2O2_7min:3.0,0.6638863788888806,0.3738243310000007
Multistress:H2O2_60min:3.0,-1.810365262565381,1.6957940760000012
Myristic_acid:Control:1.0,-0.3353134044625366,-0.2084188769999997
Myristic_acid:Control:2.0,-0.4375208287202815,0.1452460270000006
Myristic_acid:Control:3.0,0.7728342336357085,0.0631728499999999
Myristic_acid:Myristic_acid:1.0,1.8939381393591628,0.2309582460000001
Myristic_acid:Myristic_acid:2.0,1.5639307499178017,0.2971767820000002
Myristic_acid:Myristic_acid:3.0,2.483267771491724,0.3954144390000005
Phase:WT_Tr:1.0,-10.012073325094502,0.5441760919999998
Phase:WT_Tr:2.0,-10.395342978942592,0.6272141810000003
Phase:WT_Ex:1.0,1.4410998689964547,0.1779189219999999
Phase:WT_Ex:2.0,-1.4410998692950323,-0.1779189219999999
Phase:WT_Tr:3.0,-6.614584052098836,-0.4373581929999997
Phase:WT_Tr:4.0,-8.624974033318479,-0.1309789639999996
Phase:WT_St:1.0,3.7535013098449785,0.3247437480000004
Phase:WT_St:2.0,0.7796988496527137,0.2882955050000007
RelA:Control:1.0,3.1815940205706084,-0.2225720036666665
RelA:Control:2.0,-0.4979358724768646,0.0539674403333343
RelA:Control:3.0,-2.6836581475353984,0.1686045633333339
RelA:Del_relA:1.0,4.812613257941764,-0.1396465826666659
RelA:Del_relA:2.0,5.369280436307378,-0.054513163666666
RelA:Del_relA:3.0,4.4403152282324205,-0.0497111026666665
RelA:Del_relA_lignin:1.0,6.433982272257754,0.3053003823333338
RelA:Del_relA_lignin:2.0,4.615828736468348,0.4180883453333344
RelA:Del_relA_lignin:3.0,2.572195997991229,0.5193089353333331
Zn:Zn_ion:1.0,1.6394449357932508,0.7125968473333337
Zn:Zn_ion:2.0,1.8372426782511773,0.7135453643333332
Zn:Zn_ion:3.0,2.679115368209292,0.5599685433333335
Zn:Control:1.0,0.0239539348208083,0.0279633923333335
Zn:Control:2.0,0.0034168215742725,-0.0164291566666658
Zn:Control:3.0,-0.0273707573616977,-0.0115342356666658
ZnO:Control:1.0,-1.5704371095625085,-0.1358282504999994
ZnO:Control:2.0,1.5704371096331065,0.1358282504999994
ZnO:Nano:1.0,-1.951853760145604,-0.2808242004999997
ZnO:Nano:2.0,-2.9528445773455445,-0.1420566635
ZnO:Nano:3.0,-0.757814632042683,-0.0268764964999999
ZnO:Zn_ion:1.0,-2.155750216884517,-0.1783058215000004
ZnO:Zn_ion:2.0,-3.378721144800056,-0.2719949605000007
ZnO:Zn_ion:3.0,0.3706451759583187,0.1973435375000001
