,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A,rep9_idx,rep9_A,rep10_idx,rep10_A,rep11_idx,rep11_A,rep12_idx,rep12_A,rep13_idx,rep13_A,rep14_idx,rep14_A,rep15_idx,rep15_A,rep16_idx,rep16_A,rep17_idx,rep17_A,rep18_idx,rep18_A,rep19_idx,rep19_A,rep20_idx,rep20_A,rep21_idx,rep21_A
12,WT_vs_Del_dahA__THY_None_WT_early-stationary,-9.264624686166668,2.8851903089956306,6.0,77.0,-6.6528173842000005,78.0,-6.5298109552,79.0,-7.4164907265,87.0,-10.7875944591,89.0,-10.4420146251,91.0,-13.7590199669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,WT_vs_Del_dahA__THY_None_Del_dahA_mid-exponential,0.1665594165333333,0.8593313898567666,3.0,80.0,-0.2103440556,82.0,1.1499377323,84.0,-0.43991542710000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,WT_vs_Del_dahA__THY_None_Del_dahA_early-stationary,-15.615567100733331,0.2889077486035592,3.0,81.0,-15.3114674369,83.0,-15.6488304307,85.0,-15.8864034346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,WT_vs_Del_fabT__THY_35°C_WT_mid-exponential_OD1.0,3.700743415417188e-17,1.3913127551993925,3.0,92.0,-0.8794782898,93.0,1.6040585324,94.0,-0.7245802426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,WT_vs_Del_fabT__THY_35°C_Del_fabT_mid-exponential_OD1.0,11.512652334666667,0.3234177112131613,3.0,95.0,11.2000165972,96.0,11.8458690097,97.0,11.4920713971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,WT_vs_Del_fabT__THY_40°C_WT_mid-exponential_OD1.0,-1.0521302057,0.7345909137331379,3.0,98.0,-0.7202092085,99.0,-0.5420765408,100.0,-1.8941048677999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,WT_vs_Del_fabT__THY_40°C_Del_fabT_mid-exponential_OD1.0,9.700581571966667,0.9845999534012138,3.0,101.0,8.5757245913,102.0,10.4060472883,103.0,10.1199728363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,WT_vs_Del_fabT__THY_35°C_WT_stationary,-6.048816331333334,1.5830398513309043,3.0,104.0,-7.3354800226,105.0,-6.5299343868,106.0,-4.2810345846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,WT_vs_Del_fabT__THY_35°C_Del_fabT_stationary,12.551684224366667,0.16109727446122057,3.0,107.0,12.5357411495,108.0,12.3991512584,109.0,12.7201602652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,WT_vs_Del_fabT__THY_40°C_WT_stationary,-7.072221831166668,0.3180103382489265,3.0,110.0,-7.164328466,111.0,-7.3340123883,112.0,-6.7183246392000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,WT_vs_Del_fabT__THY_40°C_Del_fabT_stationary,12.129874406533332,1.2288978990043022,3.0,113.0,10.7128338977,114.0,12.9031031876,115.0,12.7736861343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
