,A,NarL
ecoli_00109,15.3842976772,1.0605303565
ecoli_00110,0.0002422344,0.4460130265
ecoli_00111,0.3846606167,0.4088875745
ecoli_00112,1.2133672032,0.49741272750000004
ecoli_00113,10.8640783968,1.2369219455
ecoli_00114,10.633023057399999,0.8874602845
ecoli_00115,10.249901042,1.0767604395
ecoli_00116,1.1429485034,0.5996688085
ecoli_00117,1.1245913839,0.5703166005
ecoli_00118,1.6681328782,0.5036175315
ecoli_00119,0.4887578353,0.2273135155
ecoli_00120,1.5248002258,0.3345255855
ecoli_00121,0.6441632343,0.4058469045
ecoli_00122,0.2117156876,0.45000584450000003
ecoli_00123,0.6495209011,0.3381277485
ecoli_00124,0.23556959360000002,0.4754143025
ecoli_00125,6.3519104861,-0.44286999250000003
ecoli_00126,-0.7959345922000001,-0.24612490250000002
ecoli_00127,0.4664830643,-0.6606236855000001
ecoli_00128,-1.2217891668,-0.7887084075
ecoli_00129,8.3684634392,0.2722742915
ecoli_00130,4.783763877,-0.2739036005
ecoli_00131,4.2397068905,-0.7454388865
ecoli_00132,3.4401981935,-0.06704781850000001
ecoli_00133,7.7376268529,0.1811508085
ecoli_00134,-0.0058369611,-0.33061188150000004
ecoli_00135,-0.981432497,-0.1838051575
ecoli_00136,0.8650076289,0.4484809985
ecoli_00137,-1.1676019982,0.3130631115
ecoli_00138,7.8570876448,-0.0491828225
ecoli_00139,8.0157674418,-0.0929014225
ecoli_00140,-0.5287909159,-0.057507773500000005
ecoli_00141,8.5313488724,-0.0087915435
ecoli_00142,-1.0070162229,-0.8583090595
ecoli_00143,-1.2778535903,0.0038348415
ecoli_00144,0.6070124015,-0.7905101045
ecoli_00145,-0.8281341058,-0.6531480725000001
ecoli_00146,-1.3425128806,-0.5733266405
ecoli_00147,2.8372250723,-0.3617682765
ecoli_00148,2.9864800213000002,-0.3872335415
ecoli_00149,0.332409911,-0.0020606385000000002
ecoli_00150,2.4602464578,-0.3970384555
ecoli_00151,5.1217309359,-0.6818209105
ecoli_00152,4.3017389313,-0.3424025365
ecoli_00153,1.3386370348,-0.08376697150000001
ecoli_00154,1.3602225796,-0.4176094645
ecoli_00155,0.0876236481,-0.8176861595
ecoli_00157,2.4711346787,-0.3219710435
ecoli_00158,4.2008035112,-0.3884504295
ecoli_00159,2.7090201498,-1.3542981185
ecoli_00160,-0.6873961692,-0.40380162550000004
ecoli_00169,-0.0669677026,-1.2482984155
ecoli_00170,1.8016167974,-1.0586845325
ecoli_00171,-0.16213033470000002,-0.7520441115000001
ecoli_00172,-0.2697059428,-0.8188419215
ecoli_00173,7.0740644685,-0.28634103850000003
ecoli_00174,6.6331375491,-0.46801940750000004
ecoli_00175,1.4992979746000001,-0.4358049355
ecoli_00176,1.3435628129000001,-0.6309743795
ecoli_00177,2.8257418757,-0.7184819785000001
ecoli_00178,2.5601386905,-0.7504386355
ecoli_00179,-0.7009640452,-0.5791105415000001
ecoli_00180,-0.8133271470000001,-0.6834166565
ecoli_00181,1.7594892678,-0.9902756455
ecoli_00182,0.9115721893000001,-1.2867556815
ecoli_00183,14.034148993,-0.3241168155
ecoli_00184,12.7723052952,-0.5466204945
ecoli_00185,-0.028721402400000002,-0.9350117725
ecoli_00186,-0.16281657060000002,-1.1942437415
ecoli_00187,2.0460469607,-0.010120483500000001
ecoli_00188,2.0544813825,0.0502045135
ecoli_00189,1.6283641384,-0.5662972535
ecoli_00190,3.6939414344,-0.4109628755
ecoli_00191,-1.1169106653,-0.8255950735
ecoli_00192,-1.2754586804999999,-0.8005288575
ecoli_00193,3.0981419438,-0.5925904435
ecoli_00194,0.8717306179000001,-0.5365248515000001
ecoli_00195,1.9508942862,-1.1503003825
ecoli_00196,-0.2427036066,-1.1125573585
ecoli_00197,0.06680995470000001,-0.9379271885
ecoli_00198,0.7484418568000001,-0.8743913925000001
ecoli_00199,4.445523337,-0.1235732125
ecoli_00200,6.0446190988,-0.1596593185
ecoli_00201,8.3870418439,0.8482297725
ecoli_00202,8.4886894108,0.7273271895000001
ecoli_00203,-1.2476396059,0.41058923350000004
ecoli_00204,-3.1815308084,-0.0558596805
ecoli_00205,3.7410908632,0.4325330855
ecoli_00206,4.8781580731,0.5352296385
ecoli_00207,9.0226159386,0.19399182650000002
ecoli_00208,9.2419553284,0.1367943195
ecoli_00209,2.2668329681,-0.21598817950000002
ecoli_00210,2.4803418015,-0.19248613750000002
ecoli_00211,-0.2805802421,-0.3599539395
ecoli_00212,0.0357194151,-0.2743148415
ecoli_00213,6.34635692,0.4246207255
ecoli_00214,8.5878563648,0.5214714285000001
ecoli_00215,-0.44135981890000003,-0.2681458605
ecoli_00216,-0.46440215690000003,-0.21411547350000001
ecoli_00217,5.8029894789,-0.0217948335
ecoli_00218,9.5373537312,0.2051017055
ecoli_00219,1.3629066448,-0.32284780550000003
ecoli_00220,0.5331980048,-0.4355703905
ecoli_00221,-1.2666908432000001,-0.2306572785
ecoli_00222,-0.6256951611,-0.3051913155
ecoli_00223,0.6662775653,0.11745116450000001
ecoli_00224,-1.0708293187,0.0758394365
ecoli_00225,5.666119446,0.38703935850000004
ecoli_00226,9.0082952418,0.35883767850000003
ecoli_00227,-0.4767677937,-0.7943733425
ecoli_00228,-0.4140419413,-0.6581343165
ecoli_00229,-1.147384182,-0.2444576485
ecoli_00230,-0.1184689253,-0.22257904050000002
ecoli_00231,0.027802513600000002,-0.3165566975
ecoli_00232,0.5570185506,-0.23308080650000002
ecoli_00233,-0.029817022000000002,-0.4218224655
ecoli_00234,0.4085742235,-0.2425066065
ecoli_00235,-0.2294500723,-0.7474121245
ecoli_00236,-0.34731545140000003,-0.4772296525
ecoli_00237,-1.3692875038,-0.9798916595
ecoli_00238,-1.3149110947,-0.9160638715
ecoli_00239,-0.5474948896,-1.0673735245
ecoli_00240,-1.0450407196,-0.9897267365
ecoli_00241,-1.1595767358,-0.8733868395000001
ecoli_00242,-0.5281444943,-0.5212098915
ecoli_00243,-0.2528641582,-0.43257182250000004
ecoli_00244,-1.9475380931,-1.2860029675
ecoli_00245,-1.2002360864,-0.9581307365
ecoli_00246,0.0731696237,-0.7201649965
ecoli_00247,0.7243298293,-0.6814127945
ecoli_00248,1.3137933303,-0.1758722205
ecoli_00249,0.5797655756,-0.0717088025
ecoli_00250,0.08200461760000001,0.0507746345
ecoli_00251,-0.6719373912000001,-0.3184885095
ecoli_00252,0.2851813805,-0.6615002365
ecoli_00253,-0.3588572158,0.5829491045
ecoli_00254,1.5426826241,0.5586155835000001
ecoli_00255,-0.9054398187,-0.8698164945
ecoli_00256,-1.388790438,-0.6115317275000001
ecoli_00257,-0.9891289145000001,-0.7410600385
ecoli_00258,-0.7433717437,-0.7062647345
ecoli_00259,0.8160037308,-0.7938215305
ecoli_00260,1.6546138864,-0.9818579145
ecoli_00261,-1.2094222184,-0.7693066325
ecoli_00262,-0.3610646496,-0.8011193075
ecoli_00263,6.3481552168,-0.09384426450000001
ecoli_00264,7.418254023,-0.21179274550000002
ecoli_00265,-0.0316531953,0.19650876050000002
ecoli_00266,0.1002308692,0.15385049650000002
ecoli_00267,13.9200534458,0.1517904105
ecoli_00268,13.4792853472,0.3921516295
ecoli_00269,11.9368985309,-0.4200080485
ecoli_00270,11.4052835392,-0.5188053045000001
ecoli_00271,1.3002497032,-0.7710836915
ecoli_00272,1.8999154972,-0.6546561955
ecoli_00273,-1.6534121634,0.10485902650000001
ecoli_00274,-0.587352088,-0.2659715915
ecoli_00275,-0.8910346006000001,-0.3369691675
ecoli_00276,-0.8166718847000001,-0.2131863105
ecoli_00277,-0.0452930636,-0.19279054950000002
ecoli_00278,-0.4863031453,-0.1314762605
ecoli_00279,0.2847877911,0.0488414235
ecoli_00280,0.8516236460000001,-0.0588193295
ecoli_00281,3.4398707638,-1.3161856565
ecoli_00282,-0.3572514,-0.9762902215
ecoli_00283,-0.4445235643,-0.2913766035
ecoli_00284,0.1369651459,-0.2493271775
ecoli_00285,5.800965048,-0.7299638995000001
ecoli_00286,2.8887010769,-0.7226907685
ecoli_00287,5.3337295785,-0.1649925865
ecoli_00288,0.554511384,-0.3955289275
ecoli_00289,-1.2862850214,-0.4614789295
ecoli_00290,-1.1345252268000001,-0.2564717945
ecoli_00291,-0.037230972700000003,-0.0561660795
ecoli_00292,-1.3488633578,-0.0977709825
ecoli_00293,-1.2292906609,0.0432040395
ecoli_00294,-0.9236556960000001,-0.0254979635
ecoli_00295,-0.8682450191000001,-0.8959829055
ecoli_00296,-0.6783716977,-0.9659653555000001
ecoli_00297,-0.7787214507,0.006563358500000001
ecoli_00298,-0.6671813983,0.20412599850000002
ecoli_00299,-0.6103345192,-1.1638198045
ecoli_00300,-0.4415438863,-1.2477763025
ecoli_00301,0.8543141137,-0.6137973695
ecoli_00302,7.0761208683,0.0829422195
ecoli_00303,0.6379270406,-0.0494158055
ecoli_00304,0.9109867804,-0.0662774065
ecoli_00305,12.076550436,0.0309599235
ecoli_00306,12.5016131152,-0.0016961125
ecoli_00307,12.6302102194,-0.043633226500000004
ecoli_00308,12.7489948799,0.0596387385
ecoli_00309,10.1306914725,0.2125941685
ecoli_00310,8.8987675821,0.2025237555
ecoli_00311,8.0855241418,0.3216119255
ecoli_00312,4.5314396411,0.3095147625
ecoli_00313,0.694406117,0.0021142935
ecoli_00314,0.20244998890000002,0.1372844705
ecoli_00315,12.0341971225,0.7491145085
ecoli_00316,11.7196756891,0.6345051145
ecoli_00317,11.6048577918,0.9392737995
ecoli_00318,11.9372457066,1.0102653855
ecoli_00319,-0.23734742660000002,-0.1866845735
ecoli_00320,0.7265629244,-0.20458765950000002
ecoli_00321,10.9129262116,0.22164052750000002
ecoli_00322,10.6660660197,0.12060501250000001
ecoli_00323,2.0488087143,-1.1792619845
ecoli_00324,0.4370459473,-1.2122088055
ecoli_00325,2.3353845321,-1.2092205445
ecoli_00326,-0.4914910189,-0.7819696075
ecoli_00327,0.0837201505,-0.41918834250000003
ecoli_00328,2.0074047919,-0.4418706255
ecoli_00329,1.9370210256,-0.3740276255
ecoli_00330,1.9879635621,-0.3782253115
ecoli_00331,2.1610865476,-0.7739573245
ecoli_00332,2.0374601348,-0.8888965105000001
ecoli_00333,1.5660963712,-0.9141537815
ecoli_00334,-1.5950151,-1.1604518145
ecoli_00335,4.199941169,-1.5072900635000002
ecoli_00336,-0.0871214842,-1.4919827405000001
ecoli_00337,2.1708084798,-0.9541385955
ecoli_00338,2.0127262642,-1.0521794555
ecoli_00339,2.3908884045,-1.6118221615000001
ecoli_00340,2.7786622229,-1.4187666805
ecoli_00341,0.1263319769,-1.5853093894999999
ecoli_00342,0.748956441,-1.4801573155
ecoli_00343,3.0972579448,-1.0670861065
ecoli_00344,4.1591537101,-0.9915333705
ecoli_00345,2.1177352345,-0.9357440225
ecoli_00346,2.3431634685000002,-0.8875884925
ecoli_00347,-0.5561626468,-0.3760668075
ecoli_00348,-0.337017063,-0.38049006350000003
ecoli_00349,-1.2656850880000001,-0.9001993245000001
ecoli_00350,-1.7806530389000002,-0.7239035175
ecoli_00351,0.1350234692,0.0858218905
ecoli_00352,-2.3639684023,-0.7092105915
ecoli_00353,-0.6085793837,-0.6891163765
ecoli_00354,-1.888425437,-0.7073035485
ecoli_00355,-1.2284736945999999,0.14320868650000002
ecoli_00356,-1.2490558288,0.056953975500000004
ecoli_00357,-0.12848404130000002,-0.1039783605
ecoli_00358,-0.9100979221000001,-0.22807424850000002
ecoli_00359,3.3810417894,-0.10879174350000001
ecoli_00360,3.5922934378,-0.1511696985
ecoli_00361,3.3676087708,-0.3593032335
ecoli_00362,3.3983946662,-0.42999641250000004
ecoli_00363,3.1240221766,-1.2446789615
ecoli_00364,2.4718875057,-1.3104621935
ecoli_00365,13.3920069392,-0.6316149025000001
ecoli_00366,14.4558526621,-0.3341771625
ecoli_00367,4.6091226656,-2.6131021825
ecoli_00368,5.8326955878,-2.5333668405000003
ecoli_00369,0.0830083429,-2.3783633935
ecoli_00370,1.7785301385999999,-1.9206515735
ecoli_00371,13.7969871292,-1.4034768095
ecoli_00372,14.0111808909,-1.0727006215000001
ecoli_00373,-0.3463153695,-2.9774129215
ecoli_00374,0.5565451060000001,-3.0560450505
ecoli_00375,0.580722818,-1.8272529995
ecoli_00376,1.6179475566,-1.6281453685
ecoli_00377,1.6865232113,-1.6446397755
ecoli_00378,1.879898003,-1.6024175795
ecoli_00379,0.5887356575,-2.2186303355
ecoli_00380,-0.030988385900000002,-2.2708530125
ecoli_00381,2.7115727096,-1.5982843585
ecoli_00382,4.0769818385,-1.5207189815
ecoli_00383,6.8158027541,-2.0186258885
ecoli_00384,5.4196564219,-1.8782758075000001
ecoli_00385,0.37847766180000003,-2.2702762055
ecoli_00386,0.06479758000000001,-2.4516748775
ecoli_00387,0.7352640813,-1.3917499185
ecoli_00388,0.5462135546,-1.6073914875000002
ecoli_00389,9.06581026,-1.6759964105
ecoli_00390,7.2630527263,-1.9203096015
ecoli_00391,-0.6265655728,-2.2605209705
ecoli_00392,-0.5510951471000001,-2.1954210295
ecoli_00393,-0.5228231857,-0.6455651495
ecoli_00394,-0.1662705546,-0.6768525995
ecoli_00395,1.7588346353,-0.5762783755
ecoli_00396,-0.09083507660000001,-0.6036873375
ecoli_00397,1.5389609444999999,0.39378304550000004
ecoli_00398,2.1542743355,0.4017930665
ecoli_00399,-0.9544693830000001,-0.5350687825
ecoli_00400,-0.1000731706,-0.4399935325
ecoli_00401,0.1501385446,-0.7768702585
ecoli_00402,-0.1263361808,-0.7295481665
ecoli_00403,4.5291505422,-1.3677582405
ecoli_00404,6.9805246576,-0.6799400215
ecoli_00405,-0.1797301778,-0.7456317545000001
ecoli_00406,-0.46957205820000003,-0.6637240275
ecoli_00407,-0.5536760818,-0.8143446075
ecoli_00408,-0.5592311456,-0.7327369645
ecoli_00409,4.9289105716,-0.8433266235
ecoli_00410,-0.3671647883,-0.7923595355
ecoli_00411,-1.2541245972000001,-0.7568600765
ecoli_00412,-0.8100454960000001,-0.6745658195
ecoli_00413,-0.3729890798,-0.4799404205
ecoli_00414,-0.2426367778,-0.4385081025
ecoli_00415,1.7981670982,-0.08856976650000001
ecoli_00416,3.0557186667,-0.12219313550000001
ecoli_00417,-1.1301019511,-0.47335504850000004
ecoli_00418,-0.926635372,-0.41035295650000003
ecoli_00419,0.09465029400000001,-0.3083690125
ecoli_00420,-0.2635165821,-0.31723146550000003
ecoli_00421,2.1026567183,0.4310402935
ecoli_00422,1.9641251575,0.2820975975
ecoli_00423,-1.59779013,-0.3300921685
ecoli_00424,-0.7819960243,-0.24252976950000002
ecoli_00425,-0.9474309522000001,-0.8644760725
ecoli_00426,-0.5978593254,-0.7912126085000001
ecoli_00427,-0.0445550112,-0.4892257485
ecoli_00428,-0.1263700678,-0.4169995815
ecoli_00429,-0.6518737806,-0.6802163475
ecoli_00430,-0.5150215918000001,-0.6042122615000001
ecoli_00431,-0.1005801072,-0.2540971175
ecoli_00432,0.1253753708,0.1077505785
ecoli_00433,0.5176928008,-0.20135758250000002
ecoli_00434,0.25270410460000003,-0.2117078195
ecoli_00435,-0.5805187183,-0.8579470845
ecoli_00436,0.062091045500000004,-0.8320020885
ecoli_00437,-0.1309168527,-0.9100796795
ecoli_00438,-0.6114084075,-0.8913156855000001
ecoli_00439,2.6294725194,-0.5701095055000001
ecoli_00440,0.3958604223,-0.5118017245
ecoli_00441,-0.6444024249,-0.6838693685
ecoli_00442,0.0021121436,-0.5485812645
ecoli_00443,1.9296857105,-1.0055411605
ecoli_00444,1.6262680927000002,-0.9989605035
ecoli_00445,1.2612097681,-0.7385856815
ecoli_00446,2.1725217368,-0.4397113315
ecoli_00447,7.2447299984,-0.8010420485
ecoli_00448,6.7695947668,-0.7811465095
ecoli_00449,5.1664362791,-0.3802087295
ecoli_00450,6.2501371248,-0.3273251775
ecoli_00451,1.3073308103999999,-0.9761005145
ecoli_00452,1.0606609194,-0.7803540805
ecoli_00453,1.7705540916,-0.5638357965
ecoli_00454,3.183868516,-0.5128694395
ecoli_00455,9.1572880668,-0.5654890545
ecoli_00456,9.655721905,-0.4132689665
ecoli_00457,10.4134710486,-0.3804213775
ecoli_00458,9.9042336869,-0.1910178925
ecoli_00459,9.2788528166,-0.4846049565
ecoli_00460,9.2243794473,-0.4006434665
ecoli_00461,1.1812343185,-1.4537137615
ecoli_00462,1.3440356994,-1.1451116345
ecoli_00463,3.5833441003,-0.3820145015
ecoli_00464,3.5349641495,-0.3027732245
ecoli_00465,0.2983918177,-1.5646758445
ecoli_00466,-0.5462953735,-1.6569003935
ecoli_00467,8.1975285061,0.2682209975
ecoli_00468,7.9338293034,0.5264552055
ecoli_00469,0.3955845009,-1.4637153035
ecoli_00470,0.2620066662,-1.4390991645
ecoli_00471,1.9207119793,-1.1978485065
ecoli_00472,2.8754953534,-1.0672774624999999
ecoli_00473,2.6658927978999998,-0.5703100065
ecoli_00474,2.8610524319,-0.2487453895
ecoli_00475,0.8406557578,-0.3636793205
ecoli_00476,0.734781452,-0.1807132055
ecoli_00477,9.3173882512,-0.4904922565
ecoli_00478,9.2328289218,-0.5804042375
ecoli_00479,0.3080869129,-0.46113588050000004
ecoli_00480,0.0207379764,-0.4103342555
ecoli_00481,-0.9238962022,-0.6257547715
ecoli_00482,-0.5089276379000001,-0.4813081515
ecoli_00483,9.1126499862,-0.5446831015
ecoli_00484,9.4871898308,-0.5484098885
ecoli_00485,5.4604707344,-2.4385274455
ecoli_00486,5.4584969641,-2.4518684995
ecoli_00487,0.0007398269,-1.5638156054999999
ecoli_00488,-0.25548308340000003,-1.6198489715000002
ecoli_00489,3.4698757163,-0.4140866385
ecoli_00490,3.2229891557,-0.3156676095
ecoli_00491,5.1624207225,-1.1970788515
ecoli_00492,4.8519423126,-1.2487042325
ecoli_00493,10.0900215934,-0.4872285585
ecoli_00494,10.4801862171,-0.43775212750000003
ecoli_00495,4.4846796468,-0.1159621485
ecoli_00496,5.0314399973,-0.3606601305
ecoli_00497,0.1883198185,-1.2507584405
ecoli_00498,0.8145132501,-1.3054678685
ecoli_00499,-0.7529531019,-0.6241446925
ecoli_00500,-0.8257058641,-0.7729185295000001
ecoli_00501,-0.9357178887000001,-1.0277409525
ecoli_00502,-0.8387748964,-0.8030274405000001
ecoli_00503,6.742925057,-0.7731925865
ecoli_00504,6.1079547058,-0.6362122115000001
ecoli_00505,1.960955846,-0.5131804205
ecoli_00506,1.6887369357000002,-0.4637121335
ecoli_00507,9.6343780109,-0.3308512255
ecoli_00508,10.0715626483,-0.5648129185
ecoli_00509,9.6012068087,-0.4023529275
ecoli_00510,9.679708162,-0.6673889215000001
ecoli_00511,6.6929325936,-1.9433092615
ecoli_00512,6.2000337583,-1.9217833885000002
ecoli_00513,0.9603698137000001,-1.2674985455
ecoli_00514,0.9515324238,-1.2846637914999999
ecoli_00515,8.5141511535,-0.8197582785
ecoli_00516,8.747077672,-0.9198018515
ecoli_00517,-0.09716020900000001,-2.2131058125
ecoli_00518,3.5485110053,-2.1104281645
ecoli_00519,6.008112742,-1.5516010224999999
ecoli_00520,6.7694317077,-1.6620210775
ecoli_00521,7.0533638267,-1.6107359365
ecoli_00522,6.0380264222,-1.8849882574999999
ecoli_00523,5.6622586206,-2.1288456345
ecoli_00524,-1.0983985116,-0.8554140595
ecoli_00525,-1.1548789412,-1.0307259295
ecoli_00526,-1.2426608101,-1.0543742515
ecoli_00527,-1.5713093525000001,-0.9881753885000001
ecoli_00528,3.1835132288,-2.0783476535
ecoli_00529,5.9532219921,-2.0746081035
ecoli_00530,2.9811296082,-2.1275063915
ecoli_00531,4.8405206487,-2.3579970185
ecoli_00532,1.6909483775,-1.8370052495
ecoli_00533,3.5693650002,-1.7173618165
ecoli_00534,2.1373074856,-1.7870395075
ecoli_00535,3.3960355302,-1.6567116115
ecoli_00536,-1.7906029146,-2.4111822805
ecoli_00537,-1.2972029379,-2.2699596575
ecoli_00538,-1.8274205059000002,-2.3179693285000003
ecoli_00539,-0.7623535016,-2.0950462525
ecoli_00540,3.4197236728,-2.3321637485
ecoli_00541,2.7986764615,-2.4009682345
ecoli_00542,1.3291080838,-2.9070275735
ecoli_00543,1.2284887642,-2.7011237665000003
ecoli_00544,2.9652706539,-2.5270212165
ecoli_00545,2.3285305477,-2.6169661445
ecoli_00546,2.2431150473,-1.7465379135
ecoli_00547,1.293708056,-1.6270249325
ecoli_00548,1.5275146774000001,-1.8696774365
ecoli_00549,1.8927368324,-1.8244539364999999
ecoli_00550,2.9173940411,-1.8934433285
ecoli_00551,2.2766871383,-1.7726852085
ecoli_00552,0.2645092036,-2.2244668655
ecoli_00553,1.9713288602,-2.3924394715
ecoli_00554,1.7490809558,-2.1940850795
ecoli_00555,2.6413947386,-1.8264850235
ecoli_00556,2.9920456817,-1.7433209995
ecoli_00557,3.8473554303,-2.1714816835
ecoli_00558,3.1443894105,-2.0453695115
ecoli_00559,3.1497956196,-2.2734699154999998
ecoli_00560,5.9630717922,-1.5536719335
ecoli_00561,6.3809946367,-1.5475424205000001
ecoli_00562,1.3598978775,-0.7174491485000001
ecoli_00563,0.7357007083,-0.9698444615
ecoli_00564,-1.4523079401,-0.7243672665
ecoli_00565,-0.7322733451,-0.6857966615000001
ecoli_00566,3.3978993208,-1.4324124755
ecoli_00567,4.3071234316,-1.6830125695
ecoli_00568,-1.6253300258,-0.8161099875000001
ecoli_00569,-1.8408802265,-0.8836127895
ecoli_00570,-2.1426112176,-1.1952573895
ecoli_00571,-1.7362961778,-1.0507179025
ecoli_00572,0.3036834229,-2.5402709905
ecoli_00573,1.2819831113,-1.7915617565000002
ecoli_00574,0.5032273351000001,-1.7995051444999999
ecoli_00575,-0.3878775136,-1.6596569795
ecoli_00576,3.1660674121,-2.1305453955
ecoli_00577,2.569600762,-1.6237211205
ecoli_00578,2.6891833618,-1.5711120175
ecoli_00579,4.1748660758,-1.3911057425
ecoli_00580,0.4708513258,-2.0511425955
ecoli_00581,3.0713079522,-2.0115204375
ecoli_00582,-0.19579622700000002,0.0029001995
ecoli_00583,-0.6038616875,-0.2337367725
ecoli_00584,-0.3494377429,-1.7621037474999999
ecoli_00585,0.2751053727,-1.6079884075000002
ecoli_00586,-1.5528608784,-1.2436705785
ecoli_00587,-1.5034790725,-0.7916602025
ecoli_00588,-2.1512146679,-0.8817618315
ecoli_00589,-2.1296999178,-1.0448200935
ecoli_00590,-0.8071224025,-1.2761237975
ecoli_00591,-0.5979079368,-1.2702009665
ecoli_00592,-0.1570422383,-0.8314362335000001
ecoli_00593,-0.4131564828,-0.9146237705
ecoli_00594,3.4124915978,-0.4885653425
ecoli_00595,1.2191588312000001,-0.7313105465
ecoli_00596,-0.548343393,-1.2248396305
ecoli_00597,1.9618650202,-1.2484746125
