,A,FliA
abx_mega__thio_dmso__1,-1.1517483445,-0.6151076583
abx_mega__phos_h2o__2,-1.4722691923,-0.1972059459
abx_mega__ctx_h2o__2,-2.5545578543,0.2806411411
abx_mega__lzd_dmso__1,-0.4051214403,-0.8346252079
abx_mega__naoh-9__1,-2.0422709927,-0.269312312
abx_mega__dox_dmso__1,-1.1117899316,-0.2498907938
abx_mega__phos_ethanol__1,0.8690252855,-0.1742045578
abx_mega__teix_dmso__1,-4.256101591,-0.0677906741
abx_mega__dmso-10__1,-1.9526144619,-0.17924831630000002
abx_mega__van_dmso__1,-3.2809012454,-1.7598383144
abx_mega__ramo_h2o__1,-1.9023650753,-0.3187245909
abx_mega__tec_h2o__2,-2.4364325252,-1.7986685541
abx_mega__h2o-7__1,-0.7953663227000001,-0.32665428220000003
abx_mega__cro_h2o__1,-2.0368964989,-0.0934851812
abx_mega__tric_ethanol__1,-4.156196907,-0.5851052979
abx_mega__nor_naoh__1,-1.5215903179999999,-0.45942361
abx_mega__teix_dmso__2,-1.4929631421,0.3900238629
abx_mega__nal_naoh__3,0.2980573201,-0.4551209232
abx_mega__novo_h2o__2,1.7561479185,-1.1620360634
abx_mega__dmso-10__2,-2.554118513,-0.0485946265
abx_mega__phos_h2o__3,-0.1392697493,0.059023092400000005
abx_mega__dmso-6__2,-1.2206309379,0.1537823464
abx_mega__rfp_ethanol__1,-6.8892223274,-2.5492566692
abx_mega__dmso-5__3,-0.2444461145,0.3411628672
abx_mega__amyc-d_dmso__1,-3.6035003554,-1.7929999849
abx_mega__sxt_dmso__1,-1.064534792,-0.6089065484
abx_mega__dmso-1__1,-0.15411890720000002,-0.025376058400000002
abx_mega__pen_h2o__1,0.022898148,-0.3684605621
abx_mega__dmso-10__3,-2.1075455279,0.08795852950000001
abx_mega__nal_naoh__4,-1.9929211592,-0.751672824
abx_mega__cip_naoh__1,-2.0580656019,-0.4887488204
abx_mega__pen_h2o__2,-0.7991374919,-0.45886270240000004
abx_mega__ery_dmso__2,-2.8833828205,-0.8225121445
abx_mega__dmso-2__2,0.3120577875,0.7708108354000001
abx_mega__van_dmso__2,-3.2700256572,-2.1515099699
abx_mega__h2o-1b__1,-0.5922389526,-0.5224455469
abx_mega__ery_h2o__1,0.050428990900000005,-0.9881606761
abx_mega__bacit_h2o__1,-2.341075135,-0.48063524560000004
abx_mega__chl_h2o__2,-0.9096862222000001,-1.7059093539
abx_mega__str_h2o__2,1.7285705012,1.0645578923
abx_mega__rfp_ethanol__2,-6.5568376491,-1.9108552943000001
abx_mega__polmyx_h2o__2,-2.1662090356,-0.24666300530000002
abx_mega__tric_h2o__1,-2.7856261342,-0.9753535091000001
abx_mega__cip_naoh__2,-0.4787244278,-0.1178134866
abx_mega__novo_h2o__3,1.6190666986000002,-1.2661485229
abx_mega__bacit_dmso__1,-3.4582297261,0.2156425177
abx_mega__gen_h2o__1,-0.0223430947,0.1146415615
abx_mega__bacit_dmso__2,-3.3779660198,0.1270916986
abx_mega__chl_dmso__1,-2.6738168996000002,-0.9555936242
abx_mega__bacit_h2o__2,-1.9054643579000001,-0.4016151999
abx_mega__lvx_dmso__1,-3.4872344613,-0.35910051470000004
abx_mega__bacit_h2o__3,-2.8013792987,-0.5410438885000001
abx_mega__nor_naoh__2,-2.0107878894,-0.1954036761
abx_mega__amyc-d_dmso__2,-2.4803332264,-0.26354343480000003
abx_mega__polmyx_h2o__3,-0.6794048815,1.1062811235
abx_mega__naoh-6__1,0.6484409878,0.0605181692
abx_mega__cst_h2o__2,-2.0142667054,0.007552271300000001
abx_mega__h2o-1b__2,-0.2163467273,-0.0382338918
abx_mega__rfp_h2o__1,-2.7407924525,-2.3958391062
abx_mega__tet_h2o__1,-0.0977048021,-0.8175330681
abx_mega__flavo_dmso__1,-3.5222342398,-0.6871936241000001
abx_mega__zeocin_h2o__1,-1.4871779511,0.2950017157
abx_mega__nor_naoh__3,-0.6873538558000001,-0.4129598815
abx_mega__rach_dmso__2,-2.0021940444,-0.0690578645
abx_mega__thio_dmso__2,-0.6334504118000001,-0.2315335127
abx_mega__amyc-d_dmso__3,-1.7552298965,-1.6899454962
abx_mega__rif_dmso__2,-2.9742065753,-0.5916136289
abx_mega__amyc-d_dmso__4,-1.0335844495,-0.1196393592
abx_mega__teix_dmso__3,-0.5259763863,-0.1714468552
abx_mega__valin_dmso__1,-3.9278759169,-0.3742283402
abx_mega__teix_dmso__4,-0.9649967598,0.28635012390000003
abx_mega__ethanol-10__1,-2.3932194731,-0.2857767814
abx_mega__inh_h2o__1,-1.9761743645,-0.2780527823
abx_mega__rif_dmso__3,-1.9842966084,-2.5941208961
abx_mega__van_dmso__3,-2.5614596534,-0.9316664832
abx_mega__doxo_dmso__1,-3.4448341308,-2.0459594549
abx_mega__tmp_dmso__1,-0.49192763400000006,-0.6116492553
abx_mega__ethanol-10__2,-2.6544817712,-0.3027884272
abx_mega__tmp_dmso__2,0.2570414561,-0.6349310469
abx_mega__amyc-d_dmso__5,-0.6071144536,-2.6540903003
abx_mega__novo_h2o__4,1.3591589324,-1.3577344775
abx_mega__cro_h2o__2,-1.4683357619000001,-0.07926965450000001
abx_mega__cro_h2o__3,-2.1253920532,0.074499141
abx_mega__gen_h2o__2,-1.7077460414,-0.1387692707
abx_mega__phos_h2o__4,0.9387667891,0.9800314251000001
abx_mega__metro_dmso__2,-0.21004354460000002,0.2859484733
abx_mega__ery_h2o__2,3.0758003401,-1.2699213263
abx_mega__sacet_h2o__1,0.8824942173,-3.3205853225
abx_mega__nal_naoh__5,0.4784116245,-0.5556292860000001
abx_mega__bacit_h2o__4,-1.8777253149000002,-0.5712307398
abx_mega__cip_naoh__3,-1.6819431165,-0.7668052196
abx_mega__ethanol-8__1,-2.863006335,-1.068834175
abx_mega__h2o-8a__1,-3.2382691753,-0.29241204860000003
abx_mega__ery_h2o__3,-0.6172029686,-0.7031819579
abx_mega__flavo_dmso__2,-1.6751734810999999,0.034183556000000004
abx_mega__rif_dmso__4,-2.3027669978,-2.3323221647
abx_mega__novo_h2o__5,1.1272895912,-1.5407592826
abx_mega__teix_dmso__5,-2.54489163,-0.1434569764
abx_mega__naoh-2__1,0.26947911,0.19514459080000002
abx_mega__novo_h2o__6,2.2251100119,-1.6199889169000001
abx_mega__ctx_h2o__3,-1.9289011002,0.37007429070000003
abx_mega__rach_dmso__3,-1.7273780677000001,0.1254091287
abx_mega__valin_dmso__2,-4.0178095856,-0.3061707221
abx_mega__amyc-d_dmso__6,-2.2703982073,-1.3888968435
abx_mega__dox_dmso__2,-2.1165064762,0.3562837407
abx_mega__teix_dmso__6,-1.7601268662,-0.3789219586
abx_mega__naoh-6__2,0.3911312169,0.1389876366
abx_mega__inh_h2o__2,-5.8380039249,-2.7736681778000003
abx_mega__chl_h2o__3,-2.2430844437,-2.47140517
abx_mega__nal_naoh__6,-0.0063769439,-0.5057374936
abx_mega__chl_dmso__2,-3.2928256663,-1.1131863219
abx_mega__rach_dmso__4,-2.9468096561,-0.21658230450000002
abx_mega__teix_dmso__7,-2.5409536989,-0.376043141
abx_mega__ceru_ethanol__1,-3.3322455085,-1.2123358457
abx_mega__dmso-7__1,-2.1398690516,-0.0483248973
abx_mega__naoh-6__3,0.2536091667,0.0941031653
abx_mega__phos_ethanol__2,-0.9650380867,-0.045606220600000004
abx_mega__metro_dmso__3,-0.5978081166,0.2348670505
abx_mega__van_dmso__4,-1.9663296921,-0.8583855375
abx_mega__h2o-10__1,-1.8004272378000001,-0.029946539
abx_mega__h2o-10__2,-1.8817926514,0.0461500823
abx_mega__dmso-6__3,-1.7101250010000002,0.3263974995
abx_mega__mem_dmso__1,-1.4344885862,-0.2756770555
abx_mega__ethanol-8__2,-3.4517579297,-1.1011109346
abx_mega__chl_h2o__4,-1.6932686768,-2.4066608132000002
abx_mega__van_h2o__1,-0.4436699839,-0.9440927506000001
abx_mega__dcs_h2o__1,-0.14596278740000002,-0.2024137218
abx_mega__rif_dmso__5,-1.0439005388,-0.8303133961
abx_mega__dox_dmso__3,-3.4222232707,0.077741742
abx_mega__mem_dmso__2,-3.7547485587000002,-0.4259384074
abx_mega__lvx_dmso__2,-3.3273526581,-0.1052073122
abx_mega__tet_h2o__2,-3.0422431419000002,-1.7979078133000002
abx_mega__phos_h2o__5,2.0577544134,0.9297304533
abx_mega__monac_dmso__1,-3.5191971744,-1.5466409064
abx_mega__str_h2o__3,-1.4154713192,0.021075109800000002
abx_mega__zeocin_h2o__2,-3.9535019386,0.3425248965
abx_mega__amyc-d_dmso__7,-2.8013429752,-1.7582333715
abx_mega__fidax_dmso__1,-2.6014747963,-0.6596446322
abx_mega__h2o-1a__1,-0.4152292333,-0.06820312070000001
abx_mega__dox_dmso__4,-1.2397057491,0.1722704759
abx_mega__lzd_dmso__2,-0.1703233768,-0.3921263672
abx_mega__tet_h2o__3,-0.3903404767,-0.6903474069000001
abx_mega__dmso-1__2,-0.6527611653000001,-0.24089816960000002
abx_mega__sxt_dmso__2,-2.50241636,-0.4074361704
abx_mega__tric_ethanol__2,-4.7984387748,-1.2102177046
abx_mega__teix_dmso__8,-1.1092864033,-0.5698754391
abx_mega__ramo_h2o__2,-1.7653020756000002,-0.38256405530000004
abx_mega__inh_h2o__3,-1.7448953007,0.0633853868
abx_mega__cst_h2o__3,-0.8369434936,-0.2476580559
abx_mega__dmso-9__1,-3.8676408571,-0.241076064
abx_mega__ethanol-8__3,-3.0457003309,-0.744982969
abx_mega__monac_dmso__2,-2.6894423061,-1.427828709
abx_mega__dmso-9__2,-3.7311901974,-0.1491828611
abx_mega__metro_dmso__4,-1.1301625992,-0.0286893103
abx_mega__ctx_h2o__4,-1.8106413196000002,0.0187366937
abx_mega__zeocin_h2o__3,-3.6399696511,0.8549682424
abx_mega__bacit_h2o__5,-3.8556425169,-0.5328010817000001
abx_mega__reta_dmso__1,-0.9733992105,-0.484903128
abx_mega__ery_h2o__4,-3.4718945637,-2.9758625887
abx_mega__ceru_ethanol__2,-6.8538997159,-2.9359779257
abx_mega__fidax_dmso__2,-2.4457134051000002,-0.3920377447
abx_mega__novo_dmso__1,0.3453369053,-0.1439288793
abx_mega__naoh-6__4,0.22227036,0.198560695
abx_mega__amyc-d_dmso__8,-2.7159042522,-0.18946139350000002
abx_mega__chl_dmso__3,-3.3136068503000002,-1.0615810481
abx_mega__nal_naoh__7,-2.5276915707,-0.43030553380000003
abx_mega__teix_dmso__9,-2.1305131063,-0.3193645688
abx_mega__ery_dmso__3,-3.4416036821000002,-0.846350374
abx_mega__tmp_dmso__3,0.2656448587,-0.561487634
abx_mega__sxt_dmso__3,-1.9659625061,-0.8236804826
abx_mega__polmyx_h2o__4,-0.2380454032,0.7781380768
abx_mega__mem_dmso__3,-3.8891798704,-0.6165832318000001
abx_mega__nal_naoh__8,-0.2911026324,-0.3300736899
abx_mega__pen_h2o__3,-1.5754818451000001,-0.8673748788000001
abx_mega__van_dmso__5,-1.9803665438,-1.1553884188
abx_mega__zeocin_h2o__4,-4.8217571148000005,0.2394801699
abx_mega__h2o-6__2,0.970758321,0.0939893925
abx_mega__tet_h2o__4,-0.8102523735,-0.9387494169
abx_mega__nor_naoh__4,-2.2376457849,-0.4275045471
abx_mega__cip_naoh__4,-0.9169842396000001,-0.373903409
abx_mega__tmp_dmso__4,-0.2911774704,-1.0588864009
abx_mega__reta_dmso__2,-0.7327949813,-0.6280494643
abx_mega__mem_dmso__4,-1.3273113582,-0.2488658967
abx_mega__dox_dmso__5,-1.1301038815,-0.1267474325
abx_mega__tmp_dmso__5,-1.9029946079000002,-0.4780176284
abx_mega__flavo_dmso__3,-2.9954527857,0.0215980806
abx_mega__tmp_dmso__6,-2.322020213,-0.824858443
abx_mega__ceru_ethanol__3,-5.9831746081,-2.1173959379
abx_mega__teix_dmso__10,-1.4031013455,-0.21955792500000001
abx_mega__novo_h2o__7,1.6617732189,-1.2639840026
abx_mega__fidax_dmso__3,-3.1581995565,-0.6579499163
abx_mega__h2o-1a__2,0.4544880941,-0.0063325904
abx_mega__dcs_h2o__2,-2.4479998692000002,-0.1664627286
abx_mega__cst_h2o__4,-0.4474707681,-0.18645399340000002
abx_mega__van_h2o__2,-2.1481981963,0.0332368508
abx_mega__pen_h2o__4,-2.2626380037000002,-0.8889436776
abx_mega__h2o-8b__2,-2.1589552139,-0.6342062116
abx_mega__reta_dmso__3,-1.0367088443,-0.6870792960000001
abx_mega__dmso-7__2,-1.853854657,-0.1359807896
abx_mega__rfp_h2o__2,-2.751461749,-2.5104441486
abx_mega__rif_dmso__6,-2.6346941819,-0.9779038413000001
abx_mega__sxt_dmso__4,-2.0881995262,-0.610022905
abx_mega__cip_naoh__5,-0.6549291927,-0.1149881123
abx_mega__dmso-9__3,-3.7669028854,-0.2527633678
abx_mega__mem_dmso__5,-2.6750360294,-0.2050217956
abx_mega__tric_h2o__2,-3.1767600614,-0.2606838045
abx_mega__phos_h2o__6,0.3164504112,-0.0910736973
abx_mega__h2o-7__2,-1.474668205,-0.2139070442
abx_mega__h2o-10__3,-2.077744991,-0.037040484400000004
abx_mega__h2o-8a__2,-3.071714203,-0.3148166418
abx_mega__thio_dmso__3,-1.3789410926,-0.5352664260000001
abx_mega__lzd_dmso__3,-0.17558649310000002,-0.7026670574
abx_mega__monac_dmso__3,-3.4366750453,-1.4038437296000001
abx_mega__polmyx_h2o__5,-2.7487348962,-0.6855477677
abx_mega__naoh-6__5,0.1865625532,0.2629927272
abx_mega__teix_dmso__11,0.047134573000000006,-0.0781789471
abx_mega__van_h2o__3,-1.5024839976000002,0.06963052930000001
abx_mega__teix_dmso__12,-3.7492612938,-0.17852575340000001
abx_mega__dox_dmso__6,-3.4857052402,1.1099890648
abx_mega__teix_dmso__13,-3.9394491837,-0.0033081857
abx_mega__h2o-7__3,-0.5097361741,-0.3328097611
abx_mega__str_h2o__4,2.090639735,1.1963996067
abx_mega__tec_h2o__3,-2.2630672903,-0.7086795451
abx_mega__phos_h2o__7,0.4355638164,0.14919113720000002
abx_mega__chl_h2o__5,0.27760330910000003,-1.7932130569
abx_mega__polmyx_h2o__6,-2.8141170651,0.983647719
abx_mega__teix_dmso__14,0.1602593275,-0.0905742336
abx_mega__rif_dmso__7,-1.3093195401,-0.7400652356
abx_mega__ramo_h2o__3,-2.6449119332,-0.2382612512
abx_mega__fidax_dmso__4,-3.1939734235,-0.9331422899
abx_mega__teix_dmso__15,-2.5606339819,-0.09557487740000001
abx_mega__thio_dmso__4,-0.7289351357,-0.7703984096000001
abx_mega__rif_dmso__8,-2.8495422545,-0.9720044377
abx_mega__reta_dmso__4,-1.2214325477,-0.825499352
abx_mega__inh_h2o__4,-6.2520370816,-4.5318046418
abx_mega__novo_dmso__2,0.9924617869000001,0.0174070197
abx_mega__dcs_h2o__3,-1.5542745647,-0.3649351666
abx_mega__h2o-8b__3,-2.2564045586,-0.3901590211
abx_mega__valin_dmso__3,-2.1468193141,-0.33878939900000005
abx_mega__h2o-2__1,0.613011767,1.0395710219
abx_mega__cro_h2o__4,-2.3304829113,0.3336749141
abx_mega__dcs_h2o__4,-0.5341164638,-0.2324921916
abx_mega__str_h2o__5,-1.6048354872,-0.0451498713
abx_mega__h2o-8a__3,-3.1211098386,-0.3633233643
abx_mega__dox_dmso__7,-0.9054310706,0.27489493530000003
abx_mega__doxo_dmso__2,-2.3142322199,-2.0668548129
abx_mega__teix_dmso__16,-3.3368303631,-0.1419351265
abx_mega__rfp_h2o__3,-2.6254921146,-2.71397279
abx_mega__ethanol-10__3,-3.3014573988,-1.1052986555
abx_mega__naoh-2__2,0.36816677270000003,0.5382585223
abx_mega__van_h2o__4,-0.7851353612,-0.8974948135
abx_mega__sacet_h2o__2,-2.5360089188,-3.1753609407
abx_mega__monac_dmso__4,-3.7209157156,-1.7671429135999999
abx_mega__h2o-2__2,-0.7549523701,0.9935658368
abx_mega__zeocin_h2o__5,-1.9003186651,0.1921522555
abx_mega__nor_naoh__5,-1.9293833548000001,-0.5883385723
abx_mega__naoh-9__2,-2.0508055337,-0.4661846598
abx_mega__dmso-7__3,-2.6397068718,-0.0190673736
abx_mega__van_h2o__5,-0.7417697341,-1.466366765
abx_mega__flavo_dmso__4,-2.3526006826,-0.2643702761
abx_mega__novo_dmso__3,0.9260443232000001,-0.0933803126
abx_mega__polmyx_h2o__7,-2.8076680759,-0.9458541162
abx_mega__teix_dmso__17,-2.1283050792,-0.46437437200000004
abx_mega__doxo_dmso__3,-3.5626834131000003,-2.4587353841
abx_mega__mem_dmso__6,-2.7171477014,0.1773513469
abx_mega__h2o-1a__3,-0.0392588608,0.0745357111
abx_mega__bacit_dmso__3,-4.171385076,0.2033833298
abx_mega__dox_dmso__8,-2.2183663567,1.1632577459
abx_mega__teix_dmso__18,-0.7377236969000001,0.35820635440000004
abx_mega__h2o-6__3,0.0491193007,0.1919400329
abx_mega__pen_h2o__5,-0.5273571039,-0.08191328190000001
abx_mega__lzd_dmso__4,0.202393983,0.0865705445
abx_mega__daro__1,-1.1748730966,-0.36443856480000003
abx_mega__solv__1,-1.5575522976,-1.200159553
abx_mega__daro__2,-1.6271823126,-0.256934657
abx_mega__daro__3,-3.0416352464,-0.9188024019000001
abx_mega__solv__2,-0.5010664619,-0.4760730054
abx_mega__solv__3,-2.2151931077,-1.0474639738
abx_mega__dmso-4__1,-2.6883725179,0.1543900135
abx_mega__kirr_dmso__1,-0.8582124421,-1.0431223038
abx_mega__kirr_dmso__2,-0.9773004635,-1.3395187248
abx_mega__kirr_dmso__3,-2.0043958328,-1.3234063597
abx_mega__dmso-4__2,-3.8607190345999998,0.1620906754
abx_mega__dmso-4__3,-2.373925111,-0.1862057969
ackA_pta__dnaA46_del_ackA__1,-0.7773579967,0.0757808128
ackA_pta__dnaA46_del_ackA__2,-0.6332641256,-0.1790504711
ackA_pta__dnaA46_del_ackA__3,-1.3171773472,-1.0087790411
ackA_pta__dnaA46_del_pta__1,0.3147306648,2.746669283
ackA_pta__dnaA46_del_pta__2,-0.14768814060000002,2.945298413
ackA_pta__dnaA46_del_pta__3,-1.3445017257,-1.5551373538000002
ackA_pta__dnaA46__1,-0.2328755414,1.3876537930000001
ackA_pta__dnaA46__2,-0.9084339995,-0.6239011051000001
ackA_pta__dnaA46__3,0.30181386250000003,0.5233273726000001
ackA_pta__del_ackA__1,-0.8594438277,-0.1541689362
ackA_pta__del_ackA__2,-0.3471201863,1.4661876174000001
ackA_pta__del_ackA__3,-0.6669158669,-0.7590013272
ackA_pta__del_pta__1,-1.1249633112,-0.3039054623
ackA_pta__del_pta__2,0.9787381321,2.5518789463
ackA_pta__del_pta__3,-0.2688462459,0.8833220268
ackA_pta__wt__1,0.4844229638,1.6677625810999999
ackA_pta__wt__2,-0.596033538,-1.1003039364
ackA_pta__wt__3,0.1116105742,-0.5674586447000001
anticancer__5fu__1,0.6256859825000001,-1.6039416981999999
anticancer__5fu__2,0.4617827048,-2.1928553958
anticancer__cap__1,-1.2491023979,-2.3619149003
anticancer__cap__2,-1.6188084467000001,-2.2869462599
anticancer__cap__3,-2.2009982796,-3.3253101968
anticancer__wt__1,0.293264539,0.29846505630000003
anticancer__wt__2,-0.0482332919,-0.072296487
anticancer__wt__3,-0.245031247,-0.22616856940000002
anticancer__5fu__3,0.1209200145,-1.143141886
bio_pln__aero_pln__1,0.1883985668,0.4043593478
bio_pln__aero_pln__2,-0.1883985668,-0.4043593478
bio_pln__anaero_pln__1,0.9609333539,0.1833342992
bio_pln__anaero_pln__2,1.7887454637,-0.5834922071
biocide__bzcl_12h__1,0.029940597000000003,-0.9202243994
biocide__bzcl_12h__2,-0.9342570461,-3.2393447395
biocide__bzcl_12h__3,0.0132809268,-0.6880186831
biocide__etoh_12h__1,-0.0021819921000000003,-0.7441015176
biocide__etoh_12h__2,-0.0235517017,-0.5201662501000001
biocide__etoh_12h__3,0.13478810900000002,-0.8771833897
biocide__gluald_12h__1,0.5034934848,0.3091930888
biocide__gluald_12h__2,0.39064504580000003,-0.09409372640000001
biocide__gluald_12h__3,0.7300401919,0.056835142500000005
biocide__h2o2_12h__1,0.3776730166,0.0955353437
biocide__h2o2_12h__2,0.2413355943,0.0680015492
biocide__h2o2_12h__3,0.0030398161,-0.1015412796
biocide__2ppoh_12h__1,-0.1195765766,-2.0230937671
biocide__2ppoh_12h__2,0.2843048902,-1.7923647046000002
biocide__2ppoh_12h__3,0.3888860639,-2.0763283438
biocide__paa_12h__1,0.3235872845,-0.2903106794
biocide__paa_12h__2,0.4181197149,-0.7475827118
biocide__paa_12h__3,-0.3001155196,-1.8706834479
biocide__phe_12h__1,0.29583295670000004,-1.0780376182
biocide__phe_12h__2,-0.0691194271,-0.7353540773
biocide__phe_12h__3,-0.5115908841,-1.3649524841
biocide__pvp-i_12h__1,-2.0400805582,-3.6355327447
biocide__pvp-i_12h__2,0.08501422900000001,-0.4822298642
biocide__pvp-i_12h__3,-1.161276209,-2.7099774058
biocide__bleach_12h__1,-0.0931727447,-0.6031184392
biocide__bleach_12h__2,-0.3172063851,-0.8282634358000001
biocide__bleach_12h__3,-0.0030224708,-0.6457999208
biocide__chx_12h__1,-0.8275013865,-1.5088080913000002
biocide__chx_12h__2,-1.1155468531,-3.3207501384
biocide__chx_12h__3,-1.5261173032,-2.9963116931
biocide__bzcl_30m__1,-0.1987636069,-0.8975681415000001
biocide__bzcl_30m__2,0.3601195712,-0.8030256661
biocide__bzcl_30m__3,0.22004671820000002,-0.7954430708
biocide__phe_30m__1,-1.4313950202,-0.36429023400000005
biocide__phe_30m__2,-0.6481040038,0.018824548700000002
biocide__phe_30m__3,-0.4488310407,-0.2330666106
biocide__pvp-i_30m__1,0.07430948450000001,-0.0314159958
biocide__pvp-i_30m__2,0.3217706121,-0.0472406468
biocide__pvp-i_30m__3,0.5850699404,-0.16534625490000002
biocide__ctrl_12h__1,-0.3863192808,-0.0577970905
biocide__ctrl_12h__2,-0.5962736834,0.15009467240000002
biocide__ctrl_12h__3,0.8960486091000001,0.2564769102
biocide__ctrl_30m__1,-0.14386321570000002,0.1419545757
biocide__ctrl_30m__2,0.14190706590000002,-0.1150929136
biocide__ctrl_30m__3,0.0019561498,-0.0268616621
clpP__wt__1,0.6089580352,-0.08561715260000001
clpP__wt_DPTA__1,3.2476564314,1.4490507831000001
clpP__wt__2,-0.22853390110000002,0.0402403828
clpP__wt_DPTA__2,4.4819641783,1.4306189635
clpP__wt__3,-0.38042413410000003,0.0453767698
clpP__wt_DPTA__3,3.6864134323,1.439463799
clpP__delclpP__1,0.2721576672,1.0362497412
clpP__delclpP_DPTA__1,4.1849545021,2.1273525533
clpP__delclpP__2,0.328747879,1.312167581
clpP__delclpP_DPTA__2,4.5030178961,1.9643998799000002
clpP__delclpP__3,0.32392515380000003,1.1582112548
clpP__delclpP_DPTA__3,2.3438849218,2.0751958657
colombos2__delydcR__1,0.8626329462000001,0.33718019390000004
colombos2__delydcR__2,0.5342621691,0.724531314
colombos2__delydcR__3,0.42547973800000005,0.42943932030000004
colombos2__delyjiR__1,1.3674615561,-0.4549876621
colombos2__delyjiR__2,3.1991848929,1.9680668715
colombos2__delyjiR__3,0.1772250823,1.2013372949
colombos2__wt__1,1.3231734319,0.4093153385
colombos2__wt__2,-1.3348576155,-1.0585966307
colombos2__wt__3,0.0116841836,0.6492812922
crp_k100__ar1_ar2__1,-5.1413908571,-1.1388144186
crp_k100__ar1_ar2__2,-2.0035243369,-2.2184600721
crp_k100__ar1_ar2__3,-0.874746306,-1.5385631204
crp_k100__wt__1,0.9193443534,0.0146065445
crp_k100__wt__2,-0.1583048112,0.0609635914
crp_k100__wt__3,-0.7610395422,-0.0755701359
crp_k100__K100Q__1,-0.0400244779,1.0394621834
crp_k100__K100Q__2,-0.4530228297,0.40391773470000003
crp_k100__K100R__1,0.0273599016,-0.4499529963
crp_k100__K100R__2,0.9106579934000001,0.4448300538
crp_k100__K100R__3,0.2547168133,-0.5914454062
csrA__wt_t00__1,-0.07694707120000001,-0.3218444836
csrA__wt_t02_30__1,-7.724979152,-3.9445280912
csrA__wt_t05__1,-8.6329379295,-3.9990856765
csrA__wt_t10__1,-4.6372735788,-3.1441963418
csrA__wt_t15__1,-3.0726953984,-2.6671950745
csrA__delcsrA_t00__1,-0.18020257350000002,-0.3942441612
csrA__delcsrA_t02_30__1,-8.490350818,-4.8892378424
csrA__delcsrA_t05__1,-9.3729030467,-5.3884365426
csrA__delcsrA_t10__1,-3.6750898442,-4.4662169816
csrA__delcsrA_t15__1,-2.0907832788,-3.8154005081999998
csrA__wt_t00__2,0.07694707120000001,0.3218444836
csrA__wt_t02_30__2,-9.255399981,-3.5332159118
csrA__wt_t05__2,-10.0538659826,-3.7463697412
csrA__wt_t10__2,-6.6103799976,-3.2847817165
csrA__wt_t15__2,-3.9713125041,-2.8737381343
csrA__delcsrA_t00__2,0.1981512672,-0.6480878691
csrA__delcsrA_t02_30__2,-9.3994291927,-5.3941504088
csrA__delcsrA_t05__2,-7.0563967739,-5.3985538758
csrA__delcsrA_t10__2,-4.6843076764,-4.7058499822
csrA__delcsrA_t15__2,-2.7524118989,-3.5111307146
cstr_pfr__str_0005m__1,-0.08314210080000001,0.102680951
cstr_pfr__str_0010m__1,0.2962952206,0.7379878955
cstr_pfr__str_0025m__1,0.9127507581000001,1.9509937401
cstr_pfr__str_0045m__1,1.1545362707,2.4737987827
cstr_pfr__str_0075m__1,1.1288578301,2.7686671808
