,A,BasR
SRX5694295,8.1688619797,-0.8950385605000001
SRX5694296,0.3794582185,0.6475606257000001
SRX5694297,3.7401495498,-1.0864871665
SRX5694298,-1.0542414205,-0.0488523067
SRX5694299,-0.8606093141000001,0.13297865350000002
SRX5694300,-2.033603975,-0.2153444234
SRX5694301,-0.3485705371,0.22971110500000003
SRX5694302,-1.9391348116,0.1970450894
SRX5694303,-2.4420949787,0.17285560900000002
SRX5694304,-1.9515605253000001,-0.2767813252
SRX5694305,2.1608589958,-0.9251012340000001
SRX5694306,-1.6579953787,1.6057103897
SRX5694307,0.9625081022,-0.3643346955
SRX5694308,-1.3200676138,-0.2411318002
SRX5694309,1.4882001681,-1.7187607079
SRX5694310,-0.9640347712,-0.8127804173000001
SRX5694311,2.0487612766,-2.0391746212
SRX5694312,-1.1488527522,1.2556775301
SRX5694313,8.0557774627,-0.6603288302
SRX5694315,-1.9550067692000002,0.4492269236
SRX5694317,-0.4884314538,0.49315249250000004
SRX5694319,-0.6420189229000001,0.1757277717
SRX5694320,2.0128763785,-1.9167950763000001
SRX5694321,0.6201200033000001,0.1156419515
SRX5694322,-1.3948549673000001,0.6854003288
SRX5694323,0.7173328107,0.3098126341
SRX5694324,2.1187680418,-1.0008557985
SRX5694325,-2.0560750893,-0.7953768587000001
SRX5694326,-1.5198316465000001,0.5387257345
SRX5694327,-0.7247006509,-0.7334826952
SRX5694328,-0.5867060309000001,0.1112268762
SRX5694329,2.3269298131,0.1703363916
SRX5694330,-1.5748474596,1.2387226803
SRX5694331,-0.5835191325,-0.22308598540000002
SRX5694332,0.3632304666,0.18643004840000002
SRX5694334,-0.3582616058,-0.2540275014
SRX5694335,5.8958698115,-0.4100138156
SRX5694336,0.5506064702,-0.7965752445000001
SRX5694337,-0.4447791586,0.3087822377
SRX5694338,-1.7810120808,0.3891732254
SRX5694339,-0.6328189698000001,0.1166790778
SRX5694340,-1.4376614302,0.4161168167
SRX5694341,0.9917684123,-0.8035009096
SRX5694342,3.4461443808,-0.23246738990000002
SRX5694343,3.0754750873,1.3909799274
SRX5694344,2.0756492776,-0.16627730170000002
SRX5694345,-1.9338087131,-0.2101058636
SRX5694346,1.6385320512,0.5799147779
SRX5694347,-0.5265934753,0.4112231127
SRX5694348,-1.6499938787000001,0.2564390555
SRX5694349,-0.9873200414000001,-0.1636535938
SRX5694350,3.4233636114,0.2386245412
SRX5694351,1.9208393515000002,-0.2201551974
SRX5694352,-0.8878309224,0.5357573914
SRX5694353,-0.8330036882,0.2645151086
SRX5694354,-0.8819267351000001,-0.3593987541
SRX5694356,-1.5028284398,0.2609475343
SRX5694357,2.8354687443,-0.4883850961
SRX5694358,1.6519195755,-0.27499806920000003
SRX5694359,-1.0718781143,0.7282148091
SRX5694360,-2.5921143869,0.29327261
SRX5694361,-0.9445200618,1.1216969576
SRX5694362,-1.5930334364,1.2847640095
SRX5694363,0.8103168847000001,0.5347889159
SRX5694364,1.6182915609,-2.3092550627
SRX5694365,0.2613129882,1.1024594978
SRX5694366,-1.4415118578000001,-0.1316228106
SRX5694367,-1.2173933556,-0.6430386722
SRX5694368,-2.9358933884000002,0.2031695785
SRX5694369,-1.6169589008,0.1568699237
SRX5694370,-1.8858590754,0.0909434712
SRX5694371,1.6064673117,-1.4425391265
SRX5694372,-1.7060859906,0.2394382387
SRX5694373,3.5407901037,0.0709826803
SRX5694374,2.0391343526,-2.3889623932
SRX5694375,-0.8819573098,0.46462541090000004
SRX5694376,-0.7664072556,1.0954304011
SRX5694377,2.3359067618,-2.3907303488
SRX5694378,-2.0048326839,0.41245867140000003
SRX5694379,-1.5798507765,0.6597487619
SRX5694380,1.7031797322000002,0.6115368084
SRX5694381,2.1178357932,-0.6824879938
SRX5694382,0.3394867561,0.395293948
SRX5694383,-1.318589272,0.3173450829
SRX5694384,-0.40715564730000003,-0.0219095971
SRX5694385,-3.9653496449,0.96637025
SRX5694386,2.2497113835,-2.1115733257000002
SRX5694387,-1.7046590447,-0.18504873700000002
SRX5694388,1.087683544,-0.5526522714000001
SRX5694389,-0.4060305441,0.5686380751
SRX5694390,-1.0982934401,0.34450673260000003
SRX5694391,0.0738948136,0.8431020487
SRX5694392,0.3482133018,0.5548494227
SRX5694393,-0.5870680964,0.06816895540000001
SRX5694394,-0.2182624975,0.3789707658
SRX5694395,0.5473611976,0.1418474193
SRX5694396,0.7951131932000001,-0.3037073348
SRX5694397,-1.3699198699,-0.1540990985
SRX5694398,-1.5108883141,0.3152480818
SRX5694399,1.209690798,0.735390854
SRX5694400,-1.7225487016,-0.1039914038
SRX5694401,-2.1828564037,0.5457856537
SRX5694402,2.6718193317,-2.0654049466
SRX5694403,-1.0999774688,-1.0177403233
SRX5694404,-0.34767555920000004,0.0899265804
SRX5694405,1.5979261981000001,0.543692394
SRX5694406,-0.1866410238,0.21168294170000002
SRX5694407,-1.3406146471,0.4605780894
SRX5694408,-1.8373653666,0.7036746471
SRX5694409,3.0861142539,-1.5457928847
SRX5694410,-0.6685211098,0.8606882006000001
SRX5694411,0.1627552373,0.16515132600000001
SRX5694412,-1.4860361752,0.1834303719
SRX5694413,2.7024269702,1.4402021424
SRX5694414,2.9938650508,-0.18084002670000002
SRX5694415,0.45476893,0.4145453005
SRX5694416,0.1796948494,0.0451638757
SRX5694417,-0.8058142522,0.1445584977
SRX5694418,0.7480352787,-1.2484260198000001
SRX5694419,-0.0111584625,-0.4682763078
SRX5694420,-0.8969158978,0.3298284745
SRX5694421,0.3228233608,0.1284894788
SRX5694422,0.4528219889,0.0325863987
SRX5694423,-1.6854225119000001,-0.4737480169
SRX5694424,-1.4283953971,-0.29372391810000004
SRX5694425,-1.0402754018,0.5729895064
SRX5694426,-1.5664861860000001,-0.1377601057
SRX5694427,-0.6072071502,0.7382048947000001
SRX5694428,-1.3922947418,0.35512208030000003
SRX5694429,1.3163450268,0.17949588360000002
SRX5694430,-0.24864723860000001,0.8459330104
SRX5694431,0.7791313958,0.6027123431
SRX5694432,-2.9113224725,0.0744706281
SRX5694433,2.8406816895,1.2915670329
SRX5694434,2.0651078477,0.5099960953
SRX5694435,2.254453959,-0.8683908902
SRX5694436,4.0052974904,-1.5384602503
SRX5694437,0.9787372678,0.3754205506
SRX5694438,0.100962987,0.37368719780000004
SRX5694439,0.7789134945,-1.4546196681
SRX5694440,-1.7478641649000002,0.035638238100000004
SRX5694441,2.788387273,-0.0926160887
SRX5694442,2.0657374159,-1.0106639922
SRX5694443,-1.3714065149,0.2535418867
SRX5694444,-1.5975211587,0.10797469430000001
SRX5694445,0.6249159827,-1.5226429448
SRX5694446,-1.5906438357,-0.016057793600000002
SRX5694447,0.47142810630000004,0.18747095190000002
SRX5694448,-2.0735919013,0.43273915030000004
SRX5694449,-0.7815380206,0.6453990070000001
SRX5694450,-2.8896496508,0.6011645366
SRX5694451,-2.0811076438,0.0888236694
SRX5694452,1.0721316168,-0.2857644176
SRX5694453,3.5189987121,1.6190377953000001
SRX5694454,-0.8739721475000001,-0.0441504952
SRX5694455,-0.5568751630000001,-0.8035423460000001
SRX5694456,-1.3099230473999999,0.1168194426
SRX5694457,-0.5153468366,0.4012306704
SRX5694459,-0.8125320282,0.056025259200000004
SRX5694460,3.0442320378,-0.7483639921
SRX5694461,-1.8433299874,0.1817721297
SRX5694462,1.6511962561,-0.6460286434
SRX5694463,-1.2082642097,0.3951441513
SRX5694464,-1.50060789,0.32033689930000003
SRX5694465,-1.7537476479,0.42060622140000004
SRX5694466,-0.044616098,0.011683203000000001
SRX5694467,-1.3173521886000001,0.1017345713
SRX5694468,1.96821636,-2.2509249268
SRX5694469,1.4254362399,0.2032998318
SRX5694470,0.1992577969,-0.0769616635
SRX5694471,-2.9849753457,-0.1213794755
SRX5694472,-1.0571252984,-0.2481725642
SRX5694474,-2.5988087494,-0.0338461436
SRX5694475,-1.7304087408000002,-0.0056818169
SRX5694476,-1.5389824084,0.14872932560000002
SRX5694477,3.3339743336,-0.7773965310000001
SRX5694478,-0.1605740326,0.5525038666000001
SRX5694479,6.2804658655,-0.33092128190000003
SRX5694480,3.7970343211,0.7260473168
SRX5694481,-0.3277102078,0.174590185
SRX5694482,-2.4241030124,-0.0126785809
SRX5694483,-0.43966766770000004,0.3762216136
SRX5694484,-1.184033415,0.0079201151
SRX5694485,-1.8673508353,0.5658858915
SRX5694486,-1.4423655800000001,0.2003211091
SRX5694487,-0.6865122920000001,0.48058173740000004
SRX5694488,-0.8895730292,-0.006384452400000001
SRX5694489,-1.710773563,0.095063967
SRX5694491,-0.36369131050000003,-0.42427625830000004
SRX5694492,0.6484571535,-1.0315203817
SRX5694493,0.801195163,-0.16670840180000002
SRX5694494,-1.7203842048,-0.0282616943
SRX5694495,-0.295079156,0.14795294380000001
SRX5694496,-1.599997396,-0.0332114842
SRX5694497,-2.0616835036,-0.48890277060000004
SRX5694498,-2.0643991232,-0.034334996
SRX5694499,-0.8111357177,1.8948125598
SRX5694500,-2.0288368417,0.096328931
SRX5694501,-0.8810145775,-0.1041860819
SRX5694502,-1.8593305075000002,1.3146264976
SRX5694503,-2.3044709718,0.0126121137
SRX5694504,-0.8467061334,0.1408274359
SRX5694505,2.5200665373,-2.4727087525
SRX5694506,-1.3019551122,0.32000277590000004
SRX5694507,-1.5837330637,-0.027351656800000002
SRX5694508,3.8787915101,0.7383823721
SRX5694509,-2.8515093402,-0.49063561600000005
SRX5694510,1.1440424745,0.4318022198
SRX5694511,-1.0892037623,0.1369676389
SRX5694512,-0.1662284875,-0.8688180556
SRX5694513,4.2160090991,1.0491337302
SRX5694514,3.0617656717,-1.0073555495
SRX5694515,-2.2796247931,1.0636747932
SRX5694516,0.2371335592,-1.6853053856
SRX5694517,-1.5971922145000002,0.3526250886
SRX5694518,-0.9861727399,0.1662224462
SRX5694519,-2.2715883363,0.1763970406
SRX5694520,-1.4984986073,0.8030730554000001
SRX5694521,-2.32985798,0.3822917317
SRX5694522,-1.1877769448,0.0482726418
SRX5694523,-1.4477375970000002,0.1791288197
SRX5694524,-2.43347813,-0.127574384
SRX5694525,-1.1130030242,0.21906283170000002
SRX5694526,0.2403299858,0.3515175117
SRX5694527,-1.5544391709,0.1609850702
SRX5694528,7.051259091,-0.5114293142
SRX5694529,-0.9995302724,0.5123189965
SRX5694530,0.3048226968,1.3114329767
SRX5694532,-1.4880478151,-1.0859176
SRX5694533,-0.47269182200000004,1.394115626
SRX5694534,1.1358047019,0.3351850819
SRX5694535,-1.8903817187,1.9517096909
SRX5694536,-1.2645326447,0.1766253838
SRX5694537,-1.9746581768,0.2102793885
SRX5694538,-1.417345491,0.260322436
SRX5694539,-0.6803666455,0.8053030038000001
SRX5694540,-1.3671043461,-0.9356313429
SRX5694541,-0.47631715410000003,0.0535957569
SRX5694543,0.4475088638,-2.4408022923
SRX5694544,-2.0164474551,0.02589352
SRX5694545,-0.4313389735,0.1427269931
SRX5694546,0.5117393232,0.6654747320000001
SRX5694547,-0.5257492093,0.269298953
SRX5694548,-0.37895264630000003,0.0317977878
SRX5694550,2.4132694531,0.3106076836
SRX5694551,-4.115534903,1.0147966723
SRX5694552,-1.416580747,0.2917397257
SRX5694553,-1.2394385561,0.3587453912
SRX5694554,-2.4883907651,-0.07671971080000001
SRX5694555,0.5835255946,-0.6594869564
SRX6072760,-1.8919270206,-0.6558574326000001
SRX6072761,-0.7818623359,-0.7349586142000001
SRX6072762,-3.2268569515,-0.6624480427
SRX6072763,-1.5672908076,-0.13332869690000002
SRX6072764,-0.895215556,-1.2465252341
SRX6072765,-1.8312660141000001,-0.32190630470000003
SRX6376491,2.442643845,1.4416801491
SRX6376492,2.1291735224,-0.9950412401000001
SRX6376493,1.6590855349,-1.3012580485
SRX6376494,4.6748136723,-0.3787987736
SRX6376495,3.083211229,1.4610913034
SRX6376496,1.2909198039,1.1369785675
SRX2723951,-0.0707517227,0.6999618249
SRX2723952,0.5902310745,1.1547362139
SRX2723953,0.1267277676,0.8952834034
SRX2723954,0.9837038133,2.0924660628
SRX2723955,0.3877159931,0.3348217857
SRX2723956,0.2302341706,0.8728393741
SRX2723957,-0.4969708799,0.1579477995
SRX2723958,0.5947477044,0.19809005440000002
SRX2723959,0.25540596930000004,0.12855071710000002
SRX2723960,-0.45077656650000003,0.6458816665
SRX2723961,1.5830347974999999,2.0857523257
SRX2723962,0.3856356192,0.32003381010000004
SRX2723963,0.14008297220000002,-0.2719237161
SRX2723964,1.1497844864,0.2656472503
SRX2723965,0.0228651503,0.46267861800000004
SRX2723966,-0.8275711631,0.169141031
SRX2723967,0.5579395037,-0.1590619153
SRX2723968,0.2696316594,-0.0100791156
SRX6977206,0.6630367427,-0.5687463566000001
SRX6977207,0.6082874526000001,-0.5884133351
SRX6977208,0.2562591796,0.0563520081
SRX6977209,0.6843147023,-0.1761290553
SRX6977210,0.4568118023,-0.0174949802
SRX6977211,0.1648480424,0.1624454573
SRX6977212,0.09272195600000001,-0.0334917555
SRX6977213,-0.2575699984,-0.12895370180000001
SRX6977214,0.7705009221,-1.2316627854
SRX1153733,0.0996615564,0.0644985535
SRX1153734,-0.0996615564,-0.0644985535
SRX1153735,0.2677324695,-0.1355262239
SRX1153736,-0.133517631,-0.43043749000000003
SRX5204053,0.5410386361,-0.1856773979
SRX5204054,1.4271678136000001,0.38469765440000003
SRX5204055,0.4075782685,-0.050998953400000005
SRX5204056,-0.5711634565,0.5384862896
SRX5204057,-0.37326831800000004,0.2441864255
SRX5204058,-0.1474906312,0.5329873317
SRX5204059,1.3373760652,0.7773309242
SRX5204060,0.9761060261000001,0.8616925391
SRX5204061,1.1412006952,0.9339453372000001
SRX5204062,-0.0775125784,0.21234821310000002
SRX5204063,0.2813496869,0.1355292673
SRX5204064,-0.7781818571,0.08616308900000001
SRX5204065,0.2762192354,0.8717830628000001
SRX5204066,0.1192033416,0.5869848138
SRX5204067,0.0706405049,0.45280787910000003
SRX5204068,-0.1877505099,0.6390476791
SRX5204069,0.24665857,0.3331811457
SRX5204070,1.2211608146,0.8721408037
SRX5204071,0.3369932243,0.7387226377
SRX5204072,0.2480051235,0.1421389078
SRX5204073,0.1459537867,0.4695075575
SRX5204074,1.9107637069,0.5301081965000001
SRX5204075,0.1233211064,0.0603213378
SRX5204076,0.7378551166,0.061948164300000004
SRX5204077,0.1937260926,0.0235630563
SRX5204078,-0.0636651829,0.2457661555
SRX5204079,0.49066088750000003,0.2016013076
SRX5204080,0.45386216770000004,0.6572270728
SRX5204081,0.9887965407,0.4455823692
SRX5204082,0.9118848623,0.5322956710000001
SRX5204083,0.6100557071,0.2717334544
SRX5204084,0.319015739,0.1989048135
SRX5204085,0.4149276443,0.1070486861
SRX5204086,-0.7547079421,-0.3944235112
SRX5204087,0.8679089189,-0.1159731859
SRX5204088,-1.3372984872,-0.6260770728
SRX5204089,1.4313521707999999,-0.0056738330000000005
SRX5204090,1.3963311059,0.32677836390000004
SRX5204091,1.4862872731,0.3857569153
SRX5204092,0.6802090872000001,0.3323685822
SRX5204093,0.8914877116000001,0.296981847
SRX5204094,-0.0359314835,0.3643182279
SRX5204095,-0.0802366623,0.1112797216
SRX5204096,-0.24944276340000002,-0.0099217987
SRX5204097,0.32967942570000003,-0.101357923
SRX683459,0.0965504107,0.1731452053
SRX683460,-7.588726227,-0.38552649510000003
SRX683461,0.0544637719,-0.1846494343
SRX683462,-7.5311762047,-0.5297175715
SRX683463,-0.1510141825,0.0115042289
SRX683464,-7.8383943432,-0.2351002788
SRX683465,-0.4632563672,-0.12346626320000001
SRX683466,-6.5798913472,0.628044762
SRX683467,-0.6751279646,-0.21965142780000002
SRX683468,-6.4587854624,0.5662210981
SRX683469,-0.5673065367,-0.1849132044
SRX683470,-6.7452155052,0.3648337931
SRX322077,1.6795844006,0.1971311472
SRX322078,1.5960156182,0.5234779161
SRX322079,1.800750485,0.3220733897
SRX322080,1.4903638724000001,-0.26480633870000003
SRX322081,0.4177569796,0.3066333491
SRX322082,-0.9671823076,0.518709539
SRX322083,-0.6418407686000001,-0.23091317090000002
SRX322084,1.2878116778,-0.2072309145
SRX322085,-0.6459709092,0.4381440854
SRX2708592,-1.9735400401,-1.7758968081000002
SRX2708593,-3.0785149197,-1.3116795126
SRX2708594,-2.8443149103,-1.4991173077
SRX2708595,0.1527612233,0.1392783448
SRX2708596,0.0928949089,-0.0771133777
SRX2708597,-0.24565613220000002,-0.0621649671
SRX2708598,-0.6331742875,-0.1148801264
SRX2708600,-1.0726449638,-0.1996613221
SRX2708601,0.2709683738,-0.23855133590000002
SRX2708602,1.0674957365,0.1027686094
SRX2708603,0.2960039799,-0.1591141129
SRX3073814,0.3045273042,-0.1522535294
SRX3073815,0.904245543,-0.8292859349
SRX3073816,3.008706718,-2.0243435061
SRX3073817,4.6319294457,-2.3833885689
SRX3073818,5.6446482173,-1.5197146656
SRX3073819,0.32917444770000004,0.0288911637
SRX3073820,0.9130730821,-1.0425902006
SRX3073821,2.561526712,-1.9308924883
SRX3073822,5.0165122244,-1.6120421351
SRX3073823,5.0794217315,-2.116217859
SRX3073824,-0.3045273042,0.1522535294
SRX3073825,0.7309996507000001,-0.4104959576
SRX3073826,2.7955029828,-1.7670796791
SRX3073827,4.6924244739,-1.4519287975
SRX3073828,5.6246380014,-1.0401818366
SRX3073829,-0.0331391546,0.039338526000000006
SRX3073830,0.3316092581,-1.7714968288000001
SRX3073831,3.126244236,-2.188047809
SRX3073832,4.2345661667,-2.0108381728
SRX3073833,4.5238909958,-1.2500393874
SRX2391456,-0.0096304997,0.09285139760000001
SRX2391457,-0.8311669313000001,-0.3492259777
SRX2391458,-0.6620856165,-0.1861434872
SRX2391459,-1.2734671887,-0.3205469973
SRX2391460,-1.7737097874,-0.3356500269
SRX2391461,-1.7901888401,-0.45578167280000004
SRX2391462,-2.1351380554,-0.5051073377
SRX2391463,-1.9288876100999999,-0.3357943747
SRX2391464,-2.0370340394,-0.19293701200000002
SRX2391465,-2.3786591643,-0.5798964022
SRX2391466,-2.8156868887,-0.6889110403
SRX2391467,0.0941655623,-0.0229205644
SRX2391468,-0.38990967660000003,-0.1020014904
SRX2391469,-0.5555699053,0.0137677196
SRX2391470,-0.5842030169,0.0519507361
SRX2391471,-1.3110989343,-0.31683712810000003
SRX2391472,-1.4294963566,-0.0924913385
SRX2391473,-1.4129608448,-0.3236830821
SRX2391474,-0.7833015459,-0.29267713230000003
SRX2391475,-2.1173085698,-0.21822861170000002
SRX2391476,-2.6822100245,-0.2989144796
SRX2391477,-2.8697805649,-0.8850493465
SRX2391478,-2.4111484006,-0.650197248
SRX2391479,-2.574745863,-0.3205626643
SRX2391480,-4.08415029,-0.7249774317000001
SRX2391481,-3.3280812982,-0.656782239
SRX2391482,-3.5285598662,-0.5255321372
SRX2391483,-2.4159730009000002,-0.7883384784
SRX2391484,-0.8897354252,-0.2904467253
SRX2391485,-0.8822168931000001,-0.3740802044
SRX2391486,-0.8436850471,-0.4671912011
SRX2391487,-1.9053672640000001,-0.4057954997
SRX2391488,-2.040782276,-0.6466127612
SRX2391489,-2.7601745802,-0.5828826490000001
SRX2391490,-2.7856467147,-0.5603416264000001
SRX2391491,-2.5423988703,-0.5561377842
SRX2391492,-3.3281480721,-0.8517186796
SRX2391493,-2.8485084372,-0.5711674185
SRX2391494,-2.5962666557,-0.5988934321
SRX2391495,-0.0941655623,0.0229205644
SRX2391496,-0.33118811470000004,-0.15070206590000002
SRX2391497,-0.6072640256,-0.0889639135
SRX2391498,-1.3756412376,-0.0009987436
SRX2391499,-1.4522917508,-0.2565561126
SRX2391500,-1.7538557866,-0.4712419457
SRX2391501,-1.6682570069,-0.658098485
SRX2391502,-1.2213107658,-0.4715552897
SRX2391503,-2.4825312342,-0.4771657385
SRX2391505,-3.0544870683,-0.6158625208
SRX2391506,-2.950906455,-0.7994687859
SRX2391507,-2.7934945926,-0.6971103424
SRX2391508,-3.7783009376,-0.8774249443000001
SRX2391510,-3.759154894,-0.6644736605
SRX2391512,-3.5687115412,-0.6313600831
SRX2391513,-3.2044976914,-0.7956206148
SRX2391514,-2.7720689336,-0.5995038611
SRX5632598,-1.3424721217,1.040983267
SRX5632599,-0.8891914114,0.2622295711
SRX5632600,1.2480939314000001,1.592712454
SRX5632601,1.4361393489,1.2673547615
SRX5632602,1.8447473106,1.9594540551000001
SRX5632603,0.8828713123,1.7721319226999999
SRX5632604,2.4333007425,1.9044186999
SRX5632605,1.2731068704,1.8369940918
SRX5632606,0.0093837713,1.2200017424
SRX5632607,-0.5600174322,0.1391790423
SRX5632608,0.7343544309000001,-0.3174568975
SRX5632609,-0.69284299,-0.17124606480000001
SRX5632610,-0.3869648251,0.315976025
SRX5632611,-0.0415114409,0.48870296230000004
SRX5632612,-0.14243574920000002,0.18450624670000002
SRX5632613,-1.1073593699,0.3984326043
SRX5632614,0.6027699721,0.1575660681
SRX5632615,-0.4211167625,0.3269707913
ERX2874132,-0.2758523338,0.6640911804
ERX2874133,-1.8335765896,0.18361842220000002
ERX2874134,-1.9603144221000002,-1.1518874327
ERX2874135,-3.0793361166,-0.9887575831000001
ERX2874136,-3.7071989522,-1.1548705830000001
ERX2874137,-4.2300682869,-0.6312737205
ERX2874138,-1.6919641947000001,-0.23612336860000002
ERX2874139,-1.4016894914,-0.2559851868
ERX2874140,-0.34191050910000004,0.24849693020000002
ERX2874141,0.34191050910000004,-0.24849693020000002
ERX2874142,-1.1383359312999999,-0.6489935805
ERX2874143,-0.9766382444,-0.5014636598000001
ERX2874144,-0.8493409853,-0.1843039461
ERX2874145,-1.0253908432,-0.0812994721
ERX2874146,0.6165664163,0.7662903621
ERX2874147,0.5823520691,0.2805635365
SRX1300292,1.3104201924,-0.355469262
SRX1300293,-1.3104201924,0.355469262
SRX1300299,-0.0241322616,-0.08483288180000001
SRX1300300,-0.7167273687,0.4039723302
SRX1300304,-0.41515455030000004,0.0695708508
SRX1300305,-0.0648911566,0.2034284539
SRX1300306,0.9511789875000001,-0.4089707369
SRX1300310,0.888514031,0.6960968324
SRX1300311,-0.0625046348,0.2345665368
SRX7291195,-2.7322430098,-0.9827098368
SRX7291196,-2.4232566096,-1.041471468
SRX7291197,-2.7014263901,-1.1186547301
SRX7291198,-0.242895089,-0.0333125586
SRX7291199,0.536398642,0.1439584734
SRX7291200,-0.2935035529,-0.11064591480000001
SRX7291201,-4.5516200865,-1.6596552172
SRX7291202,-7.014198939,-2.1175373808
SRX7291203,-4.1943892684,-1.4429028449
SRX7291204,-2.7996117666,-0.5799946614
SRX7291205,0.0130605582,0.062195035
SRX7291206,-0.3731076498,-0.0441639715
SRX2436955,-1.6630220111,0.2278572148
SRX2436956,-0.4209370055,0.0617435691
SRX2436957,0.3566606686,0.1476912384
SRX2436958,0.6236496423,0.5328200674
SRX2436959,0.9568067529000001,0.3206204147
SRX2436960,-0.9945124635,0.4741393571
SRX2436961,0.7873044573,1.104768722
SRX2436962,1.1847831846,1.6427585498
SRX2436963,0.0485333274,0.028785428000000002
SRX2436964,0.0531643014,0.9454122939
SRX2436965,1.0205859009,-1.4578077686
SRX2436966,-0.9175415041,0.3047953259
SRX2436967,0.3468798361,1.26369863
SRX2436969,0.042829018100000005,-0.0311136693
SRX2436970,-0.9211705851,0.3194996101
SRX2436971,0.9710226825,1.4578305239
SRX2437029,1.4415733907,1.5836280405
SRX2437030,-0.8590225638000001,0.3168163755
SRX2437031,0.0631551964,-0.1789633638
SRX2437032,0.8047365167,-0.0692273404
SRX2437033,0.0073622087,0.31565514110000004
SRX2437034,1.3496393667,-1.6271730989000002
SRX2437035,-0.47709036870000004,0.2511709831
SRX2437036,-0.6951806009,0.5424651625
SRX2437037,-0.1094885824,0.9393461159000001
SRX2437038,-0.7704339606,0.45627167430000004
SRX2437039,-0.6707942776,-0.3527974069
SRX2437040,-0.3235430776,0.49685251890000004
SRX2437041,-1.5528657425999999,0.0870500755
SRX2437042,-0.7142402093,-0.084556555
SRX2437043,0.1256376841,0.9478517099
SRX2437044,-0.5383885334,0.0515973515
SRX4705203,2.2239969437,-0.3077411762
SRX4705204,1.4039311838000001,-0.26946541500000004
SRX4705205,1.0806615508,-0.15801591850000002
SRX4705206,1.16271767,-0.2002258654
SRX4705207,1.1233910055,-0.1632837537
SRX4705208,0.2420511069,-0.9060081229
SRX4705209,0.42312556700000004,-0.40238086310000004
SRX4705210,0.5060797817,-0.4836810697
SRX4705211,-0.40212823340000003,-0.3892993435
SRX4705212,0.18987866320000002,-0.5785552700000001
SRX4705213,0.14952024,0.1076669594
SRX4705214,-0.5043669724000001,0.2551610858
SRX4705215,0.3981797602,-0.2438408199
SRX4705216,-0.3145313075,0.1694939866
SRX4705217,-0.09523863440000001,-0.1197195409
SRX4705218,0.3664369141,-0.1687616711
SRX4705219,1.1075217637,0.18857931390000002
SRX4705220,1.5530684557,-0.1824407753
SRX4705221,1.4516420916000001,0.1378500875
SRX4705222,0.7891084823000001,0.0611171947
SRX4705223,1.9579948417000002,0.0064821973
