,A,Fnr,Crp,Fis,NarP,Cra,hns,NarL,ihfB
SRX5694268,-3.1063910126,0.32801548280000004,0.0231238538,-0.7439088252,0.3720560761,0.3834597617,-0.0815327794,0.07094828710000001,-1.1566112913
SRX5694269,0.9074823722,-0.0363903054,0.0476350313,-0.3382359766,0.1109293113,0.5965422085000001,0.0328928135,0.19399510790000002,-0.5151260577
SRX5694271,-0.1104574115,0.1539794799,0.24713669740000002,-0.46712865400000003,0.0975458241,0.1308253183,-0.10642851340000001,0.0642121101,-0.3442757495
SRX5694273,-0.5177082763,-0.315089026,-1.5465123927,1.2231535145,-0.1415011829,-0.8388425719,0.6464433037,-0.07041621590000001,-2.3813583609
SRX5694274,-0.5232483046,-0.19593564700000002,0.2066153554,-0.8780742082,0.2943684521,0.6751682776,-0.0005954383,0.2387249998,-1.0600417401
SRX5694275,1.1459312987999999,0.1826918599,-0.5157335737000001,-0.3190684022,-0.1182591057,0.9108492799000001,-0.7840740106,0.4765491027,-2.7828060503
SRX5694276,-0.8854578189000001,0.6125076868,-1.8223907651,0.9380870463000001,0.21852763760000002,-1.1208930686,0.7946358242,-0.9480551533,-0.938501404
SRX5694277,1.1893237084,0.518483773,0.36042412560000003,-0.5544290879,0.3719915205,0.21406610210000002,-0.3573271824,0.3874315129,-1.1086632386
SRX5694278,-4.0914185588,0.6077452839,-1.3002511837,0.499138858,0.8872135585,-0.4068578344,1.536242647,-0.30677911280000003,-1.5186830960000002
SRX5694279,-3.262412404,0.7489705412000001,0.3379205155,0.1323222643,0.3886492084,0.44640647380000004,-0.206662584,0.45546757130000004,-1.0835463994
SRX5694280,2.600156566,-1.2905505804000001,-0.6834405493,0.2073111051,-1.1287978512,0.045534809600000004,0.48643795360000003,0.8811496315,-0.2108301915
SRX5694281,1.3845494145,0.4743514224,0.1656640608,-0.25733282500000004,0.1035965041,0.6982458443,-0.5867027299,0.5259159415,-1.1932094615
SRX5694282,-1.7684636121000001,0.8302627999000001,-0.9934080376000001,-0.43288717800000004,1.1049926991,-1.9874404964,1.5495831874000001,-1.1704676525,0.5828825608
SRX5694283,4.8596267379,-0.8002749045,-0.3443110079,-0.1847626776,0.0806093745,-0.38277561260000004,0.5062316505,-0.1456506972,-0.9701385051
SRX5694284,2.8663792217,-1.6551107114999999,-0.9407234058,0.9230981104,0.0014017051,-0.5035923001,0.2590986018,-0.0240085228,-0.8524414069
SRX5694285,2.1367661556,0.21844817860000001,-0.0040549861000000005,0.418788309,-0.1979834949,1.0192005981,0.0087843152,0.5443759374,-1.405760481
SRX5694286,2.5227309216,0.0879280571,-0.1478341465,0.2659133738,-0.1569156836,0.7719019076,-0.3992162387,0.9783104235000001,-2.0779262437
SRX5694287,6.333475276,0.8900785727,-0.1558928562,-1.8737666673,0.3661053718,-0.052083887700000005,0.8313039999,0.7166860521,-0.1903310601
SRX5694288,1.2167475738,-0.0313845657,0.2764607147,-0.7529405576,-0.2629685692,-0.2371284206,-0.45174707410000003,-0.0818044565,-1.0812140072
SRX5694289,-0.0968541181,-0.4150383489,-0.14661147630000002,0.40104904210000003,-0.4385959025,-0.0507022806,0.46102281510000004,0.2538442496,-0.026524093000000002
SRX5694290,-0.7743166392,0.2272209504,0.2201400917,-0.5866514008,-0.28319217420000004,-0.5041378015,-0.39522827390000004,-0.32002223220000003,-1.0022560843
SRX5694291,1.6559627301000002,0.16806743940000002,0.1874058842,0.1670368142,-1.6058511883,-3.2518194953,-1.3338308134,-1.4231800896,-1.7171008209
SRX5694292,0.2352936636,0.40832126950000003,0.0513472187,-0.18329488400000002,0.21582440830000002,0.5148069151,-0.43565160620000004,0.371962511,-0.8705550239000001
SRX5694293,-0.5862308656,0.0877333852,0.3866879371,-0.44714341750000003,0.1165515869,0.2921819518,0.038069885000000005,0.040928029000000005,-0.6341559143000001
SRX5694294,2.0573710562,-0.1654402185,-0.0602559214,-1.1044765928,-0.2907956102,0.09906589140000001,-0.24636549170000002,0.3072546497,0.5477587571
SRX5694295,4.032126664,-0.12067474560000001,-1.4743546362,2.01999203,-0.4398574484,-0.9248653221,-1.4046597106,0.3371132867,-1.3179166312000001
SRX5694296,0.15915455380000001,0.1613415464,-0.13444608700000002,-0.11737753790000001,-0.3527733799,0.0783119691,0.0952690145,0.3899857407,-0.09633023900000001
SRX5694297,-1.3561930476000001,0.257224454,-1.621907484,1.1007515523,1.3288510418000001,-1.4474649046999999,1.1708920348,-1.9056921008,0.6487792296
SRX5694298,5.3664394841,0.047755995,-0.0376343135,-0.1059151671,-0.7089910410000001,0.24395055710000002,-0.15364917820000001,1.3605355026,-1.398343179
SRX5694299,1.3601600735,-0.1308553567,-0.0810478849,-0.1809852853,-0.2711287174,-0.0396580453,-0.329062373,-0.1621879518,-0.0548211138
SRX5694300,4.1586122598,-0.3609283863,0.1296583874,-0.4078044901,-0.5093581558,-0.444195335,0.6446787887000001,-0.4011629601,-0.4764255264
SRX5694301,1.030627312,0.20815252,0.2017965224,-0.4056936109,0.0364477442,0.6848183492000001,-0.499017776,0.6602530221,-0.9915859493
SRX5694302,-0.7073794569,0.0028938907,0.1490464558,-0.2755809595,-0.25856244240000004,-0.2074547953,-0.4983299264,-0.3741219792,-1.1529412139
SRX5694303,-0.7039196485,0.11078089020000001,0.2623448043,-0.0218445443,0.0550519451,-0.3665347619,-0.9284528158,-0.3082369024,-1.0626874924
SRX5694304,4.5410258004,-0.2836689398,-0.22631582460000002,-0.3603364043,-0.32598421250000004,-0.3004042504,0.4696265652,-0.3006640419,-0.9260874235000001
SRX5694305,-1.0885448294,0.0804674744,-1.9945889461,0.5386924691,0.4420436025,-1.956959367,0.8807592262,-1.1971011775,-1.3048554744
SRX5694306,-0.6195273183000001,-0.2221077391,-0.303318389,-1.1777016044,-0.2643984723,1.1549827568,-3.003918591,1.5801977473000002,2.186138402
SRX5694307,-2.1170236163,0.6605546913,-0.9213934478,0.4569554622,1.5217850224,-1.8424156250000001,2.0280958555,-0.884127384,0.9100277827000001
SRX5694308,1.0947170674,0.030807355300000002,-0.5542551321,0.62288687,0.0190431771,-0.4115024249,0.1282549919,-0.452432223,-0.8877531976
SRX5694309,-3.0757129552,0.1635488437,-2.4371824129,2.3050038891,-0.33719525100000003,-2.491041828,1.4273784088,-1.3563246039,-1.5251338072
SRX5694310,-3.224811051,-0.4774994905,-0.6975730314,-0.034645267800000004,-0.4628079016,-0.21317231320000002,0.3338719368,-0.6817547788,-1.4504833334
SRX5694311,-2.8546583651,0.0987552064,-2.788252041,1.6454385256,0.4495089318,-2.3858561979,0.5479911068000001,-1.3195528967999999,-1.2200697843000001
SRX5694312,3.7626574149,0.2741965069,-0.46271994780000003,-0.862049083,0.1744438962,0.5017693683000001,-1.8298625141,1.3047365667,1.7775761065
SRX5694313,2.3416344718,0.12295077100000001,-1.0117169578,1.5046348551,0.008755924600000001,-0.380546541,-1.2640210537,0.0825550003,-1.2855187251
SRX5694315,0.9816277973,-0.3737381984,-0.1729404675,-0.7560279758,0.2622974283,0.1581059554,-0.21223886720000001,-0.2047876144,-0.8769879084000001
SRX5694317,1.7825733854,1.3424886167,0.2138522692,-0.9570480503000001,1.059662953,1.0830491121999999,0.33937007880000003,0.6570030657,-1.2793691829
SRX5694319,0.7554543588,0.09932130680000001,0.22403181360000002,-0.2310521848,-0.5126311683,-0.282687005,-0.2648527613,-0.0042746708,-1.080054735
SRX5694320,1.3157074063,0.0559133562,-0.09237995040000001,0.0384749824,-1.7429741852,-3.0070167331,-1.6065648687,-1.6268601596,-1.4207421173
SRX5694321,1.4373442867000001,-0.2242105774,-0.38942819040000004,-0.27164175360000004,-0.4913291436,-0.5811062264,0.7920205793,-0.2149626757,-0.36320266970000004
SRX5694322,-3.178264115,0.41129122560000003,-1.1362642293,-0.9889467527,0.405030378,-0.6505409267000001,1.4962296247,-0.0023401669,3.0734252999
SRX5694323,0.9017598552,-0.2049744387,-0.41342659340000004,-0.7642554466,-0.7977427117,-0.38795174190000004,0.8860898538,-0.1358000564,-0.1474923579
SRX5694324,-1.2636735726000001,0.1866328231,-1.6036324816,-0.2785421886,0.5384543401,-0.8694942068,1.1582991603,-1.2077453185,-0.8603384773
SRX5694325,-0.7821060924000001,-0.8589924069,-0.5104274184,0.37938326920000004,0.1082156185,-1.0863040595,1.0332693507,-0.4745572525,0.0810143052
SRX5694326,3.0099522234,-0.18501779240000002,-0.1584196907,0.0592087638,-0.0427401263,0.1716691594,-0.5443186423,0.7236428398,-0.8766338815
SRX5694327,-3.9034409129,-0.3986390476,-0.6589226995,0.2957838322,-0.0107323025,-0.29180052300000003,0.2748227025,-0.4942506949,-1.0401998064
SRX5694328,0.9741017058,-0.11461450370000001,0.1764471632,-0.9272936324000001,0.2506141943,-0.2578289723,-0.4196697263,-0.1796711266,-1.1131732022
SRX5694329,-1.9966517764,0.1534325597,-0.5799739837,1.1044165911,-0.2171867614,-1.1029578843,0.8093676863,-0.23408638040000002,1.1241333731
SRX5694330,0.7645916083000001,0.4256416268,-0.6950204566,-1.0044740437,0.2987113913,0.5883921036,-2.2776908039,1.4636209179000002,1.0533152899
SRX5694331,0.3565109088,0.1918842788,0.245553549,-0.3681309666,-0.2025213412,-0.0315979718,0.0793713315,-0.0738028359,-0.2205498512
SRX5694332,-0.6408748687,0.2575678173,-0.24882076420000002,0.49882963830000004,-0.020084199100000002,-0.3307579353,0.1558267021,-0.2211989576,-0.9253991697
SRX5694334,-0.08485776040000001,0.7809611414000001,-1.0972302127,0.566920077,-0.1599746149,-0.5558390831000001,-0.16419339230000002,-0.32526084780000003,-0.6949207847000001
SRX5694335,-1.3725732581,-1.0905972262999999,-2.0210704043,2.0234284253,0.9545101337,-1.7615590003000001,0.3623619817,0.9832435012,0.3662144094
SRX5694336,-0.9466120698,0.0295461953,-1.6584843203,-0.22959920490000002,0.2129200557,-1.7568379058999999,2.0592240575,-1.741102497,-0.9221896544
SRX5694337,1.6828942482,-0.9098451584,-0.2397944182,-0.0980294456,-0.3919223859,0.1660500036,0.37091103740000003,0.3338762417,-0.3053163494
SRX5694338,-2.2785975297,0.11093211330000001,0.1989831632,-0.459732,0.19983134200000002,0.48433845670000003,-0.6577122203,0.356397116,-1.4155199507
SRX5694339,1.0576808428,-0.2660034833,0.10670366340000001,-0.3283958898,-0.40460818390000003,-0.3263923486,-0.5185215767,-0.2272100971,-1.0599211097
SRX5694340,5.9152114317,0.1360391327,-0.1227589166,0.5310775656,-1.2809293815,0.46525192070000004,-1.0589715228,1.7463769081,-1.4386345449
SRX5694341,-3.5824939565,0.3253789217,-1.4531793695,1.8115914355,1.0805292125000001,-2.0357395307,1.8291972353000001,-0.3890854292,-0.2803295697
SRX5694342,-3.509236591,0.33467356740000004,-1.642695013,1.6412196845,1.4267336037,-1.6318591136,1.2003956974,-1.6884538489,0.6293734383
SRX5694343,0.080103901,-0.7654036895,-0.659556922,0.5688580452,0.4273007978,-0.4210968036,-0.08934273300000001,0.6145146939,-0.2010869699
SRX5694344,-1.3426075211000001,0.0720316185,-0.5482364304,1.2367111817,-0.1459043831,-0.8271836069,0.6142965370000001,-0.335661769,1.2525770415
SRX5694345,-1.3837790986,-0.1127364899,-0.1455592358,0.5325024357,0.1586559508,-0.235260515,0.260286065,-0.1154299023,-0.2896248806
SRX5694346,0.35109027070000004,-0.1452747475,-0.6506498564000001,-0.4511907362,-0.4885066871,-0.5404264046,0.16706967650000001,0.0956653423,-0.5997892775
SRX5694347,0.1855967836,-0.2103049645,-0.0665078507,0.277694506,0.0296494853,-0.1281517943,0.1257857565,0.23881420290000002,0.1237988565
SRX5694348,1.1999175939,0.6194313426,0.0163008612,-1.0363960574,0.4304443738,0.8024695425,-0.7342629081000001,0.6441814068,-1.5734086149
SRX5694349,-1.0820693425,-0.0340580552,0.3281616036,-0.5469996683,-0.3569003075,0.6949377064000001,-1.0978060964,0.44933268930000003,-1.8638919299
SRX5694350,-0.49371630720000004,-1.5589165824,-1.3897674496999999,2.0394370277,0.4464629396,-1.794658864,-0.2585618173,1.197837956,0.6829585180000001
SRX5694351,-0.9778633126,0.2389667466,-0.94657928,0.6814291384000001,-0.0915679966,-1.8545558817,1.1449067451000001,-0.7705163065,0.9236742301
SRX5694352,-2.4955343265,-0.1301723133,-0.11358356480000001,-0.0301321781,-0.7656583164,1.4236078071,-0.10031158700000001,0.42316666420000004,-1.7925095215
SRX5694353,-2.6231535861,0.0567992999,0.2090437913,-0.1249819187,-0.07555889040000001,-0.1422608386,-0.7813179918000001,0.37644281350000003,-1.0856227286
SRX5694354,-0.2851906085,0.4463184544,0.156288703,-0.5284590883,-0.4933719915,0.8253414572000001,-0.3833516295,0.3676884166,-1.5969538419
SRX5694356,-2.6245866283,-0.011770757000000001,0.1914919696,-0.1497972132,-0.5430244888,0.015944328900000002,-0.9761935114,0.3141558765,-1.1365814194000001
SRX5694357,-2.0908651091,0.4703427457,-1.6521756011000002,2.0380877735,1.7156796893,-1.6910187156,0.8141585597000001,-0.7713514634,0.9335471945
SRX5694358,-4.7407817059,0.7891519738,-0.2527058608,0.0052233307,-2.0543147824,-2.0946863412,-1.210879706,-1.9558634060000002,-0.9001345086
SRX5694359,4.0578400771,0.0823465979,-0.30657057660000003,0.4784042827,-0.4253322949,0.5257695536,-0.4207264389,1.2346799578,-1.5787237146000002
SRX5694360,4.3225455865,-0.21446519260000002,-0.2669976047,-0.1817873103,-0.40653318660000004,0.2565888257,-0.1412390832,0.5304175659,-1.5363409356000002
SRX5694361,-1.7341796607000002,0.5545946817,-1.0307723459,-1.6733663526,0.5058802737,-0.5893973720000001,0.1566361058,-0.48062680010000003,3.3245249795
SRX5694362,0.4467547001,-0.1556899832,-0.0309958632,-1.4923286758,0.058172736600000004,0.9156420854,-1.6472988531000001,1.4968619098,1.3672523569
SRX5694363,2.1289530402,0.40866825960000003,-0.3804310446,0.0575286216,-0.3005954981,-1.1846501745,-0.5546784583000001,-0.2002604006,-0.2511288672
SRX5694364,-2.7456984118000003,-0.0307498051,-2.3462003852,2.0216415702,0.095882878,-2.2733299144,1.4076440849,-1.8801459853,-1.2241393744
SRX5694365,-1.5972542101,1.8984960352,-0.6041545277,-1.5202731443,-0.9136579141000001,-0.3041345535,-0.4974307236,1.5862913974000001,2.2712715973
SRX5694366,-0.9122398161,0.11935505780000001,-0.054980210200000004,-0.37419296630000004,-0.7939913125,-0.6094488481,-0.6138928318,-0.2314427329,-1.1236160881
SRX5694367,-1.0174231577,-0.7716038602,-0.7076949831,0.6656975378000001,-0.0712362409,-1.0523985637,1.2101434685,-0.6522742559,0.16848949670000002
SRX5694368,0.7410084429,-0.1062377801,0.1102525246,-0.285459375,-0.1621612355,-0.2124608039,-0.9458503599,-0.49739226270000003,-1.2601444012
SRX5694369,5.4288361713,-0.0429042057,-0.0590977866,-0.5478844172,-0.0158619037,1.1846757806000001,-0.0662886848,0.6304378737,-1.4558741109
SRX5694370,3.1950885955,-0.1697118587,-0.22081801820000002,-0.9426291372000001,-0.0407747313,-0.1143937765,0.368483396,-0.1934353014,-1.5760854295
SRX5694371,-3.0481730542,-0.046749594000000005,-2.3057897995,2.365706667,-0.2011381768,-2.2488264197,1.6497301401,-1.5593456345,-1.4715961776
SRX5694372,5.9077336493,0.060263538500000005,-0.3165443482,0.44815050570000003,-0.571705648,0.5414791011,-0.4935531869,1.3837328354,-1.5589412839999999
SRX5694373,-1.1516730258,-1.4686879149,-1.5399098517,2.2319022165,0.5616910901000001,-1.7994636388,-0.1927104984,1.0818833664,0.3994912939
SRX5694374,0.3030498303,0.2258676651,-0.3411830033,0.9714924580000001,-2.1742655912,-2.8797694036,-1.5963441003,-1.3957788496,-0.9678017240000001
SRX5694375,-1.3976280757000001,-0.0180107938,-0.0340696975,-0.3183097434,-0.1130217979,0.7292042436,-0.5282387860000001,0.2339403894,-0.9608040567
SRX5694376,0.6908096303,0.12440957970000001,-0.31705369640000003,0.4595702441,-0.7274217628,0.1506402454,-0.9920622973000001,1.5570266128,1.2447894583
SRX5694377,-0.6505889556000001,0.7205527484,-0.5697764494,0.3188663069,-2.278213256,-2.2825630053,-1.6064739720999999,-2.0014040988,-1.191436742
SRX5694378,4.3545252421,-0.064859922,-0.31765341210000003,-0.29555656550000003,-0.6882414568,0.5598154293000001,-0.44548403010000004,0.6053981366,-1.9337324817
SRX5694379,6.0409363499,-0.0946227506,-0.25011430100000004,0.3466464765,-1.3066296088,0.0412895322,-1.1412490475000001,1.604092458,-1.1366547883
SRX5694380,-0.3218427031,-0.1504039911,-0.8373204843000001,-0.1199930824,-0.8226361050000001,-0.39142262170000003,-0.2908981184,0.6228761494,-0.7399595053
SRX5694381,-1.2115594865000001,1.0932260792,-1.2728116676,1.8591924979,2.1943823936,-1.5052256722,1.5103860035999999,-0.8243217897,0.923138631
SRX5694382,0.7087198086000001,-0.3495048284,-0.025511662,-0.8229845064,0.3364447853,-0.4343343082,0.3167035141,-0.6210031891000001,-0.6534829936000001
SRX5694383,-0.8924933515000001,-0.19216870800000002,0.1480773849,-0.0098665728,-0.32548817700000005,0.9490607440000001,-0.6330348309,0.46369876390000003,-1.1495585992
SRX5694384,0.26275722890000003,0.2508705046,0.1439389809,-0.22942625560000002,-0.0572439946,-0.13238774720000002,0.07720167730000001,0.0115520281,-0.3206835072
SRX5694385,2.5038781705,1.0236963855,0.0779751018,-0.6399566405,0.9599814641000001,-0.282860869,0.7627488997,-1.044426633,-0.8808770448000001
SRX5694386,-1.5845699605,0.8645055481,-2.8414442095,0.4801023406,0.8907982246,-1.5334891602,0.2124759349,-0.46185970600000004,-2.0232756272
SRX5694387,-0.7777884490000001,0.1051428429,0.0426535923,-0.30825317760000004,-0.2457727821,-0.5990392219,-0.5871436333,-0.3703789377,-1.1867332256
SRX5694388,-1.8508315086,0.2708431966,-1.6022828696,-0.5175083398,0.4003051926,-0.9108944941,1.3294801396,-1.1513063757,-0.9006154946
SRX5694389,4.8149190527,0.2606390819,-0.0800003088,-0.2185033082,-1.0962010883,0.6804196523,-1.4197035738000001,1.4684025725,-1.631366638
SRX5694390,0.5534271788,0.3504676022,0.0001683552,-0.2470005291,-0.1483909361,0.7349275142,-0.6108595821,0.3922415131,-1.033868219
SRX5694391,2.3221006207,1.4535275098,0.1315329539,-1.695413108,0.3407571019,0.6911968565000001,0.2242706458,0.6149460887,-0.7600665551
SRX5694392,3.7261465372,0.0944210472,-0.1486598298,-0.0019591802,-0.4340730082,0.6084073021,-0.35666103660000004,1.2176890491,-0.4911206664
SRX5694393,-0.050872958700000005,0.2067024995,0.232671539,-0.41536759040000004,0.0149469388,0.0359138691,0.0738984884,0.0786879999,-0.30821672310000003
SRX5694394,-0.9291252901,0.5219782296000001,0.2168248136,-0.2445014006,0.3048665491,0.5805534557,-0.433145702,0.4392596675,-1.1953659872
SRX5694395,3.3020910165,0.5121052174,-0.3791651303,-0.24004343990000002,-0.41623245750000004,-1.2865579975,-0.6412482763,-0.2137913818,-0.137280135
SRX5694396,-0.8216164197,0.28659288180000003,-0.8353134788000001,0.13992067500000002,0.287914174,-1.8854855527,1.1447981062,-0.9419717976,1.2171043994
SRX5694397,-3.090901947,0.2130377387,-0.0202364792,-0.722319177,-0.39581197770000004,-0.3937749486,-0.6626112262,0.1814334535,-1.5275886062000001
SRX5694398,-0.34474604480000004,0.1522575818,-0.0607073754,-0.4136282455,-0.018352238400000002,0.0569337061,-0.8352204546,0.48796528650000004,-1.9308061206
SRX5694399,2.8726266037,-0.35454569550000004,-0.2527744328,-0.5687207573,-0.2326673726,0.1522864267,-0.07028935430000001,0.3898016124,0.33441959600000004
SRX5694400,5.4470548515,-0.3062884087,-0.1981004934,0.483350804,-0.2546286108,0.1717118156,-0.7804220612,0.9646124930000001,-1.6562199957
SRX5694401,5.6177685256,-0.0252304237,-0.021523506600000002,-1.2496100656,0.3950960525,1.0669769225,0.18569160680000002,0.3186268997,-0.9106399612
SRX5694402,-2.3900981885,0.7271274121,-2.6700349591,0.5186651994,0.8610139065,-1.5300362451,0.3072247456,-0.6661033798,-1.9080504914
SRX5694403,3.108051061,-0.903332961,-0.9103162108,0.9782994344,-0.6986074468,-0.9539721666000001,1.2287761301,-0.5742892551000001,-0.9515812199
SRX5694404,-2.4690803167,0.6936041281,0.0943710534,0.2113714276,-0.0320350164,0.49571781130000003,-1.1055211989,0.2068721395,-1.2671154485
SRX5694405,1.3274136331,-0.7666040526,-0.1829334597,0.5784329789,0.5155815996,-0.3398812852,0.2912144672,0.8425442237,-0.0163777134
SRX5694406,2.4045294557,0.2468405504,-0.3972091841,0.3899879865,0.5002942189,-0.40342935360000004,1.3067637903,0.10017048020000001,-1.1819124107
SRX5694407,1.3187338556000001,-0.4892115863,-0.2638287498,-0.12475402370000001,-0.1905824414,0.1689494005,-0.2170952891,0.6332738483,-0.8976499983
SRX5694408,1.3094807273,-0.129152751,0.0417388443,-0.440646719,0.1163194805,0.0972084373,-0.3402805357,-0.0869541332,-0.7905816784
SRX5694409,-3.9997675801,0.2983443387,-2.2693012292,0.9389394508000001,1.7408995561,-1.0433339282,0.3449596163,-0.46924192730000003,-0.8527907562
SRX5694410,0.22519496800000002,0.12871355610000002,-0.1972134109,-0.7376719052,-0.4592834108,0.6151469783,-0.9369939924,1.6275674107,1.3728449627
SRX5694411,1.8259820859,1.4088048351,-0.8663395759,0.3206533466,-0.1690616091,-0.8081406531,0.3006550652,0.0717431857,0.5807675425000001
