,A,Fnr,Crp,Fis,NarP,Cra,hns,NarL,ihfB
SRX7656114,-0.6737742447,-0.0939896741,-0.1706452057,0.9063851323000001,-0.7011212347,0.346582485,0.1665159571,-0.5583371847,-0.43113473900000004
SRX7656115,-2.2840403693,-0.1553777519,-0.0065019301,0.822714746,-0.33701222210000004,0.1072366045,0.1436560422,-0.6299270815,-0.029401130100000002
SRX7656116,-1.613556434,-0.1881061211,-0.18035648640000002,0.7414614024,-0.1802545227,0.4683926286,-0.1636048478,-0.7950752853,-0.6996561232
SRX7656117,1.3258835822,-1.4714452630000001,-1.1344697468,2.381458618,0.4926522486,-0.479230786,-0.090299977,-0.3365488092,0.5665371013
SRX7656118,0.9637010095,-1.9043696117,-0.9830774505000001,2.0486431661,0.9430630139,-0.0028479629,-0.25948931140000003,0.3670599976,0.43082166600000005
SRX7656119,2.1271552635,-1.5142838902,-1.1040875946,2.0473322778,0.193470851,-0.1658786465,-0.29685744210000004,0.1971656998,0.49874303670000003
SRX7656120,1.1817184,-0.0855962302,-0.0633550417,0.0068910175,0.2146917915,-0.0397418659,0.1596778114,0.0139809602,0.1787871282
SRX7656121,1.4118238704000001,-0.20473712260000002,-0.0233358193,-0.2210077698,-0.2597837592,-0.1179446096,0.14756591200000002,-0.2720887849,0.2498687265
SRX7656122,0.7090070044,-0.232126876,-0.0186793965,0.1817755285,-0.1052064323,-0.0527826593,0.3052054737,0.0094845587,0.20769369140000002
SRX7656123,0.631668125,-0.1491594181,-0.010088120800000001,9.57349e-05,0.3584256671,-0.11058463780000001,0.1570420959,0.1301113592,0.2915922435
SRX7656124,1.0250309847,-0.057445991,-0.0220803095,-0.1622285205,0.3499824076,-0.1565136567,0.1075722155,-0.09365611360000001,0.0753791033
SRX7656125,-1.0867028463,-0.007572258,-0.006971406,-0.4048199135,0.0492987038,-0.12906845890000002,0.2105058765,-0.11638708760000001,0.2056216227
SRX7656126,1.4842672177,-0.23662909640000002,0.0043966387,-0.0851874444,-0.1665173912,-0.2105805453,-0.46911920690000003,-0.2263448919,0.07527393760000001
SRX7656127,0.1807033526,-0.2137065217,0.1668676485,0.1924743439,-0.7299616065000001,-0.3080714573,-0.4125358994,-0.1370023621,0.0978663196
SRX7656128,1.5763876227,-0.1878706873,0.1832898366,0.037102082700000004,-0.2744775561,-0.11237660390000001,-0.3041953099,-0.0869766619,-0.0866408026
SRX7656129,3.249372419,-1.7263115554000001,-0.8509373182000001,2.0417182489,0.9280095478,-0.4967893231,-0.450821556,0.6828060332,0.7554847077
SRX7656130,2.3804238518,-1.5438332809,-1.0133410348,2.0602563744,0.9457316562,-0.5093192857000001,-0.4804978401,0.5884820084,0.7890987312000001
SRX7656131,2.5555334894,-1.6333029250000002,-0.8552114418000001,2.0621100145,0.9919210133,-0.3969276883,-0.4736858554,0.7826173652,0.6352844664
SRX7656132,1.7362815648,-1.6022434119,-1.0991152194,2.0385861757,0.9748700519000001,-0.1194489167,-0.9601267897,0.6379895324,0.7496321689000001
SRX7656133,1.6634770359000002,-1.5719065706,-0.7051006932,1.7348079667,1.0136598295,-0.4480780991,-0.9322962134,0.7963479792,0.7750268969
SRX7656134,2.180025173,-1.5849862387,-0.929753295,2.2258016382,0.7372149793,-0.3204030815,-1.1139241966,0.5108489536,0.7101493076000001
SRX7656135,1.6657767137000001,-0.20329683540000001,-0.0408171479,-0.0348688222,1.0060692667,0.2280423662,-0.043924467700000004,-0.1250830316,-0.1732709832
SRX7656136,1.9435342961000002,-0.1970135493,-0.17322884830000002,0.029804262800000002,0.4033877106,-0.3420724435,-0.496762352,-0.07440521530000001,0.0125798188
SRX7656137,1.8125653888,-0.21893380140000002,-0.17670345610000002,-0.0969163918,0.50951466,-0.1789137036,-0.4486518377,-0.1240622452,-0.12569989680000002
SRX7656138,0.18741668790000002,-0.16718556510000002,-0.1133158625,0.2610054791,0.7256735601000001,0.1027047519,-0.2103033625,-0.0397945673,-0.0024633896
SRX7656139,1.7105405264,-0.0667269998,-0.0346631081,0.1561213528,0.9298108392000001,0.1911880287,-0.2100923609,-0.125197956,-0.107284845
SRX7656140,1.3187568809,-0.4111659637,-0.1636875546,0.2889994125,0.6541218666,-0.1491217709,-0.5943970872000001,0.0010305237,-0.0378164496
SRX7656141,1.3354909452000001,-0.31117580580000004,0.0453136418,0.3265769888,0.1727944012,0.09587075610000001,-0.6255079347,-0.1249543537,-0.1266555151
SRX7656142,0.9976369476,-0.3408750725,0.1758445305,0.207254134,0.5440965172000001,-0.1428046738,-0.5129167171,-0.0325094459,-0.18342158690000002
SRX7656143,2.356371346,-0.2263890443,0.16750353580000002,0.7210841665000001,0.5999315153,0.0473687988,-0.7829523933,-0.1724386933,-0.286782287
SRX7656144,1.9317487582,-1.9176765598,-0.8846690774,1.769784875,1.4073600633,-0.1261292315,-1.0846355863000001,0.7657547371000001,0.5930766829
SRX7656145,1.3373202677,-2.0005578852,-1.0415023493,1.7030705576,1.5035630732,-0.0805893801,-1.216796596,0.7910535291,0.6294067863
SRX7656146,1.8913242287,-1.6690285604000001,-0.7368803165000001,1.7906398595000002,1.7692151602,-0.21293216110000002,-0.7026710546,0.7370861622,0.7170134595000001
SRX5388319,-2.2944175611,0.3179345689,-0.1131082358,0.3462066548,0.0234893494,-0.0032759179,-0.053501603700000004,0.1253235786,-0.0260689406
SRX5388320,-1.3741559398,0.18223048190000002,-0.15099738340000002,0.1500091676,-0.0271105173,0.0168790308,0.0596249852,-0.0846423338,0.055185875700000005
SRX5388321,3.6685735009,-0.5001650508000001,0.26410561920000003,-0.4962158223,0.0036211679,-0.0136031129,-0.0061233814,-0.0406812448,-0.0291169351
SRX5388322,-2.2652638145,0.5251016409,-0.3440473148,0.6240327585000001,0.36298771220000003,-0.7187333214,0.5722430190000001,0.35971976240000003,0.2378195673
SRX5388323,1.38604123,0.1786556813,0.10436316620000001,0.15761307630000002,0.306877732,-0.2746912703,0.20027159220000001,0.46663715100000003,-0.1466596712
SRX5388324,7.1340284404,-0.6112737865,0.4952732845,-1.0796243875,0.2157020744,0.14624574710000002,0.22803644320000002,0.5980069538,-0.07116623100000001
SRX5388325,-2.3192768871,0.5262288232,-0.32192762610000003,0.5387312161,0.12289525500000001,-0.62695382,0.41681538160000003,0.4190158688,0.2144886863
SRX5388326,2.7488920799,-0.2727957778,0.32229741440000004,-0.4798199603,0.2942805898,0.10047882550000001,0.49456849410000003,0.49050310150000004,-0.1162119773
SRX5388327,8.1597326058,-0.6946207608,0.6368160699000001,-1.3796729212,-0.0404679919,0.4689838643,0.5766055833,0.9324703254000001,0.0478665062
SRX8708326,5.7563430797,-0.119554107,-0.0362194251,-0.5986132886000001,0.0737754676,-0.4958998041,1.7027171876,1.6004875978,0.48151793810000004
SRX8708328,-0.9208280740000001,-0.3170220687,-1.5616224187,0.9678712744,-0.82898469,-1.5791436110000001,1.299600531,-1.2078155316,-0.1774550813
SRX8708335,-1.1868745422,0.4426468001,0.4342447082,-0.0467544987,0.1899066845,0.5956534375,-0.4200470764,0.1478193939,0.0316978985
SRX8708336,0.9862563654000001,-0.005799319900000001,0.5878589544,-0.4961688642,0.3129071103,0.4921958259,-0.41874919990000004,0.5778896560000001,0.1096698247
SRX8708337,1.1214462508,-0.1198254115,0.5395187561,-0.4249479114,0.3261708953,0.4912943476,-0.4608042546,0.48210648170000003,0.0360873582
SRX8708338,-2.6662839989,0.4505488275,-0.14160878940000002,0.2235366648,0.2121782939,0.2953870599,-0.6612409545,0.32981440300000003,0.4008465332
SRX8708339,-2.2337353982,0.2816095837,0.148584254,-0.17320149510000002,0.267365257,0.5452071722,-0.629823428,0.2835378013,0.2016586973
SRX8708340,-1.8023559594,0.2166968225,0.18241322270000002,-0.3976694403,0.3520645777,0.31160570930000003,-0.5918191418000001,0.6685160269,0.20863877560000002
SRX8708365,-2.678353777,1.4108055474,0.9307925237,-0.271260151,0.7811766586000001,0.1301580218,-0.1967761666,1.2042529344,0.8103400045
SRX8708366,-3.0669245613,1.4817713212,0.9367801035000001,-0.3856698168,0.7501787828,0.0528553927,-0.2460703762,1.1740473575,0.79434764
SRX8708368,-2.9880748404,1.4869945274,0.9764142145,-0.3748424758,0.8089100121,0.0871446503,-0.2130162808,1.2045164714,0.7890265787
SRX8708369,0.5399076065,0.3310877378,0.7325937801,-0.3368956211,0.56266802,0.9807337260000001,-0.31210445800000003,0.6950498322,0.1941040265
SRX8708370,0.6323850168,0.3901382749,0.8605437876,-0.6195434666,0.6184437575,1.3282708135,-0.22566028770000002,0.6422432227,0.1621654823
SRX8708371,1.2210034742,0.0408617343,0.6737314587000001,-0.5305273591,0.49271941550000004,0.688691999,-0.3897800295,0.7213649933,0.2351319325
SRX4166001,0.0928752807,-0.0814799261,-0.0504309921,0.0090743764,0.1603423195,0.1796494563,-0.1882099764,-0.22207445720000002,-0.2052052727
SRX4166002,0.8905764384,-0.2479318523,0.15996817200000002,-0.1474606062,-0.172837611,0.037576712000000005,0.10253841450000001,0.11951122400000001,-0.15748279610000002
SRX4166003,-0.9834517191000001,0.3294117784,-0.1095371799,0.1383862298,0.0124952916,-0.2172261683,0.0856715619,0.1025632332,0.3626880689
SRX4166004,-1.8550398558999999,0.47526292600000003,-0.8779140316,0.0958843592,-0.2617956993,-0.8388263528000001,-0.0223748597,-0.2897964329,0.0205539034
SRX4166005,-1.4014403788,0.399529935,-0.5371211839,-0.1943269192,-0.17426848350000002,-0.6128652595,-0.2374573526,-0.38930924710000003,-0.0847331674
SRX4166006,-1.8657505157,0.4636494588,-0.5047912804,-0.5633154372,0.0633799952,-0.7317795944000001,-0.0910397033,-0.4750198538,0.10179796170000001
SRX4166007,-1.9574287307,0.4731850638,-0.49115894060000004,0.34932742110000004,-0.2890322416,-0.8485566041,0.0083602461,-0.060869944100000004,0.3283769753
SRX4166008,-0.7362776137,0.10933264640000001,-0.1463925879,0.052595198100000004,0.0683641904,-0.3351232154,-0.0734285838,0.219839851,0.42943714510000003
SRX4166009,-0.8705832046,-0.3342927867,-0.2696574214,0.13483453310000001,0.2950950061,-0.3418438125,0.025717815800000002,0.1249547648,0.40175518200000004
SRX4166010,1.1651039277,0.12056433700000001,-0.422017325,0.3732131782,-0.7854756102,-1.0908188988,-0.5553972686,-0.5165319329,0.1621942794
SRX4166011,-0.3411067642,0.29229301500000004,0.0331465663,-0.2646294097,-0.4174722361,0.3207930571,-0.2051217241,-0.2281622478,-0.0929989714
SRX4166012,-0.1591158328,0.23799157110000002,-0.27523787650000003,0.1507713049,-0.9176353826,-0.1398424733,-0.5671369567,-0.7624830522,-0.0052199476
SRX5000481,-0.19478270520000002,-0.0411554648,-0.011476057900000001,0.1291562064,-0.3291219258,-0.2592567159,0.2635345711,-0.1924147068,0.1509588755
SRX5000482,-0.3088032817,-0.2025695905,-0.1060102587,0.043625080100000005,-0.1996007129,0.11566217940000001,-0.1548439368,0.0671026978,-0.1528181404
SRX5000483,-1.4934357311,0.5362358304,0.1512831843,-0.5922833958,0.8104624965,-0.5626612781,0.6035908065000001,0.9901104417000001,0.43248006790000004
SRX5000484,-1.6935909714,0.4017882678,-0.1375585523,0.09290664450000001,0.4437697531,-0.8290559164,0.3849516318,0.5738845173,0.34433113330000004
SRX5000485,-1.2747828333,0.3807298423,0.2109785549,-0.5635506412,0.7505414695,-1.04370329,0.7377830038000001,0.9514955949,0.5380630456000001
SRX5000486,-1.7189993116000002,0.5917958579,0.2609776572,-0.435273085,0.9784636577,-0.6798733629,0.816548512,1.1686499769,0.5843706258
SRX5000487,-0.8756622083000001,0.5170737542,-0.1923561796,0.3457459599,0.6494589909,-0.6281157941000001,0.423904043,0.6307025854,0.1253951864
SRX5000488,-1.2148709509,0.3270566549,-0.34262451,0.1662819322,0.4947065444,-0.8460730274,0.0915417102,0.4239319917,0.0565486674
SRX5000489,-1.5797403034,0.29859400950000003,-0.1664668386,0.0749518054,0.5672578006,-0.6824705723000001,0.2905690998,0.5241369097,0.289905114
SRX5000490,-1.7332225231,0.4231736048,-0.16714632440000002,0.0533637204,0.3944015158,-0.6906080928,0.32116900400000004,0.7045524360000001,0.2330789077
SRX5000491,-0.4845967748,0.46268946920000004,-0.37078453650000004,0.2156995827,0.5103771606,-0.49089214010000004,0.23219207050000001,0.5315418983,0.07099494790000001
SRX5000492,0.0490015311,0.1092882143,1.475368666,-3.4951634047,0.4296128637,0.3307851563,0.8384159612000001,1.6931631819000001,1.6693473817000002
SRX5000493,0.5619732296000001,-0.1709551273,1.1376902668,-0.9033991029,0.2456397146,0.5169309910000001,0.4645707851,0.8817612938,0.8851842496000001
SRX5000494,-0.0805650772,-0.1236654839,1.1347282112000001,-0.8275438988,0.2115004369,0.5740156375000001,0.5425807868,0.8665839936,0.9921615799000001
SRX5000495,0.1368506147,0.2443210787,1.4212904351,-3.5074096086,0.4747642902,0.5002906692,0.7128758461,1.6733409549,1.5982408098
SRX5000496,0.1936624449,0.2046474319,1.467315173,-3.617631853,0.4283397995,0.5231524178,0.8226589566,1.7355360369000001,1.7096626457
SRX5000497,0.1848981243,0.0131317333,-0.0192756679,0.0360899349,0.09393518120000001,0.0746621029,0.009803290400000001,-0.0605163211,0.1352618145
SRX5000498,-0.0457498841,0.0016198894000000001,0.0212278545,-0.029779829400000003,0.0534356714,0.027528908100000003,-0.0702603026,0.0505840361,-0.1884152095
SRX5000499,-0.1416326419,-0.068830864,1.1315243246,-0.9816522696000001,0.2889350349,0.6399352797,0.4425660292,0.8196507850000001,0.9359447872000001
SRX5000500,-0.1391482402,-0.014751622800000001,-0.0019521866,-0.0063101055000000005,-0.14737085260000002,-0.10219101100000001,0.0604570122,0.009932285,0.053153395000000006
SRX5000501,-0.6410302935000001,0.2993968877,-0.4916651179,0.22240025600000002,0.2468971616,-0.6730849749000001,0.2831777612,0.3551519179,0.0460408297
SRX5000502,-0.9839561637,0.2372887783,-0.34854891390000003,0.39208360540000003,0.18640842270000002,-0.9503321387,0.3946825948,0.2717580786,0.14534769620000001
SRX5000503,-1.4024016494,0.2941459511,-0.43585225920000004,0.351290906,0.3186249988,-0.5423239007,0.3312950845,0.4722876371,-0.0030341261000000003
SRX5000504,-0.6997788686,-0.2101261882,-0.1372784369,-0.0958234418,-0.3170837891,-0.1677205514,-0.1588747517,-0.2883396092,-0.061938696
SRX5000505,-0.2828701245,-0.1270523133,-0.1642322029,-0.030740934100000002,-0.1996041576,-0.0781768803,-0.0592506485,-0.2178965834,-0.1364298561
SRX5000506,-0.8598021690000001,-0.0790129266,-0.1681617912,-0.13959982170000002,-0.2127744288,-0.17960757430000002,-0.0673111416,-0.27739284940000003,-0.0056751697000000005
SRX5000507,-0.9830499492,0.5584079094000001,-0.0774965284,0.5101882075,0.5928794502,-0.5238685244,0.6997843721,0.5559413535000001,0.2627756382
SRX5000508,-0.44037256280000003,0.0044322814,0.0630814665,0.1370520284,0.0965494598,-0.1186264588,0.0631073462,0.1662981304,-0.0011724178
SRX5000509,-0.897670819,-0.1535203644,-0.2810515373,-0.0668591941,-0.35610512780000003,-0.1812743909,-0.2650247325,-0.207634334,-0.0574220695
SRX5000510,-0.1020579305,-0.1989277479,-0.28533503050000003,-0.0222878479,-0.24610355490000002,-0.28958270680000003,-0.2070048464,-0.35920091730000003,-0.0927367623
SRX5000511,-0.2756985356,-0.11060810300000001,-0.1949960566,-0.023639298700000002,-0.2054788771,-0.2866106493,-0.157183272,-0.2164583904,-0.1534841357
SRX5000512,-0.3786091728,0.1314688236,-0.4457334711,0.1996762671,-0.0156849607,-0.7907420812,0.19358434500000002,0.341689538,0.118872763
SRX5000513,-1.4092457898,0.1838631336,-0.3135830297,0.3180145914,0.3092876589,-0.9532888001000001,0.3090534747,0.41433005580000004,0.10202931650000001
SRX5000514,-1.1705481845,0.1477637272,-0.4912625674,0.2575609265,0.0847480134,-0.9336476402,0.3108777017,0.1643844771,0.09872908180000001
SRX5000515,-0.896006331,0.3884039694,-0.402798119,0.2960840973,0.2579907603,-0.6053601299,0.32883247260000004,0.3985071779,0.0882035146
SRX5000516,-1.0079441489,0.3191821125,-0.49061737310000003,0.23211505100000002,0.2985581945,-0.6795355113,0.3671767443,0.35461388920000003,-0.032574997
SRX4124772,-1.2516787456,0.7734956825,-0.49159209540000004,1.2948194296,-0.3309727652,-0.9341963907,0.1648380756,-0.9388010775000001,-0.0463168558
SRX4124773,-1.1968038327000001,0.7219430089000001,-0.2902563631,0.9923866048000001,-0.5895680369,-0.6946366380000001,0.1402894271,-0.6745487105,-0.1397976692
SRX4124774,-0.5264020502,0.1790881402,0.0011446948,0.0554789903,0.16283835130000002,0.0494950635,-0.062029682700000005,-0.020260472800000002,0.1255194803
SRX4124775,0.5264020502,-0.1790881402,-0.0011446948,-0.0554789903,-0.16283835130000002,-0.0494950635,0.062029682700000005,0.020260472800000002,-0.1255194803
SRX5323946,-0.1427400582,0.12426001610000001,-0.1947450853,0.19299417030000002,0.06370929,0.0087537226,-0.0676897412,-0.10862044400000001,0.014975651000000001
SRX5323947,0.1427400582,-0.12426001610000001,0.1947450853,-0.19299417030000002,-0.06370929,-0.0087537226,0.0676897412,0.10862044400000001,-0.014975651000000001
SRX5323948,-1.0382881652,0.6018622403,0.25533424920000003,-0.1566585705,0.2983821752,0.1293266786,0.0058610623,-0.20038221420000002,0.1079358901
SRX5323949,0.4305900609,0.6799802673,0.3336771074,-0.5234540044,0.3981841713,0.32173221420000003,0.10185994030000001,0.1431525804,0.1775328618
SRX5323950,-1.4610308397,0.3707996442,-0.19234211680000002,0.23512352620000002,0.32267430420000004,0.0700890705,0.0295967144,-0.24373348350000001,-0.0035074409
SRX5323951,-0.6570353601000001,0.46834393950000003,-0.21453890080000002,0.31142464810000003,0.43174336420000003,-0.0141261187,-0.22990848930000002,-0.16452277310000002,0.3295633576
SRX5323952,-0.9990024045,0.1720929292,-0.1725798192,0.0452058008,0.1620667302,0.1163143549,-0.2795002008,-0.2856081164,-0.2629699505
SRX5323953,-0.4414159473,0.11808093680000001,0.0807140303,-0.4719622457,0.1954085682,0.22271107610000002,-0.04626316,-0.0238121763,-0.0911446687
SRX5323954,-0.3826859312,0.3892559581,-0.0703709117,-0.0963130764,0.4193593222,0.3375797343,0.0266440145,0.0673951557,0.15730825040000002
SRX5323955,-0.0826652779,0.2630490143,-0.0216465485,0.1438637236,0.435767701,0.3637408091,0.0795420342,0.2663090582,0.4345820031
DRX093856,0.1339881224,0.1685579585,0.0794100169,0.32390488240000004,0.1734487123,-0.5266876943000001,-0.42802618010000004,0.056704150800000006,-0.0932291424
DRX093857,1.022625813,0.6340361556,-0.6136421402000001,-0.5137846317,-1.2339747359,-1.5315670996000001,-0.0343872183,1.479586695,1.3919837032
DRX093858,1.6381253277,0.5859364184,-0.5901419459,-0.3017799452,-1.2540262694,-1.5619938064999999,-0.20062464430000002,1.639253818,1.022943121
DRX093859,2.8519608894,0.1388133504,-0.20304986730000002,0.0746564698,-0.7609543515,-1.2940209444,-0.4582682507,1.3770820739,0.2335715588
DRX093860,0.9297792963,0.1720571806,0.09984774490000001,0.6909678567,0.12577374,-1.2979340718999999,-0.45239976120000003,0.7792600630000001,-0.2969916814
DRX093861,0.0125928251,0.17014523580000002,-0.0386433461,0.05264703900000001,0.0539812484,-0.0359285861,0.1907532861,-0.0445686966,-0.0234537654
DRX093862,1.5085820476,0.4002211491,-0.7873801161,-0.5430984053,-1.3344603479,-1.6050447804,-0.5248271375,1.4481519999999999,0.498289709
DRX093863,1.117548067,0.6187439533,-0.5712728994,-0.18264780930000002,-1.0131876508,-1.6620741616,-0.1356746194,1.4373939677,0.6882567693
DRX093864,2.878369214,-0.0231897728,-0.0286686132,0.0924027817,-0.5222575729,-1.4719150837,0.1504471132,2.4694155805999998,0.8733193997
DRX093865,0.9339018845,0.1774231919,-0.23342197620000002,0.9621512969,-0.2768360567,-1.5834409815,-0.7797064414,0.5968325534000001,-0.4289033246
DRX093866,-0.1465809475,-0.3387031943,-0.0407666707,-0.3765519214,-0.2274299608,0.5626162805,0.237272894,-0.0121354542,0.11668290790000001
DRX093867,1.7373765709,0.6168372836,-0.7308913606,-0.5471846868,-1.3069481705000001,-1.6845916618999999,-0.1341999708,1.5365692734,0.7175371547
DRX093868,1.1385701671,0.47221863690000004,-0.7037627470000001,0.48515093200000003,-1.2708506052,-1.4925735912,-0.7023510171,1.1944590751,0.21154773270000002
DRX093869,1.0862255308,0.1866437766,-0.2362122698,0.1266839205,-0.6335071261,-1.4198829016,-0.39571037410000004,0.8287414566,0.2329742796
DRX093870,-0.6936543566000001,0.5095188969000001,-0.0164546772,1.0602432242,0.2639395798,-1.7140940942,-0.5805126694,0.5234341099,-0.1106573044
SRX6366242,-0.2161296222,0.1745111691,0.0328965424,-0.3118793136,-0.6461268269,0.31956510320000003,-0.40779694920000004,0.0122861384,0.49663871260000003
SRX6366243,0.9635597185,0.1781953679,0.1360103685,-0.2205822906,-0.3595962578,0.2129158669,-0.3172827126,-0.0858173234,0.4909406082
SRX6366244,7.0864393542,0.6569750524,0.5049328406,-0.8193608079,0.1820564802,0.4732526932,-0.482759337,-0.29398723920000003,0.27310776130000003
SRX6366245,2.5492036173,0.1787996128,0.1529755428,-0.5997014154,-0.8521072635,0.4999213127,-0.1308288671,-0.11454335530000001,-0.1468615685
SRX6366246,0.43110638570000004,0.11778360900000001,-0.015406163700000001,-0.0729656482,0.6539816258000001,0.15938206030000002,-0.062079645700000005,0.2151462495,0.24300281110000002
SRX6366247,5.5347785954,0.654130041,0.37994444860000004,-0.5369566521,-0.35862058700000005,-0.08388415910000001,-0.262429648,-0.0620120392,-0.25940531910000003
SRX6366248,0.7008428063000001,0.13318347290000002,0.22590315390000001,-0.0382048267,-0.1300194619,0.11266717200000001,-0.1462215287,-0.0270007778,0.2552602858
SRX6366249,0.540126141,0.0482401603,0.23212511460000002,-0.0745687413,-0.1181085422,0.2530273783,-0.3628844094,0.0481567592,0.2871462172
SRX6366250,1.5605870768,0.1520617836,0.2831675712,-0.2022446518,-0.7850459272,0.3123582814,-0.31585670200000004,0.082140617,0.26152956580000003
SRX6366251,1.3191256351,0.022923051700000002,0.20362184190000002,-0.3069023796,0.1255495698,0.42942117620000003,-0.35843063140000003,0.20203678830000002,0.26997426
SRX6366252,-0.7810342615,-0.012503975300000001,-0.011167604900000001,-0.042170493600000004,0.0781405974,-0.0378642888,0.0548440076,-0.025006627,-0.0421165336
SRX6366253,0.7810342615,0.012503975300000001,0.011167604900000001,0.042170493600000004,-0.0781405974,0.0378642888,-0.0548440076,0.025006627,0.0421165336
SRX254739,-0.3979959605,-0.5360698087,-0.8924017296000001,2.3015311473,0.2500302821,-0.1418916872,-0.45122262420000003,-2.1238755546,-0.2434317712
SRX254740,0.33096407780000003,-0.1752285714,-0.8649010421000001,1.9737251058,0.15388861650000002,-0.5814895618,-0.3962425048,-1.9248298331,-0.6880546294000001
SRX254741,0.46715387010000003,0.0422851349,-0.7001267639000001,1.9660711981999999,0.1900539102,-0.6866577875000001,-0.2844623287,-1.6931748922,-0.47614016270000004
SRX254742,-0.0020600212,-0.1848959024,-0.9119051060000001,2.016554287,0.2663911908,-0.46814463780000004,-0.2394462218,-2.0237864724,-0.5452630615
SRX254743,0.48015871260000004,-0.11445331630000001,-0.8563503673,2.0244462644,0.1440494404,-0.5774250165,-0.3183102276,-1.9135664945,-0.6133102
SRX254744,0.43704940410000004,0.109365481,-0.6222702813000001,1.9419073304,0.3728155299,-0.5303597989000001,-0.2716318091,-1.8198528319,-0.3823272017
SRX254745,2.1900779846,0.07952887700000001,-1.0877370598,1.8679287144,-0.5864979791,-0.7153592160000001,-0.3573323518,-1.2003054988,-0.5017878330000001
SRX254746,1.4279151529,-0.1709218388,-1.7369671045000001,1.2921998969000001,-0.19360031020000001,-0.45460847060000004,0.45196967870000004,-0.8426649982000001,-1.3002220611
SRX254747,2.2560881702,0.1546433043,-1.3358746678,1.8917936764,-0.4520895595,-0.982527122,-0.49643729890000005,-1.1818286916,-0.38011492290000004
SRX254748,0.8420437652,0.24525902700000002,-0.48690911950000004,0.5395643603,-0.9745826691,-0.5032491356000001,-0.8969223690000001,-0.2348409917,-0.4312594853
SRX254749,0.5481620562,-0.0468967645,-0.9667081537000001,0.9906916870000001,-0.3770824997,-0.5584765924,-0.32686962410000003,-0.6748495210000001,-0.6546793405
SRX254750,0.9375035341,0.2451304448,-1.2851862633,1.3703669651000001,-0.42610673920000003,-0.7783691722,-0.1374703876,-0.78678222,-0.6564689762
SRX254751,0.2366059197,0.3046829473,-0.385574128,0.5734681935,-2.0391803614,-0.0680925574,-0.0593696183,-0.1825263235,-0.6385376221
SRX254752,-0.5268046813,0.5800346571,-0.24326731070000002,0.2499518641,-2.5552989952000003,0.2675147683,0.3187820064,-0.0445204394,-0.6645585173
SRX254753,-1.3602562748,0.41055047240000003,-0.2979551923,0.5164904485,-1.6918845492,-0.1486261372,0.1053390444,-0.3660800893,-0.6027240562
SRX254754,-0.4807934218,0.3495013483,0.6722892721,-0.582680288,-0.634221041,0.0783431845,-0.036328431,-0.7796313167000001,-0.5497863012
SRX254755,-0.8716988455,0.2135503367,1.1260265914,-0.992035898,-0.4090284583,0.1764661836,-0.7600880188,-0.6203881761000001,-0.8844349788
SRX254756,1.6240596561,0.27022110390000004,1.0397299023,-0.82092612,-0.8407772364,0.0283385667,-0.7416072773,-1.1406679103,-0.7323984494
SRX254757,-0.4653148127,-0.5960188213000001,-0.3628059501,1.1855093645,-1.0939164435,-0.9848549179,-0.8119838173,-2.095595951,-1.0765882832
SRX254758,-0.6580063491,-0.5153006611000001,-0.4528756111,1.6497003332,-1.1596416297,-0.5984024623,-0.4293165474,-1.7255578059,-1.2737457653
SRX254759,0.4933855455,-0.7494009207,-0.3254764307,1.5533210611000001,-0.7153809564,-0.6806320482,-0.6400487442,-2.0588338165,-1.0661014702
SRX254760,0.6154423195000001,0.9373966127000001,-0.18830449770000002,1.0327964961,-1.6428676667,-0.5092999273000001,-0.5511475438,-0.2600976211,-0.0022261433
SRX254761,0.2853711583,0.524749906,-0.7544182141,0.6311239495000001,-1.4103339253,-0.129425061,0.1305372532,-0.3351713465,-0.6233404330000001
SRX254762,0.30804102780000003,0.5390292830000001,-0.5831081023,0.8201260326,-2.0076080169,-0.0501794115,-0.0708009819,-0.3279873786,-0.5674820865
SRX254763,-1.0360553691,0.1927103994,0.0047093158,0.23113696620000002,-0.7828851209000001,0.2466454597,0.0868151647,-0.9964165641,-0.3722030261
SRX254764,-1.0718562147,-0.2721809743,0.5669202778,0.092688142,-0.2745808797,-0.26459021990000003,-0.6062677298,-1.5132070228,-0.7656051362
SRX254765,-1.2734337382,0.0942445324,0.5677400205,0.1864078501,-1.6268347765,-0.0296163748,-0.4630841336,-1.2810773083,-0.8154694804
SRX254766,-0.45271525770000004,-0.5028454892,-0.4403543445,1.3913280626,-1.0643389752,-0.5971293792,-0.4772531835,-1.716588631,-1.1263483433
SRX254767,-1.218277252,-0.7619765309000001,-0.24124783460000002,1.8801914265000002,-1.0023945239,-0.4693509986,-0.3208510263,-2.217729829,-1.0507258242
SRX254768,-0.3621600533,-0.7772664028,-0.4115574947,1.8233975957,-0.9151706148000001,-0.7394687473,-0.32777419820000003,-2.1868854681,-1.4642462689
SRX254772,-0.8990877239,-0.1627574406,-0.3562857689,-0.2035763635,-0.2016748754,-0.2091198861,0.3450575598,0.438458194,1.3629742903
SRX254773,-0.36664105080000003,0.1195934634,0.5579321807000001,-0.997274482,-2.118444734,-0.556306462,1.1255687247,0.7679634367,1.6888523696000002
SRX254774,-1.7248654330000002,0.585866443,0.5313165346000001,-0.7825957539,-1.5151778500000002,-0.8200389833,0.1505269974,1.2636967111000001,1.447236262
