,A,evgA
misc__bw_delcbl__2,1.8125667696099999,6.53412155602179
misc__bw_delfabr__1,0.05886436766369999,6.07694722415527
misc__bw_delfabr__2,0.029703012864,6.20674872317021
misc__bw_delfadr__1,2.08227659892,6.86380367728822
misc__bw_delfadr__2,2.6634785525,6.8834876446673
misc__nitr_031__1,1.2680935712299999,6.334768598400481
omics__wt_glu__1,0.349180890039,8.5462737111015
omics__wt_glu__2,0.27497594654199997,8.55909034718233
omics__wt_gly__1,0.382619709804,8.24979861037239
omics__wt_gly__2,0.611835909016,8.35173652950234
omics__wt_thr__1,6.88992933776,8.315356806625019
omics__wt_thr__2,5.61427694628,8.65119069960943
omics__bw_ac__1,0.49123971016,7.16543651329275
omics__bw_ac__2,0.392858383786,7.39825206857618
omics__bw_fum__1,0.300957467993,6.9007224953096
omics__bw_fum__2,0.667142804667,6.80699833895576
omics__bw_glc__1,0.0173106147139,7.554533366369929
omics__bw_glc__2,-0.284131988035,7.30726357874956
omics__bw_pyr__1,2.51946580912,7.6571977199128
omics__bw_pyr__2,2.32575314729,7.83496856351064
ompr__wt_nacl__1,20.5859430645,6.845980406209769
ompr__wt_nacl__2,21.6183802494,6.7788357479157195
ompr__bw_delompr_nacl__1,13.487117165699999,7.070998767843981
ompr__bw_delompr_nacl__2,12.7440905152,7.26488809474054
minspan__wt_ade__1,5.51175254936,8.4270221569787
minspan__wt_glc__1,4.70310652049,7.536240532633481
minspan__wt_glc__2,3.46629628011,7.75143888301159
minspan__wt_glc__3,3.4541110365199996,7.73596251517468
minspan__wt_glc__4,3.4174750065400006,7.709861683369059
minspan__wt_glc_anaero__1,2.3636296696900003,8.270069110267361
minspan__wt_glc_anaero__2,1.2550541450100001,7.938386830980459
minspan__wt_trp__1,2.34680581432,8.06944099187749
minspan__bw_delcra_glc__1,5.585897437230001,7.54135658696274
minspan__bw_delcra_glc__2,5.71818170186,7.58262382180017
minspan__bw_delcra_trp__1,6.753751316690001,8.524547245722559
minspan__bw_delmntr__1,0.704116348515,6.4892556024724195
minspan__bw_delnac_ade__1,1.7481692146599999,8.785004405382018
minspan__bw_delnac_glc__1,4.3600333547000005,8.264562636867469
cra_crp__wt_ac__1,1.70701556467,8.53709115993563
cra_crp__wt_ac__2,0.708115256759,8.34549169433916
cra_crp__wt_fru__1,2.1365585848,8.24544712197393
cra_crp__wt_fru__2,2.5525858901400005,8.430995444283809
cra_crp__delcra_ac__1,2.07939858133,7.39201240860262
cra_crp__delcra_ac__2,2.15601016074,7.4070659801223
cra_crp__delcra_fru__1,5.88378164388,7.60621694161111
cra_crp__delcra_fru__2,5.52548228962,7.40677324836362
cra_crp__delcra_glc__1,3.2571671423799997,7.545289696231281
cra_crp__delcra_glc__2,2.8550112292799996,7.70939538121097
rpoB__wt_031__1,2.4965523061200003,7.109077471502871
rpoB__wt_044__1,1.56160950639,7.27838222941383
rpoB__wt_lb__1,0.462032868195,6.65336746358567
rpoB__wt_lb__2,2.05410330537,6.896999183147651
rpoB__rpoBE546V_031__1,3.75916187581,6.394690899426
rpoB__rpoBE546V_044__1,2.10524292164,6.81181975163361
rpoB__rpoBE546V_lb__1,-1.13502402492,5.621006497332269
rpoB__rpoBE546V_lb__2,2.09946899515,5.82728707688086
rpoB__rpoBE546V_glc__1,1.9369275439700002,7.33219129308126
rpoB__rpoBE672K_glc__1,0.211641166462,6.60784452626744
rpoB__rpoBE672K_glc__2,1.62787353799,6.65051871329111
rpoB__rpoBE672K_lb__1,1.57988077451,5.8558783307766795
rpoB__rpoBE672K_lb__2,0.9824961439859999,5.89353847062011
crp__wt_fru__1,2.8279530662,7.1750937547778095
crp__wt_glyc__1,2.3183095904499997,6.9005167883589005
crp__wt_glyc__2,2.00854419207,7.20915572993456
crp__delar1_glyc__1,1.67721043303,6.40333585155987
crp__delar1_glyc__2,1.77976939138,6.5675690898907995
crp__delar1ar2_glyc__1,1.56082332005,6.23218012821656
crp__delar1ar2_glyc__2,0.150689203324,6.32172066642114
crp__delar1ar2_glyc__3,0.8726756643539999,6.59140949650092
crp__delar2_glyc__1,3.07465061428,6.693336361337661
crp__delar2_glyc__2,3.5348882694099997,7.07277665238965
crp__delar2_glyc__3,3.31897497353,6.9962349173733305
crp__delcrp_fru__1,1.77459095021,6.40683468277431
crp__delcrp_fru__2,0.611807910803,6.18070136704759
crp__delcrp_fru__3,3.7399474358999996,6.24448771687641
crp__delcrp_glc__1,0.22484933212900002,5.74467603541569
crp__delcrp_glc__2,0.172394187324,5.7490312746542696
crp__delcrp_glc__3,0.726713855995,5.678936040048139
crp__delcrp_glyc__1,0.240402120008,6.320878245527741
crp__delcrp_glyc__2,1.05638695677,5.907513427116469
crp__delcrp_glyc__3,1.8357705748700002,6.29498939898964
glu__glu_ale3__1,0.573051222156,2.60407326212657
glu__glu_ale4__1,0.5592747516,5.382651142045809
glu__glu_ale5__1,0.036863760397099994,5.41392088695575
glu__glu_ale6__1,1.94956249348,6.304994737471451
glu__glu_ale8__1,0.490929286002,5.674028417392219
glu__glu_ale9__1,-1.32277572688,3.03908746259463
glu__glu_ale10__1,-0.643344569526,0.0
42c__wt_42c__1,-0.807233647251,7.69347459694148
42c__42c_ale1__1,-1.10496779814,5.3609885117491
42c__42c_ale2__1,-2.69622842593,3.1219062540328997
42c__42c_ale3__1,-0.670040317759,6.685941206922839
42c__42c_ale4__1,-2.39206188657,1.8878719029216497
42c__42c_ale5__1,-1.11293389991,2.9541080936610604
42c__42c_ale6__1,-0.0341165348954,4.2065870240623395
42c__42c_ale8__1,-1.2812890875299998,4.47095618854287
42c__42c_ale9__1,-2.0233626104900004,6.856028644221519
42c__42c_ale10__1,0.412818405775,2.84587396434003
ssw__wt_ac__1,1.3867423757700001,7.05204124226349
ssw__wt_glc__1,6.02263292743,9.13021268787804
ssw__wt_glyc__1,2.22624844602,8.196413144183941
ssw__wt_xyl__1,-0.242489743858,10.0647012179576
ssw__glc_ale1__1,1.1496596918000002,8.06613156034806
ssw__glc_ale2__1,1.38704901853,6.69323589205501
ssw__glc_ale3__1,-0.856025398627,7.59630757765342
ssw__glyc_ale1__1,1.8837578779599997,7.3291407043145895
ssw__glyc_ale2__1,2.6183835144,6.69632802889817
ssw__xyl_ale1__1,1.67108976975,5.848873689071361
ssw__xyl_ale2__1,1.65460267192,5.55402833042008
ssw__xyl_ale3__1,1.14161060628,6.97122026549792
ssw__glc_ac_ac2__1,2.09093563493,7.96326327246711
ssw__glc_ac_glc1__1,0.8595974252420001,7.786404606537549
ssw__glc_ac_glc2__1,3.25145959101,8.80953099544119
ssw__glc_glyc_glc__1,3.47545829034,6.56424197045761
ssw__glc_glyc_glyc__1,2.59945179776,5.27387001849761
ssw__glc_xyl_glc__1,1.35009744935,6.283086787850291
ssw__glc_xyl_xyl__1,3.17948943011,7.19355367490998
pgi__glu4_delpgi__1,0.602131277827,3.3548383873109704
pgi__pgi_ale1__1,-0.0724094927331,5.39433209783511
pgi__pgi_ale2__1,1.12400667749,5.16708861746875
pgi__pgi_ale3__1,0.0189980266133,5.20941278010556
pgi__pgi_ale5__1,-1.52721371065,3.30544278125409
pgi__pgi_ale6__1,0.325678188044,3.99164979106493
pgi__pgi_ale7__1,-0.140223201274,3.70535862244241
pgi__pgi_ale8__1,0.503450768667,5.13048181881894
ica__wt_glc__1,1.17814421784,6.00222314883706
ica__wt_glc__2,1.52245703294,5.8843708315903305
ica__wt_glc__3,1.10385082691,5.83717390584548
ica__wt_glc__4,1.60448562884,6.29768442504616
ica__arg_sbt__1,4.75738003055,6.254807113616719
ica__arg_sbt__2,2.3278983838599996,6.52694686256055
ica__cytd_rib__1,1.4227984439899999,4.2060014616345
ica__cytd_rib__2,2.89082915633,4.68722528967946
ica__gth__1,3.3671380878099995,5.72582257061424
ica__gth__2,2.74042531703,5.4526003671215495
ica__leu_glcr__1,1.57843518394,7.18189910789702
ica__leu_glcr__2,1.9066740622099998,7.150126178160651
ica__met_glc__1,1.7400365406099998,6.52298871065901
ica__met_glc__2,1.52571453262,6.52806523647491
ica__no3_anaero__1,3.4047977745599995,7.863745343970409
ica__no3_anaero__2,3.5860147099,8.06200824513
ica__phe_acgam__1,1.30514656957,6.57411055475565
ica__phe_acgam__2,1.52136798841,6.65223683394415
ica__thm_gal__1,3.12094248741,4.9403021907038704
ica__thm_gal__2,2.56377961872,4.232222188042201
ica__tyr_glcn__1,1.36854070943,6.208757326069139
ica__tyr_glcn__2,1.35086526875,6.43886754775183
ica__ura_pyr__1,4.52292517001,6.852601524607429
ica__ura_pyr__2,5.58235982529,7.237104220916869
ica__wt_glc__5,0.428113982636,6.30924949687515
ica__wt_glc__6,-0.295489786559,6.24390448941561
ica__bw_delpurR_cytd__1,-1.02530832426,6.060445201634019
ica__bw_delpurR_cytd__2,0.345604736662,6.265202186023929
ica__ade_glc__1,-0.7610326237980001,6.14473137953231
ica__ade_glc__2,-1.67405350522,6.04825522204842
ytf__wt_glc__1,3.0543671586000003,7.679804079346059
ytf__wt_glc__2,2.85928831014,8.244426363745461
ytf__delyafC__1,2.45406466141,8.08082381451229
ytf__delyafC__2,1.8247099618599998,8.26041844414978
ytf__delyeiE__1,2.16845067435,8.34858437924524
ytf__delyeiE__2,1.8780673512200001,8.324122418325599
ytf__delyiaJ__1,3.43221459788,8.640365660280581
ytf__delyiaJ__2,4.31052950157,8.70236852310371
ytf__delyieP__1,2.87012278306,8.53178918190853
ytf__delyieP__2,3.9082108122300006,8.34396803963969
ytf__wt_ph5__1,14.2324237197,7.734298587910581
ytf__wt_ph5__2,13.8845438404,7.93001307056808
ytf__wt_ph8__1,2.97401486884,8.30281443281579
ytf__wt_ph8__2,2.56701531715,8.0364561390063
ytf__delybaO__1,4.2877624362099995,8.170478018453599
ytf__delybaO__2,3.2132898845,8.326130535326099
ytf__delybaQ__1,1.6040966397499998,7.94645100261173
ytf__delybaQ__2,0.889624430743,7.92880156835143
ytf__delybiH__1,3.37486280158,7.77790178569182
ytf__delybiH__2,4.65341149837,8.19636835881976
ytf__delydcI_ph5__1,15.9122768033,7.85998269503613
ytf__delydcI_ph5__2,15.8799023576,7.8121093959632395
ytf__delydcI_ph8__1,4.33012179432,8.1071878842409
ytf__delydcI_ph8__2,4.0542601428900005,8.15013287839599
ytf__delyddM__1,2.0706224500799997,8.50399458748309
ytf__delyddM__2,1.84815077622,8.37945318479679
ytf__delyheO__1,2.37678233302,7.88678466145931
ytf__delyheO__2,3.20600943799,8.07328448291384
fps__bw_glc__1,2.63400737147,8.15488177403026
fps__bw_glc__2,1.6509054331200002,8.01960345868547
fps__fps_thrA_ale1__1,5.021347008169999,8.454100069346982
fps__fps_thrA_ale1__2,4.3963596124699995,8.2695481771149
fps__fps_thrA_ale2__1,5.54884596903,8.34069494339593
fps__fps_thrA_ale2__2,5.28852156757,8.28769514993474
fps__fps_serB_ale1__1,1.40238000687,7.711511108263591
fps__fps_serB_ale1__2,1.5472166320700003,7.62535689041805
fps__fps_serB_ale4__1,1.8406841969999999,6.5331252224642
fps__fps_serB_ale4__2,2.89777191961,6.5400449446693
fps__fps_ptsI_ale1__1,3.71761080702,6.8148297154023805
fps__fps_ptsI_ale1__2,4.42782964751,6.63995267946589
fps__fps_ptsI_ale3__1,3.6447001711900002,7.138746496070841
fps__fps_ptsI_ale3__2,3.9901561397300007,7.087671061624
pal__lyx_ale2_f6__1,1.60071427609,5.77569719640604
pal__lyx_ale2__1,-0.386570585418,4.31745441444207
pal__lyx_ale2__2,0.46733451608800003,5.009423598743349
pal__lyx_ale4__1,-0.386570585418,4.31745441444207
pal__lyx_ale4__2,0.46733451608800003,5.009423598743349
pal__5drib_ale10_f18__1,2.28905089053,4.32907922178295
pal__5drib_ale10_f18__2,3.41064023449,4.51275155575805
pal__5drib_ale10__1,1.8558426508599999,5.282760755511741
pal__arab_ale14_f9__1,2.8373387887,6.38000466186345
pal__arab_ale14_f9__2,0.9544692328990001,6.09300850017307
pal__arab_ale14__1,1.6575083776800001,5.9161594829716595
pal__arab_ale14__2,-0.410121391215,5.90388437635618
pal__arab_ale16__1,2.6787074619799998,7.072757173587919
pal__arab_ale16__2,3.04644358963,6.64677965272914
pal__tartr_ale26_f10__1,3.7159739592400003,4.46936803012235
pal__tartr_ale26_f10__2,3.5992506417500003,4.89040646653047
pal__tartr_ale26__1,1.7242769244,3.60650790511972
pal__tartr_ale26__2,2.06083758947,3.3999509242863195
pal__tartr_ale28_f10__1,3.8867591930300005,5.221057736525929
pal__tartr_ale28_f10__2,2.10928896525,5.04919502735646
pal__tartr_ale28__1,-0.463022949693,5.295583582495059
pal__tartr_ale28__2,-0.00325908068812,5.97692519446594
efeU__delmenFentC_citr__1,6.513879318280001,7.37728555065221
efeU__delmenFentC_citr__2,6.044412597180001,7.07403006929682
efeU__delmenFentC__1,2.8814136518700004,7.88804233464611
efeU__delmenFentC__2,3.8215706601,8.11764657134086
efeU__menFentC_ale39__1,3.52420430232,6.28063324334332
efeU__menFentC_ale39__2,3.9534478500800003,6.40848964318923
efeU__menFentC_ale29__1,5.36518486325,6.956205551107909
efeU__menFentC_ale29__2,5.785511058200001,6.8979632808582805
efeU__menFentC_ale30__1,2.19558115168,7.19271595087327
efeU__menFentC_ale30__2,4.37424185394,7.3151908769177405
efeU__menFentCubiC_ale36__1,3.96404882905,7.831294302526129
efeU__menFentCubiC_ale36__2,4.6237071942300005,7.82502373179492
efeU__menFentCubiC_ale37__1,4.60516767763,8.40990346472737
efeU__menFentCubiC_ale37__2,4.44172195542,8.41700338221071
efeU__menFentCubiC_ale38__1,4.805595407809999,7.785874601184959
efeU__menFentCubiC_ale38__2,4.57335295991,7.78439983086658
