,A,ArcA,IclR,ihfB,Crp,Cra
oxidative__delsoxr_pq__1,6.723738572023736,2.1141333860000007,-1.4533245215000001,1.0713253449999982,0.3346725330000009,-0.817951483499999
oxidative__delsoxr_pq__2,6.238862642343114,2.045519786,-1.4911835894999994,1.1682316949999991,0.3870598730000001,-0.8006893434999993
oxidative__delsoxs_pq__1,6.402883274867485,2.3445910960000003,-0.9833177314999996,1.1351437949999994,0.5134629630000003,-1.1173508365
oxidative__delsoxs_pq__2,6.613212628950772,2.4052781759999995,-1.2542265785,1.020138574999999,0.5104807529999995,-0.9308994234999988
nac_ntrc__wt_csn__1,4.353150933513596,0.6141077429999999,-0.3528300744999999,0.17254414499999982,-0.0727968299999997,-0.20684081349999767
nac_ntrc__wt_csn__2,4.914758998029974,0.5605477890000009,-0.22378162449999994,0.2130251749999985,-0.09324395099999984,-0.2683508554999996
nac_ntrc__wt_cytd__1,1.633145484374558,0.2795019770000007,-0.17807975450000058,0.4575306549999994,-0.043119613,-0.08241336249999875
nac_ntrc__wt_cytd__2,1.536532395514184,0.2860997730000001,-0.3520253404999991,0.5979945149999981,-0.07348926000000056,-0.1677115364999988
nac_ntrc__wt_gln__1,2.3726964667305297,0.8913351259999995,-0.22579147649999956,1.0409726349999993,0.16383650300000066,0.08012673550000038
nac_ntrc__wt_gln__2,2.4337215830347696,0.8662795560000003,-0.4625749025000001,1.1155340849999984,0.11651884599999995,0.004370234500000514
nac_ntrc__bw_delnac_csn__1,4.33666368958144,0.9463078960000004,-0.8299160795000002,0.2154991849999988,0.16921202300000004,-0.3579043764999996
nac_ntrc__bw_delnac_csn__2,5.344229476503839,1.0584942260000003,-0.3125911064999993,-0.16648385500000096,0.03216219000000109,-0.12338609149999955
nac_ntrc__bw_delnac_cytd__1,2.066178462747709,0.9694913659999996,-0.6051621564999996,0.4645455949999988,0.2936758630000007,-0.1845779244999992
nac_ntrc__bw_delnac_cytd__2,1.8784641758860536,0.986668816,-0.6376970995000004,0.4230415649999984,0.2286386530000009,-0.21771202549999916
nac_ntrc__bw_delnac_gln__1,2.804259009604966,1.7790340160000009,-0.4799201564999995,0.8464916449999986,0.5051051429999998,-0.0584145584999991
nac_ntrc__bw_delnac_gln__2,3.412908493548584,1.744133606,-0.4281704054999995,0.8042016749999998,0.563775123000001,0.02762072050000075
nac_ntrc__bw_delnac_nh4__1,-0.5273919004823541,0.5325646529999997,-0.5245148595,-0.3020342150000008,0.3391651030000009,-0.18436413649999928
nac_ntrc__bw_delnac_nh4__2,-0.4338619513402922,0.6136985270000004,-0.4901298884999994,-0.19284083500000013,0.3602350630000011,-0.2454034005000008
misc__wt_no_te__1,3.105513857078436,0.9855235859999992,-0.6491463424999999,0.8689442749999987,0.3221691629999999,-0.4672174874999984
misc__wt_no_te__2,2.0901622112208345,0.6142791370000005,-0.4700250275000002,0.5093796549999983,0.3159875930000009,-0.2667226934999993
misc__bw_delcbl__1,-1.184145384358405,0.12568635999999955,-0.9361463335,-0.3394036750000016,0.30577407300000026,-0.2915494965000001
misc__bw_delcbl__2,-0.9297108556652176,0.035046911000000236,-0.9483708274999998,-0.29720346500000083,0.3225694130000001,-0.28677707749999914
misc__bw_delfabr__1,-2.241579785636971,-0.24226446099999954,-0.8428382724999999,-0.6204796650000013,0.1944652930000004,-0.22013901449999904
misc__bw_delfabr__2,-1.5273677225585522,-0.2915463460000005,-0.8185594714999995,-0.5922961330000014,0.13385438500000113,-0.3216772765
misc__bw_delfadr__1,1.2025195475414925,0.6395106409999993,-2.0382440805,-0.2622498450000013,0.325118883,-0.20754403349999875
misc__bw_delfadr__2,1.3277853564900317,0.657546914000001,-1.8481566265,-0.13650693500000166,0.3434663330000003,-0.1982028294999996
misc__nitr_031__1,1.268578494746698,1.4075302159999996,-0.2676456125,0.036167394999999665,0.2155988630000003,-0.25270091049999976
omics__wt_glu__1,-0.7575999191647016,-0.2732542719999991,0.18284608250000026,-0.13827825500000124,0.3481259330000004,0.2896546634999995
omics__wt_glu__2,-1.2187199278293768,-0.2679235089999992,0.18593632450000094,-0.2514746050000003,0.31989882300000083,0.17850364850000044
omics__wt_gly__1,-0.6309647194480726,-0.3058648300000009,0.03338370649999867,-0.872324217000001,0.3121818130000005,0.0584354255000008
omics__wt_gly__2,-1.0678232216071697,-0.2448624689999992,-0.19454226949999945,-0.8714248070000004,0.3489800729999999,0.08485717250000048
omics__wt_thr__1,1.932833127147988,-0.12100795399999953,-0.1162347204999996,-0.1857289950000016,0.8835606830000007,0.6122284505000009
omics__wt_thr__2,2.2168187674441806,-0.0439906600000004,-0.14641502250000027,-0.3407635650000014,1.127551423,0.6146578484999994
omics__bw_ac__1,0.1762315177393566,-0.048029848000000534,0.3470705975000001,0.6479085849999997,0.4643589929999994,0.8817667035000003
omics__bw_ac__2,0.7626287434108898,-0.07614823900000013,0.3916793735000006,0.6054734249999996,0.4618822229999999,0.8924773015000014
omics__bw_fum__1,-3.74613896492114,-0.04679431099999931,0.0457680525000006,0.018456404999998455,0.446647853,0.5877983865000012
omics__bw_fum__2,-3.294682299963272,-0.08552493700000062,0.15171418649999868,-0.006356255000001809,0.4952586530000005,0.5226877135000008
omics__bw_glc__1,-2.9310512881808304,0.12043444000000035,-0.0060149254999997135,0.16412660499999987,0.31995135300000044,0.0273994885000004
omics__bw_glc__2,-2.6864834496772128,0.13154009700000024,0.019273683499999802,0.15512309499999866,0.3609335930000004,0.07287797050000044
omics__bw_pyr__1,-3.997542284894633,-0.3509629260000011,-0.03927473149999994,0.6449217049999998,0.8061810030000007,0.4805777875000015
omics__bw_pyr__2,-3.086590155742115,-0.34418755100000104,0.15807350349999982,0.6594726449999992,0.7644674929999997,0.567575230500001
ompr__wt_nacl__1,7.046386356375987,1.8283400460000008,-2.0932857315,0.27755200499999866,-0.6865814769999989,-1.5929679744999996
ompr__wt_nacl__2,7.9182773982049826,1.9577424259999996,-1.9842360645,0.08413458499999926,-0.620927,-1.7497737265
ompr__bw_delompr_nacl__1,4.944992199994533,1.368295326,-2.4071024754999994,0.00949221499999986,-1.0462482019999992,-1.7213951165
ompr__bw_delompr_nacl__2,5.096913103711692,1.4191795159999998,-2.4141753984999994,-0.1324689250000013,-1.071490686999999,-1.8707998294999992
minspan__wt_ade__1,-0.0767654569536968,0.3935769530000002,-0.1861162114999999,0.32309054499999945,-0.09169608400000052,-0.4489845904999994
minspan__wt_glc__2,-0.1435623087078285,0.4446369820000005,-0.7591144514999995,-0.005051925000001845,-0.17147671399999884,-0.22079240549999926
minspan__wt_glc__3,-0.6615784256331889,0.3714927689999996,-0.6367290314999998,0.045105534999999364,-0.2165117989999992,-0.15323017049999876
minspan__wt_glc__4,-1.2523086571316733,0.33109058800000035,-0.6266026414999999,-0.07972467500000135,-0.23779414300000035,-0.16544272249999906
minspan__wt_glc_anaero__1,-1.1820273494774245,0.7573820960000006,-0.10697435950000056,-0.1724310150000008,0.09730802400000016,0.7999081985000007
minspan__wt_glc_anaero__2,0.4798602134814924,0.6963977779999997,0.1638085225000001,-0.1700636650000007,0.0007891440000005191,1.1722754415000018
minspan__wt_trp__1,-1.2344754790430372,0.3756593200000005,-0.8157987164999998,0.6313251449999981,0.379309933,0.4102215775000016
minspan__bw_delcra_glc__2,0.4378971125930045,0.4768458209999995,-1.2927544665000001,0.5065485749999983,0.2077464830000011,-6.360235395499999
minspan__bw_delcra_trp__1,-0.7766531498175925,0.5289642949999998,-1.0447769935000002,0.9061306849999989,0.245706203000001,-4.793017605499999
minspan__bw_delmntr__1,-1.3165384195515937,0.4877480060000003,-0.7195812034999998,0.004072414999999553,0.3950805430000006,0.5425909545000005
minspan__bw_delnac_ade__1,4.262839987623179,0.10554391400000007,0.19342394049999975,0.07351886499999871,0.005806081999999435,-0.7930149014999994
minspan__bw_delnac_glc__1,-1.3056360813925658,0.3258568440000005,-0.5383000915,0.1234782249999995,0.19238992300000035,-0.09862237649999983
cra_crp__wt_ac__1,2.5298326623238365,0.07521394599999986,0.5095870504999995,-0.30622956500000065,0.7848307329999997,0.9012172285000002
cra_crp__wt_ac__2,2.494747582191201,0.04004208699999978,0.5088915414999988,-0.35281656500000125,0.774460393,1.1057735505000004
cra_crp__wt_fru__1,-0.8372897698167234,-0.2750378789999992,0.10321918350000027,-0.2631118050000012,0.3134937529999995,0.7123657575000015
cra_crp__wt_fru__2,-0.6983927971147736,-0.23072129300000024,0.14788166549999993,-0.08839022500000128,0.3732440629999996,0.4767649025000011
cra_crp__delcra_ac__1,7.085719329347231,0.2524338789999998,0.1770735185000003,0.0891974049999984,0.20535391299999967,-7.274693064499999
cra_crp__delcra_ac__2,6.636899091650871,0.2739452050000004,0.21471650549999927,0.021087684999999468,0.15922527300000056,-7.274693064499999
cra_crp__delcra_fru__1,1.549897235615263,0.519048295000001,-0.5580650545000001,0.27963663499999925,0.12650519299999985,-7.274693064499999
cra_crp__delcra_fru__2,1.5782838027041424,0.5125246539999999,-0.43632926849999976,0.3256943649999986,0.1631474930000003,-7.274693064499999
cra_crp__delcra_glc__1,-0.5000950207036643,0.12657313600000109,-0.6468093964999984,-0.027273645000001068,0.046791002000000866,-7.274693064499999
cra_crp__delcra_glc__2,0.0095119899552419,0.12613725399999964,-0.6090770845,-0.1367845850000009,-0.014761103999999747,-7.274693064499999
rpoB__wt_031__1,2.232342201263443,0.3966465879999994,0.3384905974999999,-0.01898600500000036,0.271760703,0.7803328844999999
rpoB__wt_044__1,0.3811223338670316,0.4535192749999997,0.5075549075000003,-0.16863898500000118,0.2048586730000004,0.10390239150000102
rpoB__wt_lb__1,1.10654310329031,1.5404025160000003,-0.4840631394999999,0.3773911149999982,0.2472729529999995,0.5522476165000008
rpoB__wt_lb__2,0.5847312591636322,1.4498660660000002,-0.6292249464999999,0.2931017149999988,0.2041545229999997,0.5466030005000011
rpoB__rpoBE546V_031__1,-0.8772107744436606,0.6855142030000003,0.1670746885000005,0.3454237649999996,0.4571714629999999,0.567286707500001
rpoB__rpoBE546V_044__1,-1.1855266091749872,0.5397848889999999,0.1367270275000001,0.4336448049999984,0.37625628299999997,0.5335004895000006
rpoB__rpoBE546V_lb__1,-0.3776221531757006,1.1811762560000003,-0.19766093149999972,0.15481106499999875,0.1174804819999995,0.6674809845000009
rpoB__rpoBE546V_lb__2,-0.6040374328971759,1.0979101460000005,-0.27860809750000026,0.1844319049999985,0.1254229630000001,0.5745490675000005
rpoB__rpoBE546V_glc__1,-3.1507352492024987,-0.04242210600000007,0.2376770454999999,-0.2513758650000017,-0.004082425000000001,0.18604348450000074
rpoB__rpoBE672K_glc__1,-1.6651446585573606,-0.5294595540000007,-0.16689697749999954,-0.8686284180000001,-0.6662891799999997,-0.026718957499999085
rpoB__rpoBE672K_glc__2,-1.8559080692269208,-0.4737282469999986,-0.1661237325,-0.8417491950000002,-0.5708984560000001,-0.025716605499999545
rpoB__rpoBE672K_lb__1,-4.014102562791151,0.035597011000000116,-0.4747627815,-0.7302826730000014,-0.2288451829999989,-0.6128218314999998
rpoB__rpoBE672K_lb__2,-4.182786935053179,0.07509867000000092,-0.3748618424999997,-0.7081113300000013,-0.18410035800000024,-0.5361180114999993
crp__wt_fru__1,-1.8737299635151023,-0.19600093400000065,-0.0813798134999999,-0.12088642500000013,-0.13483747499999946,0.29892135849999946
crp__wt_glyc__1,-0.319575423285324,-0.08909652200000018,-0.31582846950000043,-0.23519522500000176,-0.06971342199999953,0.4175891165000012
crp__wt_glyc__2,-0.265927752035705,-0.1903415319999997,-0.3180010754999998,-0.2269791750000003,0.000271048000000107,0.4839587995000008
crp__delar1_glyc__1,5.2497975395512695,0.5840968219999993,-0.6067838614999994,0.8177116649999991,0.7684826630000003,-0.4726036954999993
crp__delar1_glyc__2,5.338075991834056,0.7408784060000002,-0.3572324885000002,0.8890342949999983,0.9809746629999996,-0.15984145349999768
crp__delar1ar2_glyc__1,2.441851556002957,0.6363256530000001,-0.2790571054999997,0.4273910749999992,0.2916550830000002,0.07213721450000055
crp__delar1ar2_glyc__2,2.750462903000915,0.7106710189999994,-0.2360325514999984,0.4929071349999994,0.2567226429999998,0.09626005650000112
crp__delar1ar2_glyc__3,2.7075061858488563,0.7162020570000003,-0.26781720849999946,0.4557914849999989,0.37124749300000026,0.14208575950000046
crp__delar2_glyc__1,-0.5515671383602951,0.184588754,-0.8730004844999995,1.0758542649999985,1.4298253029999994,1.5884455015000007
crp__delar2_glyc__2,-1.1443014305234542,0.17830120100000002,-0.6398591124999999,0.8624663449999996,1.3004454830000007,1.538033886500001
crp__delar2_glyc__3,-1.3273862220767336,0.2581962700000009,-0.4038052484999993,0.7822983149999985,1.2369035230000005,1.7052313894999998
crp__delcrp_fru__1,3.274828434220191,1.3911438060000003,-0.4402654014999996,0.7741806249999996,-9.852476477,-0.17143091549999934
crp__delcrp_fru__2,3.477994963158987,1.3654766960000018,-0.4282504345000007,0.7805150249999997,-9.107951936000001,-0.11822346949999928
crp__delcrp_fru__3,3.289998849393681,1.3627208460000002,-0.4193646904999993,0.6682049649999993,-9.852476477,-0.05512172949999883
crp__delcrp_glc__1,4.653059591737395,1.3585496159999997,-0.3500774495000005,0.9036337949999992,-9.025871704,0.07036556050000088
crp__delcrp_glc__2,4.271828603347208,1.3477543060000006,-0.2958589645000007,0.8802052149999984,-9.566616581,-0.04259519749999896
crp__delcrp_glc__3,4.374789608035572,1.385312095999998,-0.2641901375,0.9120195049999982,-9.852476477,-0.04291467949999905
crp__delcrp_glyc__1,2.799471474976781,0.9287191660000004,-0.6448658375000003,0.8951313249999995,-9.852476477,-0.33923043449999923
crp__delcrp_glyc__2,2.3613848964124178,1.041311906000001,-0.6266005625000002,0.8307353349999982,-9.852476477,-0.3827568624999991
crp__delcrp_glyc__3,2.417243018843612,0.9504081660000008,-0.7149730974999997,0.8947548049999998,-9.852476477,-0.4226533384999991
glu__glu_ale3__1,-2.17232969605522,0.9075265760000004,-0.7661711525000001,0.6064907849999983,1.4385551630000002,-0.7402779054999993
glu__glu_ale4__1,-2.572002937297277,-0.05582856300000039,-0.16063700049999952,-0.2619136350000009,0.1237046330000009,-0.32937850649999945
glu__glu_ale5__1,-4.16185782995723,0.09422176900000068,-0.3268835104999992,-0.8460246970000007,0.23737495299999975,0.09475872350000004
glu__glu_ale6__1,-2.149841018272329,-0.4079774069999989,-0.4905927334999998,-0.7752423590000017,-0.2669721739999993,-0.44824745149999945
glu__glu_ale8__1,-1.7222304960519446,0.9552785759999995,-0.10420902649999952,0.6607472949999984,1.5517659029999995,-0.4052344864999995
glu__glu_ale9__1,-2.25252849285633,0.5717934289999995,-0.09677291349999972,-0.06697157500000017,0.736260553000001,-0.5522943724999987
glu__glu_ale10__1,-2.732520930858344,0.6147063750000008,-0.8055313835,0.21387256499999907,1.2484999630000004,-0.8425052494999994
42c__wt_42c__1,2.4516042117902925,0.3285913830000009,0.2707506925000001,-0.31461002500000035,-0.02289376299999901,-0.045471734499999535
42c__42c_ale1__1,-2.045784880778493,1.071597756000001,-0.17771279049999933,0.11635354499999905,0.578078713,0.5311776705000009
42c__42c_ale2__1,-0.7869234202864054,0.33076163700000016,0.22216280950000036,-0.2542397450000013,-0.001157444000000396,-0.7342239274999987
42c__42c_ale3__1,-1.1781467465772488,-0.15167118699999982,0.5549613545000005,-0.2953636450000001,-0.16365086199999898,0.12803218950000073
42c__42c_ale4__1,-1.2537170923348369,0.032578979000000174,0.5682847075000002,-0.5980379260000017,0.18829674300000046,-1.0645376204999994
42c__42c_ale5__1,-2.831156757385292,0.14312536699999967,0.2778665285000006,-0.4206413750000007,-0.2550904079999992,-0.5135051465
42c__42c_ale6__1,-4.2973172933701465,1.327478846,0.5975740185000005,-0.051506065000001655,0.5847098129999999,0.21068480650000065
42c__42c_ale8__1,-1.1948477723970323,0.7806890660000008,0.6730289625000001,0.06802815499999859,0.898060053,-0.6217082494999993
42c__42c_ale9__1,-1.5931683121030042,-0.2279726649999993,0.5042417954999996,-0.2417516550000016,0.2344509129999999,-0.3956042764999994
42c__42c_ale10__1,-0.5953641122396954,0.3879943529999999,0.7703218614999994,-0.1791272750000008,0.5824345429999997,-0.6379388754999988
ssw__wt_ac__1,6.379712324015403,1.138140236,-0.10146633949999996,-0.34671080500000073,0.155824183,-0.2413961184999991
ssw__wt_glc__1,1.1415686940304175,0.19990372800000067,-0.04510383249999972,-0.34210524500000083,0.08995910700000033,0.1827105745000006
ssw__wt_glyc__1,2.979264322641717,0.9458817360000004,0.8638651654999999,-0.5893889490000017,0.2646295629999997,1.1715215855000007
ssw__wt_xyl__1,0.7030103635440653,-1.1579554919999993,0.19029698950000107,-0.05021167500000168,0.6151089029999994,-0.3577239084999988
ssw__glc_ale1__1,-3.6551443648012105,0.17438198900000046,0.013629034500000971,0.1123376849999982,0.31199771300000023,0.2224382354999994
ssw__glc_ale2__1,-4.745629950926806,0.2688995510000005,-0.1065461774999994,0.8555401049999993,0.5353218630000001,0.015246928500000756
ssw__glc_ale3__1,-5.214828301903876,0.2444404779999996,0.1259247874999998,0.35300746499999924,0.4454840030000007,0.5553166585000007
ssw__glyc_ale1__1,-2.885818101161637,0.12772987099999966,-0.2534181835,0.5749310549999986,0.2988789030000003,0.4629098115000012
ssw__glyc_ale2__1,-4.32056281373676,0.19163250899999973,0.2075134175000004,0.2094873549999985,0.3021156230000006,0.5725965515000011
ssw__xyl_ale1__1,-5.271568911758787,0.36807815100000063,0.6638279404999999,0.12516697499999907,-0.2147884219999998,0.07566145550000059
ssw__xyl_ale2__1,-3.5728673684812486,0.43007511699999945,0.7180756454999999,-0.2252324650000013,0.026451148999999674,-0.025343930499999168
ssw__xyl_ale3__1,-4.214752641676543,-0.0329609719999997,0.01558664650000008,-0.5222997210000013,-0.3138359289999997,-0.32140536549999954
ssw__glc_ac_ac2__1,-2.854948350644316,0.8775486560000001,-0.06505897250000015,0.1714670449999982,0.5069351229999999,0.2500812255000007
ssw__glc_ac_glc1__1,-2.377159783635244,-0.4747723829999994,0.1564480554999994,0.3364167649999992,-0.42053636400000016,-0.514087889499999
ssw__glc_glyc_glc__1,-2.4624684631649045,0.030757538999999667,-0.6604157434999998,0.5272570349999999,0.565682133000001,-0.7389535914999996
ssw__glc_glyc_glyc__1,-2.1637358600107097,-0.1417753949999998,-0.4848049695000008,0.2746682449999991,0.3070424930000009,-0.32820831949999896
ssw__glc_xyl_glc__1,-5.223787988824115,0.5339402829999997,-1.068948504500001,-0.35453504500000044,0.029020071999999782,-0.482302334499999
ssw__glc_xyl_xyl__1,-3.695770309126019,0.08377152999999993,-0.1473001974999999,-0.20853702500000185,-0.2438474470000003,-0.3761572854999988
ica__wt_glc__1,-2.8634009755941534,-0.061878408000000114,-1.0944347995,-1.1147660930000018,-0.02120516499999958,-0.32884017349999883
ica__wt_glc__2,-2.692295737015153,-0.12840119100000005,-1.0374814145000002,-1.1984546920000003,-0.013075077999999962,-0.22984599049999946
ica__wt_glc__3,-3.162070722545528,0.18162740200000016,-0.4126744054999998,-0.5317266690000011,0.0930502690000008,-0.13350469449999913
ica__wt_glc__4,-3.93225487106059,0.2489071220000003,-0.9117405854999996,-0.2623442850000011,0.399858493,-0.34789711149999997
ica__arg_sbt__1,0.643448176977686,0.20292476100000026,-1.1272620775000002,-0.7130596030000014,0.17296083299999945,-0.11815284249999893
ica__arg_sbt__2,0.7133534556850205,0.2140498409999996,-0.9977546504999992,-0.5527461320000011,0.4931735029999995,-0.030527752499998506
ica__cytd_rib__1,3.956966909465756,2.510750616000001,-1.3222810834999998,0.8413076649999987,0.5032386530000004,0.4745797355000008
ica__cytd_rib__2,3.5084266576977297,2.531055996000001,-1.3623294975000002,0.7168878949999993,0.4864851229999996,0.3673520915000008
ica__gth__1,1.18072499765567,1.1985195760000007,-0.7612421034999999,0.23464762499999914,-0.3447319570000005,-0.8516950065000001
ica__gth__2,1.5528077256433337,1.2147844259999996,-0.4212367764999998,0.03602994499999923,-0.5509396859999995,-0.7889611224999991
ica__leu_glcr__1,-1.4683729192014634,0.2614857209999997,-0.8798838144999994,-0.3892439150000016,1.0260792930000004,-0.5439973284999988
ica__leu_glcr__2,-1.2759032089651368,0.2514240619999999,-0.9708519435000004,-0.4901262500000012,0.964590953,-0.4277183414999994
ica__met_glc__1,-2.269282237534032,-0.19998439899999987,-1.2719235314999997,-1.2518318020000017,-0.0020434050000002198,-0.5987970784999996
ica__met_glc__2,-2.160537784787641,-0.27336614799999914,-1.1967646895,-1.1905887250000011,-0.06998528999999998,-0.5193976304999994
ica__no3_anaero__1,-0.952452621540306,0.650216425,-0.7137129754999991,-0.11737177500000052,0.16601552300000044,-0.3146283824999987
ica__no3_anaero__2,-1.6852085410439,0.4475540319999993,-0.5249914695000006,-0.2346329650000012,0.1659366630000001,-0.3560574164999988
ica__phe_acgam__1,-2.1551387295905893,0.16990136699999958,-0.9916363885,-0.8871626400000014,0.08710832000000046,-0.14346739849999768
ica__phe_acgam__2,-2.6549906142829647,0.1445793430000002,-0.9287097904999992,-1.0565964590000014,0.07371453200000032,-0.07913743649999994
ica__thm_gal__1,2.6929216143444,0.8954444660000007,-0.7994512345000002,-0.16482862500000015,0.41909228299999945,0.22811886750000102
ica__thm_gal__2,2.5330444020113534,0.9108855959999982,-0.6257398904999993,-0.15669868500000028,0.4125785030000007,0.2597582215000012
ica__tyr_glcn__1,-3.1050521805384603,-0.14113408799999938,-0.9028750364999992,-0.6120214560000008,0.211699823,-0.2977201754999994
ica__tyr_glcn__2,-2.986992668081164,-0.04052529600000021,-0.9201232425,-0.636866297000001,0.2492893929999997,-0.2693074864999998
ica__ura_pyr__1,-1.9585231688368483,0.08367163099999964,-0.9984738854999992,-0.3158368550000006,0.8236668229999999,-0.2555074674999984
ica__ura_pyr__2,-1.24417857880186,0.193178047,-0.7113233225000002,-0.11250578500000152,1.104333543000001,0.1375782834999999
ica__wt_glc__5,-2.835390318961392,0.13858604600000035,-0.7699591694999999,-0.19704825500000034,0.3105034530000008,0.040130148499999414
ica__wt_glc__6,-2.7901170050041757,0.187806707,-0.8279662345000007,-0.016725155000001383,0.3376528430000008,0.025036138499999968
ica__bw_delpurR_cytd__1,-3.553086108396484,-0.05177321100000043,-0.7382636964999998,-0.7562658370000008,-0.14178576699999998,0.020540092500001
ica__bw_delpurR_cytd__2,-6.349621045225971,0.4000819950000008,-0.5980744414999997,-0.24630387500000064,0.2554834630000009,-0.15748504549999875
ica__ade_glc__1,-6.146384767884121,0.3853020049999998,-0.5758978435000001,-0.3082547050000013,0.27079068299999953,-0.1759677154999988
ica__ade_glc__2,-2.873810444057568,-0.0464260000000003,-0.6456385385000001,-0.7539613130000014,-0.10748262699999957,-0.0996171144999991
ytf__wt_glc__1,-0.5163618673620107,0.4511311970000005,-1.1499700845000005,0.048335154999998416,0.34000217300000024,-0.673707789499999
ytf__wt_glc__2,-0.2844164403461012,0.5947166890000002,-1.1560485195000003,0.008906584999998302,0.487174103000001,-0.6055927765
ytf__delyafC__1,-1.3698682099945956,1.316309596,-1.0971266334999994,0.9312559249999984,0.518280163,0.1305495694999994
ytf__delyafC__2,-1.2662334475383692,1.3149214259999995,-1.0879318085000005,0.8762793349999995,0.558626223000001,-0.092101508499999
ytf__delyeiE__1,-2.4563603040349435,0.6029128159999999,-0.4467684564999983,0.37449202499999856,0.4528218430000006,0.14207658949999935
ytf__delyeiE__2,-1.3882260144590537,0.4788621949999996,-0.6882056745000007,0.10842385499999983,0.3693801830000005,0.0901582025000014
ytf__delyiaJ__1,-1.8806509191522949,1.010078936000001,-1.1884376075,0.8927779449999989,0.4900788630000008,-0.20991257549999973
ytf__delyiaJ__2,-1.6709730003751635,0.5817762769999995,-1.1723256524999996,0.9751252049999994,0.4743345229999996,-0.46276174649999996
ytf__delyieP__1,-1.7533063347604594,0.5846421290000006,-0.5638351874999996,0.4164926649999998,0.8306116230000011,0.15975073850000054
ytf__delyieP__2,-1.1531134128410865,0.3895957509999999,-0.7275462694999995,0.4211253349999993,0.7498248230000009,0.025289532500000437
ytf__wt_ph5__1,-0.5190629422029116,0.9167918759999996,-0.7856554484999999,0.07739173499999907,0.3985759630000008,-0.2569162324999983
ytf__wt_ph5__2,-0.7162063434424703,0.9727493060000008,-0.8482153214999997,0.1304866149999988,0.4747397030000009,-0.24725854649999945
