,A,ArcA,IclR,ihfB,Crp,Cra
hot_tale__hot_ale3_mid_44c__2,-0.6431883291354101,0.6512664919999995,0.3504345545000005,0.2311697149999983,-0.002275452999999317,0.2854650045000007
hot_tale__hot_ale3_30c__1,-4.488441229963848,0.5082004980000008,-0.9343105124999996,-0.4534518090000006,0.5150203330000007,0.08882447450000086
hot_tale__hot_ale3_30c__2,-3.609700037455266,0.5545389689999993,-0.8133547264999983,-0.32907377500000123,0.5286701730000001,0.14737257750000146
hot_tale__hot_ale3_37c__1,-3.590066858333941,0.13141203500000032,-1.0249818054999995,-0.4036383050000012,0.3493771030000001,-0.03415785649999936
hot_tale__hot_ale3_37c__2,-3.4278736034625825,0.1133073489999994,-0.9280543684999998,-0.27703634500000085,0.3963193829999998,0.11890179550000113
hot_tale__hot_ale3_44c__1,0.3942736762322826,0.7324143809999999,0.014287515499999516,0.2275033649999987,0.28643448300000074,-0.12267522949999955
hot_tale__hot_ale3_44c__2,1.320164646242466,0.39721545100000105,0.3396864165000002,0.2383969849999996,0.30231870300000097,-0.14189374849999936
hot_tale__hot_ale4_30c__1,-5.763523840536882,0.04799028899999946,-0.7893471264999983,-0.5464939170000012,-0.0598787810000001,-0.3591463354999993
hot_tale__hot_ale4_30c__2,-6.060200639475146,0.024226647000000767,-1.0160667224999995,-0.4072694250000009,0.0276806220000001,-0.2995226504999993
hot_tale__hot_ale4_37c__1,-5.884681774914207,-0.16735893199999907,-1.0316263335000002,-0.4599738540000011,-0.15436083400000022,-0.44724785749999896
hot_tale__hot_ale4_37c__2,-5.722793594802533,-0.046169951999999626,-1.1208660684999998,-0.4451768880000007,-0.04945322999999924,-0.2143993704999998
hot_tale__hot_ale4_44c__1,-0.3829725762537308,0.00039793400000043283,0.7885239965000004,0.08278536499999943,0.16471379300000066,0.1914428035000002
hot_tale__hot_ale4_44c__2,-0.673204499111797,0.06168165600000109,0.6839030375000004,0.2592138049999981,0.0758041020000011,0.12190072050000113
hot_tale__hot_ale8_30c__1,-6.892986154518231,0.023464927000000912,-0.8027347854999993,-0.9095089900000008,-0.056768664999999885,-0.05805379449999925
hot_tale__hot_ale8_30c__2,-6.8167134144208,0.08428102899999956,-0.7564071395000003,-0.7777570690000015,-0.10699186199999923,-0.11762170749999877
hot_tale__hot_ale8_37c__1,-6.554904222250169,-0.24066992300000045,-0.7688211684999997,-0.7274897240000016,-0.007091699000000062,-0.07566920249999852
hot_tale__hot_ale8_37c__2,-5.989532330515082,-0.2407826909999997,-0.7241249745000005,-0.7036689320000011,-0.04404757799999892,-0.042438823499997724
hot_tale__hot_ale8_44c__1,-0.5617230028927692,0.11352845799999932,1.0065061684999996,0.012718264999998395,0.07381628000000083,0.3606678225000009
hot_tale__hot_ale8_44c__2,-1.341862816865188,0.05564769999999975,0.8840237885000004,-0.09703083500000176,0.1405062560000001,0.3881329455000007
hot_tale__hot_ale9_mid_30c__1,-5.322997184175528,0.4238110329999998,-0.8030644834999999,-0.04958338500000181,0.11993167500000013,-0.017117654499998913
hot_tale__hot_ale9_mid_30c__2,-5.213877736152472,0.3619286040000009,-0.7436712904999991,0.13507165499999907,0.10594186400000004,0.024780219499999312
hot_tale__hot_ale9_30c__1,-6.214666695022004,0.23718312100000105,-1.0625553934999994,-0.5928422380000011,0.057352916000001024,-0.24344961049999905
hot_tale__hot_ale9_30c__2,-6.2127711399160805,0.3578092789999996,-1.002538180499999,-0.5899957500000017,0.17408408300000033,-0.2171794654999992
hot_tale__hot_ale9_mid_37c__1,-5.390422103542971,-0.06546374200000038,-1.0071477814999996,-0.3676396550000014,-0.07088768000000023,-0.2633924184999987
hot_tale__hot_ale9_mid_37c__2,-5.751212748609208,0.0031101880000008464,-0.8159865704999998,-0.2984976250000013,0.028525377000001132,-0.19936573249999867
hot_tale__hot_ale9_37c__1,-5.512962435923975,0.024472945999999496,-1.0639569675000002,-0.38001561500000136,0.032825572000000136,-0.2251863154999993
hot_tale__hot_ale9_37c__2,-5.498023969984526,0.0557053130000007,-1.0890339504999993,-0.3762937550000007,0.03721724300000062,-0.3138012414999993
hot_tale__hot_ale9_mid_44c__1,-0.0445072918637142,0.1534750460000005,1.0806181775,0.19238305499999875,0.2861256930000007,0.32867939450000083
hot_tale__hot_ale9_mid_44c__2,1.8884719464842867,0.38316593699999935,0.6322889475000002,0.5108909249999982,0.3056119630000005,0.13715371250000086
hot_tale__hot_ale9_44c__1,0.7208562725885139,0.4290219799999999,0.8353778164999994,0.24630422499999935,-0.02729796100000037,0.2043196165000012
hot_tale__hot_ale9_44c__2,0.4732437642260379,0.4794780809999999,0.4905685604999999,0.3875115949999994,-0.08631352099999923,0.038305581500000414
hot_tale__hot_ale10_30c__1,-4.0711008139913165,0.40552786700000004,-0.8427293635000002,-0.4586983730000007,0.23749544300000025,0.17423609449999944
hot_tale__hot_ale10_30c__2,-4.66996322785463,0.3639100380000002,-1.0415344835000004,-0.3554030950000016,0.4220348329999997,0.20468928450000054
hot_tale__hot_ale10_37c__1,-4.560588997778347,-0.17456958,-1.0164365984999997,-0.4472314330000007,0.06875389400000033,-0.32545248949999905
hot_tale__hot_ale10_37c__2,-4.403314053875858,-0.11277531100000004,-1.1255771654999993,-0.37138930500000106,0.12083432100000024,-0.20625851949999952
hot_tale__hot_ale10_44c__1,0.8783389291826951,0.5476285960000009,0.36482757749999983,0.17887464499999872,-0.03575344399999913,0.007231368499999391
hot_tale__hot_ale10_44c__2,1.3220304449363225,0.1387079379999996,0.6085204385000003,0.3118577949999999,0.11004349699999948,0.013572844500000514
hot_tale__hot_ale16_30c__1,-3.728964248955698,0.12374161199999988,-1.1498613234999997,-0.4670126030000006,0.12930916100000012,0.06146230050000056
hot_tale__hot_ale16_30c__2,-3.610555217523256,0.14894761899999942,-1.0994291835,-0.37262998500000144,0.25108644300000016,0.07951014850000071
hot_tale__hot_ale16_37c__1,-4.97098366593789,-0.19482372100000056,-0.9947483815000001,-0.4319210530000017,-0.02264786099999938,-0.05334570449999898
hot_tale__hot_ale16_37c__2,-4.6266848233984526,-0.20781360900000045,-1.0022737535,-0.4244327150000018,-0.007290675000000134,-0.1105927954999988
hot_tale__hot_ale16_44c__1,-2.1490082713371548,0.11628757499999942,0.4136159895000002,0.14055384499999946,0.039920518000000633,0.2498183644999994
hot_tale__hot_ale16_44c__2,-2.21967439184163,0.3061081689999998,0.7619963195000015,0.24958026499999875,0.206041613,0.4299435455000005
pdhr_ale__pdhR-13_51__1,-1.981341727368665,0.18245214799999945,-1.1244917674999997,0.6700591549999988,0.42604259299999997,-0.12823125749999864
pdhr_ale__pdhR-13_51__2,-3.055589905654619,0.056750174999999466,-1.0577976695000002,0.5846834149999989,0.3453698430000003,-0.0017489554999992052
pdhr_ale__pdhR-14_46__1,0.0729616915103734,0.9022052259999996,-1.1465626725,1.1272351649999983,0.4137442230000001,-0.12849797949999964
pdhr_ale__pdhR-14_46__2,0.0761168510972326,0.8055110059999997,-1.0755179485,1.086679904999999,0.3746890430000001,-0.10850641249999883
pdhr_ale__pdhR-15_51__1,-3.2649110664603063,-0.13942209899999902,-1.0249877925000002,0.4198660549999982,0.20815125300000048,-0.11421509749999892
pdhr_ale__pdhR-15_51__2,-3.683189574405912,-0.07192016499999987,-1.1946359714999994,0.6336586649999987,0.29122772299999866,-0.022060610499999637
pdhr_ale__pdhR-16_49__1,-2.4013963848615405,-0.05294931299999917,-1.5478779884999998,0.9927493249999984,0.3586398129999999,-0.029568962499999074
pdhr_ale__pdhR-16_49__2,-1.8304347396821163,0.3621599379999996,-1.2079419824999995,0.9785652549999996,0.2910247429999995,0.06996596050000115
tcs__del_atoC_LiAcet__1,-0.181894432686464,-0.1898343760000003,-0.9949783654999996,0.07488206499999883,0.3723211630000005,0.11987262350000005
tcs__del_atoC_LiAcet__2,-0.1494826870565538,0.008173475999999624,-0.6598907125000002,0.07669799499999819,0.5545006830000005,0.3139405385000007
tcs__del_atoC_LiCl__1,-0.4347784473336748,0.1696543419999994,-0.8278685574999995,0.35601839499999954,0.7297175930000002,0.1931644615000012
tcs__del_atoC_LiCl__2,-0.0283912865398368,0.06729879400000094,-0.6948210045000005,-0.0036651750000018532,0.803204053,0.25291090750000045
tcs__del_atoC_m9__1,-0.7699812737987567,0.15616148500000016,-0.7990882754999991,0.3904161849999994,0.6994936329999994,0.1347022915000009
tcs__del_atoC_m9__2,-0.6609384441593873,0.2391980920000005,-0.6869880414999994,0.4528970749999992,0.8078232029999999,0.2756682365000023
tcs__del_baeR_etoh__1,-11.39194071458016,0.8641572160000006,-2.1888260714999994,-1.0046969490000013,0.725387413,1.8335522395000008
tcs__del_baeR_etoh__2,-12.022575616769466,0.9730838560000006,-1.8426385125,-1.0394935290000014,0.8432000029999998,2.0021776035000016
tcs__del_baeR_lb__1,-1.6380156440414262,1.3337503460000004,-1.3494191564999998,0.5605656749999994,0.452954033000001,0.5279175545000011
tcs__del_baeR_lb__2,-1.755026933638905,1.3123093059999995,-1.2954756154999991,0.6126008349999985,0.5136486629999997,0.5804894445000004
tcs__del_btsR_01xlb__1,5.854641699499884,1.8951162460000008,-0.4565917314999997,0.9432713449999994,-1.0043266899999992,-1.5613833854999992
tcs__del_btsR_01xlb__2,5.904732526899295,1.911921266,-0.4641151385000004,0.9366931949999984,-1.1325108709999991,-1.3891346094999992
tcs__del_btsR_lb__1,-3.582699505249424,1.3500569860000002,-0.4471269945000005,-0.6853542480000012,0.9059306429999996,1.2765130405000011
tcs__del_btsR_lb__2,-2.941122123294547,1.3769704960000002,-0.5261046595000005,-0.7342108110000005,0.882795573000001,1.2704550625000015
tcs__del_btsR_pyruvate__1,5.749039973865233,1.913679546000001,-0.4115827925,1.1005735849999994,-1.2074819320000003,-1.758145044499999
tcs__del_btsR_pyruvate__2,5.72411987203681,1.806034486,-0.4823497774999996,1.0428346649999989,-1.2602474279999996,-1.7828460924999991
tcs__del_cpxR_etoh__1,-9.865696310841924,1.5584501159999995,-2.3684263915,-1.2457668860000002,1.209290043000001,1.7925485945000013
tcs__del_cpxR_etoh__2,-9.382598843616195,1.5129874460000003,-2.1498969305,-1.3651073150000013,1.1967784130000003,1.8005069615
tcs__del_cpxR_lb__1,-4.120033749640445,1.187646956,-1.1553232145,0.4965709849999982,0.5608460330000007,0.7477895285000002
tcs__del_cpxR_lb__2,-3.951800729718871,1.1836731559999991,-1.2412052485,0.5211792949999996,0.6407895630000002,0.7776630565000016
tcs__del_cusR_CuSO4__1,-1.82090145740788,1.1349264560000003,-1.5507612425,0.18434866499999814,1.0462541129999998,0.08592574750000104
tcs__del_cusR_CuSO4__2,-1.9262201791465376,1.1713692560000002,-1.2888535474999996,0.17225255499999825,1.048489943,0.1434982334999999
tcs__del_cusR_lb__1,-4.413358024148569,1.2777057660000004,-0.7347576724999998,-1.0449315200000004,0.9952246930000008,0.9697545555000016
tcs__del_cusR_lb__2,-4.510444863083451,1.193604036,-0.7708722374999999,-0.9400837300000012,1.0406022430000004,0.8775237925000017
tcs__del_kdpE_01-kcl__1,1.0872677688474186,1.2096861860000008,-1.2050297604999995,1.1887485049999995,0.08810516099999965,-0.4134206024999987
tcs__del_kdpE_01-kcl__2,1.0164766362972433,1.2190105160000009,-1.2029572874999994,1.1328524549999983,0.12273579200000027,-0.4331493274999989
tcs__del_kdpE_115-kcl__1,5.068443096988495,0.7495786259999999,-1.1082006095,0.3157582949999984,0.04519701000000076,-0.6108375714999994
tcs__del_kdpE_115-kcl__2,5.202643062179191,0.8959164460000011,-1.1267533845000006,0.3274617949999996,-0.003365354999999681,-0.6956772724999984
tcs__del_phoB_m9__1,0.8032481903020257,0.4354083030000009,-1.1661076344999994,0.3449078549999989,0.7310639430000005,-0.3885892615
tcs__del_phoB_m9__2,0.8874741585902722,0.3366157439999995,-1.1161999214999998,0.3593822249999992,0.7578592129999997,-0.42160588849999936
tcs__del_phoB_m9p__1,-0.5769597650132559,0.9587748460000008,-2.3770282225,0.04294616499999826,-0.5173016199999996,-1.5807294664999991
tcs__del_phoB_m9p__2,-0.8344552897777144,0.8887788660000009,-2.2913298415,0.14834499499999865,-0.4868159799999994,-1.5887457204999995
tcs__del_rcsB_etoh__1,-9.676938437354323,1.239469466000001,-1.7201815665,-1.1136557640000009,0.8584217130000003,1.1254918015000008
tcs__del_rcsB_etoh__2,-9.642889380181982,1.2866112859999994,-1.7231012684999998,-1.2868625240000018,0.921416013,1.184914859500001
tcs__del_rcsB_lb__1,-3.066321502036948,0.593363677000001,-1.6375776045000006,-0.13048377500000186,0.6655188230000011,0.9924813634999996
tcs__del_rcsB_lb__2,-3.0372724538224465,0.6304361509999996,-1.5165560164999985,-0.11948199500000099,0.7005509330000006,1.0469467445000014
tcs__del_zraR_lb__1,-2.528138730032376,0.8051786060000001,-0.6319717024999996,-1.0089287450000004,0.5367675730000006,0.8747017505000017
tcs__del_zraR_lb__2,-2.95390780545864,0.7645057460000011,-0.6679403824999994,-1.091690486000001,0.5696375729999996,0.8928557565000013
tcs__del_zraR_zncl2__1,-1.990118371274328,1.309449926000001,-1.0285050064999997,-0.3816540650000011,0.8338904830000011,0.3764783115000023
tcs__del_zraR_zncl2__2,-2.2150448396277174,1.2565716560000002,-1.0673605595,-0.3490349750000004,0.8158754130000005,0.34399240050000124
tcs__wt_01-kcl__1,4.278542510547899,0.8213794360000009,-1.1545413274999996,1.4550383449999984,-0.042192379999999474,-0.9376892864999996
tcs__wt_01-kcl__2,3.846942452279511,0.7716407660000009,-1.1338247084999995,1.3666007949999983,-0.04159150899999986,-0.7406080244999993
tcs__wt_01xlb__1,5.76667997191772,1.7654064159999994,-0.5246284404999989,1.2327071049999994,-1.1868215099999997,-1.3288956044999995
tcs__wt_01xlb__2,5.183456497271768,1.713364286000001,-0.4703108325000001,1.1960583349999985,-1.1874649749999993,-1.3977506644999984
tcs__wt_115-kcl__1,4.732737893508359,0.758794196000002,-1.126302365499999,0.32144473499999826,-0.09970663000000002,-0.5887920294999995
tcs__wt_115-kcl__2,4.714295784855042,0.8178580760000003,-0.9853626954999992,0.2549986949999994,-0.12142913199999937,-0.6511352484999993
tcs__wt_CuSO4__1,-4.10678865429569,0.7807056960000001,-1.6967920974999997,-0.3476380850000016,0.7338502030000011,0.43107181550000107
tcs__wt_CuSO4__2,-3.886514045952072,0.7965259160000002,-1.7715137495000004,-0.3372910050000009,0.7305206129999995,0.4800872685000002
tcs__wt_etoh__1,-8.140963391182366,1.3944261660000006,-2.1851141955,-0.7482089750000007,0.5754630630000008,1.0921585605000017
tcs__wt_etoh__2,-8.603302265209159,1.3214165060000005,-1.9154497135,-0.7733814200000015,0.5394844130000003,0.9909839125000008
tcs__wt_lb__1,-4.719549040437509,1.5151132859999998,-2.1394361865,0.7751741049999996,0.9893765630000004,0.0047461995000004364
tcs__wt_lb__2,-5.540102369667205,1.6078253060000005,-1.8398033034999999,0.7787220749999992,1.0922559429999996,0.14923798450000092
tcs__wt_LiAcet__1,-0.1136547579953113,-0.08877588100000011,-0.8357448745000005,0.017340904999999296,0.6491752730000009,-0.16590414349999882
tcs__wt_LiAcet__2,0.6113124501616839,-0.16981877299999934,-1.1185462945000006,0.2681002649999993,0.4062179429999997,-0.07366788749999831
tcs__wt_LiCl__1,-0.0361312590168499,0.2257317190000005,-1.1148674084999994,0.2962828949999992,0.5743156230000004,-0.08155337150000007
tcs__wt_LiCl__2,-0.218953753608266,0.15109339300000002,-1.1914413415,0.3996346949999996,0.6016396030000006,-0.101538764499999
tcs__wt_m9p__1,-0.8187303288583782,0.9089738660000002,-2.1500197494999997,0.07657937499999967,-0.39549780799999995,-1.0628917864999998
tcs__wt_m9p__2,-0.4776285081619779,0.9448164759999996,-2.1425919355,0.13100470499999872,-0.4201194360000001,-0.9667578474999984
tcs__wt_pyr__1,5.723981644584108,1.9375935260000008,-0.4562285044999994,1.2105728949999983,-1.287916309,-1.580794713499999
tcs__wt_pyr__2,5.475468712216384,1.9871756860000005,-0.5350327784999998,1.2221056149999985,-1.1631474849999996,-1.6930221544999997
tcs__wt_zncl2__1,-2.6278648947712955,0.7711966060000002,-0.7807444994999999,-0.7767742820000016,0.6655301930000004,0.19240774550000064
tcs__wt_zncl2__2,-2.8236986930387107,0.668330954,-0.7756797064999983,-0.8528359900000009,0.6831118230000008,0.21218892550000049
ros_tale__0_0_0pq__1,-3.649901455360924,0.19736424400000094,-0.6695688414999994,-0.29706712500000165,0.3292272530000009,-0.3913418294999991
ros_tale__0_0_0pq__2,-3.4927266070909417,0.21080277200000094,-0.7730393604999994,-0.2938017850000012,0.30771033300000106,-0.3913551324999984
ros_tale__0_0_250pq__1,3.097320763811513,2.048441456000001,-0.6279011174999996,1.4636231749999986,1.4522597630000007,-0.4698383084999991
ros_tale__0_0_250pq__2,3.163901589611505,1.9901087660000003,-0.5318284525000001,1.4943809649999995,1.4384985730000004,-0.4925657764999993
ros_tale__1_mid_250pq__1,-4.402065079638401,0.3912652659999996,-0.8607559184999998,-0.32276307500000107,0.6546866229999999,-0.5235758024999989
ros_tale__1_mid_250pq__2,-4.863150918413031,0.38658636899999976,-0.8136041154999996,-0.2930924750000017,0.6257248529999995,-0.5220146554999996
ros_tale__1_0_0pq__3,-6.134661944285407,0.18575091399999974,-0.9773564995,-0.2918646050000007,0.6079365029999995,-0.17702200549999958
ros_tale__1_0_0pq__4,-5.85029820661448,0.2114197339999997,-0.8920269045000007,-0.2922434550000013,0.6228776230000008,-0.2878558854999991
ros_tale__1_0_250pq__1,-5.415268138914724,0.15879195199999965,-1.2769053314999983,-0.4652354850000009,0.4961959629999999,-0.2467602624999987
ros_tale__1_0_250pq__2,-5.060046517330554,0.15699518299999934,-1.0810699774999994,-0.4838349040000018,0.6021915230000001,-0.2626083104999992
ros_tale__1_0_750pq__1,-1.2088650978991395,0.2151648090000009,-0.05054922149999985,-0.2302758950000001,0.6259014130000011,-0.6754330604999996
ros_tale__1_0_750pq__2,-1.724818382188578,0.319740371,-0.006499995499999578,0.08051488499999948,1.045357503,-0.6373685924999988
ros_tale__1_1_0pq__1,-1.87055441293896,-0.14357819900000024,0.3735719325,-1.0700173100000008,0.7677037930000008,-0.2327642074999989
ros_tale__1_1_0pq__2,-1.7686285041432477,-0.18103812400000047,0.4019076154999999,-1.1030725730000004,0.727341753000001,-0.07903025749999859
ros_tale__1_1_250pq__1,-1.5666257346411254,-0.2760949869999987,0.14878259249999992,-1.1488553770000005,0.616797033000001,-0.2821213064999988
ros_tale__1_1_250pq__2,-1.7749270412849576,-0.28364754399999903,-0.2099218754999992,-0.9061221570000004,0.8796841830000002,-0.34933329249999895
ros_tale__1_1_750pq__1,-2.1022203985725043,-0.3853751219999992,-0.06384103549999942,-0.9090295740000016,0.9722065830000002,-0.3047517494999994
ros_tale__1_1_750pq__2,-2.2028764851488694,-0.302820358,-0.1585136545000001,-0.6581965830000005,1.0968635530000004,-0.2476662154999998
ros_tale__1_2_0pq__1,-3.1517854871518947,-0.15808183499999906,-0.2223456164999993,-1.1304818590000014,0.4026113930000008,-0.6445179134999988
ros_tale__1_2_0pq__2,-2.4787555457522674,-0.32601079199999994,-0.0041203825000000185,-1.0979514990000006,0.2011867830000007,-0.6439962484999988
ros_tale__1_2_250pq__1,-3.085426921873628,0.1230369919999994,0.3733881615000003,-0.7678107230000002,0.6133156930000006,-0.41141077749999866
ros_tale__1_2_250pq__2,-3.483970203941769,0.17255643800000087,0.2533058935000003,-0.5014282960000003,0.8060088329999999,-0.42328810249999904
ros_tale__1_2_750pq__1,-3.003006336435928,0.3402692409999997,0.5340144564999987,-0.5396704150000016,1.0991647330000005,-0.4530964674999991
ros_tale__1_2_750pq__2,-3.554851856295789,0.28101984300000105,0.8371325815000006,-0.4184585450000018,1.1248291229999996,-0.4707800524999986
ros_tale__1_3_0pq__1,-6.083113742397521,0.43983647600000003,-2.4659540564999998,0.4144101549999988,1.6003325529999994,-0.5634520924999986
ros_tale__1_3_0pq__2,-5.479631749094805,0.3920207330000007,-2.2456663555,0.4207752549999988,1.5980901030000003,-0.593683015499999
ros_tale__1_3_250pq__1,-2.663249760903117,0.7061011130000008,-1.6498195154999988,-0.09119649500000017,0.982030343,0.08125092350000074
ros_tale__1_3_250pq__2,-3.934852638399526,0.6200422880000005,-1.2757528154999995,0.18637689499999865,1.2771547729999997,0.13406627150000094
ros_tale__1_3_250pq__3,-4.756378226831541,0.5387263680000007,-0.9764508195,-0.25625172500000026,1.2324065130000008,0.13120154350000046
ros_tale__1_3_250pq__4,-4.514009352317948,0.9171451259999994,-0.5695273074999996,0.16089092499999855,0.6953416529999998,0.4465692575000011
ros_tale__1_3_750pq__1,-4.759064150305232,0.6481270759999997,-1.1783088535,-0.5423704530000002,1.0045313030000005,-0.07393772349999939
ros_tale__1_3_750pq__2,-3.9118555469664495,0.445417956,-1.4869273645000003,-0.4106519150000008,0.8300577430000011,-0.2845179284999988
ros_tale__1_4_0pq__1,-4.37836046953713,0.19594456000000093,-2.1029024775,0.7322895249999988,0.9822872229999984,0.0729017255000004
ros_tale__1_4_0pq__2,-4.246386874178875,0.08939118800000045,-1.7588819564999998,0.4307701549999994,0.8874455430000001,0.030195128499999942
ros_tale__1_4_250pq__1,-4.1239534426026285,0.3220699880000009,-1.4089376375000002,0.39407791499999867,0.5704754429999994,0.006823428500000618
ros_tale__1_4_250pq__2,-2.9730582366943623,0.04523031799999977,-1.4031413385000002,-0.033236975000001216,0.5921552030000008,0.008452494499999297
ros_tale__1_4_750pq__1,-3.081305024805894,0.17019406000000006,-1.2592229975000002,-0.0832875650000009,0.3072018029999999,0.06527302850000005
ros_tale__1_4_750pq__2,-2.78266211819895,-0.055404989999999536,-1.4013572585,-0.4445194470000011,0.4223943630000005,-0.07703132949999958
ros_tale__1_4_750pq__3,-3.1211010682124467,-0.146255459999999,-0.8294061604999996,0.36094371499999933,0.6522730330000002,0.2977637655000009
ros_tale__1_4_750pq__4,-4.0940074099928205,-0.6842217220000002,-1.2944932734999997,-0.0008650550000002255,0.2525884729999994,-0.2856802854999998
ros_tale__2_mid_250pq__1,-3.95500279898254,1.2590368159999998,-0.4616549214999983,0.5566811749999996,0.4665373430000006,-0.6032428494999991
ros_tale__2_mid_250pq__2,-4.629740202691373,0.8139953460000005,-0.8926849644999999,0.044054444999998665,0.22496456300000034,-0.4670128324999992
ros_tale__2_0_0pq__1,-2.906140543202828,0.5161010200000007,0.2380318964999999,0.15041881499999832,1.323272493000001,-1.4705291444999995
ros_tale__2_0_0pq__2,-2.5872964549524786,0.6021820450000009,0.09277142350000034,0.2961731849999989,1.432955703000001,-1.5110344754999998
ros_tale__2_0_250pq__1,-4.447076058120265,0.7208552979999999,-0.8861281194999995,-0.5350269250000004,0.4367484630000007,-0.4738400554999993
ros_tale__2_0_250pq__2,-5.35033401215689,0.6508755760000007,-0.9614590304999996,-0.4748101150000004,0.4668021630000006,-0.4607863194999995
ros_tale__2_0_750pq__1,1.5088784914350446,1.5461977260000008,-0.13381583750000026,0.6769577349999985,0.39065801299999947,-1.6813225134999987
ros_tale__2_0_750pq__2,1.5476910686644014,1.5840776860000003,-0.21082164749999954,0.7600181149999994,0.5452427929999999,-1.9262534624999992
ros_tale__2_1_0pq__1,0.0744570291054779,0.06664702700000014,0.9822462785,-0.8659966050000012,0.040594261000000735,-0.3911114744999988
ros_tale__2_1_0pq__2,-0.0746105846851844,-0.13944428499999972,0.7921397475000003,-0.9510845130000014,0.21928040300000085,-0.43659707549999904
ros_tale__2_1_250pq__1,0.0569970587512104,0.7034926289999994,0.6171879104999993,-0.8926500670000017,1.1107003029999998,-0.9780583064999996
ros_tale__2_1_250pq__2,-0.5082789103774092,0.5105208040000004,0.4638489065,-0.6502119170000018,0.8431179929999999,-1.2340217544999996
ros_tale__2_1_750pq__1,0.0545081146156714,0.5737665229999998,0.4581544375000002,-0.4490783360000013,0.9049245530000009,-1.3495966115
ros_tale__2_1_750pq__2,-0.8910443976658629,0.6507741970000005,0.3814270315000004,-0.7560188510000003,1.0484879629999997,-1.4567954404999988
ros_tale__2_1_750pq__3,-0.3890017338400328,0.3342861320000008,0.7069659545000002,-0.9738206110000008,0.7018120830000001,-1.205213314499999
ros_tale__2_2_0pq__1,-1.1049120125457006,-0.2546886399999995,0.6877542375000001,-0.8101516240000013,0.07986402600000098,-0.5937339484999988
ros_tale__2_2_0pq__2,-1.9056930563753527,-0.2477617979999991,0.8199360594999998,-0.8215792280000009,0.7592634930000006,-0.5820296404999992
ros_tale__2_2_250pq__1,-0.7535831060527463,-0.04219574999999942,0.2959158525000003,-0.6815045200000007,0.17330999300000016,-0.8990815384999991
ros_tale__2_2_250pq__2,-0.8538272073633112,-0.4073105479999999,0.6922538045000008,-1.0306508920000006,0.4292550130000006,-1.127685605499999
ros_tale__2_2_750pq__1,-0.4407336904540316,-0.41696341599999975,0.5377797324999998,-0.9141063800000016,0.5576607930000002,-0.8359586504999994
ros_tale__2_2_750pq__2,-0.6902331262183179,-0.2770833049999997,0.6077947515000002,-0.3966197850000004,0.305956793,-0.6881410184999988
ros_tale__2_3_0pq__1,-0.8668833801685255,0.11370136500000072,1.4015058904999993,-1.1432706060000015,0.860010453000001,-1.1326019404999998
ros_tale__2_3_0pq__2,-1.1508292135581313,0.42063777200000096,0.8535060545000004,-0.5396704520000011,0.9657211629999995,-1.5382685364999995
ros_tale__2_3_250pq__1,0.0002671804304122,0.4331221220000003,0.33542073950000084,-0.4605642280000009,0.8571940530000006,-1.604149039499999
ros_tale__2_3_250pq__2,0.4975086660755269,0.4630200060000007,0.42349384649999866,-1.3851055860000017,0.8164901330000003,-1.6278803794999988
ros_tale__2_3_750pq__1,-0.7972322412268846,0.5110946219999999,0.787802257500001,-0.6647747530000014,1.0268770230000008,-1.5524263974999988
ros_tale__2_3_750pq__2,-0.189973483706139,0.4258964410000008,0.4083464245000004,-0.6939882440000016,0.8530044829999994,-1.7091536334999988
ros_tale__3_0_0pq__1,2.338361178133267,-0.5373164279999987,1.2798524825000008,-0.8597776440000011,-0.037079375999999435,-0.3357135054999993
ros_tale__3_0_0pq__2,2.101363255025771,-0.4360983589999989,1.2503703015000005,-0.8969574320000007,-0.11367244899999918,-0.26462607549999984
ros_tale__3_0_250pq__1,-0.3117443726916431,-0.10285135500000032,0.9504187295000008,-0.7157152090000007,0.40781697300000097,-0.4714697264999996
ros_tale__3_0_250pq__2,-0.1822226673593422,-0.17602064099999915,0.8225149295000005,-0.8278185830000009,0.32149887299999946,-0.4657785015
ros_tale__3_0_750pq__1,2.550515245461692,1.3674984860000006,0.8028791205000001,1.0848845849999993,0.9638811429999999,-1.4504610814999994
ros_tale__3_0_750pq__2,0.1210760071116355,0.9365732859999998,0.4911580325000005,1.1105349249999996,1.2263716430000002,-1.6301569774999989
ros_tale__3_1_0pq__1,1.328367975138749,-0.06993992199999965,1.2865513804999988,-1.2394694250000011,-0.3878339709999992,-0.5243826454999994
ros_tale__3_1_0pq__2,0.3337153149770736,0.521034976000001,1.050271672500001,-0.9061142330000004,-0.1844513249999995,-0.6817049614999995
ros_tale__3_1_250pq__1,0.7820698899349198,0.4434797830000008,1.0983131984999996,-0.664380941000001,0.006036631000000625,-0.7486143144999993
ros_tale__3_1_250pq__2,-0.3151278873850495,0.7427040659999999,1.009204242500001,-0.7515438030000006,0.018638845999999987,-0.8642061934999994
ros_tale__3_1_750pq__1,1.602323361610192,0.13930851299999958,1.2959387004999992,-0.5822830690000007,0.2312163030000001,-0.4865923954999998
ros_tale__3_1_750pq__2,-0.4062777067997526,0.7400629260000002,1.0563752204999997,-0.6685993090000011,-0.14456363200000055,-0.7176516724999988
ros_tale__3_2_0pq__1,-1.5834073297810556,0.26111304800000035,-0.2508901864999995,0.6099334249999995,0.4066879429999997,-0.4323602814999994
