,-0.17552528430357145,-0.1485213944107143,-0.12151750451785714,-0.09451361462499999,-0.06750972473214284,-0.04050583483928569,-0.013501944946428535,0.013501944946428618,0.04050583483928577,0.06750972473214292,0.09451361462500008,0.1215175045178572,0.14852139441071438,0.17552528430357156,0.20252917419642869,0.2295330640892858,0.256536953982143,0.28354084387500017,0.3105447337678573,0.3375486236607144
IHF_genes,[],[],[],[],[],['ilvM' 'nrfF' 'pspA' 'ssuC' 'ssuB' 'fhlA'],"['hypE' 'folA' 'fimB' 'mtr' 'fimA' 'hycA' 'phoU' 'pspG' 'nrfD' 'osmE'
 'nrfA' 'narI' 'pstA' 'pstB' 'pspB' 'ssuE' 'fliA' 'sufA' 'tyrP' 'hycF'
 'ssuA' 'glnH' 'narJ' 'hypD' 'sra' 'carB' 'atoB' 'dmsB' 'norV' 'ilvG'
 'hycD' 'fliZ' 'hypB' 'hemF' 'hypA' 'fimD' 'sufS' 'sufB' 'ssuD' 'uspB'
 'dppC' 'narK' 'nrfC' 'sufE' 'proV' 'norW' 'yadV' 'ompC' 'rtcA' 'hycI'
 'nrfB' 'dppD' 'pspC' 'glnQ' 'ilvE' 'dppF' 'cysI' 'sufD' 'cysJ' 'dppB'
 'pstC']","['ilvA' 'hycE' 'hipA' 'hypC' 'htrE' 'sufC' 'cysH' 'atoD' 'fimF' 'atoA'
 'yjbF' 'amiA' 'proW' 'glnP' 'yjbH' 'fimG' 'ilvD' 'yjbG' 'rtcB' 'hycC'
 'dcuD' 'ibpB' 'pstS' 'ihfB' 'fimI' 'hycG' 'proX' 'nrfG' 'hipB' 'dmsC'
 'yeiL' 'fimH' 'uspA' 'fimC' 'pspE' 'ihfA' 'pspD' 'atoE' 'nrfE' 'yjbE'
 'dmsA' 'hycB' 'tcyJ' 'patA' 'narH' 'narG' 'hycH' 'ulaG' 'adiA']",['dps'],[],[],[],[],[],[],[],[],[],[],[]
Crp_genes,[],[],[],[],[],['tsx' 'prpR' 'gntK' 'galP' 'hyfH' 'yahN' 'yqeF' 'gntU' 'nanC'],"['oxyR' 'glpX' 'mglA' 'sgcB' 'rhaB' 'uhpT' 'nanM' 'mhpR' 'speC' 'yfaE'
 'lacI' 'rpsF' 'hupB' 'hofO' 'cytR' 'feaR' 'gntT' 'nlpE' 'exuT' 'priB'
 'rhaS' 'ompA' 'deoD' 'malK' 'rpsI' 'rpsR' 'xylB' 'aaeX' 'mhpB' 'fucO'
 'chiQ' 'ascB' 'sfsA' 'uxaB' 'glpK' 'nagE' 'chbA' 'murP' 'sgcA' 'hupA'
 'glgS' 'raiA' 'mlc' 'sgcE' 'zraS' 'fucU' 'nrdB' 'entA' 'fucR' 'hofC'
 'ugpE' 'uxaA' 'nagC' 'mdtF' 'nrdA' 'araJ' 'dksA' 'yhgH' 'malS' 'gadC'
 'comR' 'rplI' 'ascF' 'hyfF' 'fur' 'entB' 'nanS' 'nupG' 'ppdD' 'chbG'
 'aer' 'entE' 'mhpE' 'malT' 'mhpF' 'uidB' 'caiF' 'ampD' 'dgoK' 'hyfE'
 'srlD' 'agaV' 'ansB' 'psiE' 'sgcX' 'xylG' 'umpH' 'araG' 'mhpC' 'lsrR'
 'fucK' 'yjhI' 'hfq' 'srlB' 'uxuR' 'aspA' 'btsT' 'yaeQ' 'mdtE' 'fucA'
 'agaA' 'murQ' 'rplM' 'malF' 'dgoR' 'nanE' 'agaW' 'hofB' 'arfB' 'uxaC'
 'galS' 'hyfR' 'rpsO' 'fepA' 'sgcQ' 'fixC' 'glnL' 'gutM' 'tam' 'modB'
 'ebgA' 'casD' 'gcvH' 'kbaZ' 'zraR' 'sohB' 'yeiP' 'hofN' 'ugpC' 'argG'
 'ycdZ' 'deoB' 'trg' 'xylA' 'ygeA' 'mglC' 'cas3' 'csqR' 'malI' 'ampE'
 'secB' 'srlE' 'psuK' 'feaB' 'grpE' 'ugpQ' 'cas2' 'aldB' 'araE' 'lgoD'
 'yaeP' 'gutQ' 'sbmC' 'nadC' 'yjhG' 'tnaB' 'fecE' 'bglF' 'mhpD' 'entH'
 'srlR' 'malE' 'hyfI' 'cpdB' 'rbsD' 'modC' 'mhpA' 'nanK' 'sgcC']","['focB' 'chiP' 'ugpA' 'aaeA' 'glpG' 'hofM' 'fecC' 'modA' 'galE' 'fixA'
 'yhcH' 'glpF' 'fixB' 'rbfA' 'araA' 'lsrA' 'galT' 'csiE' 'serC' 'ntrC'
 'melR' 'deoC' 'lsrC' 'pnp' 'narQ' 'casB' 'hyfC' 'gadB' 'ortT' 'ldtB'
 'fiu' 'chbB' 'relA' 'lacY' 'gabT' 'truB' 'nusA' 'idnK' 'mazE' 'yeiW'
 'fucP' 'xylH' 'hyfD' 'cdd' 'dcuR' 'yhfA' 'idnO' 'rhaA' 'sgcR' 'cstA'
 'xylE' 'araF' 'cas1' 'patZ' 'guaB' 'lsrK' 'gcvT' 'xseA' 'bglB' 'aaeR'
 'aaeB' 'gdhA' 'rbsR' 'araD' 'serA' 'proP' 'melA' 'ykgR' 'rimP' 'dgoD'
 'preA' 'uidA' 'rspA' 'xylF' 'dadX' 'ybiT' 'gntP' 'mokB' 'chbF' 'hicA'
 'galM' 'mglB' 'malM' 'araH' 'dsdA' 'rhaD' 'gabP' 'guaA' 'fecD' 'hyfG'
 'dgoA' 'hlyE' 'glpR' 'nagA' 'araC' 'trxA' 'aroA' 'hflX' 'ugpB' 'hflK'
 'glgC' 'glnA' 'infB' 'hflC' 'mazF' 'dgoT' 'lgoR' 'gabD' 'araB' 'galK'
 'rhaR' 'rof' 'fecA' 'glgA' 'casA' 'uidC' 'hyfB' 'chbC' 'casE' 'chbR'
 'aegA' 'nagB' 'yjhH' 'gpsA' 'gyrA' 'deoA' 'ygcW' 'cyaA' 'exuR' 'ebgC'
 'lamB' 'fecB' 'metK' 'lacA' 'fucI' 'ynfK' 'hicB' 'agp' 'malX' 'ychH'
 'dsdX' 'ubiG' 'idnD' 'lhgO' 'gcvP' 'hyfA' 'malG' 'ygeW' 'glgP' 'rbsK'
 'psuG' 'malY' 'casC' 'bglG' 'preT' 'lsrD' 'uxuB' 'ilvB' 'dadA' 'lacZ'
 'lsrB' 'nanT' 'cirA' 'rbsA' 'rihA' 'rspB' 'bhsA' 'idnR' 'ppiA' 'nanA'
 'srlA' 'idnT' 'nfuA' 'abgR' 'entC' 'melB']","['cspD' 'ilvN' 'lsrF' 'uxuA' 'hyfJ' 'udp' 'cspE' 'lsrG' 'rbsC' 'rbsB'
 'entD']",['tnaA'],[],[],[],[],[],[],[],[],[],[]
ArcA and Cra_genes,[],[],[],[],[],[],['cydB'],['icd' 'cydA' 'betA' 'betT' 'betB'],['betI'],[],[],[],[],[],[],[],[],[],[],[]
ArcA and IHF_genes,[],[],[],[],[],['ndh'],"['glcG' 'prfA' 'nuoC' 'prmC' 'nuoN' 'ubiA' 'nuoA' 'nuoL' 'nuoE' 'nuoB'
 'carA' 'glcB' 'fnr' 'nuoF' 'nuoM' 'nuoJ' 'hemA' 'glcF']",['nuoK' 'nuoI' 'glcA' 'ubiC' 'nuoH' 'nuoG' 'dppA'],['glcE' 'glcD'],[],[],[],[],[],[],[],[],[],[],[]
ArcA and Crp_genes,[],[],[],[],[],['grcA' 'putP' 'ptsG' 'fadL' 'dcuB'],"['dctA' 'citX' 'citD' 'treB' 'fadD' 'treC' 'aldA' 'caiB' 'gatC' 'fumB'
 'citF' 'fumC' 'nupC' 'gatY' 'citG' 'sdhB' 'citC' 'glpC' 'gadA' 'pncB'
 'dcuA' 'rhaT' 'caiC' 'rpoS' 'puuB' 'caiA' 'caiE' 'fumA' 'dpiB' 'gatD'
 'gatA' 'glpD' 'glpB']","['gatB' 'citE' 'puuC' 'dpiA' 'sdhC' 'fadH' 'gatZ' 'sdhA' 'mdh' 'xylR'
 'caiT' 'glpE' 'manA' 'puuR' 'sdhD' 'puuE' 'caiD' 'csiD' 'glpA' 'gadE'
 'puuD' 'ompW']",['gadX' 'rmf'],[],[],[],[],[],[],[],[],[],[],[]
Cra and Crp_genes,[],[],[],['pdhR'],[],[],['epd' 'marA' 'marR' 'ptsH' 'prpC' 'gapA' 'crp' 'pgk' 'mpl'],"['prpE' 'mtlR' 'fbaA' 'manX' 'crr' 'ptsI' 'marB' 'prpD' 'pck' 'mtlD'
 'mtlA' 'prpB' 'manY' 'manZ']",[],[],[],[],[],[],[],[],[],[],[],[]
IHF and Crp_genes,[],[],[],['ompF'],[],['gltF' 'sodB'],"['paaE' 'ompR' 'yiaL' 'lyxK' 'flhC' 'yiaM' 'paaJ' 'paaB' 'rseD' 'tdcD'
 'plaR' 'yjcH' 'paaG' 'dusB' 'tdcF' 'paaC' 'ulaC' 'glpT' 'tdcE' 'actP'
 'tdcC' 'yiaN' 'paaA' 'ulaF' 'gltD' 'paaH' 'rseC' 'fis' 'paaF' 'sgbH'
 'envZ' 'glpQ' 'tdcG' 'sgbU']","['ulaD' 'paaZ' 'gltB' 'ulaE' 'paaK' 'paaI' 'gcd' 'acs' 'hpt' 'rseB' 'ulaB'
 'rseA' 'rpoE' 'flhD' 'yiaK' 'tdcA' 'yiaO' 'paaD' 'rpoH' 'tdcB' 'ulaA'
 'sgbE']",[],[],[],[],[],[],[],[],[],[],[],[]
"Cra, IHF, and Crp_genes",[],[],[],[],[],[],['csgE' 'csgG' 'nirD' 'nirB' 'nirC'],['cysG' 'csgD' 'csgF'],[],[],[],[],[],[],[],[],[],[],[],[]
"ArcA, IHF, and Crp_genes",[],[],[],[],[],[],['gltA' 'pflB'],['osmY' 'sucB' 'focA' 'sucA' 'sodA' 'sucD'],['sucC'],[],[],[],[],[],[],[],[],[],[],[]
"ArcA, Cra, and Crp_genes",[],[],[],[],[],[],['aceE' 'cyoC' 'cyoE' 'glcC'],['aceF' 'cyoD' 'cyoB' 'lpd' 'cyoA' 'acnA' 'acnB'],[],[],[],[],[],[],[],[],[],[],[],[]
"IclR, ArcA, Cra, IHF, and Crp_genes",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['aceB' 'aceK'],['aceA'],[]
