,A,Fnr,flhD,NarL,ihfB,NarP,NsrR,Fis
pcoli__msCOMT__2,0.4706784486,-0.350991349,0.338112475,-0.5107075375,0.008338235000000001,0.055707582000000005,0.30918041300000004,0.039959366
pcoli__ocAANAT__1,0.9226479062,-0.39319892100000003,0.258829343,-0.6138434605,0.343833905,-0.464300294,0.42315771100000005,-0.048606564000000005
pcoli__ocAANAT__2,0.8164743670000001,-0.40912006900000003,0.011277848,-0.6652457935,0.31392150500000005,-0.275394609,0.5002385460000001,-0.144021231
pcoli__osTDC_K374H__1,1.3954027126000002,-0.486733729,-0.5090476890000001,0.39723650250000003,1.283960655,-0.42907759300000003,0.853500699,-1.025185535
pcoli__osTDC_K374H__2,0.8561475893,-0.540014471,-0.373826877,0.5434466145,1.646649845,-0.308594904,0.9497951040000001,-0.8850562999999999
pcoli__osTDC_K374L__1,0.7958251183,-0.341437437,0.9362207450000001,-0.21983520550000002,-0.0025753950000000003,0.1862457,0.404986035,-0.551923025
pcoli__osTDC_K374L__2,0.0502092633,-0.278014552,0.66183032,-0.1407958105,0.044617885,0.230382583,0.6214890980000001,-0.68403133
pcoli__osTDC_K374Q__1,0.33088231630000003,-0.554256646,-0.05645564300000001,-0.27608475250000003,0.7409232450000001,-0.600616714,0.583249451,-0.35945396300000004
pcoli__osTDC_K374Q__2,1.0113712555,-0.5038226680000001,-0.043941279,-0.1258541755,0.7893113850000001,-0.5984220880000001,0.683855255,-0.39302806100000004
pcoli__osTDC_L360V__1,0.4311762216,-0.557847917,-0.016728550000000002,-0.7044672035,0.213034735,0.009581501000000001,0.5322341620000001,-0.19431978700000002
pcoli__osTDC_L360V__2,0.8421253776000001,-0.462101802,0.05080141,-0.6702064145000001,0.286647295,0.151390663,0.6781150260000001,-0.446074342
pcoli__pmTPH__1,0.7230751752,-0.361514938,0.379480816,-0.8203616895,-0.542287796,-0.5237305480000001,0.256661592,-0.12354388100000001
pcoli__pmTPH__2,0.920560377,-0.25580899,0.34495805,-0.5814454735,-0.41813227500000005,-0.360768603,0.45911598000000003,-0.22536154
pcoli__RFC__1,0.9518126896,-0.39788874500000004,-0.17986634,-0.7457907865000001,-0.042492765,-0.396433338,0.454826074,0.153328911
pcoli__RFC__2,0.7172909171,-0.392249092,-0.11846742,-0.8047283165,-0.05563172500000001,-0.24259507500000002,0.531610887,0.15010547400000002
pcoli__RFCctrl__1,1.0173542436,-0.444479887,-1.388498972,-0.0115159385,1.244599755,-0.66249351,1.269634187,-1.466247372
pcoli__RFCctrl__2,1.3653666118,-0.440878498,-1.698281706,-0.0330519685,1.195212395,-0.232321571,1.514913438,-1.620800682
pcoli__RFCnopause__1,1.2672867984,-0.286424479,-1.554378443,0.1118509315,1.277978395,-0.373365005,1.832961799,-1.6812206600000001
pcoli__RFCnopause__2,1.0058055158,-0.08273235300000001,-2.002670742,0.10091024750000001,1.2688223650000001,-0.348359384,1.619666934,-2.06607452
pcoli__RFCpluspause__1,0.7504061083,0.15455127,-1.509101295,0.2887766645,0.7064890450000001,-0.8496136740000001,1.393605363,-2.047095154
pcoli__RFCpluspause__2,0.3680211567,0.07042016200000001,-1.802947987,0.3286167855,0.7123646450000001,-0.797510889,1.601979693,-2.533689063
pcoli__rnCOMT_sol__1,0.8350362816,-0.172748066,-1.307771849,0.2604318435,1.321847665,-0.468470677,1.257606848,-1.566735757
pcoli__rnCOMT_sol__2,0.6076058415000001,-0.433783454,-1.249367303,0.1447961075,1.358654825,-0.527458497,1.229889065,-1.5657754210000001
pcoli__rnPNMT__1,0.5457226029,-0.317963561,0.525051955,-0.6503718575,-0.138566415,-0.653922762,0.23474323200000002,-0.13415411400000002
pcoli__rnPNMT__2,0.48000369410000004,-0.187636618,0.41758421900000003,-0.5710341855000001,-0.260910865,-0.28373355,0.49636703600000004,-0.21160508500000003
pcoli__rnTDC__1,-0.17295245010000002,-0.426911403,0.109387172,-0.8034015285,0.15724927500000002,0.008975653,0.708811446,-0.172894332
pcoli__rnTDC__2,0.35624214190000003,-0.374873799,0.018000268,-0.5989118515,0.24430457500000002,-0.570589455,0.26769980200000004,-0.254799993
pcoli__rnTDC_trunc__1,0.41381011360000003,-0.404417173,0.382253762,-0.1505094955,0.35363555500000005,-0.34935288800000003,0.744561353,-0.529971081
pcoli__rnTDC_trunc__2,0.4302367378,-0.444723462,0.291439532,-0.1335955445,0.359096935,-0.392711331,0.8644113999999999,-0.800165734
pcoli__saCOMT_T2A__1,1.0040572449,-0.428602874,0.065870999,-0.5705627095,0.20285039500000002,0.020171685,0.6902737080000001,-0.22602116300000002
pcoli__saCOMT_T2A__2,0.9878712253,-0.37812269,0.16423868800000002,-0.5225363465,0.17900243500000002,-0.313824461,0.500532304,-0.17557904900000001
pcoli__sfCOMT__1,0.38142853120000003,-0.449602194,0.27440980600000003,-0.8298738905,0.018296925000000002,-0.55153909,0.047558889,-0.02486893
pcoli__sfCOMT__2,0.3599045936,-0.503153504,0.154865719,-0.8771755675,-0.126603595,-0.084799842,0.355427861,-0.118273362
pcoli__sgAANAT_D63G__1,1.2527490240999999,-0.504442709,0.033138937,-0.7726151815000001,0.21465630500000002,0.094557579,1.001950217,-0.106326924
pcoli__sgAANAT_D63G__2,1.3153266187,-0.505781927,0.166320968,-0.6505942795,0.056648645000000004,-0.9593520040000001,0.009407143,-0.087535345
pcoli__ssDDC__1,0.0236078228,-0.487620437,0.336592479,-0.49015808050000004,0.579620345,0.06707758200000001,0.538935311,-0.140873989
pcoli__ssDDC__2,0.4140215626,-0.440656914,-0.063561534,-0.4109330295,0.548219425,0.150715987,0.8432238470000001,-0.272476587
pcoli__TP53B__1,0.7787107626,-0.37519571700000004,-0.0023514070000000002,-0.3145941465,0.479602405,-0.054883781000000006,0.602337346,-0.41307885800000005
pcoli__TP53B__2,0.8239547276,-0.39368933300000003,-0.173399895,-0.4172287685,0.5183036950000001,0.07688721,0.772970142,-0.45013493
pcoli__WT__1,0.5231772093,-0.017957380000000002,-0.856580706,0.3807883595,1.518822565,-0.275535182,1.782070556,-1.531564796
pcoli__WT__2,0.8163527260000001,0.065247204,-0.41341600300000003,0.3210873535,1.598293755,-0.199315977,1.618886083,-1.273720573
cck__glu_ale4__1,1.6510922675000002,-0.359452357,1.530131763,-0.0222282705,0.842483995,0.161731601,1.028856281,0.505883913
cck__glu_ale4__2,1.4479076852000001,-0.830568478,1.398647109,-0.3838881335,0.388702445,0.542654147,0.744426043,0.821926653
cck__cck_ale1__1,1.2919287658,-0.9610595980000001,1.266808652,-0.4706912815,0.128377715,0.258161644,0.463376475,0.924229603
cck__cck_ale1__2,1.4655412988,-0.9317755310000001,1.53598082,-0.3814748985,0.157465675,0.210129367,0.45484550500000004,0.9312019530000001
cck__cck_ale2__1,1.6136686749,-0.968537508,1.246653091,-0.5828621515,0.013104265,0.173879676,0.420913613,0.9990398030000001
cck__cck_ale2__2,1.407416036,-0.9813371310000001,1.194462937,-0.3574557165,-0.029159615000000003,0.29909090600000005,0.530651226,1.018394503
cck_pgi__gmos_delpgi__1,2.2490491016,-0.462809046,1.607809802,0.0334709255,0.27706467500000004,-0.436858077,1.25027072,-0.899698125
cck_pgi__gmos_delpgi__2,1.8514632655,-0.16406430800000002,1.294410402,0.1653592395,0.050797045000000006,-0.519587182,1.134482867,-1.660006612
cck_pgi__pgi_ale1__1,0.9694904135,-0.428273263,1.60958422,0.1535600155,0.190522785,-0.297868146,0.8059993160000001,0.04156604
cck_pgi__pgi_ale1__2,1.2659749586,-0.763997408,1.387747062,-0.0510011605,0.026093085000000002,-0.111430818,0.9378856830000001,0.33034861400000004
cck_pgi__pgi_ale2__1,1.8241172677000002,-0.7069345330000001,1.336186397,0.3477169765,0.44689495500000004,-0.12194571900000001,1.121471815,-0.028980199
cck_pgi__pgi_ale3__1,1.6995090093,-0.32058263600000003,0.965262473,0.0847816115,0.310244735,-0.47351012400000003,0.8444813050000001,0.071002112
cck_pgi__pgi_ale3__2,1.9430628499,-0.846577046,0.823874513,-0.0701452225,-0.08744309500000001,-0.051914177000000006,0.9716949410000001,0.524823123
cck_pgi__pgi_ale4__1,1.1274635833,-0.45959830300000004,0.24779213400000002,0.06682618650000001,0.5186149950000001,-0.30991820800000003,1.03843687,0.613167463
cck_pgi__pgi_ale4__2,1.4660049914,-1.119133921,-0.240535355,-0.49490475250000004,0.035103995,-0.168497908,0.796233528,1.073195183
cck_pgi__pgi_ale4__3,2.0920419005,-1.059300256,-0.42760753100000004,-0.4233367555,0.074921925,-0.071474153,0.551304635,1.067136573
cck_pgi__pgi_ale5__1,0.7743494176,-0.22886420100000002,2.132198553,0.0965427135,0.387921505,0.309202464,0.8130797780000001,0.030495003000000003
cck_pgi__pgi_ale5__2,1.5585751478,-0.698604067,1.929910848,-0.1690726395,0.089578665,0.5643817990000001,0.829810989,0.705815403
cck_pgi__pgi_ale6__1,1.1560589291,-0.39119517,1.567412988,0.27279989250000003,0.6129683850000001,0.305352891,1.162012591,0.280682719
cck_pgi__pgi_ale6__2,1.4204155118,-0.8692978560000001,1.669288221,-0.1189925505,0.15115166500000002,0.202085171,0.49822341700000006,0.9257151330000001
cck_pgi__pgi_ale7__1,1.2936969143,-0.355468852,1.645697396,0.1170010155,0.7453702050000001,0.43461370200000005,1.4459859050000001,0.13282970300000002
cck_pgi__pgi_ale7__2,0.6150411038,-0.788864768,1.711156144,-0.1224753575,0.295785625,0.399609582,0.649867784,0.6339075630000001
cck_pgi__pgi_ale8__1,0.8040371531,-0.15190588100000002,1.43310787,0.0980957395,0.703560815,0.14834456000000001,0.724401843,0.202845249
cck_pgi__pgi_ale8__2,0.8257279883,-0.5813522750000001,1.3663390450000001,-0.1403017965,0.249876495,0.25312331600000004,0.306060628,0.746619483
cck_sdh__gmos_delsdhCB__1,2.2273703634,-2.153072614,0.8893988030000001,0.9577260555,1.046529055,0.59081299,1.386707479,-0.6862685350000001
cck_sdh__gmos_delsdhCB__2,1.7500339008,-1.833458404,0.332946976,1.2829432885,0.9514397750000001,0.48437691200000005,1.101965834,-1.251237396
cck_sdh__sdh_ale1__1,1.2133842289,-0.8717332860000001,0.6148693070000001,0.1662700885,0.8348676650000001,0.21870682800000002,1.132476386,0.215793481
cck_sdh__sdh_ale1__2,1.0532734815,-0.832016394,0.8481720140000001,0.30321213150000004,0.837305095,0.434979135,1.008905695,0.25013338300000004
cck_sdh__sdh_ale2__1,1.1201773003,-0.8793918270000001,1.415217529,0.0605521315,0.667542205,0.5515945010000001,0.832882974,0.567799503
cck_sdh__sdh_ale3__1,1.3332436177,-0.78100001,1.020012199,0.1116408455,0.733626585,0.122436393,0.653371977,0.490965223
cck_sdh__sdh_ale3__2,0.8852212410000001,-0.942097155,1.3008945010000001,-0.0864084085,0.568807075,0.270497033,0.735149362,0.5491284430000001
cck_sdh__sdh_ale3__3,1.3062848594,-0.891283338,0.949101729,-0.11876943150000001,0.5951379450000001,0.413122135,0.972204735,0.6079372030000001
cck_pts__gmos_delptsHIcrr__1,3.0822484849,-1.367867184,-1.237936841,-0.0909655275,-0.327138825,-0.6826563210000001,1.1954139910000001,-1.682165173
cck_pts__gmos_delptsHIcrr__2,2.0462195216,-1.12302913,-1.188695122,-0.13545914450000002,-0.247118355,-0.8288153340000001,0.376254117,-1.461705941
cck_pts__pts_ale1__1,1.3520644407,-0.9976202350000001,-2.70817893,-0.2160116335,0.44672369500000003,-0.29937213,0.646426964,-0.177776235
cck_pts__pts_ale1__2,1.8572166487000001,-0.9334525690000001,-2.420806936,-0.2966142805,0.47335884500000003,-0.281151934,0.337280364,-0.10585025
cck_pts__pts_ale2__1,1.3788480304,-1.367776943,-1.6652563009999999,-0.7527068005,0.051775695000000004,-0.026881949000000002,-0.22319955600000002,0.926867473
cck_pts__pts_ale2__2,1.1687655638,-1.4130985740000002,-1.175314356,-0.6565486025,0.0058354850000000005,-0.45117578,-0.188114796,0.9838625230000001
cck_pts__pts_ale3__1,2.022092256,-1.120795099,-3.205453174,-0.9239654305,-0.651264758,-0.223487763,-0.362944398,0.44598031
cck_pts__pts_ale3__2,1.9397140279,-1.133876401,-2.595882176,-0.6381105895,-0.32246742500000003,-0.293855672,-0.39551226,0.33252285600000003
cck_pts__pts_ale4__1,-0.18085507950000002,-0.709741882,1.446035329,-0.6865628525,0.08030092500000001,0.172191072,0.054820148000000006,1.103807313
cck_pts__pts_ale4__2,0.6899355815,-0.7506745410000001,1.601519921,-0.7730456335,0.09726459500000001,0.31995025,0.420836323,1.102480433
cck_gnd__gmos_delgnd__1,1.7287051916,-1.7581264189999999,0.731093882,0.7423524005000001,1.048444065,0.17989127500000002,0.900135372,-0.7003994570000001
cck_gnd__gmos_delgnd__2,2.5243491121,-1.735542686,0.248338161,0.9820097895000001,1.207673445,-0.638263796,0.784851939,-0.8152674910000001
cck_gnd__gnd_ale1__1,1.3224705723,-0.9005377990000001,1.366198828,-0.5338358005,0.16689092500000002,-0.039367679,0.391805524,0.852664653
cck_gnd__gnd_ale1__2,1.0738376354,-0.9051531070000001,1.325707137,-0.3519824015,0.200658835,-0.003912374000000001,0.39107433500000005,0.914661743
cck_gnd__gnd_ale2__1,0.5582731285,-0.890671647,1.56817921,-0.43004323650000004,0.186564275,0.053254829000000004,0.322955154,0.815686463
cck_gnd__gnd_ale2__2,1.3878164568,-0.9525487850000001,1.342015862,-0.3637060365,0.14256685500000002,0.277960023,0.753779351,0.714907623
cck_gnd__gnd_ale3__1,1.5278993168000001,-0.8742065520000001,1.198225184,-0.3175386865,0.259075495,0.23269362200000002,0.365840612,0.612630593
cck_gnd__gnd_ale3__2,1.5096501709,-0.974660595,1.132838364,-0.0969884815,0.22985128500000002,0.040443002000000006,0.5044480330000001,0.7192821530000001
cck_tpiA__gmos_deltpiA__1,0.3863359447,-0.223833986,1.930669828,-0.0358744825,-0.14978443500000002,-0.10507775,0.950608824,-0.704409532
cck_tpiA__gmos_deltpiA__2,3.2340886211,-0.61930912,1.904315897,-0.2372376455,-0.244867415,-0.24713995100000002,1.285956426,-1.3014445810000002
cck_tpiA__tpiA_ale1__1,0.5626551,-0.453161741,2.355773033,-0.0046118425,0.506975205,-0.067994029,0.34148779300000004,0.09424539800000001
cck_tpiA__tpiA_ale1__2,1.6884878567000001,-0.45167639800000003,2.180608389,0.1112011705,0.504270635,-0.276866581,0.558373786,0.14168334
cck_tpiA__tpiA_ale2__1,0.6862579675,-0.405913379,2.656173079,0.0020100925,0.5628485750000001,-0.18298930800000002,0.223489712,-0.08228613900000001
cck_tpiA__tpiA_ale2__2,1.0137758151,-0.6912261780000001,2.533410137,-0.09773722750000001,0.446366925,-0.037428491,0.858646062,-0.233703926
cck_tpiA__tpiA_ale3__1,1.2145612005,-0.860453227,1.985590768,-0.0696266685,0.521839385,-0.097545242,1.4803989850000001,-0.025260198
cck_tpiA__tpiA_ale3__2,1.7264333456,-0.875080285,2.094717017,-0.0231452545,0.621347145,0.23211334500000003,1.662686077,-0.213854813
cck_tpiA__tpiA_ale4__1,2.1278471993,-0.866990239,2.3702205100000002,0.4562402625,0.371361985,-0.088306624,1.055268968,0.065691751
cck_tpiA__tpiA_ale4__2,1.788809013,-0.870113672,2.391969007,0.5276794545,0.416004335,-0.094672056,0.901493101,0.06798954900000001
acid_tale__acid_ale1_pH7__1,0.5922212987000001,-0.673721619,1.584817111,-0.3882596935,-0.118275265,0.444841021,0.184225471,1.677637973
acid_tale__acid_ale1_pH7__2,0.0676806984,-0.7296190680000001,1.789440009,-0.4530958185,-0.09381905500000001,0.34319782400000004,-0.062651706,1.654230823
acid_tale__acid_ale1_pH5__1,1.3033511741,-1.6861938410000001,0.534554463,0.0404185195,-0.043575325000000005,-1.02107078,0.66595914,-0.135117663
acid_tale__acid_ale1_pH5__2,2.2568995753,-1.878975825,0.87338931,0.4396251195,-0.050591175,-0.629281147,1.049286977,-0.253917123
acid_tale__acid_ale2_pH7__1,1.2790940398,-0.623965144,1.778302401,0.0682693585,-0.13953246500000002,0.206680688,1.315000172,1.343894353
acid_tale__acid_ale2_pH7__2,1.5190311054999999,-0.602857631,1.730282629,0.0705149235,-0.084533575,0.26977338,1.322154756,1.3603879330000002
acid_tale__acid_ale2_pH5__1,1.2974307445,-0.619788553,2.066788898,0.2923998865,-0.14809028500000002,0.155566641,1.375393196,1.134575633
acid_tale__acid_ale2_pH5__2,2.0261561958,-0.873934305,0.230508076,0.4249205595,-0.20983636500000002,-0.10153239,1.055580854,0.37238132900000004
acid_tale__low_Mg_ale_pH7__1,1.0573270356,-0.8099119770000001,1.2758258420000002,-0.7947534245000001,-0.22948815500000003,0.618258078,0.277347501,1.4060087430000001
acid_tale__low_Mg_ale_pH7__2,1.1870758977,-0.7988871120000001,1.339997539,-0.5075561365,-0.305050535,0.39570534,0.216306236,1.417445993
acid_tale__low_Mg_ale_pH5__1,1.2618659948,-0.640705841,1.987036433,-0.0704268985,0.33864483500000003,0.872337569,0.48846944800000003,1.189698423
acid_tale__low_Mg_ale_pH5__2,1.1390664099,-0.68451218,1.715356922,0.0384016395,0.352936165,0.647011395,0.35131105,1.126604253
acid_tale__MES_ale_pH7__1,1.1373147932,-0.7351243470000001,1.782434629,-0.6963044715000001,-0.179845215,0.106871768,-0.0025553660000000003,1.3137433330000001
acid_tale__MES_ale_pH7__2,1.0862947281,-0.748227484,1.937089678,-0.6922107615,-0.133927275,0.45549687800000005,0.18076159700000002,1.400252693
acid_tale__MES_ale_pH5__1,1.0299215583,-0.773382533,2.023260118,0.0470680715,0.17805272500000002,0.328498712,0.06236984600000001,1.019300913
acid_tale__MES_ale_pH5__2,1.4568519101000001,-0.932560217,1.7688080099999999,0.4736475295,0.5808612550000001,0.6502491340000001,0.31781494600000004,1.314459333
acid_tale__gmos_pH7__1,0.5415481392,-0.7014007320000001,1.804246303,-0.4407953935,-0.12245240500000001,0.262976625,0.029029823000000003,1.196886203
acid_tale__gmos_pH7__2,0.7733573759,-0.651219827,1.761044316,-0.4829654065,-0.11016321500000001,0.336132268,0.067827965,1.307364023
acid_tale__gmos_pH5__1,0.8032648583,-0.733972559,2.18926637,0.030203814500000002,0.258050795,0.634062726,0.5152835760000001,1.024005973
acid_tale__gmos_pH5__2,1.5439568484000001,-0.620611539,2.501947526,-0.1135068335,0.214724405,0.575333981,0.478542218,1.119354143
adnB__wt_adn__1,2.6721940907,-1.266129456,0.025628881000000003,-1.5303865945,0.525156825,0.975780619,2.322523011,-0.677205952
adnB__wt_adn__2,2.0506345449,-0.350882532,0.36139795500000005,-1.4267996655,-0.230701535,1.764553816,1.483699613,-0.037172529
adnB__delydhB_adn__1,2.6142067151,-1.84947893,0.036679170000000004,-2.6117934965,0.7912719850000001,1.908178127,2.376813077,-1.065463922
adnB__delydhB_adn__2,1.4771597472,-1.212460708,0.190345073,-1.2349381365,0.263191565,1.3279663290000001,2.016693861,-0.064368434
ytf2__wt_glc__1,-0.0541684889,-0.36913316900000004,0.5339791890000001,-0.3962228975,0.049464605,0.140410745,0.796398622,0.008987107000000001
ytf2__wt_glc__2,0.1634193529,-0.43140754000000003,0.5574168620000001,-0.4647902935,0.228083955,0.20930495100000002,1.227736377,-0.129932574
ytf2__ybcM_glc__1,0.8927780536000001,-0.6108619550000001,0.066219288,-0.2786471065,0.6497454850000001,0.07796926700000001,1.133110291,-1.2656698130000001
ytf2__ybcM_glc__2,-0.029041409,-0.479471609,-0.390228177,-0.3293468485,0.597850285,0.060816037,1.2351834720000001,-1.469114361
ytf2__ydhB_glc__1,0.5662892029000001,-0.47064091500000005,-0.220108784,-0.2798938995,0.7921500050000001,0.071836465,0.809958238,-0.353112606
ytf2__ydhB_glc__2,0.1394563874,-0.48730954800000004,-0.30495511200000003,-0.3104366645,0.687099105,-0.11999009999999999,0.894882787,-0.472106036
ytf2__yfeC_glc__1,0.6450636385,-0.504541804,0.21078253600000002,-0.4414590915,0.459227755,-0.053662312000000004,0.702623894,-0.5366634530000001
ytf2__yfeC_glc__2,-0.0270431362,-0.5076367540000001,-0.30016992800000003,-0.3999695005,0.594893945,-0.10799130400000001,0.64033211,-0.573689821
ytf2__yciT_glc__1,0.5552641696,-0.550100842,0.340696649,-0.6381665165,-0.048493855,0.374603041,1.437646907,-0.171629847
ytf2__yciT_glc__2,0.4372251065,-0.6373314050000001,0.837991001,-0.7197927745,-0.077813195,0.30079531600000003,1.627421015,-0.192592661
ytf2__ydiZ_glc__1,0.4883513922,-0.473158259,0.8294629910000001,-0.7677580275,-0.258789885,0.576588522,0.7287866150000001,0.001524434
ytf2__ydiZ_glc__2,0.4107613906,-0.42645444800000004,0.742665813,-0.7151323415,-0.312792925,0.51262873,0.562347107,-0.012161117
ytf2__ynfL_glc__1,0.3067679143,-0.41808168900000003,0.47513253400000005,-0.5126629765,0.42990684500000004,0.49960075000000004,1.059081865,-0.328994441
ytf2__ynfL_glc__2,0.3189892151,-0.334242449,0.517743234,-0.36853121050000004,0.347088265,0.45273683200000003,1.134910591,-0.5615072870000001
misc2__dellon_glc__1,1.7497030157,0.34939167800000004,-1.040183607,-0.4105492865,0.251723305,-0.83610748,2.225838242,-2.37242681
