,A,MarA,LacI,Crp,hns
SRX5694368,0.3587178764,0.33422538630000004,0.06753268330000001,0.1102525246,-0.9458503599
SRX5694369,0.40279804490000004,-0.38702584970000004,-0.6534229394000001,-0.0590977866,-0.0662886848
SRX5694370,0.0690460975,0.3429622297,0.1975434835,-0.22081801820000002,0.368483396
SRX5694371,-1.9502837839,1.4203790292,-0.1873885657,-2.3057897995,1.6497301401
SRX5694372,1.1564832199,0.35032509300000003,-0.22528477770000002,-0.3165443482,-0.4935531869
SRX5694373,0.3900525637,1.1669412475,0.44948773610000003,-1.5399098517,-0.1927104984
SRX5694374,-3.777482148,0.7383879267,-0.99322888,-0.3411830033,-1.5963441003
SRX5694375,3.0954252509,-0.3019074078,0.2406932296,-0.0340696975,-0.5282387860000001
SRX5694376,-0.5674385744,0.3552542281,1.0978966175,-0.31705369640000003,-0.9920622973000001
SRX5694377,-3.0055100109,0.0711092295,-0.8314621316,-0.5697764494,-1.6064739720999999
SRX5694378,1.3298556818,-0.6822313223,0.3234961957,-0.31765341210000003,-0.44548403010000004
SRX5694379,-1.7135927352,-0.8486673142000001,0.1601598395,-0.25011430100000004,-1.1412490475000001
SRX5694380,-0.9458389436,0.9659415227,0.16916810540000002,-0.8373204843000001,-0.2908981184
SRX5694381,-2.8802025032,1.5087796035999999,1.2413128816,-1.2728116676,1.5103860035999999
SRX5694382,-0.8674324404,0.8770571359,-0.0053668301,-0.025511662,0.3167035141
SRX5694383,3.4487793831,-0.9320496652,0.016030698,0.1480773849,-0.6330348309
SRX5694384,0.178065902,0.386345374,0.291510881,0.1439389809,0.07720167730000001
SRX5694385,-0.8295752242000001,3.2536404446000002,0.20541080280000001,0.0779751018,0.7627488997
SRX5694386,-2.2825917806,2.6972381942,0.18947236950000002,-2.8414442095,0.2124759349
SRX5694387,-0.6924604155,0.8100351753,0.1478008815,0.0426535923,-0.5871436333
SRX5694388,-2.1375515863,2.8851663362,0.2640453651,-1.6022828696,1.3294801396
SRX5694389,1.0361267471,-0.8610351029000001,0.2627673171,-0.0800003088,-1.4197035738000001
SRX5694390,3.3795825253,-0.2079048944,0.318088898,0.0001683552,-0.6108595821
SRX5694391,0.24819712670000002,3.2324890462,0.23348786400000002,0.1315329539,0.2242706458
SRX5694392,0.38147892780000003,-0.7455944375,-0.0433714167,-0.1486598298,-0.35666103660000004
SRX5694393,0.7227297215,0.5434896911,0.1929684944,0.232671539,0.0738984884
SRX5694394,2.5530862777000003,-0.09829250540000001,0.5990499987,0.2168248136,-0.433145702
SRX5694395,1.4196099754,2.6188420888,0.8477203376,-0.3791651303,-0.6412482763
SRX5694396,-0.36071860640000003,3.428838244,-0.5389858331,-0.8353134788000001,1.1447981062
SRX5694397,0.5034585858,0.1386459173,0.0296776708,-0.0202364792,-0.6626112262
SRX5694398,0.6083527026000001,0.5029858497,0.009970693400000001,-0.0607073754,-0.8352204546
SRX5694399,0.4971883791,-0.1813998402,-0.1084123198,-0.2527744328,-0.07028935430000001
SRX5694400,0.8244168983,0.26575269090000003,-0.51904234,-0.1981004934,-0.7804220612
SRX5694401,0.22409267670000002,-0.5639855636000001,-0.43765544380000004,-0.021523506600000002,0.18569160680000002
SRX5694402,-0.8581542004,2.6472397602,-0.1217078005,-2.6700349591,0.3072247456
SRX5694403,2.1695736078,0.6815148932,-0.3592906876,-0.9103162108,1.2287761301
SRX5694404,2.9193377399,0.47224337650000003,0.49609155130000004,0.0943710534,-1.1055211989
SRX5694405,-0.47509577950000004,1.1533584391,-0.0748410364,-0.1829334597,0.2912144672
SRX5694406,-1.0814467584,0.9233328435,0.7560591509,-0.3972091841,1.3067637903
SRX5694407,-1.4600622552,-0.41601187380000004,0.1854857982,-0.2638287498,-0.2170952891
SRX5694408,-0.205011136,-0.0400098034,-0.23609158700000002,0.0417388443,-0.3402805357
SRX5694409,-2.3215615493,2.9750840425,0.6178302456,-2.2693012292,0.3449596163
SRX5694410,0.5420682329000001,0.4000131241,1.3627100337,-0.1972134109,-0.9369939924
SRX5694411,-0.6319139148,0.310393917,0.22604104060000002,-0.8663395759,0.3006550652
SRX5694412,1.0864403834,-0.5633500049,-0.4775881873,0.1259657223,-0.6110272034
SRX5694413,-0.6764897122,-1.1509874815,1.3710049036,-0.6476176532,-0.9274980556
SRX5694414,-2.4838805248,1.5435218406,0.7707225256,-1.42088019,1.7269776488000002
SRX5694415,3.7601579483,-0.37464560290000004,0.0695376406,0.007690172800000001,-0.5350652901
SRX5694416,-0.0641799929,-0.2753849672,-0.1304043536,0.0575483496,0.09109035780000001
SRX5694417,-0.3904363798,0.760359871,0.0998991639,0.2665585241,0.6757333899
SRX5694418,-2.4952471997,1.3613735995,0.7061927511,-1.9463157999,0.7648344667
SRX5694419,-2.5021662728000003,0.3578964206,-0.1722418961,-1.5689931018,1.9739008520999999
SRX5694420,-0.497043744,-0.5655237054,-0.1303349063,-0.0638843971,-0.3114816063
SRX5694421,0.3035340144,1.7704764811,0.0542339786,-0.6176702001000001,0.1444757966
SRX5694422,1.3284149281,0.9948833545,-0.0783466634,-0.058214080700000004,0.5993323859
SRX5694423,-1.5736278891,0.3057116003,0.0407564936,-0.3208467193,-0.6169352458
SRX5694424,1.7024663564,0.7969281005000001,-0.1098239894,-0.3043319677,0.4505654565
SRX5694425,2.9053734291,0.40009992050000004,0.0754263544,0.2263080572,-0.9056669952
SRX5694426,-0.3102288581,1.5338875736,0.5128577762000001,-0.6604587882,-0.2557922664
SRX5694427,0.649103226,-0.1541026554,0.2069932569,0.1652363888,-0.1750304766
SRX5694428,0.8296243502,-0.2639698771,-0.45369648170000004,0.073808526,-0.13199657380000002
SRX5694429,-2.0026774823,1.2324116873,0.1156347895,-1.4421129371,0.6332512447
SRX5694430,1.0738338771,0.1181292422,0.15838951010000002,0.0124821121,-0.08344082400000001
SRX5694431,-1.7764444628,2.8998153454,0.5555510153000001,-0.0624036472,-0.5125373796
SRX5694432,1.5673374742,0.0215827792,0.0421924298,-0.3304413054,-0.7661698545000001
SRX5694433,-1.2581791763,-0.63825917,0.9652904315,-0.8187488844,-1.018450679
SRX5694434,-0.6433187538,1.2789622499,0.5390014793,-0.6212632720000001,1.0728512748
SRX5694435,-2.0414391199,2.1201199334,0.3853899606,-2.0377494386,1.9625338574
SRX5694436,-1.6884678141,2.4594090156,0.452366374,-2.3919325405,0.9587686390000001
SRX5694437,-1.4090461253,4.4714990312000005,0.9200204449,-0.2507206522,0.9137308284000001
SRX5694438,3.2354393200000002,-0.2459607925,0.40626866780000004,0.07346573220000001,-0.40211033360000004
SRX5694439,-2.9734615739,3.220828635,-1.3566291617,0.3143882568,-0.9943194997
SRX5694440,0.0510388835,0.27020235870000003,-0.11510158150000001,0.1617989176,0.0767751608
SRX5694441,-1.1204837576,0.8204702811,0.48502519190000004,-0.4081937196,0.8459974857
SRX5694442,-1.8214921966,2.6722868178,0.5790544005,-1.7002395932,1.2299575267
SRX5694443,1.7027981432,-0.1437253402,-0.18221407990000002,0.1538530863,0.2648223071
SRX5694444,4.1164006658,-0.2918441771,-0.0805299106,0.1414549701,-0.8771352847
SRX5694445,-0.6780318505,1.9242033586,0.2889496213,-1.7943494913,0.7366439447
SRX5694446,-0.6157217404,0.3908184742,0.3725345946,0.2193526747,-0.7487939093
SRX5694447,1.3846146459,0.29769170030000003,-0.5293861039000001,-0.3849941899,-0.42415313460000004
SRX5694448,-1.0550695964,1.2880439354,1.7229410763000002,-0.732440443,-1.0305155459
SRX5694449,0.19410570230000002,-0.10968342880000001,0.2269035811,0.1017285234,-0.0643301091
SRX5694450,-1.40462808,0.2648118437,0.8040030206000001,-0.2163555027,-1.923176533
SRX5694451,2.962075634,-0.0642055323,-0.16673778820000001,-0.1832599433,0.32335372960000003
SRX5694452,-0.7414306389,3.5736584316,-0.7076470802,-0.9702752261,1.0271080185
SRX5694453,-2.1464196398,-0.8443901248000001,0.8660723922,-0.7029806271,-0.8689705452
SRX5694454,0.25865235810000003,0.5103542806,-0.0234089282,0.2689052974,-0.0143859672
SRX5694455,-1.8325223488,0.5323980644,-0.4001047599,-1.7485042558,2.0160964001
SRX5694456,0.7772506680000001,0.5195435926,0.3415068947,0.2638014382,-0.3961870837
SRX5694457,-0.9059641904,0.5247519975,0.1259391648,0.1813226141,-0.3950436946
SRX5694459,-1.1884508063,0.9610497651000001,0.7243955805000001,-0.0659537084,-1.3104809708
SRX5694460,-2.1126935489,2.4224121777,0.4387911353,-2.6935232182,1.9820999957
SRX5694461,1.1268333798,-0.0590950842,-0.330751563,-0.24608755940000002,-0.7479972059000001
SRX5694462,-1.2997239229,0.5080237806,0.1769822067,-1.4072956342,1.5313356168999999
SRX5694463,2.172514536,-0.3530766649,0.7690345716,0.13500124700000002,-0.8308938109
SRX5694464,0.9637438515000001,0.3585420941,-0.0581811115,-0.16266356510000002,-0.2876517577
SRX5694465,-0.1144314076,-0.1396568417,0.4395918862,-0.08100398930000001,-1.1647466356
SRX5694466,0.3821131814,4.2363147951,-0.5716355772,-0.0203257193,1.0126028366
SRX5694467,-0.6261805136,0.4294177337,-0.1432088584,-0.0864598209,-0.23134393590000002
SRX5694468,-3.7631073449,0.8704627624,-1.4580249939,0.09512308080000001,-1.3235992494
SRX5694469,1.6775091336,0.3225703093,0.3814775751,0.056592892000000006,0.2827389399
SRX5694470,0.3359289982,0.1480526145,-0.15773503800000002,-0.0203162279,-0.1140011834
SRX5694471,0.3094840573,0.3275829752,0.11496535790000001,0.08127249760000001,0.2780427714
SRX5694472,-1.2052365319,1.2223464112,0.1973465482,-0.42764759150000003,0.0204790629
SRX5694474,3.8595824082,-0.40177642080000003,0.1352968092,-0.3318785326,-0.029360761200000002
SRX5694475,2.1361791551,-0.5675504835,0.2159742021,-0.1072682971,0.4395643487
SRX5694476,2.1678689334,-0.0875025858,-0.1320220048,0.2832759084,-0.958255505
SRX5694477,-0.8449185588,1.5213822269000001,-0.09082900320000001,-2.220698214,1.3257530398
SRX5694478,0.3424312613,-0.9601488835,0.0180526719,-0.324421403,-0.2786624251
SRX5694479,-1.2010549055,1.8278133881,0.5715171597,-2.078741852,0.392395096
SRX5694480,-0.5636578474,2.2244383639,0.27308179390000004,-0.8986833081000001,-0.0721274882
SRX5694481,1.3572365482,0.44743656800000003,-0.4314475189,-0.39061972300000003,-0.7025263753000001
SRX5694482,-0.4427875116,0.5314975691,-0.2238900891,0.5302146851,-0.1369099266
SRX5694483,0.5095112049,-0.186680648,-0.07893839,-0.0648156579,-0.2574074658
SRX5694484,1.3956513536,0.5515446419,-0.5732495475,-0.2015433442,-0.7252147345000001
SRX5694485,0.0926204986,1.2962580661,0.8106988785,0.0561230447,0.0455061807
SRX5694486,0.5269620561,-0.2001779286,-0.1332319752,0.1840419059,0.0256384562
SRX5694487,2.3337319803,-0.6472086611,-0.1184490554,-0.0687134662,0.0973618641
SRX5694488,1.1911577266,0.5189884961,0.1689300467,-0.0029101905,-0.8848599586
SRX5694489,-0.08994963360000001,0.1835697588,-0.2852321861,-0.2414092729,0.5406534275
SRX5694491,-0.000804662,1.1120324213,-0.0347253391,-1.3992598427,0.2172296353
SRX5694492,-1.3904524023,1.0837326572000001,-0.1448691913,-1.4757436121,0.7507628737
SRX5694493,-2.1178025202,0.3035540935,0.20138784710000002,-1.5239909109,0.5452639171
SRX5694494,0.6049143649000001,0.38688996740000003,0.7589922538,-0.5778881676000001,-0.26568005170000003
SRX5694495,0.48475081480000004,0.7315280071,0.6016091411,0.2383405456,0.0841285715
SRX5694496,0.6281453494,0.09606539780000001,-0.1175568454,0.2231626615,0.2074623988
SRX5694497,3.8757029175,-0.8090360912000001,-0.45628147620000004,-0.6145709097000001,0.1124846535
SRX5694498,-0.205924659,0.2437104547,0.32230245290000004,0.0065499987,-0.2450224828
SRX5694499,-3.2029725153,-0.9298694673000001,0.7092400967,-0.2166458346,-1.0155779588
SRX5694500,-1.3437983518,0.0971727834,-0.036182717,-0.6082655704000001,0.40581125370000004
SRX5694501,2.1680369134,-0.4359660926,-0.2936754755,0.012213341,-0.0542282217
SRX5694502,-2.5366355469,-1.4207506827,0.4484817272,-0.8489028276,-2.9378155799
SRX5694503,-0.3595360326,-0.3567349365,1.1689772653000001,-1.5276697252,-0.3200129413
SRX5694504,0.5578258805,0.060760923300000005,0.1219418974,0.23647347670000002,0.1441304368
SRX5694505,-3.0379259058,2.836765388,0.1900511329,-2.8546736802,0.47527088300000003
SRX5694506,0.549777002,-0.7752498800000001,1.7586342875,-0.6676717403,-2.5654841271
SRX5694507,0.7021509669,0.215100284,0.053615635700000004,0.10364661430000001,0.1975259029
SRX5694508,0.1813443243,0.9209005007000001,0.533531673,-0.8174938777,0.2647319957
SRX5694509,0.7261256650000001,0.033966967,-0.14011691,-0.1972418484,1.2775528383
SRX5694510,1.0098553674,0.0202245147,0.28219945550000003,-0.2550231206,0.2603432292
SRX5694511,3.8106644093,-0.0865886508,0.4540259365,-0.1637807405,-0.5445256282000001
SRX5694512,-0.7688015638,1.181881194,-0.6187020472,-1.3135012281,0.0948469767
SRX5694513,-0.9281719624,2.4739991937,0.9347269903000001,-1.2176583871,-0.6320639646
SRX5694514,-1.5361777068,1.6057942056,0.18514733360000002,-2.7449780099,1.4560009629000001
SRX5694515,-2.1670656706,3.0780201923,0.5884227025000001,0.1674650962,-0.3249757767
SRX5694516,-2.3439902529,2.9902404889,-1.7411872942,0.7184192778,-1.1409297771
SRX5694517,1.1815225096,0.12767335600000002,0.30303627850000003,-0.0899811296,-0.777314911
SRX5694518,1.7571081499,0.09658928010000001,0.1584778224,-0.0284053616,0.0180990911
SRX5694519,-0.3444798716,1.3645729674,-0.1931571179,-0.4440190169,0.08073145870000001
SRX5694520,0.6891138212,-1.2285649817,1.0182977164,-0.3742459546,-1.0174599348
SRX5694521,0.6722617842,0.2959280366,-0.0091009421,-0.0823108953,0.09148157920000001
SRX5694522,3.7046482702,0.4560474344,0.4708900073,0.19009073370000001,-1.5476080252000002
SRX5694523,1.5534891822999999,-0.3084368523,0.0819179778,0.1230572979,-0.7477075316
SRX5694524,0.5669852232,-0.0017292671,-0.3342356884,-0.3090692798,0.2071493403
SRX5694525,-0.2831787906,0.5045795135,-0.10155538380000001,0.1271493457,0.8525130146000001
SRX5694526,2.0680015998,0.4811896731,-1.0207152442,-0.057352962300000004,-0.175856218
SRX5694527,-1.7961427538999999,-0.2747820388,0.2209689143,-0.7911037301,0.2870256222
SRX5694528,-1.0392730666,1.8496393413,0.45513260990000004,-2.2550692285,0.2407021481
SRX5694529,0.9553357101000001,0.328288801,-0.41974086920000003,0.09459037740000001,-0.6198402791000001
SRX5694530,-0.9372423956,-0.8685771560000001,1.1483025161,-0.3417330189,-0.9751571788000001
SRX5694532,2.1699754486,0.8314431149,-0.3880230119,-0.7655932475,1.3099850778
SRX5694533,-2.6272272684,1.962179559,0.7342619538,-0.8230648089,-0.7183523508
SRX5694534,-1.6315557276,0.61238044,0.4768928404,-1.0244460877,0.7760040404
SRX5694535,0.12031280670000001,-2.240771361,0.9288862982,-0.3020521984,-2.575634232
SRX5694536,2.5324181468,-0.5380316007,0.2709949889,0.0940214917,-0.9130116927
SRX5694537,0.3294573703,0.3579447625,0.22166598210000002,0.0455558508,-0.44788224930000003
SRX5694538,1.3665255932,0.1667527638,0.11940940010000001,0.22416250880000002,0.3148884245
SRX5694539,0.11632714790000001,-0.9769818419,-0.07338975660000001,-0.4554145486,-0.28971688570000004
SRX5694540,1.1332257903,0.6724611669,-0.6762832837,-0.9496879326000001,1.3346327518
