,A,rcsB
time_course__lb_8hr__2,1.5068846069,-0.6744196956
time_course__lb_8hr__3,2.0470646262,-0.7459257106
time_course__lb_24hr__1,2.4303247924,-0.6337168208
time_course__lb_24hr__2,2.2726678952,-0.3873136157
time_course__lb_24hr__3,2.4331778467,-0.5070220402
time_course__lb_72hr__1,2.2511714808,0.1784418133
time_course__lb_72hr__2,0.490242345,0.16050203370000002
time_course__lb_72hr__3,0.0267876566,0.25296852470000003
time_course__lb_144hr__1,1.6657959652,-0.00010222040000000001
time_course__lb_144hr__2,1.6260904798,0.1058860697
time_course__lb_144hr__3,1.2726292371999999,0.0456350094
time_course__lb_192hr__1,0.8727113769,0.14749577020000001
time_course__lb_192hr__2,1.4991649427,0.3322953314
time_course__lb_192hr__3,0.7062947494,0.15390229900000002
triclosan__wt__1,-1.987814103,-0.0960904809
triclosan__wt__2,-1.6354280776999999,0.0251257519
triclosan__wt__3,3.6232421807,0.070964729
triclosan__evo_amx_tcs__1,-1.9930801518,0.39484665750000003
triclosan__evo_amx_tcs__2,6.5237612426,0.0775425611
triclosan__evo_amx_tcs__3,1.7311644726000002,0.3511079923
triclosan__evo_chl_tcs__1,0.1564169165,0.1582978642
triclosan__evo_chl_tcs__2,14.131987306,0.0722257718
triclosan__evo_chl_tcs__3,13.9723409805,-0.06409713660000001
triclosan__evo_tet_tcs__1,-1.6819011442,0.27354405130000004
triclosan__evo_tet_tcs__2,16.1594065475,0.18008386410000002
truHMM__48C_15m__1,0.9049369889000001,-1.1444107527
truHMM__48C_15m__2,0.7443882373,-1.0575592457
truHMM__48C_15m__3,-0.2866019869,-1.1334032993
truHMM__48C_30m__1,2.0807011619,-1.9887944713
truHMM__48C_30m__2,1.7153800833,-1.9315387237000001
truHMM__48C_60m__1,1.8601857124,-2.1187702934
truHMM__48C_60m__2,1.8544706247,-2.1268538158
truHMM__phos_0h__1,-0.3697111292,0.0013807577
truHMM__phos_0h__2,0.3697111292,-0.0013807577
truHMM__phos_2h__1,3.8575075387,-0.7971006392000001
truHMM__phos_2h__2,3.8399451554,-0.8246536702
truHMM__phos_4h__1,6.2854875607,-0.5355586919
truHMM__phos_4h__2,5.8737759718,-0.5225887131
truHMM__phos_4h__3,6.2236423007,-1.8891106748
control__wt_glc__1,-0.18925909170000002,-0.008349429
control__wt_glc__2,0.18925909170000002,0.008349429
fur__wt_dpd__1,3.2257716461,0.16426901500000002
fur__wt_dpd__2,3.4846274727,0.258153597
fur__wt_fe__1,-0.1903199912,-0.042768621
fur__wt_fe__2,0.5599280116,0.023468409000000003
fur__delfur_dpd__1,4.6801989295,0.042059161000000005
fur__delfur_dpd__2,5.274349073,0.147229135
fur__delfur_fe2__1,3.3292735935,0.13577835900000002
fur__delfur_fe2__2,3.6909183252,0.09420763700000001
acid__wt_ph5__1,0.27895028180000003,0.12053480800000001
acid__wt_ph5__2,0.0364940871,0.125488184
acid__delgadx_ph5__1,0.2641421332,0.25919108700000004
acid__delgadw_ph5__1,0.4352033632,0.15171188600000002
acid__delgadw_ph5__2,0.1117017834,0.06164682900000001
acid__delgade_ph5__1,0.5198349939,0.108337662
acid__delgade_ph5__2,0.0738837231,0.072209356
oxidative__wt_pq__1,1.6617974929,0.23190697000000002
oxidative__wt_pq__2,2.1799821154,0.236120992
oxidative__deloxyr_pq__1,0.11519731770000001,0.630127003
oxidative__deloxyr_pq__2,0.3728956211,0.646838733
oxidative__delsoxr_pq__1,7.0817941308,0.14160092
oxidative__delsoxr_pq__2,7.4812266936,0.10364316300000001
oxidative__delsoxs_pq__1,1.980585455,0.33070318400000004
oxidative__delsoxs_pq__2,2.2868918507,0.268074327
nac_ntrc__wt_csn__1,5.3706611808,0.100205557
nac_ntrc__wt_csn__2,5.0058484745,0.038323557
nac_ntrc__wt_cytd__1,1.2702162378000001,0.11874911
nac_ntrc__wt_cytd__2,1.5404651838999999,0.12854416700000001
nac_ntrc__wt_gln__1,1.4082933086,0.168085757
nac_ntrc__wt_gln__2,1.058673762,0.08297951
nac_ntrc__bw_delnac_csn__1,3.7834742766,0.162635197
nac_ntrc__bw_delnac_csn__2,1.5980408623,-0.036419338
nac_ntrc__bw_delnac_cytd__1,-0.0018281463,0.211951476
nac_ntrc__bw_delnac_cytd__2,0.6222079486000001,0.13820242800000002
nac_ntrc__bw_delnac_gln__1,-1.074393659,0.40291679900000005
nac_ntrc__bw_delnac_gln__2,0.2242596856,0.338969683
nac_ntrc__bw_delnac_nh4__1,-0.34840183280000003,0.14955079000000002
nac_ntrc__bw_delnac_nh4__2,-0.3223974526,0.09878370600000001
misc__wt_no_te__1,1.459372369,0.126950543
misc__wt_no_te__2,1.2203644454,0.078327955
misc__bw_delcbl__1,0.0733649619,0.024149814000000002
misc__bw_delcbl__2,0.07576840330000001,0.10651987600000001
misc__bw_delfabr__1,0.4987431104,-0.076234008
misc__bw_delfabr__2,0.49061288340000003,-0.067101622
misc__bw_delfadr__1,0.8990234261000001,0.01578738
misc__bw_delfadr__2,0.1673832664,-0.024825562000000002
misc__nitr_031__1,1.7756136054,0.19850430800000002
omics__wt_glu__1,-0.6126849746,0.940534277
omics__wt_glu__2,-0.6132999132,0.946766764
omics__wt_gly__1,0.5623375409,0.476395614
omics__wt_gly__2,0.9750478543000001,0.524635783
omics__wt_thr__1,6.3143880315,0.6793390370000001
omics__wt_thr__2,5.0966351856,0.8439817220000001
omics__bw_ac__1,-1.3849158636,0.11975411200000001
omics__bw_ac__2,-1.3790924413,-0.01304259
omics__bw_fum__1,-1.2988447087,-0.022121233
omics__bw_fum__2,-0.6462356195,-0.05618730500000001
omics__bw_glc__1,-0.6089828661000001,0.30711650700000004
omics__bw_glc__2,-0.7422527989000001,0.23777131
omics__bw_pyr__1,-0.28305539290000004,0.307997034
omics__bw_pyr__2,1.6323183387,0.275971519
ompr__wt_nacl__1,6.9190806127,-0.07090629100000001
ompr__wt_nacl__2,7.0802823149,-0.057111211
ompr__bw_delompr_nacl__1,17.3949743412,-0.5003220070000001
ompr__bw_delompr_nacl__2,17.4250333347,-0.475191856
minspan__wt_ade__1,4.6310422778,0.636194186
minspan__wt_glc__1,0.9788247538,0.23831896300000002
minspan__wt_glc__2,0.5184564684,0.302596696
minspan__wt_glc__3,0.5960061825,0.24112209999999998
minspan__wt_glc_anaero__1,-1.3024407406,0.354595319
minspan__wt_glc_anaero__2,-1.6179788079000001,0.24381532600000003
minspan__wt_trp__1,-0.8937751765,0.130308322
minspan__bw_delcra_glc__1,-0.8954383570000001,-0.06311263
minspan__bw_delcra_trp__1,-0.626918277,0.133435196
minspan__bw_delmntr__1,-0.38110264050000003,-0.088462066
minspan__bw_delnac_ade__1,-0.48362771400000004,0.801007542
minspan__bw_delnac_glc__1,0.862964897,0.39407921900000004
cra_crp__wt_ac__1,-0.9774546961,0.47578300700000004
cra_crp__wt_ac__2,-0.4305732141,0.531641946
cra_crp__wt_fru__1,-0.1619432247,0.5970210960000001
cra_crp__wt_fru__2,-0.9015400101000001,0.760850719
cra_crp__delcra_ac__1,0.2255755964,-0.288056262
cra_crp__delcra_ac__2,0.2579291782,-0.333104891
cra_crp__delcra_fru__1,2.1209855973,0.030276397000000004
cra_crp__delcra_fru__2,1.9821071551,-0.011744985000000001
cra_crp__delcra_glc__1,0.1924563473,-0.005461662
cra_crp__delcra_glc__2,0.3998715035,0.03107586
rpoB__wt_031__1,-1.2486117271000001,0.00850632
rpoB__wt_044__1,0.2742176967,0.121081062
rpoB__wt_lb__1,-0.6017290564000001,0.143933889
rpoB__wt_lb__2,-0.050482809100000005,0.010913744000000001
rpoB__rpoBE546V_031__1,0.5725141426,0.22785987400000002
rpoB__rpoBE546V_044__1,1.1472272035,0.285143348
rpoB__rpoBE546V_lb__1,-0.6544183109,-0.056968457
rpoB__rpoBE546V_lb__2,0.4247794406,-0.12766796
rpoB__rpoBE546V_glc__1,0.26872244700000003,-0.035501603
rpoB__rpoBE672K_glc__1,1.4910053709,-0.273362307
rpoB__rpoBE672K_glc__2,1.1968976868,-0.338086579
rpoB__rpoBE672K_lb__1,1.0533555262,-0.638854961
rpoB__rpoBE672K_lb__2,1.5335090033,-0.733260739
crp__wt_fru__1,-0.7545748681000001,-0.097269569
crp__wt_glyc__1,-0.7358615254,-0.14039817100000002
crp__wt_glyc__2,-1.0450277337,-0.22646961100000002
crp__delar1_glyc__1,1.4956334593,0.236997052
crp__delar1_glyc__2,1.5302912070999999,0.22326224400000003
crp__delar1ar2_glyc__1,3.3394478041,0.25556795800000004
crp__delar1ar2_glyc__2,3.7700660552,0.21727863600000002
crp__delar1ar2_glyc__3,2.8661059629,0.228705561
crp__delar2_glyc__1,-1.820101293,-0.235567623
crp__delar2_glyc__2,-1.4633921687,-0.06949463
crp__delar2_glyc__3,-2.3041221675,-0.03537821
crp__delcrp_fru__1,19.0075835396,0.006549569000000001
crp__delcrp_fru__2,18.9666529813,-0.002231182
crp__delcrp_fru__3,19.0063838616,0.072468399
crp__delcrp_glc__1,17.9896029679,-0.041410263
crp__delcrp_glc__2,18.6903018014,0.035776085
crp__delcrp_glc__3,18.7754602937,0.026237818000000003
crp__delcrp_glyc__1,16.4977231563,0.11833454900000001
crp__delcrp_glyc__2,16.7477326576,0.119919732
crp__delcrp_glyc__3,16.9677178478,0.19561546
glu__glu_ale3__1,-0.6896371642,-0.189767171
glu__glu_ale4__1,0.023252144000000002,-0.47285240300000003
glu__glu_ale5__1,2.2430940821,-0.370753123
glu__glu_ale6__1,1.5051897309,-0.568732337
glu__glu_ale8__1,-1.1450802461,-0.0030164
glu__glu_ale9__1,-0.6660980231,-0.128570389
glu__glu_ale10__1,-0.40193028700000005,-0.23952594100000002
42c__wt_42c__1,0.1379011859,-0.049772468
42c__42c_ale1__1,-1.3542586994999999,-0.41264938
42c__42c_ale2__1,-0.8896376169,-0.459838075
42c__42c_ale3__1,-0.2286006918,-0.28980298600000004
42c__42c_ale4__1,0.0337894611,-0.25088004
42c__42c_ale5__1,-0.6680891978,-0.16614488200000002
42c__42c_ale6__1,-1.5702063982,-0.8017140580000001
42c__42c_ale8__1,-0.2706912045,-0.236550633
42c__42c_ale9__1,-0.6009677839,-0.47574914500000004
42c__42c_ale10__1,-1.2462208775999999,-0.429093253
ssw__wt_ac__1,-0.8719432924,-0.45022876300000003
ssw__wt_glc__1,-0.7364286279000001,0.239917344
ssw__wt_glyc__1,-0.2559467657,-0.15467734400000002
ssw__wt_xyl__1,-1.5956948728,0.110010199
ssw__glc_ale1__1,-0.613538447,-0.164193587
ssw__glc_ale2__1,-1.0875348206,0.063675517
ssw__glc_ale3__1,-1.3718414709,-0.063925137
ssw__glyc_ale1__1,-1.2489768918,-0.430986499
ssw__glyc_ale2__1,-1.5749040332000002,-0.050641425000000004
ssw__xyl_ale1__1,4.2036169792,-0.6550095650000001
ssw__xyl_ale2__1,-0.637855245,-0.353180857
ssw__xyl_ale3__1,2.871824932,-0.33781426400000003
ssw__glc_ac_ac2__1,-1.1675997139,-0.34727343800000005
ssw__glc_ac_glc1__1,1.4722394844,-0.6073014790000001
ssw__glc_glyc_glc__1,-1.0116433565,-0.35522369400000003
ssw__glc_glyc_glyc__1,1.2745132334,-0.543292003
ssw__glc_xyl_glc__1,-0.0994574317,-0.591930409
ssw__glc_xyl_xyl__1,-0.48358822220000003,-0.48425168100000004
ica__wt_glc__1,1.8487237809,-0.05051075
ica__wt_glc__2,1.8995058855,-0.102474301
ica__wt_glc__3,0.3983516434,-0.12957521
ica__wt_glc__4,-0.35610080980000003,0.134788251
ica__arg_sbt__1,3.4040251235,-0.220012688
ica__arg_sbt__2,-0.2730842945,-0.025558222000000002
ica__cytd_rib__1,-0.1195693436,-0.140445176
ica__cytd_rib__2,2.3131028552,-0.136855268
ica__gth__1,1.4186225129,-0.40240627500000004
ica__gth__2,1.9216196251,-0.592585963
ica__leu_glcr__1,-0.1966367976,0.44312430700000005
ica__leu_glcr__2,-0.0194449107,0.426235654
ica__met_glc__1,0.5742491668,-0.19533429400000002
ica__met_glc__2,0.7458389721,-0.22606954
ica__no3_anaero__1,-1.1308789899,0.107122306
ica__no3_anaero__2,-0.9649837297,0.17953339100000001
ica__phe_acgam__1,0.2693042339,0.01257411
ica__phe_acgam__2,1.0124857783,-0.053387359
ica__thm_gal__1,-0.0463972943,-0.046416037
ica__thm_gal__2,0.8525424252,-0.10526816
ica__tyr_glcn__1,0.8455484564,-0.160785817
ica__tyr_glcn__2,0.7182727962000001,-0.098564473
ica__ura_pyr__1,-0.5212238037,0.150135936
ica__ura_pyr__2,-0.8711623353,0.15860981400000002
ica__wt_glc__5,0.4668085179,0.11486067600000001
ica__wt_glc__6,-0.1043091998,0.132257085
ica__bw_delpurR_cytd__1,0.7064576398,-0.08583211
ica__bw_delpurR_cytd__2,2.2574479998,0.315922751
ica__ade_glc__1,1.9493870655,0.292914448
ica__ade_glc__2,2.3698997552,0.107386676
ytf__wt_glc__1,-0.1297324755,0.051857334000000005
ytf__wt_glc__2,-0.5207688451,0.18116453600000001
ytf__delyafC__1,-1.8651136925,-0.05139805200000001
ytf__delyafC__2,-1.7179325025,-0.108624759
ytf__delyeiE__1,-1.4594645558,0.322823789
ytf__delyeiE__2,-1.7447589236,0.30236347900000005
ytf__delyiaJ__1,-1.5297381443,0.227402755
ytf__delyiaJ__2,-1.2918230836,0.292790777
ytf__delyieP__1,-1.3715787245,0.274612124
ytf__delyieP__2,-0.9522847834,0.267896234
ytf__wt_ph5__1,-0.9458041209,0.250091585
ytf__wt_ph5__2,0.1955797569,0.391835113
ytf__wt_ph8__1,2.012520464,0.13686278100000002
ytf__wt_ph8__2,2.3323789981,0.23090354000000002
ytf__delybaO__1,-1.1942436304,0.013097473
ytf__delybaO__2,-1.5790195941,0.112459691
ytf__delybaQ__1,-0.9941198834,0.09142707700000001
ytf__delybaQ__2,-0.2862405346,0.122734701
ytf__delybiH__1,0.050304042,0.21183204100000003
ytf__delybiH__2,-1.2025122817,0.18947059100000002
ytf__delydcI_ph5__1,-0.31708524920000003,0.284202426
ytf__delydcI_ph5__2,0.1659226739,0.28862287000000003
ytf__delydcI_ph8__1,1.2625341854,0.213308506
ytf__delydcI_ph8__2,1.5215919375,0.045815265
ytf__delyddM__1,-1.0512082381,0.46125338800000004
ytf__delyddM__2,-1.4167773976,0.387992604
ytf__delyheO__1,-1.5794652531,-0.09492146500000001
ytf__delyheO__2,-1.5717028062,-0.06490021900000001
fps__bw_glc__1,-0.7492427642,0.033824412000000005
fps__bw_glc__2,-0.5716488312,0.01020461
fps__fps_thrA_ale1__1,-0.7255731587,0.18579162
fps__fps_thrA_ale1__2,-0.2947372669,0.19884617500000001
fps__fps_thrA_ale2__1,0.4989151764,0.159044396
fps__fps_thrA_ale2__2,0.44584324950000004,0.177534362
fps__fps_serB_ale1__1,7.1497333646,0.063130878
fps__fps_serB_ale1__2,7.2944982296,0.113812674
fps__fps_serB_ale4__1,11.3583085154,0.008345692
fps__fps_serB_ale4__2,11.6148490789,0.082973079
fps__fps_ptsI_ale1__1,-0.4822872875,-0.31381894600000004
fps__fps_ptsI_ale1__2,-0.4201971383,-0.200130981
fps__fps_ptsI_ale3__1,-0.0310158136,-0.33651358400000003
fps__fps_ptsI_ale3__2,-0.1519467085,-0.35404791700000005
pal__lyx_ale2_f6__1,-0.7321804091,-0.20818097600000002
pal__lyx_ale2__1,-0.9205482641,-0.09930234
pal__lyx_ale2__2,-0.9564421970000001,-0.055380955
pal__lyx_ale4__1,-1.3160146256,-0.598408597
pal__lyx_ale4__2,-1.2989828935,-0.6819317180000001
pal__5drib_ale10_f18__1,0.0242616513,-0.65852365
pal__5drib_ale10_f18__2,1.3160773996000001,-0.5372133570000001
pal__5drib_ale10__1,-0.3550037962,-0.289009349
pal__arab_ale14_f9__1,2.1077263537,-0.14002446500000001
pal__arab_ale14_f9__2,0.36877257500000005,-0.16411446400000002
pal__arab_ale14__1,-0.5247856249,-0.276328287
pal__arab_ale14__2,-0.9413779252000001,-0.279999704
pal__arab_ale16__1,0.10499833060000001,-0.31099897400000004
pal__arab_ale16__2,0.4207249252,-0.318843456
pal__tartr_ale26_f10__1,-0.11139410100000001,-0.151949355
pal__tartr_ale26_f10__2,-1.002770032,-0.12736345100000002
pal__tartr_ale26__1,-0.9970189275,-0.236391012
pal__tartr_ale26__2,-1.7307512970999999,-0.226593345
pal__tartr_ale28_f10__1,-0.5492998078,-0.5307150190000001
pal__tartr_ale28_f10__2,-0.2053030924,-0.49641425200000006
pal__tartr_ale28__1,-1.5199326928999999,-0.48560983100000005
pal__tartr_ale28__2,-0.8500471866,-0.34785414200000003
efeU__delmenFentC_citr__1,1.9051396461999999,0.037721897000000004
efeU__delmenFentC_citr__2,0.5502686549,-0.010764519
efeU__delmenFentC__1,2.2000006348,0.427345427
efeU__delmenFentC__2,2.0342493026,0.49436651200000004
efeU__menFentC_ale39__1,-0.2764579613,-0.165875191
efeU__menFentC_ale39__2,-0.23620741790000002,-0.086127668
efeU__menFentC_ale29__1,-0.3822409309,-0.101960669
efeU__menFentC_ale29__2,0.5909253784,-0.060432093000000006
efeU__menFentC_ale30__1,2.841854607,-0.11670873200000001
efeU__menFentC_ale30__2,0.261359326,-0.069827575
efeU__menFentCubiC_ale36__1,-0.1129536681,0.46294748500000005
efeU__menFentCubiC_ale36__2,0.3768053241,0.520303815
efeU__menFentCubiC_ale37__1,-0.307781874,0.47262139999999997
efeU__menFentCubiC_ale37__2,-0.42807668190000003,0.507409024
efeU__menFentCubiC_ale38__1,5.2114726528,0.43562931800000004
efeU__menFentCubiC_ale38__2,5.3334433791,0.41561118500000005
misc2__salc_glc__1,1.2929661577,0.41598212100000004
misc2__salc_glc__2,0.7080625167,0.201298943
misc2__dbcn_glc__1,-0.0123249382,-0.506600383
misc2__dbcn_glc__2,-1.6674216692,-0.449422951
misc2__tyr_glc__1,0.898213916,0.27434384300000003
misc2__tyr_glc__2,1.4286367206000001,0.33443702200000003
misc2__arg_cytd__1,-0.3864923243,-0.077107955
misc2__arg_cytd__2,-0.20747205800000001,-0.06313379
misc2__delyheO_pyr__1,-0.005562404,0.085268019
misc2__delyheO_pyr__2,-0.1056933218,0.003338409
nquinone__delubiC__1,0.1065304891,0.11625088400000001
nquinone__delubiC__2,0.028038116000000002,0.29940419100000004
nquinone__ubiC_ale1__1,1.3460193932,0.278471823
nquinone__ubiC_ale1__2,1.4201864945,0.355380167
nquinone__ubiC_ale2__1,1.3351477944,0.17645096700000001
nquinone__ubiC_ale2__2,0.2010908149,0.092330321
nquinone__ubiC_ale3__1,7.0408206229,-0.195357789
nquinone__ubiC_ale3__2,7.8474445894,-0.20839960600000002
nquinone__ubiC_ale4__1,1.5012110162,0.26897453400000004
nquinone__ubiC_ale4__2,2.129746364,0.35289098300000005
nquinone__delpdhR__1,3.1577680477,0.000960302
nquinone__delpdhR__2,1.9536946877,-0.038792998
quinone__glu_ale4__1,0.3796121691,-0.16090156900000002
quinone__glu_ale4__2,0.46341555170000004,-0.120336678
quinone__delmenF__1,0.6748711088,0.202090564
quinone__delmenF__2,0.7351694162,0.127261843
quinone__menF_ale5__1,0.8997422167,-0.103952636
quinone__menF_ale5__2,0.734013028,-0.184115622
quinone__menF_ale6__1,1.2697577455,-0.245551766
quinone__menF_ale6__2,-0.17678403010000002,-0.18675407200000002
quinone__menF_ale7__1,1.980999205,-0.46693991500000004
quinone__menF_ale7__2,1.6974269013,-0.449365055
quinone__menF_ale8__1,0.6289571625,0.010495287
quinone__menF_ale8__2,0.4467481891,0.32107951700000004
quinone__delmenFubiC__1,0.8790517925,0.182750777
quinone__delmenFubiC__2,0.6309297683,0.235241633
quinone__menFubiC_ale1__1,1.5805588753,-0.15496806400000002
quinone__menFubiC_ale1__2,0.8086602713000001,-0.19050253
quinone__menFubiC_ale2__1,1.3492541529,-0.29792464100000005
quinone__menFubiC_ale2__2,0.11878149240000001,-0.15680385400000002
quinone__menFubiC_ale3__1,0.4945710324,0.189791385
quinone__menFubiC_ale3__2,0.6172156977000001,0.11615682000000001
quinone__menFubiC_ale4__1,-0.3899391535,0.11565003
quinone__menFubiC_ale4__2,-0.6800385735000001,0.10617655100000001
oxyR__wt_glc__1,-0.210246864,-0.237466153
oxyR__wt_glc__2,-0.944400109,-0.176404357
oxyR__wt_h2o2__1,1.2396261479,-0.215261211
oxyR__wt_h2o2__2,1.1847688438,0.13244497
oxyR__glu_ale4__1,-0.9469776642000001,0.21471446
oxyR__glu_ale4__2,-0.8303120620000001,0.01062306
oxyR__glu_ale4_h2o2__1,-0.3098363415,0.037586265
oxyR__glu_ale4_h2o2__2,-0.187005148,-0.016210148
oxyR__oxyR_ale17__1,-0.6402416231,0.10888821200000001
oxyR__oxyR_ale17__2,0.2984733198,0.09364722900000001
oxyR__oxyR_ale17_h2o2__1,-0.7335459743,0.06792644
oxyR__oxyR_ale17_h2o2__2,-1.0585449867,0.12032191800000001
oxyR__oxyR_ale18__1,-0.346034632,-0.36362154300000005
oxyR__oxyR_ale18__2,-1.1783735245,-0.31480268
oxyR__oxyR_ale18_h2o2__1,-0.9386237752000001,-0.051506092
oxyR__oxyR_ale18_h2o2__2,-0.9332962911,-0.176330219
oxyR__oxyR_ale19__1,-0.7928084619,-0.39175196900000003
oxyR__oxyR_ale19__2,-1.3231066692,-0.24950633700000002
oxyR__oxyR_ale19_h2o2__1,-0.6254379437,-0.36805706
oxyR__oxyR_ale19_h2o2__2,-0.1668361979,-0.352157155
oxyR__oxyR_ale20__1,-0.34184326740000004,-0.195289859
oxyR__oxyR_ale20__2,0.032042793,-0.324469909
oxyR__oxyR_ale20_h2o2__1,-0.9883814154,-0.05646546400000001
oxyR__oxyR_ale20_h2o2__2,-0.3230784329,-0.11510633
svns_pgi__BmePgi24_15__1,-0.5811033922000001,0.131462052
svns_pgi__BmePgi24_15__2,-0.5651259904,0.13458648
svns_pgi__BmePgi24_26__1,-1.0602756114,-0.06246476
svns_pgi__BmePgi24_26__2,-0.6798304941000001,0.061857892000000005
svns_pgi__BmePgi24_41__1,-0.7092717563000001,0.28205419800000003
svns_pgi__BmePgi24_41__2,-0.24653285130000002,0.035021679
svns_pgi__BmePgi24_52__1,-1.0448226005,0.043165433
svns_pgi__BmePgi24_52__2,-0.39452907200000004,-0.032152082000000005
svns_pgi__PaePgi2_34__1,2.9305959846,0.054121772000000005
svns_pgi__PaePgi2_34__2,2.5353511176,0.18865046700000002
svns_pgi__PaePgi2_63__1,-0.0831957413,0.08579721700000001
svns_pgi__PaePgi2_63__2,0.2891903515,0.13252001100000002
svns_pgi__PaePgi24_54__1,23.7392126394,0.186546017
svns_pgi__PaePgi24_54__2,24.4762528728,0.146816941
svns_pgi__PaePgi24_90__1,18.2797404495,0.256619728
svns_pgi__PaePgi24_90__2,16.8771840178,0.45316969300000004
abx_media__m9_ctrl__1,7.5321209518,0.161402709
abx_media__m9_ctrl__2,6.346314985,0.399292751
abx_media__rpmi_ctrl__1,0.5772823977,-0.42464305700000005
abx_media__rpmi_ctrl__2,0.0038152867,-0.253634458
abx_media__camhb_ctrl__1,6.5373241992,-0.900441452
abx_media__camhb_ctrl__2,5.9889325842000005,-1.178765114
abx_media__m9_mero__1,14.4386021738,0.6962036580000001
abx_media__m9_mero__2,16.0137898263,0.413507481
abx_media__rpmi_mero__1,1.5267436078999999,-0.750920193
abx_media__rpmi_mero__2,0.8754849591,-0.485463474
abx_media__camhb_mero__1,9.3887481233,-1.149495965
abx_media__camhb_mero__2,9.7270356151,-1.117561676
abx_media__m9_trisulf__1,3.0961762431,0.392217417
abx_media__m9_trisulf__2,3.7289376472,0.45355338300000003
abx_media__rpmi_trisulf__1,1.3787829535,-0.211266151
abx_media__rpmi_trisulf__2,1.4160580337,-0.21645914900000002
abx_media__camhb_trisulf__1,11.6812344825,-0.36967703
abx_media__camhb_trisulf__2,11.8592923252,-0.5245353700000001
abx_media__m9_cef__1,6.1733076164,0.23451977400000001
abx_media__m9_cef__2,6.1406804235,0.191847543
abx_media__rpmi_cef__1,0.7341235894,-0.872203406
abx_media__rpmi_cef__2,1.0192803563,-0.864210495
abx_media__camhb_cef__1,11.4088572639,-0.456387586
abx_media__camhb_cef__2,11.3264053157,-0.500715546
abx_media__m9_cipro__1,2.3242624624,0.382382637
abx_media__m9_cipro__2,1.9010303629,0.392957528
abx_media__rpmi_cipro__1,1.0228326655,-1.025702689
abx_media__rpmi_cipro__2,1.2221810496,-1.054188657
abx_media__camhb_cipro__1,8.8361148247,-0.561300374
abx_media__camhb_cipro__2,8.410197416799999,-0.5550499440000001
hot_tale__42c_ale3_30c__1,0.4233368582,0.039063907
hot_tale__42c_ale3_30c__2,1.5725623167,0.061821153000000004
hot_tale__42c_ale3_37c__1,0.3883572185,-0.029877737
hot_tale__42c_ale3_37c__2,0.6075081067,0.069826941
hot_tale__42c_ale3_44c__1,0.5337363848000001,0.184385918
hot_tale__42c_ale3_44c__2,0.4302330696,0.22226915900000002
hot_tale__hot_ale3_mid_30c__1,20.1512022826,0.224759478
hot_tale__hot_ale3_mid_30c__2,19.8123433833,0.138166101
hot_tale__hot_ale3_mid_37c__1,-0.2119992156,-0.050541759000000006
hot_tale__hot_ale3_mid_37c__2,-0.013143655,-0.29951858800000003
hot_tale__hot_ale3_mid_44c__1,5.9710243508000005,-0.196647346
hot_tale__hot_ale3_mid_44c__2,0.3333943199,-0.08337512100000001
hot_tale__hot_ale3_30c__1,20.3929871587,0.068670278
hot_tale__hot_ale3_30c__2,20.843177148,0.07544809400000001
hot_tale__hot_ale3_37c__1,2.4606425242,-0.31850500600000003
hot_tale__hot_ale3_37c__2,2.5743104743,-0.34936874700000004
hot_tale__hot_ale3_44c__1,-0.255717016,-0.24125028
hot_tale__hot_ale3_44c__2,0.5679267819,-0.326894093
hot_tale__hot_ale4_30c__1,25.4416865589,-0.061413458000000004
hot_tale__hot_ale4_30c__2,25.6143837295,-0.051974795000000004
hot_tale__hot_ale4_37c__1,6.6634984212,-0.308058098
hot_tale__hot_ale4_37c__2,7.6877504788,-0.27906854600000003
hot_tale__hot_ale4_44c__1,-0.3979143967,0.028960437000000002
hot_tale__hot_ale4_44c__2,-0.5797492314,-0.023490576000000003
hot_tale__hot_ale8_30c__1,1.5743045579000001,0.05222404
hot_tale__hot_ale8_30c__2,0.7154768338,0.025260289000000002
hot_tale__hot_ale8_37c__1,-0.39979370870000003,-0.12458946700000001
hot_tale__hot_ale8_37c__2,0.3762034167,-0.13757549500000002
hot_tale__hot_ale8_44c__1,-0.6202935529,-0.21135415500000002
hot_tale__hot_ale8_44c__2,-0.17972572480000001,-0.257414138
hot_tale__hot_ale9_mid_30c__1,2.4563647774,0.044539064
hot_tale__hot_ale9_mid_30c__2,1.314944584,0.018605325000000002
hot_tale__hot_ale9_30c__1,0.8035348829000001,-0.039262481
hot_tale__hot_ale9_30c__2,0.80487524,-0.042800009
hot_tale__hot_ale9_mid_37c__1,-0.1314798341,-0.137963354
hot_tale__hot_ale9_mid_37c__2,0.1363090852,-0.073970931
hot_tale__hot_ale9_37c__1,-0.026183984,-0.16286522
hot_tale__hot_ale9_37c__2,0.4386442407,-0.054050327
hot_tale__hot_ale9_mid_44c__1,0.2037980798,0.045120014
hot_tale__hot_ale9_mid_44c__2,-0.35338790880000004,0.020711175000000002
hot_tale__hot_ale9_44c__1,-0.4778676189,-0.271020961
hot_tale__hot_ale9_44c__2,0.0879534506,-0.181474503
hot_tale__hot_ale10_30c__1,20.1801980693,0.09049594100000001
hot_tale__hot_ale10_30c__2,20.6479388088,0.11336935000000001
hot_tale__hot_ale10_37c__1,1.2551036496,-0.232987314
hot_tale__hot_ale10_37c__2,0.9088663117,-0.13240622400000002
hot_tale__hot_ale10_44c__1,1.3517459438000001,-0.20471693800000001
