,A,CsqR
time_course__lb_24hr__1,1.2810721433,0.49140938370000004
time_course__lb_24hr__2,0.21034109850000002,0.44462967600000003
time_course__lb_24hr__3,0.6465753304,0.1791042726
time_course__lb_72hr__1,-0.4231909021,0.9917300764
time_course__lb_72hr__2,-2.3133602288,0.6279388678000001
time_course__lb_72hr__3,-2.9402799648,0.8786674910000001
time_course__lb_144hr__1,-2.7396207043,0.6435232648
time_course__lb_144hr__2,-2.2144738539,0.5237876199
time_course__lb_144hr__3,-2.080394808,0.25228805
time_course__lb_192hr__1,-1.5645326224,0.8088610144
time_course__lb_192hr__2,-1.7011452474,0.8834278560000001
time_course__lb_192hr__3,-2.3033894516,0.3231280302
triclosan__wt__1,-1.027612271,-0.1511969471
triclosan__wt__2,-1.0972394448,0.0783592121
triclosan__wt__3,2.1248517157,0.072837735
triclosan__evo_amx_tcs__1,-1.1493242602,-0.5772402991000001
triclosan__evo_amx_tcs__2,1.9766460497,0.2241763351
triclosan__evo_amx_tcs__3,-1.4575808769,-0.38413570880000003
triclosan__evo_chl_tcs__1,-0.9610506798,-0.7457152530000001
triclosan__evo_chl_tcs__2,-0.7537756188,-0.3906113371
triclosan__evo_chl_tcs__3,-1.4759093429,-0.44622727640000004
triclosan__evo_tet_tcs__1,9.95261952,-0.496347391
triclosan__evo_tet_tcs__2,-0.9641068183,0.010007683100000001
truHMM__48C_15m__1,1.1123983823,0.8721313066
truHMM__48C_15m__2,1.2999765833999999,0.6144944897
truHMM__48C_15m__3,0.037408145500000003,0.0552146222
truHMM__48C_30m__1,3.1496132425,1.0596749667
truHMM__48C_30m__2,2.3818964254,1.0368928552
truHMM__48C_60m__1,3.1607436399,1.4715891922
truHMM__48C_60m__2,3.1647901694,1.4609739116
truHMM__phos_0h__1,-0.11860246370000001,0.0395810245
truHMM__phos_0h__2,0.11860246370000001,-0.0395810245
truHMM__phos_2h__1,2.2866551627,0.6366847296
truHMM__phos_2h__2,2.4839258905,0.5440723098
truHMM__phos_4h__1,3.8068650779,0.5896389673
truHMM__phos_4h__2,3.5708376155,0.273496389
truHMM__phos_4h__3,2.6592489452,-0.1227467092
control__wt_glc__1,0.06458031310000001,-0.14325094200000002
control__wt_glc__2,-0.06458031310000001,0.14325094200000002
fur__wt_dpd__1,0.5709325024,-0.35162516
fur__wt_dpd__2,0.9709174158,-0.47287174800000004
fur__wt_fe__1,0.2505591841,-0.326968085
fur__wt_fe__2,0.5518979866,-0.19987058700000002
fur__delfur_dpd__1,0.5129090048,-0.554660382
fur__delfur_dpd__2,0.4665104499,-0.7290076480000001
fur__delfur_fe2__1,0.9928521274000001,0.0974623
fur__delfur_fe2__2,0.8576051973000001,0.094354609
acid__wt_ph5__1,-0.6798779811,-0.035860787000000005
acid__wt_ph5__2,0.0441809756,0.015072545000000001
acid__delgadx_ph5__1,-0.0402922099,-0.205655898
acid__delgadw_ph5__1,0.4019568609,-0.10672901100000001
acid__delgadw_ph5__2,-0.10621755070000001,-0.015385939000000001
acid__delgade_ph5__1,0.0646834804,0.136638603
acid__delgade_ph5__2,0.1555987182,0.021064587000000003
oxidative__wt_pq__1,0.3086861591,-0.632814502
oxidative__wt_pq__2,0.3453675297,-0.721357028
oxidative__deloxyr_pq__1,-0.2703280102,-0.394623565
oxidative__deloxyr_pq__2,-0.41767614940000003,-0.516599728
oxidative__delsoxr_pq__1,0.4532594823,-0.745581024
oxidative__delsoxr_pq__2,0.2247096696,-0.857185948
oxidative__delsoxs_pq__1,-0.0398828098,-0.571276169
oxidative__delsoxs_pq__2,0.8214735182,-0.583986248
nac_ntrc__wt_csn__1,0.48299375980000003,-0.039632909
nac_ntrc__wt_csn__2,0.6333488817,-0.120899116
nac_ntrc__wt_cytd__1,-0.2669684284,-0.09678350200000001
nac_ntrc__wt_cytd__2,0.0360783401,-0.24047221500000002
nac_ntrc__wt_gln__1,0.4711400975,0.17291160400000002
nac_ntrc__wt_gln__2,0.2057995256,-0.20091185
nac_ntrc__bw_delnac_csn__1,2.2284986232,0.0026445030000000003
nac_ntrc__bw_delnac_csn__2,0.6405878374,-0.170453131
nac_ntrc__bw_delnac_cytd__1,0.5595621157,0.127603097
nac_ntrc__bw_delnac_cytd__2,0.7151992987,0.033618547
nac_ntrc__bw_delnac_gln__1,0.7355419009,-0.306061509
nac_ntrc__bw_delnac_gln__2,0.5672444322,-0.040369575000000005
nac_ntrc__bw_delnac_nh4__1,0.9810665481,0.381548559
nac_ntrc__bw_delnac_nh4__2,4.3434628759,0.06514389100000001
misc__wt_no_te__1,0.9038069705,0.036574811000000006
misc__wt_no_te__2,0.5528135581,0.02610399
misc__bw_delcbl__1,1.2603658447,0.051506581
misc__bw_delcbl__2,0.9955313915,-0.001685674
misc__bw_delfabr__1,0.6082218533,-0.194608841
misc__bw_delfabr__2,1.58983153,-0.035479108
misc__bw_delfadr__1,1.1651587058,-0.027646691
misc__bw_delfadr__2,1.029106321,-0.02501224
misc__nitr_031__1,0.378288711,0.072112542
omics__wt_glu__1,0.2172125168,-0.279375085
omics__wt_glu__2,0.0032661229,0.229778215
omics__wt_gly__1,0.38799811500000003,-0.07020464800000001
omics__wt_gly__2,1.0488441232,-0.233232978
omics__wt_thr__1,5.3897808147,0.617841392
omics__wt_thr__2,4.4798549342000005,0.539594486
omics__bw_ac__1,1.3970869505,1.146017129
omics__bw_ac__2,1.5203091402,1.171588495
omics__bw_fum__1,1.6269007710999999,1.027927041
omics__bw_fum__2,1.3964503271,0.9695215850000001
omics__bw_glc__1,-0.44175052330000003,0.5007631880000001
omics__bw_glc__2,-0.6011352704,0.46001776600000005
omics__bw_pyr__1,1.5301026554,1.121649977
omics__bw_pyr__2,0.513894341,1.350785974
ompr__wt_nacl__1,-0.4098824465,-1.170086293
ompr__wt_nacl__2,-0.1581811289,-1.404957435
ompr__bw_delompr_nacl__1,-0.07854216330000001,-1.274375875
ompr__bw_delompr_nacl__2,-0.5874427762000001,-1.289369987
minspan__wt_ade__1,-0.14719679530000002,0.015553274
minspan__wt_glc__1,0.5021647174,-0.155320709
minspan__wt_glc__2,1.2314249927,-0.102620474
minspan__wt_glc__3,0.6223278726,-0.170581955
minspan__wt_glc_anaero__1,0.2961110704,-0.370028045
minspan__wt_glc_anaero__2,0.09554338920000001,-0.247661083
minspan__wt_trp__1,3.0627961751,0.6593722080000001
minspan__bw_delcra_glc__1,2.0081084128,0.565724223
minspan__bw_delcra_trp__1,2.3632652843,0.163204165
minspan__bw_delmntr__1,2.1013705348,0.5321511290000001
minspan__bw_delnac_ade__1,-1.1446463413,-0.490387817
minspan__bw_delnac_glc__1,0.660949714,-0.32421572200000004
cra_crp__wt_ac__1,2.0697869571,0.47702251500000004
cra_crp__wt_ac__2,2.2544933728,0.447578837
cra_crp__wt_fru__1,2.4803045114,0.050698511
cra_crp__wt_fru__2,2.2621495229,0.246071001
cra_crp__delcra_ac__1,2.115209787,0.628976606
cra_crp__delcra_ac__2,2.1603668255,0.6832542770000001
cra_crp__delcra_fru__1,0.2871725979,-0.141153414
cra_crp__delcra_fru__2,0.2847266855,-0.07644419200000001
cra_crp__delcra_glc__1,0.6088654592,0.033906629
cra_crp__delcra_glc__2,0.3783766383,0.087005606
rpoB__wt_031__1,2.0657851829,0.910812123
rpoB__wt_044__1,-0.2486262655,-0.11654876200000001
rpoB__wt_lb__1,2.55699003,1.083854188
rpoB__wt_lb__2,1.6981438115,0.9809865320000001
rpoB__rpoBE546V_031__1,2.3020230392,0.699902164
rpoB__rpoBE546V_044__1,1.4214537885,0.5951177999999999
rpoB__rpoBE546V_lb__1,1.6998403543,0.71085488
rpoB__rpoBE546V_lb__2,1.8225086764,0.5406074740000001
rpoB__rpoBE546V_glc__1,0.9444459085,0.094019565
rpoB__rpoBE672K_glc__1,0.36413261890000004,-0.778336523
rpoB__rpoBE672K_glc__2,1.3535896075,-0.6324686890000001
rpoB__rpoBE672K_lb__1,0.6345724335,-0.541033061
rpoB__rpoBE672K_lb__2,0.8353601041000001,0.083225563
crp__wt_fru__1,0.7203254425000001,0.292976705
crp__wt_glyc__1,1.4997129101,0.23523273200000003
crp__wt_glyc__2,0.8561561307000001,0.335732745
crp__delar1_glyc__1,1.6968812991000002,0.46646514
crp__delar1_glyc__2,1.5756302952999999,0.632141073
crp__delar1ar2_glyc__1,0.1472442923,-0.278652879
crp__delar1ar2_glyc__2,0.2921537059,-0.135319711
crp__delar1ar2_glyc__3,0.0702771197,-0.164787855
crp__delar2_glyc__1,2.2293360624,-0.317815675
crp__delar2_glyc__2,2.8475476359,-0.22896412900000002
crp__delar2_glyc__3,2.3022727148,-0.14985921600000002
crp__delcrp_fru__1,-0.4471510245,-0.154457059
crp__delcrp_fru__2,0.0718548472,-0.287569077
crp__delcrp_fru__3,-0.2795848803,0.010061475
crp__delcrp_glc__1,-0.2233945504,-0.205022916
crp__delcrp_glc__2,0.2349647867,-0.462000295
crp__delcrp_glc__3,-0.2290769793,-0.23102470800000002
crp__delcrp_glyc__1,-0.0912297558,-0.33185952300000005
crp__delcrp_glyc__2,-0.0287863618,-0.421288402
crp__delcrp_glyc__3,0.0817850912,-0.315400352
glu__glu_ale3__1,2.4181896464,0.623059333
glu__glu_ale4__1,1.3169850804,-0.111299558
glu__glu_ale5__1,0.9787895156,-0.40518708400000003
glu__glu_ale6__1,1.6914831504999999,-0.430757614
glu__glu_ale8__1,2.4711554328,0.6016703130000001
glu__glu_ale9__1,1.5091527311,0.23758930500000003
glu__glu_ale10__1,1.2385944751,0.297967478
42c__wt_42c__1,1.7329684841000002,0.205538262
42c__42c_ale1__1,3.5299246151,0.7961665320000001
42c__42c_ale2__1,1.4927110139,0.163862019
42c__42c_ale3__1,1.2130790963,0.111884195
42c__42c_ale4__1,1.7255764649,0.40148541200000004
42c__42c_ale5__1,0.5434862069,-0.19725435200000002
42c__42c_ale6__1,2.5838190882000003,0.065044081
42c__42c_ale8__1,1.778305845,0.586969179
42c__42c_ale9__1,1.2113561819,0.17288087700000002
42c__42c_ale10__1,1.4835780979,0.717319777
ssw__wt_ac__1,1.1954452462,0.360508365
ssw__wt_glc__1,0.5094251138,-1.5153899929999999
ssw__wt_glyc__1,1.0370719541,-0.6365071440000001
ssw__wt_xyl__1,-0.9812577733000001,-1.1617190640000001
ssw__glc_ale1__1,3.7790473859000002,0.8447466770000001
ssw__glc_ale2__1,1.8920781975,0.506120081
ssw__glc_ale3__1,0.4215999776,0.07645365600000001
ssw__glyc_ale1__1,2.2043982421,0.432651436
ssw__glyc_ale2__1,0.5746040355,0.032830684
ssw__xyl_ale1__1,3.2224635472,0.732119147
ssw__xyl_ale2__1,2.0419940699,0.6563828930000001
ssw__xyl_ale3__1,2.6375992408,0.277493405
ssw__glc_ac_ac2__1,1.1907465382,-0.33979604700000005
ssw__glc_ac_glc1__1,1.9630367953,0.23413177300000002
ssw__glc_glyc_glc__1,1.4904377392,0.09712894700000001
ssw__glc_glyc_glyc__1,2.7944890928,0.663565207
ssw__glc_xyl_glc__1,0.41797554000000003,0.34411220800000003
ssw__glc_xyl_xyl__1,1.4540222445,0.091433807
ica__wt_glc__1,1.1738287649,-0.37399110300000005
ica__wt_glc__2,0.9429253057,-0.320939959
ica__wt_glc__3,0.21867522220000002,-0.15547734900000001
ica__wt_glc__4,0.1583641285,-0.20754666600000002
ica__arg_sbt__1,4.4722105203,-0.252947217
ica__arg_sbt__2,2.0515548013,-0.28331325
ica__cytd_rib__1,4.3178939467,1.177882488
ica__cytd_rib__2,5.0064402325,1.037950709
ica__gth__1,-0.284389012,-1.40746444
ica__gth__2,0.2005007237,-1.51214235
ica__leu_glcr__1,1.04759907,-0.6557696510000001
ica__leu_glcr__2,0.9388635402000001,-0.71255904
ica__met_glc__1,1.2884974127,-0.47849114800000003
ica__met_glc__2,0.5286916288,-0.30009822
ica__no3_anaero__1,-0.6540642113,-0.540454878
ica__no3_anaero__2,-0.440246982,-0.38122791100000003
ica__phe_acgam__1,0.7795771506,-0.19129135500000002
ica__phe_acgam__2,0.9173756441,-0.468496497
ica__thm_gal__1,2.6165132882,0.299948506
ica__thm_gal__2,3.092766137,0.271190951
ica__tyr_glcn__1,0.220536792,-0.36567001
ica__tyr_glcn__2,0.7619335066,-0.44130088900000003
ica__ura_pyr__1,0.7373270973,-0.117110826
ica__ura_pyr__2,1.2859117953,0.111295477
ica__wt_glc__5,0.5490538347,0.055046937000000004
ica__wt_glc__6,0.5316834413,-0.12658106700000002
ica__bw_delpurR_cytd__1,0.5407415205,-0.252821654
ica__bw_delpurR_cytd__2,0.054054345000000004,0.400371234
ica__ade_glc__1,0.2104492413,0.209299008
ica__ade_glc__2,0.9022375436000001,-0.574802761
ytf__wt_glc__1,0.6320365328,-0.059161046
ytf__wt_glc__2,1.255056164,0.40745481600000005
ytf__delyafC__1,2.3476260504,0.313438262
ytf__delyafC__2,1.9156192738,0.42204858
ytf__delyeiE__1,1.0818256674,0.44973747300000005
ytf__delyeiE__2,1.4894289077,0.19070541600000002
ytf__delyiaJ__1,2.2399587253,0.195041288
ytf__delyiaJ__2,1.6091421151,0.25753126600000004
ytf__delyieP__1,1.8936115208,0.46354303500000005
ytf__delyieP__2,1.175168971,0.23283968
ytf__wt_ph5__1,0.0026167669000000003,-0.079517971
ytf__wt_ph5__2,-0.1398449488,-0.055945279
ytf__wt_ph8__1,0.5350379484000001,-0.17561622400000002
ytf__wt_ph8__2,1.3994642061,-0.327989228
ytf__delybaO__1,2.6870916164,0.604956331
ytf__delybaO__2,2.6288174815,0.8041929999999999
ytf__delybaQ__1,0.0619539215,-0.217080133
ytf__delybaQ__2,0.565875423,-0.11957094300000001
ytf__delybiH__1,1.4034441329,-0.077806098
ytf__delybiH__2,2.1948213151,0.535816649
ytf__delydcI_ph5__1,-1.0118353286,-0.28485783200000003
ytf__delydcI_ph5__2,-0.3352128461,-0.376731519
ytf__delydcI_ph8__1,0.060791305100000005,-0.082767951
ytf__delydcI_ph8__2,0.6192983727,-0.29154960900000004
ytf__delyddM__1,0.3811510075,-0.02876519
ytf__delyddM__2,0.2241300153,0.08352849500000001
ytf__delyheO__1,3.0392335224,0.46463475400000004
ytf__delyheO__2,2.702568341,0.524885201
fps__bw_glc__1,0.11769582960000001,0.009261801
fps__bw_glc__2,-0.5154493518000001,-0.232096664
fps__fps_thrA_ale1__1,0.4088880185,-0.103587839
fps__fps_thrA_ale1__2,1.0339639592,-0.393007543
fps__fps_thrA_ale2__1,0.8562148020000001,-0.224700541
fps__fps_thrA_ale2__2,0.869486199,-0.105755288
fps__fps_serB_ale1__1,0.7118786173,-0.23065109
fps__fps_serB_ale1__2,0.35357871360000004,-0.165816867
fps__fps_serB_ale4__1,-0.2519888964,-0.48714726
fps__fps_serB_ale4__2,0.07522859280000001,-0.48485568900000003
fps__fps_ptsI_ale1__1,1.7013127913,0.32257368000000003
fps__fps_ptsI_ale1__2,2.2640852063,0.368531594
fps__fps_ptsI_ale3__1,2.1142948241,0.207150042
fps__fps_ptsI_ale3__2,1.4251443852,0.110026098
pal__lyx_ale2_f6__1,31.5412728758,4.897041648
pal__lyx_ale2__1,30.6753604924,4.424869618
pal__lyx_ale2__2,30.76923413,4.408543768
pal__lyx_ale4__1,32.00196625,4.551177438
pal__lyx_ale4__2,31.9620824508,4.485553278
pal__5drib_ale10_f18__1,2.3861589879,1.503521898
pal__5drib_ale10_f18__2,2.2073440467,1.190568489
pal__5drib_ale10__1,2.6598365595,1.398513918
pal__arab_ale14_f9__1,1.7960373306,0.24966776100000002
pal__arab_ale14_f9__2,1.1189109811,0.189516283
pal__arab_ale14__1,2.3684698251,0.46552037700000004
pal__arab_ale14__2,2.2057626023,0.513942121
pal__arab_ale16__1,1.8222686503,0.467840409
pal__arab_ale16__2,2.1724557095,0.6325101280000001
pal__tartr_ale26_f10__1,1.0022378072,0.798835446
pal__tartr_ale26_f10__2,1.1188994372,0.847161538
pal__tartr_ale26__1,1.8404132171,0.795907806
pal__tartr_ale26__2,2.0690193107,0.609845449
pal__tartr_ale28_f10__1,2.551748293,0.471319845
pal__tartr_ale28_f10__2,1.473238167,0.683866545
pal__tartr_ale28__1,1.1021601629,0.5398578620000001
pal__tartr_ale28__2,0.8457853006,0.638421464
efeU__delmenFentC_citr__1,1.250620883,-0.258739113
efeU__delmenFentC_citr__2,0.7663951348,-0.365302793
efeU__delmenFentC__1,0.61578405,-0.28077169500000004
efeU__delmenFentC__2,0.6877461922,-0.29521310100000003
efeU__menFentC_ale39__1,2.8052150519,0.7346635460000001
efeU__menFentC_ale39__2,3.0143552551,0.67123453
efeU__menFentC_ale29__1,2.3866157029,0.006526461000000001
efeU__menFentC_ale29__2,3.6047614171999998,0.050746101
efeU__menFentC_ale30__1,3.58184633,-0.041119409
efeU__menFentC_ale30__2,2.3339882228,-0.180139467
efeU__menFentCubiC_ale36__1,0.1736743051,0.051015599
efeU__menFentCubiC_ale36__2,0.4460616584,-0.059448047000000004
efeU__menFentCubiC_ale37__1,-0.21051574580000001,-0.241007136
efeU__menFentCubiC_ale37__2,-0.1583866112,-0.22108814400000001
efeU__menFentCubiC_ale38__1,1.2499720906,0.11324653300000001
efeU__menFentCubiC_ale38__2,1.4333607989,0.080846131
misc2__salc_glc__1,-0.3966000886,-0.5870225530000001
misc2__salc_glc__2,-0.5996908947,-0.388707899
misc2__dbcn_glc__1,-0.5588724740000001,-0.84584369
misc2__dbcn_glc__2,-0.4771000885,-0.227469995
misc2__tyr_glc__1,0.23292794700000002,0.018501539
misc2__tyr_glc__2,0.7718926703000001,0.15564360200000002
misc2__arg_cytd__1,0.9855666841,-0.15928662300000002
misc2__arg_cytd__2,0.4663078829,0.067548864
misc2__delyheO_pyr__1,2.0936892989,0.24056922800000002
misc2__delyheO_pyr__2,2.4926168864,0.227678813
nquinone__delubiC__1,1.1040822188,-0.157400261
nquinone__delubiC__2,0.4208853319,-0.21597222100000002
nquinone__ubiC_ale1__1,0.9899841357,-0.017824241
nquinone__ubiC_ale1__2,0.9712071997,0.016246262
nquinone__ubiC_ale2__1,1.104271982,-0.132265994
nquinone__ubiC_ale2__2,0.6866819768,-0.261665
nquinone__ubiC_ale3__1,1.2243880317,-0.45273842500000006
nquinone__ubiC_ale3__2,1.1835132087,-0.628377984
nquinone__ubiC_ale4__1,0.4383141116,-0.268625059
nquinone__ubiC_ale4__2,1.2698380553,-0.03341596
nquinone__delpdhR__1,1.1065115066,-0.30129999100000004
nquinone__delpdhR__2,1.1153511678,-0.21538093300000002
quinone__glu_ale4__1,1.7347748611,-0.10093930500000001
quinone__glu_ale4__2,2.5294745231,0.20640677500000001
quinone__delmenF__1,0.9057820553,0.020306655
quinone__delmenF__2,1.0549410143,-0.20858242500000002
quinone__menF_ale5__1,1.7866264589,0.407276635
quinone__menF_ale5__2,2.4302605978000003,0.067978275
quinone__menF_ale6__1,3.6032489311,0.34631879600000004
quinone__menF_ale6__2,2.0086440118,0.34229597500000003
quinone__menF_ale7__1,4.2434286536,0.5520181150000001
quinone__menF_ale7__2,4.0834244396,0.687804376
quinone__menF_ale8__1,3.7989831382,0.788593446
quinone__menF_ale8__2,3.1272846475,0.20873734700000002
quinone__delmenFubiC__1,-0.14339045220000002,0.034592971
quinone__delmenFubiC__2,0.4886848084,-0.203722975
quinone__menFubiC_ale1__1,2.1654368434,-0.075244453
quinone__menFubiC_ale1__2,2.0275995153,-0.36843659500000003
quinone__menFubiC_ale2__1,1.9226198963,-0.12243508400000001
quinone__menFubiC_ale2__2,1.3693341486000001,-0.37800877800000005
quinone__menFubiC_ale3__1,0.9446227879,-0.079193541
quinone__menFubiC_ale3__2,1.6389670815000001,-0.26490847700000003
quinone__menFubiC_ale4__1,1.9041216074,0.42695454600000005
quinone__menFubiC_ale4__2,1.9318857855,0.43853279700000003
oxyR__wt_glc__1,0.9696386880000001,0.08569668400000001
oxyR__wt_glc__2,1.0847856042,0.1840706
oxyR__wt_h2o2__1,0.4851788904,-0.013160466000000001
oxyR__wt_h2o2__2,0.8207263456,0.02355101
oxyR__glu_ale4__1,1.9190849872,0.430112822
oxyR__glu_ale4__2,2.1818419609,0.455846446
oxyR__glu_ale4_h2o2__1,1.959133935,0.572821208
oxyR__glu_ale4_h2o2__2,1.2253286771,0.38720471100000003
oxyR__oxyR_ale17__1,1.9639831643,0.062871442
oxyR__oxyR_ale17__2,1.8383936429,0.14747185000000002
oxyR__oxyR_ale17_h2o2__1,2.3548931159,0.23018317400000002
oxyR__oxyR_ale17_h2o2__2,1.7808713302,0.133058811
oxyR__oxyR_ale18__1,0.9618551340000001,-0.143793668
oxyR__oxyR_ale18__2,1.0552317785,0.01328091
oxyR__oxyR_ale18_h2o2__1,1.7255088038,0.058952497000000006
oxyR__oxyR_ale18_h2o2__2,1.6600452256,0.11333697000000001
oxyR__oxyR_ale19__1,1.2004788356,0.042633427
oxyR__oxyR_ale19__2,1.3869661759,0.015566133000000001
oxyR__oxyR_ale19_h2o2__1,1.0816066031,-0.04016294
oxyR__oxyR_ale19_h2o2__2,0.7332248801,-0.048410782000000006
oxyR__oxyR_ale20__1,1.7220248921999999,-0.14163830300000002
oxyR__oxyR_ale20__2,1.2210096232,-0.40268258700000004
oxyR__oxyR_ale20_h2o2__1,1.4535119608,0.036142935
oxyR__oxyR_ale20_h2o2__2,1.7648951367999999,0.11612794400000001
svns_pgi__BmePgi24_15__1,1.0871555077,0.05880809
svns_pgi__BmePgi24_15__2,0.4374210288,0.090113236
svns_pgi__BmePgi24_26__1,1.4515944781,0.21806808800000002
svns_pgi__BmePgi24_26__2,1.438027459,0.22309636100000002
svns_pgi__BmePgi24_41__1,1.7482493252,0.486930173
svns_pgi__BmePgi24_41__2,1.7563199002,0.24066173000000002
svns_pgi__BmePgi24_52__1,1.9207839754,0.022743413
svns_pgi__BmePgi24_52__2,1.8814307633,0.16374132500000002
svns_pgi__PaePgi2_34__1,0.5651476934,0.23822748800000002
svns_pgi__PaePgi2_34__2,0.6547554112,0.21248027900000002
svns_pgi__PaePgi2_63__1,1.4608847097,0.182617091
svns_pgi__PaePgi2_63__2,1.0536016818,0.325766698
svns_pgi__PaePgi24_54__1,1.2491744321,0.332814512
svns_pgi__PaePgi24_54__2,0.8255889820000001,0.301827869
svns_pgi__PaePgi24_90__1,0.933738947,0.146432124
svns_pgi__PaePgi24_90__2,1.4014847076999999,0.40087439300000005
abx_media__m9_ctrl__1,-0.3962801207,-0.9707344790000001
abx_media__m9_ctrl__2,-1.2028121307,-1.040983986
abx_media__rpmi_ctrl__1,0.0040371362,-0.254930835
abx_media__rpmi_ctrl__2,-0.3984738962,0.0932779
abx_media__camhb_ctrl__1,1.0078657106,-1.408669819
abx_media__camhb_ctrl__2,0.5192749784,-1.090457173
abx_media__m9_mero__1,-0.9111950561000001,-1.4079249470000001
abx_media__m9_mero__2,-0.40838153520000003,-1.5516778900000001
abx_media__rpmi_mero__1,0.263425941,-0.911991392
abx_media__rpmi_mero__2,-0.5419094854000001,-0.554004051
abx_media__camhb_mero__1,1.5881874888,-2.090757818
abx_media__camhb_mero__2,1.8176389281,-2.176858884
abx_media__m9_trisulf__1,-1.2330690766,-1.849516843
abx_media__m9_trisulf__2,-1.0321546875,-1.546835253
abx_media__rpmi_trisulf__1,0.4770189581,-1.190523424
abx_media__rpmi_trisulf__2,0.6033644928,-1.150383191
abx_media__camhb_trisulf__1,0.2067278606,-1.122341
abx_media__camhb_trisulf__2,0.4980183402,-1.1409298620000001
abx_media__m9_cef__1,-0.5203716934,-1.088167543
abx_media__m9_cef__2,-0.4176687113,-1.255114437
abx_media__rpmi_cef__1,-0.1423292888,-0.927991344
abx_media__rpmi_cef__2,0.7134504204000001,-0.9582819100000001
abx_media__camhb_cef__1,0.0175167083,-1.068684896
abx_media__camhb_cef__2,0.2582640767,-1.013370022
abx_media__m9_cipro__1,-0.3703812674,-1.34375863
abx_media__m9_cipro__2,-0.6817649814,-1.280730706
abx_media__rpmi_cipro__1,0.9235882161000001,-0.866264012
abx_media__rpmi_cipro__2,1.1084809162,-0.48477395500000003
abx_media__camhb_cipro__1,0.148712607,-1.152552097
abx_media__camhb_cipro__2,0.5064406358,-1.4761187040000001
hot_tale__42c_ale3_30c__1,0.5816190159,-0.472796669
hot_tale__42c_ale3_30c__2,0.3663548495,-0.29654207600000004
hot_tale__42c_ale3_37c__1,0.43772477260000003,0.202928344
hot_tale__42c_ale3_37c__2,0.5757311577,0.180021453
hot_tale__42c_ale3_44c__1,2.9504292692,0.479054113
hot_tale__42c_ale3_44c__2,2.7399858355,0.5830668170000001
hot_tale__hot_ale3_mid_30c__1,0.5851805095,-0.469285985
hot_tale__hot_ale3_mid_30c__2,0.7774850599,-0.24217157600000003
hot_tale__hot_ale3_mid_37c__1,1.2393656032,0.027385220000000002
hot_tale__hot_ale3_mid_37c__2,0.6238000951,-0.027496615000000002
hot_tale__hot_ale3_mid_44c__1,3.1527115501,1.04913166
hot_tale__hot_ale3_mid_44c__2,3.0565784847,0.832354883
hot_tale__hot_ale3_30c__1,1.0996710021,-0.417097062
hot_tale__hot_ale3_30c__2,0.12311560090000001,-0.264902279
hot_tale__hot_ale3_37c__1,1.5584548355,0.1328221
hot_tale__hot_ale3_37c__2,1.6786852615,0.093530215
hot_tale__hot_ale3_44c__1,3.0851495576,0.8127255600000001
hot_tale__hot_ale3_44c__2,2.7415098499,0.660783232
hot_tale__hot_ale4_30c__1,-0.9322254831000001,-0.51388058
hot_tale__hot_ale4_30c__2,-0.6632794369,-0.36685916100000004
hot_tale__hot_ale4_37c__1,1.1111560708,0.039081285
hot_tale__hot_ale4_37c__2,0.2201990999,-0.110528924
hot_tale__hot_ale4_44c__1,1.7867541872000001,0.442754923
hot_tale__hot_ale4_44c__2,1.5417827307,0.74185093
hot_tale__hot_ale8_30c__1,1.3089919492,-0.462841312
hot_tale__hot_ale8_30c__2,0.8514646541,-0.268378408
hot_tale__hot_ale8_37c__1,1.7205599017000002,-0.05873017
hot_tale__hot_ale8_37c__2,1.2486029041,-0.026710035
hot_tale__hot_ale8_44c__1,2.7981053734,0.942769497
hot_tale__hot_ale8_44c__2,2.5273901368000002,0.879372424
hot_tale__hot_ale9_mid_30c__1,0.3029496097,-0.479819608
hot_tale__hot_ale9_mid_30c__2,0.3058044062,-0.23488644400000003
hot_tale__hot_ale9_30c__1,-0.12811696720000001,-0.623661122
hot_tale__hot_ale9_30c__2,-0.0483494498,-0.356069582
hot_tale__hot_ale9_mid_37c__1,1.3352861775,-0.051524287
hot_tale__hot_ale9_mid_37c__2,0.33379196450000004,0.10753519600000001
hot_tale__hot_ale9_37c__1,0.9016363657,-0.06375397000000001
hot_tale__hot_ale9_37c__2,0.9984867150000001,-0.080640344
hot_tale__hot_ale9_mid_44c__1,2.42802747,0.584739907
hot_tale__hot_ale9_mid_44c__2,2.9982168564,0.7362703850000001
hot_tale__hot_ale9_44c__1,2.0834986002,0.747076052
hot_tale__hot_ale9_44c__2,2.2588375762,0.752783324
hot_tale__hot_ale10_30c__1,-0.2867075542,-0.315947552
hot_tale__hot_ale10_30c__2,-0.0744376091,-0.21361331500000003
hot_tale__hot_ale10_37c__1,0.6304000859000001,0.076225765
hot_tale__hot_ale10_37c__2,1.4133074318,0.02340221
hot_tale__hot_ale10_44c__1,3.7828670518000003,0.7170396280000001
hot_tale__hot_ale10_44c__2,4.0396454241,0.9610769750000001
hot_tale__hot_ale16_30c__1,0.4065552202,-0.356139813
hot_tale__hot_ale16_30c__2,-0.0812641147,-0.526611562
hot_tale__hot_ale16_37c__1,0.6288370036,0.020527987
hot_tale__hot_ale16_37c__2,1.0024325201,-0.13242447400000001
hot_tale__hot_ale16_44c__1,2.8319382386000003,0.953380545
hot_tale__hot_ale16_44c__2,1.8501607455,1.079247481
