,A,tfb3
GDGT:80_1.6_log:2,2.7040481017082616,-0.6422625679140257
GDGT:65_2.4_stat:1,3.3152445991675688,0.9143761274061608
GDGT:80_2.4_log:3,1.3487947405263163,-0.2842320989910423
GDGT:80_3.5_stat:3,2.2060575898079784,0.2435746071897125
GDGT:65_2.4_log:1,3.329183084659732,0.3423098477213039
GDGT:65_2.4_log:2,5.412047661940887,0.8686629100856829
GDGT:80_3.5_log:1,4.757886921757792,0.4321823995638194
GDGT:65_2.4_stat:2,2.7798837064304105,0.32040459285693235
GDGT:65_2.4_log:3,3.6203710342656144,0.3653830840705483
GDGT:65_1.6_log:1,7.960449652874871,1.3293831887834828
GDGT:65_2.4_stat:3,1.7919059256113339,0.7911046185822244
GDGT:75_2.4_log:3,-0.6505758053331298,0.09727699867162354
GDGT:80_3.5_log:2,1.5641443478998278,-0.6424118213995573
GDGT:80_3.5_log:3,1.282571141992081,-0.32084999289987337
GDGT:65_1.6_log:2,6.134211245218105,0.9746359787191105
GDGT:65_1.6_log:3,5.776976858147938,0.6832880655311335
NutLim:t0:1,1.65853107573089,0.5518468847774942
NutLim:t0:2,-1.6585310757308829,-0.5518468847774942
NutLim:t05:1,4.323765076667547,1.2800423959414509
NutLim:t05:2,0.21844461302142384,0.4542796975770331
NutLim:t05:3,1.7552317810677736,0.4911830550330594
NutLim:t1:1,6.406447874844584,1.16964677857064
NutLim:t1:2,2.573787803002507,0.5630160105095987
NutLim:t1:3,3.396471303392638,0.7918757917700185
NutLim:t15:1,6.586799026516316,1.256988828924956
NutLim:t15:2,3.9055175584023063,0.4416042158931495
NutLim:t15:3,4.868186048870947,0.7024149332005534
NutLim:t2:1,6.474005113497785,1.2421914264824665
NutLim:t2:2,4.552957643084183,0.4362164020038177
NutLim:t2:3,6.028789667091424,0.901936258114838
NutLim:t4:1,6.07039027361852,0.4780387074758154
NutLim:t4:2,6.315517312092675,0.4810554122975175
UV_irr:wt0:1,0.11128585662404504,0.010545589130952493
UV_irr:wt0:2,-0.5604899303567197,0.08051346232606704
UV_irr:wt0:3,0.4492040737326773,-0.09105905145701776
UV_irr:wt1:1,1.2416363987578092,2.128323300040724
UV_irr:wt1:2,2.4368400720835584,2.492125192876644
UV_irr:wt1:3,3.980576524383957,2.468073455461223
UV_irr:wt2:1,12.065363476796188,3.2782152657155645
UV_irr:wt2:2,14.46095731479885,3.6080288634530167
UV_irr:wt2:3,14.849853551482255,3.533532258183905
UV_irr:mut0:1,-14.091622844946945,0.1367222269128341
UV_irr:mut0:2,-14.733793520914512,0.08829844313600876
UV_irr:mut0:3,-13.504213640608949,0.06370660646916271
UV_irr:mut1:1,-14.469461366983692,-0.02540158646121693
UV_irr:mut1:2,-14.1180065284914,0.07046527848168793
UV_irr:mut1:3,-13.714807851732669,-0.06966886913167336
UV_irr:mut2:1,-14.146338194009536,0.9532987933513386
UV_irr:mut2:2,-14.714643793171904,0.6904425301773705
UV_irr:mut2:3,-13.991763504836536,0.4160604854870424
YtrA:overexpr:1,1.7041218978968995,0.9183342874424404
YtrA:overexpr:2,0.23917954173288425,0.5842051384927442
YtrA:overexpr:3,-0.7346689346915771,0.6189855268430522
YtrA:wt:1,-0.3762059175883133,-0.2812389122840484
YtrA:wt:2,0.03096491690562578,-0.07833282643146687
YtrA:wt:3,0.3452410006826828,0.3595717387155153
