,A,gcvA
minspan__wt_glc__1,-4.35353281998,5.665701911072731
minspan__wt_glc__2,-3.8617293357599998,6.191659600599491
minspan__wt_glc__3,-3.88979883484,5.88653710462621
minspan__wt_glc__4,-4.7778090265,6.13462693694785
minspan__wt_glc_anaero__1,-4.19279987656,6.33235586857057
minspan__wt_glc_anaero__2,-3.88595519136,6.491953305410969
minspan__wt_trp__1,-2.1294204308099998,6.0980314387057994
minspan__bw_delcra_glc__1,-3.16073088601,6.259894049821651
minspan__bw_delcra_glc__2,-3.58359441369,6.11165567812305
minspan__bw_delcra_trp__1,0.756199139975,6.18627801427452
minspan__bw_delmntr__1,-2.69649246923,6.087945626422241
minspan__bw_delnac_ade__1,5.15235917628,5.75666742853162
minspan__bw_delnac_glc__1,-5.343151606369999,6.14638062087265
cra_crp__wt_ac__1,-3.22191214226,6.4665348921034305
cra_crp__wt_ac__2,-3.5738433225099997,6.39641088369601
cra_crp__wt_fru__1,-2.14529550628,6.53407152184081
cra_crp__wt_fru__2,-2.08029376417,6.55036422293908
cra_crp__delcra_ac__1,-2.4090570980900003,5.6532772811025
cra_crp__delcra_ac__2,-2.1168235803,5.7116971946896795
cra_crp__delcra_fru__1,-2.9490475419,6.023544549767081
cra_crp__delcra_fru__2,-3.31913042395,5.94786786899904
cra_crp__delcra_glc__1,0.621105514102,5.44510969627829
cra_crp__delcra_glc__2,0.192585001939,5.4953878921356605
rpoB__wt_031__1,-1.7004125195,5.42442220318191
rpoB__wt_044__1,-0.23356875119399997,5.7129990556125705
rpoB__wt_lb__1,5.53199053969,5.434008810604791
rpoB__wt_lb__2,5.3781919483200005,5.27246178448846
rpoB__rpoBE546V_031__1,-3.0802217535,5.81476307280791
rpoB__rpoBE546V_044__1,-4.199849635880001,5.91612556464124
rpoB__rpoBE546V_lb__1,3.17081164791,5.51331885452924
rpoB__rpoBE546V_lb__2,3.4420470044,5.347847427487769
rpoB__rpoBE546V_glc__1,-0.45621300173699997,5.590584707238519
rpoB__rpoBE672K_glc__1,0.8356613148980001,5.61670458368914
rpoB__rpoBE672K_glc__2,0.327746156121,5.639722111753241
rpoB__rpoBE672K_lb__1,2.8276534355000003,5.6483207707860705
rpoB__rpoBE672K_lb__2,3.0762547213599998,5.649900810129349
crp__wt_fru__1,-1.1902004311399998,5.832539716494289
crp__wt_glyc__1,-0.7818432369320001,5.7124931972916695
crp__wt_glyc__2,-0.556849284406,5.72056374485451
crp__delar1_glyc__1,0.132716332263,6.68156464446353
crp__delar1_glyc__2,-1.21921043086,6.78995304131871
crp__delar1ar2_glyc__1,-0.876338418814,6.037208589093139
crp__delar1ar2_glyc__2,-0.6985887591429999,6.10692414630967
crp__delar1ar2_glyc__3,-0.914491296592,6.13358883678864
crp__delar2_glyc__1,-3.43504473881,5.9823941962701905
crp__delar2_glyc__2,-4.61269594005,6.01453184097092
crp__delar2_glyc__3,-4.20802346005,6.35916429693385
crp__delcrp_fru__1,-4.476966684680001,6.4560794876645895
crp__delcrp_fru__2,-4.76932785219,6.278703910219151
crp__delcrp_fru__3,-4.41616520102,6.559110692929469
crp__delcrp_glc__1,-1.69672868329,5.89631965955246
crp__delcrp_glc__2,-1.64809195186,6.24321741223428
crp__delcrp_glc__3,-1.8470877582299998,6.13632978258605
crp__delcrp_glyc__1,-1.0770174864700002,5.94330829741256
crp__delcrp_glyc__2,-1.31749615582,6.3608920579512205
crp__delcrp_glyc__3,-1.4879541548800002,6.20295766881938
glu__glu_ale3__1,2.22064700518,6.077973297014751
glu__glu_ale4__1,1.7609461998700002,6.072224865270241
glu__glu_ale5__1,0.979002713623,5.79667280529117
glu__glu_ale6__1,1.0270960944399998,5.47799309780761
glu__glu_ale8__1,1.79252562132,6.28034618447372
glu__glu_ale9__1,-4.31257433614,6.095663370515901
glu__glu_ale10__1,3.1068968855900003,5.99636104204129
42c__wt_42c__1,-1.2361518519299999,5.96784512768281
42c__42c_ale1__1,-4.57469901511,5.9653642528256
42c__42c_ale2__1,0.982453867588,6.54861170674517
42c__42c_ale3__1,-1.0263174801600001,5.70869429294198
42c__42c_ale4__1,1.1069787842399998,6.78169623171839
42c__42c_ale5__1,-3.11944780918,5.821627372749081
42c__42c_ale6__1,-2.2842145670900003,5.72814116613045
42c__42c_ale8__1,-7.748494706810001,6.7920762523610305
42c__42c_ale9__1,-0.854723338284,6.148350402268901
42c__42c_ale10__1,-0.504000754204,6.18568782012915
ssw__wt_ac__1,-3.17616541537,6.3380291055846
ssw__wt_glc__1,-6.18340100385,6.030145909138089
ssw__wt_glyc__1,-3.49377143671,6.48035870889686
ssw__wt_xyl__1,6.933082900930001,5.75141143658086
ssw__glc_ale1__1,-2.68009100692,6.47651396725687
ssw__glc_ale2__1,-2.7467660515099994,6.28941023080493
ssw__glc_ale3__1,-2.87439442357,6.345849180147019
ssw__glyc_ale1__1,-5.5194261103999995,6.55720118770594
ssw__glyc_ale2__1,-7.194284185660001,6.2314592294402695
ssw__xyl_ale1__1,-6.144257044419999,6.549948684924001
ssw__xyl_ale2__1,-2.67070956158,6.4615511417830005
ssw__xyl_ale3__1,-2.18626835991,6.43879692744348
ssw__glc_ac_ac2__1,-5.520335748130001,6.125760442152241
ssw__glc_ac_glc1__1,-3.88478934189,6.32360613033269
ssw__glc_ac_glc2__1,-3.16061093311,5.70484021158103
ssw__glc_glyc_glc__1,-2.1266767512,6.02513241975662
ssw__glc_glyc_glyc__1,-5.24447785936,6.00354799940472
ssw__glc_xyl_glc__1,-3.6000073595199997,6.4385128862149905
ssw__glc_xyl_xyl__1,-4.90658556052,5.67315204280073
pgi__glu4_delpgi__1,-7.3968874438,6.28484901215617
pgi__pgi_ale1__1,-1.6837599191100001,5.97551831755509
pgi__pgi_ale2__1,-1.4073227944600002,5.89559879220469
pgi__pgi_ale3__1,0.0697912023342,5.7042531973110195
pgi__pgi_ale5__1,0.24292975527199998,6.04132028332942
pgi__pgi_ale6__1,1.4987287414200001,5.96375885350256
pgi__pgi_ale7__1,-0.134768762954,5.832251663420251
pgi__pgi_ale8__1,0.9617280209639999,6.0143213934906194
ica__wt_glc__1,2.0549349390700002,6.187279920301781
ica__wt_glc__2,1.5110248122799999,6.058454209434191
ica__wt_glc__3,-1.67434859212,6.077020702370441
ica__wt_glc__4,-2.39070586208,6.367063033480361
ica__arg_sbt__1,0.46000428761100004,5.477284773150309
ica__arg_sbt__2,-0.35237865554,5.61089337671849
ica__cytd_rib__1,-6.13491459936,6.23080264705361
ica__cytd_rib__2,-5.9162770066,6.13686751416714
ica__gth__1,-1.11907195009,6.51553435289232
ica__gth__2,-0.780272665745,6.15258222903807
ica__leu_glcr__1,-0.77211400689,6.12044896701616
ica__leu_glcr__2,-0.6781323105060001,6.03119628116732
ica__met_glc__1,-2.50747387979,5.905605585633579
ica__met_glc__2,-1.0294854195799998,5.802234802668611
ica__no3_anaero__1,-2.9909641169200003,6.529647477068139
ica__no3_anaero__2,-3.39375999785,6.653252759796
ica__phe_acgam__1,-2.26006477053,6.0139905907322
ica__phe_acgam__2,-0.830857546149,5.91528428004887
ica__thm_gal__1,-5.588425130650001,6.080241585920531
ica__thm_gal__2,-5.20376539629,6.146909378826559
ica__tyr_glcn__1,-2.15124863443,5.94093154503494
ica__tyr_glcn__2,-2.37947453953,6.00909952111681
ica__ura_pyr__1,-3.3848864079900003,6.41468917202991
ica__ura_pyr__2,-3.6501801524400004,6.1829566089970305
ica__wt_glc__5,-4.50719084151,6.23515580560063
ica__wt_glc__6,-4.88495193542,6.17727187655547
ica__bw_delpurR_cytd__1,-1.2743179815299999,6.06559322745785
ica__bw_delpurR_cytd__2,-0.782831435812,6.1964788897858
ica__ade_glc__1,-6.14313844051,6.49554118795996
ica__ade_glc__2,-6.511670323680001,6.54046372986395
ytf__wt_glc__1,0.672180745511,6.55209092931252
ytf__wt_glc__2,-0.173912936609,6.735235720204249
ytf__delyafC__1,-4.27953699157,6.74559865823131
ytf__delyafC__2,-3.79967836727,6.763173433589361
ytf__delyeiE__1,-4.69148966607,6.852688931924419
ytf__delyeiE__2,-5.55470927591,6.51874484548795
ytf__delyiaJ__1,-4.7300159735500005,6.574607129429849
ytf__delyiaJ__2,-4.722107407609999,6.6643579368680195
ytf__delyieP__1,-3.76746896832,6.876887510104059
ytf__delyieP__2,-2.0499316702,6.77080165852534
ytf__wt_ph5__1,-0.8585281209160001,6.60340806238497
ytf__wt_ph5__2,-0.893795319356,6.701371438732259
ytf__wt_ph8__1,-0.8874341454520001,6.484818537775579
ytf__wt_ph8__2,-1.37778280149,6.3172996672833595
ytf__delybaO__1,-4.0168646163099995,6.58114989169201
ytf__delybaO__2,-3.20153896183,6.822490215261119
ytf__delybaQ__1,-0.671050180586,6.5401049777983
ytf__delybaQ__2,0.00490515849193,6.416837664099491
ytf__delybiH__1,-0.10716307139,6.60143077338816
ytf__delybiH__2,-1.8698480535599997,6.937395880676581
ytf__delydcI_ph5__1,-0.428968921011,6.3087601864630996
ytf__delydcI_ph5__2,-0.494408847328,6.46025866252272
ytf__delydcI_ph8__1,-1.99336829007,6.1975309334596504
ytf__delydcI_ph8__2,-1.31272325273,6.214659214182401
ytf__delyddM__1,-5.16860699505,6.64093839943264
ytf__delyddM__2,-4.76629259453,6.484039066471531
ytf__delyheO__1,-4.32749510254,6.64687883101285
ytf__delyheO__2,-4.00300001138,6.55889055376124
fps__bw_glc__1,-4.01687642617,6.57836158566633
fps__bw_glc__2,-5.64230087431,6.43501981559096
fps__fps_thrA_ale1__1,-3.71666781042,6.2846345923255305
fps__fps_thrA_ale1__2,-4.12330390106,6.4747213600924
fps__fps_thrA_ale2__1,-3.86295800583,6.570260006473191
fps__fps_thrA_ale2__2,-3.2827921980299997,6.40596676118486
fps__fps_serB_ale1__1,-4.87231725802,6.43032369199643
fps__fps_serB_ale1__2,-4.55066025926,6.42894851989967
fps__fps_serB_ale4__1,-4.41359245821,6.6124003276755
fps__fps_serB_ale4__2,-3.5572318217900003,6.78385606037221
fps__fps_ptsI_ale1__1,-4.12387065304,6.03920260164348
fps__fps_ptsI_ale1__2,-4.134373125880001,6.171165830494631
fps__fps_ptsI_ale3__1,-3.36510764554,6.2551830182426
fps__fps_ptsI_ale3__2,-3.32857856181,6.00540543320253
pal__lyx_ale2_f6__1,-4.11316228893,5.98453255688233
pal__lyx_ale2__1,-0.312167464809,5.613396047509849
pal__lyx_ale2__2,-0.526091452867,5.6566822358869695
pal__lyx_ale4__1,-0.312167464809,5.613396047509849
pal__lyx_ale4__2,-0.526091452867,5.6566822358869695
pal__5drib_ale10_f18__1,-4.1843798287,5.91010801957188
pal__5drib_ale10_f18__2,-3.9420437116199993,6.10028473106478
pal__5drib_ale10__1,-4.26645581109,5.97300558825285
pal__arab_ale14_f9__1,-2.3322992098,6.368909676505611
pal__arab_ale14_f9__2,-3.0070650217000003,6.431666149049589
pal__arab_ale14__1,-3.313736608,5.6078588388662505
pal__arab_ale14__2,-3.1694673578500003,6.0135977289377305
pal__arab_ale16__1,0.238894171723,6.30697999770936
pal__arab_ale16__2,-0.309460759047,6.28384618443439
pal__tartr_ale26_f10__1,-4.78005753078,5.58770992250316
pal__tartr_ale26_f10__2,-4.5978528578099995,5.97619090929167
pal__tartr_ale26__1,-4.56084089749,5.89800356476393
pal__tartr_ale26__2,-3.9133021454400003,5.63456371740232
pal__tartr_ale28_f10__1,-5.01745398503,6.12306441833984
pal__tartr_ale28_f10__2,-5.1621958798900005,6.243990535128809
pal__tartr_ale28__1,-4.05723199289,5.8724383475264
pal__tartr_ale28__2,-3.5522820916500004,5.989709564428701
efeU__delmenFentC_citr__1,0.532008294215,6.3614048987079
efeU__delmenFentC_citr__2,1.15518098722,6.558959738084839
efeU__delmenFentC__1,-3.73959800643,6.464647420579901
efeU__delmenFentC__2,-3.6473589651199996,6.508177052201621
efeU__menFentC_ale39__1,-5.052347586630001,5.8381793073963895
efeU__menFentC_ale39__2,-5.602883756030001,5.90565360338446
efeU__menFentC_ale29__1,-6.8515409182800004,5.5574919150192095
efeU__menFentC_ale29__2,-6.212395158780001,5.539185067057709
efeU__menFentC_ale30__1,-7.222444204460001,6.29733690550614
efeU__menFentC_ale30__2,-7.4526517099600005,6.11827487805522
efeU__menFentCubiC_ale36__1,-4.05576052668,6.358609585993559
efeU__menFentCubiC_ale36__2,-3.9868060378400005,6.34216383986469
efeU__menFentCubiC_ale37__1,-5.4908217307500005,6.290001493446599
efeU__menFentCubiC_ale37__2,-4.89369658874,6.42598575797786
efeU__menFentCubiC_ale38__1,-5.56081756298,6.48346995841974
efeU__menFentCubiC_ale38__2,-5.13733117511,6.28528697081486
