,A,TtdR,Fnr
SRX2391458,0.0817450636,-0.0023544985,0.2293302324
SRX2391459,0.8570892406,0.0011444872,0.21523521
SRX2391460,-0.2546835777,-0.059296769000000006,0.11560876120000001
SRX2391461,0.2499603112,0.09336345060000001,0.1209232236
SRX2391462,-0.1007774503,0.0316324921,0.19522726210000002
SRX2391463,1.1780484683,0.19061932180000002,0.1179972345
SRX2391464,0.880108769,0.0074982912,0.1502372341
SRX2391465,0.45128316760000003,-0.0719220733,0.14022645620000002
SRX2391466,0.1304574544,-0.0991633444,0.11782350750000001
SRX2391467,0.1148629079,0.034349000500000004,-0.014069373100000001
SRX2391468,1.9441433809,0.1759524951,-0.0315630531
SRX2391469,0.230668218,0.1254912659,-0.0141549879
SRX2391470,0.420123878,-0.5396526754000001,-0.1106713146
SRX2391471,1.174391564,-0.315932296,-0.2344536919
SRX2391472,1.6661027497,-0.1451451998,-0.0826404376
SRX2391473,0.6171242923,-0.3795708933,-0.0256008087
SRX2391474,-0.30963259800000004,-0.2429442225,0.0782023473
SRX2391475,1.9900373465,-0.4400995506,-0.061452792000000006
SRX2391476,2.4927050911,0.1397490428,-0.1692250595
SRX2391477,0.9937503667,-0.1788910203,-0.041461468200000004
SRX2391478,5.7067280118,1.039418301,-0.1137485844
SRX2391479,2.1088240013,0.07018144200000001,-0.0317671671
SRX2391480,1.2456422695,-0.8728168774,0.1322023543
SRX2391481,1.2374179746,-0.634203881,0.1073992975
SRX2391482,1.7909042041,-0.4386993187,0.1209936897
SRX2391483,0.4127476398,-0.0338946762,0.0865760295
SRX2391484,1.9721220097,0.2774481083,0.0869610324
SRX2391485,-0.28927835150000003,-0.0786237121,0.14327588460000001
SRX2391486,-0.3256593487,-0.3663257613,0.2261574416
SRX2391487,0.6686965426,0.2937000598,0.20080978970000002
SRX2391488,0.076292283,-0.28989462850000003,0.16720264440000002
SRX2391489,0.1582949685,-0.0004963755,0.105850789
SRX2391490,0.5010254632,0.0520966848,0.09419939840000001
SRX2391491,1.1530612433,0.052964691300000005,0.1618353592
SRX2391492,0.06574276280000001,-0.2519232719,0.16753480240000002
SRX2391493,1.0520124477,-0.0329402272,0.2065221516
SRX2391494,0.47333453810000004,-0.2573465458,0.16651981030000002
SRX2391495,-0.1148629079,-0.034349000500000004,0.014069373100000001
SRX2391496,-0.2953260783,-0.1331175622,0.0089584777
SRX2391497,-0.7720700954,-0.1153421201,-0.0235427967
SRX2391498,1.0825286249,-0.3717820166,-0.2587817019
SRX2391499,1.6731494292,-0.4931916322,-0.24644766410000002
SRX2391500,1.2872930358999999,-0.2513618445,-0.09211287180000001
SRX2391501,0.45979339900000005,-0.5218095227,0.017315400800000002
SRX2391502,-0.3035716959,-0.24697752790000002,0.10647242130000001
SRX2391503,2.4758781185,0.7768053838000001,-0.0916118039
SRX2391505,1.8462133687,-0.19074673450000001,-0.0331110313
SRX2391506,0.9306340827,0.0065612682,-0.0461462572
SRX2391507,1.8461655422,-0.0931833895,0.1472780603
SRX2391508,1.9253493472,0.0227809465,-0.0815733439
SRX2391510,1.5454059075000002,-0.6070597696000001,0.1628644928
SRX2391512,3.000801143,-0.5118901666,0.0778987927
SRX2391513,1.4613957574,-0.3243364058,0.0352389719
SRX2391514,0.5497649346,-0.6002927437000001,0.0666002566
SRX5632598,13.5386459641,2.5933174349,-0.21927705500000003
SRX5632599,7.7072190131,0.9274118083,0.0068389657000000005
SRX5632600,8.8308656653,2.1626597399,-0.39919583750000004
SRX5632601,9.663265966600001,1.9135118513,-0.15292812990000001
SRX5632602,10.8455421764,2.6314993179,-0.5413516662
SRX5632603,7.4626690922,1.8238624485,-0.5255719177
SRX5632604,10.4378049367,2.930889559,-0.4380107324
SRX5632605,11.5514156016,2.7390442236,-0.6924116879000001
SRX5632606,7.2016040311,0.9984509163,-0.023623925
SRX5632607,9.1065901547,1.0299734512,-0.2769247087
SRX5632608,-0.054825264000000005,-0.1543315646,0.022569228400000002
SRX5632609,0.6563621451,0.6302810421,-0.0149231714
SRX5632610,0.2791210877,0.6287394281,-0.059067987700000005
SRX5632611,-0.6015368811,-0.4759494775,-0.007646057
SRX5632612,-0.5490039049000001,0.0933456538,-0.3998425611
SRX5632613,-0.6266356411,-0.487718766,-0.2961707172
SRX5632614,4.1405771147,-0.35532393770000004,-0.0197029371
SRX5632615,6.7603720358,-0.2570332895,-0.2057315476
ERX2874132,-2.1711198023,0.2936949786,0.0648785776
ERX2874133,-3.6572690774,0.5110602738,0.1318960147
ERX2874134,-1.2949136461,0.3343199544,-0.18930506100000002
ERX2874135,-0.8580920533,0.2798192608,0.048734282000000004
ERX2874136,-1.2773307367,0.4517815383,-0.1222527779
ERX2874137,0.11512011450000001,0.2607444138,0.2651479138
ERX2874138,-2.5301146053,-0.636303279,-0.18178306500000002
ERX2874139,-3.196704465,-0.10228201170000001,-0.0481881923
ERX2874140,0.4376672197,0.5787243795,0.0035004484000000003
ERX2874141,-0.4376672197,-0.5787243795,-0.0035004484000000003
ERX2874142,-3.8817303632,-0.20367016200000002,0.2884841145
ERX2874143,-4.8440523914,-0.3547371675,0.6061379563
ERX2874144,-2.5377535775,0.0614080074,-0.6059054221
ERX2874145,-2.9709555543,-0.173245943,-0.4301566023
ERX2874146,-1.5728801355000002,-0.24949741890000002,-0.2255559323
ERX2874147,-2.870695877,-0.1209110329,-0.1661942998
SRX1300292,-1.3066637264,-0.3308516184,0.0654297724
SRX1300293,1.3066637264,0.3308516184,-0.0654297724
SRX1300299,-0.61839074,-0.25478118510000003,0.0394489063
SRX1300300,-0.8156442850000001,-1.1044136415,0.2651847274
SRX1300304,2.4897379866,0.0963658423,-0.1274267449
SRX1300305,-0.4663852385,-0.4752880601,-0.0156335277
SRX1300306,-1.4254263063,-0.31734654370000004,-0.0681908374
SRX1300310,1.9356960509,0.0491883444,-0.3039509496
SRX1300311,0.8970520865,0.5692749393000001,-0.18626809560000002
SRX7291195,-1.5645016269,-0.2122385323,-0.0019092608000000001
SRX7291196,-1.6554025483,-0.0937500255,0.0184901467
SRX7291197,-1.4992049599000001,0.043090990700000005,0.0880267361
SRX7291198,0.152212295,0.2169169055,0.0063945471
SRX7291199,-0.0898655434,-0.2228118228,-0.0357761938
SRX7291200,-0.062346751500000006,0.0058949172000000005,0.0293816467
SRX7291201,-1.5953097522,0.0716599664,0.0098731567
SRX7291202,-1.6220837114000002,-0.0502169408,-0.1897870955
SRX7291203,-1.6547276078,0.057522310400000005,-0.0409235603
SRX7291204,0.014337512,-0.09877413310000001,-0.0254851513
SRX7291205,0.1678382414,-0.0047555674,0.0355440585
SRX7291206,0.3022610844,0.2053714935,0.0057575253
SRX2436955,-14.2922964741,-1.9462234561,-7.3552758056
SRX2436956,-5.0061889895,0.2427396934,0.7139563072
SRX2436957,-5.963570549,0.1918034247,0.9185294265
SRX2436958,-2.2060803694,0.8978459026000001,0.7798311562
SRX2436959,-3.5412667939,-0.2532514564,0.0845328856
SRX2436960,1.7142874698,0.9896279674,0.196271321
SRX2436961,0.6250756927000001,2.1612590368,-0.21254939720000002
SRX2436962,3.5753063772,1.9801242657,0.45666608210000004
SRX2436963,-0.5971980408,0.2252459309,0.0023046192
SRX2436964,1.210531599,2.1126256458,0.030882746500000002
SRX2436965,-17.9141284662,-0.277402586,0.9365946801
SRX2436966,1.9774693546000002,0.731138779,0.39447972600000003
SRX2436967,0.5378345415,2.6703757474,-0.2747681118
SRX2436969,-1.1996537703,0.8714405963,0.1197434681
SRX2436970,1.733484717,0.6758753787,0.4314267907
SRX2436971,0.7471643771,2.2786617123,-0.2345901954
SRX2437029,2.3489946316,1.7733272073,0.456708999
SRX2437030,-14.5137723396,-1.6652436735,-7.8525940196
SRX2437031,1.3244754823,-0.0328633689,0.2973060844
SRX2437032,0.6296594603,-0.38838777950000003,0.3124097697
SRX2437033,0.5190917816,-0.144964681,-0.1751172912
SRX2437034,-17.7634196662,-0.3810670933,0.9036193136
SRX2437035,-17.610114833,-1.3382270719,-7.5369515417
SRX2437036,-17.7932362956,-1.6793753195,-7.0361766568
SRX2437037,2.1949926285,2.2659093299,-0.0131986588
SRX2437038,3.2010775611,0.8747646864,0.1964461357
SRX2437039,0.3726122445,-0.28735467530000003,0.1707039968
SRX2437040,-17.5831409863,-1.4616250995,-7.7499151628
SRX2437041,-14.3296726816,-2.128975859,-7.0926670476
SRX2437042,1.3234317493,0.0610890543,-0.22741367480000002
SRX2437043,1.6490039255000002,1.9265607759,-0.0619256138
SRX2437044,1.168847887,-0.050953620500000005,-0.5844698577
SRX4705203,-2.6641680804,-0.9726894352000001,1.2617788521
SRX4705204,-0.0811390812,-0.976321392,0.013602002200000001
SRX4705205,0.7518832969,-1.0607474984,-0.011886655900000001
SRX4705206,0.744133653,-0.9433445098000001,0.0928465604
SRX4705207,-10.0906100825,-3.0106705324,1.4522089644
SRX4705208,-2.6197492093,-2.0105256283,1.4799556311
SRX4705209,-6.9519604873,-2.4596777798,1.2878835212
SRX4705210,-1.8225260067,-1.8955121038,0.5038059594000001
SRX4705211,-1.2652207225,-1.3818220860000001,0.360903352
SRX4705212,-1.8165997025,-1.5965200416,0.5015165093
SRX4705213,0.6048922448,0.06675641460000001,-0.2848580515
SRX4705214,0.5531698236,0.5317500819000001,-0.061697307900000005
SRX4705215,-0.4532194463,-0.21411690600000002,0.1678169173
SRX4705216,0.26797615680000003,0.0870146594,-0.3500729039
SRX4705217,-0.9490720894,-0.0591115506,0.2581440398
SRX4705218,-0.0237466895,-0.4122926992,0.2706673062
SRX4705219,-1.3310816648000001,-1.255014886,0.4075951256
SRX4705220,-1.444117786,-1.4660206991,0.4723477928
SRX4705221,-0.27375610370000003,-1.171604855,0.0966315491
SRX4705222,-0.8933782964,-1.5563120335,0.4559032226
SRX4705223,-2.4399616279,-0.4238213308,1.3849591353
SRX4705224,-2.339710266,-0.5839601601000001,1.4019401177
SRX4705225,-1.9115124224,-1.9928003082,0.032233089300000003
SRX4705226,-1.0981198695,-1.5752869225000001,-0.0453090219
SRX4705227,-0.12972401420000002,-1.6658139441,0.0014162464
SRX4705228,-0.2987658379,-0.8546225362000001,0.2852736966
SRX4705229,-0.3100009067,-1.1410937219,0.2818975743
SRX4705230,-2.1630173261,-1.2699331629000001,0.9043918405
SRX4705231,0.10271053470000001,-0.9714395093,0.2892210988
SRX4705232,-0.1125445307,-1.4769765697000001,0.2841031
SRX4705233,-5.9009815757,-1.2810502582,-0.4692650607
SRX4705234,0.8625259582,-0.6009101627,0.359532976
SRX4705235,-0.812994493,-1.9652147509,1.0300605526
SRX4705236,0.0702834685,-0.7983953564,0.06453909170000001
SRX4705237,-2.393941746,-2.048042149,1.0883072748
SRX4705238,-0.6478428326,-1.6381687082,0.9656259972000001
SRX2038319,-6.9050715978,-1.2253041058,0.1288576417
SRX2038320,0.6296302023,0.3589074559,-0.0383819357
SRX2038321,-6.3088641837,-0.6776433321,0.1318576497
SRX2038322,-0.7543683387,0.4690579278,0.019056687000000003
SRX2038323,0.0633411737,-0.2441422781,-0.0419896674
SRX2038324,-1.1356287509,0.1457832906,0.23862317660000001
SRX2038325,-2.4523768187,0.2194290686,0.1611058857
SRX2038326,-0.44288308600000004,0.20706576540000002,0.4581252995
SRX2038327,-5.0618011833,-1.2228508848,0.3172238424
SRX2038328,-5.0468326676,-1.2208760586,0.1383090976
SRX2038329,1.3165110035,0.2544337666,-0.3716839181
SRX2038330,-2.9053549902,-0.1194246444,-0.2415756215
SRX2038331,-3.7429690008,-0.4392183169,-0.15906388330000001
SRX2038332,-0.28386334220000004,0.7142226208,0.007812727200000001
SRX2038334,3.4110926482,2.3226683447,-0.12566082550000002
SRX2038335,5.9093938122,1.5081308478,0.0504878854
SRX2038336,2.599640477,1.5735545133,0.5392612067
SRX2038337,-6.7565304947,-1.3748528538,-0.1771450645
SRX2038338,0.9428377516,0.0367920554,-0.0641102801
SRX2038339,-3.386417356,-0.2176812031,0.4335230942
SRX2038340,5.3075060278,1.3565347437,-0.1511554798
SRX2038341,5.4604994333,1.7081531068,-0.0774772219
SRX2038342,3.6304344263,1.0303169631,-0.1502114202
SRX2038343,4.2382286527,1.9971596565,0.1315080696
SRX2038344,4.4211312776,1.8548901324,-0.0719380109
SRX2038345,0.0676517362,0.4064573332,0.12563758
SRX2038346,-2.2590692291,-0.4476675048,0.9592729955
SRX2038347,-3.7298211337,-1.032069831,0.8334966567000001
SRX2038348,-2.9294658343,-0.8583951807,1.0963381317
SRX2038349,2.1149236619,1.2791518697,-0.09922067500000001
SRX2038350,2.811710336,1.4542812937,-0.1683037611
SRX2038351,5.5257111315,1.9502598493,0.12045115120000001
SRX2038352,6.2479232156,2.5481254622,-0.10618114270000001
SRX2038353,5.4379422202,3.1664071983,-0.4606796238
SRX2038354,7.9429312435,2.9124222698,-0.2463820843
SRX2038355,4.6307318636,2.0808519474,0.3616560525
SRX2038356,7.4681298345,2.5578236381,-1.0284903831
SRX2038357,5.9622338462,1.1885120504,-0.0647473615
SRX2038358,2.5949326928,0.3455165664,-0.0761053958
SRX2038359,4.0277561131,0.9734891787000001,-0.09697300660000001
SRX2038360,6.1491405906,1.7915179731,-0.2615945059
SRX2038361,5.9563243182,1.7591481083,-0.162388314
SRX2038362,6.4114911653,2.1520722278,0.06995235600000001
SRX2038363,2.6893359005,1.1762170677000001,0.16927389210000002
SRX2038364,3.6144819653,1.9520637151,-0.21989089520000002
SRX2038365,-2.6304142293,-0.5697771605,0.8976741623000001
SRX2038366,-3.7615043151,-1.0939395991,0.7015805322
SRX2038367,-2.6174097042,-0.5977648285,0.8552512050000001
SRX2038368,-0.7287319378,0.0576521454,-0.3455777802
SRX2038369,5.7152470077,2.0468441994,-0.3496650475
SRX2038370,5.2978675779,1.7014520618,-0.3209950742
SRX2038371,-0.35082501250000003,0.20280690380000002,0.10337487640000001
SRX2038372,4.1289074995,2.1237841527,-0.1810282464
SRX2038373,6.4352534132,2.3913441926,-0.1042635281
SRX2038374,5.1001787215,1.8348334626,0.17177478340000002
SRX2038375,5.0654009934,1.7093701906,-0.3989806461
ERX530520,0.24260648310000002,0.37620314530000004,0.0
ERX530521,0.2133638234,0.0018220874000000001,0.1430180401
ERX530522,0.4955992086,-0.0045111079,0.0
ERX530523,0.3404013094,0.0667354554,0.0
ERX530524,-0.24260648310000002,-0.37620314530000004,0.0
ERX530525,0.1349743413,0.5316117061,0.1810243454
ERX530526,-0.0786833648,0.0673638568,0.0
ERX530527,0.0672237862,0.1521129606,0.3016847958
ERX3212443,0.8609151716000001,-0.1938052748,-0.5190136381
ERX3212444,-0.1558237773,-0.463811116,-0.3222420219
ERX3212445,-0.0336603332,-0.3777742636,-0.4530709885
ERX3212446,-1.0187135057,-1.0193633219,-0.2782649171
ERX3212447,0.7295869029000001,-0.0364055848,-0.2806686959
ERX3212448,0.6203238689,0.11131209980000001,-0.4037237883
ERX3212449,-0.28985136580000004,0.0841018224,-0.0037651177
ERX3212450,0.1654959967,0.12146018060000001,-0.0090358951
ERX3212451,0.12435536900000001,-0.20556200300000002,0.0128010128
ERX3212452,0.5701558408,0.0409341498,-0.093188196
ERX3212453,0.7409305496,0.1348550076,-0.0238553789
ERX3212454,-0.067853168,0.37523506090000003,-0.0313487078
SRX7478973,-0.3087105057,0.1392864041,0.0095465275
SRX7478974,0.12956720200000002,-0.0916261852,0.0232059397
SRX7478975,0.1791433036,-0.0476602189,-0.032752467300000004
SRX7478976,0.3359744853,0.4009962373,-0.15256787230000002
SRX7478977,0.5678984319,0.6589552028,-0.12441594560000001
SRX7478978,0.47979937310000004,-0.0953077906,-0.10435943240000001
SRX7478979,0.6255449105,0.190932451,-0.4254753164
SRX7478980,0.6518929404,0.11442063770000001,-0.3196076483
SRX7478981,0.6468952728,-0.2109822157,-0.3156598178
SRX7478982,0.4733398176,0.0432363209,-0.5449668212000001
SRX7478983,0.6523574272,-0.06681532180000001,-0.523218044
SRX7478984,0.635765444,0.1760654532,-0.5631612565
ERX1521038,-1.0569319124,1.3683173803,-1.8529613086
ERX1521039,2.2167751217,1.8035764621,4.4171410107
ERX1521040,-1.100982977,1.3586157582,-1.9114182228
ERX1521041,2.353111026,1.8781586887000001,4.1511978614
ERX1521042,-1.1660639266,-0.2348690645,-1.9114182228
ERX1521043,0.10580942060000001,-0.1779819172,1.5058805974
ERX1521044,-1.3016635802,-0.1254251901,-1.8065297164
ERX1521045,1.3016635802,0.1254251901,1.8065297164
SRX621182,-3.9731497176,0.4355709915,-1.6696986845000001
SRX621183,-4.7330042436,0.0852252892,-1.4652493593
SRX621184,0.7552771097000001,-0.1802471069,-0.35889479760000004
SRX621185,1.1539206418,-0.20647401410000002,-0.8014556473000001
SRX621188,-0.1102944874,0.3615477922,-0.8388314320000001
SRX621189,1.1413238668,-0.5720168523,-0.4152274681
SRX621190,-0.4005747398,0.1270276737,0.1043733763
SRX621191,0.4005747398,-0.1270276737,-0.1043733763
SRX621192,0.2767810121,-1.1293798095,-1.5472205910999999
SRX621193,0.1256641893,-0.8701885474000001,-1.5531352302
SRX6489436,-11.0183011774,-1.9691245388,-0.19100837710000002
SRX6489437,-13.199591595,-1.7894833237,0.7087330881
SRX6489438,-8.9462768512,-1.3837651816,0.34349852080000004
SRX6489439,-0.19153638080000002,-0.596183805,0.1536742525
SRX6489440,-1.0670493246,-1.2259612105,-0.0322767413
SRX6489441,1.2585857054,1.8221450155,-0.1213975112
SRX6489442,-1.7361015139,-1.2462932754,0.21202446060000002
SRX6489443,-6.2095477256,-1.7268232791,0.5987173526
SRX6489444,0.4179999991,1.4371493201,-0.1807484194
SRX6489445,-0.3429036225,-0.6411312021000001,0.1036303247
SRX6489446,-2.3312484981,-1.1348795933,0.0875729346
SRX6489447,0.2234930698,1.8818790043,-0.3900321698
SRX6489448,-5.5611689997,-0.9885758684,-0.5681724135
SRX6489449,-6.0868876272,-1.5036706267,0.019754427
SRX6489450,-12.061652615,-1.9074635135,0.27332833030000003
SRX6489451,1.0065131872,-0.31240639200000003,-0.0690832475
SRX6489452,-3.797454895,-1.4098798276,0.6704954660000001
SRX6489453,1.9314266371,1.5518878453,-0.2908193112
SRX6489454,0.1557159323,-0.3080937069,-0.2406689964
SRX6489455,-1.3969694045,-1.2273383042,0.14526903260000001
SRX6489456,1.2542416818,1.917523074,-0.21581755660000002
SRX6489457,-2.1667140697,-0.8419370821000001,0.5535835338
SRX6489458,-9.3772164005,-2.0534616058,1.2081234349
SRX6489459,-12.9042533656,-2.0213639272,0.8957372423000001
SRX6489460,-5.4245180733,-1.7546430524,0.6569229851
SRX6489461,-4.0805725041,-1.7331644144,0.6167569178
SRX6489462,-9.5646922155,-2.146110922,0.8316677062000001
SRX6489463,-10.1706538771,-2.4170272953,0.1999734554
SRX6489464,-10.3556271478,-2.2551412325,0.2197027038
SRX6489465,-12.0772666499,-2.136389713,0.25218964180000003
SRX6489466,-3.3277408501,-1.3371899097,0.5340236142
SRX6489467,-12.090758398,-2.36572576,1.0834013949
SRX6489468,-12.0357889598,-1.8593744266,1.0978565866
SRX6489469,-11.9380518142,-2.2004221897,0.9741019127
SRX6489470,-4.4559515694,-1.8231943647,0.6802497518
SRX6489471,-10.5430708924,-2.1643260848,0.9403858490000001
SRX6452027,-1.1082417385,0.44000966700000005,-0.20978116330000002
SRX6452029,0.2417166423,-0.1238256578,-0.0744435516
SRX6452030,0.3447996367,0.9523838188,0.4468453882
SRX6452031,-1.4571015376,0.11995770180000001,-0.1340233916
SRX6452044,-1.3091785835,0.5730210171,-0.0619563058
SRX6452045,-0.2789359079,0.5090054024,0.0976427973
SRX6452046,0.12418811700000001,0.5907160945000001,-0.21477502510000002
SRX6452047,5.5679441314,0.7067083823,0.3342765871
SRX6452048,-0.2417166423,0.1238256578,0.0744435516
SRX6452059,5.4251234574,0.7427408209,0.0047005741
SRX1828491,3.8087732852,2.2178918651,-0.7086893064
SRX1828492,3.2725121778,1.8810859947,-0.6762833235
SRX1828493,1.3106140153,2.0800021417,-0.5961064718
SRX1828494,2.7086762969000002,3.4478516826,-0.9389203311000001
SRX1828495,-9.2712218521,-1.7541221846,0.3523185716
SRX1828496,-4.3843718119,-1.7584017946000001,0.2347033211
SRX1828497,-0.7191873767,0.4964031727,-0.0167791524
SRX1828498,-1.1633043508,0.4422768379,0.1179135661
SRX1828499,0.2281218042,0.3428586428,-0.13920940210000002
SRX1828500,0.6788334655,1.2768635011,-0.3839734456
SRX1828501,-0.3314767095,0.1327895784,-0.0986806617
SRX1828502,-3.8141775901,-1.1757049137,0.1994489292
SRX1828503,-2.0202066675,-0.0019332546000000001,-0.4435333853
SRX1828504,-3.0583803375,0.0433461772,-0.4244188257
SRX1828505,-0.0551278472,0.3338899334,-0.1329093335
SRX1828506,1.3355184676,1.4440438052,-0.4127689734
SRX1828507,-1.4193815394,-0.9542625690000001,0.0866657269
SRX1828508,1.4193815394,0.9542625690000001,-0.0866657269
SRX3796953,-0.7136797444,-0.3561764671,-0.011919778300000001
SRX3796954,0.7136797444,0.3561764671,0.011919778300000001
SRX3796955,10.9086772924,1.1316017903,-0.20470735180000002
SRX3796956,12.0036192888,1.7833082020000002,0.1806692184
SRX3796957,6.0773913604,-0.8374368776000001,0.1726251009
SRX3796958,6.9858951021,0.1485501078,0.0196643383
SRX3796959,0.063327467,0.2732656512,0.2249489489
SRX3796960,0.1005240232,-0.27388047990000003,0.1194383926
SRX3796961,15.5471958604,1.5052578186,-0.6919210905000001
SRX3796962,16.0621137369,0.9537255713,-0.5639088368
SRX3796963,6.1854835815,-0.037097786300000005,-0.0544059229
SRX3796964,6.203826753,-0.062386890900000005,-0.014093932000000002
SRX3796965,1.3739897049,-0.5231112737,-0.4503003694
SRX3796966,0.4463505164,-0.0836101893,-0.4641175329
SRX3796967,15.2546623765,2.1288877692,-1.0025144526
SRX3796968,16.9191087178,2.1441336212,-1.1404914458
SRX3796969,11.8892569924,-0.45295070260000003,-0.8909438317
SRX3796970,6.2316226178,0.527432149,-0.5318614534
SRX3796971,0.190894741,-0.40635351900000005,0.0033368332
SRX3796972,-0.45754362390000003,-0.2833997794,0.0118921209
SRX3796973,15.0769317042,1.3862049379,-0.5675203342
SRX3796974,12.872962555400001,2.2746306145,-0.5965645774
SRX3796975,6.3319853691,0.30949392270000003,-0.09172600310000001
SRX3796976,6.5136675173,-0.2750901732,-0.2604633833
SRX3796977,0.22325607190000002,-0.20422888190000002,0.0257724632
SRX3796978,0.3165148172,-0.4834210776,-0.0743060465
SRX3796979,17.1695241841,1.8990792936,-0.7908679979000001
SRX3796980,17.067927385,1.8917341919,-0.5605540760000001
SRX3796981,6.3616877419,-0.6029308544,0.1988388559
SRX3796982,6.3301902456,-0.3366137614,0.2155505949
SRX3796983,1.6620506468,-0.8619489038,-0.4247212359
SRX3796984,0.7740712451,-0.2456702953,-0.4265440585
SRX3796985,14.5685365228,1.7760640644999999,-0.8679103318
SRX3796986,14.9885701263,1.8410567227999999,-0.8983829466000001
SRX3796987,10.1033139355,0.37222606610000003,-0.3971189492
SRX3796988,8.9090849335,0.27719058080000003,-0.24081092610000002
SRX2568270,-2.3986099697,-0.0620491408,0.08827390900000001
SRX2568271,8.4259808621,-0.6642828223,-0.23167562300000002
SRX2568272,7.2700226432,1.9249849823,0.2629024821
SRX2568273,3.722523975,3.2636151807,0.43528731260000003
SRX2568274,0.252812133,2.0938916652,0.3820487614
SRX2568275,2.3986099697,0.0620491408,-0.08827390900000001
SRX2568276,7.3364056908,1.1622664109,-0.2043366113
SRX2568277,7.6619354214,1.076068738,-0.32261156550000003
SRX2568278,3.7109957987,1.2812059458,0.5355032213
SRX2568279,-0.7234935472,1.6329339473000002,0.39596403090000004
SRX3421856,0.35780380840000003,-0.0023158433000000003,-0.0188473862
SRX3421857,-0.35780380840000003,0.0023158433000000003,0.0188473862
SRX3421858,0.3878064397,1.3560472431,0.8768952831
SRX3421859,0.3932866639,1.0586294357,0.7943170451
SRX3421860,0.3967704969,0.0362654035,0.0022417352
SRX3421861,-1.1576723388,-0.7620939231,-0.1816462398
SRX3421868,0.19443010030000002,2.9842174393,0.3641228837
SRX3421869,0.3193141144,2.4332071392,0.46529772480000003
SRX2606337,2.5815456714,1.3597734432,0.0143233844
SRX2606338,5.5402513408,2.815620912,-0.5673512663
SRX2606339,8.7911222151,3.159029657,-0.9106348201000001
SRX2606340,9.9399495103,3.5594737454,-0.7654763169000001
SRX2606341,-6.8498115896,-1.6219020022000001,0.10413819610000001
SRX2606342,-6.2756726631,-1.2877654803,0.1963005887
SRX2606343,-4.6468922224,-1.009049917,0.5268947778
SRX2606344,-3.4015228426,-0.7630069575,-0.0169749804
SRX2606345,-3.1689276898,0.2268112733,0.1514677783
SRX2606346,6.1046603456,0.4395599864,0.0907918983
SRX2606347,-1.7874750374000001,-1.0777124336,-0.0046689013
SRX2606348,5.6229279401,2.484340607,-0.426649692
SRX2606349,9.706784952,3.6689454216,-1.0217004236
SRX2606350,10.4481360574,3.6653922377,-0.7745977194
SRX2606351,-8.0345615815,-2.4590130181,0.1257959895
SRX2606352,-4.2734585914,-0.33968086070000003,0.1732554926
SRX2606353,-2.5862426983,-0.8220756238,0.4697261488
SRX2606354,-3.2647249019,-0.8711944411,-0.11645100400000001
SRX2606355,-3.3802849972,-0.34832500510000003,0.1571979088
SRX2606356,8.4154510244,1.6249732182,-0.6415963887
SRX2606357,-0.7940706339,-0.2820610096,-0.0096544831
SRX2606358,4.4067517567,1.9924616816,-0.3169365246
SRX2606359,9.2842653416,3.5198995485999998,-0.748058828
SRX2606360,9.7327601637,3.0216655608,-0.642971501
SRX2606361,-6.8237511546,-1.861420139,0.1558185043
SRX2606362,-7.2632713851,-1.5207038102000001,0.1043121531
SRX2606363,-5.8546325451,-1.5122300132,0.6420763381
SRX2606364,-3.4448358013,-1.0248852878,-0.1316689648
SRX2606365,-3.3060906457,-0.5628625459000001,0.09705247630000001
SRX2606366,8.8859984117,1.9877358576000002,-0.6977402275
SRX3648427,-1.0563103034,0.3391533385,-0.7516619417
SRX3648428,-0.5651796114000001,-0.4022973617,-1.1496425843
SRX3648429,-1.7378351688,0.060116821200000004,-0.9921913121
SRX3648430,0.6359525908,0.4502051208,0.006689497000000001
SRX3648431,0.0612457729,0.2403926213,0.078838191
SRX3648432,-0.1066012187,0.0563753268,0.0518871206
SRX3648433,-0.1137279113,0.7874632707,-0.1923720784
SRX3648434,0.053773667000000004,-0.1237479486,-0.0085819389
SRX3648435,-0.2951909924,-0.9265381077,-0.0053562109
SRX3648436,-3.8204573354,-1.8914513242000002,-0.6587832035
SRX3648437,-1.0200978566,-1.6785765749000001,-0.9242868331
SRX3648438,-1.8091814247,-1.8248032691,-0.7405011435000001
SRX3648439,-0.23288954920000002,-0.3344620762,-0.1190072798
SRX3648440,0.0374506854,-0.3487210791,-0.0044759721
SRX3648441,-0.135774684,-1.2915748068,-0.06839568160000001
SRX3648442,-6.3443637933,-0.8980069094,-0.49915717730000003
SRX3648443,-2.4718175234,-0.7389121409,-0.9562176016
SRX3648444,-1.5353315899000002,-0.7374177618000001,-0.8397931040000001
SRX3648445,-0.377307418,0.36931867020000003,-0.6163406841
SRX3648446,-0.1449560922,-0.1385270937,-0.6206016748000001
SRX3648447,-1.3446176344,-0.3287293139,-0.5586389879
SRX3648448,0.2529845056,0.7766679826,-0.1166496013
SRX3648449,-0.3809506191,0.4749970993,-0.051026380600000004
SRX3648450,-0.0022024279,0.1836859313,-0.1833504845
SRX3648451,0.0856658435,0.196024192,0.0806954445
SRX3648452,0.1796249514,-0.5997911139000001,0.0191679243
SRX3648453,-0.1351222536,-1.0315840913,0.2511630976
SRX3648454,-4.8602558942,-1.1281794436,-0.7860369249
SRX3648455,-1.2946394862,-0.9557369329000001,-1.2163194972
