,A,TtdR,Fnr
ecoli_00413,1.3658335955,-0.4707822915,-0.445443578
ecoli_00414,1.6668223159000002,-0.3191055505,-0.33888177
ecoli_00415,5.2363669314,0.1765803805,-0.36460928
ecoli_00416,6.2216268681,0.46160636450000003,-0.5246024060000001
ecoli_00417,-2.5045686511,0.6704139775,-0.6861498490000001
ecoli_00418,-2.9660209313,-0.2486178165,-0.6402435630000001
ecoli_00419,0.6039094359,-0.3409460445,-0.5045901850000001
ecoli_00420,-0.1893646586,-0.24194856850000002,-0.512467405
ecoli_00421,3.6122070439,0.059020773500000005,-0.325212596
ecoli_00422,4.2676243838,0.1324113045,-0.332838362
ecoli_00423,-1.0960698081,0.1437539525,-0.6325393610000001
ecoli_00424,-1.5072597065000002,0.2123535195,-0.553225578
ecoli_00425,-2.4150036453,-0.6570631805,-0.497033549
ecoli_00426,-2.3993422242999998,-0.4439124005,-0.42973484100000003
ecoli_00427,1.1971106187,-0.3545024705,-0.5066094210000001
ecoli_00428,0.8717532819,-0.1085779375,-0.476166085
ecoli_00429,-1.4716267743,-0.3116372175,-0.54083384
ecoli_00430,-1.1763835434,-0.1221734335,-0.542365552
ecoli_00431,0.7096678157,0.0319992585,-0.446139218
ecoli_00432,1.4989686037,0.0608454945,-0.6800252410000001
ecoli_00433,-1.8375968062,0.3189385635,-0.6060665230000001
ecoli_00434,-1.2377400928,0.0195453275,-0.6258130630000001
ecoli_00435,-2.5442700768,0.5874336885,-0.5646101130000001
ecoli_00436,-2.1935529708,-0.6278745345,-0.5686878670000001
ecoli_00437,-0.0849274289,-0.36435478250000003,-0.651898806
ecoli_00438,0.4190016297,0.0182250885,-0.6178540090000001
ecoli_00439,14.6784452108,1.9224232405000001,-1.029492911
ecoli_00440,5.4562325836,1.3314062925,-0.68996751
ecoli_00441,-1.9431589177,0.0304660605,-0.683328931
ecoli_00442,-1.2599910503,0.0523699745,-0.47066650200000004
ecoli_00443,3.9954053406,0.0767070355,-0.720102758
ecoli_00444,4.0989001549,0.4445525315,-0.757716979
ecoli_00445,3.35214309,0.47531387350000004,-0.613270037
ecoli_00446,4.30916504,0.8778352625,-0.634533915
ecoli_00447,18.6668537592,3.6880675225,-1.473940054
ecoli_00448,20.0785298048,3.7227081835,-1.567203776
ecoli_00449,16.5972185442,2.4467117095,-1.124824807
ecoli_00450,18.403249754,3.1654483335,-1.181267665
ecoli_00451,19.2632404804,3.5970591065,-1.3757046910000001
ecoli_00452,19.2456819479,3.5352583995,-1.376913207
ecoli_00453,18.6684404212,3.2336090815,-1.441781878
ecoli_00454,17.9588966602,2.7216134985,-1.43565696
ecoli_00455,19.4998813709,4.5486092895,-1.529352188
ecoli_00456,19.5527916983,4.4092700215,-1.4608699120000002
ecoli_00457,19.3951051641,4.9062811965,-1.573940725
ecoli_00458,19.2812932421,4.8601135525,-1.587397541
ecoli_00459,19.4456667867,4.8945580515,-1.610960337
ecoli_00460,19.2388242081,4.8892532275,-1.537168137
ecoli_00461,14.1037470687,2.0094527645,-0.7947728310000001
ecoli_00462,14.1637510964,2.1056363905,-0.711595816
ecoli_00463,17.301239497,3.1667173485,-1.959879614
ecoli_00464,17.3526070763,2.9744898335,-1.992148699
ecoli_00465,2.7917751055,-0.0927696365,-0.9138769640000001
ecoli_00466,1.5296996527,-0.5930677285,-0.8770422170000001
ecoli_00467,17.5147748396,4.0289487535,-1.8100021380000002
ecoli_00468,17.554935217,4.1042032155,-1.911786533
ecoli_00469,1.4156861871,-0.5044072905,-0.7551962090000001
ecoli_00470,1.4266218963,-0.8861950605000001,-0.8057040050000001
ecoli_00471,14.0535954917,3.3105731685,-1.272700713
ecoli_00472,13.879724283,3.0423614265,-1.285143709
ecoli_00473,15.8927827483,2.5775158045,-1.767592873
ecoli_00474,15.3855663579,2.5321355575,-1.663140319
ecoli_00475,16.635634752,2.0443644125,-1.092642111
ecoli_00476,16.8701108096,2.1243888775,-1.03221939
ecoli_00477,16.8515121249,3.8671612675,-1.824259277
ecoli_00478,16.6465841679,3.9135318385,-1.824737212
ecoli_00479,2.7378074348,0.2892806935,-0.49775268800000005
ecoli_00480,3.1004369437,-0.18009506050000001,-0.48845080900000004
ecoli_00481,1.347688731,0.3302273195,-0.629519641
ecoli_00482,3.6155300748,0.7956748335,-0.510347726
ecoli_00483,16.9926148768,4.2178569445,-1.330013863
ecoli_00484,17.152196228,4.1732822375,-1.340629176
ecoli_00485,13.8081340921,1.5844423994999999,-2.154292839
ecoli_00486,13.6141740999,1.8107521105000002,-2.186921256
ecoli_00487,7.7838498062,-0.0660764125,-0.363607589
ecoli_00488,7.0997486636,0.3873910665,-0.26936122900000004
ecoli_00489,17.9700788638,2.5495795375,-1.5861596310000001
ecoli_00490,17.7051426216,2.6209686415,-1.554112041
ecoli_00491,0.9614714373000001,0.09468122650000001,-0.982470728
ecoli_00492,1.0782266332,-0.1717823715,-0.9951957260000001
ecoli_00493,11.5647483037,3.1168194405,-1.358499992
ecoli_00494,11.7522084553,3.1964523415,-1.388633639
ecoli_00495,13.2285737356,2.8383891245,-0.989835321
ecoli_00496,14.3324268221,3.0653082875,-1.046526627
ecoli_00497,1.9349988337,-0.5212373225,-0.627626621
ecoli_00498,1.9882133822,-0.5854091445,-0.594704153
ecoli_00499,-1.8776011044,0.0369182045,-0.6038745640000001
ecoli_00500,-1.6975884575,0.4920060945,-0.619591071
ecoli_00501,10.0059262844,0.9453301425,-0.9148683420000001
ecoli_00502,10.939517744,1.2926028105,-0.9852227830000001
ecoli_00503,7.546292059,0.7638686295,-0.49219957300000006
ecoli_00504,7.2336885953,0.9111812105,-0.5109897880000001
ecoli_00505,18.2565425276,3.0138420165,-1.3424401160000001
ecoli_00506,18.4965463786,2.8224056965,-1.381257632
ecoli_00507,19.4033241113,4.9908095855,-1.647171522
ecoli_00508,18.7631969889,5.0324762665,-1.672436319
ecoli_00509,19.3581411485,5.0386846895,-1.592588379
ecoli_00510,19.0799132667,5.1734084755,-1.618416323
ecoli_00511,16.0277408697,3.1117962185,-1.822635071
ecoli_00512,16.4610210734,2.9362686255,-1.744095974
ecoli_00513,1.9674859412,-0.31694561450000003,-0.5684677490000001
ecoli_00514,2.0095742031,-0.3801493145,-0.546228793
ecoli_00515,9.8183638075,1.4649311995,-1.034137505
ecoli_00516,10.2528886779,1.6177781995,-1.030251514
ecoli_00517,-0.1681139129,-0.3242817385,-0.004000038
ecoli_00518,7.4430244778,-0.1981270485,-0.298286875
ecoli_00519,12.4638621636,2.1117577455,-0.390843082
ecoli_00520,13.1931304909,2.0220936525,-0.357732802
ecoli_00521,12.3758077599,1.5654787035000002,-0.113309328
ecoli_00522,12.7099175786,2.0348307255,-0.344769418
ecoli_00523,11.4144045013,1.3427456395,-0.24647739000000002
ecoli_00524,5.5261009565,-0.12439322250000001,0.529609298
ecoli_00525,5.526460682,0.08202427350000001,0.48756842800000005
ecoli_00526,5.8430866399,0.1365782965,0.392257358
ecoli_00527,5.4612094936,0.5741477925,0.350241148
ecoli_00528,9.7136356886,1.4253697965,0.9029290280000001
ecoli_00529,12.6747466752,1.0251784595,0.609610548
ecoli_00530,12.826917505699999,0.5303041385,0.641891428
ecoli_00531,11.2549555577,-0.42149402150000004,0.6362542680000001
ecoli_00532,15.609873601,3.0115371015,-0.069928169
ecoli_00533,18.0452069218,4.9506858565,-0.356938888
ecoli_00534,15.137836992,3.3883692605,-0.20300362200000002
ecoli_00535,17.7246683416,5.2774652295,-0.56719329
ecoli_00536,10.7378957367,1.9785171515000002,0.176819585
ecoli_00537,10.9225467912,2.0940029885,-0.014051734000000001
ecoli_00538,11.0397846722,2.1908973875,0.16454690600000002
ecoli_00539,11.958838273,1.8803659325000002,0.04942089
ecoli_00540,11.3946640921,1.0988397795,1.140941988
ecoli_00541,11.5829784007,1.6683907415,1.045733608
ecoli_00542,7.0864476223,0.5409006195,1.687118618
ecoli_00543,4.322872784,-0.0308369915,1.924601218
ecoli_00544,11.865309433,1.4235292195,1.2535135880000001
ecoli_00545,10.272529218,1.1261187325,1.4200948580000001
ecoli_00546,13.7628100407,1.5117499615,-0.029437925
ecoli_00547,13.8275282729,1.5865997305000001,0.023303834000000002
ecoli_00548,13.7926558587,1.8128554255,-0.12311351100000001
ecoli_00549,14.2561679906,2.0904553825,-0.25887170600000003
ecoli_00550,13.3141596691,1.7289405605,-0.12083388
ecoli_00551,14.0467993222,2.4056897695,-0.140030082
ecoli_00552,13.5313920066,2.2329612775,-0.746910359
ecoli_00553,12.4941161057,1.8815966025000002,-0.46070500500000006
ecoli_00554,13.9897062553,2.0514018155000002,-0.561469801
ecoli_00555,14.9301661362,2.2485096795,-0.629128047
ecoli_00556,13.7815775374,2.2220876485,-0.506875812
ecoli_00557,13.171978461,1.7013288295,-0.46959708200000005
ecoli_00558,13.531495380399999,2.3413178065,-0.021811511000000002
ecoli_00559,14.3510215691,2.2796869615,0.12091694500000001
ecoli_00560,15.4925874584,2.5528735245,0.583430698
ecoli_00561,14.4909087511,2.0680378735,0.684444928
ecoli_00562,-0.6213109861,-0.8242939525,2.044364118
ecoli_00563,1.3690680993,0.13093678250000002,2.007240748
ecoli_00564,-2.7474366132,-0.9771737525,-0.44488061100000004
ecoli_00565,-2.4551756227,-1.0936615545,-0.566406158
ecoli_00566,13.8230495904,2.1163611005,-0.623195319
ecoli_00567,14.128203048,2.2209717885,-0.482923786
ecoli_00568,-1.8722874321,-0.6622910825,-0.717700459
ecoli_00569,-1.3191941777,-0.7849035115,-0.64186743
ecoli_00570,-2.0497339683,-0.3173198235,-0.679187866
ecoli_00571,-2.0708025444000002,-0.5333795155000001,-0.6098498250000001
ecoli_00572,9.640040785,0.7677114075,-0.366249486
ecoli_00573,10.709897744300001,0.3065473895,-0.163033003
ecoli_00574,18.1207270591,4.2295676885,-1.778704773
ecoli_00575,17.7745096446,4.2325041695,-1.87458859
ecoli_00576,16.0727771136,3.6318383965,-0.870340709
ecoli_00577,17.5518223326,4.0758406885,-0.9554763430000001
ecoli_00578,17.8219953666,4.4187558925,-1.000417803
ecoli_00579,15.8374717835,3.9096484565000003,-0.683897696
ecoli_00580,17.3565751085,3.4065661905,-0.948053416
ecoli_00581,17.2009010905,3.0666892555,-0.945781996
ecoli_00582,-1.7782953224,-0.7021065455000001,-0.6740969290000001
ecoli_00583,-0.8701258024,-0.6384973595,-0.770029595
ecoli_00584,9.6184078464,1.2144767825,-1.033200047
ecoli_00585,11.3393717465,1.6241697385,-1.203083779
ecoli_00586,-3.0258477444,-0.7443826145,-1.047631244
ecoli_00587,-3.4216892395,-0.6377576065,-0.9799620080000001
ecoli_00588,-3.7339954046,-0.8982997435000001,-0.89488495
ecoli_00589,-2.8302531973000002,-0.3200686285,-0.9689770120000001
ecoli_00590,3.881688843,0.7193635565000001,-0.641609003
ecoli_00591,2.7553073358,0.3033319045,-0.582725383
ecoli_00592,18.8481922729,3.8746895205,-1.900315751
ecoli_00593,18.9817366161,4.1498658405,-1.906916504
ecoli_00594,19.6358748932,4.0652347475,-1.496060902
ecoli_00595,18.6310532885,4.1291492085,-1.77884102
ecoli_00596,18.6216045477,3.3229089745,-1.362481013
ecoli_00597,16.7030386473,2.8767905055,-1.310339443
ecoli_00598,17.9425112272,3.5023666455,-0.630128715
ecoli_00599,16.3490285964,2.9804222895,-0.791538139
ecoli_00600,6.0085109667,0.0381902535,0.808790208
ecoli_00601,14.7810969543,1.5185010585,-0.15626136300000001
ecoli_00602,14.7831600182,1.8224055825,0.052103735000000005
ecoli_00603,16.5128643243,2.1827189045,-0.18145813
ecoli_00604,6.5668784865,0.4505451325,0.812325618
ecoli_00605,14.8599116201,1.9741480545,0.179824972
ecoli_00606,6.4965418308,0.3240329525,-0.8299582590000001
ecoli_00607,9.9084511449,1.5652117975,-0.8454112730000001
ecoli_00608,7.4835431756,0.9652821915,-0.647607354
ecoli_00609,10.2844852303,1.3592180665,-0.612683498
ecoli_00610,9.437358722,1.7378781125,-0.618440988
ecoli_00611,10.3747499661,1.7650774405,-0.6966102150000001
ecoli_00612,10.1062871902,1.0285931195,-0.240071578
ecoli_00613,10.3899918095,1.0343213715,-0.594975123
ecoli_00614,9.7568677976,1.2108804505,-0.596275301
ecoli_00615,7.4623833557,0.7089348415000001,-0.163952428
ecoli_00616,8.9545380079,0.9233201725,-0.109945651
ecoli_00617,9.3466870727,1.0561176295,-0.35768003600000003
ecoli_00618,-1.2843538592,-0.3845474075,-0.654336129
ecoli_00619,-1.1706482689,-0.5543692605,-0.677531934
ecoli_00620,-2.4008640064,0.0027099455000000002,-0.275686384
ecoli_00621,-2.3015959141,-0.2665502565,-0.23889179400000002
ecoli_00622,-0.2941276559,0.062077414500000004,-0.460226424
ecoli_00623,0.7514450113000001,-0.2826736525,-0.44076187600000005
ecoli_00624,7.4588120242,1.5957144625000002,-0.39054706100000003
ecoli_00625,8.0891028891,1.5619390805,-0.33950688700000003
ecoli_00626,-0.34708299800000003,-0.25157701650000003,-0.43615873400000005
ecoli_00627,0.42774191800000005,0.17946649750000002,-0.46865413
ecoli_00628,12.5261047,2.6098612105,-0.403988891
ecoli_00629,13.1911994041,2.9753757685,-0.444489053
ecoli_00630,-2.4746855455,0.0774322405,-0.5007945340000001
ecoli_00631,-2.0734778985,0.11090899750000001,-0.5053284840000001
ecoli_00632,-1.9715708876,-0.0654061915,-0.466470657
ecoli_00633,0.1123904169,0.2407983125,-0.37675922300000003
ecoli_00634,-1.4400063537,-0.1115014015,-0.500119204
ecoli_00635,-1.3080780559,0.0024582955000000003,-0.415345976
ecoli_00636,-1.2948280191000001,0.0631784175,-0.511825053
ecoli_00637,-0.8964246320000001,-0.1017637555,-0.31485701400000005
ecoli_00638,0.9310029613,0.2397613505,-0.482160317
ecoli_00639,2.1133736276,0.14674686750000002,-0.40976297300000003
ecoli_00640,9.6183865598,1.9456497385,-0.630122988
ecoli_00641,10.7425650446,2.4330993205,-0.638148942
ecoli_00642,-1.8808287907999999,-0.09641767350000001,-0.298386825
ecoli_00643,-2.2240869184,-0.3336603185,-0.38006166300000005
ecoli_00644,1.2514882667,-0.0402715005,-0.40089768800000003
ecoli_00645,2.6821923416,0.5306017525,-0.42101342
ecoli_00646,1.8806731498,0.2775560365,-0.5254932990000001
ecoli_00647,10.7556197944,2.4037444245,-0.743997498
ecoli_00648,3.2528903144,0.42241735150000004,-0.46272072300000006
ecoli_00649,0.7328046226,-0.1095016635,-0.420530377
ecoli_00650,-1.4936984296,0.0462113165,-0.454985071
ecoli_00651,4.1079839828,0.6267341005,-0.497514312
ecoli_00652,-0.5445167739,-0.2501055185,0.022332146
ecoli_00653,-0.4419272477,0.2535643845,-0.17518171200000002
ecoli_00654,6.0693973501,1.1042215605,-0.48296065600000004
ecoli_00655,8.3340530774,1.7821291845,-0.402594561
ecoli_00656,0.8550912909,0.0211414465,-0.3763032
ecoli_00657,0.7652154521000001,0.2830580965,-0.42449361100000005
ecoli_00658,2.4797443447,0.5049935305000001,-0.43643012200000003
ecoli_00659,9.8384140231,1.9694550385,-0.5736641880000001
ecoli_00660,0.9396041997000001,-0.0665131245,-0.125359269
ecoli_00661,1.8475846850000002,-0.0160018115,-0.087385535
ecoli_00662,-0.0638595277,-0.2440200815,-0.329506452
ecoli_00663,1.4540872076,0.1688383145,-0.42721245100000005
ecoli_00664,4.5433224135,0.5713312865,-0.040118541
ecoli_00665,5.3483134715,0.5189064335,-0.089151637
ecoli_00666,-1.1827691274,0.3504849815,-0.45094076
ecoli_00667,3.9069382761,0.6970474295,-0.25446565200000004
ecoli_00668,1.9253734331,0.2840418705,0.081208522
ecoli_00669,-0.8139936375,-0.24899577050000002,-0.36300764
ecoli_00670,-2.2870833521,-0.0981849765,-0.457813974
ecoli_00671,-2.3623907299,0.1534082125,-0.416483586
ecoli_00672,8.1424742535,1.1409256035,-0.911700291
ecoli_00673,7.5327954761,1.2695510155,-0.326153116
ecoli_00674,-0.2438165096,0.0926766645,-0.417527969
ecoli_00675,2.2815560919,0.3178690615,-0.350991349
ecoli_00676,0.6880447207,0.3532090645,-0.39319892100000003
ecoli_00677,0.7846407670000001,0.0653290945,-0.40912006900000003
ecoli_00678,-2.5417183023,-0.13329888750000002,-0.486733729
ecoli_00679,-1.8742442489000002,0.3176371005,-0.540014471
ecoli_00680,8.3911061851,1.4370305505,-0.341437437
ecoli_00681,8.1568888689,1.6047558965,-0.278014552
ecoli_00682,-2.3890939783,0.1207862115,-0.554256646
ecoli_00683,-2.8034081948000003,-0.0959875615,-0.5038226680000001
ecoli_00684,8.182952596,1.6743390995,-0.557847917
ecoli_00685,10.0985219863,2.4625742275,-0.462101802
ecoli_00686,1.3837688234,0.1930008305,-0.361514938
ecoli_00687,6.6702913611,1.1997770585,-0.25580899
ecoli_00688,-0.41840846,0.5550999485,-0.39788874500000004
ecoli_00689,0.0607157877,0.11931111750000001,-0.392249092
ecoli_00690,-1.7283891765,0.0023469895,-0.444479887
ecoli_00691,-1.5367038486,-0.1354841635,-0.440878498
ecoli_00692,-1.2731464502,-0.0578990375,-0.286424479
ecoli_00693,-0.0993309941,-0.2299744555,-0.08273235300000001
ecoli_00694,-0.2860615747,-0.7122205045000001,0.15455127
ecoli_00695,0.25280357870000003,-0.4362741665,0.07042016200000001
ecoli_00696,-1.4683650712,-0.7236726895000001,-0.172748066
ecoli_00697,-1.60739952,-0.1320222285,-0.433783454
ecoli_00698,6.7785359863,1.4315856905,-0.317963561
ecoli_00699,8.4139032719,1.6419261565,-0.187636618
ecoli_00700,0.1240261514,-0.0010211215,-0.426911403
ecoli_00701,2.0700815016,0.29474818550000004,-0.374873799
ecoli_00702,1.3475446016000001,0.1664092885,-0.404417173
ecoli_00703,8.8311609823,2.0034314835,-0.444723462
ecoli_00704,0.1961675651,0.33288576950000004,-0.428602874
ecoli_00705,0.5896949730000001,0.3539383285,-0.37812269
ecoli_00706,0.47651119500000005,0.0902189225,-0.449602194
ecoli_00707,2.4067875041,0.40512497350000004,-0.503153504
ecoli_00708,2.2548805578,0.2755523455,-0.504442709
ecoli_00709,6.8634853786,1.2158930515,-0.505781927
ecoli_00710,5.9954836116,1.1525206525,-0.487620437
ecoli_00711,8.1514414102,1.8089193095,-0.440656914
ecoli_00712,0.1067741329,-0.1871610445,-0.37519571700000004
ecoli_00713,0.696664907,0.4660659815,-0.39368933300000003
ecoli_00714,1.8429002822,0.5199545755,-0.017957380000000002
ecoli_00715,2.6427214492,0.0789175165,0.065247204
ecoli_00716,0.2530151328,-0.0183901715,-0.359452357
ecoli_00717,-0.6081810068,-0.7251402005,-0.830568478
ecoli_00718,0.2945457145,-0.8667832575000001,-0.9610595980000001
ecoli_00719,-0.5398649083,-0.6973718035,-0.9317755310000001
ecoli_00720,-0.7497544454,-1.2852729125,-0.968537508
ecoli_00721,-0.5808204805,-0.8444369725,-0.9813371310000001
ecoli_00722,0.5041253492000001,-0.3838848145,-0.462809046
ecoli_00723,4.808639072,-0.1261234695,-0.16406430800000002
ecoli_00724,-1.0174323839,1.2357527625,-0.428273263
ecoli_00725,-3.0841291545,-0.1499496345,-0.763997408
ecoli_00727,-3.1820042684,-0.9828466885,-0.7069345330000001
ecoli_00728,-2.3326864856,0.2778127985,-0.32058263600000003
ecoli_00729,-2.6126016722000003,-0.4913696005,-0.846577046
ecoli_00730,-2.2577670182,-0.2422095025,-0.45959830300000004
ecoli_00731,-1.9756383424,-0.8175570065000001,-1.119133921
ecoli_00732,0.4256042734,-0.5185186315,-1.059300256
ecoli_00733,-1.6737647943,0.2471464615,-0.22886420100000002
ecoli_00734,-1.5299715165999999,-0.0472229085,-0.698604067
ecoli_00735,-1.7837159534,0.4000525655,-0.39119517
ecoli_00736,-2.0314174614,-1.0523078145,-0.8692978560000001
ecoli_00737,-1.489812913,0.9136186955000001,-0.355468852
ecoli_00738,-1.7723212771,-0.8626175885,-0.788864768
ecoli_00739,-1.3562308695,0.0667493245,-0.15190588100000002
ecoli_00740,-1.9626455552,-1.0191840015,-0.5813522750000001
ecoli_00741,19.9067340151,3.2823400815,-2.153072614
ecoli_00742,19.4078711582,3.8201001765,-1.833458404
ecoli_00743,1.4936847205000001,-0.6346443705,-0.8717332860000001
ecoli_00744,1.1906254629,-0.5468510405,-0.832016394
ecoli_00745,1.2694853857,-0.3968052225,-0.8793918270000001
ecoli_00746,1.2688843366,-0.9566862885,-0.78100001
ecoli_00747,0.3659465445,-0.47656034550000004,-0.942097155
ecoli_00748,0.4329917359,-0.5072842095,-0.891283338
ecoli_00749,12.2154714688,0.8722067245,-1.367867184
ecoli_00750,12.3639560568,0.8207557245,-1.12302913
ecoli_00751,-0.4185526224,-0.7110160305000001,-0.9976202350000001
ecoli_00752,-0.1544939826,-0.9184315245,-0.9334525690000001
ecoli_00753,-2.41326156,-1.1576845155,-1.367776943
ecoli_00754,-2.5707929700000003,-1.0280242815,-1.4130985740000002
ecoli_00755,-1.2039274264,-1.1167829455,-1.120795099
ecoli_00756,-1.2307723927,-1.1682618275,-1.133876401
ecoli_00757,-2.0528286051,-0.8598195695,-0.709741882
ecoli_00758,-1.5398596878,-0.4034196835,-0.7506745410000001
ecoli_00759,17.9989665845,2.1061999455000002,-1.7581264189999999
ecoli_00760,17.3598578604,1.7252747775000001,-1.735542686
ecoli_00761,-0.8013645993,-0.8563105905,-0.9005377990000001
ecoli_00762,-0.4270182216,-0.8824085835000001,-0.9051531070000001
ecoli_00763,-0.6374564587,-1.0205557255,-0.890671647
ecoli_00764,-0.7591241046,-0.9976792115,-0.9525487850000001
ecoli_00765,0.5958440008,-0.7408835685,-0.8742065520000001
ecoli_00766,0.0502585594,-0.8370275315,-0.974660595
ecoli_00767,8.7837394208,0.9482306325000001,-0.223833986
ecoli_00768,6.4052258772,1.9782252855,-0.61930912
ecoli_00769,-1.8614907493000001,-0.7583170155000001,-0.453161741
ecoli_00770,-1.9908198664,-0.4162322445,-0.45167639800000003
ecoli_00771,-1.3622628249,-0.1752969995,-0.405913379
ecoli_00772,-1.0714172649,-0.38242830050000004,-0.6912261780000001
ecoli_00773,-1.8023326856000002,-0.4327158955,-0.860453227
ecoli_00774,-1.9213404017000002,-0.24672109350000002,-0.875080285
ecoli_00775,-2.1871686537,-0.4700392245,-0.866990239
ecoli_00776,-2.2593550004000003,-0.5285894695,-0.870113672
ecoli_00777,-0.6241681783,-0.6283806435,-0.673721619
ecoli_00778,0.2995282192,-0.7205838105,-0.7296190680000001
ecoli_00779,16.9787686299,2.5831482475,-1.6861938410000001
ecoli_00780,17.3446593077,2.5526082945,-1.878975825
ecoli_00781,-0.7829557103,-0.6180528735,-0.623965144
ecoli_00782,-1.0330580321,-0.8975368665000001,-0.602857631
ecoli_00783,3.1691826327,-1.1299076805000001,-0.619788553
ecoli_00784,13.7965993948,1.3662021495,-0.873934305
ecoli_00785,2.0528512191,-0.1389074635,-0.8099119770000001
ecoli_00786,2.5195024405,-0.1327455025,-0.7988871120000001
ecoli_00787,7.0526919896,-0.8828624055000001,-0.640705841
ecoli_00788,8.299351409,-0.3198786435,-0.68451218
ecoli_00789,-1.5690083585,-1.1032466285,-0.7351243470000001
ecoli_00790,0.030401177100000003,-0.5700965165,-0.748227484
ecoli_00791,9.9007426765,-0.2873972495,-0.773382533
ecoli_00792,15.1184601519,0.9778670225,-0.932560217
ecoli_00793,0.1665708604,-0.7512467795000001,-0.7014007320000001
ecoli_00794,0.2546240892,-0.4033268145,-0.651219827
ecoli_00795,8.2594577739,0.4551831475,-0.733972559
ecoli_00796,6.1956224816,-0.3996115885,-0.620611539
ecoli_00797,0.42162309210000004,1.1752212405,-1.266129456
ecoli_00798,6.2906066254,0.7931665315,-0.350882532
ecoli_00799,-0.9873770437,1.0057279065,-1.84947893
ecoli_00800,-1.5538049937,0.9822244195000001,-1.212460708
ecoli_00818,-2.5405844415,0.5773361995,-0.36913316900000004
ecoli_00819,-1.8120814933,0.3301968905,-0.43140754000000003
ecoli_00820,8.918543858,1.7076530735,-0.6108619550000001
ecoli_00821,9.5751293776,1.9727978445,-0.479471609
ecoli_00822,-1.9258927895,0.5596892535,-0.47064091500000005
ecoli_00823,-1.8713488245,0.33315070750000003,-0.48730954800000004
ecoli_00824,-2.2033455942,0.8842538095,-0.504541804
ecoli_00825,-1.7137441649,0.2443826385,-0.5076367540000001
ecoli_00826,-2.8692659251,0.3095022625,-0.550100842
ecoli_00827,-2.4992248848,0.6488583675,-0.6373314050000001
ecoli_00828,-0.993171533,0.3528124205,-0.473158259
ecoli_00829,-1.2440184635,0.5458434845,-0.42645444800000004
ecoli_00830,-1.9045901833,0.6983350905,-0.41808168900000003
ecoli_00831,-2.3167968469,0.3476400975,-0.334242449
ecoli_00832,3.4316449406,1.2241113695,0.34939167800000004
ecoli_00833,3.6412020885,1.1485587855000001,0.519417178
ecoli_00834,3.5166345523,0.6121010035000001,-0.485554256
ecoli_00835,3.0816408957,0.46190227250000004,-0.360020973
ecoli_00836,9.2543486731,0.7177797565,-0.5143138700000001
ecoli_00837,9.3406986747,0.9362342985000001,-0.593609637
ecoli_00838,13.5104500198,1.7778399155,-0.6581930260000001
ecoli_00839,8.5414855861,0.9571764495,-0.449162096
ecoli_00840,7.3920320223000004,0.9009836265000001,-0.55335194
ecoli_00841,7.5624144273,1.0824174145,-0.6147100510000001
ecoli_00842,2.7244408565000002,0.3040812475,-0.413300108
ecoli_00843,4.3629447029,0.6953184445,-0.451285506
ecoli_00844,4.5850481112,0.31378224250000003,-0.341483713
ecoli_00845,5.1213427278,0.3206478665,-0.370973207
