,A,AraC,MhpR
misc__wt_no_te__2,1.1601378493,0.38235533850000003,0.1828724715
misc__bw_delcbl__1,9.5554149696,0.16969538350000002,0.0039494645
misc__bw_delcbl__2,9.3168712873,0.2678753515,-0.0666699805
misc__bw_delfabr__1,10.0074733965,0.0036585055,-0.45326095250000004
misc__bw_delfabr__2,10.0749263207,0.1117086845,-0.41102011650000003
misc__bw_delfadr__1,9.9373585128,0.0191807505,0.049576326500000004
misc__bw_delfadr__2,10.4568833988,0.2669858375,-0.1394683955
misc__nitr_031__1,-0.1993880844,0.2818161705,0.0367340855
omics__wt_glu__1,-1.8219401375,0.10244400050000001,0.0806379485
omics__wt_glu__2,-1.8455835954,0.12107409250000001,0.1857820365
omics__wt_gly__1,-1.2518168357000001,-0.1523841725,0.1417999285
omics__wt_gly__2,-1.3172326341,0.1047796845,-0.0366822575
omics__wt_thr__1,-0.0682869118,1.4229996585,-1.5060616814999999
omics__wt_thr__2,-1.0561156443,1.3478453175,-1.5377009495
omics__bw_ac__1,10.8942941215,2.0737474815,2.1539404815
omics__bw_ac__2,10.5150656838,2.0431639295,2.0723647735
omics__bw_fum__1,9.4772629078,1.5177218785000002,0.6352919495
omics__bw_fum__2,9.2995030667,1.4706894165,0.5208744305
omics__bw_glc__1,9.6415568638,0.5595096665,-0.0774293295
omics__bw_glc__2,9.4859142534,0.4926820765,-0.060143270500000005
omics__bw_pyr__1,9.782440145,1.7457754565,0.7426819585000001
omics__bw_pyr__2,10.8378784798,1.6523889125,0.7098811565
ompr__wt_nacl__1,0.2420120165,0.11351675550000001,0.8705981245000001
ompr__wt_nacl__2,0.29720274960000004,0.3948971035,0.8930067375
ompr__bw_delompr_nacl__1,9.1818930352,0.2754990915,0.5560851395
ompr__bw_delompr_nacl__2,9.0175434463,0.2824264755,0.5959390965
minspan__wt_ade__1,0.3458502198,-0.6273949765,-1.1874987645
minspan__wt_glc__1,0.6990370566,0.0738240265,-1.4194554675
minspan__wt_glc__2,0.4876545633,0.1458497785,-1.2853962075
minspan__wt_glc__3,1.1025564782,-0.053597238500000005,-0.9051757195000001
minspan__wt_glc_anaero__1,-0.8122935734000001,-0.6465337815000001,-4.4535066185
minspan__wt_glc_anaero__2,-2.352222237,-1.1887097315,-5.0340032565
minspan__wt_trp__1,0.9890785042,1.3877594905000001,-4.2138009775
minspan__bw_delcra_glc__1,10.0963853638,1.0459774715,-4.3582433025
minspan__bw_delcra_trp__1,10.2886143124,0.5739937335,-3.9857841475
minspan__bw_delmntr__1,9.5810854603,1.0439273625,-3.8991937295
minspan__bw_delnac_ade__1,10.7420051806,-0.42520489450000004,-1.1865017985
minspan__bw_delnac_glc__1,9.4758796128,-0.0108859855,-0.5896831095
cra_crp__wt_ac__1,-1.4090074022999999,1.4565350945,1.9921008235
cra_crp__wt_ac__2,-1.9418218508,1.2866972335,2.0268950465
cra_crp__wt_fru__1,-1.963535998,0.8222999625,0.45387169250000003
cra_crp__wt_fru__2,-1.6699116827,0.9336121415,0.5354629115
cra_crp__delcra_ac__1,2.2853527188,2.0685641335,1.7768226445000002
cra_crp__delcra_ac__2,1.9464827711,2.1096635325,1.7742742645
cra_crp__delcra_fru__1,0.48954607450000004,0.13078886750000002,0.0023416655
cra_crp__delcra_fru__2,0.6440021407000001,0.1832665205,0.0659094705
cra_crp__delcra_glc__1,0.8863654298,0.14631847850000002,-0.0417360165
cra_crp__delcra_glc__2,0.6013440455,0.1609384395,-0.0435269235
rpoB__wt_031__1,0.4132701774,1.3391208445,1.6114195375
rpoB__wt_044__1,-0.0366561264,-0.0361330835,0.2127672625
rpoB__wt_lb__1,0.48972046820000004,2.5890383535,2.4487678185
rpoB__wt_lb__2,0.9037435154000001,2.4797693055,2.5170074655
rpoB__rpoBE546V_031__1,0.4515260766,1.2956795625,0.8160259705
rpoB__rpoBE546V_044__1,-0.0492060696,0.9592141295000001,0.6074858225
rpoB__rpoBE546V_lb__1,-0.8361302593000001,1.8746783425,1.4197279995
rpoB__rpoBE546V_lb__2,-0.0447169284,1.9411271665,1.1006750525
rpoB__rpoBE546V_glc__1,0.7438781441,-0.0509986185,-0.5054052445
rpoB__rpoBE672K_glc__1,-0.33651099900000003,-1.1439934265,-0.7072318995
rpoB__rpoBE672K_glc__2,0.6035277803,-1.4756974615,-0.7392706815000001
rpoB__rpoBE672K_lb__1,-0.7746073327,0.6827520975,-0.2513644215
rpoB__rpoBE672K_lb__2,-1.3775744732000001,0.6782141015,-0.14298742650000001
crp__wt_fru__1,-0.0676091818,0.47250379750000004,-0.2916657875
crp__wt_glyc__1,0.4265355327,1.1184693505,0.7098952515
crp__wt_glyc__2,0.10927144100000001,0.9337643875,0.2932581715
crp__delar1_glyc__1,1.8150568378,1.3447052755,-2.5912763545
crp__delar1_glyc__2,1.7548008315999999,1.5290403695,-3.4866086595
crp__delar1ar2_glyc__1,1.476042784,0.6044972535,0.0451413515
crp__delar1ar2_glyc__2,1.342530848,0.5963940165,0.0647428345
crp__delar1ar2_glyc__3,1.1063076368,0.7870533065,-0.0656437465
crp__delar2_glyc__1,0.0554862642,3.1511208795,-3.9989417335
crp__delar2_glyc__2,-0.4534018662,3.0237270155,-4.1489228115
crp__delar2_glyc__3,-0.3622581258,2.9708111895,-4.0283472745
crp__delcrp_fru__1,1.4210132836,0.1697153945,0.10362215250000001
crp__delcrp_fru__2,1.2110479212,0.2799262925,0.056757536500000004
crp__delcrp_fru__3,1.4441455841,0.4147288435,-0.0732063455
crp__delcrp_glc__1,1.8068128684,0.4472030715,0.1346947905
crp__delcrp_glc__2,1.4022309192,0.09906416650000001,0.2630941835
crp__delcrp_glc__3,1.464191952,0.037592110500000005,0.24601359450000002
crp__delcrp_glyc__1,1.9000932838,0.13759408750000002,-0.1960449175
crp__delcrp_glyc__2,1.1660860844,-0.1486421535,-0.4893739385
crp__delcrp_glyc__3,1.0487038984,-0.1674504875,-0.1453434045
glu__glu_ale3__1,0.2207908874,0.42319009150000003,-3.4720438534999998
glu__glu_ale4__1,-1.1594391142,-0.1754000225,-2.4831035705
glu__glu_ale5__1,-0.5098265321000001,0.0829049105,-0.8601538385
glu__glu_ale6__1,-0.5439153367,-0.7456977055,-1.6033314755
glu__glu_ale8__1,-0.4742254923,0.6463544845,-3.5977267045
glu__glu_ale9__1,-0.3061705517,0.40544233350000003,-3.1132925645
glu__glu_ale10__1,-0.8372045597000001,-0.1459172645,-4.0422438745000004
42c__wt_42c__1,0.1568286662,0.7315343195,-0.6504925875
42c__42c_ale1__1,-0.0147825582,1.3510319655,-3.1997698215
42c__42c_ale2__1,0.07813638390000001,1.0762265235,-2.1574275105
42c__42c_ale3__1,-1.0447772205,0.3463139085,-1.6204603185000002
42c__42c_ale4__1,-0.1340385486,1.4108625135000001,-2.9028462745
42c__42c_ale5__1,0.0769635902,0.1275534905,-1.0762813435
42c__42c_ale6__1,-1.3850677654,0.2763475765,-3.9342507525
42c__42c_ale8__1,0.3299210251,1.1750104635,-2.5958608925
42c__42c_ale9__1,-0.6623613697,0.7247867565,-1.1488229225
42c__42c_ale10__1,0.3734085253,1.0422742855,-3.1691286615
ssw__wt_ac__1,0.8383067698000001,1.1900710495,0.6953101285000001
ssw__wt_glc__1,0.0980161215,-0.9564327395000001,-0.3655474145
ssw__wt_glyc__1,0.149220011,0.4786410085,-1.9639633915
ssw__wt_xyl__1,0.12170410350000001,-0.8909112835,-5.0702815005
ssw__glc_ale1__1,0.9464709934000001,1.3376242925000001,-1.6524399145
ssw__glc_ale2__1,0.5346794233000001,0.4937330005,-4.3569426535
ssw__glc_ale3__1,-0.0033631763,-0.7298985575,-4.5245667675
ssw__glyc_ale1__1,-0.5659990354000001,1.1410873905,-2.6233379595
ssw__glyc_ale2__1,0.3619962577,-0.8006670845,-4.4209071925
ssw__xyl_ale1__1,1.4988632185,0.8084368945,-2.6234668275
ssw__xyl_ale2__1,-0.6468722634,1.0667355865,-1.4111660375000001
ssw__xyl_ale3__1,0.1154063575,0.5039265315,-1.9494581855000002
ssw__glc_ac_ac2__1,-2.2356302706,-1.0170330305,-4.7622022445
ssw__glc_ac_glc1__1,0.9721191655,-0.7864649705000001,-2.7026417125
ssw__glc_glyc_glc__1,-0.24484744760000002,0.49908180550000003,-3.1829645565
ssw__glc_glyc_glyc__1,0.330905861,1.6864473055,-1.8709144665
ssw__glc_xyl_glc__1,-1.0923909425,0.1343261325,-3.3699906935
ssw__glc_xyl_xyl__1,0.4712321433,0.2287504075,-0.9312421655
ica__wt_glc__1,0.8510328305,-0.2609751495,-1.0101012595
ica__wt_glc__2,0.6596263315,-0.49180984450000004,-1.1885407285
ica__wt_glc__3,1.2351144809,-0.4280312505,-1.3808280255
ica__wt_glc__4,1.130481969,0.0077319015,-1.3685213745
ica__arg_sbt__1,2.214702009,0.9974888655,0.1386243285
ica__arg_sbt__2,1.9314322137,0.8984927765,0.1111010545
ica__cytd_rib__1,3.5595386421,2.6364641745,2.8645565585
ica__cytd_rib__2,3.3675732099,2.5781268585,2.7445255125
ica__gth__1,2.4216908484,0.1919115835,0.6513743335000001
ica__gth__2,2.7187607936,-0.0404717235,0.40247728050000003
ica__leu_glcr__1,2.3699125995,-0.1852960705,-0.1187808315
ica__leu_glcr__2,2.0758370792,-0.24265469550000002,-0.18190986550000002
ica__met_glc__1,0.6274750158,-0.5623513955,-1.2516113415
ica__met_glc__2,0.7739170089,-0.6042395915000001,-1.1480935955
ica__no3_anaero__1,0.036899473200000005,-0.6042569685,-4.0166334825
ica__no3_anaero__2,-0.09384014710000001,-0.6951885555,-4.2610886075
ica__phe_acgam__1,0.4516038104,-0.2798324995,-1.1064380715
ica__phe_acgam__2,0.22468557700000003,-0.30295666450000003,-0.8662549345
ica__thm_gal__1,1.2899257074000001,1.0251504925,0.8879881225
ica__thm_gal__2,1.4433739948,1.0562651555,1.0163343675
ica__tyr_glcn__1,1.5506787324,-0.4890895275,-1.1877730925
ica__tyr_glcn__2,1.5472047426,-0.3576178745,-1.5773971485
ica__ura_pyr__1,0.6758712732000001,0.4149987425,-0.3416430835
ica__ura_pyr__2,0.7162192275,1.0325031915,0.1731718565
ica__wt_glc__5,0.7216876165,-0.16423387350000002,-1.2498557185
ica__wt_glc__6,0.8796700896,-0.1324097405,-0.8621108675
ica__bw_delpurR_cytd__1,9.4226407409,0.10131356550000001,-2.1224162245000002
ica__bw_delpurR_cytd__2,0.8750387572,0.1265050655,-1.2288760465
ica__ade_glc__1,0.4675627022,0.2121301615,-1.4263764085
ica__ade_glc__2,10.037101433,-0.11387609650000001,-2.2572006185
ytf__wt_glc__1,0.7121980063000001,0.5324142525000001,-0.9498055565
ytf__wt_glc__2,0.6967111698,0.9569860405,-1.5966093515000002
ytf__delyafC__1,0.0539962691,1.0915083345,-2.5714597885
ytf__delyafC__2,0.2768991635,1.1257674975,-2.6882540775
ytf__delyeiE__1,-0.43154341300000004,0.2360720325,-1.4538881495
ytf__delyeiE__2,-0.2706183679,-0.034812947500000004,-0.5103588145
ytf__delyiaJ__1,0.1719512865,0.7017030975,-2.3414111895
ytf__delyiaJ__2,0.2574386658,0.7890597435000001,-2.2133838005
ytf__delyieP__1,-0.1440395669,1.1087383435,-2.7559311685
ytf__delyieP__2,-0.0982432559,0.7426527935,-2.3887663665
ytf__wt_ph5__1,-0.4207394743,-0.0077137295000000005,-0.0349679005
ytf__wt_ph5__2,0.3886160958,0.1198050475,-0.1420671295
ytf__wt_ph8__1,0.43764311840000003,0.3512356735,-0.2596514285
ytf__wt_ph8__2,0.6964663942,0.4346173265,-0.1419751625
ytf__delybaO__1,-0.5479115637,1.3511670815,-2.3724413755000002
ytf__delybaO__2,-0.8406731215000001,1.4527499065,-2.3762017465
ytf__delybaQ__1,0.5871850482000001,0.0310453395,-0.1266824925
ytf__delybaQ__2,0.7716148872,0.2878133275,-0.1433787005
ytf__delybiH__1,0.8312597422,1.0254236055,-2.2623124705
ytf__delybiH__2,0.43350225530000003,1.1835569785,-2.5690436965
ytf__delydcI_ph5__1,0.1322125867,-0.051889131500000005,-0.4035393265
ytf__delydcI_ph5__2,-0.08257879,-0.09780712650000001,-0.35314497850000004
ytf__delydcI_ph8__1,0.30349475070000004,0.18946144450000002,-0.5305308985
ytf__delydcI_ph8__2,0.3851458775,0.26592969250000004,-0.5151107235
ytf__delyddM__1,1.1279406776,0.025671054500000002,0.1401725455
ytf__delyddM__2,1.1455609063,0.0996268015,0.2572190665
ytf__delyheO__1,-0.014339120200000001,1.3373016645,-2.4104217955
ytf__delyheO__2,-0.0625555151,1.5536249305,-2.5874355475
fps__bw_glc__1,9.0105888145,0.1932184535,-0.6592835685
fps__bw_glc__2,8.8728202602,0.2979038645,-0.7513481145
fps__fps_thrA_ale1__1,10.7819149646,0.0168669095,-0.8234979485
fps__fps_thrA_ale1__2,10.526273642,0.0008868355,-0.9774871815
fps__fps_thrA_ale2__1,10.8924055141,0.0787729005,-0.9073484185
fps__fps_thrA_ale2__2,10.8813263698,0.18107818150000002,-0.9168695625000001
fps__fps_serB_ale1__1,10.1792669515,0.3117199135,-0.3421144665
fps__fps_serB_ale1__2,9.8732121922,0.1480392355,-0.1764906795
fps__fps_serB_ale4__1,9.2292203132,-0.1667357405,-0.3258349595
fps__fps_serB_ale4__2,9.677467402,-0.23236713350000002,0.20701431150000002
fps__fps_ptsI_ale1__1,10.7646217013,1.4062916715,0.6509598145000001
fps__fps_ptsI_ale1__2,10.5365424569,1.4815408665,0.8408553055
fps__fps_ptsI_ale3__1,10.0922886603,1.2023566335,0.09476203350000001
fps__fps_ptsI_ale3__2,9.9295201625,1.2286621935,-0.0836770815
pal__lyx_ale2_f6__1,0.8235510108,1.7674155865,1.3060616545000001
pal__lyx_ale2__1,0.7857886651,1.8277528625000001,1.4248547835
pal__lyx_ale2__2,0.7795917167,1.8889252404999999,1.3622685875
pal__lyx_ale4__1,0.6171048643,1.2471500385,0.8580030015000001
pal__lyx_ale4__2,1.163015153,1.0431530825,0.6277492315000001
pal__5drib_ale10_f18__1,0.8382737447,2.1956324775000002,2.6455420665
pal__5drib_ale10_f18__2,0.7311175747,1.9801006195,2.6219773555
pal__5drib_ale10__1,1.1360616169,1.9291285685,2.6275696665
pal__arab_ale14_f9__1,1.171587003,1.0179348605,0.2654873405
pal__arab_ale14_f9__2,1.2256832924,0.9398231565,0.0354219185
pal__arab_ale14__1,-1.5471705699,2.2945926145,0.0767275095
pal__arab_ale14__2,-1.269632794,2.3209607625,-0.0719714355
pal__arab_ale16__1,-1.5057494703,2.6271186525,0.5066326565
pal__arab_ale16__2,-0.6775151979,2.4774278545,0.5121571035
pal__tartr_ale26_f10__1,3.6012059255,1.7952571865,2.4258936125
pal__tartr_ale26_f10__2,3.5672055838,1.8941369495,2.5094179414999997
pal__tartr_ale26__1,3.4663108564,1.8093610775000002,2.3408710425
pal__tartr_ale26__2,3.7341654874,1.7964715395000002,2.4385132824999998
pal__tartr_ale28_f10__1,1.1494751873,2.0176029035,1.4420188145
pal__tartr_ale28_f10__2,1.2991304095,1.7561730905,1.3322066565
pal__tartr_ale28__1,0.7627853678000001,1.6384989625,1.3997460595
pal__tartr_ale28__2,0.4210207441,1.4011823485,1.3839748455
efeU__delmenFentC_citr__1,0.6378008813,0.3320040875,-0.9637905645
efeU__delmenFentC_citr__2,0.7562198893000001,0.4640217445,-1.5607453625
efeU__delmenFentC__1,1.1863197874,0.1281010275,0.0658409425
efeU__delmenFentC__2,0.9969569214,0.047975116500000005,-0.10878771150000001
efeU__menFentC_ale39__1,1.0001850795,0.9772585895,-4.1777550615
efeU__menFentC_ale39__2,0.7791468386,0.6931361035,-3.9009736354999998
efeU__menFentC_ale29__1,0.7544413876,0.2824310105,-3.4038705395
efeU__menFentC_ale29__2,0.7651309798,0.22074983950000002,-3.2200883024999998
efeU__menFentC_ale30__1,0.8749947166,0.3020982935,-1.0988844955000001
efeU__menFentC_ale30__2,0.2328565403,0.3129541005,-1.3569751575
efeU__menFentCubiC_ale36__1,0.35632515400000003,0.20369749750000002,-0.28948257450000003
efeU__menFentCubiC_ale36__2,0.8003313385,0.1123004325,-0.3976423935
efeU__menFentCubiC_ale37__1,0.8801144365,0.3194543515,-0.22537450450000002
efeU__menFentCubiC_ale37__2,0.7546722605,0.2330998015,-0.19585604550000002
efeU__menFentCubiC_ale38__1,0.2645836835,0.0468533635,-1.4081294685
efeU__menFentCubiC_ale38__2,0.6895021353,0.1471210585,-1.9118373444999999
misc2__salc_glc__1,2.1727313117,0.6919272955,-0.12031586650000001
misc2__salc_glc__2,2.4033067798,0.5271889805000001,0.0047132105
misc2__dbcn_glc__1,0.343867052,-0.9834803555,-0.8102383165
misc2__dbcn_glc__2,1.2803602652000001,-0.8269726345,0.17307406150000001
misc2__tyr_glc__1,1.141171021,-0.0425677465,-0.9917940275
misc2__tyr_glc__2,1.2787673978,-0.0646232395,-0.6495222085
misc2__arg_cytd__1,-0.0361217963,-0.2194882095,-2.4915677115
misc2__arg_cytd__2,-0.3005320184,-0.0676701155,-1.8685763915
misc2__delyheO_pyr__1,0.1209788126,1.1261198045,0.2747106845
misc2__delyheO_pyr__2,0.7819861610000001,1.0857543635,0.3983077265
nquinone__delubiC__1,0.6461576416,-0.025519746500000003,-2.2622539445
nquinone__delubiC__2,0.6661689012,0.0520109995,-2.3178514795
nquinone__ubiC_ale1__1,0.4015553549,0.1189345265,-0.4250036525
nquinone__ubiC_ale1__2,0.1391846465,0.0156667975,-0.6821587385
nquinone__ubiC_ale2__1,0.5000317757,0.1918191645,-0.8888159825
nquinone__ubiC_ale2__2,0.4450820882,0.0828040185,-0.9266292085000001
nquinone__ubiC_ale3__1,0.7002401037,-0.6041820895000001,-1.2139356605
nquinone__ubiC_ale3__2,0.44408209670000004,-0.5963581945,-1.3499569025
nquinone__ubiC_ale4__1,0.061443246800000004,0.1505361505,-1.2112636375
nquinone__ubiC_ale4__2,0.3421122822,0.2150588695,-0.9616419415
nquinone__delpdhR__1,1.3262794346,-0.34733175050000004,-1.0251848555
nquinone__delpdhR__2,1.5546350028,-0.4096675965,-1.2121378225
quinone__glu_ale4__1,0.5085503954,-0.4704500475,-1.3749115575
quinone__glu_ale4__2,0.2108312176,0.3255885845,-3.9456137375
quinone__delmenF__1,0.5310325817,-0.0961821645,-0.3574707495
quinone__delmenF__2,0.47232385790000003,0.3141452395,-0.3077986535
quinone__menF_ale5__1,0.14833178360000002,0.6504225865000001,-3.1884138655
quinone__menF_ale5__2,0.2357712556,0.7588333125000001,-3.6962399505
quinone__menF_ale6__1,-0.4930631566,0.7536758435,-3.6782827295000002
quinone__menF_ale6__2,-0.6481336664,0.6942121095,-3.5596621395
quinone__menF_ale7__1,-0.6875114127,1.1671821005,-3.8935053515
quinone__menF_ale7__2,-0.4485640722,1.2582594325,-3.4798681395
quinone__menF_ale8__1,-0.1266273612,0.6883824725000001,-4.0206701415
quinone__menF_ale8__2,-0.0655849028,0.3664857425,-3.7621408245
quinone__delmenFubiC__1,0.2794914476,-0.0733034125,-0.8332468555
quinone__delmenFubiC__2,0.0735814189,0.0183670275,-0.8614291075
quinone__menFubiC_ale1__1,-0.5079581416,-0.3002083075,-3.7936281195
quinone__menFubiC_ale1__2,-0.5381802446,-0.4773156375,-4.0175944305
quinone__menFubiC_ale2__1,-1.1814225741,-0.3289077995,-3.6307156154999998
quinone__menFubiC_ale2__2,-1.1518637564,-0.5411758345000001,-4.4161637165
quinone__menFubiC_ale3__1,-0.0020769657,-0.0967738585,-1.3156502175
quinone__menFubiC_ale3__2,0.7471851154,-0.2016807515,-1.5461959855
quinone__menFubiC_ale4__1,0.26962793420000003,0.9879547995,-3.6509455545
quinone__menFubiC_ale4__2,0.0708673497,0.7432885075,-3.8266564115
oxyR__wt_glc__1,1.2257973829,-0.0420426155,-1.5668451715
oxyR__wt_glc__2,1.58274918,-0.2730109155,-0.9360198095000001
oxyR__wt_h2o2__1,1.3963845053,-0.0318168265,-1.5043269535000001
oxyR__wt_h2o2__2,2.0090047363,0.11636711350000001,-0.09301408650000001
oxyR__glu_ale4__1,1.2332411376,0.1466871565,-1.1988959595
oxyR__glu_ale4__2,1.1068443687,-0.0524452315,-2.8893059785
oxyR__glu_ale4_h2o2__1,0.6114865864,0.1499084575,-3.1316811685
oxyR__glu_ale4_h2o2__2,1.0731336757,0.0897266735,-3.4639955965
oxyR__oxyR_ale17__1,0.9475150508,0.3778524605,-3.5357544645
oxyR__oxyR_ale17__2,1.0445054969,0.3435914225,-3.7079920245
oxyR__oxyR_ale17_h2o2__1,1.2418352227,0.5609805085,-3.5402907805
oxyR__oxyR_ale17_h2o2__2,1.4272003046,0.37393984150000004,-0.9377631485000001
oxyR__oxyR_ale18__1,0.4876845959,-0.1232125785,-2.5769913785
oxyR__oxyR_ale18__2,0.6912992568,-0.18828574850000002,-1.3603988035
oxyR__oxyR_ale18_h2o2__1,1.1778653779,-0.0508294545,-3.5449338865
oxyR__oxyR_ale18_h2o2__2,0.9753113497,-0.1900035995,-3.8445985775000002
oxyR__oxyR_ale19__1,0.5162573073,0.1779265665,-2.4720809685000003
oxyR__oxyR_ale19__2,0.7093292859,-0.0040416125,-2.0945714735
oxyR__oxyR_ale19_h2o2__1,0.4165590538,-0.11454438950000001,-1.9667849355
oxyR__oxyR_ale19_h2o2__2,0.7792464333,-0.0668785555,-1.9923100365000002
oxyR__oxyR_ale20__1,0.35053286310000004,-0.0524562555,-4.1564728355
oxyR__oxyR_ale20__2,0.8461520220000001,0.0142884315,-3.6225527635
oxyR__oxyR_ale20_h2o2__1,0.8151082682,0.1513850695,-3.4710938075
oxyR__oxyR_ale20_h2o2__2,0.6982307513,0.2095716105,-3.4953575685000002
svns_pgi__BmePgi24_15__1,1.5075933101999999,0.46274393350000004,-0.3307031695
svns_pgi__BmePgi24_15__2,1.6862073341000001,0.4456037095,-0.24402275650000002
svns_pgi__BmePgi24_26__1,1.3511684817,0.5141217495,-0.7195431955
svns_pgi__BmePgi24_26__2,1.7151592462,0.5526984315,-0.5757801095
svns_pgi__BmePgi24_41__1,2.8726255554,0.39444029750000004,0.1851858615
svns_pgi__BmePgi24_41__2,1.9400430186,0.5426581215,-0.4596473895
svns_pgi__BmePgi24_52__1,1.2227335646,0.4166634435,-0.6727848715
svns_pgi__BmePgi24_52__2,1.4898628355999999,0.3662758115,-0.4304644225
svns_pgi__PaePgi2_34__1,2.6641857924,0.7397199615000001,0.0900886355
svns_pgi__PaePgi2_34__2,2.4385411769,0.8464107695,0.1402729015
svns_pgi__PaePgi2_63__1,2.9005042189,0.8798397905,0.1881071765
svns_pgi__PaePgi2_63__2,2.8570964156,1.0495266665,0.0720196485
svns_pgi__PaePgi24_54__1,2.3150757983,0.8595104465000001,-0.1699174825
svns_pgi__PaePgi24_54__2,2.5979063459000002,0.9613377045,-0.1332064295
svns_pgi__PaePgi24_90__1,2.187804371,0.8310445945,-0.3146962365
svns_pgi__PaePgi24_90__2,2.5959599163,1.1945990355,-0.23746317050000001
abx_media__m9_ctrl__1,1.0333332243,-1.2520418745,-1.6029091265000002
abx_media__m9_ctrl__2,1.5787746657000001,-1.1398338725000001,-1.4398041075
abx_media__rpmi_ctrl__1,-0.4553131556,-2.3097881555,-5.6031614055
abx_media__rpmi_ctrl__2,-0.5190291966,-2.5020894925,-5.0844098755000005
abx_media__camhb_ctrl__1,-0.060858118100000004,-3.5861488515,-6.1234170545
abx_media__camhb_ctrl__2,0.40972437910000004,-3.5771958745,-4.7530153004999995
abx_media__m9_mero__1,0.7476352028000001,-1.9389034055,-2.6653782255
abx_media__m9_mero__2,0.8658707275,-1.9930356795000002,-1.6506266705
abx_media__rpmi_mero__1,-0.4192443755,-2.7335180064999998,-4.8990599175
abx_media__rpmi_mero__2,-0.7720517907000001,-2.6254504145,-4.5254380685
abx_media__camhb_mero__1,0.3552664098,-4.6668666265,-5.0527340835
abx_media__camhb_mero__2,0.5796654745,-4.0462917495,-5.0758162005
abx_media__m9_trisulf__1,1.5670694265,-1.8207039305000001,-1.7077442354999999
abx_media__m9_trisulf__2,1.284219142,-2.0477272415,-1.9380063935
abx_media__rpmi_trisulf__1,0.8293187554,-3.1699089735,-4.4653500675
abx_media__rpmi_trisulf__2,0.5595616726,-3.1668327705,-4.4040544055
abx_media__camhb_trisulf__1,1.1716501924,-3.8132492565,-3.4841359535
abx_media__camhb_trisulf__2,0.8878409929000001,-3.5975777975,-3.4599228795
abx_media__m9_cef__1,1.4747545591,-1.8111186815,-1.8233105995
abx_media__m9_cef__2,0.8467621499,-2.3291942755,-2.2586345625
abx_media__rpmi_cef__1,-0.3061680225,-2.5052256005,-4.2199526835
abx_media__rpmi_cef__2,-0.290967784,-2.9672708135,-4.2232518785
abx_media__camhb_cef__1,1.2459317803,-3.3420356865,-4.1726254845
abx_media__camhb_cef__2,0.8351377787,-3.0113097145,-4.0037437435
abx_media__m9_cipro__1,1.6799051689,-1.5385214715000002,-1.1582272064999999
abx_media__m9_cipro__2,1.9984994390000002,-1.6694463325000002,-1.6598337765
abx_media__rpmi_cipro__1,-0.323267776,-3.2896911185,-4.3505918345
abx_media__rpmi_cipro__2,0.1213693768,-3.0261685875,-3.4111617525
abx_media__camhb_cipro__1,0.7712021189,-4.2394617405,-4.3919995335
abx_media__camhb_cipro__2,0.8088131671000001,-3.9233285265,-4.7509018895
hot_tale__42c_ale3_30c__1,-1.3804077179,-0.9373215125000001,-3.2425512085
hot_tale__42c_ale3_30c__2,-0.5414283995,-0.8653815505,-3.1932569135
hot_tale__42c_ale3_37c__1,-1.2428252221,-0.1666293265,-3.2707657265
hot_tale__42c_ale3_37c__2,-1.2363250062,0.009964038500000001,-2.6587182955
hot_tale__42c_ale3_44c__1,0.0944693463,2.1208220455,-1.9441117685
hot_tale__42c_ale3_44c__2,0.596385398,2.2410487445,-1.9671884295000002
hot_tale__hot_ale3_mid_30c__1,0.9050171512,-0.7482007705,-1.8132051925
hot_tale__hot_ale3_mid_30c__2,-0.1990605725,-0.6078015145,-2.2412385545
hot_tale__hot_ale3_mid_37c__1,-0.977064091,-0.23197492150000001,-2.2737546885
hot_tale__hot_ale3_mid_37c__2,-0.9554802304000001,0.2198232465,-2.1955812015
hot_tale__hot_ale3_mid_44c__1,-0.8266812473,1.3228375995000001,-2.6609546985
hot_tale__hot_ale3_mid_44c__2,-0.181983532,1.7664025795,-3.1147629565
hot_tale__hot_ale3_30c__1,0.1317754455,-0.8002160005000001,-2.5372296665
hot_tale__hot_ale3_30c__2,-0.20930182420000001,-0.5830042755,-2.5502336555
hot_tale__hot_ale3_37c__1,-0.7775595396,0.4183197265,-1.9624959595
hot_tale__hot_ale3_37c__2,-1.0393327699,0.23064306950000002,-2.2984092615
hot_tale__hot_ale3_44c__1,-0.3477420272,2.0464749205,-3.2833873825
hot_tale__hot_ale3_44c__2,-0.16888589680000002,1.6415968855,-1.4139853265
hot_tale__hot_ale4_30c__1,-1.1956368978,-1.1279609035,-4.1585122705
hot_tale__hot_ale4_30c__2,-1.4458855579,-0.9230400505,-3.7380042735
hot_tale__hot_ale4_37c__1,-1.0266553422,0.0315772205,-3.6073336695
hot_tale__hot_ale4_37c__2,-1.205821169,0.1721207695,-3.4932508875
hot_tale__hot_ale4_44c__1,-0.4029974619,1.6179872524999999,-2.8072191495
hot_tale__hot_ale4_44c__2,-0.9263989564,1.9061199604999999,-2.7392889245000003
hot_tale__hot_ale8_30c__1,-0.669336993,-0.8933553695,-2.5061558885
hot_tale__hot_ale8_30c__2,-1.0617616233,-0.8932016055,-2.9955450835
hot_tale__hot_ale8_37c__1,-0.9051364614,0.3178427755,-3.1137681365
hot_tale__hot_ale8_37c__2,-0.8519776120000001,0.19544881050000001,-3.1238285995
