,A,YgbI
nac_ntrc__bw_delnac_gln__1,-0.3538057042089682,-0.021718214500000776
nac_ntrc__bw_delnac_gln__2,0.6038445665589034,0.06370457849999944
nac_ntrc__bw_delnac_nh4__1,0.5117172172548162,-0.2476270455000007
nac_ntrc__bw_delnac_nh4__2,0.3695124737427641,-0.21969197850000025
misc__wt_no_te__1,0.2841612452339901,-0.23330866550000096
misc__wt_no_te__2,0.0829827384778475,-0.4699815115000003
misc__bw_delcbl__1,0.0884819496801859,-0.309877117500001
misc__bw_delcbl__2,-0.161277210420704,-0.4283447375000007
misc__bw_delfabr__1,-0.2278924548144866,-0.23375132850000035
misc__bw_delfabr__2,-0.0638548071409118,-0.16033173950000099
misc__bw_delfadr__1,0.6379267687636863,-0.3722961785000001
misc__bw_delfadr__2,-0.1444098235867063,-0.4227129025000007
misc__nitr_031__1,0.4858303832275684,-0.3893421885000006
omics__wt_glu__1,-0.6810377439237998,-0.7429914225000003
omics__wt_glu__2,-0.97825359385821,-0.8214519235000006
omics__wt_gly__1,-0.7361768552475457,-0.6929117935000004
omics__wt_gly__2,-0.6420382843355332,-0.642418729500001
omics__wt_thr__1,3.078405558166276,-0.2137108165000008
omics__wt_thr__2,2.20628240919223,-0.5034068965000005
omics__bw_ac__1,2.71767951395832,0.6123079964999993
omics__bw_ac__2,2.665369547794949,0.6842576514999994
omics__bw_fum__1,1.5277742268149184,0.5016255284999991
omics__bw_fum__2,1.1749656188171842,0.5970307744999994
omics__bw_glc__1,-0.1179702186452535,0.3367803124999993
omics__bw_glc__2,-0.1634105730392879,0.5554821974999999
omics__bw_pyr__1,1.7599821203578514,1.1604495034999989
omics__bw_pyr__2,1.28268969607484,0.8111097954999993
ompr__wt_nacl__1,0.3922956247543532,-0.7997401875000003
ompr__wt_nacl__2,0.96346339896275,-0.8908497905000008
ompr__bw_delompr_nacl__1,0.14475506352585,-0.8829798965000002
ompr__bw_delompr_nacl__2,0.545758834049278,-0.8205827315000009
minspan__wt_ade__1,1.1476674497613228,-0.4969459555000011
minspan__wt_glc__2,0.962917099767678,-0.49288220750000106
minspan__wt_glc__3,1.0111411542445672,-0.5362858285000005
minspan__wt_glc__4,0.2932026570716625,-0.4901004555000013
minspan__wt_glc_anaero__1,0.2769351475731064,-1.2272224065000006
minspan__wt_glc_anaero__2,-0.4971612181083387,-0.13179141450000031
minspan__wt_trp__1,0.894277430207294,-0.4915949375000004
minspan__bw_delcra_glc__2,0.6091951669757679,-0.2269722895000008
minspan__bw_delcra_trp__1,1.4982759238709216,-0.7542912975000009
minspan__bw_delmntr__1,1.0088199257906567,-0.30818185250000063
minspan__bw_delnac_ade__1,-0.0709925650699216,-0.14412089650000048
minspan__bw_delnac_glc__1,0.9837897472635592,-0.1993390985000003
cra_crp__wt_ac__1,1.8250710169434143,-0.6232816895000006
cra_crp__wt_ac__2,1.4265549956967505,-0.553150714500001
cra_crp__wt_fru__1,-1.2070614234100057,-0.8436350565000001
cra_crp__wt_fru__2,-0.4479397036482316,-0.8335763375000003
cra_crp__delcra_ac__1,2.263141835803075,0.5572290624999994
cra_crp__delcra_ac__2,2.210177871556242,0.6944068525000002
cra_crp__delcra_fru__1,-0.2290565306769957,-0.1345925845000009
cra_crp__delcra_fru__2,-0.3932991342088199,-0.20032260950000055
cra_crp__delcra_glc__1,0.166577892397626,-0.34369159050000064
cra_crp__delcra_glc__2,-0.3377311402122329,-0.20435833450000107
rpoB__wt_031__1,-0.7897976125104349,0.1369638464999996
rpoB__wt_044__1,-0.1778659690037205,-0.3090458405000005
rpoB__wt_lb__1,3.883117679113916,-0.019498666500000542
rpoB__wt_lb__2,4.325931654558298,-0.3257727425000008
rpoB__rpoBE546V_031__1,0.4065219254312125,0.1534012994999987
rpoB__rpoBE546V_044__1,0.5060955220452987,-0.5004681725000006
rpoB__rpoBE546V_lb__1,5.067671781337248,-0.17566883650000076
rpoB__rpoBE546V_lb__2,5.582460615408009,0.012086018499999795
rpoB__rpoBE546V_glc__1,-0.1865627153307917,-0.4845954285000005
rpoB__rpoBE672K_glc__1,2.682716083148873,-1.4504006635000004
rpoB__rpoBE672K_glc__2,2.239761869212747,-1.0267997825000008
rpoB__rpoBE672K_lb__1,2.322425574596949,-1.0693673675000008
rpoB__rpoBE672K_lb__2,2.221280921004749,-0.7401639735000005
crp__wt_fru__1,-0.2449598143038138,0.10274232549999952
crp__wt_glyc__1,-0.7089325754923955,0.3298391514999999
crp__wt_glyc__2,-0.8237325309533016,0.2953776474999996
crp__delar1_glyc__1,-0.0607102159113373,-0.7432408165000002
crp__delar1_glyc__2,-0.3352553663723959,-0.9422106265000004
crp__delar1ar2_glyc__1,-0.4279151241078978,-0.6202200605000003
crp__delar1ar2_glyc__2,0.0363951918684896,-0.9374331115000007
crp__delar1ar2_glyc__3,0.1703358970640551,-1.1541703745000005
crp__delar2_glyc__1,-2.285250339335903,0.730790064499999
crp__delar2_glyc__2,-2.000875787437089,0.3834174314999999
crp__delar2_glyc__3,-2.204561145650181,0.4333495934999991
crp__delcrp_fru__1,0.0689769965732571,-0.056672306500000325
crp__delcrp_fru__2,0.1608756421903505,-0.0937787995000008
crp__delcrp_fru__3,0.6477511710835926,0.06733114749999912
crp__delcrp_glc__1,-0.2730634970447645,0.18780972649999936
crp__delcrp_glc__2,0.2854560618561572,-0.031328247500000295
crp__delcrp_glc__3,0.4343265351259835,0.16420891349999955
crp__delcrp_glyc__1,-0.8780503558414829,-0.12420597550000068
crp__delcrp_glyc__2,-0.367046160849475,-0.009428888500000454
crp__delcrp_glyc__3,-0.3080776702526835,-0.2366516995000003
glu__glu_ale3__1,0.7111432986821484,0.36993846049999934
glu__glu_ale4__1,-0.4322321798041577,-0.3306494795000008
glu__glu_ale5__1,0.5814737919630663,-0.4132837145000003
glu__glu_ale6__1,0.7130873076693363,-1.4167348225000005
glu__glu_ale8__1,0.8887286701645146,-0.026705879500000584
glu__glu_ale9__1,-0.0194701306665557,-0.17529897750000067
glu__glu_ale10__1,-0.3847468274503236,-0.3143002165000004
42c__wt_42c__1,0.6801328770616992,-0.3099677525000004
42c__42c_ale1__1,0.1024459495123467,-0.00016391150000050206
42c__42c_ale2__1,1.745199983221246,-0.1927861785000005
42c__42c_ale3__1,0.1855921558988468,-0.18056406650000054
42c__42c_ale4__1,1.2778423212896926,0.03315959349999975
42c__42c_ale5__1,1.254798524927259,-0.8203039625000006
42c__42c_ale6__1,-1.1518313479986635,-0.4612389585000001
42c__42c_ale8__1,0.2272273716372204,0.21084983049999906
42c__42c_ale9__1,1.0774237052276805,-0.5323498935000002
42c__42c_ale10__1,1.5569887415394326,-0.18598787450000032
ssw__wt_ac__1,2.504122706165202,0.2889284744999987
ssw__wt_glc__1,0.0944750693065168,-1.4666855995000008
ssw__wt_glyc__1,0.2441024139081976,1.0987779064999996
ssw__wt_xyl__1,0.5289189182899531,-0.2259523925000009
ssw__glc_ale1__1,-0.5907747072636017,0.6943657954999995
ssw__glc_ale2__1,0.7309901183122781,0.3053713554999993
ssw__glc_ale3__1,0.9949006898434426,0.1301524814999997
ssw__glyc_ale1__1,-1.533684889721049,0.6702187604999992
ssw__glyc_ale2__1,0.5178029255501277,-0.028233652500000875
ssw__xyl_ale1__1,1.781305071023011,0.9037485115000008
ssw__xyl_ale2__1,0.4330058804561816,0.6720347364999997
ssw__xyl_ale3__1,3.0566980968299027,-0.09986143150000082
ssw__glc_ac_ac2__1,1.4245978618013502,-0.2231134855000008
ssw__glc_ac_glc1__1,0.8014601387409137,0.4668371684999997
ssw__glc_glyc_glc__1,1.592277097185785,0.3960484675
ssw__glc_glyc_glyc__1,1.1502044556739748,0.6925594594999991
ssw__glc_xyl_glc__1,0.4326084419474945,0.3012280254999995
ssw__glc_xyl_xyl__1,0.6427701217263799,-0.1996633525000009
ica__wt_glc__1,0.6908237379934132,-0.7177838685000006
ica__wt_glc__2,0.8713858034988361,-0.762609630500001
ica__wt_glc__3,0.4967232931784632,-0.3912386975000004
ica__wt_glc__4,0.4813859082261871,-0.4636397465000002
ica__arg_sbt__1,1.26600066330551,-0.045232812500001
ica__arg_sbt__2,-0.6834479205394346,-0.3895766235000009
ica__cytd_rib__1,1.4033610988534848,-0.4166437285000004
ica__cytd_rib__2,1.6335481015773947,-0.10624081950000086
ica__gth__1,1.75919142415251,0.4945169854999989
ica__gth__2,0.914638984595536,0.3858933794999997
ica__leu_glcr__1,-1.07681636897753,-0.8356941685000008
ica__leu_glcr__2,-1.484729261973545,-0.6539927225000008
ica__met_glc__1,1.308036158353957,-1.4438523825000007
ica__met_glc__2,0.9942614042517302,-1.1095761265000008
ica__no3_anaero__1,0.4088448121206875,-0.4989244565000002
ica__no3_anaero__2,-0.1173185577816784,-0.5898278085000008
ica__phe_acgam__1,0.2098022901308336,-1.0133989225000009
ica__phe_acgam__2,0.4759327314388767,-1.0310539445000009
ica__thm_gal__1,0.4323241391853045,0.029947568499999026
ica__thm_gal__2,0.2353175648365175,0.09550757149999978
ica__tyr_glcn__1,1.0880282597624398,-1.1450212085000009
ica__tyr_glcn__2,1.2203015497112568,-0.9301491145000008
ica__ura_pyr__1,1.2605165890150458,-0.4045416435000009
ica__ura_pyr__2,1.2527648680350605,-0.12001180750000096
ica__wt_glc__5,1.123999508074076,-0.1879571225000003
ica__wt_glc__6,0.8600172215796507,-0.2695110805000009
ica__bw_delpurR_cytd__1,1.0645268143390512,-0.3646891255000009
ica__bw_delpurR_cytd__2,1.4549886996606198,0.10529080049999973
ica__ade_glc__1,0.9938749404374012,0.03737807449999941
ica__ade_glc__2,1.0724151549734386,-0.3733867015000003
ytf__wt_glc__1,-0.181929961690542,0.0069082214999998115
ytf__wt_glc__2,-0.3430025973801392,0.05956470249999945
ytf__delyafC__1,-0.0049200524387101,0.10467933049999888
ytf__delyafC__2,-0.1320013608508611,0.07275369549999944
ytf__delyeiE__1,-0.5093814299949355,0.029155835499999224
ytf__delyeiE__2,-0.3769276481171295,-0.2456194455000009
ytf__delyiaJ__1,-0.0559949449027858,0.05517920649999919
ytf__delyiaJ__2,-0.1442636868962806,0.004573111499999172
ytf__delyieP__1,-0.4025165816703827,-0.1109101085000006
ytf__delyieP__2,0.1109118625762434,-0.1595402435000004
ytf__wt_ph5__1,-0.1601075891949531,-0.2358445965000007
ytf__wt_ph5__2,0.4144766747594318,-0.5355435685000005
ytf__wt_ph8__1,-0.4122288299220573,-0.3974032035000006
ytf__wt_ph8__2,0.0054593402939493,-0.3514958765000005
ytf__delybaO__1,-0.5072546954101387,-0.24623536550000136
ytf__delybaO__2,0.033435154577005,0.08571266549999912
ytf__delybaQ__1,0.2612184985538948,-0.33281049850000066
ytf__delybaQ__2,0.1219745965310181,-0.2610031475000003
ytf__delybiH__1,0.2297146569532741,-0.1588271825000005
ytf__delybiH__2,0.0091853219249599,-0.07456631550000026
ytf__delydcI_ph5__1,0.4541191101400422,-0.4246201835000001
ytf__delydcI_ph5__2,0.3746296871115265,-0.6228189585000008
ytf__delydcI_ph8__1,-0.2297796974035005,-0.4512381005000004
ytf__delydcI_ph8__2,0.4306198915101633,-0.4338863445000003
ytf__delyddM__1,-0.000145836642679,-0.01793974650000063
ytf__delyddM__2,0.0089281707871858,-0.2370666635000003
ytf__delyheO__1,0.1718456893765639,-0.029469391500000164
ytf__delyheO__2,0.7211537324069294,0.17131776549999955
fps__bw_glc__1,0.7064204788643896,-0.5166263725000011
fps__bw_glc__2,1.0795267684026213,-0.2759049015000006
fps__fps_thrA_ale1__1,0.6829606325657722,-0.09140668150000053
fps__fps_thrA_ale1__2,0.759615022340315,-0.2794676135000005
fps__fps_thrA_ale2__1,0.756574122177456,-0.4074258535000004
fps__fps_thrA_ale2__2,0.8316058279079215,-0.2819310115000002
fps__fps_serB_ale1__1,0.2167686084519834,-0.40535814550000093
fps__fps_serB_ale1__2,0.3727738853772774,-0.3473037955000011
fps__fps_serB_ale4__1,0.3055953024500006,-0.05186825250000027
fps__fps_serB_ale4__2,-0.0087760665114112,-0.1567965115000005
fps__fps_ptsI_ale1__1,1.2102227401466188,-0.12138741850000034
fps__fps_ptsI_ale1__2,1.4751672423800468,-0.2809882765000005
fps__fps_ptsI_ale3__1,0.5005923392922947,-0.28472046950000074
fps__fps_ptsI_ale3__2,0.8681562345588095,-0.06846654850000089
pal__lyx_ale2_f6__1,2.278582596008629,0.8914241525
pal__lyx_ale2__1,1.852478967391872,0.6987395884999987
pal__lyx_ale2__2,1.9168118352519323,0.7158136194999987
pal__lyx_ale4__1,1.3228539815694476,0.3965964534999991
pal__lyx_ale4__2,1.0154154464433118,0.3238568364999992
pal__5drib_ale10_f18__1,4.090440403356465,0.7648695414999995
pal__5drib_ale10_f18__2,4.341764883105689,0.9361445715
pal__5drib_ale10__1,4.075293659725316,0.7490962554999996
pal__arab_ale14_f9__1,5.985366692351465,0.4890762004999996
pal__arab_ale14_f9__2,5.776676308808118,0.5813737364999998
pal__arab_ale14__1,-2.1059700754767885,-0.04207151850000024
pal__arab_ale14__2,-1.4184509690332314,-0.10198576050000074
pal__arab_ale16__1,-0.5023978588859187,0.5217393754999993
pal__arab_ale16__2,1.483789920787875,0.5560735944999989
pal__tartr_ale26_f10__1,-1.0012589639950265,0.8118307684999992
pal__tartr_ale26_f10__2,-1.5233875446249483,0.9050293484999984
pal__tartr_ale26__1,13.810473454323756,1.5025473344999989
pal__tartr_ale26__2,14.158373903311066,1.4413591664999998
pal__tartr_ale28_f10__1,20.360430393431585,2.547331368499999
pal__tartr_ale28_f10__2,20.94438205898437,3.1513863854999986
pal__tartr_ale28__1,21.52847561162501,3.7397355294999985
pal__tartr_ale28__2,18.9416460554013,3.9044118795
efeU__delmenFentC_citr__1,0.3364283042772481,-0.2778807735000006
efeU__delmenFentC_citr__2,0.0971011730174384,-0.6927551875000004
efeU__delmenFentC__1,1.0803174277390823,-0.2413011695000007
efeU__delmenFentC__2,1.038722996910025,-0.23014937750000095
efeU__menFentC_ale39__1,0.5331999598783336,-0.34063347750000084
efeU__menFentC_ale39__2,0.8359363725025915,-0.2693549865000007
efeU__menFentC_ale29__1,-0.2136165163267476,-0.7343657975000006
efeU__menFentC_ale29__2,0.7944300221164171,-0.4746356495000006
efeU__menFentC_ale30__1,1.341700723483234,-0.09505276650000027
efeU__menFentC_ale30__2,0.2343354097422669,-0.4845438705000014
efeU__menFentCubiC_ale36__1,0.4882905415618221,-0.30949520250000084
efeU__menFentCubiC_ale36__2,0.1137300941892456,-0.21439622750000087
efeU__menFentCubiC_ale37__1,-0.3790904709490501,0.102714205499999
efeU__menFentCubiC_ale37__2,0.124369475882342,-0.16683339750000048
efeU__menFentCubiC_ale38__1,1.0935464905777972,-0.19689743950000071
efeU__menFentCubiC_ale38__2,1.3031046716024457,0.18744207449999892
misc2__salc_glc__1,-0.2631298462589154,-0.34778468550000063
misc2__salc_glc__2,-0.8002194722630697,0.2173167394999993
misc2__dbcn_glc__1,-0.7622762305486597,-0.7311788625000011
misc2__dbcn_glc__2,-0.9940820952751258,-0.4268351155000003
misc2__tyr_glc__1,0.602705289820692,-0.12167188950000085
misc2__tyr_glc__2,0.9951882319581744,0.11606150949999973
misc2__arg_cytd__1,1.0855730072990382,-0.4096171145000005
misc2__arg_cytd__2,1.325171639196411,-0.30345805450000096
misc2__delyheO_pyr__1,1.4251978237758118,0.06141300649999959
misc2__delyheO_pyr__2,1.6733909132865,0.07588513149999887
misc2__dellon_glc__1,-0.345082498684126,0.5879089394999992
misc2__dellon_glc__2,-0.7602784516703655,0.5594888464999999
nquinone__delubiC__1,0.5552395077105527,-0.4776204135000004
nquinone__delubiC__2,0.126134706005813,-0.023946391500000885
nquinone__ubiC_ale1__1,0.6182315623622059,-0.14774319150000093
nquinone__ubiC_ale1__2,0.4622393509262318,-0.5737436925000008
nquinone__ubiC_ale2__1,1.4030068661280728,-0.14311789950000087
nquinone__ubiC_ale2__2,1.09494033809964,-0.3041981995000009
nquinone__ubiC_ale3__1,1.0282526371889027,-1.0167449965000008
nquinone__ubiC_ale3__2,0.8439850283981825,-0.8795230975000008
nquinone__ubiC_ale4__1,0.4140848464340173,-0.4317344915000003
nquinone__ubiC_ale4__2,0.8884912883440191,-0.07882272550000112
nquinone__delpdhR__1,0.426551727804069,-0.4163047025000006
nquinone__delpdhR__2,1.133959836830542,-0.4462448195000004
quinone__glu_ale4__1,0.0453977294745542,-0.39004245950000094
quinone__glu_ale4__2,1.0825238052570132,-0.17863455750000054
quinone__delmenF__1,-0.4199919270924928,-0.3584954835000005
quinone__delmenF__2,0.6141297358071818,-0.5435928415000006
quinone__menF_ale5__1,-0.335390560897411,0.05408126249999956
quinone__menF_ale5__2,0.6034087216830396,-0.596993362500001
quinone__menF_ale6__1,1.3529331528127873,-0.5271842755000007
quinone__menF_ale6__2,0.6567620918874032,-0.4948680835000001
quinone__menF_ale7__1,1.2197348235009458,-0.3379921955000009
quinone__menF_ale7__2,1.8243243604080432,-0.2167700345000005
quinone__menF_ale8__1,1.4404656542812069,-0.09583268350000028
quinone__menF_ale8__2,1.4747732788071772,-0.4046313405000008
quinone__delmenFubiC__1,0.9621370243764368,-0.1914111865000008
quinone__delmenFubiC__2,-0.1847913756876376,-0.2887150905000011
quinone__menFubiC_ale1__1,0.6609264805326514,-0.4600195735000003
quinone__menFubiC_ale1__2,0.4193743811532909,-0.5769722565000004
quinone__menFubiC_ale2__1,0.7579332715715436,-0.3825678265000008
quinone__menFubiC_ale2__2,0.6971373560065942,-0.7651099575000009
quinone__menFubiC_ale3__1,0.9191903945822848,-0.11748319250000085
quinone__menFubiC_ale3__2,1.78030938480266,-0.28227904550000105
quinone__menFubiC_ale4__1,1.1019522419748702,0.01611603949999907
quinone__menFubiC_ale4__2,1.5217892485597255,-0.0770320885000002
oxyR__wt_glc__1,0.6743146088885104,0.1857075314999994
oxyR__wt_glc__2,0.5381216219615286,0.07120798149999974
oxyR__wt_h2o2__1,0.7323717744685364,0.08544439149999937
oxyR__wt_h2o2__2,-0.1859105532848972,0.00991093049999936
oxyR__glu_ale4__1,0.6014751854547654,0.3994478404999997
oxyR__glu_ale4__2,0.6080549228894506,0.2738395634999993
oxyR__glu_ale4_h2o2__1,0.6104090041170324,0.3613419164999998
oxyR__glu_ale4_h2o2__2,0.2885638880530567,0.34392191949999873
oxyR__oxyR_ale17__1,-0.1164523605235477,0.13641729249999912
oxyR__oxyR_ale17__2,0.1639108530233268,0.1431899614999992
oxyR__oxyR_ale17_h2o2__1,-0.009962172101123,0.3173155334999995
oxyR__oxyR_ale17_h2o2__2,-0.1341637287773348,0.05168656749999912
oxyR__oxyR_ale18__1,0.8207570296708583,-0.2609724905000013
oxyR__oxyR_ale18__2,0.3184734156282318,-0.18887249550000096
oxyR__oxyR_ale18_h2o2__1,0.2275433304749554,0.14604878649999975
oxyR__oxyR_ale18_h2o2__2,-0.1968179876361245,0.11730195649999953
oxyR__oxyR_ale19__1,0.6810594691294625,-0.26623186650000097
oxyR__oxyR_ale19__2,0.6882786789808277,-0.2959551385000001
oxyR__oxyR_ale19_h2o2__1,0.5600123041318961,-0.3380166745000004
oxyR__oxyR_ale19_h2o2__2,0.5030435787720676,-0.2261500185000003
oxyR__oxyR_ale20__1,-0.3233850794405098,-0.07244697450000093
oxyR__oxyR_ale20__2,0.4039945510898846,-0.2525845195000009
oxyR__oxyR_ale20_h2o2__1,-0.4597735779928292,0.0465589014999992
oxyR__oxyR_ale20_h2o2__2,-0.0788468807724677,0.08642808349999953
svns_pgi__BmePgi24_15__1,-0.1247770717911626,-0.029005029500000386
svns_pgi__BmePgi24_15__2,0.2076430849709093,0.04484689949999865
svns_pgi__BmePgi24_26__1,0.6807920483587034,0.11970708049999955
svns_pgi__BmePgi24_26__2,0.0570728112654972,0.2895043984999992
svns_pgi__BmePgi24_41__1,1.5641836812472618,0.2663259604999997
svns_pgi__BmePgi24_41__2,1.2403504441506308,0.0895377204999992
svns_pgi__BmePgi24_52__1,0.2797120400533561,0.026041830499998756
svns_pgi__BmePgi24_52__2,0.1463057644812306,0.10129332149999913
svns_pgi__PaePgi2_34__1,-0.1371785811247435,-0.3557467955000009
svns_pgi__PaePgi2_34__2,-0.1155140247175747,-0.27092786950000125
svns_pgi__PaePgi2_63__1,0.3347405457330232,-0.12074167750000075
svns_pgi__PaePgi2_63__2,0.7124370355714388,-0.12018569450000086
svns_pgi__PaePgi24_54__1,0.7676871722997691,0.006475295499999589
svns_pgi__PaePgi24_54__2,0.7468116967667682,-0.043791252500001036
svns_pgi__PaePgi24_90__1,0.3437742627763993,-0.03553774450000091
svns_pgi__PaePgi24_90__2,0.0284227551407387,0.22410272849999924
abx_media__m9_ctrl__1,0.6138684756304807,-0.6872393045000003
abx_media__m9_ctrl__2,0.7661590880116403,-0.9338959095000005
abx_media__rpmi_ctrl__1,2.533579228598432,-0.5008378375000007
abx_media__rpmi_ctrl__2,2.6225675849677867,-0.5252634645000009
abx_media__camhb_ctrl__1,3.719506572092756,-0.8629079315000006
abx_media__camhb_ctrl__2,3.246806126463598,-0.6226212365000006
abx_media__m9_mero__1,0.716583306245061,-0.9692474525000004
abx_media__m9_mero__2,1.0993374373908344,-0.8662982045000005
abx_media__rpmi_mero__1,3.646650950574227,-0.9313983225000008
abx_media__rpmi_mero__2,2.823014791266488,-0.9944895285000008
abx_media__camhb_mero__1,3.3649576026449903,-1.8005496465000004
abx_media__camhb_mero__2,3.314516684426332,-1.6368669595000007
abx_media__m9_trisulf__1,1.3304697205857956,-1.3165109295000006
abx_media__m9_trisulf__2,1.1796960050568774,-1.2581276795000007
abx_media__rpmi_trisulf__1,2.5618311667776537,-1.6908312135000003
abx_media__rpmi_trisulf__2,2.80935437980178,-1.9433322335000005
abx_media__camhb_trisulf__1,2.470378586814263,-1.4696882045000006
abx_media__camhb_trisulf__2,2.566564084866662,-1.4161715095000007
abx_media__m9_cef__1,1.5505320704422032,-1.2442526275000008
abx_media__m9_cef__2,1.6569751030690292,-1.4580469755000007
abx_media__rpmi_cef__1,2.733751228399907,-0.9789664685000004
abx_media__rpmi_cef__2,1.879778511768602,-1.2067699495000008
abx_media__camhb_cef__1,2.7320549806770837,-1.346829568500001
abx_media__camhb_cef__2,3.247128025926967,-1.3988556045000011
abx_media__m9_cipro__1,1.5802400594287187,-1.4279106825000007
abx_media__m9_cipro__2,1.377124853665853,-1.2251686695000008
abx_media__rpmi_cipro__1,2.17904268979136,-2.8972589495000007
abx_media__rpmi_cipro__2,2.169717849438787,-1.9383064155000005
abx_media__camhb_cipro__1,2.678201284767602,-2.0921372165000007
abx_media__camhb_cipro__2,2.3320111850899483,-2.2205012065000007
hot_tale__42c_ale3_30c__1,-0.0089355588151384,-0.6194076925000003
hot_tale__42c_ale3_30c__2,0.609172189617522,-0.560670409500001
hot_tale__42c_ale3_37c__1,-0.4472132972802956,-0.09373910750000024
hot_tale__42c_ale3_37c__2,0.4598521827030443,-0.4940900265000003
hot_tale__42c_ale3_44c__1,2.275849719151971,0.7125014234999991
hot_tale__42c_ale3_44c__2,1.958341302577692,0.9032775694999992
hot_tale__hot_ale3_mid_30c__1,2.323761211109074,-0.6326971795000009
hot_tale__hot_ale3_mid_30c__2,1.6807136049278149,-0.6551560125000009
hot_tale__hot_ale3_mid_37c__1,0.9573816748710152,-0.6323563935000003
hot_tale__hot_ale3_mid_37c__2,0.580676443353383,-0.561841739500001
hot_tale__hot_ale3_mid_44c__1,-2.017051161670786,0.0351811814999996
hot_tale__hot_ale3_mid_44c__2,2.243996658310789,0.42493635049999945
hot_tale__hot_ale3_30c__1,1.8485957796633945,-0.8781438235000003
hot_tale__hot_ale3_30c__2,0.0551887884912504,-0.5252220455000005
hot_tale__hot_ale3_37c__1,0.3079658202630321,-0.3345703085
hot_tale__hot_ale3_37c__2,-0.4711700143041022,-0.07921496250000093
hot_tale__hot_ale3_44c__1,1.481093119548574,0.3825942194999987
hot_tale__hot_ale3_44c__2,1.7254547686608033,0.1401820874999995
hot_tale__hot_ale4_30c__1,-0.4154916242498565,-0.8217033315000002
hot_tale__hot_ale4_30c__2,-0.3334741357688831,-0.8978762075000004
hot_tale__hot_ale4_37c__1,0.7422870002360589,-0.4708220555000011
hot_tale__hot_ale4_37c__2,0.4489699188461009,-0.15278889250000027
hot_tale__hot_ale4_44c__1,1.4164100701331497,0.3115267134999993
hot_tale__hot_ale4_44c__2,1.9122841770081696,0.17712771949999873
hot_tale__hot_ale8_30c__1,1.6994433104570887,-0.3039082085000002
hot_tale__hot_ale8_30c__2,0.4148991012343455,-0.8298076484999992
hot_tale__hot_ale8_37c__1,0.2714419838344375,-0.43310607650000055
hot_tale__hot_ale8_37c__2,0.8397584950079606,-0.32266437650000057
hot_tale__hot_ale8_44c__1,2.309003958314083,0.3955873734999997
hot_tale__hot_ale8_44c__2,1.929152830769956,0.44628814449999865
hot_tale__hot_ale9_mid_30c__1,1.0627839159456771,-0.4780440325000006
hot_tale__hot_ale9_mid_30c__2,0.6582818776007592,-0.6681060545000008
hot_tale__hot_ale9_30c__1,-0.0176317326759894,-0.7378010865000002
hot_tale__hot_ale9_30c__2,0.1101232871876722,-0.5925964535000006
hot_tale__hot_ale9_mid_37c__1,0.6421148007377491,-0.4062475145000004
