,A,Cra,Crp
cck_gnd__gnd_ale3__2,-0.7569815515,-0.4184485215,0.07806117700000001
cck_tpiA__gmos_deltpiA__1,0.7981911755000001,-0.43855791650000003,0.554945433
cck_tpiA__gmos_deltpiA__2,0.5589956689000001,-0.5393699855,0.648474443
cck_tpiA__tpiA_ale1__1,-1.2784797162000001,-0.5422065135,0.5753141230000001
cck_tpiA__tpiA_ale1__2,-0.9618923536,-0.5308042155,0.5862271530000001
cck_tpiA__tpiA_ale2__1,-0.26015783470000003,-0.3575995035,0.693161793
cck_tpiA__tpiA_ale2__2,1.333227884,-0.3596872345,0.48257620300000004
cck_tpiA__tpiA_ale3__1,-0.4525569927,-0.41798636050000004,0.44486670300000003
cck_tpiA__tpiA_ale3__2,-0.3797798182,-0.4836626155,0.424267453
cck_tpiA__tpiA_ale4__1,0.9494366058,-0.3358756155,0.227203863
cck_tpiA__tpiA_ale4__2,1.1752536285,-0.4389650775,0.196128253
acid_tale__acid_ale1_pH7__1,0.9609362714,-0.7334999485,0.152688973
acid_tale__acid_ale1_pH7__2,0.9264075788,-0.7484703015,0.12606668000000001
acid_tale__acid_ale1_pH5__1,1.2124022905,-0.4678920375,0.7941495230000001
acid_tale__acid_ale1_pH5__2,1.3353514939,-0.3930017975,0.815270033
acid_tale__acid_ale2_pH7__1,1.3719334764,-0.4118136355,0.338840073
acid_tale__acid_ale2_pH7__2,1.1388715951,-0.47630258550000004,0.323054463
acid_tale__acid_ale2_pH5__1,0.7284327947,-0.1895000095,0.432644723
acid_tale__acid_ale2_pH5__2,1.6543867809,-0.4798766975,0.485480993
acid_tale__low_Mg_ale_pH7__1,0.8489845965,-0.2781370405,0.300746703
acid_tale__low_Mg_ale_pH7__2,1.0179461428,-0.2569315545,0.34624546300000003
acid_tale__low_Mg_ale_pH5__1,0.4836947924,0.1020968525,0.608588733
acid_tale__low_Mg_ale_pH5__2,0.40576050690000004,-0.014786704500000001,0.557231563
acid_tale__MES_ale_pH7__1,0.9037003636000001,-0.36790245050000003,0.430531873
acid_tale__MES_ale_pH7__2,0.8838830204,-0.3178411205,0.47473322300000004
acid_tale__MES_ale_pH5__1,-0.2689624982,-0.0216199515,0.475017483
acid_tale__MES_ale_pH5__2,-0.0882090542,0.2312870575,0.709374983
acid_tale__gmos_pH7__1,0.3564353387,-0.4110757265,0.42960406300000004
acid_tale__gmos_pH7__2,0.278081613,-0.3790623645,0.444629313
acid_tale__gmos_pH5__1,-0.09427716530000001,-0.0375262465,0.650228023
acid_tale__gmos_pH5__2,0.0256827697,-0.050952172500000004,0.7174304530000001
adnB__wt_adn__1,-1.2449432438999999,-0.6501832575000001,-0.41595584700000005
adnB__wt_adn__2,-0.5278686349,-0.0186172025,0.229595813
adnB__delydhB_adn__1,-1.7109086012999999,-0.9902791435,-0.53031891
adnB__delydhB_adn__2,-1.7185516052,-0.4512461615,-0.264506101
ytf2__wt_glc__1,-1.0172733279,-0.1737854135,0.207994233
ytf2__wt_glc__2,-1.0420764694,-0.28562678350000004,0.253845453
ytf2__ybcM_glc__1,0.9671435573,-0.8907573165,0.49687887300000005
ytf2__ybcM_glc__2,0.7946083322,-0.7758062415,0.5496294230000001
ytf2__ydhB_glc__1,-0.3964092882,-0.3476782995,0.326151603
ytf2__ydhB_glc__2,-0.5009007496,-0.3220592405,0.395503043
ytf2__yfeC_glc__1,-0.45538491750000004,-0.2695613745,0.20829614300000002
ytf2__yfeC_glc__2,-0.11792921540000001,-0.2679638035,0.37606821300000004
ytf2__yciT_glc__1,-0.2827145571,-0.2872460545,0.459934233
ytf2__yciT_glc__2,-0.5379471485,-0.37300834850000003,0.517486403
ytf2__ydiZ_glc__1,-0.0437527527,-0.3173679715,0.28184425300000004
ytf2__ydiZ_glc__2,-0.39603961060000004,-0.2076009245,0.281401713
ytf2__ynfL_glc__1,-0.6282603346,-0.1688068245,0.510756223
ytf2__ynfL_glc__2,-0.17944705090000002,-0.1585725195,0.523190413
misc2__dellon_glc__1,0.3587607709,-0.9598467375,0.48724811300000004
misc2__dellon_glc__2,0.3054502106,-1.4587705855,0.21544195300000002
ytf3__wt_glc2__1,0.1410667247,-0.15415739850000001,0.456262873
ytf3__wt_glc2__2,0.0327783725,-0.0095756325,0.5116651830000001
ytf3__wt_pH7_lactate__1,0.0006640513,-0.17338632950000002,0.560872303
ytf3__wt_pH7_lactate__2,-0.0228104079,-0.1549683935,0.553273863
ytf3__wt_pH55_lactate__1,-0.5001315845000001,0.0703285175,0.778064203
ytf3__wt_pH55_lactate__2,-0.6719123319,0.022572651500000002,0.7423117130000001
ytf3__wt_pH55_HCl__1,-0.6635888827,0.1200614225,0.615049543
ytf3__wt_pH55_HCl__2,-0.5903347436,0.1057586445,0.6014201330000001
ytf3__dyieP_pH7__1,0.27006913590000003,-0.18636152050000002,0.47916943300000003
ytf3__dyieP_pH7__2,0.066866204,0.014338835500000001,0.424966693
ytf3__dyieP_pH55__1,0.23603751750000002,-0.1386819535,0.439007113
ytf3__dyieP_pH55__2,0.8083867205,-0.0539012405,0.623551333
