,A,Crp,Fur
SRX5936140,-2.6434505088,0.24660512910000001,-0.08879570190000001
SRX5936141,-2.1578663628,0.6661311877,-0.0850564164
SRX5936142,-2.7240164836,0.6329567987,-0.09484481410000001
SRX5936143,-1.3599427332,0.4183987155,-0.16105459490000001
SRX5936144,-1.3225778263,0.48370192910000004,-0.10463564060000001
SRX8557650,-0.0443279555,-0.0066037492,-0.018041486500000002
SRX8557651,0.1630716334,0.0077228519,-0.012953447600000001
SRX8557652,-0.118743678,-0.0011191027,0.0309949342
SRX8557653,-2.7963546235,-1.3647463804,0.2898445644
SRX8557654,-2.6577030262,-1.380566146,0.2254398709
SRX8557655,-2.6334822225,-1.5210848611999999,0.09417981680000001
SRX8557656,-2.2313039704,-1.1906271379,1.1925754461
SRX8557657,-2.7359162777,-1.1528320159,1.2483474887
SRX8557658,-2.6817663058,-1.2579894262,1.2421802259
SRX8557659,-2.4779644279,0.9529671083000001,1.8021117028
SRX8557660,-2.3017668614,0.9658081033,1.9561539904
SRX8557661,-1.7967814126000001,1.1082667562,2.0666025747
SRX8557662,-1.1875695992,0.4603158248,1.7270640194
SRX8557663,-1.3597514608,0.3963233387,1.7721468221
SRX8557664,-1.752355331,0.1587720879,1.5207195129
SRX8557665,-1.9022813432999999,0.4995220433,1.5043846909
SRX8557666,-0.7442990219000001,0.7128912778000001,1.6699613574
SRX8557667,-2.2896171938,0.18456944620000001,1.3189417917
SRX3405147,0.1994890214,-0.23651794610000001,0.5537644323
SRX3405148,-0.0155057002,-0.0638936618,0.2432824015
SRX3405149,-0.1839833212,0.3004116079,-0.7970468337000001
SRX3405150,-0.5327637643,-0.36936284280000004,-0.0061490723
SRX3405151,-0.5867570376,0.0483945025,-1.1920876775
SRX3405152,-0.48457118190000004,0.1697071903,-0.8089976182
SRX3405153,0.2742867303,0.0819766386,-0.19432912130000002
SRX3405154,-0.5261314474000001,0.0312762479,-0.8912804966000001
SRX3405155,-0.4433006117,-0.0104577294,-1.0244720124
SRX3405156,0.6704034157000001,0.26916821550000003,-0.8750779632000001
SRX3405157,-1.0582677125,0.0222155,-0.8075514919000001
SRX312063,-0.5257497682,-0.2181308123,-0.076587203
SRX312064,-0.32117926350000003,-0.20736263130000002,-0.1271162538
SRX312065,-0.4194512863,-0.3580729292,-1.0521095855
SRX312066,0.8798929738,-1.1019684904,-1.1304555614
SRX312067,0.8729222169,-1.1014998148,-1.2959664209000001
SRX312068,-0.45128570160000003,-1.7909618398,-1.0824874599
SRX312069,-0.43954369990000003,-1.7921226591,-1.0858363153
SRX312070,0.23853115290000002,-0.0064831920000000005,0.0250582703
SRX312071,-0.23853115290000002,0.0064831920000000005,-0.0250582703
SRX312072,1.0599685398,-0.5172351907,-0.8870948006
SRX312073,1.1593136835,-0.4930876744,-0.8731930271
SRX312074,-1.019649359,-1.5109077319000002,-0.7454877937000001
SRX312075,-0.4177186308,-1.546671549,-0.8026738972
SRX312076,-1.6292904465,-1.7910974918,-1.7308900119000001
ecoli_00001,0.3213477883,0.012478646000000001,-0.05856442
ecoli_00002,-0.3213477883,-0.012478646000000001,0.05856442
ecoli_00003,-0.9559786222000001,0.077574131,-0.195719219
ecoli_00004,-1.7455119892000002,-0.090682171,-0.214364089
ecoli_00005,0.5667638021,-0.030513673,-0.127927685
ecoli_00006,0.8090106313000001,0.05819072,-0.036050093000000005
ecoli_00007,-1.0674577049,-0.105981984,-9.893921886
ecoli_00008,-0.45129602160000004,-0.22346684100000003,-9.018917863
ecoli_00009,4.1697998133,0.436429913,-9.893921886
ecoli_00010,4.0852118542,0.367563393,-9.893921886
ecoli_00011,-0.4060641175,0.345522573,-0.38185324400000004
ecoli_00012,-0.34531044710000003,0.343136463,-0.429145386
ecoli_00014,-0.3789675038,0.33938771300000004,-0.37117846200000004
ecoli_00015,0.0998223968,0.383863793,-0.452975416
ecoli_00016,-0.24974135700000002,0.33986178300000003,-0.39381758800000005
ecoli_00017,0.06812295680000001,0.43240872300000005,-0.353113338
ecoli_00018,0.4646070091,0.482436193,-0.38769100100000004
ecoli_00019,0.2942856111,0.17662370300000002,0.358912004
ecoli_00020,0.8306560619000001,0.24038529300000003,0.424605604
ecoli_00021,1.6858252597,0.513155013,0.7270403440000001
ecoli_00022,1.3950432111,0.536337303,0.680972684
ecoli_00023,0.645254714,0.334672533,-0.46000364200000005
ecoli_00024,0.4446084797,0.387059873,-0.471555094
ecoli_00025,-0.261671408,0.513462963,-0.492841931
ecoli_00026,0.24392777070000002,0.5104807530000001,-0.53716116
ecoli_00027,-1.9999251019000002,-0.07279683,0.35313890400000003
ecoli_00028,-1.6905462439,-0.093243951,0.217593104
ecoli_00029,-0.9694695489,-0.043119613,0.346499224
ecoli_00030,-0.5772485202000001,-0.07348926,0.345243954
ecoli_00031,-1.4302854235,0.16383650300000002,-0.107863365
ecoli_00032,-1.628243287,0.11651884600000001,-0.193602928
ecoli_00033,-2.2743328672,0.16921202300000002,0.189864784
ecoli_00034,-2.3266130813,0.03216219,0.311143514
ecoli_00035,-1.1779466517000001,0.29367586300000004,-0.02804138
ecoli_00036,-1.5400234911,0.22863865300000003,-0.165441159
ecoli_00037,-1.0745227097,0.505105143,-0.358506798
ecoli_00038,-1.1364029885,0.563775123,-0.237658523
ecoli_00039,0.3983413222,0.339165103,-0.48028834600000003
ecoli_00040,1.3357774931,0.360235063,-0.45890349
ecoli_00041,2.0333108981,0.32216916300000004,-0.380946999
ecoli_00042,3.0470549112,0.315987593,-0.424414491
ecoli_00043,1.2337933893,0.30577407300000004,-0.46137134300000004
ecoli_00044,1.5074210792,0.322569413,-0.424360053
ecoli_00045,0.043991554,0.194465293,-0.5693764170000001
ecoli_00046,-0.1571026026,0.13385438500000002,-0.613082707
ecoli_00047,2.358286826,0.325118883,-0.44849048700000005
ecoli_00048,2.51724786,0.343466333,-0.440752898
ecoli_00049,0.1210609106,0.215598863,-0.50327982
ecoli_00050,0.8479999859,0.348125933,-0.630133567
ecoli_00051,0.1237426571,0.319898823,-0.588191276
ecoli_00052,-0.4737124681,0.31218181300000003,-0.904279075
ecoli_00053,-0.7822214475,0.348980073,-0.918647058
ecoli_00054,-0.22868143700000002,0.883560683,-0.50309914
ecoli_00055,-0.8083351695000001,1.1275514229999999,-0.609504574
ecoli_00056,-0.4160511872,0.46435899300000005,-0.059433047
ecoli_00057,-0.5332496442,0.46188222300000004,-0.031227748000000003
ecoli_00058,-1.1250898722,0.44664785300000004,-0.005709301
ecoli_00059,-1.6000739039,0.49525865300000005,0.06492178400000001
ecoli_00060,-0.7483043620000001,0.319951353,-0.011917744000000001
ecoli_00061,-1.0215858425,0.360933593,0.042641122000000004
ecoli_00062,-1.2418893026,0.8061810030000001,-0.189724267
ecoli_00063,-3.5063565515,0.764467493,-0.117464833
ecoli_00064,-1.6796075530999999,-0.686581477,-0.400303825
ecoli_00065,-2.1418774855000002,-0.620927,-0.504065686
ecoli_00066,-1.3289430419000001,-1.046248202,-0.632963179
ecoli_00067,-0.9651839155,-1.071490687,-0.543296344
ecoli_00068,-0.9788515064000001,-0.09169608400000001,0.19507696400000002
ecoli_00070,-0.1385487262,-0.171476714,-0.5062775780000001
ecoli_00071,0.0254938574,-0.216511799,-0.44786492600000005
ecoli_00072,-0.0807073584,-0.237794143,-0.415952254
ecoli_00073,-1.1772789189,0.097308024,-0.8732856050000001
ecoli_00074,-2.2609683286,0.0007891440000000001,-1.157357443
ecoli_00075,-2.2832656883,0.37930993300000004,-0.868235834
ecoli_00077,-1.9245738582,0.207746483,-0.918542673
ecoli_00078,-1.7964877783,0.245706203,-1.00502228
ecoli_00079,-2.6159399281,0.395080543,-0.6837856210000001
ecoli_00080,-0.3953949565,0.005806082000000001,-0.107717401
ecoli_00081,-0.5874458095,0.19238992300000002,-0.467616242
ecoli_00082,1.1095795696,0.7848307330000001,-0.418468514
ecoli_00083,1.0083629345,0.774460393,-0.483728046
ecoli_00084,0.355623638,0.31349375300000004,-0.592770205
ecoli_00085,0.5495943652,0.373244063,-0.568478295
ecoli_00086,0.6079602631000001,0.205353913,-0.24041298600000002
ecoli_00087,0.34914491140000004,0.159225273,-0.248563267
ecoli_00088,2.9563005071,0.12650519300000002,-0.480410486
ecoli_00089,3.2421234414,0.163147493,-0.45491749600000003
ecoli_00090,1.0746344716,0.046791002000000005,-0.504451831
ecoli_00091,0.9945477984000001,-0.014761104,-0.5782221740000001
ecoli_00092,0.4398546137,0.271760703,-0.06396236200000001
ecoli_00093,0.2290471747,0.20485867300000002,-0.48135177
ecoli_00094,-1.7585421710000002,0.24727295300000002,-0.40970317
ecoli_00095,-1.8882536282,0.204154523,-0.439755649
ecoli_00096,0.5852727721000001,0.45717146300000006,-0.028183715
ecoli_00097,1.0263040715,0.376256283,-0.123194439
ecoli_00098,-1.2341191493,0.11748048200000001,-0.354521452
ecoli_00099,-1.3950951892,0.125422963,-0.336211197
ecoli_00100,1.1787191639,-0.004082425000000001,-0.32011369
ecoli_00101,1.8647492571000002,-0.66628918,-0.38510412600000005
ecoli_00102,1.093865576,-0.570898456,-0.29302495700000003
ecoli_00103,-0.2927595411,-0.228845183,-0.5939588210000001
ecoli_00104,-0.3229420183,-0.18410035800000002,-0.634140758
ecoli_00105,-0.7764095165,-0.134837475,-0.260037938
ecoli_00106,-0.4132459692,-0.06971342200000001,-0.322197604
ecoli_00107,-0.6038947874,0.000271048,-0.287365826
ecoli_00108,-0.616595395,0.768482663,-0.469120586
ecoli_00109,-3.0732113678,0.980974663,-0.348731532
ecoli_00110,-0.09129670770000001,0.29165508300000004,-0.127367114
ecoli_00111,0.06699007010000001,0.25672264300000003,-0.207661863
ecoli_00112,-0.2799014251,0.37124749300000004,-0.21472747900000003
ecoli_00113,-3.2057004190000002,1.429825303,-0.40980044600000004
ecoli_00114,-2.9727477876,1.300445483,-0.317628098
ecoli_00115,-2.850554851,1.236903523,-0.21726345500000002
ecoli_00116,-1.1633203477,-9.852476477,-0.356106085
ecoli_00117,-0.7382349060000001,-9.107951936,-0.412112491
ecoli_00118,-0.8049194031,-9.852476477,-0.368307158
ecoli_00119,-1.3091309059,-9.025871704,-0.310786963
ecoli_00120,-1.3925477891,-9.566616581,-0.203130993
ecoli_00121,-0.8098152109000001,-9.852476477,-0.113717757
ecoli_00122,0.8226344335,-9.852476477,-0.31081626300000004
ecoli_00123,0.9929233707,-9.852476477,-0.272416987
ecoli_00124,0.7847895152000001,-9.852476477,-0.172980614
ecoli_00125,1.7573747414,1.438555163,-0.11348783900000001
ecoli_00126,1.6419885073,0.12370463300000001,-0.404231708
ecoli_00127,1.180326815,0.23737495300000003,-0.541371818
ecoli_00128,1.2931517654,-0.266972174,-0.510735197
ecoli_00129,-0.1347339884,1.5517659030000002,-0.174249173
ecoli_00130,1.0907353743,0.736260553,-0.448683669
ecoli_00131,1.2811310313,1.248499963,-0.341837171
ecoli_00132,1.0589006275,-0.022893763,-0.6408752710000001
ecoli_00133,-3.7749535938000003,0.578078713,-0.334999313
ecoli_00134,0.6839102116,-0.001157444,-0.700050626
ecoli_00135,-0.6509387131000001,-0.163650862,-0.42708929100000004
ecoli_00136,-0.0646835452,0.18829674300000002,-0.444465149
ecoli_00137,-0.4080233059,-0.255090408,-0.481719369
ecoli_00138,-5.5372625896,0.584709813,0.29714986400000004
ecoli_00139,-0.2821627445,0.898060053,0.200874984
ecoli_00140,0.6449424826,0.234450913,-0.52844176
ecoli_00141,-1.1282805051,0.5824345430000001,0.188756154
ecoli_00142,-0.7795682777,0.155824183,-0.30963029400000003
ecoli_00143,2.3016222559,0.08995910700000001,-0.262425489
ecoli_00144,-0.7626357382000001,0.264629563,-0.340352881
ecoli_00145,-1.6019247381000001,0.615108903,0.022620157000000002
ecoli_00146,-0.161374222,0.311997713,-0.334013147
ecoli_00147,-1.0870968679,0.5353218630000001,-0.30422876200000004
ecoli_00148,-2.7098773032,0.445484003,-0.069263481
ecoli_00149,-0.6831629743000001,0.29887890300000003,-0.500832661
ecoli_00150,-2.5198623952,0.302115623,-0.24338409100000002
ecoli_00151,1.1973126495,-0.214788422,-0.042690987
ecoli_00152,0.9609996083000001,0.026451149,-0.175974286
ecoli_00153,1.3726004843,-0.313835929,-0.457388622
ecoli_00154,-2.2419797803,0.506935123,-0.462616623
ecoli_00155,0.4135087833,-0.42053636400000005,-0.09846648200000001
ecoli_00157,0.5624191867,0.565682133,-0.35146302500000004
ecoli_00158,1.6512837547,0.307042493,-0.365654229
ecoli_00159,0.7289653119,0.029020072,-0.30815267100000004
ecoli_00160,2.4426022341999998,-0.24384744700000002,-0.283018388
ecoli_00169,0.7539428539,-0.021205165,-0.330674232
ecoli_00170,0.6792381695,-0.013075078,-0.33224142500000003
ecoli_00171,1.1292631904000001,0.093050269,-0.13704924400000001
ecoli_00172,1.1889265261,0.39985849300000004,0.07660196600000001
ecoli_00173,-0.1227556026,0.172960833,-0.6773337140000001
ecoli_00174,0.2844638728,0.493173503,-0.276123999
ecoli_00175,-1.5246619949,0.503238653,0.271829614
ecoli_00176,-1.1921553891,0.486485123,0.27839303400000004
ecoli_00177,-2.1116622583,-0.34473195700000003,0.225799564
ecoli_00178,-2.3629533887,-0.550939686,0.525403084
ecoli_00179,-0.0318251305,1.026079293,0.247358194
ecoli_00180,0.183391896,0.9645909530000001,0.24269203400000003
ecoli_00181,0.2041519176,-0.0020434050000000003,-0.284150261
ecoli_00182,-0.1410447039,-0.06998529,-0.296198756
ecoli_00183,-3.0280881124,0.166015523,-0.20281510300000002
ecoli_00184,-3.5500445599,0.165936663,-0.20778574200000002
ecoli_00185,0.1726710458,0.08710832,-0.07753241500000001
ecoli_00186,0.5259457244,0.073714532,-0.071037353
ecoli_00187,-1.0235360944,0.419092283,-0.038622112
ecoli_00188,-1.1781257483,0.41257850300000004,-0.09654379
ecoli_00189,-0.42461316400000004,0.211699823,-0.104564449
ecoli_00190,-0.4046445865,0.24928939300000003,-0.05732390800000001
ecoli_00191,0.3300606336,0.823666823,0.152544684
ecoli_00192,-0.49479917310000004,1.104333543,0.22290704400000003
ecoli_00193,-0.6138765102,0.31050345300000004,-0.148514853
ecoli_00194,-0.6115818161000001,0.33765284300000004,-0.083556793
ecoli_00195,-1.4049217184,-0.141785767,-0.38738019700000004
ecoli_00196,-2.4101210589,0.255483463,0.31847041400000003
ecoli_00197,-2.2640225941,0.27079068300000003,0.251592404
ecoli_00198,-1.9717532573,-0.10748262700000001,-0.312228202
ecoli_00199,2.7712508632,0.340002173,-0.11867013500000001
ecoli_00200,1.1119685259,0.487174103,-0.12107829
ecoli_00201,-2.0876363267,0.518280163,-0.40942488
ecoli_00202,-2.7287495305,0.5586262230000001,-0.317496799
ecoli_00203,-0.9728609466,0.452821843,-0.131432835
ecoli_00204,0.7176859427000001,0.36938018300000003,-0.201141808
ecoli_00205,-1.1451856177,0.49007886300000003,-0.32715426000000003
ecoli_00206,-1.4240944236,0.474334523,-0.177771805
ecoli_00207,-3.0046292615,0.830611623,0.06414507800000001
ecoli_00208,-1.9680548705,0.7498248230000001,-0.029952843000000003
ecoli_00209,-0.1693302693,0.39857596300000003,-0.02597042
ecoli_00210,0.273551578,0.474739703,0.104815375
ecoli_00211,3.1478038031,0.27564292300000004,-0.058305663
ecoli_00212,2.5638363803,0.268154863,-0.056770984000000003
ecoli_00213,-1.7543592514,0.582376183,-0.399775176
ecoli_00214,-2.4806993255,0.636744023,-0.10475038
ecoli_00215,-0.0056265663,0.332940493,0.017150949000000002
ecoli_00216,0.0008427716000000001,0.32368551300000004,0.026472562
ecoli_00217,2.5435250953,0.636331983,-0.21315872700000002
ecoli_00218,-0.8084110336,0.554671843,-0.154431641
ecoli_00219,0.09770917230000001,0.36809995300000004,-0.040899528000000004
ecoli_00220,0.4522115237,0.422601483,0.11847004400000001
ecoli_00221,2.6631313072,0.363195763,0.05858913
ecoli_00222,2.9432000195,0.30711134300000004,0.016115785
ecoli_00223,-0.1555226174,0.8218948030000001,0.07278404100000001
ecoli_00224,-0.288483207,0.832054603,0.20655213400000003
ecoli_00225,-1.5924189843,0.596168643,-0.450623278
ecoli_00226,-3.0022984327,0.633656513,-0.24639368900000003
ecoli_00227,0.1617218362,0.23073483300000003,0.17435339400000002
ecoli_00228,-0.2886085292,0.160408733,-0.023085952
ecoli_00229,-0.5348630581,0.33273120300000003,0.062007343000000006
ecoli_00230,-0.2504818163,0.351625083,-0.030022829
ecoli_00231,0.5499295888,0.22966762300000002,-0.099545278
ecoli_00232,0.17398224680000002,0.288967533,-0.15577379300000002
ecoli_00233,-0.4497228634,0.263027813,0.085860289
ecoli_00234,-0.0773169085,0.38965776300000005,0.137285174
ecoli_00235,-1.4430552074,0.20591431300000002,0.508434594
ecoli_00236,-0.24088205110000002,0.360213693,0.5725869640000001
ecoli_00237,-0.29254940890000003,0.045779202000000005,0.178700084
ecoli_00238,-0.20302401,0.144864783,0.13076157400000002
ecoli_00239,-0.3724169557,0.252590313,0.000418054
ecoli_00240,-0.3593582937,0.223236343,-0.000360632
ecoli_00241,-1.3300673394,0.33342218300000004,0.06253874
ecoli_00242,0.46663439360000003,0.264908103,-0.038381135000000004
ecoli_00243,-0.52199107,0.307141653,-0.015371658000000002
ecoli_00244,-0.1344063799,-0.057655873,-0.08324728
ecoli_00245,0.32434020080000003,-0.070605865,-0.22919684
ecoli_00246,-0.9672498126,-0.069139537,-0.083564707
ecoli_00247,-1.0031213353,-0.022394787000000003,-0.024886867
ecoli_00248,-0.5651032020000001,0.401836273,0.258599744
ecoli_00249,0.0468303667,0.24554710300000002,0.24741131400000002
ecoli_00250,0.6930398739,0.412722073,0.23385870400000003
ecoli_00251,0.0889891413,0.376783933,0.043847517
ecoli_00252,-0.2541775899,0.375609213,0.0018530730000000002
ecoli_00253,0.4219881894,0.029854537,-0.14171461900000001
ecoli_00254,0.0640268136,0.109766425,-0.22532452
ecoli_00255,-1.0115425253,0.311947293,0.049591953
ecoli_00256,-1.2274652832,0.19927317300000003,0.07991116300000001
ecoli_00257,-1.5195088336,0.385079333,-0.06977634
ecoli_00258,-1.6750959289,0.334463263,-0.115456971
ecoli_00259,-1.8046049082,-0.0037122770000000004,0.234523954
ecoli_00260,-2.2801696848,-0.098690551,0.24684139400000002
ecoli_00261,-0.2657944169,0.272968543,0.18696500400000002
ecoli_00262,-1.3673981448,0.268494893,0.387008094
ecoli_00263,-1.7487926628000001,0.422197943,-0.018641953000000003
ecoli_00264,-1.2435557154,0.567725263,-0.01502615
ecoli_00265,1.025810789,0.6961985230000001,0.24310651400000002
ecoli_00266,1.0643591414,0.736210653,0.35714260400000003
ecoli_00267,-6.857953385,0.5420487930000001,-0.082820525
ecoli_00268,-7.1108161906,0.5730386230000001,-0.10374983700000001
ecoli_00269,-3.303920267,0.911502773,2.274600604
ecoli_00270,-3.3328927212,0.943276293,2.295301694
ecoli_00271,-3.9676553355,0.106685208,1.091283144
ecoli_00272,-3.0853248432,0.063971556,1.177537604
ecoli_00273,2.8625008485,0.821857583,-0.056687889000000005
ecoli_00274,2.5057414942,0.648169773,-0.09964408500000001
ecoli_00275,2.8665674502,0.843077653,0.041715499999999996
ecoli_00276,2.7790522907,0.8884085730000001,-0.010025734000000001
ecoli_00277,-5.7721291073,0.348438943,0.219338364
ecoli_00278,-5.1834819797,0.309908293,0.124435004
ecoli_00279,-1.3984322674,-0.030941686000000003,-0.020682337000000002
ecoli_00280,-1.9026879018,-0.041858422,0.057284294000000006
ecoli_00281,2.0426723691,-0.41418928400000005,-0.242724028
ecoli_00282,-0.2722078766,-0.322180379,-0.08124758500000001
ecoli_00283,1.9096246453,0.482338413,0.062323277
ecoli_00284,1.2567481007999999,0.519726133,0.037503944000000004
ecoli_00285,-0.3935595397,0.10509646700000001,-0.223585778
ecoli_00286,-0.1383430896,0.09710128400000001,-0.202252126
ecoli_00287,-0.7296052107000001,1.000412783,0.017324416000000002
ecoli_00288,-0.4289447208,1.013481493,0.170248434
ecoli_00289,0.023610885800000002,0.44647993300000005,-0.14495148600000002
ecoli_00290,1.0948796237,0.618285233,-0.01509344
ecoli_00291,0.1035012936,0.46214110300000005,-0.13617436200000002
ecoli_00292,0.4439589478,0.518639853,-0.015491682000000001
ecoli_00293,0.2933057365,0.47472340300000004,-0.059682626
ecoli_00294,0.159615687,0.429799533,-0.08582724400000001
ecoli_00295,3.3598682481,0.026469302,-0.13988984100000001
ecoli_00296,3.5591926791,0.09906102300000001,-0.149769561
ecoli_00297,-0.1755741726,0.49321258300000004,0.049095628
ecoli_00298,-0.4330779609,0.508607923,-0.014408758
ecoli_00299,0.16563112870000002,0.38566819300000005,-0.257609396
ecoli_00300,0.40944404570000004,0.362990173,-0.232478168
ecoli_00301,0.38866113880000003,0.36842613300000004,-0.018799261
ecoli_00302,-0.5396234566,0.736125773,-0.16800786
ecoli_00303,-0.0572305014,0.553279673,0.09755469100000001
ecoli_00304,0.1114528194,0.42430167300000005,-0.09873353
ecoli_00305,-1.3588599711,0.904530523,0.20066824400000002
ecoli_00306,-1.1044271393,0.929254393,0.198687894
ecoli_00307,-2.399200884,0.9289372330000001,0.147271054
ecoli_00308,-2.4274924953,0.9358953230000001,0.19961309400000002
ecoli_00309,-3.7357944180000002,0.8647486830000001,0.314659224
ecoli_00310,-3.7080860244,0.829767083,0.214827854
ecoli_00311,-4.1621487759,1.000233243,0.120816004
ecoli_00312,-3.4136876558,0.9954071830000001,0.369381294
ecoli_00313,1.4140297541,0.503242803,-0.13553742700000002
ecoli_00314,1.0242956451,0.5733612730000001,-0.144602477
ecoli_00315,-4.3153798419000005,0.688985203,-0.414547961
ecoli_00316,-3.8991019099,0.689163233,-0.422223938
ecoli_00317,-4.7394654502,0.566404903,-0.404878646
ecoli_00318,-3.9434833647,0.587592463,-0.48235188500000004
ecoli_00319,-0.5162494999,0.10847917900000001,-0.23587729300000002
ecoli_00320,-0.9016579446,0.14360144,-0.18887362300000002
ecoli_00321,-0.8527645371,1.042582673,-0.06039287
ecoli_00322,-0.9794766766,1.027989663,0.059578161000000004
ecoli_00323,0.48574556680000003,0.09382866100000001,-0.398396226
ecoli_00324,0.42749545790000004,0.13043923,-0.41860494000000004
ecoli_00325,-0.0789770298,0.057576022000000004,-0.40217951700000004
ecoli_00326,-0.31385724670000004,0.46187418300000005,-0.20283868900000002
ecoli_00327,-0.1154345221,0.7723290730000001,-0.041962642
ecoli_00328,-0.33607888480000003,0.495795953,-0.49531299900000003
ecoli_00329,-0.8056116721000001,0.621328373,-0.24189199400000003
ecoli_00330,-1.3203032337,0.486348433,-0.457263821
ecoli_00331,-1.5049408565,0.13801763,1.6546413640000002
ecoli_00332,-1.4573021924,0.15520324300000002,1.513558554
ecoli_00333,-0.9666701565,0.211227453,1.579185924
ecoli_00334,-0.5277091234,0.156206473,1.914808684
ecoli_00335,0.3084269489,-0.23326590800000002,0.583810734
ecoli_00336,-0.38416649880000003,-0.08594182800000001,1.003154944
ecoli_00337,-0.9661269932000001,0.027939159,0.988247564
ecoli_00338,-0.9438719262,0.095125363,0.850537614
ecoli_00339,0.2737802406,-0.186683067,1.385596604
ecoli_00340,-1.0272246127,-0.08065952300000001,1.4068350440000001
ecoli_00341,0.10025284470000001,-0.32169368600000003,1.361037814
ecoli_00342,0.6314630155000001,-0.22926116100000002,1.391978414
ecoli_00343,-1.6452665158,-0.29073972200000003,1.9791220040000002
ecoli_00344,-1.8501566331000001,-0.328630297,2.012504234
ecoli_00345,-1.4067611751,-0.103214605,1.9179022940000001
ecoli_00346,-1.4319631892,-0.05797147800000001,1.906355264
ecoli_00347,-0.033015044800000004,0.20789728300000002,-0.27828637700000003
ecoli_00348,-0.035260877600000004,0.288214413,-0.176623005
ecoli_00349,0.1534771499,0.16856253300000001,-0.171722799
ecoli_00350,0.2006215633,0.144982372,-0.060313785
ecoli_00351,-0.3763270836,0.495849313,0.132826624
ecoli_00352,0.2334363463,0.08223337900000001,-0.08904284
ecoli_00353,0.1425413456,0.260077643,-0.250898801
ecoli_00354,0.4840730331,0.110092349,-0.17881162
ecoli_00355,-0.9231661574000001,0.946417433,0.09023732400000001
ecoli_00356,-0.7010393958000001,0.980365153,0.186593734
ecoli_00357,-0.47603029960000004,0.9986914830000001,0.183535574
ecoli_00358,-0.6097817752,0.9749593430000001,0.178282134
ecoli_00359,-1.1427696008,0.830338573,0.07998654
ecoli_00360,-1.2089804586,0.926503413,0.180509194
ecoli_00361,-1.4017167637,0.8096897230000001,0.237700244
ecoli_00362,-2.2834130565,0.9991721830000001,0.398123934
ecoli_00363,1.1367581054,-0.219087253,-0.21254789600000001
ecoli_00364,1.0147147238,0.06872793,-0.060902873
ecoli_00365,-0.9072597119,0.181883243,-0.24266487900000003
ecoli_00366,-0.1917439196,0.46045822300000006,-0.341907147
ecoli_00367,5.2019655678,-1.466715649,-0.640836599
ecoli_00368,4.4233735471,-1.564214307,-0.714088546
ecoli_00369,0.3386019427,0.10006032100000001,0.33459056400000003
ecoli_00370,1.5941693427999999,-0.24440689100000001,-0.073301092
ecoli_00371,0.5670344282,-0.15585906600000002,-0.205419399
ecoli_00372,-0.259883496,0.12222331400000001,-0.17358025200000002
ecoli_00373,6.5211011556,-2.568928611,-0.606942002
ecoli_00374,7.053889736,-2.37205329,-0.7505141150000001
ecoli_00375,1.4149349973,-0.13952741600000002,-0.044335219
ecoli_00376,1.3149738939,-0.121563182,-0.222996152
ecoli_00377,0.5796229054,-1.138543574,-0.116637474
ecoli_00378,0.9762461879000001,-1.125744815,-0.129974022
ecoli_00379,5.6806284971,-0.616348749,-0.450904393
ecoli_00380,5.5852605229,-0.651084973,-0.540652111
ecoli_00381,1.6232936387999999,-0.424559634,-0.12820725300000002
ecoli_00382,1.6121163145000001,-0.35219075800000005,-0.278000794
ecoli_00383,0.0769124909,0.17718560300000002,-0.49087938200000003
ecoli_00384,0.0280118876,0.253641923,-0.500481724
ecoli_00385,5.4026328771,-0.8382274850000001,-0.9149892780000001
ecoli_00386,5.5226199198,-0.903455694,-0.9595740020000001
ecoli_00387,1.1361107172,-0.296102011,-0.36009651200000004
ecoli_00388,1.4917376996,-0.23094071100000002,-0.425519831
ecoli_00389,-0.5635953045000001,-0.708797459,-0.7925083110000001
ecoli_00390,-0.7504433135,-0.968107711,-0.177744751
ecoli_00391,5.7750016161,-1.356589447,-0.393128615
ecoli_00392,6.2481336135,-1.123683673,-0.43113716500000004
ecoli_00393,-0.07613215200000001,0.062207968,0.055907798
ecoli_00394,0.020586111100000002,0.01735881,0.077587798
ecoli_00395,-1.8225610305000002,0.43556652300000004,0.316737274
ecoli_00396,-1.399408529,0.40063680300000004,0.263806364
ecoli_00397,-1.137004116,0.37188534300000003,-0.20920929900000002
ecoli_00398,-1.5871325537,0.35534419300000003,-0.20608352300000002
ecoli_00399,-0.0496157476,0.739618883,0.058708176
ecoli_00400,-0.1398907193,0.562500333,0.21249558400000002
ecoli_00401,-0.9433376535,0.5847484430000001,0.38055584400000003
ecoli_00402,-1.0406076201,0.18943374300000002,0.15306718400000002
ecoli_00403,-2.1165321408,-0.071245341,-0.50127445
ecoli_00404,-2.0767738106,-0.002275453,-0.422044213
ecoli_00405,0.1530594484,0.515020333,0.22775462400000002
ecoli_00406,-0.4962786685,0.5286701730000001,0.252134594
ecoli_00407,-1.425490964,0.349377103,0.047784552
ecoli_00408,-1.5817688453,0.396319383,-0.009955428
ecoli_00409,-1.6955760685999999,0.286434483,-0.291574443
ecoli_00410,-1.4443481390000001,0.302318703,-0.256571469
ecoli_00411,-0.6572820952,-0.059878781000000006,0.096342836
ecoli_00412,-0.8414333776,0.027680622000000002,0.101568641
ecoli_00413,-2.4865954926000002,-0.154360834,0.06422083
ecoli_00414,-2.0788827221,-0.04945323,-0.020415786000000002
