,BSU_misc_RNA_26
Oxctl_3,13.7323
Diami_1,10.974
Diami_2,11.2072
Diami_3,11.5785
Paraq_1,13.6986
Paraq_2,14.2456
Paraq_3,11.8588
H2O2_1,12.9389
H2O2_2,13.1724
H2O2_3,12.805
HPh_1,13.945
HPh_2,13.6352
HPh_3,13.9828
LPh_1,13.9052
LPh_2,14.3588
LPh_3,13.8906
LPhT_1,12.8503
LPhT_2,11.3516
LPhT_3,11.2218
aero_1,14.5105
aero_2,11.555
aero_3,12.4926
nit_1,14.1338
nit_2,14.2836
nit_3,13.9984
ferm_1,14.5115
ferm_2,15.2509
ferm_3,14.4035
