,BSU_misc_RNA_16
T-0.40H_1,13.6973
T0.0H_1,13.1371
T0.30H_1,12.7622
T1.0H_1,12.6287
T1.30H_1,13.4462
T2.0H_1,12.9478
T2.30H_1,13.6474
T3.0H_1,13.6869
T3.30H_1,14.1236
T4.0H_1,13.7898
T5.0H_1,13.6806
LBexp_1,12.8821
LBexp_2,12.9642
LBexp_3,12.6566
LBtran_1,13.2222
LBtran_2,13.1248
LBtran_3,13.2055
LBstat_1,13.3634
LBstat_2,13.1238
LBstat_3,12.8491
LBGexp_1,9.224
LBGexp_2,12.6896
LBGexp_3,12.8647
LBGtran_2,13.1235
LBGtran_3,13.7543
LBGstat_1,12.099
LBGstat_2,10.8327
LBGstat_3,12.231
Mt0_1,13.7886
Mt0_3,12.59
M0t45_1,13.1121
M0t45_2,12.2016
M0t45_3,13.5382
M0t90_1,12.9426
M0t90_2,13.0891
M0t90_3,12.6099
M40t45_1,12.9639
M40t45_2,14.1674
M40t45_3,13.3261
M40t90_1,12.7405
M40t90_2,13.411
M40t90_3,13.4795
dia0_1,13.3469
dia0_2,13.609000000000002
dia0_3,13.9888
dia5_1,12.5052
dia5_2,13.4467
dia5_3,13.5677
dia15_1,14.8828
dia15_2,14.9264
dia15_3,13.8002
C30_1,10.9216
C30_2,11.1883
C90_1,12.6751
C90_2,13.0744
SMM_1,13.6781
SMM_2,14.0753
SMM_3,13.6782
Salt_1,14.6018
Salt_2,14.4642
Salt_3,13.4853
M+G_1,13.3428
M+G_2,12.8005
M+G_3,13.5141
Glu_1,14.2561
Glu_2,13.5403
Glu_3,13.5266
Fru_1,12.955
Fru_2,12.8459
Fru_3,13.1097
Mal_1,12.0892
Mal_2,12.1683
Mal_3,12.8683
G+S_2,13.4614
G+S_3,13.2636
Pyr_1,12.9331
Pyr_2,13.3616
Pyr_3,13.2427
Gly_1,11.5525
Gly_2,13.0502
Gly_3,10.9254
Glucon_1,12.5321
Glucon_2,13.4496
Glucon_3,12.7045
BI_1,12.9145
BI_2,12.9862
BC_2,12.4653
BC/t_1,11.759
BC/t_2,12.6838
BC_1,12.755
Sw_1,11.8427
Sw_2,11.9964
BMM_1,13.3454
BMM_2,13.2899
BMM_3,13.5216
Heat_1,14.0912
Heat_2,13.767
Heat_3,13.6857
Cold_1,12.4079
Cold_2,12.1773
Cold_3,9.694
Etha_1,12.7624
Etha_2,12.2148
Etha_3,13.2003
SMMPr_1,13.6803
SMMPr_2,13.7265
SMMPr_3,13.6579
HiTm_1,14.0446
HiTm_2,14.2607
HiTm_3,14.6285
LoTm_1,13.0814
LoTm_2,13.2687
LoTm_3,12.8814
HiOs_1,15.1329
HiOs_2,14.7198
HiOs_3,14.983
Oxctl_1,11.6821
Oxctl_2,11.9024
Oxctl_3,12.5332
Diami_1,12.800999999999998
Diami_2,11.9933
Diami_3,12.6835
Paraq_1,12.0655
Paraq_2,11.9219
Paraq_3,9.2065
H2O2_1,11.049
H2O2_2,12.3367
H2O2_3,12.1093
HPh_1,14.5383
HPh_2,14.513
HPh_3,15.0146
LPh_1,13.7273
LPh_2,13.5841
LPh_3,13.3731
LPhT_1,13.7033
LPhT_2,13.1183
LPhT_3,13.3533
aero_1,13.6565
aero_2,12.8598
aero_3,13.3581
nit_1,13.3917
nit_2,13.6732
nit_3,13.0383
ferm_1,11.9638
ferm_2,13.3181
ferm_3,13.5373
