,A,SigD
biofilm_time:24h:2,-10.748243756113084,-1.3980464095424363
biofilm_time:24h:3,-10.265392776667278,-1.7167063690143882
biofilm_time:24h:4,-12.345582805957415,-1.8043589559212891
biofilm_time:28h:1,-14.040148601633213,-0.514403521173441
biofilm_time:28h:2,-19.139088214897228,-2.2128356706044565
biofilm_time:28h:3,-20.182474214721417,-2.2956879829680608
biofilm_time:28h:4,-15.665545364404547,-1.4851168132218957
biofilm_time:32h:1,-24.726631085949702,-2.3358481763055803
biofilm_time:32h:2,-18.75608996100901,-1.396974676736361
biofilm_time:32h:3,-18.169992144504388,-1.0520056882143989
biofilm_time:32h:4,-21.188713834051907,-1.5558017099923678
codY:wt:1,-0.9936906058637228,-0.16450916057166332
codY:wt:2,0.993690605863762,0.16450916057166332
codY:ctrl:1,-1.0394195855719353,0.17912196019373286
codY:ctrl:2,1.3864680094389172,0.4507367906239654
codY:codYR61K:1,-0.6115386017300974,0.1742750068923753
codY:codYR61K:2,0.7964035604732206,0.4167701461945423
codY:codYR61H:1,-0.2513368023026153,0.18348173640212814
codY:codYR61H:2,1.9234797614233772,0.33405700295559804
codY:codYF71Y:1,1.0805334892839034,0.02591722664052121
codY:codYF71Y:2,0.8438545407167196,0.5315076236646155
decay:wt:1,-0.8849935627888194,-0.016893339745887026
decay:wt:2,0.0401127548201025,0.022890706144559125
decay:wt:3,0.8448808079686969,-0.005997366398673876
decay:delpnpA:1,-19.960079758408693,-1.8612994215916892
decay:delpnpA:2,-19.158282746223406,-1.69006112299905
decay:delpnpA:3,-20.342296419872227,-1.5817883733006068
ecm_tasA:deltasA:1,-12.690804524937418,-0.41915980009450937
ecm_tasA:deltasA:2,-10.992543478186716,-0.5921346755680359
ecm_tasA:deltasA:3,-12.727402880004515,-1.3970678777901258
ecm_tasA:delcssRS:1,1.9132561421098768,0.061053481002754324
ecm_tasA:delcssRS:2,3.713900198858495,-0.11133462865789047
ecm_tasA:delcssRS:3,1.0303170843398208,0.2680163972320404
ecm_tasA:wt:1,-0.02855799282516864,-0.03633791935405828
ecm_tasA:wt:2,0.028557992825171314,0.03633791935405828
heatshock:wt_37C:1,-2.248390874770754,-0.5189361052953263
heatshock:wt_37C:2,0.16484684970085842,-0.31139740487703005
heatshock:wt_37C:3,2.083544025069968,0.8303335101723563
heatshock:wt_48C:1,-0.41062358686630346,-0.44433604743098704
heatshock:wt_48C:2,-0.5548528921188534,-0.273102498094568
heatshock:wt_48C:3,1.358686326986449,0.2278543306844565
heatshock:wt_53C:1,-14.894082474942314,0.6477099913436657
heatshock:wt_53C:2,-16.24698750798869,0.43297278447800813
heatshock:wt_48_53C:1,-23.33005299694479,-1.2734261768044473
heatshock:wt_48_53C:2,-23.414694378879997,-1.0013998274391973
heatshock:wt_48_53C:3,-23.151761841769112,-0.04169107649410186
heatshock:delrelA_37C:1,9.727418771280282,1.3050991892125854
heatshock:delrelA_37C:2,7.472589217015374,1.5231518345328947
heatshock:delrelA_48C:1,14.674488026634405,1.68684429980365
heatshock:delrelA_48C:2,11.723324254285972,1.68414446266312
heatshock:delrelA_48C:3,12.804276652264276,0.4059763891944934
heatshock:ppGpp_null_37C:1,-4.90130570556048,0.2921410695262532
heatshock:ppGpp_null_37C:2,-12.702627344432141,-0.7531534928505454
heatshock:ppGpp_null_37C:3,-6.0634731820614745,0.434105189641226
heatshock:ppGpp_null_48C:1,-13.222639457551704,-0.21481050047029449
heatshock:ppGpp_null_48C:2,-17.89465182325629,-0.7697917194866459
heatshock:ppGpp_null_48C:3,-16.467258346498188,-1.6449258732784229
ldar:yfiJKplus:1,12.365104067578304,0.4547350632751508
ldar:yfiJKplus:2,13.642328317953611,0.3426502680483283
ldar:yfiJ_A152E:1,14.599363267492752,-0.03154191368261205
ldar:yfiJ_A152E:2,13.022097937650988,0.3433076004105837
ldar:wt:1,0.17240756000334956,0.07739050471153419
ldar:wt:2,-0.06290202209200946,-0.0756363886893574
ldar:wt:3,-0.10950553791141003,-0.0017541160221759
mk7:shake:1,-0.06311935303332844,0.19675943318233455
mk7:shake:2,-0.4145017112283017,0.07803588978560327
mk7:shake:3,0.3470987227608692,0.1107174797099999
mk7:shake:4,0.13052234150079914,-0.3855128026779351
mk7:static:1,9.767814259642764,1.7987563266675863
mk7:static:2,10.13296989130691,1.7828630421485254
mk7:static:3,-3.215590320538581,0.7745259094200065
mk7:static:4,-3.542960697300825,0.8434085111528278
nusA:nusA_induced:1,-2.335346665479829,0.13271908985755942
nusA:nusA_induced:2,-3.8563091249408536,0.01837167329132328
nusA:nusA_induced:3,-4.209417929380677,0.0668819748825289
nusA:nusA_induced:4,0.6426601888870086,-0.07385841964776674
nusA:nusA_induced:5,0.22221075113886246,-0.008081834563611778
nusA:nusA_induced:6,1.2116212932789636,-0.0677709471196355
nusA:no_nusA:1,0.2172498811375393,0.1747887343056238
nusA:no_nusA:2,-0.5377834375247749,-0.04356015095549637
nusA:no_nusA:3,-0.2315895769303181,0.19740997699979346
nusA:no_nusA:4,-0.16873365960493014,-0.2429956561682296
nusA:no_nusA:5,0.4884603332528008,-0.1466925118460587
nusA:no_nusA:6,0.23239645966966602,0.0610496076643745
pamR:wt_exp:1,-2.151671557885864,0.1304941366373571
pamR:wt_exp:2,2.151671557885832,-0.13049413663735798
pamR:delydhC_exp:1,-1.2054596613258468,-2.359328055815335
pamR:delydhC_exp:2,2.3339916028903143,-0.9353495251806924
pamR:delydhC_exp:3,-1.1759474467388842,-1.446414553380131
pamR:wt_stat:1,23.89015075774927,2.906562143146541
pamR:wt_stat:2,26.372094877808944,2.603335111727453
pamR:wt_stat:3,29.94351327053682,2.589620597063499
pamR:delydhC_stat:1,31.109552313293467,1.8201187529145268
pamR:delydhC_stat:2,33.2845084665268,1.922368901965916
rho_strains:ncib3610:1,-3.1560495609544903,-0.3848323597249976
rho_strains:ncib3610:2,3.1560495609544823,0.3848323597249976
rho_strains:ncib3610_delrho:1,-16.290526883238805,-1.144880501470575
rho_strains:ncib3610_delrho:2,-11.881916543659864,-0.9236565729701818
rnase_j1:delrnjA:1,-35.05710359311943,-2.99455025654499
rnase_j1:delrnjA:2,-36.285227046820495,-2.8545687967621958
rnase_j1:delrnjA:3,-35.83082214007271,-3.031865487610916
rnase_j1:wt:1,1.547926726766138,0.03534807511094229
rnase_j1:wt:2,0.15148386155869156,-0.049688311028979186
rnase_j1:wt:3,-1.6994105883248014,0.014340235918037791
sigI:delrsgI_37C:1,-1.2332279445013028,-0.3667336494310352
sigI:delrsgI_37C:2,-3.919916497730129,0.6832424575707341
sigI:delrsgI_37C:3,0.40293073110174105,-0.040667547815194105
sigI:delrsgI_52C:1,-21.747480788859292,-0.9059649874860494
sigI:delrsgI_52C:2,-20.296030103211578,-0.9856958497117372
sigI:delrsgI_52C:3,-24.84673032611236,-1.4228707527909508
sigI:delrsgI_sigI_37C:1,-3.797083183913714,-0.2949028541090426
sigI:delrsgI_sigI_37C:2,-4.310327700230605,0.4862330384110001
sigI:delrsgI_sigI_37C:3,-3.821007694641728,-0.2037738100032529
sigI:delrsgI_sigI_52C:1,-21.336536586075532,-0.8300824227275037
sigI:delrsgI_sigI_52C:2,-25.79460454970791,-1.5222371081965385
sigI:delrsgI_sigI_52C:3,-22.20143530351852,-0.6494730286679227
sigI:wt_37C:1,-1.5839374738393883,-0.3239557921564904
sigI:wt_37C:2,2.3028048045704224,-0.3189138724179319
sigI:wt_37C:3,-0.7188673307310423,0.6428696645744205
sigI:wt_52C:1,-19.448858166008847,-0.6988108720711406
sigI:wt_52C:2,-25.45270456356173,-1.4161866195644333
sigI:wt_52C:3,-21.535911946009932,0.202940222950204
spbeta:spbeta_nopep_20m:1,2.6501116512207954,-0.0911664958423879
spbeta:spbeta_pep_20m:1,2.9691087944608374,0.009688603179302646
spbeta:spbeta_nopep_20m:2,2.9435345363780847,0.04319618248244517
spbeta:spbeta_pep_20m:2,3.3336881700017367,0.0019623439169835773
spbeta:phi3T_pep_10m:1,-4.342093714543607,-0.3051231646569565
spbeta:phi3T_pep_20m:1,-6.475791255437904,-0.19341294151362745
spbeta:phi3T_nopep_10m:1,-4.854388475019994,-0.1977623795188279
spbeta:phi3T_nopep_20m:1,-7.077078375944228,-0.4800665500143948
spbeta:phi3T_pep_10m:2,2.389742934607386,0.049091216105108686
spbeta:phi3T_pep_20m:2,1.430509355363491,0.4267581870399253
spbeta:phi3T_nopep_10m:2,1.9631335617964372,-0.15526449836664202
spbeta:phi3T_nopep_20m:2,0.7156783264082471,0.303263507275048
spbeta:phi3T_pep_10m:3,1.952350779936204,0.25603194855184963
spbeta:phi3T_pep_20m:3,-0.4509762489947752,0.1525650206252127
spbeta:phi3T_nopep_10m:3,2.0566632991258653,0.306761393285905
spbeta:phi3T_nopep_20m:3,-0.4468166630286355,0.07609744001889762
spore_genes:wt_0h:1,-1.7524755218125292,-0.15259547841662702
spore_genes:delyphF_0h:1,1.0835144078991041,0.1476576701999166
spore_genes:delyphF_0h:2,-0.02558039059248001,0.06434592260966454
spore_genes:delyphF_0h:3,0.7399752985080791,0.19604268547839696
spore_genes:delygaB_0h:1,0.7230456041570144,-0.30718006788800434
spore_genes:delygaB_0h:2,2.5554264219113234,-0.3698791102123869
spore_genes:delygaB_0h:3,2.2275578731466905,-0.535862347045426
spore_genes:wt_3h:1,-20.8919542514678,-3.819784538296572
spore_genes:wt_3h:2,-21.436653397324537,-4.221806884295394
spore_genes:wt_3h:3,-22.005881091123644,-3.7406348215475966
spore_genes:delyizD_3h:1,-20.63740946295393,-3.7227897782112014
spore_genes:wt_0h:2,0.7194250625620038,0.09794259301119723
spore_genes:delyizD_3h:2,-20.446259741707284,-3.324106570794392
spore_genes:delyizD_3h:3,-19.98822706441432,-3.938486232498154
spore_genes:delykzB_3h:1,-19.481651629224018,-3.7851483800524384
spore_genes:delykzB_3h:2,-20.50102074366164,-3.936243466619133
spore_genes:delykzB_3h:3,-19.88945094978977,-3.5049916382038484
spore_genes:delyphF_3h:1,-20.89178609403319,-4.4927677047486965
spore_genes:delyphF_3h:2,-21.762564924575514,-4.30855675766988
spore_genes:delyphF_3h:3,-20.18627424286527,-4.5527663944423065
spore_genes:delygaB_3h:1,-17.400262043314214,-3.071528360183187
spore_genes:delygaB_3h:2,-18.226257698865194,-3.2710958146677465
spore_genes:wt_0h:3,1.0330504592505236,0.054652885405428016
spore_genes:delygaB_3h:3,-17.61977309178767,-3.2455510364028055
spore_genes:delyizD_0h:1,0.3815799963771387,-0.012141231617196269
spore_genes:delyizD_0h:2,0.44339679059274334,0.08831706824169673
spore_genes:delyizD_0h:3,6.197770427686206,0.3226276922978588
spore_genes:delykzB_0h:1,-0.6913720184169857,0.07766984785941045
spore_genes:delykzB_0h:2,3.262825891393617,0.042828066595360426
spore_genes:delykzB_0h:3,-1.4471745768185085,-0.05294529554209415
swarming:comIQ12L:1,-0.361941622600408,-0.6475211945980206
swarming:comIQ12L:2,1.85624447910629,0.2050291290215993
swarming:comIQ12L:3,-1.4943028565058445,0.4424920655764231
swarming:comIQ12L_delefp:1,-12.580948869349857,-0.8354199011545349
swarming:comIQ12L_delefp:2,-12.74071811951292,0.006217700445806607
swarming:comIQ12L_delefp:3,-14.40164888464405,0.2269056390161488
swarming:comIQ12L_delefp_fliYS164A:1,-12.453670177515367,-0.7954178878086253
swarming:comIQ12L_delefp_fliYS164A:2,-12.620257578666365,-0.10180378083625108
swarming:comIQ12L_delefp_fliYS164A:3,-13.502608560028687,-0.0756633019416233
swarming:comIQ12L_delefp_nusGN21S:1,-6.277327552417717,0.0945704461151955
swarming:comIQ12L_delefp_nusGN21S:2,-4.636621634049008,0.1858907204352631
swarming:comIQ12L_delefp_nusGN21S:3,-7.218253588601963,0.34949698000061513
synant49:ctrl:1,1.3035628468273799,0.08025717631178075
synant49:ctrl:2,0.13469917103657486,0.07042335571655389
synant49:ctrl:3,-1.4382620178639778,-0.15068053202833287
synant49:synant49:1,-3.3185594597046832,-0.7795141138409196
synant49:synant49:2,-2.064514100964433,-1.213442729124016
synant49:synant49:3,-1.603579492367748,-1.1526643008546102
tasA:wt_72h:1,-12.097282373785072,-0.030548683706379975
tasA:wt_72h:2,-13.399423760137768,-0.3140423231065084
tasA:deltasA_72h:1,-14.573674859445234,0.23493768609981916
tasA:deltasA_72h:2,-17.947838502102663,1.8089012234473865
tasA:wt_24h:1,-0.17371844269457046,0.12844575409029524
tasA:wt_24h:2,0.17371844269456269,-0.12844575409029524
tasA:wt_48h:1,-10.637273876893213,1.7052930987558046
tasA:wt_48h:2,-14.675016073182896,2.19862815808665
tasA:deltasA_24h:1,-13.717240986540089,1.0420381577643223
tasA:deltasA_24h:2,-13.420066406918366,1.3803130855516033
tasA:deltasA_48h:1,-24.43818432098967,-0.2477999239837523
tasA:deltasA_48h:2,-25.493858512705533,-0.4137871698186011
yacP:wt:1,0.08909372648637864,0.13131196242748544
yacP:delyacP:1,1.6863731462700695,0.4156631749282012
yacP:yacP_induced:1,1.0941865457915734,-0.4586402550452533
yacP:yacP_no_induce:1,1.0912027288151802,-0.17141955059849054
yacP:wt:2,0.2530339226584385,-0.033254653242917875
yacP:delyacP:2,1.1537331220829965,0.2437666766493969
yacP:yacP_induced:2,1.464629025873484,-0.42660578113965375
yacP:yacP_no_induce:2,1.3210940573090155,-0.1534466420761884
yacP:wt:3,-0.34212764914482124,-0.09805730918456668
yacP:delyacP:3,1.1796386188969092,0.2689753289186374
yacP:yacP_induced:3,-0.025695168604603143,-0.4701626710627291
yacP:yacP_no_induce:3,0.17601006936480787,-0.22339070233505254
yonO:wt:1,-4.721007375058432,-0.3261431638514685
yonO:wt:2,4.30124628724292,0.3233331691039254
yonO:wt:3,0.4197610878154881,0.0028099947475404012
yonO:wt_mmc:1,-0.7978035425837396,-1.4918192646309656
yonO:wt_mmc:2,-1.788488376892609,-0.8911719646131946
yonO:wt_mmc:3,-0.8790225573896686,-1.225806799711583
yonO:delyonO:1,-3.988314857748076,0.0583394074589414
yonO:delyonO:2,-3.2081698638264053,0.043151471650912036
yonO:delyonO:3,-2.8986512768533896,0.1599082947363355
yonO:delyonO_mmc:1,0.014988502162634997,-1.219103505940183
yonO:delyonO_mmc:2,0.04995949584866114,-1.4154330594574374
yonO:delyonO_mmc:3,-0.06058736415796347,-0.7153072011254054
yydF:ctrl:1,-0.5661341905593271,0.06210255230499584
yydF:ctrl:2,0.5642177051298376,-0.10322803123628964
yydF:ctrl:3,0.0019164854295103926,0.04112547893129559
yydF:yydF:1,-1.3995630920553008,-0.04787796961329782
yydF:yydF:2,-1.2934575167822708,-0.42744376469246426
yydF:yydF:3,-1.681594767042328,-0.12974183340402054
