,A,Zur,CueR,ZntR
misc2__arg_cytd__2,2.032541847399222,-1.1408631115000007,-1.2055689630000002,-0.2381735489999999
misc2__delyheO_pyr__1,-0.1851163603756813,-0.7522419405000003,-0.6595383349999997,0.7833009089999994
misc2__delyheO_pyr__2,-0.5108401208831811,-0.8568532805000002,-0.6003183990000007,0.7888378899999999
misc2__dellon_glc__1,-0.8897142104765728,1.2753580944999996,0.21933059800000002,1.0366709630000006
misc2__dellon_glc__2,-0.9757041951701342,1.7260901034999998,0.03553887900000064,0.8728994180000003
nquinone__delubiC__1,-0.2484678343813997,-0.7598062284999996,-1.3282217859999994,0.2931505220000004
nquinone__delubiC__2,0.2261602680694325,-1.0146704215,-0.958237188,0.3007146599999997
nquinone__ubiC_ale1__1,-0.1744366548325935,-0.8032015934999999,-0.4850423449999992,0.5197481780000004
nquinone__ubiC_ale1__2,0.3233591593349167,-0.7688176855000002,-0.6287587059999984,0.5935143080000005
nquinone__ubiC_ale2__1,0.4095868514096339,-0.7230108265000004,-0.5221305949999993,0.3534115430000009
nquinone__ubiC_ale2__2,-0.1892419071531706,-0.9324595234999996,-0.8132629969999998,0.2262058600000003
nquinone__ubiC_ale3__1,1.6810841062849948,-1.2643867954999999,-1.651990196,-0.11528208500000048
nquinone__ubiC_ale3__2,1.9116897838347584,-1.6523887284999998,-1.5059209979999997,-0.17566052100000018
nquinone__ubiC_ale4__1,0.3176802779818382,-1.1217648025000004,-0.7771263640000008,0.4172675699999999
nquinone__ubiC_ale4__2,0.2411358155400355,-0.7910460355,-0.40106884599999937,0.6033651139999998
nquinone__delpdhR__1,1.010931721237172,-1.3582256625000009,-1.286581689,-0.08984546800000004
nquinone__delpdhR__2,1.401269550597472,-1.1710830225000004,-1.4940946409999991,-0.14332251200000012
quinone__glu_ale4__1,1.928549963757963,-1.2877983445000003,-1.3276396210000003,0.3698255130000003
quinone__glu_ale4__2,1.7623290570486765,0.1566292615,-0.7026291879999995,0.3822847470000017
quinone__delmenF__1,-0.1245902500426191,-0.7701704034999999,-0.3313331540000002,0.3607923720000006
quinone__delmenF__2,0.946650861231596,-0.9852901015000004,-0.6425197009999994,0.2557627609999997
quinone__menF_ale5__1,0.2626386125939976,0.5846108865000001,-0.0465478459999984,1.1671503339999996
quinone__menF_ale5__2,-0.035749196463899,0.6215925215000002,-0.42975034300000026,0.721669705
quinone__menF_ale6__1,0.9738219624881368,0.5322774204999998,-0.4283766799999995,0.8680656630000003
quinone__menF_ale6__2,0.659818267523569,0.6280972745000001,-0.4511211390000005,0.7772350840000001
quinone__menF_ale7__1,0.1896968363867917,0.3309470404999999,-0.4929041290000002,0.5765892739999998
quinone__menF_ale7__2,-0.4180581856729599,0.4511724975,-0.3749647730000003,0.8036412739999994
quinone__menF_ale8__1,0.0336489259383253,0.6338122765000005,-0.5186499640000006,0.5015819980000007
quinone__menF_ale8__2,0.3092639763494574,0.7895934315000002,-0.437546349999999,0.5487536030000006
quinone__delmenFubiC__1,-0.7532060631660269,-0.7500522945000005,-0.22744001700000016,0.2716622020000017
quinone__delmenFubiC__2,-0.4581669975430731,-1.0482918165000008,-0.2380883369999989,0.3760847649999999
quinone__menFubiC_ale1__1,-0.5759088651292843,-0.14396864750000127,-0.8460292349999996,0.5190809700000001
quinone__menFubiC_ale1__2,-0.3548173559940812,-0.20107600050000046,-0.6698109199999998,0.43011372200000064
quinone__menFubiC_ale2__1,-0.1087055831733617,-0.09497705550000024,-0.3119979490000002,0.6889247380000008
quinone__menFubiC_ale2__2,-0.9967127065798022,0.042468002499998825,-0.39903801999999894,0.5731590359999998
quinone__menFubiC_ale3__1,0.6042690910705012,-1.0130777185,-1.3092459519999995,0.3977323610000001
quinone__menFubiC_ale3__2,0.0796274446328111,-1.0053462655,-1.0525629680000002,0.30764192399999946
quinone__menFubiC_ale4__1,0.0099844939483779,0.5955335625,-0.3966659659999996,0.8729898609999998
quinone__menFubiC_ale4__2,0.1214902851389984,0.6869417604999999,-0.11109666900000016,1.1159390139999994
oxyR__wt_glc__1,0.8082870122398508,-0.9114792584999999,-1.1957781249999997,-0.027749394999999843
oxyR__wt_glc__2,1.223301492070643,-1.0902086755000004,-1.1832656099999994,0.04237700799999988
oxyR__wt_h2o2__1,0.9752118057240086,-0.9519767965000004,-1.2868525970000002,0.05767304799999984
oxyR__wt_h2o2__2,0.5887961318757181,-0.6969756375000005,-1.1907304559999998,0.3145313860000005
oxyR__glu_ale4__1,1.6125843682167431,-0.8313818305000007,-1.1164867579999995,0.5676232940000006
oxyR__glu_ale4__2,1.6781897232698233,-0.21821425949999984,-1.2580903029999997,0.7348103839999993
oxyR__glu_ale4_h2o2__1,1.0986118167700465,-0.22255920450000044,-0.8507524899999996,0.922083905
oxyR__glu_ale4_h2o2__2,0.7641536320906096,-0.4516816615000003,-0.7234999559999995,1.214470544
oxyR__oxyR_ale17__1,0.5318017045962283,-0.4203462445000001,-0.9172790590000002,0.8502231199999999
oxyR__oxyR_ale17__2,0.5481032786330359,-0.3692460344999988,-0.7872948380000002,0.756722162
oxyR__oxyR_ale17_h2o2__1,0.7222382446992576,-0.3480443885,-0.8907997390000002,0.6172202830000009
oxyR__oxyR_ale17_h2o2__2,0.6734678732446808,-0.7231174484999999,-1.032621507,0.2492275949999998
oxyR__oxyR_ale18__1,2.0336644214834103,-1.3835845545000005,-1.89804573,-0.1624302120000003
oxyR__oxyR_ale18__2,1.612487780266321,-1.3059973955000004,-1.4767441799999992,-0.4180860439999998
oxyR__oxyR_ale18_h2o2__1,0.7113630544421724,-0.7399090305000007,-0.970208273,0.4772751949999998
oxyR__oxyR_ale18_h2o2__2,0.6721222266570064,-0.7265589895000001,-1.0179192119999998,0.4546459520000017
oxyR__oxyR_ale19__1,1.935065364335438,-1.2181352125,-1.4033144430000002,-0.3267989990000002
oxyR__oxyR_ale19__2,1.794032266060536,-0.9901032925000006,-1.4652524349999991,-0.24325263599999936
oxyR__oxyR_ale19_h2o2__1,2.0852779649078177,-1.0102719495,-1.830463238,-0.33402079299999965
oxyR__oxyR_ale19_h2o2__2,1.4706054850752093,-1.2128181445000008,-1.80452034,-0.5587905360000001
oxyR__oxyR_ale20__1,-0.1525941747513435,-0.7186530415000005,-0.7244771160000001,0.5898122900000002
oxyR__oxyR_ale20__2,-0.8568901159646575,-1.0289153495,-0.8538696679999997,0.8827827480000003
oxyR__oxyR_ale20_h2o2__1,0.2942906706043387,-0.6262074735000001,-0.8549536919999996,0.4384456130000007
oxyR__oxyR_ale20_h2o2__2,0.2600309329083671,-0.5503981455,-0.8078687890000005,0.467186785
svns_pgi__BmePgi24_15__1,0.2219746226687057,-0.8170166534999996,-0.996472347,0.5496813220000005
svns_pgi__BmePgi24_15__2,0.8437901315478032,-0.7678912815000007,-0.942298999,0.4863601170000002
svns_pgi__BmePgi24_26__1,0.8725496013593882,-0.7872650105000005,-1.3580025229999997,0.6332916559999999
svns_pgi__BmePgi24_26__2,1.2980115903678535,-0.7237136975,-1.2222697340000002,0.7196750489999992
svns_pgi__BmePgi24_41__1,1.4067110932647395,-0.5903785324999999,-1.0202516180000003,0.5246307210000003
svns_pgi__BmePgi24_41__2,1.8995837198206451,-0.8770924695000001,-1.4675337969999998,0.6021671780000002
svns_pgi__BmePgi24_52__1,0.8268940696563418,-0.8496973205000007,-1.3859881930000002,0.6750486730000009
svns_pgi__BmePgi24_52__2,1.548648623644499,-0.6633276705000002,-1.2880406109999996,0.6737134749999996
svns_pgi__PaePgi2_34__1,0.8672022187592308,-0.34070180849999954,-0.904671522,0.751437998000001
svns_pgi__PaePgi2_34__2,0.7081911067231071,-0.3881630795,-0.8511165480000003,0.7611037239999998
svns_pgi__PaePgi2_63__1,1.2410687411452028,-0.4077736075000011,-1.0139677879999995,1.0876589180000007
svns_pgi__PaePgi2_63__2,0.9873322066597991,-0.3849177585000003,-1.0357128859999998,1.1698102330000006
svns_pgi__PaePgi24_54__1,0.0822854089188322,-0.4193670055000007,-0.8370014799999996,0.7114647530000004
svns_pgi__PaePgi24_54__2,0.4524146499689533,-0.5245378335000002,-0.9175304649999996,0.5558488759999998
svns_pgi__PaePgi24_90__1,0.7530339707038765,-0.5739907875000005,-1.024027587,0.7913861440000005
svns_pgi__PaePgi24_90__2,0.5188770258700279,-0.2128589415000004,-1.0748490449999997,0.4554553820000002
abx_media__m9_ctrl__1,1.901999084556024,-0.09491681949999986,-0.4605163599999997,0.18395253200000014
abx_media__m9_ctrl__2,1.1659296673694517,-0.5223055765,-0.3639494619999999,0.295011605
abx_media__rpmi_ctrl__1,1.2865001677131167,0.1621655405000011,-2.2023726509999992,0.20925774300000025
abx_media__rpmi_ctrl__2,0.3228023830852043,0.16297673550000005,-2.136442724,0.6209669780000002
abx_media__camhb_ctrl__1,1.3605693833126236,-0.9620963895,-2.932467104,-0.4491883740000002
abx_media__camhb_ctrl__2,0.3411928610455802,-0.9469125025,-2.797636119,-0.39714925299999937
abx_media__m9_mero__1,2.8870733655375536,-0.1515416055000003,-0.8537790730000001,0.1198636249999998
abx_media__m9_mero__2,1.8139156492771005,-0.5075721155000004,-0.8591060979999998,0.3657931380000008
abx_media__rpmi_mero__1,0.3227991916991691,-0.4055347955000004,-2.836215102,0.4876288950000003
abx_media__rpmi_mero__2,-0.5057255281420225,-0.2958827785000002,-2.428273502,0.4906603899999995
abx_media__camhb_mero__1,0.1135646937306693,-1.7306870774999998,-3.260627732,-0.2779657379999998
abx_media__camhb_mero__2,0.1516827972100213,-1.6200391355000008,-3.249296554,-0.26360422999999944
abx_media__m9_trisulf__1,-0.4533559942814395,-0.1419272515000003,-0.8812928619999996,0.3187424320000005
abx_media__m9_trisulf__2,-0.2122287928264152,-0.4108485275000007,-0.8955874059999998,0.7824222499999998
abx_media__rpmi_trisulf__1,-2.159881159561853,-0.4628389745000003,-2.0629986879999995,0.29084462100000064
abx_media__rpmi_trisulf__2,-1.330863730253336,-0.3233617725000011,-2.1473629030000003,0.4481259789999994
abx_media__camhb_trisulf__1,-0.8726216185202427,-0.03582637750000117,-2.222174867,0.3578044689999995
abx_media__camhb_trisulf__2,-1.92573435082058,-0.003455949500000166,-2.315925675,0.13807343200000055
abx_media__m9_cef__1,0.9143053794255268,-0.7765324515000005,-0.8472619809999999,0.7907806070000003
abx_media__m9_cef__2,0.5245272518523363,-1.0256151255000008,-0.924318304999999,0.566573613000001
abx_media__rpmi_cef__1,-0.291591442802451,0.1223533234999996,-2.0700616000000003,1.399235579
abx_media__rpmi_cef__2,-0.9103445615322294,0.19194275650000048,-1.9733074169999998,1.4929359130000002
abx_media__camhb_cef__1,-0.2279896262349052,-0.9804748045,-2.740902565,0.0531366000000002
abx_media__camhb_cef__2,0.0208703420329484,-0.7423040544999999,-2.8250654039999996,-0.052194222999999866
abx_media__m9_cipro__1,0.1780630272417499,-0.24181265250000106,-1.3638705169999996,0.1724854339999995
abx_media__m9_cipro__2,1.0043386323632264,-0.1792579734999995,-1.1952625959999998,0.03776063200000035
abx_media__rpmi_cipro__1,-1.739264862591153,-0.14575205850000028,-2.381641264,1.2346670939999995
abx_media__rpmi_cipro__2,-0.5551633443257667,-0.2430666575,-2.727309087,0.7805580350000003
abx_media__camhb_cipro__1,-1.474652921279541,-0.9127196734999998,-2.762839184,-0.3119376850000002
abx_media__camhb_cipro__2,-0.3618448020025058,-0.9063087305000002,-3.058222193,-0.1415447289999996
hot_tale__42c_ale3_30c__1,-0.6980708240552,-0.5698404925,-1.6952742579999995,0.32459117400000004
hot_tale__42c_ale3_30c__2,-0.0588555405869815,-0.7730390145000001,-1.5167666859999995,0.1915119360000004
hot_tale__42c_ale3_37c__1,0.4640773032418658,-0.6163023825000007,-0.976594702,0.2965902470000001
hot_tale__42c_ale3_37c__2,1.4238376219379425,-0.7257860085000001,-1.2468994659999997,0.036528430999999806
hot_tale__42c_ale3_44c__1,1.541397550197776,-0.5743045275000007,0.1781303240000005,1.5136499330000008
hot_tale__42c_ale3_44c__2,0.6776678382079487,-0.6055987475000011,0.12790721699999974,1.5777618339999997
hot_tale__hot_ale3_mid_30c__1,-2.388051952289285,-0.3964688955,-1.1592358040000006,1.0626812599999995
hot_tale__hot_ale3_mid_30c__2,-0.1740204995737497,-0.5679990465000007,-1.2564884909999998,0.6962485709999999
hot_tale__hot_ale3_mid_37c__1,1.3039682527357008,-0.6684615915000007,-1.109509792,0.215571626
hot_tale__hot_ale3_mid_37c__2,0.9324476871614632,-1.3089537875,-1.599464651,0.52711854
hot_tale__hot_ale3_mid_44c__1,1.0794552920185532,-0.6555123805000003,-0.5772684479999999,1.1910449070000002
hot_tale__hot_ale3_mid_44c__2,1.5636192188688869,-0.4234994805000003,-0.5527514770000002,1.0586050889999994
hot_tale__hot_ale3_30c__1,-0.9141566539597208,-0.9847419035000008,-1.1472464559999995,0.6957471020000003
hot_tale__hot_ale3_30c__2,-1.310932673858091,-0.8659551035000002,-1.1233614109999994,0.6932771660000006
hot_tale__hot_ale3_37c__1,1.6590641398347392,-0.8323627934999998,-1.1785674769999996,0.28324548300000085
hot_tale__hot_ale3_37c__2,0.0806934717756939,-1.0439250375000002,-1.1596147820000002,0.08970432200000023
hot_tale__hot_ale3_44c__1,0.562096520752896,-0.35668129150000016,-0.6840878119999996,1.2508261020000004
hot_tale__hot_ale3_44c__2,1.1103277808342455,-0.9719001985000002,-0.7819898459999983,1.1235496339999995
hot_tale__hot_ale4_30c__1,0.6388635250034536,-0.6273233415000004,-1.4501564890000005,0.3019002870000005
hot_tale__hot_ale4_30c__2,0.2998949616503781,-0.7952785684999997,-1.5449529019999997,0.32758768400000005
hot_tale__hot_ale4_37c__1,1.18807139763705,-0.8662752305000003,-1.8535383719999998,0.3575632530000004
hot_tale__hot_ale4_37c__2,1.4058814667496515,-0.8374665955000005,-1.4006246759999996,0.20952705100000024
hot_tale__hot_ale4_44c__1,1.008291402941056,-0.5226169895000004,-0.1058104059999998,0.7573733909999998
hot_tale__hot_ale4_44c__2,1.1110985278696888,-0.5149245714999999,-0.5034266599999997,1.2702465859999998
hot_tale__hot_ale8_30c__1,-1.0450507634083777,-0.7642601565000007,-1.4149502259999984,0.730511591
hot_tale__hot_ale8_30c__2,-0.4781732547531006,-0.6761592215000007,-1.3239527779999998,0.7014258630000008
hot_tale__hot_ale8_37c__1,0.9683858394825784,-0.9373729815000004,-1.2281382359999995,0.4375664859999997
hot_tale__hot_ale8_37c__2,0.946671020337918,-1.1340180125000003,-1.1975659779999999,0.6129272530000005
hot_tale__hot_ale8_44c__1,0.7139625656134906,-0.5042857534999996,-0.003203679999999487,1.3765811630000009
hot_tale__hot_ale8_44c__2,0.8100836127433504,-0.4810855505000005,-0.08295348099999966,1.2746915189999992
hot_tale__hot_ale9_mid_30c__1,0.7548485079153947,-0.4314661865000007,-1.3282243549999997,0.6808525630000002
hot_tale__hot_ale9_mid_30c__2,0.0068668299699399,-0.44353047550000013,-1.364138272,0.5047339989999999
hot_tale__hot_ale9_30c__1,0.1641640477548395,-0.8138583934999994,-1.7572863119999995,0.3263310319999997
hot_tale__hot_ale9_30c__2,-0.1382090899357369,-0.6525364685000001,-1.6842570240000008,0.10891245100000012
hot_tale__hot_ale9_mid_37c__1,1.8357485289462492,-0.7957712885000001,-1.3640632959999994,0.45985606100000004
hot_tale__hot_ale9_mid_37c__2,1.806114601966261,-0.7976631865000003,-1.6555744279999995,0.5744872239999994
hot_tale__hot_ale9_37c__1,0.3643645437259167,-1.1477937295,-1.7630496459999998,0.4115240589999996
hot_tale__hot_ale9_37c__2,1.2811656940882892,-1.0659306195000005,-1.353533906,0.529282545
hot_tale__hot_ale9_mid_44c__1,1.0101828596577822,-0.569577132500001,-0.4980312109999998,1.1424100420000016
hot_tale__hot_ale9_mid_44c__2,1.0844166474092083,-0.6267253085000002,-0.23795155499999954,1.4903024049999996
hot_tale__hot_ale9_44c__1,1.4222190354510655,-0.8213187225000009,-0.5730485009999997,1.1044873780000009
hot_tale__hot_ale9_44c__2,1.7219555132968838,-0.9069349155,-0.4537089629999995,1.0330454620000005
hot_tale__hot_ale10_30c__1,-0.5975284644394785,-0.4771171535000001,-1.2301841730000005,0.5422557750000001
hot_tale__hot_ale10_30c__2,-1.0367775642702752,-0.8096706305000003,-1.2994078790000003,0.505794495
hot_tale__hot_ale10_37c__1,1.4137345831165755,-0.9496095435000004,-1.6710072689999995,0.2583872860000005
hot_tale__hot_ale10_37c__2,1.1343009769474142,-1.1002170605000003,-1.5905317409999995,0.4349724039999998
hot_tale__hot_ale10_44c__1,0.6710886445228705,-0.33547361749999993,-0.5646752549999992,1.61848349
hot_tale__hot_ale10_44c__2,1.5813240601857068,-0.21893198650000034,-0.37890102999999975,1.598318526
hot_tale__hot_ale16_30c__1,0.427809325874477,-0.7017665344999999,-1.4905614419999995,0.241558886
hot_tale__hot_ale16_30c__2,-0.0557973744374807,-0.6200478745,-1.4995191199999995,0.455827266
hot_tale__hot_ale16_37c__1,1.8285243629563024,-0.916158631500001,-1.5550604799999992,-0.041811645999999314
hot_tale__hot_ale16_37c__2,2.3804808082600504,-0.9661704245000003,-1.6071221209999995,0.16350997099999987
hot_tale__hot_ale16_44c__1,1.022028221637901,-0.18629017850000015,-0.24682635200000025,0.8236699549999997
hot_tale__hot_ale16_44c__2,1.7662801412639269,-0.14425003850000007,-0.3077498470000002,1.0317628720000016
pdhr_ale__pdhR-13_51__1,3.371824465281738,-1.1596014285000005,-1.3483942949999994,0.4337851589999993
pdhr_ale__pdhR-13_51__2,3.4689667357217173,-0.9752593745000002,-1.3410490509999995,0.5070263720000003
pdhr_ale__pdhR-14_46__1,2.3294654464866,-1.2024707755,-0.7134569580000001,0.6406889260000002
pdhr_ale__pdhR-14_46__2,1.7542280883259431,-0.6887201115000003,-0.5065819940000003,0.7396277180000004
pdhr_ale__pdhR-15_51__1,2.3064418045346367,-0.7408731685000003,-1.343789858,0.6221059909999997
pdhr_ale__pdhR-15_51__2,2.5930429245614057,-0.7602895195000006,-1.3486570919999998,0.5671244639999999
pdhr_ale__pdhR-16_49__1,2.7772616409992708,-0.5871145225000012,-0.5352337949999989,0.7625974600000003
pdhr_ale__pdhR-16_49__2,1.2067141320241883,-1.4422658525000005,-0.5460967390000002,0.7045132039999995
tcs__del_atoC_LiAcet__1,0.4771412882098087,0.34439750449999984,-0.7669919529999998,0.7019408189999998
tcs__del_atoC_LiAcet__2,0.2379068387620993,0.2347148194999997,-0.467518407,0.7013352180000005
tcs__del_atoC_LiCl__1,1.430725537378704,0.1844352254999997,-0.43009582399999946,0.5484015959999997
tcs__del_atoC_LiCl__2,1.2222648779675884,0.028564317499998992,-0.3926788969999997,0.5194454909999999
tcs__del_atoC_m9__1,1.1412347226436164,0.4112530974999995,-0.7142505759999995,0.6254903260000004
tcs__del_atoC_m9__2,0.8671974244404119,0.22531554550000002,-0.5982258730000005,0.4555519410000004
tcs__del_baeR_etoh__1,-0.5178176510092918,1.107213842499999,-0.0012257430000000016,1.5276031739999991
tcs__del_baeR_etoh__2,-2.524378047782829,1.0844975784999995,0.1423961459999994,1.566320085
tcs__del_baeR_lb__1,-0.4754966428581067,-0.31801493349999976,0.8732517870000001,0.3221358839999997
tcs__del_baeR_lb__2,0.2155838584081858,-0.2662187575000008,0.909023178,0.06240459899999973
tcs__del_btsR_01xlb__1,-0.9123279424754484,-1.7291053135000007,1.1064595119999998,1.4282716320000004
tcs__del_btsR_01xlb__2,-1.6010283241338092,-1.7781566375000004,1.0628956600000017,1.2408301339999994
tcs__del_btsR_lb__1,0.8011523197593005,0.4713192414999998,-1.235100784,0.3139671550000003
tcs__del_btsR_lb__2,1.170452257543672,0.42115420749999893,-1.0785367140000002,-0.09816582099999938
tcs__del_btsR_pyruvate__1,-0.5850989376134215,-2.0800388494999997,1.0313072179999994,1.1894749950000003
tcs__del_btsR_pyruvate__2,-1.3592478344029717,-1.8522317984999999,1.015618228,1.267574422
tcs__del_cpxR_etoh__1,-0.2246537402111644,0.8499783614999998,0.01778993400000051,1.5933658299999998
tcs__del_cpxR_etoh__2,-0.724946816831688,0.7030024174999996,0.10083610700000012,1.4393035320000005
tcs__del_cpxR_lb__1,-0.6193495989344754,-0.16518956849999974,0.8621222759999999,0.011104041000000286
tcs__del_cpxR_lb__2,-0.1393056419405868,-0.3802224075000007,0.8830874980000001,0.1398422349999997
tcs__del_cusR_CuSO4__1,1.8717101512520156,0.0041918234999993595,-0.8795531049999994,0.5903394999999998
tcs__del_cusR_CuSO4__2,2.2396075415221297,0.2219428214999999,-0.6191750209999984,0.8511855349999999
tcs__del_cusR_lb__1,0.3311491578439476,0.22228915849999972,-1.2920417119999996,-0.3083445019999997
tcs__del_cusR_lb__2,0.6651712201759853,0.23925180150000006,-1.561312997,-0.1809371139999998
tcs__del_kdpE_01-kcl__1,2.1404346371536,-0.8940213975000004,0.6244648959999992,1.1359741439999995
tcs__del_kdpE_01-kcl__2,2.390196615819089,-0.8128275635,0.6876275500000002,1.3233992570000002
tcs__del_kdpE_115-kcl__1,23.328008204962945,-0.8994037434999997,-0.2062069959999997,0.9054073140000004
tcs__del_kdpE_115-kcl__2,23.373469157552258,-0.5888572485000001,-0.04912757099999965,0.7447153909999997
tcs__del_phoB_m9__1,1.1448314911171245,0.07180108549999975,-0.4948216959999998,0.4377832020000003
tcs__del_phoB_m9__2,1.158588307956714,0.08190182749999941,-0.5318432570000002,0.3165110389999999
tcs__del_phoB_m9p__1,0.3484300264971526,-0.4925189195000002,0.02633210599999991,3.4272264330000013
tcs__del_phoB_m9p__2,0.598071721104552,-0.5468207545000006,-0.02433802699999976,3.506143859
tcs__del_rcsB_etoh__1,0.0364659055057008,0.3965839394999993,0.16215542800000016,2.922792242
tcs__del_rcsB_etoh__2,-1.0620993049988798,0.4028809654999996,0.2560259150000004,2.8182940290000005
tcs__del_rcsB_lb__1,-0.4597830336218035,-0.6495018325000013,0.20492767300000025,-0.15882985000000005
tcs__del_rcsB_lb__2,-0.34536442211358,-0.7901632555000004,0.14452544199999995,-0.34318788599999994
tcs__del_zraR_lb__1,1.608222255333661,-1.1580555345,-2.19034,1.7038106850000003
tcs__del_zraR_lb__2,1.9880852373153888,-1.1647904185,-1.754829249,1.4802206730000007
tcs__del_zraR_zncl2__1,-0.2851958427426124,-0.3388558694999988,-1.1163079809999994,0.2679810800000002
tcs__del_zraR_zncl2__2,0.1710558526455829,-0.25982548750000056,-1.1406106879999998,0.4845961870000002
tcs__wt_01-kcl__1,22.168792302302545,-0.4687442634999997,0.7954974740000003,1.098283458000001
tcs__wt_01-kcl__2,22.46222465570173,-0.4317367384999997,0.7847248140000005,0.97980192
tcs__wt_01xlb__1,-1.237672056627256,-1.8328723035000003,0.893065762,1.4153152250000005
tcs__wt_01xlb__2,0.0129824630658429,-1.8365777075,0.8333171500000011,1.4275200880000003
tcs__wt_115-kcl__1,23.064138554229416,-1.0311288285,-0.11592088999999905,0.7318184089999997
tcs__wt_115-kcl__2,22.95608838109664,-0.8331387665000003,-0.09307191400000027,0.7779841110000003
tcs__wt_CuSO4__1,2.155956848050314,0.1694036565000001,-1.3503315959999984,0.3765168930000007
tcs__wt_CuSO4__2,2.608036291579613,0.1571614754999997,-0.9400410030000002,0.7139543780000004
tcs__wt_etoh__1,0.0609890275739811,-0.17686887650000038,0.0017458400000007757,2.4412599220000004
tcs__wt_etoh__2,-0.8946294471723131,-0.1333578555000008,-0.04676177499999934,2.477790322
tcs__wt_lb__1,1.2933675078114837,-0.3234053905000005,0.004392914000000303,0.3251013550000001
tcs__wt_lb__2,1.420560454021593,-0.36130302950000015,0.031222872999999932,0.5627460470000001
tcs__wt_LiAcet__1,1.0023359158483165,-0.2789011025000008,-0.5284409419999996,0.6823732280000003
tcs__wt_LiAcet__2,1.0786907921343425,0.07914327949999933,-0.6543184549999994,0.6467142939999997
tcs__wt_LiCl__1,1.498145837583836,0.12605269250000006,-0.8138960219999998,0.6998841389999999
tcs__wt_LiCl__2,1.1859382030008143,0.13819429049999954,-0.7062325159999999,0.5324358530000008
tcs__wt_m9p__1,0.7190029763548864,-0.5266081395000004,-0.11228762999999907,2.910196694
tcs__wt_m9p__2,0.1755943381683072,-0.37925401950000026,0.04152074799999994,2.9827455690000004
tcs__wt_pyr__1,1.9378965595617237,-2.0463017885,0.7563628280000003,1.2258076020000006
tcs__wt_pyr__2,-0.6222288402889979,-1.9503314835000003,0.6514739120000002,1.2252094600000003
tcs__wt_zncl2__1,0.0471210550879377,-0.5772438355,-1.2705409439999995,0.8609862270000006
tcs__wt_zncl2__2,0.2157759947559874,-0.5081050225000006,-1.4080118189999995,1.0255058889999995
ros_tale__0_0_0pq__1,2.7878197074836213,-1.3154973785,-1.662769904999999,0.2483090980000009
ros_tale__0_0_0pq__2,2.780931543701763,-1.3033233245,-1.6886823290000006,0.2982815920000004
ros_tale__0_0_250pq__1,1.442461660705764,-0.6484764715000004,-0.3987587049999997,0.8119478220000005
ros_tale__0_0_250pq__2,1.4497345319155903,-0.6259778815000008,-0.391051107,0.7992387149999995
ros_tale__1_mid_250pq__1,1.2919769028152606,-1.1464504355000005,-1.7192709030000002,0.5052713520000003
ros_tale__1_mid_250pq__2,0.9438150729332164,-1.1470660525000005,-1.6391572979999998,0.7798229520000001
ros_tale__1_0_0pq__3,2.101279053291176,-1.2231503985000003,-1.332810577,0.29062858399999936
ros_tale__1_0_0pq__4,2.298574943907672,-0.9856811735000006,-1.565816356,0.25344214700000034
ros_tale__1_0_250pq__1,2.224496733147821,-1.2745606004999999,-1.3254241269999998,0.2863350799999997
ros_tale__1_0_250pq__2,1.9668316470160807,-1.1164611505000002,-1.2244441859999995,0.2033367100000003
ros_tale__1_0_750pq__1,3.4985954266298283,0.16709533949999944,-1.4104605819999998,0.7392051080000002
ros_tale__1_0_750pq__2,3.583702016559101,0.5377218504999997,-1.3690549399999998,0.8819745160000005
ros_tale__1_1_0pq__1,2.551485486337982,-0.12324675149999995,-1.5344875880000002,0.6693571949999999
ros_tale__1_1_0pq__2,2.718590632299005,-0.12573715250000106,-1.4181270099999992,0.7601370680000006
ros_tale__1_1_250pq__1,1.971368352792623,-0.07142997050000055,-1.587282312,0.6944728130000009
ros_tale__1_1_250pq__2,1.8997601734146992,-0.22664703349999996,-1.4907585559999994,0.856470143000001
ros_tale__1_1_750pq__1,1.0984667300094988,0.06655648749999887,-1.4895956730000002,0.8698988930000002
ros_tale__1_1_750pq__2,1.6798535074080487,-0.039321854499999816,-1.3724545269999997,1.0300265139999991
ros_tale__1_2_0pq__1,0.4794463967850704,0.4652794315,-2.1321073530000003,0.7236190280000008
ros_tale__1_2_0pq__2,1.8847669050772244,0.2409534834999993,-1.898255799,0.9522898989999992
ros_tale__1_2_250pq__1,1.1876178622043698,0.6333133324999993,-1.8445076780000005,0.7500924820000003
ros_tale__1_2_250pq__2,1.87669067072763,0.5424701794999995,-1.605928253,0.7020586039999994
ros_tale__1_2_750pq__1,2.032982342592561,0.7672825034999997,-1.4821974129999995,0.8432437899999998
ros_tale__1_2_750pq__2,2.6379272427911253,0.804191992499999,-1.552997037,0.5810310649999986
ros_tale__1_3_0pq__1,3.187355901792102,0.17165298749999902,-1.2195115119999995,1.0106369830000004
ros_tale__1_3_0pq__2,3.305789601599088,0.12579792950000002,-1.2643642919999998,0.8712734620000004
ros_tale__1_3_250pq__1,1.5794268675912475,-0.3761141834999995,-1.8179138859999997,0.16813724600000055
ros_tale__1_3_250pq__2,1.4452978569851949,0.4057820354999997,-1.4626096559999997,0.5611587270000005
ros_tale__1_3_250pq__3,0.6874226739932127,0.4633254034999981,-1.1634903449999996,0.6735040480000007
ros_tale__1_3_250pq__4,-1.9702909450650463,0.6503636004999995,-1.009209707,0.3181862650000005
