,A,Fnr,NarL
abx_mega__van_dmso__3,-12.0735516715,0.2389667466,-0.7705163065
abx_mega__doxo_dmso__1,3.5541362668,-0.1301723133,0.42316666420000004
abx_mega__tmp_dmso__1,0.07743886180000001,0.0567992999,0.37644281350000003
abx_mega__ethanol-10__2,0.6508470635,0.4463184544,0.3676884166
abx_mega__tmp_dmso__2,0.1270613715,-0.011770757000000001,0.3141558765
abx_mega__amyc-d_dmso__5,-9.4826097664,0.4703427457,-0.7713514634
abx_mega__novo_h2o__4,-3.4870552222,0.7891519738,-1.9558634060000002
abx_mega__cro_h2o__2,1.1346471125,0.0823465979,1.2346799578
abx_mega__cro_h2o__3,-0.0570106942,-0.21446519260000002,0.5304175659
abx_mega__gen_h2o__2,-8.2811687103,0.5545946817,-0.48062680010000003
abx_mega__phos_h2o__4,4.449603682,-0.1556899832,1.4968619098
abx_mega__metro_dmso__2,-2.1275364451,0.40866825960000003,-0.2002604006
abx_mega__ery_h2o__2,-3.4515876121,-0.0307498051,-1.8801459853
abx_mega__sacet_h2o__1,-9.1961977249,1.8984960352,1.5862913974000001
abx_mega__nal_naoh__5,-0.49739050300000004,0.11935505780000001,-0.2314427329
abx_mega__bacit_h2o__4,-7.0228742734,-0.7716038602,-0.6522742559
abx_mega__cip_naoh__3,1.2413660155,-0.1062377801,-0.49739226270000003
abx_mega__ethanol-8__1,1.7944683439,-0.0429042057,0.6304378737
abx_mega__h2o-8a__1,-5.4765182866,-0.1697118587,-0.1934353014
abx_mega__ery_h2o__3,-5.7607261295,-0.046749594000000005,-1.5593456345
abx_mega__flavo_dmso__2,1.0796624791,0.060263538500000005,1.3837328354
abx_mega__rif_dmso__4,-0.3136314422,-1.4686879149,1.0818833664
abx_mega__novo_h2o__5,-6.0315697364,0.2258676651,-1.3957788496
abx_mega__teix_dmso__5,3.1973439096,-0.0180107938,0.2339403894
abx_mega__naoh-2__1,3.3741528185,0.12440957970000001,1.5570266128
abx_mega__novo_h2o__6,-4.3735678852,0.7205527484,-2.0014040988
abx_mega__ctx_h2o__3,-1.2231748724,-0.064859922,0.6053981366
abx_mega__rach_dmso__3,-4.7240489284,-0.0946227506,1.604092458
abx_mega__valin_dmso__2,-7.618071153,-0.1504039911,0.6228761494
abx_mega__amyc-d_dmso__6,-12.4512462664,1.0932260792,-0.8243217897
abx_mega__dox_dmso__2,-1.6166970291,-0.3495048284,-0.6210031891000001
abx_mega__teix_dmso__6,4.1296828338000005,-0.19216870800000002,0.46369876390000003
abx_mega__naoh-6__2,0.2045247409,0.2508705046,0.0115520281
abx_mega__inh_h2o__2,-10.2513755596,1.0236963855,-1.044426633
abx_mega__chl_h2o__3,-10.284843444,0.8645055481,-0.46185970600000004
abx_mega__nal_naoh__6,-0.48754649790000004,0.1051428429,-0.3703789377
abx_mega__chl_dmso__2,-11.746286144799999,0.2708431966,-1.1513063757
abx_mega__rach_dmso__4,1.0840828113,0.2606390819,1.4684025725
abx_mega__teix_dmso__7,3.0049202807,0.3504676022,0.3922415131
abx_mega__ceru_ethanol__1,-2.552168753,1.4535275098,0.6149460887
abx_mega__dmso-7__1,1.221729788,0.0944210472,1.2176890491
abx_mega__naoh-6__3,0.1684519905,0.2067024995,0.0786879999
abx_mega__phos_ethanol__2,2.3386054732,0.5219782296000001,0.4392596675
abx_mega__metro_dmso__3,-1.9295183713,0.5121052174,-0.2137913818
abx_mega__van_dmso__4,-11.857693770600001,0.28659288180000003,-0.9419717976
abx_mega__h2o-10__1,-3.5680982415,0.2130377387,0.1814334535
abx_mega__h2o-10__2,-1.6481813134,0.1522575818,0.48796528650000004
abx_mega__dmso-6__3,-0.3716760025,-0.35454569550000004,0.3898016124
abx_mega__mem_dmso__1,0.0772609787,-0.3062884087,0.9646124930000001
abx_mega__ethanol-8__2,2.3639182442,-0.0252304237,0.3186268997
abx_mega__chl_h2o__4,-9.7506194378,0.7271274121,-0.6661033798
abx_mega__van_h2o__1,-5.6593826135,-0.903332961,-0.5742892551000001
abx_mega__dcs_h2o__1,2.1377671672,0.6936041281,0.2068721395
abx_mega__rif_dmso__5,-0.1667445048,-0.7666040526,0.8425442237
abx_mega__dox_dmso__3,-4.1887718672,0.2468405504,0.10017048020000001
abx_mega__mem_dmso__2,-5.1466320091,-0.4892115863,0.6332738483
abx_mega__lvx_dmso__2,0.9940329012,-0.129152751,-0.0869541332
abx_mega__tet_h2o__2,-8.8298323707,0.2983443387,-0.46924192730000003
abx_mega__phos_h2o__5,4.0590554384,0.12871355610000002,1.6275674107
abx_mega__monac_dmso__1,-9.8309415404,1.4088048351,0.0717431857
abx_mega__str_h2o__3,1.8018825764000002,0.08708125080000001,0.1418999508
abx_mega__zeocin_h2o__2,0.8969162977,-0.42460153910000004,1.3045613756
abx_mega__amyc-d_dmso__7,-11.7543415624,0.9037219768,-1.2192577822
abx_mega__fidax_dmso__1,3.4262261732,0.35278275610000004,0.5364471703
abx_mega__h2o-1a__1,0.0558380434,-0.1301828894,-0.0076170702
abx_mega__dox_dmso__4,-0.127445529,0.1499766492,-0.27625373140000004
abx_mega__lzd_dmso__2,-13.3838797635,0.8640746426,-1.0222917741
abx_mega__tet_h2o__3,-4.3444076766,-0.014793680600000001,-1.5087092232
abx_mega__dmso-1__2,0.7117390412,-0.0468660871,-0.5589211898
abx_mega__sxt_dmso__2,-4.3162406689,0.1322961821,0.068627529
abx_mega__tric_ethanol__2,-0.8538245452000001,0.619159111,0.23941269040000002
abx_mega__teix_dmso__8,-1.2179353601,-0.0780351353,-0.3793496945
abx_mega__ramo_h2o__2,-0.9432659711,-0.5733023752,0.09514280300000001
abx_mega__inh_h2o__3,2.9387368606,0.3346755523,0.3216977505
abx_mega__cst_h2o__3,-0.27957114510000003,0.6157335293,-0.3478318655
abx_mega__dmso-9__1,2.3858280992,-0.029816820400000003,0.1757205838
abx_mega__ethanol-8__3,2.7522123645,-0.1057688244,0.36504344
abx_mega__monac_dmso__2,-11.0020235554,1.4863412037,-0.3366484642
abx_mega__dmso-9__2,2.3012716891,-0.0200467158,0.1457238569
abx_mega__metro_dmso__4,-4.7417162154,0.6682181821000001,-0.173456255
abx_mega__ctx_h2o__4,-0.2644328114,0.1093383753,0.9764181073
abx_mega__zeocin_h2o__3,-2.1178450228,-0.42024945410000003,1.219990166
abx_mega__bacit_h2o__5,-6.8401315229,-1.0686406259,-0.4873407738
abx_mega__reta_dmso__1,-10.7166010079,0.2624442987,-0.14538301080000002
abx_mega__ery_h2o__4,-8.295357621,0.1838410419,-0.4901782139
abx_mega__ceru_ethanol__2,-11.9552519822,1.4458719120999999,-0.08747928320000001
abx_mega__fidax_dmso__2,3.7347700627,0.061060066100000004,0.5088590205
abx_mega__novo_dmso__1,-9.8869695591,0.8339819837,-0.8191870707000001
abx_mega__naoh-6__4,0.9729546496,0.2749615761,0.3838430101
abx_mega__amyc-d_dmso__8,-9.679005743,0.1675077619,0.1386459591
abx_mega__chl_dmso__3,-11.4110041389,0.2359552994,-1.2035076039
abx_mega__nal_naoh__7,2.7860814875,-0.1143720156,-0.32990943310000004
abx_mega__teix_dmso__9,3.1879017037,0.19924687600000002,0.350365087
abx_mega__ery_dmso__3,-8.4808092507,-0.1930182149,-0.8914052882
abx_mega__tmp_dmso__3,0.0282347792,0.021624803,0.3805848848
abx_mega__sxt_dmso__3,3.5719499958,0.1404174962,0.8127445483
abx_mega__polmyx_h2o__4,0.16608666260000002,0.7190717129,1.162897535
abx_mega__mem_dmso__3,1.7328351618000002,-0.106792127,0.12293057980000001
abx_mega__nal_naoh__8,3.1748217234,-0.5226446066,1.0434381186
abx_mega__pen_h2o__3,1.8872063349000001,-0.9448240483,-0.3811294766
abx_mega__van_dmso__5,-12.3917460096,0.3519942873,-0.7681838617000001
abx_mega__zeocin_h2o__4,1.5056181656,-0.3420308308,1.4810631343
abx_mega__h2o-6__2,0.2278149662,0.2237971175,0.12666160140000002
abx_mega__tet_h2o__4,-6.1678023993,-0.09366302650000001,-1.2428560724
abx_mega__nor_naoh__4,1.8507642506000002,0.1884711132,-0.2609186745
abx_mega__cip_naoh__4,-1.5515501263,0.1897163396,-0.0755452092
abx_mega__tmp_dmso__4,-1.0668103681,0.46955750020000003,0.2225884108
abx_mega__reta_dmso__2,-7.4093312607,0.079054857,0.16663621180000002
abx_mega__mem_dmso__4,2.4867334532,0.1562169847,1.1260659392
abx_mega__dox_dmso__5,-2.8353972645,0.5560831223,0.0273460971
abx_mega__tmp_dmso__5,0.13252984580000002,0.16093619850000002,-0.1009953331
abx_mega__flavo_dmso__3,3.3506877358000002,0.21465859110000002,0.8172587432
abx_mega__tmp_dmso__6,-0.6050061248,-0.4506960218,0.32986084450000003
abx_mega__ceru_ethanol__3,-9.0718780978,1.4078249743,0.4043260756
abx_mega__teix_dmso__10,0.2789455319,-0.024926434900000002,-0.2090247448
abx_mega__novo_h2o__7,-6.2947728582,0.28331731590000003,-1.6490916468
abx_mega__fidax_dmso__3,2.5256529117,0.1656484172,0.5836041919
abx_mega__h2o-1a__2,0.1758596329,0.0397621094,0.07538422110000001
abx_mega__dcs_h2o__2,0.27648713,0.0295181061,-0.2137039597
abx_mega__cst_h2o__4,-2.3177176723,0.6765520599,-0.2134462412
abx_mega__van_h2o__2,0.6810739721,-0.1313395527,-0.2306398724
abx_mega__pen_h2o__4,2.0572767223,-1.1849000443,-0.5936463758
abx_mega__h2o-8b__2,4.9874254227,0.1917764428,0.11993875400000001
abx_mega__reta_dmso__3,-3.6990482434,-0.1254083886,0.237909008
abx_mega__dmso-7__2,-1.659546004,0.0413045956,1.8895943154000001
abx_mega__rfp_h2o__2,-5.5261282127,-1.2130654544000001,1.2509991628
abx_mega__rif_dmso__6,-3.0077631708,-1.1475451275,1.1704671685
abx_mega__sxt_dmso__4,1.1318968349,0.23990241980000002,1.3514043206
abx_mega__cip_naoh__5,-0.48754817850000004,-0.042177127,0.0185558471
abx_mega__dmso-9__3,1.3938044825,-0.341587067,0.32390818520000003
abx_mega__mem_dmso__5,2.1768149841,0.1067217318,0.4918307497
abx_mega__tric_h2o__2,-2.0983217513,1.3284647298,0.5095991614000001
abx_mega__phos_h2o__6,1.2511570717,0.13667702310000002,0.1723091054
abx_mega__h2o-7__2,1.7088963663999999,0.0400555976,0.5866863516
abx_mega__h2o-10__3,-0.6997941064000001,0.1579017148,0.2516220524
abx_mega__h2o-8a__2,-5.6694372189,-0.2295144067,-0.45374010200000003
abx_mega__thio_dmso__3,-4.4457399213,-0.40999634500000004,-0.0785225256
abx_mega__lzd_dmso__3,-4.9483767015,0.41635551470000004,-1.0671567044999999
abx_mega__monac_dmso__3,-10.9687599322,0.8852669989,-1.70122574
abx_mega__polmyx_h2o__5,-2.7100362152,0.47019160320000003,0.7365673686
abx_mega__naoh-6__5,-0.19722411450000002,0.4263555999,0.0122959707
abx_mega__teix_dmso__11,0.5991913528,0.0158778074,0.0259563891
abx_mega__van_h2o__3,-0.7999653615000001,-0.353805546,-0.3540785295
abx_mega__teix_dmso__12,0.6178172046,-0.0949833372,0.8158985592
abx_mega__dox_dmso__6,4.5924804238,-0.0402154183,1.3660196396
abx_mega__teix_dmso__13,-3.4692238594,-1.0545825032,1.5077788525
abx_mega__h2o-7__3,1.9568036324,0.0329465014,0.2878216163
abx_mega__str_h2o__4,-0.2260463824,0.49062571110000003,1.742029518
abx_mega__tec_h2o__3,-3.1708057882,-2.5030278976,0.2939771813
abx_mega__phos_h2o__7,0.0227326341,0.22288803100000001,0.1611020242
abx_mega__chl_h2o__5,-11.8483050294,0.35465275100000004,-1.0212711095
abx_mega__polmyx_h2o__6,2.0914077647,0.49303985780000004,1.581232123
abx_mega__teix_dmso__14,0.4903273166,0.0909615292,-0.10018570930000001
abx_mega__rif_dmso__7,-1.3652266753,-0.6050113022,0.6620764086
abx_mega__ramo_h2o__3,-4.1955263825,-0.9469901951,0.0350527978
abx_mega__fidax_dmso__4,1.262204361,0.0893514383,0.45207968070000004
abx_mega__teix_dmso__15,2.886708565,0.533781862,0.3259638522
abx_mega__thio_dmso__4,-4.7941064975,-0.5504288499000001,-0.5091000744
abx_mega__rif_dmso__8,-3.2995220913,-1.5708370051,1.1736352166
abx_mega__reta_dmso__4,-7.5124047195,0.025528003,0.1218603947
abx_mega__inh_h2o__4,-11.2687293192,1.1960883277,-0.1781436395
abx_mega__novo_dmso__2,-8.8465244171,0.7337960436000001,-0.6037946919
abx_mega__dcs_h2o__3,0.4438649805,0.16543111060000001,0.12449228870000001
abx_mega__h2o-8b__3,2.6584777748,-0.3013275018,-0.1297530696
abx_mega__valin_dmso__3,-7.1773925244,0.0524331097,0.1017590336
abx_mega__h2o-2__1,1.7345918543,-0.1296792457,2.3131630958000002
abx_mega__cro_h2o__4,1.5901134772,-0.1166385846,-0.07385166500000001
abx_mega__dcs_h2o__4,2.8241274057,0.5228202102,0.406341769
abx_mega__str_h2o__5,2.8236343949,0.0620767183,0.4473448175
abx_mega__h2o-8a__3,-6.1191895042,-0.1670867104,-0.4009290956
abx_mega__dox_dmso__7,1.1664614211,-0.023023933200000003,-0.1585778277
abx_mega__doxo_dmso__2,4.1798986443,-0.1780022674,0.5881761555
abx_mega__teix_dmso__16,-5.7037911937,-1.288192235,1.0121133392
abx_mega__rfp_h2o__3,-6.5767622433,-1.1735091948,0.9215387213
abx_mega__ethanol-10__3,0.8212154810000001,0.4256665049,0.7019706149
abx_mega__naoh-2__2,2.2693331406,-0.14596955720000002,1.9011813671
abx_mega__van_h2o__4,-6.1497283042,-0.6767342955,-0.6610720347
abx_mega__sacet_h2o__2,-10.1588837086,1.5844404703000001,1.8919933899
abx_mega__monac_dmso__4,-11.4789884329,1.4941188956,-0.6246931994
abx_mega__h2o-2__2,3.3842214357,-0.0048985968,1.9307420204999999
abx_mega__zeocin_h2o__5,2.6058476327999998,0.23466406990000002,0.22299274160000002
abx_mega__nor_naoh__5,1.6852278485,0.10958004780000001,-0.45803047500000005
abx_mega__naoh-9__2,2.1441846905,0.2428538366,0.014430849
abx_mega__dmso-7__3,-1.5880615244,0.0122195926,2.0435775268
abx_mega__van_h2o__5,-6.4685752764,-0.7705289413,-0.5492119811
abx_mega__flavo_dmso__4,0.6763127313,0.14097936390000002,1.1567118324
abx_mega__novo_dmso__3,-9.5602866585,0.7008066596,-0.6898733783000001
abx_mega__polmyx_h2o__7,-1.20493229,-0.2315847967,0.23274265870000002
abx_mega__teix_dmso__17,3.3654606249,0.0029379619,0.2885319054
abx_mega__doxo_dmso__3,4.4486042359,0.2023907492,0.0772130471
abx_mega__mem_dmso__6,1.7526601245000002,0.1023474546,0.12139420790000001
abx_mega__h2o-1a__3,-0.23169767630000002,0.09042078,-0.0677671509
abx_mega__bacit_dmso__3,-8.2644608048,-0.36047292010000004,0.1441411998
abx_mega__dox_dmso__8,3.9415752384,-0.15851963700000002,1.3714150958
abx_mega__teix_dmso__18,0.1511749773,-0.47527159550000003,0.4043009054
abx_mega__h2o-6__3,0.0984265456,0.1865548514,-0.08292724280000001
abx_mega__pen_h2o__5,-0.1144354737,-0.3567155809,-0.0809687306
abx_mega__lzd_dmso__4,-3.5642990411,0.4367343567,-0.4950784796
abx_mega__daro__1,-14.1704490444,0.6625246456,-1.0283701913
abx_mega__solv__1,-13.1057116533,0.7880810208,-0.5697536807
abx_mega__daro__2,-13.9665927402,0.6348490171,-0.7225106505000001
abx_mega__daro__3,-13.1065732523,0.5130885568,-0.31202477440000004
abx_mega__solv__2,-13.237810173,0.7836153299,-0.4795038941
abx_mega__solv__3,-13.3607220698,0.5666938681,-0.4581893891
abx_mega__dmso-4__1,-5.3181825858,-0.2069186369,1.2625602048
abx_mega__kirr_dmso__1,-10.4380992799,0.30096120800000004,-1.1858902369
abx_mega__kirr_dmso__2,-10.7665107585,0.2233268874,-1.1221621716
abx_mega__kirr_dmso__3,-10.9750001457,0.36914748480000004,-1.0326504242
abx_mega__dmso-4__2,-3.4133796527999998,-0.38116480880000003,1.0089341865
abx_mega__dmso-4__3,-4.9386764434,-0.179866355,1.0781130934
ackA_pta__dnaA46_del_ackA__1,0.4545143855,0.3573392885,1.0167221444
ackA_pta__dnaA46_del_ackA__2,0.9726688739,0.5215083736,1.3164719965
ackA_pta__dnaA46_del_ackA__3,0.1487873124,0.4033689451,0.8478612282
ackA_pta__dnaA46_del_pta__1,0.29582408260000004,0.10380176390000001,0.804393346
ackA_pta__dnaA46_del_pta__2,0.7997221585000001,0.4097892231,1.0277296902
ackA_pta__dnaA46_del_pta__3,0.7691142427000001,0.5224825499,1.0777531702
ackA_pta__dnaA46__1,0.1927072691,0.1528474884,0.0548469958
ackA_pta__dnaA46__2,0.5831114820000001,0.3481605142,0.2870616629
ackA_pta__dnaA46__3,0.11005810070000001,-0.0266460084,-0.1731099634
ackA_pta__del_ackA__1,-0.3516710705,0.1774931888,0.7399815112
ackA_pta__del_ackA__2,0.3523408716,-0.1232001154,1.1375307345
ackA_pta__del_ackA__3,-0.4342671866,0.190084841,0.6873740307
ackA_pta__del_pta__1,0.10924708400000001,0.2671184528,0.3644661887
ackA_pta__del_pta__2,0.1691560014,0.2566617834,0.5864508435
ackA_pta__del_pta__3,-0.23059655180000002,0.1341478918,0.3688823399
ackA_pta__wt__1,-0.0856680222,-0.0535312287,-0.11512740900000001
ackA_pta__wt__2,-0.0248527615,0.0033558917,0.0518979327
ackA_pta__wt__3,0.1105207837,0.050175337,0.0632294763
anticancer__5fu__1,1.2403579782,0.0681602907,1.1172485117
anticancer__5fu__2,1.7207603107,-0.1688407481,1.2128520424
anticancer__cap__1,1.5730326494,0.44868520630000003,0.5096176653
anticancer__cap__2,2.3156338237,0.41306374030000004,0.7069854029
anticancer__cap__3,1.1974829878,0.3264594677,0.7353223998
anticancer__wt__1,-0.0353766453,0.28664804520000003,-0.2878428208
anticancer__wt__2,0.7096146145000001,-0.0931429685,0.230734723
anticancer__wt__3,-0.6742379692,-0.1935050767,0.0571080978
anticancer__5fu__3,1.050908767,-0.101350492,1.1304838131000001
bio_pln__aero_pln__1,0.1586006854,-0.0045074173,0.23075321110000002
bio_pln__aero_pln__2,-0.1586006854,0.0045074173,-0.23075321110000002
bio_pln__anaero_pln__1,-0.0833676992,0.0400032595,0.2161365164
bio_pln__anaero_pln__2,-0.34101222410000004,0.3296413226,-0.08062165610000001
biocide__bzcl_12h__1,-0.99292874,0.2247859218,-0.3339215262
biocide__bzcl_12h__2,-3.3907247561,0.1810715899,0.6725941715
biocide__bzcl_12h__3,-2.092802486,0.1722943406,-0.08904044450000001
biocide__etoh_12h__1,-3.5319272684,0.4185490194,-0.0381846164
biocide__etoh_12h__2,-4.3416772739,0.4755510751,-0.0223999192
biocide__etoh_12h__3,-3.7131536111,0.5168922582000001,0.1557693521
biocide__gluald_12h__1,-0.5812964975,0.422114445,0.3457727179
biocide__gluald_12h__2,-0.6078865778,0.285798337,0.4119611535
biocide__gluald_12h__3,-0.5525618939,0.2501234208,0.26245599999999997
biocide__h2o2_12h__1,-1.6482461684,0.316269336,0.1302115755
