,A,GlpP
ERX2274799,-6.2478107462531804,1.1197842221021066
ERX2274800,0.4804719729433212,1.1229002146501896
ERX2274801,-3.470938488756892,1.2009312647380683
ERX1819430,-0.14377504721164108,0.2474335293618157
ERX1819431,0.35066382719069783,0.1876032945749904
ERX1819432,0.30904623645344026,0.31515268587562417
ERX1819433,0.06258637866821774,0.3355959579303285
ERX1819434,3.247973137524806,-0.10220513103005313
ERX1819435,-2.787644437515968,-0.1668838063670144
ERX1819436,2.906749536813409,-0.034476235260559214
ERX1819437,-2.6718143540449257,-0.1421545065635037
ERX1819438,2.7914724899681653,0.4572940651051409
ERX1819439,-0.3506445025996369,-0.12085215414868687
ERX1819440,1.8977416611639564,0.30228234563355993
ERX1819441,-0.7499909378140777,-0.07165246565256744
ERX1819442,-6.039445627492981,-0.3550889340750851
ERX1819443,-0.2618377184205718,0.15364200629565072
ERX1819444,-6.784373583597891,-0.4115201202358625
ERX1819445,0.4824277719748628,0.04457711124916397
ERX3440914,-0.09347263439554948,0.06517171586489834
ERX3440915,0.2549283984958106,-0.0437283717767416
ERX3440916,-0.011391295675889836,-0.021661560578625227
ERX3440917,0.3575646816169537,0.12029607825515765
ERX3440918,-2.47246719194244,1.2215727431585703
ERX3440919,-2.2278964584209526,1.2234752588355926
ERX3440920,-2.463349329564557,1.2572617768410703
ERX3440921,-3.4776971305590654,0.2774965578553497
ERX3440922,-3.3863249951403303,0.30557105085504777
ERX3440923,-4.019004206949149,0.24951453281413105
ERX3440924,-4.054397627182434,0.31850006277609033
ERX3440925,0.1947947971731354,-0.03556358502071877
ERX3440926,-4.10382837845406,0.2777063889703095
ERX3440927,-4.250783397916628,0.2443762253591704
ERX3440928,-2.9034968018229126,0.4600886095486656
ERX3440929,-2.5923384657767015,0.495303849795472
ERX3440930,-3.4145850631098047,0.5622804480564563
ERX3440931,-1.353604591886412,0.5065124082884767
ERX3440932,-3.1598038019145065,0.40578903433025904
ERX3440933,-1.831067828824083,0.4954897848010917
ERX3440934,-3.983780796607357,0.8923131680174423
ERX3440935,-3.9422779243231294,0.8783645453804718
ERX3440936,-0.10132216277758832,-0.02960813084417957
ERX3440937,-4.028463350249681,0.9360203067685768
ERX3440938,0.5849957170699169,0.17338012451674167
ERX3440939,-0.03908806847360607,0.2629189255789095
ERX3440940,-1.035489600462362,0.1289244737958457
ERX3440941,1.4785578710779028,0.22735879996267536
ERX3440942,0.43464947587283337,-0.20890636532770035
ERX3440943,0.8451255849688016,0.2696948342632117
SRX5347612,0.22940310091061455,-0.24707683564464755
SRX5347613,-0.4689845662882232,-0.041464806264758465
SRX5347614,0.23958146537762076,0.2885416419094087
SRX5347615,0.4982924441384211,-0.16986294518901526
SRX5347616,1.8899901625039541,0.2655935955753605
SRX5347617,0.25452453467947583,0.2649956581453505
SRX5347618,-1.0313005384422589,-0.12258755676132173
SRX5347619,0.9107189356044813,0.5309900563242369
SRX5347620,0.6858696315883561,0.011134646002012971
SRX5347621,-2.6710644211161343,-0.0613754166572491
SRX5347622,-1.3819043461684892,-0.3055304934247696
SRX5347623,-2.697005647347104,0.200989678841232
SRX8170783,-2.226079352563654,-0.2051550706211378
SRX8170784,0.6565949777671242,0.02510601785048383
SRX8170785,1.569484374796541,0.18004905277065394
SRX8170786,-2.599697613442361,0.44557021217229664
SRX8170787,-0.2309813207442603,0.10906659077469437
SRX8170788,-1.3146304359046284,0.0020203697921665764
SRX5177009,0.1434249190203542,0.5433800653043086
SRX5177010,-2.4360877297634143,0.4675097805961394
SRX5177011,-0.7627519583812458,0.6607806456994618
SRX5177012,-1.5447820996165198,0.4688237124239238
SRX7354731,-0.16905632969211332,0.06996644309551138
SRX7354732,0.1690563296921191,-0.06996644309551138
SRX7354733,0.0043354940616953715,0.4411789493701779
SRX7354734,0.7768214693166913,0.6176894637971664
SRX7354735,2.0648058221147823,0.978481670253644
SRX7354736,2.9054274745909505,1.2910630136028534
SRX7354737,3.0054896911643723,1.7886506171970948
SRX7354738,3.4136177743761382,1.6202129545415902
SRX2508581,0.23456032003631375,-0.03747749849548665
SRX2508582,-0.6032415975933398,-0.2594699663096316
SRX2508583,-9.414299688897417,-0.5019029941092361
SRX2508584,-8.887320630159483,-0.3815333508217647
SRX2508585,-0.3274759120024925,0.004621976734917155
SRX2508586,-0.3833028126234736,-0.09196809767770907
SRX2508587,-11.90019139472974,-0.5584804926456055
SRX2508588,-11.426603810005211,-0.5056420501172756
SRX2508589,0.09291559196618722,0.032855521760568614
SRX2508590,-0.21220024745661767,-0.10266260680848127
SRX2508591,-3.067936442336729,-0.19000852267538626
SRX2508592,-1.2108024542068407,-0.12459292963138502
SRX1736086,-0.9920098354563291,0.637703297378307
SRX1736087,0.4293887570896418,-0.4611238718836397
SRX1736088,0.5626210783666599,-0.17657942549466732
SRX1736089,4.4831088783954725,-3.235555299043633
SRX1736090,5.352062978094873,-4.143519097332273
SRX1736091,5.697661706832656,-3.5440628715406337
SRX1736092,-1.2771742219108395,0.16629916609428186
SRX1736093,-0.5314623757233299,-0.11738128081178978
SRX1736094,1.4610490175178164,0.8265766919626572
SRX1736095,4.393893227841467,-2.721516968875177
SRX1736096,5.416030168901348,-3.2174653570896434
SRX1736097,4.3980492728535125,-2.3649355816543283
SRX7176371,0.2137798248230034,0.1954833996279719
SRX7176372,0.004228839516874282,-0.03848358569625887
SRX7176373,-0.2180086643398668,-0.15699981393171125
SRX7176374,0.4827971227158577,-0.03610449890592449
SRX7176375,-0.1848961207389018,-0.1060925233344836
SRX7176376,-0.3994978696014052,-0.5133940098416669
