,A,ArgR
abx_mega__phos_h2o__4,0.0899962651,1.2138005996
abx_mega__metro_dmso__2,0.6455828938,-0.12910519040000001
abx_mega__ery_h2o__2,-2.8636802733,-0.3803293647
abx_mega__sacet_h2o__1,1.0441730786,1.3058942915
abx_mega__nal_naoh__5,-0.8846289664,-0.5127771752
abx_mega__bacit_h2o__4,2.6458373494,-0.0720828062
abx_mega__cip_naoh__3,-0.7019346891,-0.176206455
abx_mega__ethanol-8__1,-1.5897957726,-0.2247742691
abx_mega__h2o-8a__1,-0.5079602296,-0.4444687908
abx_mega__ery_h2o__3,-1.2790596903,-0.1767281004
abx_mega__flavo_dmso__2,-0.0127690345,0.0323636967
abx_mega__rif_dmso__4,1.8729066448,0.2125138953
abx_mega__novo_h2o__5,0.46098795800000003,-1.178492798
abx_mega__teix_dmso__5,-0.11061136910000001,-0.39499873100000005
abx_mega__naoh-2__1,1.6623200315000002,0.865195021
abx_mega__novo_h2o__6,1.0288127341,-0.8542351032000001
abx_mega__ctx_h2o__3,-0.30814876420000004,-0.45899308910000003
abx_mega__rach_dmso__3,0.5326069555,0.17465804140000002
abx_mega__valin_dmso__2,3.7355348794000003,0.25468408400000003
abx_mega__amyc-d_dmso__6,2.2863826419,1.2556828550999999
abx_mega__dox_dmso__2,2.1764152779,-0.2973678521
abx_mega__teix_dmso__6,-0.3438224335,-0.0730893153
abx_mega__naoh-6__2,-0.1475919057,-0.27134470180000003
abx_mega__inh_h2o__2,1.5056990127,1.1282616287
abx_mega__chl_h2o__3,0.0511760972,-0.061174284100000004
abx_mega__nal_naoh__6,-0.38274345260000003,-0.3583695699
abx_mega__chl_dmso__2,2.7160102064,0.2970029822
abx_mega__rach_dmso__4,-0.038164780100000004,0.3322929899
abx_mega__teix_dmso__7,0.4777294265,-0.2204222795
abx_mega__ceru_ethanol__1,3.5229908796,0.3702952198
abx_mega__dmso-7__1,0.4701636242,0.3559118598
abx_mega__naoh-6__3,-0.0978371165,-0.0492054892
abx_mega__phos_ethanol__2,0.7250369661,-0.1605998124
abx_mega__metro_dmso__3,-0.2124857403,-0.0275705127
abx_mega__van_dmso__4,1.5344306258,0.9074626352
abx_mega__h2o-10__1,0.1913683118,-0.34695274270000004
abx_mega__h2o-10__2,0.9856182054,-0.0993456892
abx_mega__dmso-6__3,1.8392351277,-0.0343215247
abx_mega__mem_dmso__1,-0.6434935259,-0.3204641914
abx_mega__ethanol-8__2,-1.0992929847,-0.5536481077000001
abx_mega__chl_h2o__4,-0.0683312029,-0.0805815042
abx_mega__van_h2o__1,1.5097517871,0.27930970720000003
abx_mega__dcs_h2o__1,-0.47752656670000004,0.2356520288
abx_mega__rif_dmso__5,1.1237089813,0.275764761
abx_mega__dox_dmso__3,0.5094897141,0.4809981323
abx_mega__mem_dmso__2,-0.2990652626,0.3092722491
abx_mega__lvx_dmso__2,0.8711546321,-0.1369530387
abx_mega__tet_h2o__2,1.2459042581,-0.4011385912
abx_mega__phos_h2o__5,1.7202055411,1.1925845616
abx_mega__monac_dmso__1,1.5305117601,1.2678152553
abx_mega__str_h2o__3,-0.0969449284,-0.5676033857
abx_mega__zeocin_h2o__2,5.9427049255,0.587979534
abx_mega__amyc-d_dmso__7,3.0399467336,1.1528187451
abx_mega__fidax_dmso__1,-0.4564850147,-0.5267389828
abx_mega__h2o-1a__1,-0.5608179884,0.1510924266
abx_mega__dox_dmso__4,-0.1981482153,-0.1936671666
abx_mega__lzd_dmso__2,-0.1450418112,-0.0964931641
abx_mega__tet_h2o__3,-0.98542943,-0.37037392350000004
abx_mega__dmso-1__2,0.0954885786,0.2789726771
abx_mega__sxt_dmso__2,-1.1373828665,-0.027626975800000002
abx_mega__tric_ethanol__2,0.503659783,0.0233681412
abx_mega__teix_dmso__8,-0.378634707,0.38911204200000005
abx_mega__ramo_h2o__2,1.8553304926,-0.2875160788
abx_mega__inh_h2o__3,-0.2648144361,-0.7328255253
abx_mega__cst_h2o__3,0.2217205365,-0.7662018206000001
abx_mega__dmso-9__1,0.8550325127,-0.2220031036
abx_mega__ethanol-8__3,-0.6973809673,-0.5030481316000001
abx_mega__monac_dmso__2,1.8454661888000001,1.9199126784
abx_mega__dmso-9__2,0.8277956607,-0.29759092130000003
abx_mega__metro_dmso__4,2.6634338069,0.4086579641
abx_mega__ctx_h2o__4,-0.1667425635,-0.0605921834
abx_mega__zeocin_h2o__3,6.84476453,1.2174182694
abx_mega__bacit_h2o__5,4.6161687272,0.0514448458
abx_mega__reta_dmso__1,-0.7113071536000001,-0.1344811048
abx_mega__ery_h2o__4,0.5589223416,-0.2545413235
abx_mega__ceru_ethanol__2,3.561731769,0.27019308940000003
abx_mega__fidax_dmso__2,0.1618747006,-0.46813905380000004
abx_mega__novo_dmso__1,0.7242908831,-0.4526172457
abx_mega__naoh-6__4,-0.6516768072,-0.2775480219
abx_mega__amyc-d_dmso__8,2.1328564487,0.4769144138
abx_mega__chl_dmso__3,2.7476202437,0.162820502
abx_mega__nal_naoh__7,-0.6048521658,-0.14930856
abx_mega__teix_dmso__9,-0.4045996007,-0.06603368920000001
abx_mega__ery_dmso__3,2.9733886590000003,0.017189552900000002
abx_mega__tmp_dmso__3,-1.1437006497,-0.5830801553
abx_mega__sxt_dmso__3,0.0090682661,0.5938647686
abx_mega__polmyx_h2o__4,1.6549922579,0.5386827159
abx_mega__mem_dmso__3,0.3019112339,-0.3957315583
abx_mega__nal_naoh__8,0.0168206693,0.8188616743
abx_mega__pen_h2o__3,-0.5281802534,-0.5982587581000001
abx_mega__van_dmso__5,1.119702049,0.6264964359
abx_mega__zeocin_h2o__4,5.5022176176,0.7397703857
abx_mega__h2o-6__2,-0.5571082484000001,-0.1530154322
abx_mega__tet_h2o__4,-0.7973464963,-0.38501857170000003
abx_mega__nor_naoh__4,-0.45562238190000004,-0.4211499664
abx_mega__cip_naoh__4,0.4691613713,-0.5338833539
abx_mega__tmp_dmso__4,-1.9871500497999999,-0.69719843
abx_mega__reta_dmso__2,-0.39758332690000003,0.1471012015
abx_mega__mem_dmso__4,-0.0349176005,0.2387326189
abx_mega__dox_dmso__5,-0.937099545,-0.166934394
abx_mega__tmp_dmso__5,-0.0381551749,-0.1028110399
abx_mega__flavo_dmso__3,0.4545343932,0.1612652615
abx_mega__tmp_dmso__6,-0.5694589669,-0.2071352206
abx_mega__ceru_ethanol__3,2.8126853548,-0.1919659652
abx_mega__teix_dmso__10,0.2803131874,-0.2273463373
abx_mega__novo_h2o__7,1.7244264685,-1.3121959949
abx_mega__fidax_dmso__3,0.20938330030000002,-0.44217427730000003
abx_mega__h2o-1a__2,0.4803510024,0.0488971666
abx_mega__dcs_h2o__2,0.2195536274,-0.2288097446
abx_mega__cst_h2o__4,-0.2033722617,-0.2843704563
abx_mega__van_h2o__2,1.7450629194,-0.4020723631
abx_mega__pen_h2o__4,-0.5376026495,0.0096768986
abx_mega__h2o-8b__2,-1.7340351961,-0.1102720841
abx_mega__reta_dmso__3,-1.1850110759,0.4185342487
abx_mega__dmso-7__2,1.2852110267,0.25384347090000003
abx_mega__rfp_h2o__2,1.7087285218,0.1488487423
abx_mega__rif_dmso__6,3.0867744993,0.5955722508
abx_mega__sxt_dmso__4,-0.6781357422000001,0.3902473677
abx_mega__cip_naoh__5,-0.3577393581,-0.4777904719
abx_mega__dmso-9__3,0.0610905178,-0.023104865500000002
abx_mega__mem_dmso__5,-0.3110241763,-0.3672962614
abx_mega__tric_h2o__2,2.9132432579,0.32582426470000003
abx_mega__phos_h2o__6,-0.9646243478000001,-0.5115770131
abx_mega__h2o-7__2,-0.9561493434,0.0028949996000000003
abx_mega__h2o-10__3,0.7532280524,-0.056496550400000005
abx_mega__h2o-8a__2,0.36214116500000004,-0.5077509789
abx_mega__thio_dmso__3,-0.7277696167000001,-0.45516483700000004
abx_mega__lzd_dmso__3,0.13579012170000002,-0.07169260470000001
abx_mega__monac_dmso__3,0.655529486,0.4584972248
abx_mega__polmyx_h2o__5,2.1163862451,-0.2986680223
abx_mega__naoh-6__5,0.1920486345,-0.1428299751
abx_mega__teix_dmso__11,0.3855314979,-0.2143324393
abx_mega__van_h2o__3,1.0823153797,-0.14488388030000002
abx_mega__teix_dmso__12,0.7191225486,0.3317129532
abx_mega__dox_dmso__6,1.7954112809,1.4516469093
abx_mega__teix_dmso__13,2.3001714858,0.34849586590000003
abx_mega__h2o-7__3,-1.0831743771,0.3025406975
abx_mega__str_h2o__4,0.6322820602,2.4028450293
abx_mega__tec_h2o__3,3.0873655307,0.8018567071
abx_mega__phos_h2o__7,-0.5846679939,-0.13541116120000002
abx_mega__chl_h2o__5,0.3560716644,-0.3385319241
abx_mega__polmyx_h2o__6,1.6290457117,1.4136742866
abx_mega__teix_dmso__14,0.1790565646,-0.0932793871
abx_mega__rif_dmso__7,0.569310565,-0.1097950936
abx_mega__ramo_h2o__3,2.0873143427,-0.1035504186
abx_mega__fidax_dmso__4,0.4103260647,-0.2302672895
abx_mega__teix_dmso__15,0.4825740786,-0.32071662100000004
abx_mega__thio_dmso__4,-1.0307932719,-0.576506176
abx_mega__rif_dmso__8,2.8847217875,0.9130762296
abx_mega__reta_dmso__4,-0.2655918545,-0.1118164878
abx_mega__inh_h2o__4,1.8142190041,0.6900100075000001
abx_mega__novo_dmso__2,0.285330456,-0.4960289976
abx_mega__dcs_h2o__3,-1.6900002815000001,-0.1237145287
abx_mega__h2o-8b__3,-0.1713560753,-0.3023231427
abx_mega__valin_dmso__3,0.48963240890000004,0.2702085972
abx_mega__h2o-2__1,2.2534296074,0.9276433449
abx_mega__cro_h2o__4,0.1048698161,-0.1897380099
abx_mega__dcs_h2o__4,-0.6578688644,-0.1537219107
abx_mega__str_h2o__5,0.2558515491,-0.3812260599
abx_mega__h2o-8a__3,0.2280063948,-0.36218534960000004
abx_mega__dox_dmso__7,-0.8655867788,-0.22173903050000002
abx_mega__doxo_dmso__2,-1.1553298475,-0.0395379202
abx_mega__teix_dmso__16,2.2095176271,0.0468893973
abx_mega__rfp_h2o__3,1.8339985689,0.14903565770000002
abx_mega__ethanol-10__3,-0.32233765940000003,-0.34483556530000004
abx_mega__naoh-2__2,0.7716339106000001,1.0842068975
abx_mega__van_h2o__4,1.5768040071,0.4494668953
abx_mega__sacet_h2o__2,0.4678184929,1.1648293474
abx_mega__monac_dmso__4,1.7996862029,1.3026539841
abx_mega__h2o-2__2,3.1159065552,1.6121699028
abx_mega__zeocin_h2o__5,0.2627988209,-0.4249763145
abx_mega__nor_naoh__5,-0.5796456699,-0.1405631673
abx_mega__naoh-9__2,-0.3575003469,-0.1693137134
abx_mega__dmso-7__3,1.1038191314,0.48457439300000005
abx_mega__van_h2o__5,1.0857103689,0.4637741997
abx_mega__flavo_dmso__4,-1.032162714,0.3490544371
abx_mega__novo_dmso__3,0.6473090946000001,-0.5746612465000001
abx_mega__polmyx_h2o__7,-0.34164413200000004,-0.4634025894
abx_mega__teix_dmso__17,0.2171973121,-0.3474688937
abx_mega__doxo_dmso__3,-0.85236831,-0.0038267658
abx_mega__mem_dmso__6,1.4012353294,0.0195523121
abx_mega__h2o-1a__3,0.080466986,-0.1999895932
abx_mega__bacit_dmso__3,4.5189151348,-0.08773058660000001
abx_mega__dox_dmso__8,0.1541297433,1.1627217001
abx_mega__teix_dmso__18,0.6357245811000001,0.1744235968
abx_mega__h2o-6__3,0.1228469008,-0.39445356400000003
abx_mega__pen_h2o__5,0.0124011643,-0.0260004825
abx_mega__lzd_dmso__4,-0.0718446727,0.0763863215
abx_mega__daro__1,1.2976888127000001,0.3458141335
abx_mega__solv__1,1.9140381882000002,0.7003549375
abx_mega__daro__2,1.2444168995,0.3565541406
abx_mega__daro__3,2.4652713191,0.3674385305
abx_mega__solv__2,1.522751384,0.4550658997
abx_mega__solv__3,2.3090654423,0.35990644660000004
abx_mega__dmso-4__1,5.1275553124,0.6210496652
abx_mega__kirr_dmso__1,1.2054325207,0.0947097821
abx_mega__kirr_dmso__2,1.1189325429,-0.08973673430000001
abx_mega__kirr_dmso__3,1.5460692524000001,0.34448457600000004
abx_mega__dmso-4__2,5.3737339803,0.36066892710000004
abx_mega__dmso-4__3,4.6097341749,0.49765333400000006
ackA_pta__dnaA46_del_ackA__1,-1.3245935869,0.0984724695
ackA_pta__dnaA46_del_ackA__2,-1.4303443203000001,0.0408684797
ackA_pta__dnaA46_del_ackA__3,-0.6717357408,-0.6696871031
ackA_pta__dnaA46_del_pta__1,1.6896577912000001,0.2663703073
ackA_pta__dnaA46_del_pta__2,-2.1752875643,-0.1478428051
ackA_pta__dnaA46_del_pta__3,-0.46933678640000004,-0.049754324600000004
ackA_pta__dnaA46__1,-0.32662549020000003,-0.0719815389
ackA_pta__dnaA46__2,-0.1809628476,-0.7543596752
ackA_pta__dnaA46__3,-0.1785112945,0.0986188548
ackA_pta__del_ackA__1,-1.2032686545,0.3867857921
ackA_pta__del_ackA__2,0.4440858415,0.41279978710000004
ackA_pta__del_ackA__3,-1.4515926222,0.2265502469
ackA_pta__del_pta__1,-1.0233066812,-0.170109388
ackA_pta__del_pta__2,-2.4138011218,-0.034225561700000004
ackA_pta__del_pta__3,-0.7286510054,0.1931549957
ackA_pta__wt__1,0.8606572963,0.0091854804
ackA_pta__wt__2,-0.47975991630000003,-0.0409722031
ackA_pta__wt__3,-0.38089738,0.0317867227
anticancer__5fu__1,-0.9004840980000001,-0.6303209987
anticancer__5fu__2,-0.3621436427,-0.7434979499000001
anticancer__cap__1,0.1138510333,-0.3646076505
anticancer__cap__2,0.19451955040000002,-0.6495063377
anticancer__cap__3,0.3470653065,-0.5827074279000001
anticancer__wt__1,0.3621277063,0.28835221450000004
anticancer__wt__2,-0.0593251401,-0.08002980080000001
anticancer__wt__3,-0.3028025663,-0.20832241370000001
anticancer__5fu__3,-0.102877324,-0.6380717385
bio_pln__aero_pln__1,0.46328367940000004,-0.0087088926
bio_pln__aero_pln__2,-0.46328367940000004,0.0087088926
bio_pln__anaero_pln__1,2.0154722894,-0.0405384489
bio_pln__anaero_pln__2,1.4502583602999999,0.033756452900000004
biocide__bzcl_12h__1,0.6009735104,0.27770130400000004
biocide__bzcl_12h__2,-13.1013875403,-0.5874569268000001
biocide__bzcl_12h__3,-0.6608295043,-0.0047989262
biocide__etoh_12h__1,-4.9218963899,0.6099081445
biocide__etoh_12h__2,-4.1922887394,0.4781942246
biocide__etoh_12h__3,-6.8249823215,0.45413818780000004
biocide__gluald_12h__1,-5.9330395961,-0.1113123235
biocide__gluald_12h__2,-7.5279557715,-0.18567364520000001
biocide__gluald_12h__3,-6.150920473,-0.035235042700000004
biocide__h2o2_12h__1,-3.7662251148,-0.13373197650000002
biocide__h2o2_12h__2,-3.110936979,0.2849079593
biocide__h2o2_12h__3,-2.0413328996,0.3152945072
biocide__2ppoh_12h__1,-7.8818965868,0.5183934194
biocide__2ppoh_12h__2,-7.039836469,0.34127707100000004
biocide__2ppoh_12h__3,-4.956797862,0.6482403969
biocide__paa_12h__1,-0.2564027812,0.3027507977
biocide__paa_12h__2,-0.6301409709,0.7396893707000001
biocide__paa_12h__3,-2.1012069119,0.2473694697
biocide__phe_12h__1,-2.8763386398,0.2010415503
biocide__phe_12h__2,-3.3945472752,0.2993996483
biocide__phe_12h__3,-3.5639465263,0.2953740083
biocide__pvp-i_12h__1,-3.4189433703,-0.10941001560000001
biocide__pvp-i_12h__2,-0.3176242121,0.28298839130000003
biocide__pvp-i_12h__3,-2.3732835268,-0.1729467801
biocide__bleach_12h__1,-4.0036438556,0.2156892964
biocide__bleach_12h__2,-2.7905036559000003,0.08180701280000001
biocide__bleach_12h__3,-3.7659500293,0.2991597982
biocide__chx_12h__1,-9.6209462008,0.0882255525
biocide__chx_12h__2,-11.2331571095,0.1160282824
biocide__chx_12h__3,-10.3298296825,0.0984780349
biocide__bzcl_30m__1,-4.319497917,-0.5247903435
biocide__bzcl_30m__2,-4.8220112995,-0.3303455367
biocide__bzcl_30m__3,-3.7272954299,-0.33105083890000003
biocide__phe_30m__1,-3.4522073553,-0.3192466496
biocide__phe_30m__2,-6.5316493537,-0.511705898
biocide__phe_30m__3,-4.0236866683,-0.3436378031
biocide__pvp-i_30m__1,-4.7859979694,-0.2402205581
biocide__pvp-i_30m__2,-5.3421945921,-0.2862136503
biocide__pvp-i_30m__3,-5.3153196566,-0.4629023076
biocide__ctrl_12h__1,-2.8758767347000003,-0.062311980700000005
biocide__ctrl_12h__2,-3.7701861881000003,0.22875082330000002
biocide__ctrl_12h__3,-5.713982026,0.0660612542
biocide__ctrl_30m__1,-1.8290566923,-0.1702947465
biocide__ctrl_30m__2,2.2773513767,0.2398461345
biocide__ctrl_30m__3,-0.44829468440000003,-0.069551388
clpP__wt__1,-0.1397805179,-0.1536750251
clpP__wt_DPTA__1,4.4471741211,2.0306303964
clpP__wt__2,1.9641184275999999,0.2617349621
clpP__wt_DPTA__2,3.4724616774,1.5728972886
clpP__wt__3,-1.8243379096,-0.10805993700000001
clpP__wt_DPTA__3,2.2921534342,1.9310649392
clpP__delclpP__1,-0.7563691306,-0.8521617716000001
clpP__delclpP_DPTA__1,-0.0223111465,1.8362348538000002
clpP__delclpP__2,0.1538509483,-0.28954799470000003
clpP__delclpP_DPTA__2,1.2742779057,1.6138738079000001
clpP__delclpP__3,-2.3575034929,-0.7984532223
clpP__delclpP_DPTA__3,0.6550343382,1.2318154803
colombos2__delydcR__1,3.3186490317,-0.6904608447
colombos2__delydcR__2,2.0074589585,-0.5308120433
colombos2__delydcR__3,-0.4672671935,-0.9873226951
colombos2__delyjiR__1,-5.6250255116,-0.6752141763
colombos2__delyjiR__2,-1.9773707803,-0.3400131905
colombos2__delyjiR__3,-3.2563422321,-0.0630287639
colombos2__wt__1,-2.0790589542,0.4274355933
colombos2__wt__2,2.0287577912,0.006301281000000001
colombos2__wt__3,0.050301163,-0.4337368743
crp_k100__ar1_ar2__1,6.7193960072,0.6637685627000001
crp_k100__ar1_ar2__2,7.6402129984,0.6707919367
crp_k100__ar1_ar2__3,6.0018542446,0.1794544803
crp_k100__wt__1,-0.4105435947,0.0452106051
crp_k100__wt__2,0.46253806010000004,0.0026843548
crp_k100__wt__3,-0.0519944655,-0.0478949599
crp_k100__K100Q__1,-0.1626830039,0.3400648385
crp_k100__K100Q__2,0.1472074686,-0.3372959426
crp_k100__K100R__1,-0.1671736549,0.0884201242
crp_k100__K100R__2,0.5597002724,-0.29068361200000004
crp_k100__K100R__3,0.6156998634,0.3331486571
csrA__wt_t00__1,-0.4253449857,-0.086696585
csrA__wt_t02_30__1,-0.2782929863,-1.0044428641
csrA__wt_t05__1,0.6668665072000001,-2.9423982724
csrA__wt_t10__1,1.0279501692,-3.6059455527
csrA__wt_t15__1,1.3900338686,-2.7736747476
csrA__delcsrA_t00__1,0.8674823101,-0.1633942692
csrA__delcsrA_t02_30__1,0.8085540992,-1.6387307180000001
csrA__delcsrA_t05__1,1.8684737269,-3.4465947834
csrA__delcsrA_t10__1,-0.0545401197,-3.4412040148
csrA__delcsrA_t15__1,0.0852106854,-2.7951353264
csrA__wt_t00__2,0.4253449857,0.086696585
csrA__wt_t02_30__2,1.1500899745,-1.3785696093
csrA__wt_t05__2,2.1159475781,-3.1635154741
csrA__wt_t10__2,0.7689081733,-3.7793584976
csrA__wt_t15__2,1.3872021861000001,-3.1505247999
csrA__delcsrA_t00__2,0.48704085090000004,-0.09057879640000001
csrA__delcsrA_t02_30__2,0.9653338562,-2.1156590866
csrA__delcsrA_t05__2,0.39657122580000004,-3.3876355351000003
csrA__delcsrA_t10__2,0.0514971215,-3.6294082095
csrA__delcsrA_t15__2,0.222743026,-2.4554266319
cstr_pfr__str_0005m__1,2.3996402457,0.0226151143
cstr_pfr__str_0010m__1,4.7232184845,0.0655828031
cstr_pfr__str_0025m__1,-0.4307716146,-0.2226186759
cstr_pfr__str_0045m__1,0.031643015000000004,-0.0661464291
cstr_pfr__str_0075m__1,0.1441725213,-0.0358363695
cstr_pfr__str_0120m__1,-0.022796545600000002,-0.1117941288
cstr_pfr__str_0210m__1,-0.26699473830000003,-0.09128103400000001
cstr_pfr__str_0330m__1,-0.6138228988000001,0.0086141097
cstr_pfr__str_1500m__1,-0.9752609097,0.0671662184
