,A,ArgR
starve_series__t28_growth2__1,3.1081649009,0.5309625342000001
starve_series__t28_growth2__2,3.434382553,0.2963663965
time_course__lb_4hr__1,-0.20333953370000002,0.0065998436
time_course__lb_4hr__2,0.1625763328,0.1096299818
time_course__lb_4hr__3,0.040763200900000005,-0.1162298254
time_course__lb_8hr__1,2.0130302257,-0.0996234322
time_course__lb_8hr__2,2.3528470509,-0.1505127993
time_course__lb_8hr__3,2.4301091905,-0.09435456240000001
time_course__lb_24hr__1,0.1850522433,1.0068509813
time_course__lb_24hr__2,0.12188087400000001,1.2580888789
time_course__lb_24hr__3,0.8698563837000001,1.1791020958
time_course__lb_72hr__1,0.124193011,1.1706239018
time_course__lb_72hr__2,0.0858168475,0.7829336087000001
time_course__lb_72hr__3,0.5917062298,0.9264619753000001
time_course__lb_144hr__1,-0.0434329498,-0.814671236
time_course__lb_144hr__2,-0.2574785973,-0.4718972488
time_course__lb_144hr__3,0.25972235800000004,-0.46551384290000003
time_course__lb_192hr__1,0.3635369023,0.0003881094
time_course__lb_192hr__2,0.131366116,-0.23266692730000002
time_course__lb_192hr__3,0.5181405764,-0.1988889221
triclosan__wt__1,-0.0623458593,0.1302439642
triclosan__wt__2,-0.2778965405,-0.0235058037
triclosan__wt__3,0.34024239970000003,-0.1067381605
triclosan__evo_amx_tcs__1,-4.9094885496,-0.0882216098
triclosan__evo_amx_tcs__2,-3.978142062,-0.6972723854
triclosan__evo_amx_tcs__3,-3.6248060188,-0.6874457734
triclosan__evo_chl_tcs__1,-5.0004072779,-0.4763328839
triclosan__evo_chl_tcs__2,-3.6055791788000002,-0.8463166126
triclosan__evo_chl_tcs__3,-5.1581308006,-0.7671224258
triclosan__evo_tet_tcs__1,-5.1480901357,-1.0552201913
triclosan__evo_tet_tcs__2,-3.6665042968,-0.9515982021
truHMM__48C_15m__1,-10.199016835,1.3169589791
truHMM__48C_15m__2,-10.1658308676,1.2937915059
truHMM__48C_15m__3,-9.5005846183,1.4106223278
truHMM__48C_30m__1,-6.7025143854,0.5020368406
truHMM__48C_30m__2,-6.8106670732,0.4051898913
truHMM__48C_60m__1,-5.1556812283,-0.0078872947
truHMM__48C_60m__2,-5.170859529,-0.011234483200000001
truHMM__phos_0h__1,-0.0268756867,0.0149424293
truHMM__phos_0h__2,0.0268756867,-0.0149424293
truHMM__phos_2h__1,-11.7684752804,0.8199987628000001
truHMM__phos_2h__2,-11.7929033767,0.7821039550000001
truHMM__phos_4h__1,-6.4034238626,0.7479150304000001
truHMM__phos_4h__2,-6.4892295523,0.6200975223
truHMM__phos_4h__3,-5.8397907206,0.7193939297
control__wt_glc__1,-0.1273874281,0.050759305500000004
control__wt_glc__2,0.1273874281,-0.050759305500000004
fur__wt_dpd__1,-7.5020545517,-0.3664174665
fur__wt_dpd__2,-9.7154931669,-0.4930214825
fur__wt_fe__1,2.2000995217,0.0540034625
fur__wt_fe__2,1.8876095753,-0.046189019500000005
fur__delfur_dpd__1,-6.1466923046,-0.3382780745
fur__delfur_dpd__2,-5.091106265,0.0907101325
fur__delfur_fe2__1,-0.4258945532,0.1509924665
fur__delfur_fe2__2,-0.4979444615,0.0961643685
acid__wt_ph5__1,-1.9870695587,0.0039948195
acid__wt_ph5__2,-1.7955514492,-0.1448836105
acid__delgadx_ph5__1,-2.761041964,-0.2302637385
acid__delgadw_ph5__1,-1.5466145671,-0.2707129105
acid__delgadw_ph5__2,-1.6989272285,-0.0523427785
acid__delgade_ph5__1,-1.82665935,0.0042857445
acid__delgade_ph5__2,-1.6236412078,-0.08436811050000001
oxidative__wt_pq__1,-13.630628529900001,-2.0241110905
oxidative__wt_pq__2,-13.4961821501,-1.9649067465
oxidative__deloxyr_pq__1,-13.3819895739,-2.1442543865
oxidative__deloxyr_pq__2,-13.3675771465,-1.9937029845
oxidative__delsoxr_pq__1,-13.4116934593,-1.6942918224999999
oxidative__delsoxr_pq__2,-13.3309385312,-1.4974323185
oxidative__delsoxs_pq__1,-13.2595419614,-1.5551114945
oxidative__delsoxs_pq__2,-13.4849457683,-1.7893038835000001
nac_ntrc__wt_csn__1,-2.0370703807,-0.2651524685
nac_ntrc__wt_csn__2,-1.843965222,-0.2111874825
nac_ntrc__wt_cytd__1,-2.4973689547,-0.6201035685
nac_ntrc__wt_cytd__2,-2.9795477732,-0.6315113055
nac_ntrc__wt_gln__1,-10.8042179141,-0.2881005855
nac_ntrc__wt_gln__2,-10.6803100861,-0.3745141065
nac_ntrc__bw_delnac_csn__1,-3.7155149173,-0.3229435805
nac_ntrc__bw_delnac_csn__2,-3.3020955020000002,-0.1705042545
nac_ntrc__bw_delnac_cytd__1,0.7446375705,0.09705045550000001
nac_ntrc__bw_delnac_cytd__2,1.065587656,-0.028544839500000002
nac_ntrc__bw_delnac_gln__1,-8.6655201511,-0.4360207045
nac_ntrc__bw_delnac_gln__2,-9.0327015429,-0.2398506525
nac_ntrc__bw_delnac_nh4__1,-0.21949479,0.0872939115
nac_ntrc__bw_delnac_nh4__2,-0.18832056830000002,0.1809499735
misc__wt_no_te__1,-10.9952511499,-0.8139267645
misc__wt_no_te__2,-4.247317682,-0.2490448855
misc__bw_delcbl__1,0.4939270491,0.4736725785
misc__bw_delcbl__2,0.5483808573,0.5979141935
misc__bw_delfabr__1,1.6643651698,0.4671901645
misc__bw_delfabr__2,1.7725466295999999,0.35676406250000003
misc__bw_delfadr__1,-1.1743210305,0.3498552795
misc__bw_delfadr__2,-1.0367754467,0.4320707465
misc__nitr_031__1,-2.3274736657,0.1180134825
omics__wt_glu__1,-1.4561770113999999,0.0777583975
omics__wt_glu__2,-1.1910181941,-0.34319200650000004
omics__wt_gly__1,0.4104580966,0.1669379905
omics__wt_gly__2,0.4383567237,0.20684182550000002
omics__wt_thr__1,-1.4203881737000001,0.8390331405
omics__wt_thr__2,-0.9354444524000001,1.0767904665
omics__bw_ac__1,-3.1457514279,-0.17459857750000002
omics__bw_ac__2,-3.1095289573000002,-0.13717767250000001
omics__bw_fum__1,-2.4509419571,0.4584736775
omics__bw_fum__2,-2.575256637,0.4651216615
omics__bw_glc__1,-1.9108379506,0.4813351105
omics__bw_glc__2,-1.8258999897,0.37726515850000003
omics__bw_pyr__1,-1.9253856924,0.5328954715
omics__bw_pyr__2,-1.9046340318000001,0.5970096255
ompr__wt_nacl__1,-11.0295682807,-1.1277331135
ompr__wt_nacl__2,-11.1605563975,-1.4043552655
ompr__bw_delompr_nacl__1,-0.044077495700000004,-0.7433166465000001
ompr__bw_delompr_nacl__2,-0.1529095923,-0.6446723505
minspan__wt_ade__1,-6.0651129836,-0.2553191655
minspan__wt_glc__1,-0.3827770663,0.1878600645
minspan__wt_glc__2,-0.6039051282,0.1632896855
minspan__wt_glc__3,-0.3169776822,0.2759520115
minspan__wt_glc_anaero__1,-5.4996521265,0.08407980150000001
minspan__wt_glc_anaero__2,-5.1055086238,-0.0668679195
minspan__wt_trp__1,-3.1164512934,0.7240651965
minspan__bw_delcra_glc__1,-0.08828525670000001,0.5827976275
minspan__bw_delcra_trp__1,1.9323921277,0.7530561585000001
minspan__bw_delmntr__1,-5.2363947162,-0.13458379850000002
minspan__bw_delnac_ade__1,-10.3048881075,-1.0475890425
minspan__bw_delnac_glc__1,-6.8179827503,-0.2179384925
cra_crp__wt_ac__1,-3.6366293976,-0.036499658500000004
cra_crp__wt_ac__2,-3.6395103795,-0.1785230465
cra_crp__wt_fru__1,-3.3355454716,-0.4349803545
cra_crp__wt_fru__2,-3.5971101187,-0.27696857350000004
cra_crp__delcra_ac__1,-7.141387453,0.1437216705
cra_crp__delcra_ac__2,-6.9740082857,-0.0229862335
cra_crp__delcra_fru__1,-2.8249190955,-0.14943870450000002
cra_crp__delcra_fru__2,-3.1387032803,-0.16895883250000002
cra_crp__delcra_glc__1,-0.3570489726,-0.2338648255
cra_crp__delcra_glc__2,-0.4603526627,-0.1502596775
rpoB__wt_031__1,-3.7395695181,-0.0486194755
rpoB__wt_044__1,-1.1503490953,-0.0700318585
rpoB__wt_lb__1,-13.3383011055,-0.7284372405
rpoB__wt_lb__2,-13.3559445138,-0.6172550545000001
rpoB__rpoBE546V_031__1,-1.8156477464,0.0989421115
rpoB__rpoBE546V_044__1,-1.5085439918999999,0.36434306050000004
rpoB__rpoBE546V_lb__1,-13.5453454701,-0.3622543885
rpoB__rpoBE546V_lb__2,-13.3793399135,-0.31985195250000004
rpoB__rpoBE546V_glc__1,0.3494397144,0.3821898105
rpoB__rpoBE672K_glc__1,-1.3243842377,-0.4468869355
rpoB__rpoBE672K_glc__2,-1.1872750288,-0.5513768365
rpoB__rpoBE672K_lb__1,-14.653991854400001,-0.5466027765
rpoB__rpoBE672K_lb__2,-14.4756769177,-0.5404248095
crp__wt_fru__1,-0.42495740260000003,-0.012745283500000001
crp__wt_glyc__1,2.1601122078,-0.4857418835
crp__wt_glyc__2,1.7986731135,-0.4689610355
crp__delar1_glyc__1,-1.9664434297,0.5238023735
crp__delar1_glyc__2,-5.6080180288,0.6571407655
crp__delar1ar2_glyc__1,-0.08273124750000001,-0.8271601435
crp__delar1ar2_glyc__2,-0.6557515544,-0.7644260125
crp__delar1ar2_glyc__3,-0.6751325684,-0.6955491585
crp__delar2_glyc__1,-6.46134098,-0.2568205335
crp__delar2_glyc__2,-7.5210234741,-0.0596740585
crp__delar2_glyc__3,-7.9811866027,0.0524237855
crp__delcrp_fru__1,-3.2821911223,-0.1403023605
crp__delcrp_fru__2,-3.2556563431,-0.3888786305
crp__delcrp_fru__3,-3.2372730715999998,-0.2763151215
crp__delcrp_glc__1,-2.7580561109,-0.1426694825
crp__delcrp_glc__2,-2.7595669761,-0.1868856915
crp__delcrp_glc__3,-2.8063772234,-0.2029649815
crp__delcrp_glyc__1,-4.3499281924,-0.4307407875
crp__delcrp_glyc__2,-4.9070154571,-0.2537542165
crp__delcrp_glyc__3,-5.0263909447,-0.33766975850000003
glu__glu_ale3__1,-3.1944667384,-0.1427059575
glu__glu_ale4__1,1.9761513217000002,-0.18387607050000002
glu__glu_ale5__1,1.6572226455,0.1882560715
glu__glu_ale6__1,4.2179379025,-0.049163237500000005
glu__glu_ale8__1,-6.4091540208,0.0429908685
glu__glu_ale9__1,0.1837304153,-0.2398931705
glu__glu_ale10__1,-1.3411800701,0.054792376500000003
42c__wt_42c__1,-0.6457927591,-0.2761868195
42c__42c_ale1__1,2.9032346104,0.1068396835
42c__42c_ale2__1,1.7564592855,0.0600597525
42c__42c_ale3__1,-0.9834781258,-0.07385222550000001
42c__42c_ale4__1,-1.0079511132,-0.5703615935
42c__42c_ale5__1,-0.3594460176,-0.056871817500000005
42c__42c_ale6__1,-2.8330151316,-0.8008970865
42c__42c_ale8__1,-3.0061777312,-0.8348937475
42c__42c_ale9__1,0.7780668198,0.0013637795
42c__42c_ale10__1,-6.9903988507,-1.0587886705
ssw__wt_ac__1,-11.6802736103,-0.2027336805
ssw__wt_glc__1,-5.4234686611,-0.4012344705
ssw__wt_glyc__1,-8.1624620086,0.7712246355
ssw__wt_xyl__1,-8.594900829,-0.2888632115
ssw__glc_ale1__1,-1.7741425193,0.3135093835
ssw__glc_ale2__1,-1.2613668444,0.2572548235
ssw__glc_ale3__1,-0.22594662640000002,0.2219531985
ssw__glyc_ale1__1,-5.3921709744,0.09724049650000001
ssw__glyc_ale2__1,-0.0026460337,0.2621616485
ssw__xyl_ale1__1,-6.2846180951,-0.1433884615
ssw__xyl_ale2__1,-4.4358546058,0.0184085865
ssw__xyl_ale3__1,-1.7861649959,0.2201863885
ssw__glc_ac_ac2__1,-2.5731406019,-0.0430193595
ssw__glc_ac_glc1__1,-3.5065942229,0.06440001050000001
ssw__glc_glyc_glc__1,-2.9927471947,-0.1194087685
ssw__glc_glyc_glyc__1,-6.1175186323,-0.2126410565
ssw__glc_xyl_glc__1,5.0039711318,0.29462605950000004
ssw__glc_xyl_xyl__1,-1.0669576105,0.1397541675
ica__wt_glc__1,1.5040913775,0.0482523495
ica__wt_glc__2,1.1089437495,0.0530189145
ica__wt_glc__3,-0.9513948561000001,0.2668263005
ica__wt_glc__4,-3.5948871225,0.1046010125
ica__arg_sbt__1,-3.8563212258,0.0124512675
ica__arg_sbt__2,-3.0095473193,0.26682333550000004
ica__cytd_rib__1,-10.9353506064,-1.3352953164999999
ica__cytd_rib__2,-12.3811402776,-1.5283883435
ica__gth__1,-12.0138721316,-1.2695690885
ica__gth__2,-11.8670612017,-1.5281559745000002
ica__leu_glcr__1,-12.0392980761,-0.4219139585
ica__leu_glcr__2,-12.4112674096,-0.5636411325
ica__met_glc__1,2.0233593689,0.1766801265
ica__met_glc__2,2.1322727617,0.10433255350000001
ica__no3_anaero__1,-0.5489603576000001,0.2076212755
ica__no3_anaero__2,-0.5322392399,0.1803684965
ica__phe_acgam__1,-2.0200160367,0.4132606795
ica__phe_acgam__2,-2.3458144708,0.3432050445
ica__thm_gal__1,-4.1080260375,-0.2593409295
ica__thm_gal__2,-4.1983839154,-0.29168322750000003
ica__tyr_glcn__1,-1.5653289031000002,0.1524287595
ica__tyr_glcn__2,-1.1631347454,0.1410532345
ica__ura_pyr__1,-1.8474929021,0.2965645435
ica__ura_pyr__2,-1.7128465998,0.3422816985
ica__wt_glc__5,-3.0176370204,0.1503068605
ica__wt_glc__6,-3.1597020701,0.0209453665
ica__bw_delpurR_cytd__1,2.4917449073,-0.0087865035
ica__bw_delpurR_cytd__2,-1.2644912593,0.7109572315
ica__ade_glc__1,-1.4261908348,0.6525794095
ica__ade_glc__2,3.0086550367,0.0468092635
ytf__wt_glc__1,-1.3152859067,0.2427536815
ytf__wt_glc__2,-1.2500744876,0.1557152735
ytf__delyafC__1,1.855970515,0.8533488465
ytf__delyafC__2,0.8287888773000001,0.8485934915000001
ytf__delyeiE__1,-2.0047038617,0.3956867745
ytf__delyeiE__2,-4.2683719663,-0.0695609045
ytf__delyiaJ__1,-1.0236058471,0.5715378505
ytf__delyiaJ__2,-2.5121587372,0.48811841050000004
ytf__delyieP__1,-4.7983996066,0.6814675175
ytf__delyieP__2,-7.5182190241,0.23261396550000002
ytf__wt_ph5__1,-2.7542621506,0.0678165635
ytf__wt_ph5__2,-3.0068038121,0.31697813350000004
ytf__wt_ph8__1,-2.0901069644,-0.0231767345
ytf__wt_ph8__2,-2.0328263585,0.046303630500000005
ytf__delybaO__1,0.7105075193,0.8083574455
ytf__delybaO__2,-3.6378998864,0.5341791855
ytf__delybaQ__1,-1.1800512093,0.21069039350000002
ytf__delybaQ__2,-1.5007152391,0.1376035585
ytf__delybiH__1,-1.9812519466,0.10515917050000001
ytf__delybiH__2,-7.5536386454,-0.1426653235
ytf__delydcI_ph5__1,-1.1378067585,-0.0318930155
ytf__delydcI_ph5__2,-1.1611183766,-0.0043079905
ytf__delydcI_ph8__1,-4.1977732222,-0.25682797150000003
ytf__delydcI_ph8__2,-1.5563766009000002,-0.3112996945
ytf__delyddM__1,-10.5357927938,-0.48377164050000004
ytf__delyddM__2,-10.0348658501,-0.6248204415
ytf__delyheO__1,-0.30893001270000003,0.7788648715000001
ytf__delyheO__2,-3.9463691858,0.5506852755
fps__bw_glc__1,-0.3666190889,0.6474654805000001
fps__bw_glc__2,-0.1639473354,0.6644344645
fps__fps_thrA_ale1__1,-4.1653138755,0.38049211650000003
fps__fps_thrA_ale1__2,-3.5097986172,0.3430872995
fps__fps_thrA_ale2__1,-4.2825717419,0.6201314645
fps__fps_thrA_ale2__2,-4.0421862029,0.5457757135
fps__fps_serB_ale1__1,-1.5669424155,0.42655125050000003
fps__fps_serB_ale1__2,-0.5085661366,0.4180978085
fps__fps_serB_ale4__1,-6.962392058,-0.2007226255
fps__fps_serB_ale4__2,-6.5102722502,-0.2009240635
fps__fps_ptsI_ale1__1,-4.03437286,-0.1490623235
fps__fps_ptsI_ale1__2,-3.5015771747,-0.0956784965
fps__fps_ptsI_ale3__1,-3.0748432455,0.0174699075
fps__fps_ptsI_ale3__2,-3.2306580306,-0.1654726015
pal__lyx_ale2_f6__1,-6.0074916115,-0.5433976265
pal__lyx_ale2__1,-4.4634254661,-0.4098229525
pal__lyx_ale2__2,-4.5904655687,-0.3664103985
pal__lyx_ale4__1,-2.7739004815,-0.1838815245
pal__lyx_ale4__2,-3.8330049004,-0.41958303750000003
pal__5drib_ale10_f18__1,-2.7710822416000003,-0.2519651305
pal__5drib_ale10_f18__2,-3.3934697423,-0.2612201845
pal__5drib_ale10__1,-4.3044106382,0.2609032365
pal__arab_ale14_f9__1,-4.48071454,-0.08419726050000001
pal__arab_ale14_f9__2,-4.2154537347,-0.1281171395
pal__arab_ale14__1,-1.8550637401999999,0.0585705105
pal__arab_ale14__2,-0.6452829699,0.2173192705
pal__arab_ale16__1,-2.6914518419,-0.1671631245
pal__arab_ale16__2,-2.8754504197,0.1954093285
pal__tartr_ale26_f10__1,-2.4136589673,-0.24843766650000002
pal__tartr_ale26_f10__2,-2.9228364668,-0.30432071250000003
pal__tartr_ale26__1,-3.3538142433,-0.3670438245
pal__tartr_ale26__2,-3.5549508934,-0.3683387715
pal__tartr_ale28_f10__1,-3.5950502587,-0.0839067035
pal__tartr_ale28_f10__2,-4.6171541921,0.0813709355
pal__tartr_ale28__1,-2.6184702654,-0.1137086005
pal__tartr_ale28__2,-2.7760913104,0.2745957465
efeU__delmenFentC_citr__1,-0.7153675581000001,0.4722127305
efeU__delmenFentC_citr__2,-0.1630969239,0.48732092650000003
efeU__delmenFentC__1,-5.8250928358,0.1386790895
efeU__delmenFentC__2,-4.9826790609,0.2571045295
efeU__menFentC_ale39__1,-5.0945750997,0.0304459155
efeU__menFentC_ale39__2,-5.5362540767,0.0290238425
efeU__menFentC_ale29__1,-9.5993744055,-0.7367087015
efeU__menFentC_ale29__2,-9.2535399702,-0.7040385135
efeU__menFentC_ale30__1,-0.3934896164,0.0652215625
efeU__menFentC_ale30__2,-0.38841362690000003,0.0876169815
efeU__menFentCubiC_ale36__1,-4.8756553676,0.2595716565
efeU__menFentCubiC_ale36__2,-4.9601996451,0.0743093325
efeU__menFentCubiC_ale37__1,-4.0743866772,0.21085360250000001
efeU__menFentCubiC_ale37__2,-4.0664208911,0.20140129750000002
efeU__menFentCubiC_ale38__1,-4.6477277797,-0.0834452265
efeU__menFentCubiC_ale38__2,-5.8579718235,-0.3089579275
misc2__salc_glc__1,-0.5090259558,-0.3278058015
misc2__salc_glc__2,-0.8888904808,-0.1626612355
misc2__dbcn_glc__1,0.8182305865,0.0142091395
misc2__dbcn_glc__2,-0.7513489177,-0.11690038750000001
misc2__tyr_glc__1,-8.0649366541,0.09174871250000001
misc2__tyr_glc__2,-8.7032734684,0.16370307850000002
misc2__arg_cytd__1,-11.0589192189,-0.2545399545
misc2__arg_cytd__2,-11.077919615,-0.3232651305
misc2__delyheO_pyr__1,-3.3338773269,0.4017462905
misc2__delyheO_pyr__2,-0.8829641354000001,0.5445647955
nquinone__delubiC__1,-1.3598682421000001,0.1421501795
nquinone__delubiC__2,-2.6472973469000003,0.1987295135
nquinone__ubiC_ale1__1,-3.8595653153000002,-0.0509830505
nquinone__ubiC_ale1__2,-3.8157798138,0.0206194825
nquinone__ubiC_ale2__1,-6.2219943725,-0.3385608775
nquinone__ubiC_ale2__2,-5.5822014484,-0.2485148765
nquinone__ubiC_ale3__1,-2.5319534521,-0.2590819575
nquinone__ubiC_ale3__2,-2.9643846907,-0.3261273725
nquinone__ubiC_ale4__1,-5.662839293,-0.40986577350000003
nquinone__ubiC_ale4__2,-5.5355241451,-0.3894599345
nquinone__delpdhR__1,-1.2952539417,0.2859299745
nquinone__delpdhR__2,-1.5303432494,0.4218192915
quinone__glu_ale4__1,0.6264265914,-0.2261143165
quinone__glu_ale4__2,-4.926672842,0.07992147250000001
quinone__delmenF__1,-1.3703059508,0.3746453825
quinone__delmenF__2,-0.6831957744,0.2706464985
quinone__menF_ale5__1,-4.7497464152,0.1102987725
quinone__menF_ale5__2,-4.9516757756,0.12529144250000002
quinone__menF_ale6__1,-5.0136004731,0.3515048745
quinone__menF_ale6__2,-4.6275864428,0.3006480495
quinone__menF_ale7__1,-1.6831017688,0.4416137075
quinone__menF_ale7__2,-1.6716278686,0.4093587655
quinone__menF_ale8__1,-4.1970785347,0.3159858725
quinone__menF_ale8__2,-6.3662155751,0.3102392645
quinone__delmenFubiC__1,-2.5247075397,0.20432859150000002
quinone__delmenFubiC__2,-2.4821783883,0.14527523750000002
quinone__menFubiC_ale1__1,1.7169451044000001,0.1915427905
quinone__menFubiC_ale1__2,1.8776380389,0.21036545750000002
quinone__menFubiC_ale2__1,0.9550705119,0.4207030835
quinone__menFubiC_ale2__2,1.0265972049,0.33602558050000003
quinone__menFubiC_ale3__1,1.6268944448,0.0243114785
quinone__menFubiC_ale3__2,1.2176962322,-0.0107156965
quinone__menFubiC_ale4__1,-4.1386115953000004,0.4298246625
quinone__menFubiC_ale4__2,-3.9483367934,0.37131260850000003
oxyR__wt_glc__1,0.0246006229,0.048626023500000004
oxyR__wt_glc__2,-0.4010313733,-0.0241346215
oxyR__wt_h2o2__1,-0.5923320655000001,0.016515382500000002
oxyR__wt_h2o2__2,-3.8838557074,-0.38479590350000004
oxyR__glu_ale4__1,-3.6801378411,-0.2498027395
oxyR__glu_ale4__2,1.0903946227,0.0767485935
oxyR__glu_ale4_h2o2__1,-3.4052425027,0.059532191500000005
oxyR__glu_ale4_h2o2__2,2.130149942,0.28086698250000003
oxyR__oxyR_ale17__1,-1.1070321172,-0.0368322995
oxyR__oxyR_ale17__2,-0.1192135466,-0.0864548285
oxyR__oxyR_ale17_h2o2__1,-6.5852276304,-0.40513853850000003
oxyR__oxyR_ale17_h2o2__2,2.5492628586,-0.1317268875
oxyR__oxyR_ale18__1,1.069653372,-0.1560422915
oxyR__oxyR_ale18__2,-0.251326001,-0.2726473235
oxyR__oxyR_ale18_h2o2__1,-3.0345789717,-0.1307754895
oxyR__oxyR_ale18_h2o2__2,-1.8387539271,-0.10338378250000001
oxyR__oxyR_ale19__1,0.7248639415,-0.1883410885
oxyR__oxyR_ale19__2,-3.5044550327,-0.2990700905
oxyR__oxyR_ale19_h2o2__1,1.48668471,-0.24618854450000002
oxyR__oxyR_ale19_h2o2__2,1.3286610834,-0.15021902650000002
oxyR__oxyR_ale20__1,4.2123392956,-0.0003651145
oxyR__oxyR_ale20__2,2.6363450124,-0.2766907185
oxyR__oxyR_ale20_h2o2__1,-1.9917865879,-0.1222268675
oxyR__oxyR_ale20_h2o2__2,1.9251722223,0.0169130065
svns_pgi__BmePgi24_15__1,0.1745640134,0.10216910550000001
svns_pgi__BmePgi24_15__2,-0.045867624,0.1495279785
svns_pgi__BmePgi24_26__1,0.47295962880000003,0.2975297145
svns_pgi__BmePgi24_26__2,0.5619651536,0.43240267250000003
svns_pgi__BmePgi24_41__1,-8.4419623109,-0.49169488450000004
svns_pgi__BmePgi24_41__2,0.7829079192,0.2702838595
svns_pgi__BmePgi24_52__1,0.20930516070000002,0.1131329155
svns_pgi__BmePgi24_52__2,0.9017354666,0.2869580325
svns_pgi__PaePgi2_34__1,-0.33114815880000004,0.3431830475
svns_pgi__PaePgi2_34__2,-0.3807104422,0.2992234865
svns_pgi__PaePgi2_63__1,-0.2437933189,0.1823794645
svns_pgi__PaePgi2_63__2,-0.0534196392,0.2280804555
svns_pgi__PaePgi24_54__1,-0.5275457838000001,-0.1453725355
svns_pgi__PaePgi24_54__2,-0.6476105327,-0.0351780565
svns_pgi__PaePgi24_90__1,0.0838661108,0.0704314355
svns_pgi__PaePgi24_90__2,-0.6582489253,0.1397386065
abx_media__m9_ctrl__1,-5.8720440822,-0.8242623745000001
abx_media__m9_ctrl__2,-5.5304410312,-0.7130371955
abx_media__rpmi_ctrl__1,-17.2764349558,-0.6990652015000001
abx_media__rpmi_ctrl__2,-16.8146198956,-1.0640989855
abx_media__camhb_ctrl__1,-15.4135402857,-0.9372054115
abx_media__camhb_ctrl__2,-15.4610328373,-0.9975034065
abx_media__m9_mero__1,-5.7983298822,-0.5540642525
abx_media__m9_mero__2,-5.5880117932,-0.7145196635000001
abx_media__rpmi_mero__1,-15.9225816891,-0.9192961265
abx_media__rpmi_mero__2,-15.9713477001,-0.8533536555000001
abx_media__camhb_mero__1,-13.9469171461,-1.2146198875
abx_media__camhb_mero__2,-13.9836216263,-1.3683922175
abx_media__m9_trisulf__1,-15.5844729179,-1.9669739045
abx_media__m9_trisulf__2,-13.5783928808,-1.3553549665
abx_media__rpmi_trisulf__1,-14.3943215025,-1.1539237275
abx_media__rpmi_trisulf__2,-13.7095414275,-1.3802503175
abx_media__camhb_trisulf__1,-13.5073744474,-1.3929224205000001
abx_media__camhb_trisulf__2,-13.6771133072,-1.2592729485
abx_media__m9_cef__1,-9.6429404205,-1.3237955205
abx_media__m9_cef__2,-7.8086519511,-1.1815530115
abx_media__rpmi_cef__1,-16.0797987363,-2.1021375005
abx_media__rpmi_cef__2,-16.3685327529,-1.9202991575000001
abx_media__camhb_cef__1,-15.3341057526,-1.4088204685
abx_media__camhb_cef__2,-15.1799651465,-1.3305186815
abx_media__m9_cipro__1,-6.8936277945,-1.9143974225
abx_media__m9_cipro__2,-8.3622983066,-2.0113347175
abx_media__rpmi_cipro__1,-15.4274102492,-1.6064171975
abx_media__rpmi_cipro__2,-15.7719678328,-1.2989035885
abx_media__camhb_cipro__1,-15.4699603012,-1.6161754545
abx_media__camhb_cipro__2,-15.6943396063,-1.9026397154999999
hot_tale__42c_ale3_30c__1,0.489950735,0.6756692395
hot_tale__42c_ale3_30c__2,-0.0579203909,0.7478683145
hot_tale__42c_ale3_37c__1,0.4097937109,0.6425613615
hot_tale__42c_ale3_37c__2,0.6081338585,0.6282843295
hot_tale__42c_ale3_44c__1,-4.9118604787999995,0.6867334335
hot_tale__42c_ale3_44c__2,-4.9697081067,0.7337459665
hot_tale__hot_ale3_mid_30c__1,-7.8562501886,0.6240797615
hot_tale__hot_ale3_mid_30c__2,-3.884386575,0.9063813445000001
hot_tale__hot_ale3_mid_37c__1,1.5829193749,0.6953335735
hot_tale__hot_ale3_mid_37c__2,1.2564510269,0.5065219765
hot_tale__hot_ale3_mid_44c__1,-0.4368780305,0.7694234385000001
hot_tale__hot_ale3_mid_44c__2,-0.7236689470000001,0.9433141215
hot_tale__hot_ale3_30c__1,-3.2553070007000002,1.1046198985
hot_tale__hot_ale3_30c__2,-2.815409078,1.1845379894999999
hot_tale__hot_ale3_37c__1,1.6671112812,0.5671485655
hot_tale__hot_ale3_37c__2,1.7147158230000001,0.6631112055
hot_tale__hot_ale3_44c__1,2.0088240328,1.0773094035
hot_tale__hot_ale3_44c__2,1.3057407128,1.0849325665
hot_tale__hot_ale4_30c__1,2.2257284525,0.6531998645
hot_tale__hot_ale4_30c__2,2.2140484008,0.6806747425
hot_tale__hot_ale4_37c__1,3.4347129748,0.6883428935
hot_tale__hot_ale4_37c__2,3.8373742866000002,0.5809462335000001
hot_tale__hot_ale4_44c__1,-1.6533050443000001,0.6404076695
hot_tale__hot_ale4_44c__2,0.8311421256,1.0751803495
hot_tale__hot_ale8_30c__1,1.0469654628,0.7784285775
hot_tale__hot_ale8_30c__2,1.7828217118,0.9324845985
hot_tale__hot_ale8_37c__1,2.3564608785,0.6876402325000001
hot_tale__hot_ale8_37c__2,2.2041547899,0.7678410885
hot_tale__hot_ale8_44c__1,0.4727594442,1.2135475095000001
hot_tale__hot_ale8_44c__2,-0.0704457339,1.1191931025
hot_tale__hot_ale9_mid_30c__1,-1.8553722244,0.5084372125000001
hot_tale__hot_ale9_mid_30c__2,-1.6444835416,0.5351048555
hot_tale__hot_ale9_30c__1,1.0410657736,1.0600080055
hot_tale__hot_ale9_30c__2,1.0966914173,0.9595174955
