,A,CecR
rpoB__rpoBE546V_glc__1,-2.5110344416,-0.31876068500000004
rpoB__rpoBE672K_glc__1,-1.7482035618,-1.242797293
rpoB__rpoBE672K_glc__2,-2.682777144,-1.161533067
rpoB__rpoBE672K_lb__1,-3.0638439534,-0.9472133760000001
rpoB__rpoBE672K_lb__2,-2.0523718535,-1.024605213
crp__wt_fru__1,-1.4682450143,-0.43006791600000005
crp__wt_glyc__1,-0.4934646359,-0.835988654
crp__wt_glyc__2,-0.9996686324,-1.117009627
crp__delar1_glyc__1,1.4565994809,-0.422225442
crp__delar1_glyc__2,2.7520260709,-0.22952699000000001
crp__delar1ar2_glyc__1,-0.1351764067,0.027949518000000003
crp__delar1ar2_glyc__2,1.0079715529,-0.11153997600000001
crp__delar1ar2_glyc__3,-0.0760512031,-0.35885218900000004
crp__delar2_glyc__1,2.9488285443,-0.081426632
crp__delar2_glyc__2,2.7067375821,-0.058303285
crp__delar2_glyc__3,2.0170281287,0.006718509
crp__delcrp_fru__1,0.8189503681,0.24774294300000002
crp__delcrp_fru__2,0.515404505,0.341379945
crp__delcrp_fru__3,0.9341657105000001,0.161235799
crp__delcrp_glc__1,0.770603412,0.26008759600000003
crp__delcrp_glc__2,0.20380392660000002,0.242026085
crp__delcrp_glc__3,0.9226569676,0.13507844500000002
crp__delcrp_glyc__1,1.5447560618,0.096823328
crp__delcrp_glyc__2,0.8512391560000001,-0.005744389000000001
crp__delcrp_glyc__3,0.6062837884,0.006094424
glu__glu_ale3__1,-2.2021641104,0.711322479
glu__glu_ale4__1,-1.5900058970000002,-0.14091635300000002
glu__glu_ale5__1,-0.48004356340000004,-0.320410115
glu__glu_ale6__1,-1.3851881708,-0.948292083
glu__glu_ale8__1,-0.8270254730000001,0.86144546
glu__glu_ale9__1,-1.8324572843,0.904686253
glu__glu_ale10__1,-2.6787339363,0.715059628
42c__wt_42c__1,-0.9950855586,-0.19607922900000002
42c__42c_ale1__1,1.753370646,0.41490608900000003
42c__42c_ale2__1,-1.0700382696,0.493908192
42c__42c_ale3__1,-0.3287457379,0.24814860300000002
42c__42c_ale4__1,-0.4042910829,1.191448287
42c__42c_ale5__1,-2.1160551625,-0.522083262
42c__42c_ale6__1,2.0341974389,0.974908247
42c__42c_ale8__1,1.192836386,1.497608254
42c__42c_ale9__1,-0.0240749657,-0.065694747
42c__42c_ale10__1,-0.4928811394,0.892015493
ssw__wt_ac__1,-0.1327526745,-0.529294283
ssw__wt_glc__1,0.1057188944,0.12921348600000002
ssw__wt_glyc__1,-1.2043806857,-0.8969931050000001
ssw__wt_xyl__1,2.1788118994,0.5463883190000001
ssw__glc_ale1__1,-3.9787252868,-0.411204658
ssw__glc_ale2__1,-1.1578515162,0.039702573000000005
ssw__glc_ale3__1,-0.9219618907,-0.30586249600000004
ssw__glyc_ale1__1,-1.166236035,-0.42174761
ssw__glyc_ale2__1,-1.9144972808,-0.15741528600000002
ssw__xyl_ale1__1,-4.4559997876,-0.062507092
ssw__xyl_ale2__1,-4.2689939596,-0.111038545
ssw__xyl_ale3__1,-3.311083218,-0.317573529
ssw__glc_ac_ac2__1,0.9929403301,-0.26813179200000004
ssw__glc_ac_glc1__1,-3.07894215,-0.059932941
ssw__glc_glyc_glc__1,-1.2288572094,0.619288664
ssw__glc_glyc_glyc__1,-2.0682300454,0.378210406
ssw__glc_xyl_glc__1,-4.1836142856,-0.264473754
ssw__glc_xyl_xyl__1,-2.3514052306,-0.705108908
ica__wt_glc__1,-2.0877848179,-1.341038582
ica__wt_glc__2,-2.1018746615,-1.280079068
ica__wt_glc__3,-0.7905823382,-0.733341079
ica__wt_glc__4,-1.6459046975,-0.922518727
ica__arg_sbt__1,0.0752889134,-1.198078571
ica__arg_sbt__2,-0.6874824762,-1.186666141
ica__cytd_rib__1,2.6299081464,0.759172234
ica__cytd_rib__2,2.0756343746,0.644087073
ica__gth__1,-0.113309483,0.47256617500000003
ica__gth__2,-0.0732830797,0.582070061
ica__leu_glcr__1,-0.611165366,-1.212924447
ica__leu_glcr__2,-0.7254205970000001,-1.187457317
ica__met_glc__1,-2.7384339138,-1.618753135
ica__met_glc__2,-2.5116914414,-1.688743853
ica__no3_anaero__1,2.0610267418,-0.071479472
ica__no3_anaero__2,2.1505912293,-0.18878139700000002
ica__phe_acgam__1,-1.6992899892,-1.224725987
ica__phe_acgam__2,-1.9356403871,-1.465147285
ica__thm_gal__1,-1.0186735741,-1.032278679
ica__thm_gal__2,-0.8414078168,-0.9506321860000001
ica__tyr_glcn__1,-1.7049214776000001,-1.170042106
ica__tyr_glcn__2,-1.309783447,-1.020657283
ica__ura_pyr__1,-1.9683040569,-1.150043948
ica__ura_pyr__2,-1.0498483508,-1.286530123
ica__wt_glc__5,-1.8297389759,-0.594144036
ica__wt_glc__6,-1.64300764,-0.706357118
ica__bw_delpurR_cytd__1,-1.6872124514,-1.031763708
ica__bw_delpurR_cytd__2,-2.8424819073,-0.8538350840000001
ica__ade_glc__1,-2.9876275572,-1.016714392
ica__ade_glc__2,-2.4631510583000003,-1.02214425
ytf__wt_glc__1,1.3731861597,-0.046757068000000006
ytf__wt_glc__2,1.6760999514,0.194733719
ytf__delyafC__1,1.1025660282,0.023670685
ytf__delyafC__2,1.6840838062999999,0.16798753600000002
ytf__delyeiE__1,-0.9370670307000001,-0.28552162000000003
ytf__delyeiE__2,-1.1896369785,-0.35245016300000004
ytf__delyiaJ__1,2.4600077183,0.21277549
ytf__delyiaJ__2,2.1785645848,0.446622208
ytf__delyieP__1,0.7122952347,0.133007492
ytf__delyieP__2,2.7750859024,0.009288595
ytf__wt_ph5__1,0.1440035872,-0.24615909400000002
ytf__wt_ph5__2,-0.14935615060000001,-0.009292257
ytf__wt_ph8__1,-0.4024094152,-0.282054921
ytf__wt_ph8__2,-0.7248535848000001,0.080402664
ytf__delybaO__1,0.8570550538,0.028389191
ytf__delybaO__2,1.3895708297,0.114147255
ytf__delybaQ__1,-1.0031138034,-0.247972664
ytf__delybaQ__2,-1.3939580737,-0.232790987
ytf__delybiH__1,11.9098832944,-5.599755133
ytf__delybiH__2,14.2072827296,-5.270314878
ytf__delydcI_ph5__1,-0.8187300216000001,-0.377310172
ytf__delydcI_ph5__2,-0.1877840616,-0.188344288
ytf__delydcI_ph8__1,-0.3165501355,-0.09367238900000001
ytf__delydcI_ph8__2,-0.8305071232,-0.54423246
ytf__delyddM__1,-0.8190709315,0.144925058
ytf__delyddM__2,-0.8240431699,0.155655071
ytf__delyheO__1,1.0265296755,-0.17112300600000002
ytf__delyheO__2,1.5625929084,-0.046071083000000006
fps__bw_glc__1,-1.563606172,-0.873924561
fps__bw_glc__2,-1.7166962933,-0.7431465070000001
fps__fps_thrA_ale1__1,-1.6098265031999999,-0.383202366
fps__fps_thrA_ale1__2,-1.164104145,-0.48912346
fps__fps_thrA_ale2__1,-2.0365228813,-0.5305538980000001
fps__fps_thrA_ale2__2,-1.8593602479,-0.584916741
fps__fps_serB_ale1__1,-1.9086986217000002,-0.49979630500000005
fps__fps_serB_ale1__2,-1.753541921,-0.508801576
fps__fps_serB_ale4__1,-1.9068696579000002,-0.49101044600000004
fps__fps_serB_ale4__2,-1.6412033654,-0.154020143
fps__fps_ptsI_ale1__1,-1.6813522745,-0.631600665
fps__fps_ptsI_ale1__2,-1.2027623053,-0.646748223
fps__fps_ptsI_ale3__1,-1.5352192424000002,-0.8771819750000001
fps__fps_ptsI_ale3__2,-1.3697075545000001,-0.713223465
pal__lyx_ale2_f6__1,-0.2867645636,-0.403825142
pal__lyx_ale2__1,-1.4506025398,0.018143895
pal__lyx_ale2__2,-1.1034198354,-0.29650016
pal__lyx_ale4__1,-1.9058367045,-0.732449809
pal__lyx_ale4__2,-1.7523617675,-0.78371356
pal__5drib_ale10_f18__1,-0.3812670701,-0.6720323840000001
pal__5drib_ale10_f18__2,-0.5525382431,-0.869893134
pal__5drib_ale10__1,-1.0723500222,-0.410604079
pal__arab_ale14_f9__1,-1.5136891393,-0.41343548
pal__arab_ale14_f9__2,-1.5107740262,-0.517233936
pal__arab_ale14__1,-2.6326277406000003,-1.277712206
pal__arab_ale14__2,-2.6412927417,-1.048898222
pal__arab_ale16__1,-3.2008830683,-0.481646198
pal__arab_ale16__2,-3.4603472108,-0.556514417
pal__tartr_ale26_f10__1,-1.9004458437,-0.39930899000000003
pal__tartr_ale26_f10__2,-0.45858828030000004,-0.335926422
pal__tartr_ale26__1,-1.6253836405,-0.47892419999999997
pal__tartr_ale26__2,-2.3507734931,-0.9450201250000001
pal__tartr_ale28_f10__1,1.1254619763,0.42143294400000003
pal__tartr_ale28_f10__2,0.4574753179,0.185610565
pal__tartr_ale28__1,-2.0874760273,-0.7341052050000001
pal__tartr_ale28__2,-2.1368193278,-0.204545415
efeU__delmenFentC_citr__1,-0.9508833722000001,-0.41163656800000004
efeU__delmenFentC_citr__2,-0.11727060190000001,-0.42685509800000004
efeU__delmenFentC__1,0.7853062461,-0.26886217500000004
efeU__delmenFentC__2,0.2658094072,-0.24344337100000002
efeU__menFentC_ale39__1,-0.6169530465,-0.256327111
efeU__menFentC_ale39__2,-0.2055497587,-0.132717
efeU__menFentC_ale29__1,0.8089976499,0.0022713710000000003
efeU__menFentC_ale29__2,0.5850748066,0.161628544
efeU__menFentC_ale30__1,-2.4776818784,-0.751029931
efeU__menFentC_ale30__2,-1.7014412848,-0.578235508
efeU__menFentCubiC_ale36__1,-0.3966059316,-0.272883327
efeU__menFentCubiC_ale36__2,0.220436489,-0.18150307000000002
efeU__menFentCubiC_ale37__1,-0.3990690947,-0.407826279
efeU__menFentCubiC_ale37__2,0.1246885766,-0.310743714
efeU__menFentCubiC_ale38__1,0.5866128231000001,-0.519586289
efeU__menFentCubiC_ale38__2,0.4988575568,-0.425545761
misc2__salc_glc__1,0.687351736,0.458421715
misc2__salc_glc__2,1.4696692688000002,0.622324709
misc2__dbcn_glc__1,-1.66330795,-0.141781879
misc2__dbcn_glc__2,-0.3803670845,-0.089284627
misc2__tyr_glc__1,-0.9080439615,-0.5215791550000001
misc2__tyr_glc__2,-0.9769848596,-0.43468065100000003
misc2__arg_cytd__1,-1.7904958986000001,-1.020852663
misc2__arg_cytd__2,-1.4799623776000002,-0.92381585
misc2__delyheO_pyr__1,-0.6524685047000001,-0.551045888
misc2__delyheO_pyr__2,-0.8023935469,-0.565952684
nquinone__delubiC__1,-0.6082128787000001,-0.56483228
nquinone__delubiC__2,-0.4989295179,-0.539548437
nquinone__ubiC_ale1__1,-0.301467729,-0.150886128
nquinone__ubiC_ale1__2,-0.0577195588,-0.026430017
nquinone__ubiC_ale2__1,-0.1921063027,0.038455976
nquinone__ubiC_ale2__2,0.2726190926,-0.09014037100000001
nquinone__ubiC_ale3__1,-1.5096162603,-0.5609375040000001
nquinone__ubiC_ale3__2,-0.3288087242,-0.34377673200000003
nquinone__ubiC_ale4__1,0.48769957950000004,-0.088969222
nquinone__ubiC_ale4__2,-0.1175544604,-0.046459706
nquinone__delpdhR__1,-1.9020106704000002,-1.072502303
nquinone__delpdhR__2,-2.2030789066,-1.14672444
quinone__glu_ale4__1,-2.1369177086,-0.6002013310000001
quinone__glu_ale4__2,-2.2926664406,-5.8303e-05
quinone__delmenF__1,-0.7046533764,-0.430637459
quinone__delmenF__2,-0.8923160251000001,-0.354246222
quinone__menF_ale5__1,1.1217856339,0.136380313
quinone__menF_ale5__2,1.4669524664,0.146210953
quinone__menF_ale6__1,1.5235294045,0.018066121
quinone__menF_ale6__2,1.8144888181,-0.226581299
quinone__menF_ale7__1,2.190538644,-0.064781821
quinone__menF_ale7__2,2.4646632335,-0.28026903000000003
quinone__menF_ale8__1,2.0207374438,-0.553802984
quinone__menF_ale8__2,2.4601078813,-0.152584655
quinone__delmenFubiC__1,0.49728984270000004,-0.45280333700000003
quinone__delmenFubiC__2,0.1361114872,-0.5850487630000001
quinone__menFubiC_ale1__1,2.0908412854,-0.33025083
quinone__menFubiC_ale1__2,1.7698084832,-0.743685547
quinone__menFubiC_ale2__1,1.8530835551,-0.6250640110000001
quinone__menFubiC_ale2__2,1.601648943,-0.690355418
quinone__menFubiC_ale3__1,-0.39470156910000004,-0.792956514
quinone__menFubiC_ale3__2,-1.3972389981,-0.584627482
quinone__menFubiC_ale4__1,-0.7624510590000001,-0.161762435
quinone__menFubiC_ale4__2,0.6103445199,-0.206302808
oxyR__wt_glc__1,-2.3287204962,-1.003425595
oxyR__wt_glc__2,-2.1207015758,-0.7815684890000001
oxyR__wt_h2o2__1,-2.0977884595,-0.7467413660000001
oxyR__wt_h2o2__2,-1.0379669803,-0.047197905000000005
oxyR__glu_ale4__1,-1.8634922039,-0.510944472
oxyR__glu_ale4__2,-2.0509312074,-0.37219983
oxyR__glu_ale4_h2o2__1,-1.505283102,-0.115560649
oxyR__glu_ale4_h2o2__2,-1.3136106904,-0.190899326
oxyR__oxyR_ale17__1,-1.2486782357,-0.348921027
oxyR__oxyR_ale17__2,-0.6360603236,-0.403854084
oxyR__oxyR_ale17_h2o2__1,-1.7314224849,-0.467286436
oxyR__oxyR_ale17_h2o2__2,-1.7483038588,-0.8092505860000001
oxyR__oxyR_ale18__1,-1.8469894965,-0.9046349530000001
oxyR__oxyR_ale18__2,-1.9955322961,-1.118905586
oxyR__oxyR_ale18_h2o2__1,-0.136729294,-0.5803163100000001
oxyR__oxyR_ale18_h2o2__2,-0.0472150343,-0.438862958
oxyR__oxyR_ale19__1,-2.1842154245,-1.356299104
oxyR__oxyR_ale19__2,-1.7127660396,-0.7317488280000001
oxyR__oxyR_ale19_h2o2__1,-2.1307611055,-1.139163778
oxyR__oxyR_ale19_h2o2__2,-2.5507345034,-1.205880389
oxyR__oxyR_ale20__1,-0.8275392748,-0.736194726
oxyR__oxyR_ale20__2,-0.5985384762,-0.42923684
oxyR__oxyR_ale20_h2o2__1,-0.8095742648,-0.661073821
oxyR__oxyR_ale20_h2o2__2,-0.6299213616,-0.512739917
svns_pgi__BmePgi24_15__1,-1.6327134792,-0.7770337740000001
svns_pgi__BmePgi24_15__2,-1.2573694033,-0.5180061410000001
svns_pgi__BmePgi24_26__1,-2.5703969845,-0.799254549
svns_pgi__BmePgi24_26__2,-2.391728301,-0.9024596260000001
svns_pgi__BmePgi24_41__1,-3.4222453395,0.279117974
svns_pgi__BmePgi24_41__2,-2.9960826896,-0.967871703
svns_pgi__BmePgi24_52__1,-2.154729761,-0.655541821
svns_pgi__BmePgi24_52__2,-2.3338716434,-0.92309613
svns_pgi__PaePgi2_34__1,-1.3384299658,-0.5547835910000001
svns_pgi__PaePgi2_34__2,-1.3306117629,-0.7885605710000001
svns_pgi__PaePgi2_63__1,-2.5886716766999998,-0.64863626
svns_pgi__PaePgi2_63__2,-2.2569116935,-0.767701107
svns_pgi__PaePgi24_54__1,-1.0946416205,-0.9345256970000001
svns_pgi__PaePgi24_54__2,-0.7650913501000001,-0.973203078
svns_pgi__PaePgi24_90__1,-1.3151516358,-0.8927054440000001
svns_pgi__PaePgi24_90__2,-1.1772673369,-0.7742380010000001
abx_media__m9_ctrl__1,-1.2252192566,-0.41911628700000003
abx_media__m9_ctrl__2,-1.4188976363,-0.876632983
abx_media__rpmi_ctrl__1,-9.7520154295,-3.400454797
abx_media__rpmi_ctrl__2,-9.175219889,-2.93402466
abx_media__camhb_ctrl__1,-6.8253315681,-2.857089385
abx_media__camhb_ctrl__2,-6.4289528021,-3.101311964
abx_media__m9_mero__1,-3.8103452631,-1.829048419
abx_media__m9_mero__2,-2.0689087413,-1.242233329
abx_media__rpmi_mero__1,-8.8658973556,-3.6872916079999998
abx_media__rpmi_mero__2,-8.9443259696,-3.726382759
abx_media__camhb_mero__1,-7.4052380577,-3.659974631
abx_media__camhb_mero__2,-7.243855422,-3.19959474
abx_media__m9_trisulf__1,-1.2734273,-1.184741668
abx_media__m9_trisulf__2,-1.6058276001,-1.4287276960000002
abx_media__rpmi_trisulf__1,-6.7457287972,-1.081535084
abx_media__rpmi_trisulf__2,-6.6594837625,-0.925807993
abx_media__camhb_trisulf__1,-6.1291247045,-1.301216082
abx_media__camhb_trisulf__2,-6.0541461128,-1.160561889
abx_media__m9_cef__1,-0.8326772209000001,-0.43479027200000003
abx_media__m9_cef__2,-1.492196802,-0.8362707140000001
abx_media__rpmi_cef__1,-6.3190119674,-0.383148246
abx_media__rpmi_cef__2,-6.3289900667,-0.45418021100000006
abx_media__camhb_cef__1,-4.64159823,-1.501101834
abx_media__camhb_cef__2,-5.1314186285,-1.9440864580000001
abx_media__m9_cipro__1,0.6510140032,-0.57964063
abx_media__m9_cipro__2,0.2472432279,-0.560819452
abx_media__rpmi_cipro__1,-6.3047844809,-0.7705091820000001
abx_media__rpmi_cipro__2,-6.9133485704,-0.8664160240000001
abx_media__camhb_cipro__1,-5.1280057792000004,-1.641490384
abx_media__camhb_cipro__2,-4.8218035733,-1.448805035
hot_tale__42c_ale3_30c__1,-3.0658155772,-1.219024063
hot_tale__42c_ale3_30c__2,-3.0560056744,-1.280329577
hot_tale__42c_ale3_37c__1,-3.1875277052,-0.871235222
hot_tale__42c_ale3_37c__2,-2.0443248061,-0.9999925030000001
hot_tale__42c_ale3_44c__1,-0.5763181944,-0.215318803
hot_tale__42c_ale3_44c__2,-0.8497004387,-0.158535491
hot_tale__hot_ale3_mid_30c__1,-1.3074294601,-1.198929657
hot_tale__hot_ale3_mid_30c__2,-1.9099763141000001,-0.9759512990000001
hot_tale__hot_ale3_mid_37c__1,-1.9767264793,-1.2296986730000001
hot_tale__hot_ale3_mid_37c__2,-2.3231062305,-1.306888939
hot_tale__hot_ale3_mid_44c__1,-0.8075122414,-0.100576997
hot_tale__hot_ale3_mid_44c__2,-1.4185264477000001,-0.032099016
hot_tale__hot_ale3_30c__1,-2.2748376355,-1.227093525
hot_tale__hot_ale3_30c__2,-2.5041559193,-0.928229744
hot_tale__hot_ale3_37c__1,-3.1375934873,-1.3240953069999999
hot_tale__hot_ale3_37c__2,-2.5087550337,-0.931960271
hot_tale__hot_ale3_44c__1,-1.9859465645,0.23481702000000002
hot_tale__hot_ale3_44c__2,-1.8796898671000002,-0.12273258000000001
hot_tale__hot_ale4_30c__1,-2.3537510344,-1.069004033
hot_tale__hot_ale4_30c__2,-2.2095358919,-1.376494829
hot_tale__hot_ale4_37c__1,-2.5579147281,-1.127197233
hot_tale__hot_ale4_37c__2,-2.7242692015000003,-1.105232706
hot_tale__hot_ale4_44c__1,-1.2395848543,-0.020409191
hot_tale__hot_ale4_44c__2,-1.3073516833,-0.18190086700000002
hot_tale__hot_ale8_30c__1,-3.3509222558,-1.015059799
hot_tale__hot_ale8_30c__2,-1.9692634777,-1.068261647
hot_tale__hot_ale8_37c__1,-2.8237285072000002,-0.9386756030000001
hot_tale__hot_ale8_37c__2,-2.7250366161,-0.99836105
hot_tale__hot_ale8_44c__1,-2.3952567164,0.01242855
hot_tale__hot_ale8_44c__2,-2.7821090142,0.121674973
hot_tale__hot_ale9_mid_30c__1,-2.0907761127,-0.957731293
hot_tale__hot_ale9_mid_30c__2,-1.7537544113,-1.042075331
hot_tale__hot_ale9_30c__1,-2.4286898763,-0.970939026
hot_tale__hot_ale9_30c__2,-3.0120300585,-1.377906913
hot_tale__hot_ale9_mid_37c__1,-2.1625945304,-1.112279628
hot_tale__hot_ale9_mid_37c__2,-2.4386782901,-0.979197128
hot_tale__hot_ale9_37c__1,-2.3834150117,-1.094805031
hot_tale__hot_ale9_37c__2,-2.1089392663,-1.093641597
hot_tale__hot_ale9_mid_44c__1,-1.2638350459,0.002448453
hot_tale__hot_ale9_mid_44c__2,-0.702624631,0.15509867400000002
hot_tale__hot_ale9_44c__1,-1.0230173145,0.063316148
hot_tale__hot_ale9_44c__2,-1.0998894204,0.11200955500000001
hot_tale__hot_ale10_30c__1,-2.0785553104,-0.950974878
hot_tale__hot_ale10_30c__2,-1.9309434171,-1.244844836
hot_tale__hot_ale10_37c__1,-2.4943119742,-1.200599943
hot_tale__hot_ale10_37c__2,-2.5478258113,-1.084147988
hot_tale__hot_ale10_44c__1,-2.8980937949000003,-0.28852957
hot_tale__hot_ale10_44c__2,-2.1789803625,0.10344942800000001
hot_tale__hot_ale16_30c__1,-1.4715263987,-1.21294798
hot_tale__hot_ale16_30c__2,-1.6406396723,-0.9352918490000001
hot_tale__hot_ale16_37c__1,-2.57315025,-0.8574662820000001
hot_tale__hot_ale16_37c__2,-1.8356465491,-0.9753040550000001
hot_tale__hot_ale16_44c__1,-1.0823270194,-0.031718476
hot_tale__hot_ale16_44c__2,-1.9774364246,0.046298303000000006
pdhr_ale__pdhR-13_51__1,-1.3078095708,-0.475523156
pdhr_ale__pdhR-13_51__2,-1.7304277378,-0.860332622
pdhr_ale__pdhR-14_46__1,-0.5855308383,-0.169481341
pdhr_ale__pdhR-14_46__2,-0.4107506596,-0.317082882
pdhr_ale__pdhR-15_51__1,-2.0351367585,-1.052538099
pdhr_ale__pdhR-15_51__2,-2.0582553407,-0.883421102
pdhr_ale__pdhR-16_49__1,-0.8392891166,-0.376864358
pdhr_ale__pdhR-16_49__2,-1.4549187515,-0.354123636
tcs__del_atoC_LiAcet__1,-0.4490170577,-0.748353209
tcs__del_atoC_LiAcet__2,-0.3283457269,-0.8447338860000001
tcs__del_atoC_LiCl__1,-0.0819717929,-0.589638867
tcs__del_atoC_LiCl__2,-0.097557049,-0.7529377930000001
tcs__del_atoC_m9__1,-0.4168741589,-0.660685107
tcs__del_atoC_m9__2,-0.44147975030000003,-0.666832957
tcs__del_baeR_etoh__1,0.2492613501,0.06702762200000001
tcs__del_baeR_etoh__2,0.5904186793,0.544995419
tcs__del_baeR_lb__1,3.4124076332,0.27936028
tcs__del_baeR_lb__2,3.1162212982,0.298497693
tcs__del_btsR_01xlb__1,0.7702857817000001,-0.356229301
tcs__del_btsR_01xlb__2,1.868477204,-0.538655646
tcs__del_btsR_lb__1,1.7159831315,0.022626656000000002
tcs__del_btsR_lb__2,1.5442084075,0.155021044
tcs__del_btsR_pyruvate__1,1.3828500627,-0.31494151200000003
