,A,Fnr,NarP,NarL
ecoli_00138,11.9502793068,-1.720490645,0.188580296,-0.0491828225
ecoli_00139,2.582165328,-0.7990813750000001,-0.36142273900000005,-0.0929014225
ecoli_00140,1.2680199114000001,-0.447372739,0.16581330500000002,-0.057507773500000005
ecoli_00141,4.0283985501,-0.9696312210000001,0.46518813900000006,-0.0087915435
ecoli_00142,0.1935519615,-0.80825286,-0.067172629,-0.8583090595
ecoli_00143,-2.1267972895,-0.249604124,-0.437223572,0.0038348415
ecoli_00144,8.8008344466,-0.396644965,1.194091043,-0.7905101045
ecoli_00145,0.48481581570000004,0.21574725800000003,-0.92387747,-0.6531480725000001
ecoli_00146,2.2936684369,-0.46381721600000003,1.083958806,-0.5733266405
ecoli_00147,5.1534794897,-1.5070222580000001,1.469049714,-0.3617682765
ecoli_00148,9.4687740817,-1.237537221,0.808167904,-0.3872335415
ecoli_00149,2.5685632062,-0.391325409,1.165076379,-0.0020606385000000002
ecoli_00150,7.9363484165,-1.29649857,0.8773354910000001,-0.3970384555
ecoli_00151,12.0525991889,-0.9544926520000001,0.544052603,-0.6818209105
ecoli_00152,7.5092817459,-0.635754672,0.79645305,-0.3424025365
ecoli_00153,4.3756128927999995,-0.9828595450000001,0.820898843,-0.08376697150000001
ecoli_00154,7.8997757909,-2.294399248,0.34276905100000005,-0.4176094645
ecoli_00155,0.8771965566000001,-0.356102436,0.67887823,-0.8176861595
ecoli_00157,7.5589174329,-1.465999144,0.77225725,-0.3219710435
ecoli_00158,5.8101298283,-0.580660179,0.0031508530000000003,-0.3884504295
ecoli_00159,7.4257542663,-1.242127184,1.5887185129999999,-1.3542981185
ecoli_00160,2.7760726272,-0.7752710380000001,0.14629171800000002,-0.40380162550000004
ecoli_00169,3.684047218,-0.7268877690000001,-0.073120163,-1.2482984155
ecoli_00170,5.0765563513,-0.769908319,-0.176680481,-1.0586845325
ecoli_00171,1.3117522762,-0.5550889640000001,-0.437636012,-0.7520441115000001
ecoli_00172,0.2935174729,-0.70189007,-0.20440574800000003,-0.8188419215
ecoli_00173,5.8239083497,-0.9857155870000001,-0.83434923,-0.28634103850000003
ecoli_00174,4.5703751526000005,-0.8052297820000001,-0.7441424010000001,-0.46801940750000004
ecoli_00175,1.3189127395,-0.643594239,-0.43497650200000004,-0.4358049355
ecoli_00176,1.7789728712000001,-0.6875447610000001,-0.44166640300000004,-0.6309743795
ecoli_00177,0.19666977500000002,-0.814034076,-0.282225343,-0.7184819785000001
ecoli_00178,0.8125525603,-0.919774324,-0.29316915200000004,-0.7504386355
ecoli_00179,0.6815331086,-0.538158396,-1.125877255,-0.5791105415000001
ecoli_00180,0.20096596500000002,-0.539788284,-1.045110567,-0.6834166565
ecoli_00181,5.5132693756,-0.73392979,-0.383966976,-0.9902756455
ecoli_00182,4.8940187135,-0.730469433,-0.110597079,-1.2867556815
ecoli_00183,4.4764504815,-0.799681293,-0.383715695,-0.3241168155
ecoli_00184,4.0716544253,-0.764805285,-0.30322818500000004,-0.5466204945
ecoli_00185,2.1664731359,-0.558335586,-1.075690735,-0.9350117725
ecoli_00186,2.2307214387,-0.491804536,-0.785867626,-1.1942437415
ecoli_00187,3.6831725601,-0.620650347,0.08426149100000001,-0.010120483500000001
ecoli_00188,3.6942797209,-0.6047507440000001,0.30815198600000004,0.0502045135
ecoli_00189,3.5790326796,-0.603412708,-0.740127871,-0.5662972535
ecoli_00190,5.0805645507,-0.601450473,-0.533211623,-0.4109628755
ecoli_00191,0.0732996837,-0.589455429,-0.42574584800000004,-0.8255950735
ecoli_00192,1.2315658711,-0.5449526920000001,-0.389217148,-0.8005288575
ecoli_00193,14.4110897411,-0.6705241160000001,0.6496568570000001,-0.5925904435
ecoli_00194,14.1233610345,-0.606799751,0.732049265,-0.5365248515000001
ecoli_00195,8.4510531518,-0.719011072,0.410678453,-1.1503003825
ecoli_00196,2.5859866726,-0.696804961,0.659538403,-1.1125573585
ecoli_00197,2.5363078618,-0.670683031,0.538172917,-0.9379271885
ecoli_00198,6.1356360637,-0.7218945370000001,0.032352391,-0.8743913925000001
ecoli_00199,2.8232574855,-1.016246127,0.20981860900000002,-0.1235732125
ecoli_00200,3.0747751434,-1.308233625,0.6408061700000001,-0.1596593185
ecoli_00201,16.3766615032,-1.716427353,0.8008926930000001,0.8482297725
ecoli_00202,14.338876726,-1.621011786,0.504777448,0.7273271895000001
ecoli_00203,10.2829925855,-0.146112814,0.409369908,0.41058923350000004
ecoli_00204,11.2561147727,-0.43263766000000003,0.8825148260000001,-0.0558596805
ecoli_00205,7.3328197484,-1.55639051,0.7436212560000001,0.4325330855
ecoli_00206,7.1232095263,-0.8717574610000001,0.32306639400000003,0.5352296385
ecoli_00207,11.4382804792,-1.347170503,0.7194537040000001,0.19399182650000002
ecoli_00208,10.5282071576,-1.305195932,0.564917878,0.1367943195
ecoli_00209,0.6346675715,-0.557043083,0.19080301100000002,-0.21598817950000002
ecoli_00210,0.54688745,-0.5606580010000001,0.200817763,-0.19248613750000002
ecoli_00211,0.6108219086000001,-0.5787427820000001,0.11970910200000001,-0.3599539395
ecoli_00212,0.0288920551,-0.39573632200000003,0.010553182000000001,-0.2743148415
ecoli_00213,15.0056277786,-1.65527256,0.5979314720000001,0.4246207255
ecoli_00214,15.1931429526,-1.4105320030000001,0.862292634,0.5214714285000001
ecoli_00215,1.0589185396,-0.606795733,0.054553652,-0.2681458605
ecoli_00216,1.1379842646,-0.583630595,0.162071129,-0.21411547350000001
ecoli_00217,1.4171890135,-0.978089003,-0.15657747,-0.0217948335
ecoli_00218,5.3597299919,-1.476111577,0.250534749,0.2051017055
ecoli_00219,0.4990033622,-0.604571167,0.032790528,-0.32284780550000003
ecoli_00220,0.1656163191,-0.61283708,-0.075356689,-0.4355703905
ecoli_00221,-0.7883936839,-0.49415536200000004,-0.24125995100000003,-0.2306572785
ecoli_00222,-0.0895938226,-0.629762844,-0.039136538000000005,-0.3051913155
ecoli_00223,2.1512379805,-0.522693497,0.5342135680000001,0.11745116450000001
ecoli_00224,0.7185016175000001,-0.42543202100000005,0.378225898,0.0758394365
ecoli_00225,14.8808227491,-1.821853724,0.580476999,0.38703935850000004
ecoli_00226,15.28863812,-1.82958307,0.6816538670000001,0.35883767850000003
ecoli_00227,1.1970395058,-0.6606700440000001,0.305056267,-0.7943733425
ecoli_00228,1.7744373043000001,-0.7722607140000001,0.38470333300000004,-0.6581343165
ecoli_00229,0.46061230480000004,-0.567476288,0.739293336,-0.2444576485
ecoli_00230,1.1179668363,-0.710008164,0.48377155800000005,-0.22257904050000002
ecoli_00231,2.6476614745,-0.708427322,0.515920149,-0.3165566975
ecoli_00232,3.1090627962,-0.674129635,0.505620694,-0.23308080650000002
ecoli_00233,1.8241162574,-0.747203834,0.45105590900000003,-0.4218224655
ecoli_00234,1.8609989471000001,-0.6559473680000001,0.240973396,-0.2425066065
ecoli_00235,-0.5840703293,-1.184646649,0.18578475300000002,-0.7474121245
ecoli_00236,-1.1076009911,-1.019253874,0.227216933,-0.4772296525
ecoli_00237,1.531729392,-0.9269502930000001,0.215491863,-0.9798916595
ecoli_00238,1.2205847338,-0.8308143870000001,0.323988055,-0.9160638715
ecoli_00239,2.1064717855,-0.8180644960000001,0.304331118,-1.0673735245
ecoli_00240,2.0112663756,-0.8140812820000001,0.161573145,-0.9897267365
ecoli_00241,1.2330450367,-0.499433516,0.412473134,-0.8733868395000001
ecoli_00242,3.341438853,-0.5389567430000001,0.5370573240000001,-0.5212098915
ecoli_00243,4.1197267728,-0.523578816,0.52910941,-0.43257182250000004
ecoli_00244,2.7753473245,-0.7789653710000001,0.389012419,-1.2860029675
ecoli_00245,3.2327641046,-0.754669546,0.105515909,-0.9581307365
ecoli_00246,1.7187141287,-0.858436865,-0.068417527,-0.7201649965
ecoli_00247,1.9112049536,-0.753607601,0.3625024,-0.6814127945
ecoli_00248,1.6633363324000001,-0.6081119500000001,0.237707259,-0.1758722205
ecoli_00249,1.7119690553,-0.650729125,0.26675787500000003,-0.0717088025
ecoli_00250,1.2293345438,-0.579090658,0.16951606300000002,0.0507746345
ecoli_00251,2.6156473189,-0.56126696,0.058775018000000005,-0.3184885095
ecoli_00252,1.6987625826000001,-0.632727778,0.26920958,-0.6615002365
ecoli_00253,1.3144898049,-0.664846897,0.073302818,0.5829491045
ecoli_00254,1.4870506873,-0.686483075,0.446280216,0.5586155835000001
ecoli_00255,1.1906480454,-0.703734273,0.34004910400000005,-0.8698164945
ecoli_00256,0.5816442692,-0.660902781,0.09611412200000001,-0.6115317275000001
ecoli_00257,2.312138552,-0.7898414690000001,0.245197656,-0.7410600385
ecoli_00258,1.925625259,-0.794304505,0.151793739,-0.7062647345
ecoli_00259,-0.036703856800000004,-0.6169361680000001,0.030083957,-0.7938215305
ecoli_00260,0.669334422,-0.6927632880000001,-0.088600458,-0.9818579145
ecoli_00261,2.1669286908,-0.7137339220000001,0.309226871,-0.7693066325
ecoli_00262,2.0238754323,-0.652156995,0.615190503,-0.8011193075
ecoli_00263,5.4348472897,-1.164833993,0.47776117500000004,-0.09384426450000001
ecoli_00264,4.9893262047,-1.284891394,0.424513544,-0.21179274550000002
ecoli_00265,-1.8312721458,-0.5161069770000001,-0.842116937,0.19650876050000002
ecoli_00266,-1.6235562827,-0.5080433480000001,-0.7616887880000001,0.15385049650000002
ecoli_00267,11.0497499718,-2.10984967,0.47853260900000005,0.1517904105
ecoli_00268,13.0374712134,-2.096847789,0.425568139,0.3921516295
ecoli_00269,13.7343788215,-2.366996998,-0.034024626,-0.4200080485
ecoli_00270,13.121596357,-2.395424304,-0.04735455,-0.5188053045000001
ecoli_00271,4.7369349999,-0.5423336,0.22483529200000002,-0.7710836915
ecoli_00272,4.9351133619,-0.41125174000000003,0.12407192800000001,-0.6546561955
ecoli_00273,-0.0471700524,-0.459053835,-0.8192473450000001,0.10485902650000001
ecoli_00274,0.5879338533,-0.5276504510000001,-0.167811321,-0.2659715915
ecoli_00275,-0.9239636361,-0.42921199800000004,-0.027333997000000002,-0.3369691675
ecoli_00276,-0.5684139058000001,-0.379678224,-0.04381066,-0.2131863105
ecoli_00277,2.5171856099000003,-0.403674517,0.44267961,-0.19279054950000002
ecoli_00278,2.7140509823,-0.37325750100000005,0.30594154100000004,-0.1314762605
ecoli_00279,0.4050052732,-0.22932395800000002,0.127607042,0.0488414235
ecoli_00280,0.8770723081,-0.033457264,0.535076218,-0.0588193295
ecoli_00281,5.0500627448,-0.7301900130000001,-0.772953271,-1.3161856565
ecoli_00282,2.4468026326,-0.809273511,-0.300612997,-0.9762902215
ecoli_00283,-0.24263719420000002,-0.557564307,-0.312698597,-0.2913766035
ecoli_00284,0.5020062928,-0.55390057,-0.308133056,-0.2493271775
ecoli_00285,13.2831302239,-1.103463808,0.583219481,-0.7299638995000001
ecoli_00286,8.6414098124,-0.7432087820000001,0.6238117830000001,-0.7226907685
ecoli_00287,11.4390338355,-0.7526202150000001,0.678395171,-0.1649925865
ecoli_00288,5.2190115704,-0.41916110700000003,0.434030896,-0.3955289275
ecoli_00289,2.3803188108,-0.609506733,0.23552904800000002,-0.4614789295
ecoli_00290,0.6454722475,-0.60441007,-0.177417539,-0.2564717945
ecoli_00291,1.3365921074,-0.43235832,0.15253392500000001,-0.0561660795
ecoli_00292,0.7148276822,-0.606702598,0.006231698000000001,-0.0977709825
ecoli_00293,-0.0781651163,-0.5499352390000001,0.326520444,0.0432040395
ecoli_00294,0.4941501365,-0.502872402,0.27471236600000004,-0.0254979635
ecoli_00295,1.1902811331,-0.582336814,-0.62706491,-0.8959829055
ecoli_00296,0.6221669744,-0.559977896,-0.44623671400000003,-0.9659653555000001
ecoli_00297,0.8986871809,-0.600151792,-0.07105445,0.006563358500000001
ecoli_00298,0.5171509215,-0.536388949,0.184620263,0.20412599850000002
ecoli_00299,4.307089384,-0.8817682130000001,0.119926192,-1.1638198045
ecoli_00300,2.964409313,-0.867665945,0.27420714300000004,-1.2477763025
ecoli_00301,7.300843204,-0.7937296570000001,0.8893408060000001,-0.6137973695
ecoli_00302,18.2182522102,-1.334528925,0.826688662,0.0829422195
ecoli_00303,2.7112677367,-0.626396132,0.20891039,-0.0494158055
ecoli_00304,4.0576303241,-0.590486033,0.5741876890000001,-0.0662774065
ecoli_00305,7.0945618845,-1.5730570959999999,0.28718232600000004,0.0309599235
ecoli_00306,7.0670818809,-1.5773257790000001,0.24585789200000002,-0.0016961125
ecoli_00307,8.1395121863,-2.032580734,0.20055773000000002,-0.043633226500000004
ecoli_00308,9.1509081058,-2.029661312,-0.025866763,0.0596387385
ecoli_00309,14.612951434,-2.266448492,-0.051500219,0.2125941685
ecoli_00310,13.6474417083,-2.358642473,0.089276508,0.2025237555
ecoli_00311,18.5273844294,-2.30937575,0.551838936,0.3216119255
ecoli_00312,10.3770985576,-0.821020288,0.055342873,0.3095147625
ecoli_00313,0.3438557406,-0.544667939,-0.305012435,0.0021142935
ecoli_00314,1.2692004697,-0.530756546,-0.198288016,0.1372844705
ecoli_00315,17.1592933852,-2.548110757,-0.531239287,0.7491145085
ecoli_00316,17.3915350355,-2.574525767,-0.15816439200000001,0.6345051145
ecoli_00317,16.1156211316,-2.5041279210000003,-0.103251218,0.9392737995
ecoli_00318,16.979844561,-2.445112978,-0.379374906,1.0102653855
ecoli_00319,3.3053744078,-0.505443239,-0.08995262400000001,-0.1866845735
ecoli_00320,2.8465521231,-0.5051048730000001,0.050648007,-0.20458765950000002
ecoli_00321,7.0912794657,-1.639778015,0.32926990700000003,0.22164052750000002
ecoli_00322,6.8932976479,-1.525707863,0.547526127,0.12060501250000001
ecoli_00323,6.8504351632,-0.8089780310000001,1.432494808,-1.1792619845
ecoli_00324,6.6874178936,-0.6878140150000001,1.6160196720000002,-1.2122088055
ecoli_00325,8.9092296274,-0.770999387,1.364216858,-1.2092205445
ecoli_00326,9.3404172063,-0.5165665970000001,1.4891548060000002,-0.7819696075
ecoli_00327,5.5059617542,-0.49981868,2.072093641,-0.41918834250000003
ecoli_00328,3.9830312135,-1.053543247,1.8609936280000001,-0.4418706255
ecoli_00329,5.1126815951,-0.876172555,1.770250845,-0.3740276255
ecoli_00330,4.1945945495,-1.004410894,1.565965524,-0.3782253115
ecoli_00331,4.1732368494,-0.9421467330000001,1.725222956,-0.7739573245
ecoli_00332,4.8449891133000005,-1.093086918,1.669787421,-0.8888965105000001
ecoli_00333,4.2444108391,-0.979628476,1.7720609330000001,-0.9141537815
ecoli_00334,3.305448403,-0.589808277,1.924369826,-1.1604518145
ecoli_00335,11.0369755266,-1.166562635,1.4516377660000002,-1.5072900635000002
ecoli_00336,12.5284698976,-0.672576971,1.658874224,-1.4919827405000001
ecoli_00337,5.2458441481,-1.09189336,1.8524945210000001,-0.9541385955
ecoli_00338,5.216200207,-1.139352826,1.9101958520000002,-1.0521794555
ecoli_00339,7.6554289232,-1.045196496,1.519235759,-1.6118221615000001
ecoli_00340,18.2792106816,-0.7250733540000001,1.7421864930000002,-1.4187666805
ecoli_00341,6.9010815924,-0.735836771,1.190685442,-1.5853093894999999
ecoli_00342,6.3069708754,-0.803938064,1.3427433020000001,-1.4801573155
ecoli_00343,6.1728448601,-1.402755684,1.61096266,-1.0670861065
ecoli_00344,6.7402025381,-1.428067927,1.6677681199999999,-0.9915333705
ecoli_00345,5.5851088384,-1.098697508,1.8500298270000002,-0.9357440225
ecoli_00346,5.3089152336,-1.1274932340000001,1.7300363600000002,-0.8875884925
ecoli_00347,4.6919241792,-0.5360552860000001,1.435887622,-0.3760668075
ecoli_00348,3.2648579087,-0.536045576,1.241399774,-0.38049006350000003
ecoli_00349,5.3901776082,-0.524884001,1.395275668,-0.9001993245000001
ecoli_00350,1.5125072359,-0.48640995000000004,1.201917583,-0.7239035175
ecoli_00351,6.9646369695,-0.446965349,1.727276392,0.0858218905
ecoli_00352,1.6545754213000001,-0.467055863,1.119682835,-0.7092105915
ecoli_00353,8.8912874338,-0.494457847,1.452565503,-0.6891163765
ecoli_00354,1.5440792670999999,-0.541468839,1.063404242,-0.7073035485
ecoli_00355,2.087296198,-0.355877681,1.726057005,0.14320868650000002
ecoli_00356,1.6536616642,-0.371652078,1.558923467,0.056953975500000004
ecoli_00357,4.2938599171,-0.330622578,1.630303802,-0.1039783605
ecoli_00358,2.3948702007,-0.390185284,1.633557802,-0.22807424850000002
ecoli_00359,10.2208325065,-0.8311115560000001,1.818059607,-0.10879174350000001
ecoli_00360,10.903448909,-0.8662979580000001,1.717779785,-0.1511696985
ecoli_00361,11.3934646991,-0.770292729,1.829622974,-0.3593032335
ecoli_00362,10.5515076864,-0.7893792930000001,1.873952609,-0.42999641250000004
ecoli_00363,0.2803481056,-0.893828944,-0.7609860900000001,-1.2446789615
ecoli_00364,0.16301228110000002,-0.8991160770000001,-0.965028823,-1.3104621935
ecoli_00365,13.8549797354,-1.5575180670000002,0.66299448,-0.6316149025000001
ecoli_00366,15.1022850439,-1.58392193,0.434559697,-0.3341771625
ecoli_00367,6.440485744,-1.179529736,-0.09276045100000001,-2.6131021825
